,Adgrl1
16366,6.0
16367,10.0
16368,8.0
16369,23.0
16370,6.0
16371,11.0
16372,0.0
16373,1.0
16374,2.0
16375,13.0
16376,13.0
16377,0.0
16378,0.0
16379,14.0
16380,8.0
16381,17.0
16382,1.0
16383,5.0
16384,1.0
16385,23.0
16386,3.0
16387,6.0
16388,0.0
16389,5.0
16390,4.0
16391,6.0
16392,13.0
16393,6.0
16394,2.0
16395,5.0
16396,5.0
16397,1.0
16398,1.0
16399,8.0
16400,0.0
16401,1.0
16402,0.0
16403,19.0
16404,8.0
16405,3.0
16406,4.0
16407,4.0
16408,20.0
16409,8.0
16410,4.0
16411,6.0
16412,0.0
16413,10.0
16414,2.0
16415,6.0
16416,0.0
16417,13.0
16418,1.0
16419,12.0
16420,4.0
16421,5.0
16422,6.0
16423,5.0
16424,1.0
16425,2.0
16426,3.0
16427,16.0
16428,0.0
16429,2.0
16430,0.0
16431,2.0
16432,0.0
16433,1.0
16434,0.0
16435,8.0
16436,0.0
16437,4.0
16438,5.0
16439,0.0
16440,7.0
16441,9.0
16442,0.0
16443,6.0
16444,3.0
16445,12.0
16446,12.0
16447,3.0
16448,3.0
16449,0.0
16450,1.0
16451,4.0
16452,0.0
16453,10.0
16454,2.0
16455,3.0
16456,4.0
16457,0.0
16458,1.0
16459,0.0
16460,9.0
16461,14.0
16462,1.0
16463,1.0
16464,0.0
16465,1.0
16466,13.0
16467,9.0
16468,6.0
16469,1.0
16470,0.0
16471,1.0
16472,0.0
16473,1.0
16474,0.0
16475,0.0
16476,0.0
16477,0.0
16478,4.0
16479,11.0
16480,5.0
16481,4.0
16482,4.0
16483,3.0
16484,11.0
16485,2.0
16486,0.0
16487,0.0
16488,1.0
16489,0.0
16490,2.0
16491,0.0
16492,6.0
16493,2.0
16494,4.0
16495,2.0
16496,2.0
16497,0.0
16498,12.0
16499,0.0
16500,3.0
16501,0.0
16502,8.0
16503,1.0
16504,4.0
16505,0.0
16506,6.0
16507,0.0
16508,0.0
16509,4.0
16510,9.0
16511,1.0
16512,17.0
16513,2.0
16514,1.0
16515,6.0
16516,0.0
16517,0.0
16518,2.0
16519,0.0
16520,0.0
16521,0.0
16522,0.0
16523,1.0
16524,8.0
16525,22.0
16526,7.0
16527,11.0
16528,9.0
16529,0.0
16530,0.0
16531,5.0
16532,0.0
16533,1.0
16534,1.0
16535,6.0
16536,2.0
16537,2.0
16538,0.0
16539,5.0
16540,0.0
16541,0.0
16542,0.0
16543,1.0
16544,0.0
16545,12.0
16546,0.0
16547,17.0
16548,0.0
16549,4.0
16550,7.0
16551,3.0
16552,0.0
16553,2.0
16554,20.0
16555,0.0
16556,0.0
16557,7.0
16558,23.0
16559,6.0
16560,2.0
16561,20.0
16562,2.0
16563,0.0
16564,21.0
16565,15.0
16566,11.0
16567,18.0
16568,21.0
16569,8.0
16570,7.0
16571,14.0
16572,3.0
16573,0.0
16574,8.0
16575,20.0
16576,1.0
16577,2.0
16578,9.0
16579,27.0
16580,3.0
16581,3.0
16582,2.0
16583,1.0
16584,17.0
16585,0.0
16586,23.0
16587,3.0
16588,4.0
16589,0.0
16590,7.0
16591,0.0
16592,15.0
16593,3.0
16594,4.0
16595,0.0
16596,1.0
16597,7.0
16598,2.0
16599,1.0
16600,14.0
16601,5.0
16602,15.0
16603,1.0
16604,0.0
16605,4.0
16606,0.0
16607,24.0
16608,0.0
16609,6.0
16610,20.0
16611,21.0
16612,30.0
16613,1.0
16614,7.0
16615,0.0
16616,2.0
16617,11.0
16618,1.0
16619,1.0
16620,7.0
16621,6.0
16622,12.0
16623,2.0
16624,14.0
16625,1.0
16626,8.0
16627,3.0
16628,7.0
16629,2.0
16630,14.0
16631,13.0
16632,16.0
16633,3.0
16634,5.0
16635,30.0
16636,13.0
16637,18.0
16638,3.0
16639,2.0
16640,1.0
16641,24.0
16642,13.0
16643,0.0
16644,18.0
16645,0.0
16646,1.0
16647,6.0
16648,10.0
16649,3.0
16650,2.0
16651,32.0
16652,5.0
16653,7.0
16654,3.0
16655,10.0
16656,31.0
16657,3.0
16658,0.0
16659,3.0
16660,4.0
16661,0.0
16662,1.0
16663,3.0
16664,1.0
16665,12.0
16666,2.0
16667,3.0
16668,1.0
16669,0.0
16670,0.0
16671,5.0
16672,10.0
16673,1.0
16674,28.0
16675,7.0
16676,13.0
16677,4.0
16678,16.0
16679,1.0
16680,0.0
16681,20.0
16682,4.0
16683,0.0
16684,4.0
16685,8.0
16686,2.0
16687,9.0
16688,1.0
16689,16.0
16690,1.0
16691,12.0
16692,0.0
16693,6.0
16694,4.0
16695,7.0
16696,2.0
16697,12.0
16698,2.0
16699,1.0
16700,5.0
16701,6.0
16702,2.0
16703,11.0
16704,9.0
16705,12.0
16706,0.0
16707,1.0
16708,1.0
16709,2.0
16710,20.0
16711,3.0
16712,2.0
16713,2.0
16714,8.0
16715,17.0
16716,1.0
16717,0.0
16718,4.0
16719,1.0
16720,19.0
16721,11.0
16722,4.0
16723,1.0
16724,1.0
16725,4.0
16726,19.0
16727,1.0
16728,3.0
16729,7.0
16730,0.0
16731,1.0
16732,11.0
16733,2.0
16734,16.0
16735,1.0
16736,2.0
16737,7.0
16738,13.0
16739,26.0
16740,1.0
16741,3.0
16742,10.0
16743,1.0
16744,2.0
16745,2.0
16746,9.0
16747,6.0
16748,3.0
16749,13.0
16750,4.0
16751,0.0
16752,11.0
16753,18.0
16754,0.0
16755,1.0
16756,13.0
16757,6.0
16758,13.0
16759,12.0
16760,2.0
16761,10.0
16762,2.0
16763,10.0
16764,16.0
16765,0.0
16766,12.0
16767,0.0
16768,0.0
16769,2.0
16770,2.0
16771,1.0
16772,9.0
16773,17.0
16774,7.0
16775,6.0
16776,5.0
16777,1.0
16778,6.0
16779,17.0
16780,1.0
16781,18.0
16782,0.0
16783,2.0
16784,27.0
16785,4.0
16786,0.0
16787,5.0
16788,5.0
16789,0.0
16790,2.0
16791,1.0
16792,1.0
16793,2.0
16794,1.0
16795,6.0
16796,9.0
16797,3.0
16798,4.0
16799,0.0
16800,5.0
16801,3.0
16802,22.0
16803,2.0
16804,3.0
16805,4.0
16806,1.0
16807,11.0
16808,2.0
16809,1.0
16810,9.0
16811,2.0
16812,1.0
16813,4.0
16814,10.0
16815,0.0
16816,1.0
16817,1.0
16818,5.0
16819,20.0
16820,2.0
16821,23.0
16822,5.0
16823,0.0
16824,0.0
16825,3.0
16826,1.0
16827,1.0
16828,1.0
16829,2.0
16830,2.0
16831,1.0
16832,1.0
16833,0.0
16834,1.0
16835,1.0
16836,2.0
16837,19.0
16838,3.0
16839,1.0
16840,1.0
16841,2.0
16842,0.0
16843,1.0
16844,1.0
16845,13.0
16846,2.0
16847,1.0
16848,0.0
16849,10.0
16850,0.0
16851,4.0
16852,2.0
16853,0.0
16854,1.0
16855,2.0
16856,1.0
16857,2.0
16858,2.0
16859,1.0
16860,0.0
16861,0.0
16862,1.0
16863,1.0
16864,1.0
16865,1.0
16866,1.0
16867,2.0
16868,0.0
16869,0.0
16870,2.0
16871,2.0
16872,1.0
16873,0.0
16874,1.0
16875,0.0
16876,0.0
16877,0.0
16878,0.0
16879,0.0
16880,1.0
16881,0.0
16882,2.0
16883,1.0
16884,3.0
16885,2.0
16886,1.0
16887,0.0
16888,1.0
16889,1.0
16890,1.0
16891,2.0
16892,0.0
16893,1.0
16894,1.0
16895,1.0
16896,3.0
16897,1.0
16898,0.0
16899,2.0
16900,2.0
16901,2.0
16902,3.0
16903,0.0
16904,2.0
16905,2.0
16906,0.0
16907,0.0
16908,1.0
16909,0.0
16910,1.0
16911,0.0
16912,1.0
16913,1.0
16914,0.0
16915,0.0
16916,5.0
16917,0.0
16918,0.0
16919,2.0
16920,3.0
16921,1.0
16922,0.0
16923,2.0
16924,0.0
16925,1.0
16926,0.0
16927,0.0
16928,0.0
16929,1.0
16930,0.0
16931,1.0
16932,0.0
16933,0.0
16934,0.0
16935,1.0
16936,3.0
16937,1.0
16938,0.0
16939,1.0
16940,3.0
16941,0.0
16942,1.0
16943,0.0
16944,0.0
16945,2.0
16946,3.0
16947,1.0
16948,0.0
16949,0.0
16950,0.0
16951,0.0
16952,0.0
16953,1.0
16954,3.0
16955,0.0
16956,0.0
16957,1.0
16958,0.0
16959,0.0
16960,1.0
16961,0.0
16962,0.0
16963,0.0
16964,0.0
16965,0.0
16966,0.0
16967,0.0
16968,8.0
16969,1.0
16970,1.0
16971,0.0
16972,2.0
16973,1.0
16974,0.0
16975,1.0
16976,6.0
16977,1.0
16978,1.0
16979,1.0
16980,0.0
16981,1.0
16982,2.0
16983,0.0
16984,1.0
16985,5.0
16986,4.0
16987,0.0
16988,0.0
16989,0.0
16990,2.0
16991,0.0
16992,4.0
16993,0.0
16994,9.0
16995,0.0
16996,4.0
16997,1.0
16998,0.0
16999,0.0
17000,0.0
17001,1.0
17002,3.0
17003,0.0
17004,1.0
17005,2.0
17006,1.0
17007,1.0
17008,0.0
17009,1.0
17010,0.0
17011,6.0
17012,2.0
17013,2.0
17014,2.0
17015,0.0
17016,7.0
17017,1.0
17018,0.0
17019,1.0
17020,0.0
17021,0.0
17022,4.0
17023,0.0
17024,1.0
17025,2.0
17026,12.0
17027,5.0
17028,5.0
17029,0.0
17030,6.0
17031,3.0
17032,0.0
17033,1.0
17034,0.0
17035,2.0
17036,0.0
17037,0.0
17038,5.0
17039,13.0
17040,2.0
17041,1.0
17042,1.0
17043,6.0
17044,0.0
17045,15.0
17046,1.0
17047,7.0
17048,0.0
17049,2.0
17050,0.0
17051,2.0
17052,0.0
17053,5.0
17054,0.0
17055,0.0
17056,8.0
17057,0.0
17058,2.0
17059,2.0
17060,2.0
17061,6.0
17062,0.0
17063,1.0
17064,2.0
17065,1.0
17066,10.0
17067,6.0
17068,1.0
17069,3.0
17070,0.0
17071,3.0
17072,2.0
17073,1.0
17074,9.0
17075,6.0
17076,4.0
17077,10.0
17078,13.0
17079,6.0
17080,5.0
17081,1.0
17082,0.0
17083,0.0
17084,7.0
17085,3.0
17086,0.0
17087,9.0
17088,7.0
17089,0.0
17090,5.0
17091,0.0
17092,14.0
17093,10.0
17094,7.0
17095,0.0
17096,4.0
17097,7.0
17098,1.0
17099,8.0
17100,4.0
17101,2.0
17102,5.0
17103,1.0
17104,5.0
17105,5.0
17106,6.0
17107,0.0
17108,5.0
17109,14.0
17110,0.0
17111,6.0
17112,1.0
17113,5.0
17114,0.0
17115,14.0
17116,19.0
17117,18.0
17118,7.0
17119,0.0
17120,4.0
17121,9.0
17122,1.0
17123,6.0
17124,1.0
17125,3.0
17126,3.0
17127,1.0
17128,1.0
17129,2.0
17130,0.0
17131,11.0
17132,9.0
17133,11.0
17134,1.0
17135,11.0
17136,0.0
17137,2.0
17138,0.0
17139,4.0
17140,8.0
17141,11.0
17142,10.0
17143,0.0
17144,2.0
17145,1.0
17146,1.0
17147,0.0
17148,0.0
17149,3.0
17150,4.0
17151,9.0
17152,2.0
17153,6.0
17154,6.0
17155,4.0
17156,1.0
17157,8.0
17158,1.0
17159,0.0
17160,9.0
17161,0.0
17162,4.0
17163,1.0
17164,1.0
17165,5.0
17166,2.0
17167,0.0
17168,6.0
17169,3.0
17170,6.0
17171,0.0
17172,3.0
17173,4.0
17174,4.0
17175,4.0
17176,10.0
17177,0.0
17178,0.0
17179,6.0
17180,0.0
17181,5.0
17182,2.0
17183,1.0
17184,7.0
17185,4.0
17186,1.0
17187,14.0
17188,1.0
17189,5.0
17190,0.0
17191,1.0
17192,3.0
17193,1.0
17194,6.0
17195,4.0
17196,0.0
17197,1.0
17198,0.0
17199,5.0
17200,6.0
17201,2.0
17202,2.0
17203,1.0
17204,1.0
17205,5.0
17206,11.0
17207,8.0
17208,9.0
17209,3.0
17210,0.0
17211,0.0
17212,1.0
17213,1.0
17214,1.0
17215,6.0
17216,1.0
17217,2.0
17218,0.0
17219,2.0
17220,0.0
17221,2.0
17222,0.0
17223,0.0
17224,4.0
17225,6.0
17226,3.0
17227,1.0
17228,3.0
17229,4.0
17230,0.0
17231,6.0
17232,11.0
17233,2.0
17234,8.0
17235,3.0
17236,15.0
17237,6.0
17238,3.0
17239,11.0
17240,0.0
17241,3.0
17242,2.0
17243,0.0
17244,2.0
17245,2.0
17246,2.0
17247,7.0
17248,1.0
17249,1.0
17250,9.0
17251,0.0
17252,0.0
17253,11.0
17254,8.0
17255,0.0
17256,11.0
17257,2.0
17258,14.0
17259,4.0
17260,2.0
17261,3.0
17262,1.0
17263,4.0
17264,8.0
17265,0.0
17266,0.0
17267,0.0
17268,2.0
17269,3.0
17270,10.0
17271,1.0
17272,2.0
17273,3.0
17274,1.0
17275,6.0
17276,10.0
17277,6.0
17278,4.0
17279,1.0
17280,1.0
17281,0.0
17282,5.0
17283,10.0
17284,0.0
17285,6.0
17286,5.0
17287,1.0
17288,1.0
17289,0.0
17290,0.0
17291,5.0
17292,1.0
17293,3.0
17294,0.0
17295,4.0
17296,3.0
17297,5.0
17298,3.0
17299,2.0
17300,12.0
17301,4.0
17302,4.0
17303,0.0
17304,4.0
17305,4.0
17306,9.0
17307,5.0
17308,5.0
17309,8.0
17310,0.0
17311,4.0
17312,8.0
17313,2.0
17314,3.0
17315,1.0
17316,6.0
17317,1.0
17318,0.0
17319,0.0
17320,0.0
17321,10.0
17322,0.0
17323,10.0
17324,6.0
17325,1.0
17326,5.0
17327,4.0
17328,6.0
17329,1.0
17330,4.0
17331,3.0
17332,6.0
17333,3.0
17334,0.0
17335,5.0
17336,4.0
17337,1.0
17338,0.0
17339,1.0
17340,2.0
17341,10.0
17342,2.0
17343,7.0
17344,3.0
17345,4.0
17346,1.0
17347,6.0
17348,0.0
17349,1.0
17350,4.0
17351,13.0
17352,4.0
17353,9.0
17354,3.0
17355,2.0
17356,7.0
17357,1.0
17358,1.0
17359,1.0
17360,2.0
17361,6.0
17362,2.0
17363,1.0
17364,4.0
17365,0.0
17366,5.0
17367,2.0
17368,2.0
17369,9.0
17370,1.0
17371,10.0
17372,3.0
17373,3.0
17374,1.0
17375,3.0
17376,3.0
17377,2.0
17378,0.0
17379,1.0
17380,10.0
17381,5.0
17382,2.0
17383,0.0
17384,9.0
17385,4.0
17386,3.0
17387,0.0
17388,5.0
17389,3.0
17390,3.0
17391,3.0
17392,2.0
17393,4.0
17394,2.0
17395,5.0
17396,1.0
17397,0.0
17398,3.0
17399,8.0
17400,2.0
17401,3.0
17402,1.0
17403,0.0
17404,11.0
17405,0.0
17406,0.0
17407,2.0
17408,3.0
17409,1.0
17410,7.0
17411,2.0
17412,15.0
17413,3.0
17414,3.0
17415,2.0
17416,9.0
17417,5.0
17418,1.0
17419,8.0
17420,6.0
17421,2.0
17422,6.0
17423,0.0
17424,0.0
17425,0.0
17426,1.0
17427,1.0
17428,0.0
17429,6.0
17430,1.0
17431,2.0
17432,3.0
17433,0.0
17434,0.0
17435,1.0
17436,0.0
17437,0.0
17438,1.0
17439,6.0
17440,1.0
17441,2.0
17442,4.0
17443,0.0
17444,1.0
17445,0.0
17446,5.0
17447,1.0
17448,2.0
17449,1.0
17450,6.0
17451,1.0
17452,1.0
17453,4.0
17454,1.0
17455,1.0
17456,1.0
17457,3.0
17458,0.0
17459,0.0
17460,3.0
17461,1.0
17462,1.0
17463,1.0
17464,0.0
17465,2.0
17466,3.0
17467,0.0
17468,3.0
17469,0.0
17470,1.0
17471,2.0
17472,2.0
17473,1.0
17474,6.0
17475,2.0
17476,1.0
17477,0.0
17478,4.0
17479,0.0
17480,1.0
17481,10.0
17482,0.0
17483,1.0
17484,1.0
17485,1.0
17486,5.0
17487,0.0
17488,0.0
17489,1.0
17490,0.0
17491,0.0
17492,0.0
17493,1.0
17494,2.0
17495,6.0
17496,0.0
17497,0.0
17498,4.0
17499,0.0
17500,0.0
17501,11.0
17502,1.0
17503,12.0
17504,3.0
17505,0.0
17506,1.0
17507,0.0
17508,0.0
17509,0.0
17510,0.0
17511,0.0
17512,4.0
17513,1.0
17514,0.0
17515,4.0
17516,1.0
17517,0.0
17518,0.0
17519,3.0
17520,3.0
17521,2.0
17522,0.0
17523,4.0
17524,0.0
17525,2.0
17526,0.0
17527,0.0
17528,0.0
17529,7.0
17530,2.0
17531,3.0
17532,2.0
17533,2.0
17534,0.0
17535,1.0
17536,11.0
17537,6.0
17538,0.0
17539,1.0
17540,5.0
17541,1.0
17542,8.0
17543,3.0
17544,2.0
17545,0.0
17546,0.0
17547,2.0
17548,0.0
17549,2.0
17550,3.0
17551,1.0
17552,2.0
17553,3.0
17554,1.0
17555,1.0
17556,0.0
17557,1.0
17558,0.0
17559,5.0
17560,0.0
17561,0.0
17562,0.0
17563,0.0
17564,0.0
17565,1.0
17566,6.0
17567,0.0
17568,1.0
17569,0.0
17570,11.0
17571,4.0
17572,0.0
17573,5.0
17574,0.0
17575,2.0
17576,0.0
17577,3.0
17578,1.0
17579,4.0
17580,5.0
17581,2.0
17582,2.0
17583,0.0
17584,1.0
17585,1.0
17586,0.0
17587,2.0
17588,1.0
17589,12.0
17590,4.0
17591,12.0
17592,0.0
17593,10.0
17594,1.0
17595,1.0
17596,0.0
17597,0.0
17598,1.0
17599,3.0
17600,0.0
17601,1.0
17602,3.0
17603,3.0
17604,4.0
17605,1.0
17606,8.0
17607,3.0
17608,2.0
17609,0.0
17610,1.0
17611,2.0
17612,2.0
17613,0.0
17614,2.0
17615,0.0
17616,0.0
17617,0.0
17618,10.0
17619,3.0
17620,1.0
17621,2.0
17622,0.0
17623,1.0
17624,3.0
17625,6.0
17626,3.0
17627,12.0
17628,8.0
17629,7.0
17630,1.0
17631,6.0
17632,5.0
17633,0.0
17634,0.0
17635,1.0
17636,1.0
17637,1.0
17638,4.0
17639,7.0
17640,2.0
17641,7.0
17642,1.0
17643,0.0
17644,1.0
17645,4.0
17646,5.0
17647,0.0
17648,2.0
17649,2.0
17650,1.0
17651,3.0
17652,2.0
17653,0.0
17654,9.0
17655,0.0
17656,3.0
17657,2.0
17658,3.0
17659,0.0
17660,0.0
17661,9.0
17662,5.0
17663,5.0
17664,0.0
17665,5.0
17666,1.0
17667,4.0
17668,2.0
17669,1.0
17670,2.0
17671,1.0
17672,5.0
17673,6.0
17674,4.0
17675,2.0
17676,6.0
17677,0.0
17678,9.0
17679,1.0
17680,2.0
17681,10.0
17682,1.0
17683,0.0
17684,3.0
17685,9.0
17686,0.0
17687,5.0
17688,6.0
17689,1.0
17690,2.0
17691,1.0
17692,5.0
17693,2.0
17694,1.0
17695,6.0
17696,1.0
17697,0.0
17698,0.0
17699,0.0
17700,1.0
17701,7.0
17702,0.0
17703,1.0
17704,2.0
17705,1.0
17706,5.0
17707,3.0
17708,7.0
17709,7.0
17710,0.0
17711,0.0
17712,2.0
17713,5.0
17714,0.0
17715,8.0
17716,0.0
17717,0.0
17718,5.0
17719,17.0
17720,0.0
17721,4.0
17722,0.0
17723,0.0
17724,4.0
17725,3.0
17726,1.0
17727,2.0
17728,4.0
17729,6.0
17730,2.0
17731,1.0
17732,3.0
17733,4.0
17734,1.0
17735,2.0
17736,2.0
17737,13.0
17738,0.0
17739,1.0
17740,6.0
17741,0.0
17742,1.0
17743,8.0
17744,2.0
17745,12.0
17746,0.0
17747,1.0
17748,1.0
17749,2.0
17750,0.0
17751,3.0
17752,3.0
17753,1.0
17754,2.0
17755,6.0
17756,0.0
17757,1.0
17758,5.0
17759,5.0
17760,0.0
17761,3.0
17762,6.0
17763,3.0
17764,5.0
17765,5.0
17766,0.0
17767,0.0
17768,0.0
17769,5.0
17770,4.0
17771,2.0
17772,2.0
17773,6.0
17774,0.0
17775,1.0
17776,0.0
17777,5.0
17778,5.0
17779,3.0
17780,5.0
17781,2.0
17782,1.0
17783,7.0
17784,3.0
17785,1.0
17786,1.0
17787,1.0
17788,0.0
17789,10.0
17790,3.0
17791,5.0
17792,0.0
17793,9.0
17794,2.0
17795,1.0
17796,0.0
17797,0.0
17798,4.0
17799,7.0
17800,2.0
17801,3.0
17802,13.0
17803,7.0
17804,6.0
17805,6.0
17806,4.0
17807,2.0
17808,3.0
17809,1.0
17810,1.0
17811,1.0
17812,22.0
17813,5.0
17814,2.0
17815,0.0
17816,2.0
17817,1.0
17818,0.0
17819,9.0
17820,0.0
17821,0.0
17822,2.0
17823,4.0
17824,4.0
17825,1.0
17826,10.0
17827,2.0
17828,1.0
17829,3.0
17830,24.0
17831,9.0
17832,5.0
17833,4.0
17834,2.0
17835,0.0
17836,10.0
17837,11.0
17838,2.0
17839,7.0
17840,3.0
17841,2.0
17842,4.0
17843,2.0
17844,0.0
17845,2.0
17846,3.0
17847,1.0
17848,14.0
17849,0.0
17850,9.0
17851,6.0
17852,1.0
17853,1.0
17854,8.0
17855,6.0
17856,8.0
17857,5.0
17858,0.0
17859,0.0
17860,0.0
17861,0.0
17862,3.0
17863,1.0
17864,0.0
17865,1.0
17866,2.0
17867,5.0
17868,3.0
17869,1.0
17870,0.0
17871,1.0
17872,2.0
17873,5.0
17874,3.0
17875,8.0
17876,6.0
17877,6.0
17878,13.0
17879,0.0
17880,5.0
17881,3.0
17882,7.0
17883,6.0
17884,1.0
17885,1.0
17886,1.0
17887,1.0
17888,5.0
17889,11.0
17890,4.0
17891,7.0
17892,3.0
17893,5.0
17894,2.0
17895,6.0
17896,6.0
17897,7.0
17898,3.0
17899,0.0
17900,1.0
17901,6.0
17902,10.0
17903,0.0
17904,3.0
17905,9.0
17906,0.0
17907,2.0
17908,0.0
17909,0.0
17910,0.0
17911,17.0
17912,4.0
17913,1.0
17914,1.0
17915,14.0
17916,5.0
17917,3.0
17918,0.0
17919,10.0
17920,8.0
17921,2.0
17922,3.0
17923,9.0
17924,5.0
17925,2.0
17926,6.0
17927,7.0
17928,2.0
17929,8.0
17930,1.0
17931,3.0
17932,5.0
17933,9.0
17934,6.0
17935,9.0
17936,2.0
17937,3.0
17938,0.0
17939,1.0
17940,2.0
17941,0.0
17942,3.0
17943,0.0
17944,4.0
17945,4.0
17946,1.0
17947,0.0
17948,0.0
17949,3.0
17950,0.0
17951,3.0
17952,4.0
17953,7.0
17954,0.0
17955,5.0
17956,2.0
17957,2.0
17958,3.0
17959,3.0
17960,10.0
17961,2.0
17962,8.0
17963,5.0
17964,0.0
17965,0.0
17966,2.0
17967,1.0
17968,1.0
17969,0.0
17970,1.0
17971,4.0
17972,0.0
17973,12.0
17974,9.0
17975,0.0
17976,12.0
17977,0.0
17978,1.0
17979,3.0
17980,1.0
17981,5.0
17982,10.0
17983,1.0
17984,2.0
17985,12.0
17986,3.0
17987,1.0
17988,4.0
17989,5.0
17990,2.0
17991,0.0
17992,3.0
17993,1.0
17994,0.0
17995,13.0
17996,2.0
17997,1.0
17998,3.0
17999,3.0
18000,0.0
18001,5.0
18002,5.0
18003,0.0
18004,3.0
18005,1.0
18006,1.0
18007,0.0
18008,0.0
18009,2.0
18010,3.0
18011,3.0
18012,0.0
18013,0.0
18014,5.0
18015,9.0
18016,3.0
18017,6.0
18018,7.0
18019,0.0
18020,1.0
18021,2.0
18022,6.0
18023,2.0
18024,4.0
18025,4.0
18026,8.0
18027,4.0
18028,4.0
18029,1.0
18030,4.0
18031,9.0
18032,1.0
18033,9.0
18034,9.0
18035,6.0
18036,3.0
18037,0.0
18038,5.0
18039,1.0
18040,7.0
18041,2.0
18042,27.0
18043,5.0
18044,3.0
18045,0.0
18046,9.0
18047,14.0
18048,0.0
18049,2.0
18050,0.0
18051,9.0
18052,0.0
18053,1.0
18054,5.0
18055,4.0
18056,5.0
18057,3.0
18058,0.0
18059,5.0
18060,0.0
18061,5.0
18062,10.0
18063,3.0
18064,1.0
18065,3.0
18066,0.0
18067,5.0
18068,1.0
18069,2.0
18070,6.0
18071,0.0
18072,7.0
18073,14.0
18074,3.0
18075,9.0
18076,6.0
18077,0.0
18078,2.0
18079,7.0
18080,0.0
18081,0.0
18082,12.0
18083,1.0
18084,6.0
18085,0.0
18086,0.0
18087,2.0
18088,3.0
18089,0.0
18090,11.0
18091,1.0
18092,8.0
18093,4.0
18094,0.0
18095,1.0
18096,3.0
18097,1.0
18098,3.0
18099,0.0
18100,5.0
18101,7.0
18102,1.0
18103,6.0
18104,2.0
18105,0.0
18106,0.0
18107,2.0
18108,9.0
18109,8.0
18110,0.0
18111,0.0
18112,7.0
18113,7.0
18114,6.0
18115,18.0
18116,4.0
18117,0.0
18118,1.0
18119,8.0
18120,16.0
18121,0.0
18122,0.0
18123,5.0
18124,5.0
18125,0.0
18126,3.0
18127,2.0
18128,5.0
18129,1.0
18130,0.0
18131,8.0
18132,4.0
18133,0.0
18134,5.0
18135,1.0
18136,3.0
18137,1.0
18138,8.0
18139,0.0
18140,5.0
18141,2.0
18142,0.0
18143,8.0
18144,11.0
18145,4.0
18146,5.0
18147,1.0
18148,1.0
18149,2.0
18150,2.0
18151,15.0
18152,4.0
18153,1.0
18154,18.0
18155,7.0
18156,0.0
18157,8.0
18158,8.0
18159,3.0
18160,2.0
18161,0.0
18162,3.0
18163,1.0
18164,0.0
18165,2.0
18166,5.0
18167,6.0
18168,5.0
18169,15.0
18170,0.0
18171,3.0
18172,4.0
18173,8.0
18174,12.0
18175,3.0
18176,6.0
18177,8.0
18178,7.0
18179,10.0
18180,10.0
18181,0.0
18182,4.0
18183,7.0
18184,3.0
18185,4.0
18186,1.0
18187,1.0
18188,3.0
18189,1.0
18190,2.0
18191,0.0
18192,8.0
18193,8.0
18194,2.0
18195,9.0
18196,2.0
18197,1.0
18198,16.0
18199,0.0
18200,13.0
18201,1.0
18202,4.0
18203,5.0
18204,12.0
18205,0.0
18206,1.0
18207,5.0
18208,9.0
18209,2.0
18210,7.0
18211,0.0
18212,1.0
18213,3.0
18214,2.0
18215,1.0
18216,5.0
18217,7.0
18218,10.0
18219,15.0
18220,5.0
18221,1.0
18222,0.0
18223,8.0
18224,2.0
18225,13.0
18226,12.0
18227,2.0
18228,5.0
18229,4.0
18230,0.0
18231,2.0
18232,0.0
18233,2.0
18234,1.0
18235,6.0
18236,3.0
18237,0.0
18238,0.0
18239,0.0
18240,5.0
18241,4.0
18242,1.0
18243,2.0
18244,7.0
18245,7.0
18246,0.0
18247,2.0
18248,0.0
18249,0.0
18250,0.0
18251,2.0
18252,2.0
18253,8.0
18254,5.0
18255,8.0
18256,2.0
18257,3.0
18258,4.0
18259,6.0
18260,3.0
18261,1.0
18262,3.0
18263,0.0
18264,0.0
18265,0.0
18266,3.0
18267,1.0
18268,13.0
18269,1.0
18270,1.0
18271,2.0
18272,2.0
18273,7.0
18274,1.0
18275,16.0
18276,1.0
18277,2.0
18278,1.0
18279,1.0
18280,5.0
18281,3.0
18282,6.0
18283,7.0
18284,3.0
18285,1.0
18286,0.0
18287,4.0
18288,2.0
18289,3.0
18290,8.0
18291,0.0
18292,2.0
18293,13.0
18294,3.0
18295,5.0
18296,1.0
18297,6.0
18298,15.0
18299,9.0
18300,1.0
18301,3.0
18302,0.0
18303,6.0
18304,3.0
18305,2.0
18306,1.0
18307,1.0
18308,0.0
18309,2.0
18310,1.0
18311,4.0
18312,2.0
18313,1.0
18314,12.0
18315,0.0
18316,2.0
18317,4.0
18318,6.0
18319,0.0
18320,3.0
18321,2.0
18322,7.0
18323,0.0
18324,7.0
18325,3.0
18326,0.0
18327,6.0
18328,2.0
18329,12.0
18330,2.0
18331,4.0
18332,7.0
18333,1.0
18334,4.0
18335,1.0
18336,2.0
18337,4.0
18338,0.0
18339,9.0
18340,1.0
18341,14.0
18342,1.0
18343,8.0
18344,0.0
18345,0.0
18346,7.0
18347,2.0
18348,7.0
18349,4.0
18350,12.0
18351,9.0
18352,3.0
18353,2.0
18354,9.0
18355,6.0
18356,12.0
18357,7.0
18358,2.0
18359,3.0
18360,6.0
18361,4.0
18362,0.0
18363,4.0
