,Epha4
72480,0.0
72481,0.0
72482,0.0
72483,0.0
72484,1.0
72485,6.0
72486,0.0
72487,0.0
72488,0.0
72489,1.0
72490,0.0
72491,2.0
72492,0.0
72493,0.0
72494,4.0
72495,35.0
72496,0.0
72497,8.0
72498,1.0
72499,1.0
72500,1.0
72501,0.0
72502,5.0
72503,0.0
72504,16.0
72505,0.0
72506,0.0
72507,18.0
72508,0.0
72509,0.0
72510,3.0
72511,0.0
72512,0.0
72513,0.0
72514,1.0
72515,0.0
72516,1.0
72517,0.0
72518,11.0
72519,0.0
72520,0.0
72521,34.0
72522,6.0
72523,0.0
72524,2.0
72525,0.0
72526,0.0
72527,1.0
72528,2.0
72529,3.0
72530,0.0
72531,3.0
72532,2.0
72533,1.0
72534,35.0
72535,27.0
72536,0.0
72537,2.0
72538,2.0
72539,0.0
72540,2.0
72541,0.0
72542,3.0
72543,22.0
72544,2.0
72545,3.0
72546,0.0
72547,30.0
72548,0.0
72549,8.0
72550,0.0
72551,9.0
72552,0.0
72553,1.0
72554,1.0
72555,0.0
72556,6.0
72557,10.0
72558,0.0
72559,2.0
72560,1.0
72561,0.0
72562,0.0
72563,0.0
72564,1.0
72565,15.0
72566,2.0
72567,0.0
72568,1.0
72569,23.0
72570,5.0
72571,0.0
72572,0.0
72573,23.0
72574,0.0
72575,5.0
72576,1.0
72577,0.0
72578,1.0
72579,22.0
72580,3.0
72581,0.0
72582,0.0
72583,1.0
72584,2.0
72585,35.0
72586,6.0
72587,4.0
72588,11.0
72589,1.0
72590,13.0
72591,14.0
72592,2.0
72593,0.0
72594,3.0
72595,26.0
72596,0.0
72597,2.0
72598,1.0
72599,0.0
72600,0.0
72601,3.0
72602,1.0
72603,16.0
72604,0.0
72605,0.0
72606,0.0
72607,0.0
72608,0.0
72609,22.0
72610,1.0
72611,1.0
72612,0.0
72613,0.0
72614,2.0
72615,15.0
72616,1.0
72617,0.0
72618,1.0
72619,0.0
72620,2.0
72621,0.0
72622,1.0
72623,0.0
72624,16.0
72625,1.0
72626,0.0
72627,1.0
72628,0.0
72629,0.0
72630,0.0
72631,0.0
72632,0.0
72633,10.0
72634,12.0
72635,28.0
72636,1.0
72637,4.0
72638,0.0
72639,1.0
72640,2.0
72641,0.0
72642,1.0
72643,7.0
72644,0.0
72645,0.0
72646,5.0
72647,8.0
72648,10.0
72649,0.0
72650,0.0
72651,0.0
72652,2.0
72653,3.0
72654,0.0
72655,4.0
72656,4.0
72657,0.0
72658,1.0
72659,0.0
72660,6.0
72661,1.0
72662,1.0
72663,4.0
72664,4.0
72665,13.0
72666,0.0
72667,3.0
72668,1.0
72669,19.0
72670,0.0
72671,13.0
72672,0.0
72673,0.0
72674,0.0
72675,2.0
72676,0.0
72677,1.0
72678,0.0
72679,1.0
72680,1.0
72681,1.0
72682,0.0
72683,1.0
72684,3.0
72685,2.0
72686,7.0
72687,1.0
72688,10.0
72689,4.0
72690,0.0
72691,4.0
72692,24.0
72693,10.0
72694,5.0
72695,5.0
72696,0.0
72697,0.0
72698,4.0
72699,0.0
72700,0.0
72701,1.0
72702,0.0
72703,0.0
72704,3.0
72705,0.0
72706,0.0
72707,8.0
72708,3.0
72709,3.0
72710,0.0
72711,0.0
72712,0.0
72713,0.0
72714,2.0
72715,0.0
72716,0.0
72717,0.0
72718,8.0
72719,2.0
72720,0.0
72721,1.0
72722,0.0
72723,0.0
72724,1.0
72725,16.0
72726,2.0
72727,1.0
72728,0.0
72729,3.0
72730,2.0
72731,1.0
72732,1.0
72733,0.0
72734,7.0
72735,1.0
72736,1.0
72737,0.0
72738,1.0
72739,2.0
72740,2.0
72741,1.0
72742,0.0
72743,5.0
72744,22.0
72745,4.0
72746,0.0
72747,2.0
72748,1.0
72749,2.0
72750,0.0
72751,1.0
72752,0.0
72753,7.0
72754,0.0
72755,11.0
72756,9.0
72757,22.0
72758,1.0
72759,0.0
72760,2.0
72761,4.0
72762,2.0
72763,0.0
72764,1.0
72765,8.0
72766,1.0
72767,0.0
72768,0.0
72769,21.0
72770,31.0
72771,3.0
72772,1.0
72773,0.0
72774,0.0
72775,0.0
72776,8.0
72777,0.0
72778,11.0
72779,1.0
72780,23.0
72781,0.0
72782,3.0
72783,1.0
72784,3.0
72785,1.0
72786,0.0
72787,1.0
72788,0.0
72789,0.0
72790,3.0
72791,0.0
72792,10.0
72793,0.0
72794,1.0
72795,2.0
72796,0.0
72797,1.0
72798,0.0
72799,0.0
72800,1.0
72801,1.0
72802,1.0
72803,1.0
72804,8.0
72805,0.0
72806,1.0
72807,3.0
72808,1.0
72809,1.0
72810,1.0
72811,1.0
72812,2.0
72813,1.0
72814,0.0
72815,0.0
72816,0.0
72817,0.0
72818,3.0
72819,1.0
72820,0.0
72821,0.0
72822,2.0
72823,3.0
72824,0.0
72825,0.0
72826,0.0
72827,14.0
72828,0.0
72829,0.0
72830,1.0
72831,1.0
72832,8.0
72833,5.0
72834,0.0
72835,2.0
72836,0.0
72837,6.0
72838,0.0
72839,2.0
72840,0.0
72841,0.0
72842,0.0
72843,0.0
72844,8.0
72845,0.0
72846,13.0
72847,1.0
72848,0.0
72849,19.0
72850,0.0
72851,0.0
72852,0.0
72853,1.0
72854,2.0
72855,0.0
72856,6.0
72857,1.0
72858,1.0
72859,1.0
72860,0.0
72861,1.0
72862,0.0
72863,0.0
72864,7.0
72865,1.0
72866,2.0
72867,0.0
72868,0.0
72869,0.0
72870,0.0
72871,19.0
72872,0.0
72873,0.0
72874,0.0
72875,0.0
72876,18.0
72877,0.0
72878,2.0
72879,0.0
72880,0.0
72881,0.0
72882,0.0
72883,0.0
72884,0.0
72885,1.0
72886,0.0
72887,1.0
72888,2.0
72889,1.0
72890,0.0
72891,3.0
72892,0.0
72893,0.0
72894,0.0
72895,2.0
72896,0.0
72897,0.0
72898,0.0
72899,0.0
72900,6.0
72901,0.0
72902,0.0
72903,6.0
72904,0.0
72905,0.0
72906,0.0
72907,1.0
72908,1.0
72909,3.0
72910,2.0
72911,1.0
72912,0.0
72913,2.0
72914,3.0
72915,0.0
72916,0.0
72917,2.0
72918,6.0
72919,8.0
72920,6.0
72921,0.0
72922,0.0
72923,20.0
72924,2.0
72925,24.0
72926,2.0
72927,1.0
72928,0.0
72929,3.0
72930,1.0
72931,26.0
72932,2.0
72933,0.0
72934,1.0
72935,0.0
72936,0.0
72937,0.0
72938,0.0
72939,0.0
72940,0.0
72941,4.0
72942,2.0
72943,1.0
72944,6.0
72945,2.0
72946,1.0
72947,13.0
72948,0.0
72949,0.0
72950,12.0
72951,0.0
72952,1.0
72953,1.0
72954,2.0
72955,15.0
72956,0.0
72957,0.0
72958,1.0
72959,0.0
72960,1.0
72961,8.0
72962,5.0
72963,1.0
72964,7.0
72965,0.0
72966,0.0
72967,0.0
72968,12.0
72969,6.0
72970,3.0
72971,0.0
72972,1.0
72973,0.0
72974,0.0
72975,8.0
72976,2.0
72977,0.0
72978,15.0
72979,10.0
72980,0.0
72981,9.0
72982,5.0
72983,0.0
72984,9.0
72985,0.0
72986,1.0
72987,3.0
72988,0.0
72989,3.0
72990,11.0
72991,3.0
72992,7.0
72993,1.0
72994,9.0
72995,2.0
72996,0.0
72997,0.0
72998,0.0
72999,12.0
73000,2.0
73001,1.0
73002,0.0
73003,8.0
73004,5.0
73005,7.0
73006,0.0
73007,0.0
73008,1.0
73009,9.0
73010,5.0
73011,4.0
73012,5.0
73013,0.0
73014,2.0
73015,2.0
73016,5.0
73017,0.0
73018,3.0
73019,5.0
73020,3.0
73021,6.0
73022,7.0
73023,0.0
73024,11.0
73025,0.0
73026,13.0
73027,4.0
73028,0.0
73029,0.0
73030,2.0
73031,0.0
73032,0.0
73033,3.0
73034,7.0
73035,1.0
73036,4.0
73037,0.0
73038,2.0
73039,4.0
73040,2.0
73041,3.0
73042,1.0
73043,10.0
73044,6.0
73045,1.0
73046,3.0
73047,10.0
73048,3.0
73049,2.0
73050,3.0
73051,3.0
73052,5.0
73053,3.0
73054,0.0
73055,13.0
73056,9.0
73057,12.0
73058,5.0
73059,4.0
73060,7.0
73061,1.0
73062,0.0
73063,4.0
73064,1.0
73065,6.0
73066,0.0
73067,3.0
73068,1.0
73069,4.0
73070,0.0
73071,30.0
73072,1.0
73073,5.0
73074,7.0
73075,5.0
73076,1.0
73077,3.0
73078,0.0
73079,0.0
73080,3.0
73081,1.0
73082,2.0
73083,4.0
73084,4.0
73085,4.0
73086,2.0
73087,10.0
73088,3.0
73089,12.0
73090,0.0
73091,8.0
73092,0.0
73093,76.0
73094,6.0
73095,6.0
73096,0.0
73097,4.0
73098,8.0
73099,6.0
73100,5.0
73101,5.0
73102,10.0
73103,2.0
73104,0.0
73105,5.0
73106,1.0
73107,1.0
73108,0.0
73109,5.0
73110,0.0
73111,14.0
73112,5.0
73113,7.0
73114,13.0
73115,2.0
73116,6.0
73117,0.0
73118,1.0
73119,1.0
73120,8.0
73121,5.0
73122,56.0
73123,7.0
73124,2.0
73125,0.0
73126,17.0
73127,5.0
73128,4.0
73129,5.0
73130,7.0
73131,8.0
73132,0.0
73133,3.0
73134,18.0
73135,4.0
73136,1.0
73137,10.0
73138,10.0
73139,2.0
73140,4.0
73141,3.0
73142,1.0
73143,0.0
73144,86.0
73145,6.0
73146,0.0
73147,0.0
73148,0.0
73149,11.0
73150,4.0
73151,9.0
73152,0.0
73153,3.0
73154,19.0
73155,0.0
73156,3.0
73157,43.0
73158,16.0
73159,5.0
73160,1.0
73161,3.0
73162,2.0
73163,6.0
73164,10.0
73165,3.0
73166,0.0
73167,5.0
73168,3.0
73169,13.0
73170,6.0
73171,0.0
73172,3.0
73173,0.0
73174,0.0
73175,7.0
73176,2.0
73177,1.0
73178,63.0
73179,1.0
73180,4.0
73181,3.0
73182,21.0
73183,0.0
73184,4.0
73185,10.0
73186,7.0
73187,0.0
73188,14.0
73189,3.0
73190,0.0
73191,4.0
73192,3.0
73193,66.0
73194,0.0
73195,3.0
73196,2.0
73197,1.0
73198,5.0
73199,1.0
73200,9.0
73201,37.0
73202,0.0
73203,0.0
73204,0.0
73205,4.0
73206,51.0
73207,27.0
73208,0.0
73209,1.0
73210,44.0
73211,2.0
73212,1.0
73213,2.0
73214,0.0
73215,92.0
73216,0.0
73217,0.0
73218,1.0
73219,7.0
73220,0.0
73221,42.0
73222,14.0
73223,0.0
73224,0.0
73225,0.0
73226,0.0
73227,34.0
73228,0.0
73229,0.0
73230,84.0
73231,0.0
73232,0.0
73233,1.0
73234,35.0
73235,7.0
73236,0.0
73237,2.0
73238,1.0
73239,0.0
73240,12.0
73241,13.0
73242,7.0
73243,1.0
73244,7.0
73245,6.0
73246,59.0
73247,3.0
73248,0.0
73249,1.0
73250,0.0
73251,5.0
73252,0.0
73253,15.0
73254,1.0
73255,29.0
73256,11.0
73257,4.0
73258,1.0
73259,1.0
73260,16.0
73261,9.0
73262,0.0
73263,0.0
73264,3.0
73265,0.0
73266,13.0
73267,18.0
73268,3.0
73269,15.0
73270,3.0
73271,1.0
73272,2.0
73273,34.0
73274,0.0
73275,0.0
73276,21.0
73277,1.0
73278,0.0
73279,20.0
73280,0.0
73281,0.0
73282,0.0
73283,3.0
73284,6.0
73285,3.0
73286,1.0
73287,2.0
73288,10.0
73289,5.0
73290,0.0
73291,1.0
73292,0.0
73293,1.0
73294,1.0
73295,7.0
73296,1.0
73297,14.0
73298,4.0
73299,1.0
73300,19.0
73301,58.0
73302,0.0
73303,2.0
73304,1.0
73305,1.0
73306,49.0
73307,1.0
73308,11.0
73309,13.0
73310,6.0
73311,1.0
73312,1.0
73313,1.0
73314,6.0
73315,5.0
73316,6.0
73317,7.0
73318,0.0
73319,36.0
73320,13.0
73321,2.0
73322,21.0
73323,0.0
73324,2.0
73325,4.0
73326,3.0
73327,3.0
73328,6.0
73329,58.0
73330,1.0
73331,0.0
73332,5.0
73333,2.0
73334,3.0
73335,3.0
73336,0.0
73337,12.0
73338,0.0
73339,0.0
73340,51.0
73341,0.0
73342,0.0
73343,55.0
73344,42.0
73345,3.0
73346,3.0
73347,0.0
73348,5.0
73349,2.0
73350,20.0
73351,16.0
73352,9.0
73353,27.0
73354,3.0
73355,0.0
73356,38.0
73357,37.0
73358,11.0
73359,50.0
73360,0.0
73361,0.0
73362,1.0
73363,27.0
73364,0.0
73365,2.0
73366,3.0
73367,9.0
73368,10.0
73369,7.0
73370,9.0
73371,22.0
73372,3.0
73373,2.0
73374,6.0
73375,3.0
73376,21.0
73377,35.0
73378,0.0
73379,12.0
73380,6.0
73381,18.0
73382,0.0
73383,7.0
73384,3.0
73385,11.0
73386,11.0
73387,65.0
73388,3.0
73389,12.0
73390,10.0
73391,2.0
73392,1.0
73393,4.0
73394,10.0
73395,2.0
73396,0.0
73397,1.0
73398,8.0
73399,23.0
73400,18.0
73401,3.0
73402,1.0
73403,8.0
73404,0.0
73405,5.0
73406,0.0
73407,0.0
73408,0.0
73409,3.0
73410,4.0
73411,0.0
73412,5.0
73413,4.0
73414,2.0
73415,0.0
73416,0.0
73417,1.0
73418,1.0
73419,0.0
73420,1.0
73421,0.0
73422,3.0
73423,0.0
73424,2.0
73425,2.0
73426,2.0
73427,5.0
73428,12.0
73429,8.0
73430,6.0
73431,2.0
73432,1.0
73433,1.0
73434,5.0
73435,3.0
73436,1.0
73437,3.0
73438,0.0
73439,14.0
73440,12.0
73441,0.0
73442,1.0
73443,1.0
73444,0.0
73445,1.0
73446,3.0
73447,26.0
73448,3.0
73449,0.0
73450,2.0
73451,19.0
73452,1.0
73453,2.0
73454,3.0
73455,9.0
73456,0.0
73457,4.0
73458,4.0
73459,3.0
73460,2.0
73461,6.0
73462,0.0
73463,4.0
73464,0.0
73465,0.0
73466,0.0
73467,8.0
73468,4.0
73469,0.0
73470,2.0
73471,0.0
73472,1.0
73473,2.0
73474,0.0
73475,0.0
73476,1.0
73477,0.0
73478,0.0
73479,0.0
73480,0.0
73481,0.0
73482,0.0
73483,2.0
73484,0.0
73485,0.0
73486,0.0
73487,0.0
73488,0.0
73489,2.0
73490,1.0
73491,1.0
73492,1.0
73493,4.0
73494,0.0
73495,2.0
73496,1.0
73497,1.0
73498,1.0
73499,0.0
73500,1.0
73501,0.0
73502,0.0
73503,1.0
73504,1.0
73505,0.0
73506,1.0
73507,0.0
73508,0.0
73509,0.0
73510,0.0
73511,0.0
73512,0.0
73513,6.0
73514,2.0
73515,2.0
73516,0.0
73517,1.0
73518,0.0
73519,14.0
73520,0.0
73521,0.0
73522,0.0
73523,0.0
73524,0.0
73525,1.0
73526,1.0
73527,1.0
73528,2.0
73529,0.0
73530,0.0
73531,0.0
73532,0.0
73533,0.0
73534,0.0
73535,0.0
73536,0.0
73537,0.0
73538,0.0
73539,26.0
73540,10.0
73541,1.0
73542,8.0
73543,30.0
73544,39.0
73545,2.0
73546,11.0
73547,33.0
73548,6.0
73549,0.0
73550,18.0
73551,1.0
73552,1.0
73553,22.0
73554,0.0
73555,0.0
73556,1.0
73557,2.0
73558,0.0
73559,1.0
73560,20.0
73561,0.0
73562,44.0
73563,12.0
73564,5.0
73565,0.0
73566,8.0
73567,1.0
73568,33.0
73569,5.0
73570,4.0
73571,0.0
73572,11.0
73573,24.0
73574,10.0
73575,40.0
73576,3.0
73577,9.0
73578,31.0
73579,2.0
73580,1.0
73581,2.0
73582,3.0
73583,2.0
73584,1.0
73585,10.0
73586,0.0
73587,1.0
73588,31.0
73589,5.0
73590,48.0
73591,19.0
73592,20.0
73593,0.0
73594,31.0
73595,1.0
73596,16.0
73597,41.0
73598,48.0
73599,2.0
73600,5.0
73601,0.0
73602,28.0
73603,5.0
73604,16.0
73605,7.0
73606,5.0
73607,26.0
73608,11.0
73609,1.0
73610,31.0
73611,0.0
73612,31.0
73613,20.0
73614,1.0
73615,9.0
73616,9.0
73617,16.0
73618,37.0
73619,12.0
73620,6.0
73621,0.0
73622,12.0
73623,13.0
73624,0.0
73625,27.0
73626,15.0
73627,26.0
73628,0.0
73629,30.0
73630,18.0
73631,4.0
73632,13.0
73633,0.0
73634,15.0
73635,27.0
73636,0.0
73637,0.0
73638,3.0
73639,25.0
73640,29.0
73641,3.0
73642,2.0
73643,15.0
73644,20.0
73645,6.0
73646,28.0
73647,1.0
73648,27.0
73649,26.0
73650,27.0
73651,38.0
73652,9.0
73653,5.0
73654,0.0
73655,29.0
73656,3.0
73657,0.0
73658,19.0
73659,1.0
73660,31.0
73661,40.0
73662,4.0
73663,22.0
73664,1.0
73665,4.0
73666,20.0
73667,23.0
73668,16.0
73669,5.0
73670,0.0
73671,1.0
73672,0.0
73673,42.0
73674,0.0
73675,2.0
73676,3.0
73677,2.0
73678,0.0
73679,5.0
73680,0.0
73681,0.0
73682,3.0
73683,4.0
73684,0.0
73685,0.0
73686,0.0
73687,0.0
73688,0.0
73689,1.0
73690,31.0
73691,0.0
73692,7.0
73693,0.0
73694,0.0
73695,1.0
73696,2.0
73697,1.0
73698,2.0
73699,1.0
73700,0.0
73701,1.0
73702,0.0
73703,0.0
73704,0.0
73705,0.0
73706,0.0
73707,0.0
73708,1.0
73709,1.0
73710,1.0
73711,0.0
73712,1.0
73713,0.0
73714,0.0
73715,0.0
73716,0.0
73717,0.0
73718,17.0
73719,1.0
73720,9.0
73721,0.0
73722,0.0
73723,0.0
73724,8.0
73725,0.0
73726,0.0
73727,1.0
73728,1.0
73729,2.0
73730,4.0
73731,0.0
73732,0.0
73733,0.0
73734,0.0
73735,0.0
73736,0.0
73737,0.0
73738,8.0
73739,0.0
73740,0.0
73741,0.0
73742,2.0
73743,0.0
73744,1.0
73745,0.0
73746,0.0
73747,1.0
73748,0.0
73749,0.0
73750,0.0
73751,7.0
73752,1.0
73753,1.0
73754,5.0
73755,3.0
73756,11.0
73757,7.0
73758,5.0
73759,4.0
73760,0.0
73761,9.0
73762,5.0
73763,5.0
73764,1.0
73765,10.0
73766,0.0
73767,1.0
73768,2.0
73769,4.0
73770,9.0
73771,0.0
73772,0.0
73773,24.0
73774,4.0
73775,0.0
73776,2.0
73777,4.0
73778,1.0
73779,0.0
73780,6.0
73781,0.0
73782,1.0
73783,0.0
73784,1.0
73785,0.0
73786,12.0
73787,2.0
73788,0.0
73789,8.0
73790,3.0
73791,3.0
73792,0.0
73793,8.0
73794,1.0
73795,12.0
73796,5.0
73797,1.0
73798,0.0
73799,0.0
73800,0.0
73801,2.0
73802,1.0
73803,0.0
73804,0.0
73805,5.0
73806,0.0
73807,0.0
73808,1.0
73809,4.0
73810,2.0
73811,0.0
73812,6.0
73813,0.0
73814,3.0
73815,3.0
73816,0.0
73817,0.0
73818,0.0
73819,0.0
73820,1.0
73821,2.0
73822,7.0
73823,2.0
73824,8.0
73825,1.0
73826,1.0
73827,0.0
73828,3.0
73829,0.0
73830,0.0
73831,1.0
73832,0.0
73833,0.0
73834,1.0
73835,0.0
73836,7.0
73837,0.0
73838,0.0
73839,0.0
73840,0.0
73841,3.0
73842,4.0
73843,0.0
73844,0.0
73845,2.0
73846,1.0
73847,1.0
73848,0.0
73849,0.0
73850,13.0
73851,5.0
73852,4.0
73853,17.0
73854,28.0
73855,2.0
73856,1.0
73857,0.0
73858,49.0
73859,0.0
73860,17.0
73861,12.0
73862,3.0
73863,9.0
73864,9.0
73865,4.0
73866,7.0
73867,1.0
73868,0.0
73869,21.0
73870,17.0
73871,7.0
73872,0.0
73873,3.0
73874,0.0
73875,13.0
73876,1.0
73877,1.0
73878,5.0
73879,0.0
73880,0.0
73881,5.0
73882,0.0
73883,0.0
73884,30.0
73885,0.0
73886,24.0
73887,1.0
73888,1.0
73889,7.0
73890,46.0
73891,6.0
73892,13.0
73893,6.0
73894,18.0
73895,0.0
73896,0.0
73897,8.0
73898,1.0
73899,0.0
73900,1.0
73901,4.0
73902,0.0
73903,1.0
73904,7.0
73905,17.0
73906,11.0
73907,0.0
73908,5.0
73909,18.0
73910,1.0
73911,5.0
73912,0.0
73913,1.0
73914,2.0
73915,2.0
73916,10.0
73917,2.0
73918,0.0
73919,1.0
73920,3.0
73921,0.0
73922,0.0
73923,4.0
73924,12.0
73925,1.0
73926,16.0
73927,10.0
73928,5.0
73929,7.0
73930,6.0
73931,7.0
73932,14.0
73933,1.0
73934,0.0
73935,1.0
73936,1.0
73937,40.0
73938,17.0
73939,1.0
73940,25.0
73941,2.0
73942,1.0
73943,1.0
73944,41.0
73945,2.0
73946,0.0
73947,36.0
73948,0.0
73949,0.0
73950,8.0
73951,49.0
73952,3.0
73953,8.0
73954,39.0
73955,0.0
73956,1.0
73957,1.0
73958,1.0
73959,16.0
73960,1.0
73961,2.0
73962,0.0
73963,29.0
73964,49.0
73965,90.0
73966,25.0
73967,23.0
73968,0.0
73969,9.0
73970,17.0
73971,27.0
73972,0.0
73973,0.0
73974,0.0
73975,1.0
73976,22.0
73977,1.0
73978,0.0
73979,5.0
73980,5.0
73981,10.0
73982,0.0
73983,11.0
73984,19.0
73985,8.0
73986,0.0
73987,4.0
73988,9.0
73989,2.0
73990,28.0
73991,3.0
73992,22.0
73993,2.0
73994,57.0
73995,33.0
73996,33.0
73997,0.0
73998,9.0
73999,0.0
74000,20.0
74001,11.0
74002,6.0
74003,12.0
74004,9.0
74005,17.0
74006,3.0
74007,34.0
74008,5.0
74009,45.0
74010,0.0
74011,13.0
74012,12.0
74013,0.0
74014,66.0
74015,48.0
74016,4.0
74017,1.0
74018,7.0
74019,36.0
74020,7.0
74021,21.0
74022,22.0
74023,53.0
74024,6.0
74025,3.0
74026,24.0
74027,17.0
74028,6.0
74029,18.0
74030,10.0
74031,25.0
74032,12.0
74033,14.0
74034,1.0
74035,7.0
74036,18.0
74037,0.0
74038,17.0
74039,13.0
74040,2.0
74041,10.0
74042,1.0
74043,25.0
74044,30.0
74045,15.0
74046,0.0
74047,8.0
74048,7.0
74049,0.0
74050,0.0
74051,0.0
74052,1.0
74053,9.0
74054,19.0
74055,0.0
74056,9.0
74057,26.0
74058,1.0
74059,13.0
74060,26.0
74061,1.0
74062,15.0
74063,11.0
74064,10.0
74065,0.0
74066,31.0
74067,0.0
74068,0.0
74069,37.0
74070,28.0
74071,16.0
74072,23.0
74073,11.0
74074,8.0
74075,15.0
74076,20.0
74077,1.0
74078,0.0
74079,0.0
74080,17.0
74081,0.0
74082,27.0
74083,1.0
74084,24.0
74085,0.0
74086,17.0
74087,1.0
74088,33.0
74089,6.0
74090,0.0
74091,1.0
74092,20.0
74093,11.0
74094,8.0
74095,21.0
74096,29.0
74097,0.0
74098,15.0
74099,11.0
74100,0.0
74101,0.0
74102,0.0
74103,1.0
74104,0.0
74105,1.0
74106,0.0
74107,2.0
74108,0.0
74109,0.0
74110,0.0
74111,0.0
74112,0.0
74113,1.0
74114,1.0
74115,0.0
74116,1.0
74117,0.0
74118,0.0
74119,2.0
74120,0.0
74121,0.0
74122,0.0
74123,0.0
74124,0.0
74125,17.0
74126,5.0
74127,0.0
74128,21.0
74129,2.0
74130,8.0
74131,15.0
74132,4.0
74133,26.0
74134,7.0
74135,0.0
74136,1.0
74137,8.0
74138,0.0
74139,1.0
74140,4.0
74141,25.0
74142,22.0
74143,31.0
74144,10.0
74145,8.0
74146,6.0
74147,0.0
74148,0.0
74149,0.0
74150,27.0
74151,0.0
74152,12.0
74153,22.0
74154,11.0
74155,0.0
74156,0.0
74157,14.0
74158,1.0
74159,0.0
74160,2.0
74161,1.0
74162,29.0
74163,13.0
74164,1.0
74165,7.0
74166,1.0
74167,19.0
74168,2.0
74169,0.0
74170,8.0
74171,42.0
74172,1.0
74173,17.0
74174,21.0
74175,1.0
74176,17.0
74177,19.0
74178,2.0
74179,29.0
74180,2.0
74181,0.0
74182,11.0
74183,15.0
74184,0.0
74185,4.0
74186,19.0
74187,2.0
74188,25.0
74189,27.0
74190,24.0
74191,28.0
74192,50.0
74193,2.0
74194,4.0
74195,34.0
74196,14.0
74197,3.0
74198,29.0
74199,8.0
74200,19.0
74201,33.0
74202,0.0
74203,2.0
74204,5.0
74205,33.0
74206,0.0
74207,17.0
74208,49.0
74209,43.0
74210,20.0
74211,19.0
74212,1.0
74213,0.0
74214,0.0
74215,9.0
74216,3.0
74217,14.0
74218,0.0
74219,58.0
74220,9.0
74221,20.0
74222,25.0
74223,7.0
74224,17.0
74225,28.0
74226,42.0
74227,0.0
74228,32.0
74229,0.0
74230,8.0
74231,25.0
74232,0.0
74233,18.0
74234,23.0
74235,0.0
74236,7.0
74237,0.0
74238,19.0
74239,0.0
74240,2.0
74241,3.0
74242,3.0
74243,9.0
74244,31.0
74245,2.0
74246,3.0
74247,32.0
74248,0.0
74249,1.0
74250,19.0
74251,41.0
74252,0.0
74253,1.0
74254,0.0
74255,19.0
74256,19.0
74257,0.0
74258,48.0
74259,32.0
74260,7.0
74261,23.0
74262,8.0
74263,6.0
74264,7.0
74265,35.0
74266,38.0
74267,6.0
74268,15.0
74269,1.0
74270,5.0
74271,0.0
74272,0.0
74273,4.0
74274,23.0
74275,0.0
74276,4.0
74277,10.0
74278,0.0
74279,0.0
74280,4.0
74281,3.0
74282,71.0
74283,1.0
74284,23.0
74285,30.0
74286,0.0
74287,0.0
74288,2.0
74289,0.0
74290,0.0
74291,4.0
74292,32.0
74293,0.0
74294,1.0
74295,3.0
74296,2.0
74297,6.0
74298,0.0
74299,0.0
74300,2.0
74301,0.0
74302,44.0
74303,3.0
74304,4.0
74305,5.0
74306,1.0
74307,37.0
74308,0.0
74309,0.0
74310,34.0
74311,0.0
74312,1.0
74313,1.0
74314,2.0
74315,0.0
74316,5.0
74317,25.0
74318,0.0
74319,0.0
74320,5.0
74321,40.0
74322,6.0
74323,6.0
74324,17.0
74325,0.0
74326,2.0
74327,2.0
74328,1.0
74329,9.0
74330,7.0
74331,1.0
74332,0.0
74333,1.0
74334,0.0
74335,2.0
74336,1.0
74337,2.0
74338,15.0
74339,0.0
74340,26.0
74341,0.0
74342,0.0
74343,8.0
74344,6.0
74345,0.0
74346,1.0
74347,0.0
74348,0.0
74349,3.0
74350,26.0
74351,33.0
74352,0.0
74353,0.0
74354,0.0
74355,12.0
74356,5.0
74357,0.0
74358,3.0
74359,4.0
74360,0.0
74361,10.0
74362,7.0
74363,2.0
74364,0.0
74365,0.0
74366,2.0
74367,4.0
74368,0.0
74369,8.0
74370,0.0
74371,2.0
74372,0.0
74373,14.0
74374,5.0
74375,7.0
74376,0.0
74377,3.0
74378,11.0
74379,14.0
74380,7.0
74381,0.0
74382,0.0
74383,2.0
74384,2.0
74385,0.0
74386,1.0
74387,6.0
74388,4.0
74389,0.0
74390,0.0
74391,0.0
74392,0.0
74393,0.0
74394,5.0
74395,14.0
74396,8.0
74397,0.0
74398,6.0
74399,22.0
74400,0.0
74401,8.0
74402,3.0
74403,7.0
74404,7.0
74405,1.0
74406,5.0
74407,9.0
74408,3.0
74409,4.0
74410,10.0
74411,3.0
74412,5.0
74413,0.0
74414,0.0
74415,0.0
74416,0.0
74417,0.0
74418,0.0
74419,1.0
74420,0.0
74421,0.0
74422,0.0
74423,0.0
74424,7.0
74425,2.0
74426,5.0
74427,1.0
74428,1.0
74429,0.0
74430,0.0
74431,13.0
74432,3.0
74433,0.0
74434,0.0
74435,1.0
74436,1.0
74437,2.0
74438,14.0
74439,2.0
74440,0.0
74441,2.0
74442,19.0
74443,0.0
74444,0.0
74445,2.0
74446,1.0
74447,22.0
74448,1.0
74449,1.0
74450,0.0
74451,7.0
74452,1.0
74453,4.0
74454,9.0
74455,17.0
74456,8.0
74457,0.0
74458,2.0
74459,6.0
74460,0.0
74461,2.0
74462,0.0
74463,2.0
74464,1.0
74465,2.0
74466,0.0
74467,0.0
74468,0.0
74469,0.0
74470,0.0
74471,0.0
74472,0.0
74473,0.0
74474,0.0
74475,0.0
74476,0.0
74477,1.0
74478,0.0
