,Epha4
16808,1.0
16809,0.0
16810,25.0
16811,1.0
16812,0.0
16813,10.0
16814,9.0
16815,5.0
16816,1.0
16817,11.0
16818,0.0
16819,14.0
16820,2.0
16821,35.0
16822,0.0
16823,4.0
16824,0.0
16825,13.0
16826,0.0
16827,0.0
16828,0.0
16829,0.0
16830,1.0
16831,0.0
16832,1.0
16833,0.0
16834,1.0
16835,1.0
16836,0.0
16837,9.0
16838,0.0
16839,1.0
16840,0.0
16841,0.0
16842,0.0
16843,0.0
16844,0.0
16845,8.0
16846,0.0
16847,1.0
16848,0.0
16849,0.0
16850,0.0
16851,1.0
16852,0.0
16853,0.0
16854,1.0
16855,0.0
16856,1.0
16857,0.0
16858,1.0
16859,2.0
16860,0.0
16861,0.0
16862,0.0
16863,0.0
16864,0.0
16865,1.0
16866,0.0
16867,0.0
16868,0.0
16869,0.0
16870,0.0
16871,0.0
16872,0.0
16873,3.0
16874,0.0
16875,0.0
16876,0.0
16877,1.0
16878,0.0
16879,2.0
16880,1.0
16881,0.0
16882,4.0
16883,1.0
16884,0.0
16885,0.0
16886,2.0
16887,0.0
16888,1.0
16889,0.0
16890,2.0
16891,0.0
16892,0.0
16893,0.0
16894,2.0
16895,0.0
16896,1.0
16897,0.0
16898,2.0
16899,0.0
16900,0.0
16901,0.0
16902,0.0
16903,3.0
16904,0.0
16905,0.0
16906,0.0
16907,0.0
16908,0.0
16909,0.0
16910,1.0
16911,5.0
16912,1.0
16913,1.0
16914,1.0
16915,0.0
16916,1.0
16917,0.0
16918,0.0
16919,1.0
16920,0.0
16921,0.0
16922,4.0
16923,1.0
16924,0.0
16925,1.0
16926,0.0
16927,0.0
16928,3.0
16929,1.0
16930,0.0
16931,0.0
16932,2.0
16933,0.0
16934,0.0
16935,0.0
16936,1.0
16937,1.0
16938,0.0
16939,0.0
16940,1.0
16941,3.0
16942,2.0
16943,1.0
16944,0.0
16945,0.0
16946,0.0
16947,0.0
16948,0.0
16949,2.0
16950,1.0
16951,0.0
16952,0.0
16953,0.0
16954,0.0
16955,2.0
16956,1.0
16957,0.0
16958,0.0
16959,0.0
16960,0.0
16961,1.0
16962,0.0
16963,0.0
16964,2.0
16965,1.0
16966,1.0
16967,0.0
16968,13.0
16969,0.0
16970,1.0
16971,2.0
16972,1.0
16973,0.0
16974,0.0
16975,0.0
16976,0.0
16977,0.0
16978,1.0
16979,1.0
16980,0.0
16981,0.0
16982,1.0
16983,0.0
16984,1.0
16985,1.0
16986,0.0
16987,0.0
16988,1.0
16989,0.0
16990,1.0
16991,11.0
16992,14.0
16993,1.0
16994,1.0
16995,0.0
16996,10.0
16997,6.0
16998,2.0
16999,0.0
17000,2.0
17001,0.0
17002,0.0
17003,1.0
17004,1.0
17005,0.0
17006,2.0
17007,1.0
17008,2.0
17009,0.0
17010,0.0
17011,10.0
17012,8.0
17013,0.0
17014,3.0
17015,0.0
17016,12.0
17017,1.0
17018,0.0
17019,1.0
17020,4.0
17021,1.0
17022,1.0
17023,0.0
17024,0.0
17025,1.0
17026,27.0
17027,11.0
17028,10.0
17029,5.0
17030,16.0
17031,0.0
17032,2.0
17033,6.0
17034,0.0
17035,0.0
17036,0.0
17037,1.0
17038,12.0
17039,16.0
17040,0.0
17041,0.0
17042,2.0
17043,0.0
17044,0.0
17045,20.0
17046,1.0
17047,14.0
17048,2.0
17049,1.0
17050,0.0
17051,5.0
17052,3.0
17053,12.0
17054,3.0
17055,0.0
17056,22.0
17057,0.0
17058,4.0
17059,5.0
17060,3.0
17061,11.0
17062,7.0
17063,10.0
17064,0.0
17065,15.0
17066,8.0
17067,13.0
17068,2.0
17069,1.0
17070,2.0
17071,11.0
17072,15.0
17073,1.0
17074,20.0
17075,7.0
17076,6.0
17077,18.0
17078,28.0
17079,10.0
17080,4.0
17081,4.0
17082,1.0
17083,1.0
17084,21.0
17085,5.0
17086,2.0
17087,12.0
17088,23.0
17089,5.0
17090,16.0
17091,2.0
17092,34.0
17093,10.0
17094,9.0
17095,3.0
17096,21.0
17097,18.0
17098,0.0
17099,12.0
17100,14.0
17101,0.0
17102,15.0
17103,2.0
17104,24.0
17105,0.0
17106,16.0
17107,4.0
17108,1.0
17109,20.0
17110,0.0
17111,6.0
17112,1.0
17113,13.0
17114,0.0
17115,9.0
17116,32.0
17117,26.0
17118,19.0
17119,9.0
17120,10.0
17121,12.0
17122,13.0
17123,28.0
17124,13.0
17125,7.0
17126,20.0
17127,0.0
17128,0.0
17129,2.0
17130,3.0
17131,30.0
17132,13.0
17133,24.0
17134,12.0
17135,23.0
17136,0.0
17137,3.0
17138,0.0
17139,9.0
17140,20.0
17141,32.0
17142,8.0
17143,0.0
17144,10.0
17145,8.0
17146,4.0
17147,6.0
17148,6.0
17149,1.0
17150,4.0
17151,25.0
17152,9.0
17153,7.0
17154,1.0
17155,21.0
17156,10.0
17157,26.0
17158,5.0
17159,5.0
17160,12.0
17161,3.0
17162,13.0
17163,9.0
17164,0.0
17165,15.0
17166,8.0
17167,3.0
17168,12.0
17169,12.0
17170,2.0
17171,1.0
17172,6.0
17173,14.0
17174,7.0
17175,18.0
17176,12.0
17177,2.0
17178,11.0
17179,20.0
17180,1.0
17181,2.0
17182,2.0
17183,2.0
17184,10.0
17185,5.0
17186,0.0
17187,21.0
17188,0.0
17189,3.0
17190,5.0
17191,0.0
17192,10.0
17193,0.0
17194,16.0
17195,13.0
17196,0.0
17197,0.0
17198,0.0
17199,10.0
17200,12.0
17201,0.0
17202,10.0
17203,1.0
17204,1.0
17205,6.0
17206,16.0
17207,12.0
17208,0.0
17209,6.0
17210,1.0
17211,1.0
17212,2.0
17213,6.0
17214,2.0
17215,15.0
17216,1.0
17217,1.0
17218,0.0
17219,1.0
17220,0.0
17221,16.0
17222,5.0
17223,5.0
17224,13.0
17225,18.0
17226,15.0
17227,0.0
17228,0.0
17229,13.0
17230,0.0
17231,1.0
17232,19.0
17233,1.0
17234,19.0
17235,5.0
17236,19.0
17237,2.0
17238,14.0
17239,2.0
17240,1.0
17241,13.0
17242,10.0
17243,2.0
17244,2.0
17245,0.0
17246,0.0
17247,16.0
17248,0.0
17249,0.0
17250,2.0
17251,0.0
17252,3.0
17253,22.0
17254,12.0
17255,5.0
17256,22.0
17257,0.0
17258,31.0
17259,9.0
17260,2.0
17261,14.0
17262,6.0
17263,7.0
17264,13.0
17265,1.0
17266,0.0
17267,1.0
17268,7.0
17269,6.0
17270,23.0
17271,1.0
17272,0.0
17273,6.0
17274,5.0
17275,14.0
17276,25.0
17277,11.0
17278,12.0
17279,3.0
17280,6.0
17281,3.0
17282,17.0
17283,17.0
17284,1.0
17285,10.0
17286,21.0
17287,1.0
17288,4.0
17289,10.0
17290,11.0
17291,18.0
17292,8.0
17293,5.0
17294,1.0
17295,12.0
17296,18.0
17297,26.0
17298,6.0
17299,2.0
17300,19.0
17301,6.0
17302,10.0
17303,1.0
17304,4.0
17305,6.0
17306,4.0
17307,16.0
17308,12.0
17309,22.0
17310,3.0
17311,7.0
17312,32.0
17313,23.0
17314,9.0
17315,2.0
17316,4.0
17317,2.0
17318,0.0
17319,2.0
17320,3.0
17321,25.0
17322,2.0
17323,13.0
17324,16.0
17325,0.0
17326,14.0
17327,17.0
17328,0.0
17329,1.0
17330,3.0
17331,3.0
17332,27.0
17333,2.0
17334,3.0
17335,6.0
17336,15.0
17337,0.0
17338,0.0
17339,0.0
17340,2.0
17341,18.0
17342,2.0
17343,29.0
17344,18.0
17345,16.0
17346,3.0
17347,1.0
17348,2.0
17349,2.0
17350,18.0
17351,24.0
17352,12.0
17353,21.0
17354,14.0
17355,0.0
17356,18.0
17357,0.0
17358,9.0
17359,13.0
17360,11.0
17361,21.0
17362,7.0
17363,2.0
17364,11.0
17365,2.0
17366,3.0
17367,13.0
17368,8.0
17369,18.0
17370,3.0
17371,28.0
17372,3.0
17373,7.0
17374,8.0
17375,1.0
17376,17.0
17377,7.0
17378,0.0
17379,7.0
17380,19.0
17381,4.0
17382,8.0
17383,0.0
17384,14.0
17385,27.0
17386,3.0
17387,0.0
17388,16.0
17389,13.0
17390,13.0
17391,12.0
17392,10.0
17393,0.0
17394,3.0
17395,12.0
17396,0.0
17397,3.0
17398,4.0
17399,13.0
17400,1.0
17401,5.0
17402,2.0
17403,0.0
17404,18.0
17405,2.0
17406,1.0
17407,30.0
17408,24.0
17409,3.0
17410,11.0
17411,12.0
17412,16.0
17413,0.0
17414,16.0
17415,10.0
17416,9.0
17417,15.0
17418,3.0
17419,17.0
17420,20.0
17421,14.0
17422,19.0
17423,1.0
17424,3.0
17425,1.0
17426,0.0
17427,5.0
17428,3.0
17429,0.0
17430,1.0
17431,4.0
17432,2.0
17433,5.0
17434,3.0
17435,0.0
17436,0.0
17437,0.0
17438,5.0
17439,13.0
17440,0.0
17441,7.0
17442,15.0
17443,2.0
17444,5.0
17445,7.0
17446,13.0
17447,1.0
17448,0.0
17449,2.0
17450,12.0
17451,3.0
17452,0.0
17453,0.0
17454,1.0
17455,1.0
17456,4.0
17457,8.0
17458,0.0
17459,1.0
17460,0.0
17461,0.0
17462,2.0
17463,0.0
17464,14.0
17465,0.0
17466,7.0
17467,0.0
17468,6.0
17469,0.0
17470,1.0
17471,0.0
17472,0.0
17473,5.0
17474,31.0
17475,2.0
17476,1.0
17477,3.0
17478,12.0
17479,1.0
17480,0.0
17481,0.0
17482,2.0
17483,6.0
17484,1.0
17485,1.0
17486,1.0
17487,0.0
17488,0.0
17489,1.0
17490,0.0
17491,2.0
17492,1.0
17493,0.0
17494,1.0
17495,8.0
17496,0.0
17497,1.0
17498,4.0
17499,0.0
17500,1.0
17501,19.0
17502,0.0
17503,7.0
17504,13.0
17505,1.0
17506,0.0
17507,0.0
17508,7.0
17509,0.0
17510,4.0
17511,6.0
17512,30.0
17513,2.0
17514,0.0
17515,11.0
17516,0.0
17517,0.0
17518,0.0
17519,23.0
17520,0.0
17521,7.0
17522,0.0
17523,5.0
17524,0.0
17525,9.0
17526,13.0
17527,0.0
17528,7.0
17529,21.0
17530,5.0
17531,1.0
17532,2.0
17533,5.0
17534,1.0
17535,5.0
17536,18.0
17537,7.0
17538,2.0
17539,1.0
17540,4.0
17541,0.0
17542,16.0
17543,3.0
17544,0.0
17545,2.0
17546,3.0
17547,10.0
17548,0.0
17549,9.0
17550,0.0
17551,0.0
17552,1.0
17553,0.0
17554,4.0
17555,0.0
17556,2.0
17557,0.0
17558,2.0
17559,5.0
17560,0.0
17561,1.0
17562,2.0
17563,0.0
17564,0.0
17565,3.0
17566,8.0
17567,5.0
17568,0.0
17569,0.0
17570,11.0
17571,12.0
17572,0.0
17573,7.0
17574,1.0
17575,0.0
17576,2.0
17577,2.0
17578,2.0
17579,13.0
17580,15.0
17581,1.0
17582,5.0
17583,0.0
17584,2.0
17585,0.0
17586,1.0
17587,4.0
17588,1.0
17589,39.0
17590,14.0
17591,25.0
17592,16.0
17593,15.0
17594,1.0
17595,0.0
17596,1.0
17597,0.0
17598,1.0
17599,14.0
17600,0.0
17601,0.0
17602,2.0
17603,14.0
17604,16.0
17605,0.0
17606,21.0
17607,1.0
17608,1.0
17609,0.0
17610,6.0
17611,6.0
17612,10.0
17613,2.0
17614,0.0
17615,0.0
17616,1.0
17617,4.0
17618,32.0
17619,4.0
17620,5.0
17621,3.0
17622,0.0
17623,0.0
17624,5.0
17625,4.0
17626,25.0
17627,7.0
17628,1.0
17629,4.0
17630,3.0
17631,19.0
17632,1.0
17633,1.0
17634,1.0
17635,2.0
17636,3.0
17637,3.0
17638,0.0
17639,11.0
17640,8.0
17641,31.0
17642,2.0
17643,1.0
17644,6.0
17645,1.0
17646,4.0
17647,0.0
17648,1.0
17649,1.0
17650,2.0
17651,0.0
17652,6.0
17653,3.0
17654,9.0
17655,0.0
17656,5.0
17657,5.0
17658,4.0
17659,1.0
17660,0.0
17661,22.0
17662,2.0
17663,5.0
17664,0.0
17665,7.0
17666,3.0
17667,15.0
17668,0.0
17669,0.0
17670,0.0
17671,1.0
17672,4.0
17673,22.0
17674,13.0
17675,1.0
17676,6.0
17677,0.0
17678,1.0
17679,1.0
17680,0.0
17681,13.0
17682,1.0
17683,0.0
17684,9.0
17685,1.0
17686,0.0
17687,5.0
17688,6.0
17689,0.0
17690,2.0
17691,7.0
17692,8.0
17693,5.0
17694,8.0
17695,10.0
17696,9.0
17697,4.0
17698,0.0
17699,0.0
17700,0.0
17701,8.0
17702,1.0
17703,11.0
17704,5.0
17705,2.0
17706,13.0
17707,0.0
17708,2.0
17709,2.0
17710,0.0
17711,2.0
17712,8.0
17713,13.0
17714,1.0
17715,10.0
17716,2.0
17717,0.0
17718,2.0
17719,12.0
17720,0.0
17721,5.0
17722,4.0
17723,1.0
17724,2.0
17725,2.0
17726,4.0
17727,7.0
17728,2.0
17729,4.0
17730,4.0
17731,3.0
17732,6.0
17733,2.0
17734,1.0
17735,6.0
17736,9.0
17737,32.0
17738,0.0
17739,1.0
17740,8.0
17741,3.0
17742,0.0
17743,2.0
17744,4.0
17745,21.0
17746,0.0
17747,0.0
17748,19.0
17749,5.0
17750,1.0
17751,9.0
17752,2.0
17753,5.0
17754,0.0
17755,4.0
17756,0.0
17757,5.0
17758,0.0
17759,5.0
17760,8.0
17761,12.0
17762,7.0
17763,2.0
17764,18.0
17765,15.0
17766,0.0
17767,0.0
17768,0.0
17769,8.0
17770,0.0
17771,4.0
17772,15.0
17773,5.0
17774,2.0
17775,0.0
17776,0.0
17777,13.0
17778,14.0
17779,5.0
17780,9.0
17781,3.0
17782,0.0
17783,26.0
17784,3.0
17785,0.0
17786,1.0
17787,0.0
17788,1.0
17789,12.0
17790,5.0
17791,4.0
17792,2.0
17793,14.0
17794,14.0
17795,6.0
17796,1.0
17797,0.0
17798,0.0
17799,10.0
17800,0.0
17801,18.0
17802,21.0
17803,7.0
17804,9.0
17805,11.0
17806,26.0
17807,9.0
17808,1.0
17809,6.0
17810,20.0
17811,0.0
17812,28.0
17813,8.0
17814,2.0
17815,1.0
17816,0.0
17817,2.0
17818,0.0
17819,10.0
17820,0.0
17821,1.0
17822,1.0
17823,7.0
17824,4.0
17825,1.0
17826,8.0
17827,1.0
17828,16.0
17829,1.0
17830,38.0
17831,15.0
17832,7.0
17833,11.0
17834,0.0
17835,0.0
17836,9.0
17837,15.0
17838,5.0
17839,18.0
17840,7.0
17841,4.0
17842,4.0
17843,13.0
17844,0.0
17845,9.0
17846,4.0
17847,4.0
17848,16.0
17849,0.0
17850,7.0
17851,4.0
17852,3.0
17853,4.0
17854,14.0
17855,1.0
17856,18.0
17857,2.0
17858,5.0
17859,3.0
17860,0.0
17861,1.0
17862,3.0
17863,0.0
17864,0.0
17865,1.0
17866,9.0
17867,2.0
17868,3.0
17869,2.0
17870,1.0
17871,9.0
17872,0.0
17873,8.0
17874,0.0
17875,11.0
17876,25.0
17877,7.0
17878,3.0
17879,1.0
17880,6.0
17881,6.0
17882,5.0
17883,8.0
17884,0.0
17885,2.0
17886,3.0
17887,0.0
17888,5.0
17889,12.0
17890,6.0
17891,1.0
17892,5.0
17893,6.0
17894,2.0
17895,6.0
17896,12.0
17897,2.0
17898,12.0
17899,0.0
17900,3.0
17901,4.0
17902,21.0
17903,1.0
17904,5.0
17905,6.0
17906,0.0
17907,0.0
17908,1.0
17909,1.0
17910,7.0
17911,41.0
17912,7.0
17913,0.0
17914,0.0
17915,15.0
17916,6.0
17917,12.0
17918,3.0
17919,20.0
17920,26.0
17921,11.0
17922,0.0
17923,9.0
17924,5.0
17925,3.0
17926,16.0
17927,5.0
17928,0.0
17929,14.0
17930,3.0
17931,5.0
17932,5.0
17933,33.0
17934,6.0
17935,10.0
17936,1.0
17937,12.0
17938,2.0
17939,0.0
17940,4.0
17941,0.0
17942,4.0
17943,4.0
17944,3.0
17945,10.0
17946,0.0
17947,1.0
17948,1.0
17949,16.0
17950,11.0
17951,14.0
17952,11.0
17953,8.0
17954,1.0
17955,9.0
17956,3.0
17957,1.0
17958,11.0
17959,15.0
17960,8.0
17961,15.0
17962,19.0
17963,4.0
17964,0.0
17965,1.0
17966,0.0
17967,6.0
17968,2.0
17969,0.0
17970,0.0
17971,0.0
17972,7.0
17973,8.0
17974,2.0
17975,2.0
17976,6.0
17977,2.0
17978,1.0
17979,0.0
17980,0.0
17981,4.0
17982,4.0
17983,14.0
17984,2.0
17985,11.0
17986,14.0
17987,1.0
17988,6.0
17989,14.0
17990,3.0
17991,0.0
17992,4.0
17993,2.0
17994,0.0
17995,36.0
17996,2.0
17997,1.0
17998,0.0
17999,6.0
18000,2.0
18001,5.0
18002,13.0
18003,0.0
18004,4.0
18005,1.0
18006,1.0
18007,0.0
18008,0.0
18009,6.0
18010,1.0
18011,8.0
18012,0.0
18013,0.0
18014,3.0
18015,2.0
18016,15.0
18017,1.0
18018,57.0
18019,0.0
18020,1.0
18021,3.0
18022,7.0
18023,3.0
18024,1.0
18025,16.0
18026,20.0
18027,4.0
18028,0.0
18029,1.0
18030,1.0
18031,7.0
18032,3.0
18033,6.0
18034,6.0
18035,12.0
18036,10.0
18037,0.0
18038,31.0
18039,9.0
18040,1.0
18041,9.0
18042,63.0
18043,15.0
18044,2.0
18045,0.0
18046,5.0
18047,15.0
18048,0.0
18049,0.0
18050,1.0
18051,19.0
18052,1.0
18053,12.0
18054,1.0
18055,7.0
18056,8.0
18057,0.0
18058,3.0
18059,4.0
18060,0.0
18061,16.0
18062,11.0
18063,8.0
18064,1.0
18065,9.0
18066,0.0
18067,10.0
18068,0.0
18069,3.0
18070,28.0
18071,0.0
18072,7.0
18073,4.0
18074,2.0
18075,5.0
18076,10.0
18077,7.0
18078,0.0
18079,37.0
18080,0.0
18081,0.0
18082,18.0
18083,8.0
18084,9.0
18085,1.0
18086,1.0
18087,5.0
18088,5.0
18089,0.0
18090,8.0
18091,6.0
18092,12.0
18093,16.0
18094,0.0
18095,1.0
18096,4.0
18097,3.0
18098,8.0
18099,0.0
18100,7.0
18101,6.0
18102,0.0
18103,8.0
18104,0.0
18105,0.0
18106,0.0
18107,12.0
18108,5.0
18109,11.0
18110,4.0
18111,0.0
18112,29.0
18113,8.0
18114,6.0
18115,5.0
18116,14.0
18117,0.0
18118,5.0
18119,3.0
18120,40.0
18121,0.0
18122,0.0
18123,13.0
18124,4.0
18125,1.0
18126,6.0
18127,1.0
18128,17.0
18129,0.0
18130,0.0
18131,5.0
18132,6.0
18133,1.0
18134,15.0
18135,0.0
18136,0.0
18137,0.0
18138,3.0
18139,1.0
18140,6.0
18141,1.0
18142,0.0
18143,14.0
18144,4.0
18145,0.0
18146,5.0
18147,1.0
18148,0.0
18149,2.0
18150,3.0
18151,48.0
18152,9.0
18153,1.0
18154,30.0
18155,8.0
18156,2.0
18157,2.0
18158,11.0
18159,1.0
18160,3.0
18161,0.0
18162,9.0
18163,0.0
18164,1.0
18165,9.0
18166,1.0
18167,7.0
18168,3.0
18169,50.0
18170,0.0
18171,0.0
18172,15.0
18173,11.0
18174,6.0
18175,1.0
18176,16.0
18177,7.0
18178,6.0
18179,25.0
18180,8.0
18181,0.0
18182,5.0
18183,20.0
18184,9.0
18185,11.0
18186,0.0
18187,1.0
18188,4.0
18189,4.0
18190,2.0
18191,0.0
18192,4.0
18193,2.0
18194,1.0
18195,8.0
18196,2.0
18197,0.0
18198,19.0
18199,1.0
18200,29.0
18201,0.0
18202,19.0
18203,0.0
18204,20.0
18205,2.0
18206,7.0
18207,3.0
18208,6.0
18209,8.0
18210,9.0
18211,0.0
18212,3.0
18213,2.0
18214,8.0
18215,0.0
18216,3.0
18217,19.0
18218,10.0
18219,5.0
18220,13.0
18221,1.0
18222,0.0
18223,10.0
18224,0.0
18225,1.0
18226,0.0
18227,18.0
18228,17.0
18229,8.0
18230,1.0
18231,0.0
18232,4.0
18233,2.0
18234,1.0
18235,1.0
18236,5.0
18237,0.0
18238,0.0
18239,0.0
18240,25.0
18241,2.0
18242,0.0
18243,1.0
18244,3.0
18245,14.0
18246,0.0
18247,11.0
18248,1.0
18249,0.0
18250,0.0
18251,4.0
18252,7.0
18253,17.0
18254,10.0
18255,30.0
18256,9.0
18257,3.0
18258,0.0
18259,3.0
18260,5.0
18261,0.0
18262,8.0
18263,1.0
18264,0.0
18265,1.0
18266,0.0
18267,0.0
18268,15.0
18269,0.0
18270,0.0
18271,1.0
18272,2.0
18273,9.0
18274,1.0
18275,4.0
18276,0.0
18277,4.0
18278,0.0
18279,0.0
18280,4.0
18281,14.0
18282,23.0
18283,4.0
18284,3.0
18285,2.0
18286,1.0
18287,4.0
18288,3.0
18289,0.0
18290,6.0
18291,0.0
18292,0.0
18293,6.0
18294,3.0
18295,2.0
18296,0.0
18297,12.0
18298,15.0
18299,17.0
18300,6.0
18301,1.0
18302,1.0
18303,3.0
18304,4.0
18305,2.0
18306,1.0
18307,2.0
18308,0.0
18309,0.0
18310,0.0
18311,0.0
18312,14.0
18313,1.0
18314,20.0
18315,2.0
18316,2.0
18317,10.0
18318,5.0
18319,2.0
18320,3.0
18321,4.0
18322,7.0
18323,0.0
18324,20.0
18325,0.0
18326,1.0
18327,12.0
18328,3.0
18329,16.0
18330,0.0
18331,13.0
18332,22.0
18333,2.0
18334,16.0
18335,0.0
18336,1.0
18337,12.0
18338,1.0
18339,23.0
18340,1.0
18341,26.0
18342,0.0
18343,18.0
18344,6.0
18345,1.0
18346,15.0
18347,5.0
18348,11.0
18349,1.0
18350,13.0
18351,19.0
18352,6.0
18353,2.0
18354,18.0
18355,9.0
18356,21.0
18357,20.0
18358,5.0
18359,4.0
18360,5.0
18361,3.0
18362,0.0
18363,17.0
18364,4.0
18365,8.0
18366,9.0
18367,29.0
18368,1.0
18369,5.0
18370,1.0
18371,2.0
18372,2.0
18373,4.0
18374,1.0
18375,0.0
18376,0.0
18377,1.0
18378,3.0
18379,21.0
18380,15.0
18381,6.0
18382,0.0
18383,5.0
18384,0.0
18385,8.0
18386,0.0
18387,0.0
18388,0.0
18389,1.0
18390,9.0
18391,13.0
18392,0.0
18393,2.0
18394,2.0
18395,13.0
18396,12.0
18397,1.0
18398,6.0
18399,2.0
18400,31.0
18401,1.0
18402,15.0
18403,0.0
18404,16.0
18405,3.0
18406,0.0
18407,3.0
18408,3.0
18409,0.0
18410,0.0
18411,2.0
18412,1.0
18413,0.0
18414,2.0
18415,1.0
18416,5.0
18417,16.0
18418,16.0
18419,0.0
18420,0.0
18421,19.0
18422,1.0
18423,12.0
18424,23.0
18425,2.0
18426,6.0
18427,10.0
18428,0.0
18429,12.0
18430,0.0
18431,0.0
18432,0.0
18433,1.0
18434,11.0
18435,2.0
18436,13.0
18437,0.0
18438,5.0
18439,1.0
18440,24.0
18441,11.0
18442,12.0
18443,16.0
18444,1.0
18445,5.0
18446,0.0
18447,0.0
18448,0.0
18449,1.0
18450,13.0
18451,0.0
18452,1.0
18453,14.0
18454,13.0
18455,4.0
18456,3.0
18457,2.0
18458,0.0
18459,8.0
18460,2.0
18461,14.0
18462,11.0
18463,14.0
18464,8.0
18465,0.0
18466,12.0
18467,0.0
18468,8.0
18469,1.0
18470,12.0
18471,0.0
18472,3.0
18473,0.0
18474,17.0
18475,0.0
18476,7.0
18477,10.0
18478,0.0
18479,7.0
18480,13.0
18481,0.0
18482,1.0
18483,2.0
18484,5.0
18485,1.0
18486,5.0
18487,1.0
18488,0.0
18489,0.0
18490,14.0
18491,0.0
18492,2.0
18493,0.0
18494,0.0
18495,7.0
18496,1.0
18497,0.0
18498,6.0
18499,0.0
18500,1.0
18501,8.0
18502,0.0
18503,1.0
18504,0.0
18505,3.0
18506,1.0
18507,2.0
18508,5.0
18509,3.0
18510,7.0
18511,8.0
18512,3.0
18513,1.0
18514,0.0
18515,16.0
18516,1.0
18517,0.0
18518,0.0
18519,1.0
18520,0.0
18521,4.0
18522,0.0
18523,0.0
18524,0.0
18525,2.0
18526,0.0
18527,1.0
18528,2.0
18529,0.0
18530,0.0
18531,0.0
18532,0.0
18533,0.0
18534,12.0
18535,0.0
18536,39.0
18537,1.0
18538,0.0
18539,1.0
18540,0.0
18541,0.0
18542,34.0
18543,0.0
18544,0.0
18545,1.0
18546,0.0
18547,1.0
18548,0.0
18549,1.0
18550,0.0
18551,38.0
18552,1.0
18553,0.0
18554,0.0
18555,0.0
18556,1.0
18557,0.0
18558,20.0
18559,0.0
18560,0.0
18561,0.0
18562,1.0
18563,0.0
18564,1.0
18565,12.0
18566,0.0
18567,0.0
18568,0.0
18569,0.0
18570,2.0
18571,8.0
18572,27.0
18573,7.0
18574,6.0
18575,5.0
18576,37.0
18577,1.0
18578,12.0
18579,23.0
18580,17.0
18581,1.0
18582,39.0
18583,12.0
18584,2.0
18585,3.0
18586,24.0
18587,14.0
18588,28.0
18589,15.0
18590,0.0
18591,1.0
18592,5.0
18593,1.0
18594,14.0
18595,12.0
18596,15.0
18597,0.0
18598,3.0
18599,8.0
18600,0.0
18601,34.0
18602,21.0
18603,29.0
18604,22.0
18605,0.0
18606,31.0
18607,16.0
18608,6.0
18609,24.0
18610,2.0
18611,3.0
18612,1.0
18613,11.0
18614,7.0
18615,0.0
18616,3.0
18617,0.0
18618,3.0
18619,0.0
18620,2.0
18621,24.0
18622,31.0
18623,22.0
18624,18.0
18625,34.0
18626,4.0
18627,41.0
18628,0.0
18629,26.0
18630,42.0
18631,3.0
18632,27.0
18633,10.0
18634,10.0
18635,2.0
18636,14.0
18637,19.0
18638,29.0
18639,0.0
18640,21.0
18641,16.0
18642,22.0
18643,18.0
18644,19.0
18645,0.0
18646,13.0
18647,1.0
18648,43.0
18649,5.0
18650,36.0
18651,8.0
18652,0.0
18653,30.0
18654,25.0
18655,3.0
18656,2.0
18657,15.0
18658,12.0
18659,11.0
18660,4.0
18661,8.0
18662,22.0
18663,1.0
18664,1.0
18665,10.0
18666,5.0
18667,16.0
18668,14.0
18669,14.0
18670,13.0
18671,1.0
18672,17.0
18673,18.0
18674,38.0
18675,0.0
18676,19.0
18677,1.0
18678,12.0
18679,0.0
18680,0.0
18681,0.0
18682,0.0
18683,18.0
18684,8.0
18685,0.0
18686,0.0
18687,9.0
18688,0.0
18689,8.0
18690,0.0
18691,1.0
18692,4.0
18693,0.0
18694,17.0
18695,0.0
18696,4.0
18697,1.0
18698,0.0
18699,3.0
18700,1.0
18701,2.0
18702,12.0
18703,4.0
18704,0.0
18705,1.0
18706,23.0
18707,0.0
18708,0.0
18709,0.0
18710,0.0
18711,17.0
18712,0.0
18713,1.0
18714,16.0
18715,22.0
18716,0.0
18717,33.0
18718,4.0
18719,10.0
18720,1.0
18721,0.0
18722,14.0
18723,0.0
18724,0.0
18725,0.0
18726,11.0
18727,6.0
18728,0.0
18729,15.0
18730,1.0
18731,30.0
18732,1.0
18733,1.0
18734,0.0
18735,0.0
18736,5.0
18737,1.0
18738,0.0
18739,2.0
18740,14.0
18741,39.0
18742,0.0
18743,0.0
18744,21.0
18745,12.0
18746,0.0
18747,23.0
18748,0.0
18749,0.0
18750,0.0
18751,0.0
18752,35.0
18753,0.0
18754,0.0
18755,0.0
18756,19.0
18757,4.0
18758,3.0
18759,26.0
18760,2.0
18761,27.0
18762,0.0
18763,18.0
18764,27.0
18765,12.0
18766,9.0
18767,14.0
18768,22.0
18769,11.0
18770,1.0
18771,2.0
18772,20.0
18773,0.0
18774,11.0
18775,0.0
18776,3.0
18777,8.0
18778,0.0
18779,4.0
18780,2.0
18781,0.0
18782,2.0
18783,0.0
18784,0.0
18785,1.0
18786,1.0
18787,0.0
18788,1.0
18789,6.0
18790,14.0
18791,15.0
18792,0.0
18793,0.0
18794,0.0
18795,0.0
18796,0.0
18797,25.0
18798,0.0
18799,0.0
18800,0.0
18801,1.0
18802,0.0
18803,0.0
18804,3.0
18805,1.0
18806,0.0
