,Gprc5b
73858,0.0
73859,1.0
73860,0.0
73861,0.0
73862,0.0
73863,0.0
73864,0.0
73865,0.0
73866,0.0
73867,8.0
73868,0.0
73869,0.0
73870,0.0
73871,0.0
73872,1.0
73873,6.0
73874,5.0
73875,3.0
73876,0.0
73877,2.0
73878,4.0
73879,0.0
73880,0.0
73881,0.0
73882,10.0
73883,4.0
73884,1.0
73885,0.0
73886,0.0
73887,6.0
73888,1.0
73889,0.0
73890,0.0
73891,0.0
73892,0.0
73893,0.0
73894,0.0
73895,0.0
73896,2.0
73897,3.0
73898,2.0
73899,3.0
73900,3.0
73901,0.0
73902,0.0
73903,3.0
73904,1.0
73905,0.0
73906,0.0
73907,1.0
73908,12.0
73909,6.0
73910,0.0
73911,10.0
73912,2.0
73913,0.0
73914,2.0
73915,3.0
73916,0.0
73917,0.0
73918,0.0
73919,1.0
73920,0.0
73921,1.0
73922,0.0
73923,3.0
73924,2.0
73925,0.0
73926,0.0
73927,0.0
73928,0.0
73929,0.0
73930,1.0
73931,0.0
73932,0.0
73933,2.0
73934,2.0
73935,0.0
73936,1.0
73937,0.0
73938,1.0
73939,0.0
73940,0.0
73941,0.0
73942,0.0
73943,0.0
73944,0.0
73945,0.0
73946,1.0
73947,0.0
73948,0.0
73949,0.0
73950,0.0
73951,0.0
73952,0.0
73953,0.0
73954,0.0
73955,0.0
73956,1.0
73957,0.0
73958,2.0
73959,0.0
73960,1.0
73961,1.0
73962,2.0
73963,1.0
73964,0.0
73965,0.0
73966,0.0
73967,0.0
73968,6.0
73969,0.0
73970,1.0
73971,1.0
73972,0.0
73973,2.0
73974,2.0
73975,0.0
73976,0.0
73977,1.0
73978,0.0
73979,0.0
73980,0.0
73981,0.0
73982,13.0
73983,0.0
73984,0.0
73985,0.0
73986,0.0
73987,4.0
73988,3.0
73989,0.0
73990,0.0
73991,0.0
73992,0.0
73993,1.0
73994,0.0
73995,0.0
73996,0.0
73997,0.0
73998,2.0
73999,1.0
74000,0.0
74001,2.0
74002,0.0
74003,0.0
74004,0.0
74005,0.0
74006,0.0
74007,0.0
74008,5.0
74009,0.0
74010,0.0
74011,0.0
74012,0.0
74013,1.0
74014,0.0
74015,0.0
74016,1.0
74017,1.0
74018,0.0
74019,0.0
74020,1.0
74021,0.0
74022,2.0
74023,0.0
74024,0.0
74025,1.0
74026,0.0
74027,0.0
74028,0.0
74029,0.0
74030,0.0
74031,0.0
74032,0.0
74033,0.0
74034,0.0
74035,0.0
74036,6.0
74037,3.0
74038,0.0
74039,0.0
74040,0.0
74041,0.0
74042,0.0
74043,0.0
74044,0.0
74045,0.0
74046,0.0
74047,0.0
74048,0.0
74049,1.0
74050,0.0
74051,3.0
74052,0.0
74053,0.0
74054,0.0
74055,1.0
74056,0.0
74057,1.0
74058,0.0
74059,0.0
74060,1.0
74061,0.0
74062,0.0
74063,0.0
74064,1.0
74065,0.0
74066,0.0
74067,0.0
74068,0.0
74069,0.0
74070,0.0
74071,0.0
74072,0.0
74073,0.0
74074,0.0
74075,1.0
74076,0.0
74077,0.0
74078,0.0
74079,2.0
74080,0.0
74081,1.0
74082,3.0
74083,0.0
74084,0.0
74085,0.0
74086,0.0
74087,6.0
74088,1.0
74089,0.0
74090,2.0
74091,6.0
74092,0.0
74093,1.0
74094,2.0
74095,0.0
74096,0.0
74097,0.0
74098,0.0
74099,1.0
74100,3.0
74101,0.0
74102,3.0
74103,0.0
74104,11.0
74105,2.0
74106,0.0
74107,3.0
74108,3.0
74109,4.0
74110,1.0
74111,1.0
74112,0.0
74113,3.0
74114,2.0
74115,1.0
74116,3.0
74117,1.0
74118,5.0
74119,3.0
74120,1.0
74121,2.0
74122,0.0
74123,0.0
74124,0.0
74125,0.0
74126,0.0
74127,1.0
74128,0.0
74129,0.0
74130,0.0
74131,0.0
74132,0.0
74133,3.0
74134,4.0
74135,1.0
74136,10.0
74137,0.0
74138,0.0
74139,0.0
74140,0.0
74141,3.0
74142,0.0
74143,0.0
74144,0.0
74145,0.0
74146,3.0
74147,8.0
74148,0.0
74149,3.0
74150,0.0
74151,0.0
74152,0.0
74153,0.0
74154,0.0
74155,1.0
74156,2.0
74157,1.0
74158,1.0
74159,0.0
74160,0.0
74161,0.0
74162,0.0
74163,0.0
74164,0.0
74165,0.0
74166,1.0
74167,0.0
74168,0.0
74169,0.0
74170,0.0
74171,0.0
74172,0.0
74173,0.0
74174,0.0
74175,2.0
74176,0.0
74177,0.0
74178,0.0
74179,0.0
74180,0.0
74181,9.0
74182,0.0
74183,0.0
74184,2.0
74185,0.0
74186,0.0
74187,0.0
74188,4.0
74189,1.0
74190,0.0
74191,1.0
74192,0.0
74193,0.0
74194,2.0
74195,1.0
74196,0.0
74197,0.0
74198,0.0
74199,0.0
74200,0.0
74201,0.0
74202,3.0
74203,0.0
74204,0.0
74205,0.0
74206,0.0
74207,0.0
74208,0.0
74209,0.0
74210,1.0
74211,0.0
74212,1.0
74213,3.0
74214,0.0
74215,0.0
74216,0.0
74217,0.0
74218,0.0
74219,0.0
74220,0.0
74221,0.0
74222,0.0
74223,0.0
74224,0.0
74225,0.0
74226,0.0
74227,5.0
74228,1.0
74229,0.0
74230,0.0
74231,0.0
74232,0.0
74233,0.0
74234,2.0
74235,0.0
74236,0.0
74237,0.0
74238,0.0
74239,2.0
74240,0.0
74241,0.0
74242,0.0
74243,1.0
74244,0.0
74245,0.0
74246,1.0
74247,0.0
74248,4.0
74249,3.0
74250,0.0
74251,0.0
74252,0.0
74253,0.0
74254,0.0
74255,1.0
74256,0.0
74257,0.0
74258,0.0
74259,0.0
74260,0.0
74261,0.0
74262,0.0
74263,0.0
74264,0.0
74265,0.0
74266,0.0
74267,0.0
74268,0.0
74269,0.0
74270,5.0
74271,6.0
74272,6.0
74273,4.0
74274,0.0
74275,1.0
74276,0.0
74277,0.0
74278,0.0
74279,0.0
74280,6.0
74281,1.0
74282,0.0
74283,0.0
74284,0.0
74285,0.0
74286,0.0
74287,0.0
74288,0.0
74289,1.0
74290,1.0
74291,0.0
74292,0.0
74293,5.0
74294,4.0
74295,0.0
74296,0.0
74297,0.0
74298,6.0
74299,0.0
74300,3.0
74301,0.0
74302,0.0
74303,10.0
74304,1.0
74305,2.0
74306,2.0
74307,0.0
74308,0.0
74309,0.0
74310,2.0
74311,2.0
74312,9.0
74313,0.0
74314,0.0
74315,3.0
74316,13.0
74317,0.0
74318,0.0
74319,5.0
74320,1.0
74321,0.0
74322,1.0
74323,0.0
74324,0.0
74325,2.0
74326,0.0
74327,1.0
74328,3.0
74329,0.0
74330,0.0
74331,0.0
74332,3.0
74333,8.0
74334,0.0
74335,1.0
74336,3.0
74337,0.0
74338,0.0
74339,0.0
74340,0.0
74341,0.0
74342,3.0
74343,7.0
74344,0.0
74345,0.0
74346,0.0
74347,0.0
74348,0.0
74349,0.0
74350,0.0
74351,0.0
74352,2.0
74353,1.0
74354,1.0
74355,0.0
74356,0.0
74357,3.0
74358,0.0
74359,8.0
74360,0.0
74361,1.0
74362,0.0
74363,0.0
74364,0.0
74365,0.0
74366,0.0
74367,0.0
74368,0.0
74369,0.0
74370,1.0
74371,0.0
74372,3.0
74373,0.0
74374,0.0
74375,0.0
74376,1.0
74377,0.0
74378,0.0
74379,0.0
74380,0.0
74381,2.0
74382,0.0
74383,0.0
74384,0.0
74385,3.0
74386,0.0
74387,0.0
74388,0.0
74389,0.0
74390,0.0
74391,0.0
74392,0.0
74393,0.0
74394,0.0
74395,1.0
74396,0.0
74397,0.0
74398,0.0
74399,0.0
74400,0.0
74401,0.0
74402,1.0
74403,4.0
74404,0.0
74405,2.0
74406,0.0
74407,0.0
74408,0.0
74409,0.0
74410,0.0
74411,0.0
74412,0.0
74413,1.0
74414,0.0
74415,0.0
74416,0.0
74417,0.0
74418,3.0
74419,0.0
74420,0.0
74421,3.0
74422,0.0
74423,0.0
74424,0.0
74425,0.0
74426,0.0
74427,0.0
74428,0.0
74429,0.0
74430,0.0
74431,0.0
74432,5.0
74433,4.0
74434,0.0
74435,0.0
74436,0.0
74437,0.0
74438,0.0
74439,1.0
74440,0.0
74441,0.0
74442,0.0
74443,0.0
74444,0.0
74445,2.0
74446,0.0
74447,0.0
74448,4.0
74449,0.0
74450,0.0
74451,1.0
74452,0.0
74453,0.0
74454,0.0
74455,0.0
74456,0.0
74457,1.0
74458,7.0
74459,0.0
74460,4.0
74461,0.0
74462,0.0
74463,4.0
74464,5.0
74465,6.0
74466,4.0
74467,0.0
74468,3.0
74469,0.0
74470,1.0
74471,0.0
74472,0.0
74473,2.0
74474,3.0
74475,0.0
74476,6.0
74477,4.0
74478,4.0
74479,2.0
74480,0.0
74481,0.0
74482,0.0
74483,1.0
74484,0.0
74485,0.0
74486,0.0
74487,2.0
74488,21.0
74489,0.0
74490,0.0
74491,1.0
74492,1.0
74493,6.0
74494,0.0
74495,0.0
74496,0.0
74497,2.0
74498,0.0
74499,1.0
74500,0.0
74501,3.0
74502,0.0
74503,0.0
74504,2.0
74505,0.0
74506,3.0
74507,16.0
74508,1.0
74509,0.0
74510,8.0
74511,5.0
74512,0.0
74513,0.0
74514,0.0
74515,9.0
74516,3.0
74517,17.0
74518,5.0
74519,0.0
74520,0.0
74521,0.0
74522,0.0
74523,0.0
74524,0.0
74525,11.0
74526,1.0
74527,3.0
74528,0.0
74529,5.0
74530,0.0
74531,0.0
74532,1.0
74533,3.0
74534,3.0
74535,0.0
74536,1.0
74537,7.0
74538,8.0
74539,9.0
74540,1.0
74541,2.0
74542,0.0
74543,0.0
74544,1.0
74545,5.0
74546,0.0
74547,0.0
74548,0.0
74549,8.0
74550,1.0
74551,6.0
74552,0.0
74553,0.0
74554,1.0
74555,0.0
74556,0.0
74557,0.0
74558,1.0
74559,2.0
74560,0.0
74561,0.0
74562,0.0
74563,0.0
74564,0.0
74565,2.0
74566,0.0
74567,1.0
74568,0.0
74569,0.0
74570,0.0
74571,2.0
74572,0.0
74573,0.0
74574,0.0
74575,2.0
74576,3.0
74577,1.0
74578,2.0
74579,3.0
74580,0.0
74581,0.0
74582,1.0
74583,0.0
74584,6.0
74585,0.0
74586,1.0
74587,0.0
74588,3.0
74589,2.0
74590,0.0
74591,0.0
74592,0.0
74593,0.0
74594,0.0
74595,0.0
74596,5.0
74597,0.0
74598,0.0
74599,0.0
74600,0.0
74601,2.0
74602,1.0
74603,0.0
74604,2.0
74605,0.0
74606,20.0
74607,0.0
74608,0.0
74609,0.0
74610,1.0
74611,2.0
74612,8.0
74613,2.0
74614,20.0
74615,0.0
74616,3.0
74617,0.0
74618,11.0
74619,0.0
74620,0.0
74621,0.0
74622,2.0
74623,0.0
74624,0.0
74625,0.0
74626,1.0
74627,1.0
74628,0.0
74629,0.0
74630,1.0
74631,0.0
74632,1.0
74633,0.0
74634,0.0
74635,1.0
74636,0.0
74637,0.0
74638,0.0
74639,0.0
74640,1.0
74641,0.0
74642,0.0
74643,0.0
74644,0.0
74645,0.0
74646,0.0
74647,0.0
74648,0.0
74649,0.0
74650,0.0
74651,0.0
74652,1.0
74653,0.0
74654,0.0
74655,6.0
74656,0.0
74657,0.0
74658,0.0
74659,5.0
74660,2.0
74661,1.0
74662,0.0
74663,1.0
74664,0.0
74665,0.0
74666,0.0
74667,2.0
74668,0.0
74669,3.0
74670,0.0
74671,2.0
74672,0.0
74673,0.0
74674,0.0
74675,0.0
74676,0.0
74677,2.0
74678,0.0
74679,1.0
74680,0.0
74681,1.0
74682,0.0
74683,2.0
74684,0.0
74685,0.0
74686,0.0
74687,1.0
74688,1.0
74689,0.0
74690,0.0
74691,0.0
74692,5.0
74693,0.0
74694,1.0
74695,0.0
74696,0.0
74697,2.0
74698,1.0
74699,0.0
74700,0.0
74701,0.0
74702,1.0
74703,3.0
74704,3.0
74705,1.0
74706,0.0
74707,0.0
74708,2.0
74709,0.0
74710,0.0
74711,0.0
74712,1.0
74713,2.0
74714,2.0
74715,0.0
74716,3.0
74717,3.0
74718,11.0
74719,0.0
74720,0.0
74721,0.0
74722,1.0
74723,0.0
74724,2.0
74725,3.0
74726,1.0
74727,4.0
74728,1.0
74729,5.0
74730,2.0
74731,0.0
74732,1.0
74733,1.0
74734,3.0
74735,2.0
74736,1.0
74737,6.0
74738,0.0
74739,2.0
74740,2.0
74741,15.0
74742,0.0
74743,1.0
74744,1.0
74745,1.0
74746,0.0
74747,0.0
74748,0.0
74749,1.0
74750,0.0
74751,0.0
74752,0.0
74753,1.0
74754,3.0
74755,0.0
74756,5.0
74757,0.0
74758,0.0
74759,3.0
74760,0.0
74761,1.0
74762,1.0
74763,1.0
74764,2.0
74765,1.0
74766,1.0
74767,0.0
74768,1.0
74769,0.0
74770,0.0
74771,0.0
74772,2.0
74773,2.0
74774,2.0
74775,0.0
74776,0.0
74777,3.0
74778,0.0
74779,1.0
74780,0.0
74781,5.0
74782,2.0
74783,0.0
74784,2.0
74785,1.0
74786,3.0
74787,0.0
74788,2.0
74789,0.0
74790,2.0
74791,8.0
74792,2.0
74793,1.0
74794,1.0
74795,2.0
74796,2.0
74797,0.0
74798,1.0
74799,1.0
74800,6.0
74801,0.0
74802,2.0
74803,0.0
74804,3.0
74805,2.0
74806,5.0
74807,1.0
74808,1.0
74809,1.0
74810,1.0
74811,0.0
74812,4.0
74813,2.0
74814,10.0
74815,6.0
74816,1.0
74817,1.0
74818,3.0
74819,3.0
74820,0.0
74821,0.0
74822,0.0
74823,0.0
74824,3.0
74825,2.0
74826,2.0
74827,0.0
74828,5.0
74829,1.0
74830,0.0
74831,2.0
74832,0.0
74833,0.0
74834,1.0
74835,0.0
74836,1.0
74837,2.0
74838,0.0
74839,1.0
74840,2.0
74841,0.0
74842,4.0
74843,0.0
74844,2.0
74845,0.0
74846,3.0
74847,0.0
74848,1.0
74849,2.0
74850,1.0
74851,0.0
74852,2.0
74853,0.0
74854,0.0
74855,1.0
74856,1.0
74857,3.0
74858,1.0
74859,0.0
74860,0.0
74861,2.0
74862,2.0
74863,1.0
74864,0.0
74865,1.0
74866,0.0
74867,0.0
74868,0.0
74869,1.0
74870,1.0
74871,3.0
74872,0.0
74873,0.0
74874,1.0
74875,1.0
74876,4.0
74877,2.0
74878,0.0
74879,1.0
74880,0.0
74881,0.0
74882,0.0
74883,1.0
74884,0.0
74885,1.0
74886,1.0
74887,1.0
74888,2.0
74889,5.0
74890,0.0
74891,1.0
74892,2.0
74893,0.0
74894,6.0
74895,1.0
74896,0.0
74897,1.0
74898,2.0
74899,0.0
74900,0.0
74901,0.0
74902,0.0
74903,0.0
74904,1.0
74905,3.0
74906,3.0
74907,0.0
74908,0.0
74909,1.0
74910,0.0
74911,1.0
74912,1.0
74913,1.0
74914,1.0
74915,0.0
74916,3.0
74917,1.0
74918,5.0
74919,0.0
74920,1.0
74921,3.0
74922,1.0
74923,1.0
74924,1.0
74925,0.0
74926,0.0
74927,0.0
74928,0.0
74929,1.0
74930,0.0
74931,0.0
74932,0.0
74933,0.0
74934,0.0
74935,0.0
74936,1.0
74937,0.0
74938,1.0
74939,0.0
74940,1.0
74941,2.0
74942,0.0
74943,1.0
74944,1.0
74945,2.0
74946,2.0
74947,0.0
74948,0.0
74949,2.0
74950,0.0
74951,0.0
74952,0.0
74953,1.0
74954,2.0
74955,0.0
74956,0.0
74957,0.0
74958,1.0
74959,0.0
74960,0.0
74961,0.0
74962,0.0
74963,3.0
74964,1.0
74965,1.0
74966,1.0
74967,0.0
74968,0.0
74969,0.0
74970,3.0
74971,0.0
74972,0.0
74973,0.0
74974,0.0
74975,1.0
74976,0.0
74977,2.0
74978,0.0
74979,0.0
74980,1.0
74981,1.0
74982,0.0
74983,2.0
74984,0.0
74985,0.0
74986,3.0
74987,2.0
74988,1.0
74989,0.0
74990,0.0
74991,1.0
74992,1.0
74993,0.0
74994,0.0
74995,2.0
74996,0.0
74997,0.0
74998,0.0
74999,0.0
75000,3.0
75001,3.0
75002,0.0
75003,0.0
75004,1.0
75005,0.0
75006,1.0
75007,0.0
75008,7.0
75009,0.0
75010,2.0
75011,0.0
75012,0.0
75013,0.0
75014,1.0
75015,0.0
75016,1.0
75017,1.0
75018,0.0
75019,1.0
75020,0.0
75021,2.0
75022,1.0
75023,1.0
75024,0.0
75025,1.0
75026,1.0
75027,0.0
75028,4.0
75029,3.0
75030,0.0
75031,0.0
75032,0.0
75033,0.0
75034,0.0
75035,0.0
75036,1.0
75037,0.0
75038,2.0
75039,0.0
75040,6.0
75041,0.0
75042,0.0
75043,0.0
75044,2.0
75045,3.0
75046,2.0
75047,2.0
75048,0.0
75049,3.0
75050,1.0
75051,2.0
75052,1.0
75053,1.0
75054,1.0
75055,8.0
75056,3.0
75057,0.0
75058,0.0
75059,24.0
75060,0.0
75061,4.0
75062,0.0
75063,0.0
75064,0.0
75065,0.0
75066,3.0
75067,0.0
75068,3.0
75069,2.0
75070,3.0
75071,0.0
75072,0.0
75073,1.0
75074,1.0
75075,7.0
75076,0.0
75077,1.0
75078,0.0
75079,1.0
75080,1.0
75081,0.0
75082,0.0
75083,6.0
75084,0.0
75085,4.0
75086,1.0
75087,3.0
75088,3.0
75089,16.0
75090,9.0
75091,0.0
75092,2.0
75093,1.0
75094,0.0
75095,2.0
75096,0.0
75097,2.0
75098,0.0
75099,2.0
75100,3.0
75101,3.0
75102,4.0
75103,0.0
75104,4.0
75105,6.0
75106,0.0
75107,0.0
75108,0.0
75109,1.0
75110,3.0
75111,6.0
75112,0.0
75113,6.0
75114,10.0
75115,0.0
75116,1.0
75117,0.0
75118,1.0
75119,0.0
75120,0.0
75121,1.0
75122,0.0
75123,7.0
75124,0.0
75125,1.0
75126,1.0
75127,2.0
75128,0.0
75129,3.0
75130,20.0
75131,2.0
75132,1.0
75133,0.0
75134,2.0
75135,0.0
75136,0.0
75137,1.0
75138,0.0
75139,1.0
75140,19.0
75141,1.0
75142,6.0
75143,5.0
75144,3.0
75145,3.0
75146,1.0
75147,0.0
75148,8.0
75149,11.0
75150,1.0
75151,1.0
75152,0.0
75153,6.0
75154,2.0
75155,1.0
75156,0.0
75157,1.0
75158,3.0
75159,4.0
75160,2.0
75161,2.0
75162,0.0
75163,1.0
75164,0.0
75165,4.0
75166,1.0
75167,3.0
75168,1.0
75169,2.0
75170,1.0
75171,1.0
75172,0.0
75173,1.0
75174,1.0
75175,1.0
75176,3.0
75177,2.0
75178,0.0
75179,3.0
75180,1.0
75181,7.0
75182,1.0
75183,0.0
75184,4.0
75185,2.0
75186,2.0
75187,0.0
75188,11.0
75189,0.0
75190,2.0
75191,1.0
75192,5.0
75193,1.0
75194,4.0
75195,1.0
75196,1.0
75197,0.0
75198,1.0
75199,1.0
75200,1.0
75201,1.0
75202,1.0
75203,3.0
75204,3.0
75205,2.0
75206,2.0
75207,1.0
75208,2.0
75209,1.0
75210,0.0
75211,1.0
75212,2.0
75213,1.0
75214,1.0
75215,0.0
75216,4.0
75217,1.0
75218,0.0
75219,2.0
75220,0.0
75221,2.0
75222,1.0
75223,0.0
75224,0.0
75225,4.0
75226,6.0
75227,3.0
75228,4.0
75229,7.0
75230,6.0
75231,0.0
75232,5.0
75233,0.0
75234,4.0
75235,7.0
75236,5.0
75237,3.0
75238,0.0
75239,4.0
75240,5.0
75241,0.0
75242,0.0
75243,10.0
75244,2.0
75245,1.0
75246,4.0
75247,0.0
75248,10.0
75249,0.0
75250,1.0
75251,9.0
75252,1.0
75253,3.0
75254,0.0
75255,7.0
75256,3.0
75257,2.0
75258,5.0
75259,0.0
75260,1.0
75261,13.0
75262,1.0
75263,18.0
75264,0.0
75265,1.0
75266,2.0
75267,1.0
75268,0.0
75269,0.0
75270,2.0
75271,22.0
75272,3.0
75273,2.0
75274,1.0
75275,4.0
75276,7.0
75277,1.0
75278,4.0
75279,20.0
75280,1.0
75281,0.0
75282,4.0
75283,20.0
75284,10.0
75285,11.0
75286,2.0
75287,3.0
75288,1.0
75289,1.0
75290,6.0
75291,17.0
75292,2.0
75293,0.0
75294,0.0
75295,1.0
75296,1.0
75297,3.0
75298,0.0
75299,3.0
75300,3.0
75301,2.0
75302,6.0
75303,11.0
75304,0.0
75305,3.0
75306,0.0
75307,11.0
75308,5.0
75309,2.0
75310,4.0
75311,28.0
75312,4.0
75313,1.0
75314,2.0
75315,2.0
75316,8.0
75317,15.0
75318,3.0
75319,1.0
75320,11.0
75321,1.0
75322,3.0
75323,10.0
75324,6.0
75325,7.0
75326,1.0
75327,7.0
75328,15.0
75329,5.0
75330,36.0
75331,29.0
75332,2.0
75333,1.0
75334,5.0
75335,5.0
75336,19.0
75337,4.0
75338,2.0
75339,0.0
75340,5.0
75341,0.0
75342,2.0
75343,2.0
75344,7.0
75345,3.0
75346,9.0
75347,9.0
75348,0.0
75349,4.0
75350,2.0
75351,0.0
75352,4.0
75353,2.0
75354,0.0
75355,1.0
75356,0.0
75357,6.0
75358,2.0
75359,24.0
75360,8.0
75361,6.0
75362,11.0
75363,3.0
75364,2.0
75365,11.0
75366,47.0
75367,5.0
75368,21.0
75369,3.0
75370,1.0
75371,0.0
75372,7.0
75373,3.0
75374,10.0
75375,2.0
75376,6.0
75377,4.0
75378,14.0
75379,2.0
75380,0.0
75381,5.0
75382,5.0
75383,3.0
75384,5.0
75385,7.0
75386,0.0
75387,15.0
75388,30.0
75389,0.0
75390,1.0
75391,2.0
75392,4.0
75393,6.0
75394,5.0
75395,17.0
75396,1.0
75397,5.0
75398,7.0
75399,19.0
75400,5.0
75401,7.0
75402,12.0
75403,1.0
75404,4.0
75405,9.0
75406,10.0
75407,2.0
75408,7.0
75409,1.0
75410,2.0
75411,17.0
75412,0.0
75413,8.0
75414,2.0
75415,4.0
75416,33.0
75417,8.0
75418,2.0
75419,1.0
75420,4.0
75421,9.0
75422,11.0
75423,4.0
75424,23.0
75425,1.0
75426,1.0
75427,5.0
75428,28.0
75429,33.0
75430,6.0
75431,21.0
75432,2.0
75433,2.0
75434,3.0
75435,4.0
75436,1.0
75437,4.0
75438,10.0
75439,18.0
75440,7.0
75441,0.0
75442,32.0
75443,7.0
75444,8.0
75445,10.0
75446,0.0
75447,3.0
75448,12.0
75449,1.0
75450,1.0
75451,2.0
75452,6.0
75453,39.0
75454,3.0
75455,3.0
75456,9.0
75457,4.0
75458,3.0
75459,3.0
75460,0.0
75461,2.0
75462,22.0
75463,1.0
75464,0.0
75465,4.0
75466,2.0
75467,0.0
75468,0.0
75469,1.0
75470,14.0
75471,2.0
75472,4.0
75473,1.0
75474,2.0
75475,1.0
75476,1.0
75477,3.0
75478,4.0
75479,31.0
75480,6.0
75481,20.0
75482,0.0
75483,0.0
75484,2.0
75485,3.0
75486,0.0
75487,3.0
75488,12.0
75489,0.0
75490,2.0
75491,2.0
75492,0.0
75493,9.0
75494,4.0
75495,4.0
75496,15.0
75497,4.0
75498,0.0
75499,2.0
75500,2.0
75501,7.0
75502,21.0
75503,6.0
75504,0.0
75505,2.0
75506,0.0
75507,7.0
75508,1.0
75509,6.0
75510,2.0
75511,0.0
75512,3.0
75513,5.0
75514,8.0
75515,0.0
75516,3.0
75517,4.0
75518,6.0
75519,6.0
75520,6.0
75521,5.0
75522,5.0
75523,3.0
75524,5.0
75525,5.0
75526,8.0
75527,1.0
75528,4.0
75529,1.0
75530,1.0
75531,8.0
75532,0.0
75533,6.0
75534,16.0
75535,0.0
75536,20.0
75537,7.0
75538,3.0
75539,12.0
75540,2.0
75541,1.0
75542,2.0
75543,9.0
75544,2.0
75545,3.0
75546,0.0
75547,2.0
75548,21.0
75549,4.0
75550,4.0
75551,5.0
75552,0.0
75553,1.0
75554,2.0
75555,0.0
75556,7.0
75557,8.0
75558,0.0
75559,5.0
75560,23.0
75561,0.0
75562,2.0
75563,16.0
75564,14.0
75565,4.0
75566,2.0
75567,0.0
75568,1.0
75569,2.0
75570,1.0
75571,4.0
75572,8.0
75573,3.0
75574,1.0
75575,3.0
75576,3.0
75577,14.0
75578,0.0
75579,15.0
75580,0.0
75581,6.0
75582,7.0
75583,9.0
75584,8.0
75585,8.0
75586,1.0
75587,0.0
75588,2.0
75589,5.0
75590,2.0
75591,0.0
75592,26.0
75593,0.0
75594,11.0
75595,4.0
75596,7.0
75597,12.0
75598,1.0
75599,15.0
75600,3.0
75601,0.0
75602,1.0
75603,9.0
75604,8.0
75605,1.0
75606,4.0
75607,4.0
75608,5.0
75609,23.0
75610,1.0
75611,3.0
75612,4.0
75613,0.0
75614,2.0
75615,0.0
75616,5.0
75617,7.0
75618,5.0
75619,5.0
75620,25.0
75621,1.0
75622,1.0
75623,5.0
75624,6.0
75625,2.0
75626,2.0
75627,5.0
75628,2.0
75629,6.0
75630,1.0
75631,5.0
75632,25.0
75633,2.0
75634,6.0
75635,0.0
75636,0.0
75637,1.0
75638,0.0
75639,1.0
75640,25.0
75641,7.0
75642,0.0
75643,9.0
75644,0.0
75645,4.0
75646,0.0
75647,2.0
75648,9.0
75649,12.0
75650,14.0
75651,3.0
75652,4.0
75653,7.0
75654,3.0
75655,12.0
75656,14.0
75657,4.0
75658,3.0
75659,1.0
75660,3.0
75661,2.0
75662,1.0
75663,0.0
75664,1.0
75665,8.0
75666,12.0
75667,4.0
75668,1.0
75669,1.0
75670,3.0
75671,14.0
75672,4.0
75673,17.0
75674,1.0
75675,1.0
75676,7.0
75677,1.0
75678,1.0
75679,0.0
75680,1.0
75681,4.0
75682,1.0
75683,3.0
75684,0.0
75685,8.0
75686,22.0
75687,2.0
75688,14.0
75689,6.0
75690,2.0
75691,7.0
75692,1.0
75693,1.0
75694,8.0
75695,18.0
75696,1.0
75697,17.0
75698,8.0
75699,0.0
75700,1.0
75701,12.0
75702,4.0
75703,1.0
75704,6.0
75705,14.0
75706,15.0
75707,0.0
75708,20.0
75709,2.0
75710,4.0
75711,1.0
75712,0.0
75713,0.0
75714,0.0
75715,1.0
75716,2.0
75717,6.0
75718,12.0
75719,3.0
75720,0.0
75721,3.0
75722,15.0
75723,4.0
75724,13.0
75725,2.0
75726,10.0
75727,1.0
75728,22.0
75729,0.0
75730,3.0
75731,0.0
75732,10.0
75733,7.0
75734,7.0
75735,1.0
75736,9.0
75737,9.0
75738,12.0
75739,6.0
75740,2.0
75741,15.0
75742,23.0
75743,10.0
75744,0.0
75745,5.0
75746,2.0
75747,0.0
75748,5.0
75749,3.0
75750,1.0
75751,2.0
75752,13.0
75753,0.0
75754,12.0
75755,0.0
75756,6.0
75757,0.0
75758,3.0
75759,4.0
75760,1.0
75761,5.0
75762,5.0
75763,0.0
75764,5.0
75765,1.0
75766,1.0
75767,14.0
75768,12.0
75769,3.0
75770,1.0
75771,4.0
75772,2.0
75773,4.0
75774,1.0
75775,0.0
75776,3.0
75777,1.0
75778,8.0
75779,0.0
75780,5.0
75781,3.0
75782,0.0
75783,5.0
75784,4.0
75785,0.0
75786,4.0
75787,2.0
75788,0.0
75789,11.0
75790,10.0
75791,3.0
75792,2.0
75793,0.0
75794,0.0
75795,2.0
75796,0.0
75797,18.0
75798,0.0
75799,1.0
75800,3.0
75801,0.0
75802,1.0
75803,7.0
75804,2.0
75805,8.0
75806,0.0
75807,0.0
75808,5.0
75809,0.0
75810,0.0
75811,0.0
75812,0.0
75813,0.0
75814,0.0
75815,4.0
75816,1.0
75817,4.0
75818,0.0
75819,2.0
75820,0.0
75821,2.0
75822,2.0
75823,0.0
75824,2.0
75825,1.0
75826,0.0
75827,1.0
75828,0.0
75829,0.0
75830,2.0
75831,0.0
75832,0.0
75833,1.0
75834,1.0
75835,0.0
75836,0.0
75837,6.0
75838,0.0
75839,6.0
75840,2.0
75841,1.0
75842,0.0
75843,3.0
75844,2.0
75845,5.0
75846,1.0
75847,9.0
75848,1.0
75849,0.0
75850,0.0
75851,1.0
75852,1.0
75853,0.0
75854,3.0
75855,0.0
