,Gprc5b
23275,1.0
23276,0.0
23277,0.0
23278,0.0
23279,10.0
23280,4.0
23281,12.0
23282,5.0
23283,10.0
23284,8.0
23285,6.0
23286,0.0
23287,6.0
23288,1.0
23289,1.0
23290,0.0
23291,10.0
23292,0.0
23293,0.0
23294,0.0
23295,3.0
23296,3.0
23297,5.0
23298,9.0
23299,4.0
23300,1.0
23301,5.0
23302,2.0
23303,9.0
23304,1.0
23305,5.0
23306,0.0
23307,1.0
23308,12.0
23309,10.0
23310,0.0
23311,2.0
23312,11.0
23313,0.0
23314,8.0
23315,6.0
23316,5.0
23317,0.0
23318,2.0
23319,1.0
23320,16.0
23321,1.0
23322,2.0
23323,1.0
23324,2.0
23325,6.0
23326,14.0
23327,11.0
23328,17.0
23329,15.0
23330,14.0
23331,4.0
23332,11.0
23333,8.0
23334,4.0
23335,10.0
23336,3.0
23337,6.0
23338,10.0
23339,6.0
23340,0.0
23341,0.0
23342,5.0
23343,5.0
23344,5.0
23345,8.0
23346,2.0
23347,1.0
23348,6.0
23349,0.0
23350,1.0
23351,1.0
23352,5.0
23353,8.0
23354,9.0
23355,10.0
23356,6.0
23357,1.0
23358,4.0
23359,11.0
23360,5.0
23361,0.0
23362,10.0
23363,14.0
23364,14.0
23365,1.0
23366,9.0
23367,2.0
23368,4.0
23369,4.0
23370,3.0
23371,8.0
23372,8.0
23373,2.0
23374,16.0
23375,3.0
23376,1.0
23377,4.0
23378,0.0
23379,1.0
23380,61.0
23381,0.0
23382,2.0
23383,1.0
23384,1.0
23385,12.0
23386,3.0
23387,2.0
23388,3.0
23389,8.0
23390,5.0
23391,8.0
23392,2.0
23393,3.0
23394,0.0
23395,7.0
23396,6.0
23397,6.0
23398,4.0
23399,7.0
23400,0.0
23401,1.0
23402,12.0
23403,1.0
23404,45.0
23405,0.0
23406,7.0
23407,4.0
23408,12.0
23409,5.0
23410,10.0
23411,2.0
23412,3.0
23413,3.0
23414,9.0
23415,6.0
23416,16.0
23417,6.0
23418,11.0
23419,6.0
23420,4.0
23421,0.0
23422,2.0
23423,4.0
23424,4.0
23425,9.0
23426,12.0
23427,0.0
23428,24.0
23429,3.0
23430,0.0
23431,5.0
23432,3.0
23433,9.0
23434,9.0
23435,9.0
23436,3.0
23437,4.0
23438,5.0
23439,4.0
23440,4.0
23441,0.0
23442,4.0
23443,2.0
23444,8.0
23445,2.0
23446,17.0
23447,12.0
23448,11.0
23449,16.0
23450,2.0
23451,15.0
23452,4.0
23453,0.0
23454,7.0
23455,3.0
23456,4.0
23457,3.0
23458,5.0
23459,3.0
23460,4.0
23461,0.0
23462,3.0
23463,1.0
23464,3.0
23465,10.0
23466,13.0
23467,14.0
23468,3.0
23469,0.0
23470,1.0
23471,6.0
23472,6.0
23473,0.0
23474,0.0
23475,0.0
23476,9.0
23477,9.0
23478,10.0
23479,4.0
23480,4.0
23481,9.0
23482,2.0
23483,6.0
23484,1.0
23485,9.0
23486,5.0
23487,2.0
23488,5.0
23489,0.0
23490,2.0
23491,4.0
23492,5.0
23493,0.0
23494,3.0
23495,4.0
23496,0.0
23497,6.0
23498,1.0
23499,0.0
23500,3.0
23501,0.0
23502,2.0
23503,4.0
23504,1.0
23505,2.0
23506,11.0
23507,3.0
23508,10.0
23509,2.0
23510,0.0
23511,1.0
23512,1.0
23513,0.0
23514,0.0
23515,0.0
23516,1.0
23517,6.0
23518,3.0
23519,0.0
23520,3.0
23521,1.0
23522,5.0
23523,4.0
23524,4.0
23525,2.0
23526,1.0
23527,0.0
23528,2.0
23529,2.0
23530,10.0
23531,3.0
23532,2.0
23533,6.0
23534,7.0
23535,1.0
23536,11.0
23537,1.0
23538,5.0
23539,4.0
23540,2.0
23541,4.0
23542,2.0
23543,0.0
23544,10.0
23545,17.0
23546,12.0
23547,0.0
23548,0.0
23549,5.0
23550,11.0
23551,17.0
23552,0.0
23553,2.0
23554,1.0
23555,0.0
23556,2.0
23557,0.0
23558,7.0
23559,8.0
23560,13.0
23561,10.0
23562,24.0
23563,0.0
23564,2.0
23565,15.0
23566,1.0
23567,4.0
23568,6.0
23569,6.0
23570,8.0
23571,0.0
23572,3.0
23573,1.0
23574,4.0
23575,5.0
23576,6.0
23577,12.0
23578,10.0
23579,0.0
23580,5.0
23581,1.0
23582,4.0
23583,7.0
23584,1.0
23585,6.0
23586,2.0
23587,2.0
23588,7.0
23589,13.0
23590,3.0
23591,18.0
23592,0.0
23593,7.0
23594,1.0
23595,0.0
23596,7.0
23597,0.0
23598,4.0
23599,1.0
23600,9.0
23601,3.0
23602,0.0
23603,17.0
23604,0.0
23605,6.0
23606,4.0
23607,5.0
23608,2.0
23609,4.0
23610,3.0
23611,7.0
23612,5.0
23613,2.0
23614,5.0
23615,1.0
23616,1.0
23617,6.0
23618,5.0
23619,1.0
23620,5.0
23621,6.0
23622,1.0
23623,3.0
23624,0.0
23625,0.0
23626,3.0
23627,2.0
23628,1.0
23629,7.0
23630,0.0
23631,6.0
23632,0.0
23633,0.0
23634,22.0
23635,15.0
23636,2.0
23637,6.0
23638,0.0
23639,4.0
23640,6.0
23641,1.0
23642,0.0
23643,3.0
23644,0.0
23645,2.0
23646,0.0
23647,0.0
23648,8.0
23649,4.0
23650,7.0
23651,3.0
23652,0.0
23653,0.0
23654,0.0
23655,9.0
23656,1.0
23657,1.0
23658,13.0
23659,0.0
23660,3.0
23661,13.0
23662,4.0
23663,2.0
23664,0.0
23665,2.0
23666,2.0
23667,5.0
23668,3.0
23669,7.0
23670,0.0
23671,8.0
23672,2.0
23673,1.0
23674,14.0
23675,0.0
23676,14.0
23677,0.0
23678,2.0
23679,5.0
23680,1.0
23681,2.0
23682,1.0
23683,8.0
23684,9.0
23685,4.0
23686,1.0
23687,0.0
23688,1.0
23689,1.0
23690,0.0
23691,15.0
23692,0.0
23693,2.0
23694,6.0
23695,19.0
23696,4.0
23697,1.0
23698,0.0
23699,5.0
23700,13.0
23701,4.0
23702,5.0
23703,7.0
23704,1.0
23705,0.0
23706,2.0
23707,11.0
23708,0.0
23709,8.0
23710,12.0
23711,6.0
23712,1.0
23713,21.0
23714,11.0
23715,4.0
23716,0.0
23717,7.0
23718,19.0
23719,0.0
23720,1.0
23721,4.0
23722,7.0
23723,0.0
23724,2.0
23725,5.0
23726,9.0
23727,0.0
23728,5.0
23729,6.0
23730,9.0
23731,3.0
23732,11.0
23733,0.0
23734,0.0
23735,11.0
23736,4.0
23737,1.0
23738,1.0
23739,4.0
23740,2.0
23741,4.0
23742,1.0
23743,7.0
23744,0.0
23745,13.0
23746,2.0
23747,2.0
23748,2.0
23749,2.0
23750,1.0
23751,0.0
23752,1.0
23753,1.0
23754,0.0
23755,1.0
23756,4.0
23757,2.0
23758,2.0
23759,4.0
23760,6.0
23761,0.0
23762,8.0
23763,4.0
23764,4.0
23765,0.0
23766,1.0
23767,4.0
23768,15.0
23769,0.0
23770,18.0
23771,13.0
23772,0.0
23773,21.0
23774,11.0
23775,21.0
23776,0.0
23777,2.0
23778,0.0
23779,0.0
23780,4.0
23781,6.0
23782,1.0
23783,1.0
23784,3.0
23785,7.0
23786,12.0
23787,0.0
23788,3.0
23789,0.0
23790,2.0
23791,3.0
23792,10.0
23793,6.0
23794,0.0
23795,10.0
23796,1.0
23797,0.0
23798,4.0
23799,11.0
23800,1.0
23801,0.0
23802,0.0
23803,8.0
23804,0.0
23805,1.0
23806,4.0
23807,13.0
23808,12.0
23809,0.0
23810,0.0
23811,7.0
23812,1.0
23813,5.0
23814,2.0
23815,4.0
23816,2.0
23817,4.0
23818,0.0
23819,2.0
23820,15.0
23821,3.0
23822,1.0
23823,15.0
23824,4.0
23825,6.0
23826,0.0
23827,3.0
23828,3.0
23829,20.0
23830,11.0
23831,0.0
23832,8.0
23833,3.0
23834,4.0
23835,0.0
23836,1.0
23837,2.0
23838,0.0
23839,7.0
23840,3.0
23841,7.0
23842,0.0
23843,0.0
23844,0.0
23845,8.0
23846,1.0
23847,0.0
23848,1.0
23849,3.0
23850,2.0
23851,0.0
23852,0.0
23853,0.0
23854,0.0
23855,3.0
23856,0.0
23857,3.0
23858,4.0
23859,3.0
23860,2.0
23861,1.0
23862,6.0
23863,4.0
23864,1.0
23865,16.0
23866,1.0
23867,2.0
23868,1.0
23869,2.0
23870,1.0
23871,2.0
23872,1.0
23873,4.0
23874,0.0
23875,4.0
23876,0.0
23877,7.0
23878,8.0
23879,1.0
23880,3.0
23881,0.0
23882,1.0
23883,0.0
23884,7.0
23885,23.0
23886,1.0
23887,2.0
23888,4.0
23889,2.0
23890,7.0
23891,2.0
23892,1.0
23893,1.0
23894,6.0
23895,1.0
23896,8.0
23897,2.0
23898,0.0
23899,2.0
23900,3.0
23901,0.0
23902,11.0
23903,0.0
23904,1.0
23905,5.0
23906,0.0
23907,5.0
23908,3.0
23909,6.0
23910,1.0
23911,0.0
23912,4.0
23913,0.0
23914,0.0
23915,10.0
23916,5.0
23917,7.0
23918,2.0
23919,0.0
23920,0.0
23921,0.0
23922,2.0
23923,4.0
23924,2.0
23925,3.0
23926,1.0
23927,1.0
23928,0.0
23929,3.0
23930,3.0
23931,0.0
23932,0.0
23933,11.0
23934,1.0
23935,0.0
23936,6.0
23937,1.0
23938,1.0
23939,7.0
23940,0.0
23941,1.0
23942,2.0
23943,4.0
23944,2.0
23945,5.0
23946,7.0
23947,4.0
23948,9.0
23949,6.0
23950,8.0
23951,6.0
23952,3.0
23953,5.0
23954,1.0
23955,4.0
23956,0.0
23957,5.0
23958,0.0
23959,0.0
23960,4.0
23961,2.0
23962,1.0
23963,9.0
23964,3.0
23965,4.0
23966,1.0
23967,11.0
23968,2.0
23969,3.0
23970,14.0
23971,0.0
23972,7.0
23973,0.0
23974,1.0
23975,2.0
23976,0.0
23977,6.0
23978,9.0
23979,4.0
23980,7.0
23981,1.0
23982,1.0
23983,13.0
23984,5.0
23985,9.0
23986,0.0
23987,7.0
23988,7.0
23989,0.0
23990,0.0
23991,2.0
23992,0.0
23993,12.0
23994,2.0
23995,0.0
23996,0.0
23997,7.0
23998,6.0
23999,1.0
24000,1.0
24001,2.0
24002,2.0
24003,0.0
24004,2.0
24005,18.0
24006,7.0
24007,2.0
24008,2.0
24009,3.0
24010,0.0
24011,2.0
24012,2.0
24013,2.0
24014,7.0
24015,8.0
24016,1.0
24017,0.0
24018,2.0
24019,17.0
24020,0.0
24021,0.0
24022,3.0
24023,8.0
24024,2.0
24025,2.0
24026,0.0
24027,4.0
24028,1.0
24029,7.0
24030,3.0
24031,1.0
24032,5.0
24033,0.0
24034,2.0
24035,2.0
24036,1.0
24037,7.0
24038,0.0
24039,3.0
24040,0.0
24041,0.0
24042,0.0
24043,14.0
24044,0.0
24045,1.0
24046,22.0
24047,3.0
24048,2.0
24049,4.0
24050,5.0
24051,5.0
24052,0.0
24053,2.0
24054,0.0
24055,1.0
24056,10.0
24057,14.0
24058,13.0
24059,0.0
24060,3.0
24061,2.0
24062,0.0
24063,15.0
24064,1.0
24065,1.0
24066,9.0
24067,12.0
24068,1.0
24069,3.0
24070,12.0
24071,1.0
24072,6.0
24073,0.0
24074,6.0
24075,12.0
24076,14.0
24077,8.0
24078,15.0
24079,1.0
24080,4.0
24081,5.0
24082,3.0
24083,1.0
24084,2.0
24085,0.0
24086,3.0
24087,1.0
24088,15.0
24089,0.0
24090,11.0
24091,4.0
24092,9.0
24093,1.0
24094,1.0
24095,0.0
24096,1.0
24097,13.0
24098,2.0
24099,3.0
24100,1.0
24101,2.0
24102,0.0
24103,0.0
24104,5.0
24105,0.0
24106,1.0
24107,4.0
24108,0.0
24109,0.0
24110,2.0
24111,2.0
24112,1.0
24113,3.0
24114,2.0
24115,5.0
24116,4.0
24117,15.0
24118,0.0
24119,0.0
24120,2.0
24121,4.0
24122,5.0
24123,0.0
24124,3.0
24125,1.0
24126,1.0
24127,0.0
24128,20.0
24129,0.0
24130,2.0
24131,3.0
24132,0.0
24133,0.0
24134,5.0
24135,0.0
24136,0.0
24137,4.0
24138,1.0
24139,4.0
24140,0.0
24141,2.0
24142,0.0
24143,4.0
24144,1.0
24145,1.0
24146,4.0
24147,4.0
24148,0.0
24149,1.0
24150,2.0
24151,0.0
24152,1.0
24153,2.0
24154,2.0
24155,6.0
24156,0.0
24157,0.0
24158,10.0
24159,1.0
24160,3.0
24161,0.0
24162,0.0
24163,2.0
24164,0.0
24165,3.0
24166,4.0
24167,0.0
24168,1.0
24169,6.0
24170,2.0
24171,2.0
24172,0.0
24173,0.0
24174,8.0
24175,8.0
24176,2.0
24177,3.0
24178,0.0
24179,0.0
24180,4.0
24181,4.0
24182,3.0
24183,2.0
24184,6.0
24185,5.0
24186,2.0
24187,2.0
24188,3.0
24189,3.0
24190,1.0
24191,5.0
24192,1.0
24193,3.0
24194,1.0
24195,1.0
24196,1.0
24197,8.0
24198,0.0
24199,0.0
24200,1.0
24201,0.0
24202,0.0
24203,3.0
24204,0.0
24205,3.0
24206,0.0
24207,5.0
24208,0.0
24209,0.0
24210,0.0
24211,6.0
24212,3.0
24213,12.0
24214,3.0
24215,0.0
24216,1.0
24217,0.0
24218,0.0
24219,1.0
24220,0.0
24221,19.0
24222,0.0
24223,1.0
24224,1.0
24225,2.0
24226,0.0
24227,0.0
24228,0.0
24229,2.0
24230,3.0
24231,6.0
24232,0.0
24233,4.0
24234,0.0
24235,2.0
24236,4.0
24237,4.0
24238,5.0
24239,1.0
24240,5.0
24241,6.0
24242,0.0
24243,0.0
24244,0.0
24245,0.0
24246,2.0
24247,14.0
24248,6.0
24249,1.0
24250,5.0
24251,12.0
24252,5.0
24253,0.0
24254,4.0
24255,1.0
24256,4.0
24257,0.0
24258,0.0
24259,2.0
24260,2.0
24261,11.0
24262,5.0
24263,3.0
24264,0.0
24265,3.0
24266,0.0
24267,15.0
24268,1.0
24269,0.0
24270,2.0
24271,0.0
24272,1.0
24273,1.0
24274,1.0
24275,1.0
24276,3.0
24277,12.0
24278,2.0
24279,0.0
24280,0.0
24281,0.0
24282,1.0
24283,2.0
24284,0.0
24285,1.0
24286,0.0
24287,5.0
24288,1.0
24289,0.0
24290,1.0
24291,0.0
24292,1.0
24293,0.0
24294,0.0
24295,0.0
24296,0.0
24297,1.0
24298,0.0
24299,3.0
24300,0.0
24301,9.0
24302,0.0
24303,0.0
24304,0.0
24305,0.0
24306,0.0
24307,3.0
24308,0.0
24309,0.0
24310,0.0
24311,0.0
24312,0.0
24313,0.0
24314,0.0
24315,0.0
24316,2.0
24317,1.0
24318,0.0
24319,0.0
24320,0.0
24321,2.0
24322,0.0
24323,0.0
24324,0.0
24325,0.0
24326,0.0
24327,0.0
24328,0.0
24329,1.0
24330,0.0
24331,0.0
24332,0.0
24333,2.0
24334,0.0
24335,0.0
24336,0.0
24337,0.0
24338,1.0
24339,0.0
24340,1.0
24341,3.0
24342,0.0
24343,0.0
24344,0.0
24345,0.0
24346,0.0
24347,2.0
24348,0.0
24349,0.0
24350,0.0
24351,0.0
24352,0.0
24353,0.0
24354,0.0
24355,0.0
24356,1.0
24357,0.0
24358,1.0
24359,0.0
24360,0.0
24361,1.0
24362,0.0
24363,1.0
24364,0.0
24365,0.0
24366,0.0
24367,1.0
24368,0.0
24369,0.0
24370,0.0
24371,2.0
24372,1.0
24373,1.0
24374,0.0
24375,0.0
24376,0.0
24377,0.0
24378,0.0
24379,1.0
24380,2.0
24381,0.0
24382,0.0
24383,0.0
24384,0.0
24385,1.0
24386,0.0
24387,0.0
24388,0.0
24389,0.0
24390,0.0
24391,0.0
24392,1.0
24393,4.0
24394,0.0
24395,1.0
24396,0.0
24397,0.0
24398,0.0
24399,1.0
24400,0.0
24401,0.0
24402,0.0
24403,0.0
24404,2.0
24405,0.0
24406,0.0
24407,0.0
24408,1.0
24409,1.0
24410,0.0
24411,0.0
24412,0.0
24413,2.0
24414,6.0
24415,1.0
24416,0.0
24417,1.0
24418,2.0
24419,0.0
24420,2.0
24421,0.0
24422,0.0
24423,0.0
24424,2.0
24425,3.0
24426,4.0
24427,0.0
24428,5.0
24429,0.0
24430,0.0
24431,0.0
24432,1.0
24433,0.0
24434,0.0
24435,9.0
24436,8.0
24437,2.0
24438,4.0
24439,2.0
24440,0.0
24441,0.0
24442,1.0
24443,0.0
24444,0.0
24445,0.0
24446,2.0
24447,0.0
24448,0.0
24449,0.0
24450,6.0
24451,0.0
24452,0.0
24453,0.0
24454,0.0
24455,0.0
24456,3.0
24457,0.0
24458,0.0
24459,0.0
24460,4.0
24461,4.0
24462,0.0
24463,0.0
24464,1.0
24465,2.0
24466,0.0
24467,1.0
24468,2.0
24469,1.0
24470,0.0
24471,1.0
24472,1.0
24473,0.0
24474,0.0
24475,0.0
24476,5.0
24477,0.0
24478,0.0
24479,1.0
24480,0.0
24481,0.0
24482,0.0
24483,0.0
24484,2.0
24485,0.0
24486,0.0
24487,0.0
24488,0.0
24489,0.0
24490,1.0
24491,0.0
24492,15.0
24493,6.0
24494,0.0
24495,0.0
24496,0.0
24497,4.0
24498,0.0
24499,0.0
24500,0.0
24501,0.0
24502,0.0
24503,1.0
24504,2.0
24505,1.0
24506,0.0
24507,1.0
24508,2.0
24509,0.0
24510,6.0
24511,0.0
24512,1.0
24513,0.0
24514,14.0
24515,0.0
24516,0.0
24517,0.0
24518,0.0
24519,0.0
24520,3.0
24521,3.0
24522,0.0
24523,0.0
24524,0.0
24525,3.0
24526,0.0
24527,0.0
24528,5.0
24529,0.0
24530,16.0
24531,0.0
24532,5.0
24533,0.0
24534,1.0
24535,0.0
24536,0.0
24537,0.0
24538,0.0
24539,0.0
24540,0.0
24541,0.0
24542,0.0
24543,0.0
24544,0.0
24545,0.0
24546,3.0
24547,2.0
24548,15.0
24549,0.0
24550,1.0
24551,0.0
24552,0.0
24553,0.0
24554,0.0
24555,0.0
24556,1.0
24557,4.0
24558,0.0
24559,2.0
24560,4.0
24561,2.0
24562,0.0
24563,0.0
24564,0.0
24565,2.0
24566,0.0
24567,1.0
24568,0.0
24569,2.0
24570,0.0
24571,0.0
24572,0.0
24573,2.0
24574,0.0
24575,7.0
24576,7.0
24577,1.0
24578,7.0
24579,0.0
24580,1.0
24581,3.0
24582,0.0
24583,0.0
24584,0.0
24585,2.0
24586,5.0
24587,3.0
24588,0.0
24589,0.0
24590,6.0
24591,0.0
24592,10.0
24593,0.0
24594,0.0
24595,0.0
24596,0.0
24597,0.0
24598,25.0
24599,13.0
24600,0.0
24601,0.0
24602,1.0
24603,0.0
24604,0.0
24605,0.0
24606,0.0
24607,0.0
24608,2.0
24609,5.0
24610,0.0
24611,7.0
24612,0.0
24613,0.0
24614,0.0
24615,1.0
24616,1.0
24617,0.0
24618,9.0
24619,9.0
24620,0.0
24621,0.0
24622,5.0
24623,1.0
24624,0.0
24625,1.0
24626,0.0
24627,1.0
24628,0.0
24629,0.0
24630,0.0
24631,0.0
24632,0.0
24633,0.0
24634,0.0
24635,2.0
24636,0.0
24637,1.0
24638,0.0
24639,0.0
24640,2.0
24641,1.0
24642,0.0
24643,1.0
24644,0.0
24645,0.0
24646,0.0
24647,0.0
24648,0.0
24649,0.0
24650,0.0
24651,0.0
24652,7.0
24653,6.0
24654,0.0
24655,0.0
24656,0.0
24657,2.0
24658,0.0
24659,4.0
24660,1.0
24661,3.0
24662,0.0
24663,0.0
24664,0.0
24665,0.0
24666,0.0
24667,0.0
24668,3.0
24669,2.0
24670,0.0
24671,3.0
24672,0.0
24673,0.0
24674,0.0
24675,2.0
24676,3.0
24677,0.0
24678,4.0
24679,0.0
24680,7.0
24681,2.0
24682,0.0
24683,0.0
24684,1.0
24685,0.0
24686,0.0
24687,0.0
24688,0.0
24689,0.0
24690,0.0
24691,3.0
24692,1.0
24693,0.0
24694,11.0
24695,11.0
24696,0.0
24697,6.0
24698,0.0
24699,0.0
24700,2.0
24701,2.0
24702,0.0
24703,0.0
24704,0.0
24705,0.0
24706,0.0
24707,0.0
24708,0.0
24709,1.0
24710,3.0
24711,0.0
24712,0.0
24713,1.0
24714,0.0
24715,3.0
24716,1.0
24717,0.0
24718,2.0
24719,0.0
24720,0.0
24721,4.0
24722,1.0
24723,2.0
24724,1.0
24725,0.0
24726,0.0
24727,3.0
24728,0.0
24729,1.0
24730,0.0
24731,5.0
24732,0.0
24733,4.0
24734,0.0
24735,1.0
24736,0.0
24737,3.0
24738,1.0
24739,0.0
24740,0.0
24741,1.0
24742,0.0
24743,0.0
24744,0.0
24745,1.0
24746,0.0
24747,0.0
24748,0.0
24749,0.0
24750,0.0
24751,0.0
24752,0.0
24753,2.0
24754,0.0
24755,0.0
24756,0.0
24757,0.0
24758,0.0
24759,0.0
24760,0.0
24761,0.0
24762,0.0
24763,2.0
24764,0.0
24765,0.0
24766,0.0
24767,0.0
24768,0.0
24769,0.0
24770,1.0
24771,0.0
24772,0.0
24773,0.0
24774,0.0
24775,1.0
24776,1.0
24777,0.0
24778,0.0
24779,1.0
24780,0.0
24781,0.0
24782,0.0
24783,0.0
24784,0.0
24785,0.0
24786,4.0
24787,0.0
24788,0.0
24789,0.0
24790,0.0
24791,0.0
24792,0.0
24793,1.0
24794,0.0
24795,1.0
24796,0.0
24797,1.0
24798,1.0
24799,1.0
24800,0.0
24801,0.0
24802,0.0
24803,1.0
24804,0.0
24805,0.0
24806,0.0
24807,0.0
24808,0.0
24809,0.0
24810,1.0
24811,11.0
24812,1.0
24813,0.0
24814,2.0
24815,0.0
24816,21.0
24817,2.0
24818,0.0
24819,3.0
24820,1.0
24821,0.0
24822,0.0
24823,0.0
24824,1.0
24825,0.0
24826,0.0
24827,1.0
24828,0.0
24829,0.0
24830,0.0
24831,3.0
24832,0.0
24833,0.0
24834,3.0
24835,0.0
24836,1.0
24837,1.0
24838,0.0
24839,0.0
24840,0.0
24841,1.0
24842,0.0
24843,0.0
24844,2.0
24845,0.0
24846,22.0
24847,1.0
24848,0.0
24849,0.0
24850,0.0
24851,0.0
24852,0.0
24853,0.0
24854,1.0
24855,0.0
24856,1.0
24857,0.0
24858,0.0
24859,0.0
24860,0.0
24861,3.0
24862,2.0
24863,2.0
24864,0.0
24865,0.0
24866,1.0
24867,2.0
24868,0.0
24869,0.0
24870,2.0
24871,0.0
24872,0.0
24873,6.0
24874,0.0
24875,0.0
24876,0.0
24877,0.0
24878,0.0
24879,4.0
24880,5.0
24881,0.0
24882,0.0
24883,0.0
24884,0.0
24885,0.0
24886,0.0
24887,0.0
24888,0.0
24889,0.0
24890,1.0
24891,0.0
24892,0.0
24893,3.0
24894,0.0
24895,0.0
24896,1.0
24897,0.0
24898,3.0
24899,1.0
24900,3.0
24901,0.0
24902,0.0
24903,0.0
24904,0.0
24905,0.0
24906,0.0
24907,0.0
24908,0.0
24909,1.0
24910,0.0
24911,0.0
24912,0.0
24913,0.0
24914,0.0
24915,0.0
24916,1.0
24917,4.0
24918,0.0
24919,5.0
24920,1.0
24921,0.0
24922,6.0
24923,1.0
24924,0.0
24925,1.0
24926,0.0
24927,1.0
24928,19.0
24929,5.0
24930,1.0
24931,0.0
24932,0.0
24933,3.0
24934,2.0
24935,0.0
24936,5.0
24937,0.0
24938,0.0
24939,0.0
24940,0.0
24941,0.0
24942,1.0
24943,3.0
24944,0.0
24945,2.0
24946,10.0
24947,1.0
24948,0.0
24949,0.0
24950,1.0
24951,8.0
24952,1.0
24953,1.0
24954,10.0
24955,4.0
24956,3.0
24957,1.0
24958,3.0
24959,2.0
24960,0.0
24961,3.0
24962,1.0
24963,3.0
24964,1.0
24965,1.0
24966,1.0
24967,0.0
24968,5.0
24969,3.0
24970,0.0
24971,6.0
24972,3.0
24973,0.0
24974,0.0
24975,0.0
24976,0.0
24977,1.0
24978,2.0
24979,0.0
24980,1.0
24981,0.0
24982,0.0
24983,0.0
24984,4.0
24985,0.0
24986,0.0
24987,0.0
24988,2.0
24989,3.0
24990,0.0
24991,2.0
24992,1.0
24993,0.0
24994,6.0
24995,5.0
24996,1.0
24997,5.0
24998,1.0
24999,4.0
25000,1.0
25001,2.0
25002,3.0
25003,0.0
25004,0.0
25005,0.0
25006,0.0
25007,0.0
25008,0.0
25009,2.0
25010,0.0
25011,0.0
25012,0.0
25013,2.0
25014,0.0
25015,0.0
25016,0.0
25017,1.0
25018,2.0
25019,0.0
25020,0.0
25021,1.0
25022,0.0
25023,0.0
25024,0.0
25025,0.0
25026,0.0
25027,0.0
25028,2.0
25029,0.0
25030,0.0
25031,0.0
25032,1.0
25033,3.0
25034,1.0
25035,1.0
25036,0.0
25037,0.0
25038,6.0
25039,3.0
25040,1.0
25041,1.0
25042,6.0
25043,0.0
25044,1.0
25045,0.0
25046,0.0
25047,3.0
25048,0.0
25049,0.0
25050,1.0
25051,0.0
25052,0.0
25053,0.0
25054,0.0
25055,0.0
25056,1.0
25057,1.0
25058,0.0
25059,2.0
25060,0.0
25061,0.0
25062,0.0
25063,0.0
25064,0.0
25065,0.0
25066,0.0
25067,3.0
25068,0.0
25069,0.0
25070,0.0
25071,1.0
25072,0.0
25073,0.0
25074,1.0
25075,13.0
25076,1.0
25077,0.0
25078,14.0
25079,0.0
25080,0.0
25081,0.0
25082,0.0
25083,0.0
25084,1.0
25085,0.0
25086,0.0
25087,0.0
25088,0.0
25089,0.0
25090,2.0
25091,4.0
25092,0.0
25093,0.0
25094,0.0
25095,0.0
25096,0.0
25097,0.0
25098,4.0
25099,1.0
25100,0.0
25101,0.0
25102,0.0
25103,0.0
25104,2.0
25105,0.0
25106,0.0
25107,0.0
25108,0.0
25109,0.0
25110,1.0
25111,0.0
25112,3.0
25113,0.0
25114,0.0
25115,0.0
25116,0.0
25117,0.0
25118,0.0
25119,0.0
25120,0.0
25121,0.0
25122,0.0
25123,0.0
25124,0.0
25125,1.0
25126,0.0
25127,1.0
25128,3.0
25129,0.0
25130,4.0
25131,0.0
25132,0.0
25133,0.0
25134,0.0
25135,1.0
25136,0.0
25137,15.0
25138,1.0
25139,0.0
25140,0.0
25141,9.0
25142,1.0
25143,0.0
25144,0.0
25145,0.0
25146,0.0
25147,8.0
25148,1.0
25149,1.0
25150,0.0
25151,0.0
25152,1.0
25153,0.0
25154,0.0
25155,5.0
25156,0.0
25157,0.0
25158,0.0
25159,0.0
25160,0.0
25161,1.0
25162,1.0
25163,0.0
25164,0.0
25165,0.0
25166,0.0
25167,4.0
25168,0.0
25169,0.0
25170,0.0
25171,1.0
25172,0.0
25173,0.0
25174,0.0
25175,0.0
25176,0.0
25177,0.0
25178,1.0
25179,2.0
25180,0.0
25181,0.0
25182,1.0
25183,0.0
25184,0.0
25185,0.0
25186,0.0
25187,0.0
25188,0.0
25189,0.0
25190,0.0
25191,0.0
25192,1.0
25193,0.0
25194,5.0
25195,1.0
25196,0.0
25197,0.0
25198,0.0
25199,4.0
25200,0.0
25201,0.0
25202,0.0
25203,0.0
25204,0.0
25205,0.0
25206,0.0
25207,0.0
25208,0.0
25209,0.0
25210,1.0
25211,0.0
25212,0.0
25213,13.0
25214,0.0
25215,3.0
25216,2.0
25217,4.0
25218,0.0
25219,0.0
25220,0.0
25221,0.0
25222,0.0
25223,0.0
25224,2.0
25225,3.0
25226,0.0
25227,1.0
25228,0.0
25229,0.0
25230,0.0
25231,9.0
25232,0.0
25233,0.0
25234,0.0
25235,1.0
25236,1.0
25237,3.0
25238,1.0
25239,0.0
25240,0.0
25241,0.0
25242,22.0
25243,0.0
25244,0.0
25245,0.0
25246,0.0
25247,5.0
25248,2.0
25249,0.0
25250,2.0
25251,0.0
25252,11.0
25253,14.0
25254,0.0
25255,0.0
25256,0.0
25257,0.0
25258,0.0
25259,0.0
25260,0.0
25261,5.0
25262,0.0
25263,2.0
25264,0.0
25265,3.0
25266,0.0
25267,2.0
25268,0.0
25269,0.0
25270,0.0
25271,0.0
25272,0.0
