,Fzd3
18553,2.0
18554,1.0
18555,0.0
18556,0.0
18557,1.0
18558,6.0
18559,0.0
18560,0.0
18561,0.0
18562,0.0
18563,1.0
18564,0.0
18565,4.0
18566,3.0
18567,0.0
18568,5.0
18569,0.0
18570,0.0
18571,1.0
18572,1.0
18573,0.0
18574,1.0
18575,3.0
18576,14.0
18577,0.0
18578,3.0
18579,4.0
18580,6.0
18581,0.0
18582,7.0
18583,4.0
18584,0.0
18585,0.0
18586,1.0
18587,3.0
18588,10.0
18589,6.0
18590,0.0
18591,0.0
18592,2.0
18593,0.0
18594,3.0
18595,5.0
18596,3.0
18597,4.0
18598,0.0
18599,5.0
18600,1.0
18601,9.0
18602,12.0
18603,2.0
18604,9.0
18605,1.0
18606,7.0
18607,2.0
18608,4.0
18609,5.0
18610,0.0
18611,1.0
18612,3.0
18613,2.0
18614,1.0
18615,0.0
18616,1.0
18617,0.0
18618,0.0
18619,1.0
18620,0.0
18621,3.0
18622,10.0
18623,5.0
18624,8.0
18625,9.0
18626,5.0
18627,10.0
18628,0.0
18629,6.0
18630,5.0
18631,1.0
18632,7.0
18633,4.0
18634,4.0
18635,0.0
18636,8.0
18637,3.0
18638,4.0
18639,0.0
18640,7.0
18641,3.0
18642,14.0
18643,12.0
18644,5.0
18645,0.0
18646,6.0
18647,2.0
18648,8.0
18649,4.0
18650,7.0
18651,3.0
18652,3.0
18653,3.0
18654,6.0
18655,0.0
18656,3.0
18657,6.0
18658,5.0
18659,6.0
18660,0.0
18661,3.0
18662,5.0
18663,2.0
18664,0.0
18665,4.0
18666,1.0
18667,7.0
18668,9.0
18669,2.0
18670,2.0
18671,1.0
18672,3.0
18673,4.0
18674,8.0
18675,0.0
18676,2.0
18677,1.0
18678,5.0
18679,1.0
18680,2.0
18681,0.0
18682,0.0
18683,4.0
18684,1.0
18685,0.0
18686,0.0
18687,4.0
18688,0.0
18689,0.0
18690,2.0
18691,0.0
18692,3.0
18693,0.0
18694,1.0
18695,0.0
18696,2.0
18697,0.0
18698,0.0
18699,0.0
18700,0.0
18701,1.0
18702,3.0
18703,1.0
18704,3.0
18705,1.0
18706,21.0
18707,0.0
18708,2.0
18709,0.0
18710,0.0
18711,2.0
18712,0.0
18713,1.0
18714,2.0
18715,15.0
18716,0.0
18717,7.0
18718,0.0
18719,2.0
18720,0.0
18721,1.0
18722,10.0
18723,1.0
18724,2.0
18725,1.0
18726,2.0
18727,4.0
18728,0.0
18729,6.0
18730,0.0
18731,6.0
18732,3.0
18733,0.0
18734,2.0
18735,0.0
18736,5.0
18737,0.0
18738,4.0
18739,0.0
18740,3.0
18741,9.0
18742,0.0
18743,0.0
18744,6.0
18745,3.0
18746,1.0
18747,12.0
18748,2.0
18749,1.0
18750,1.0
18751,2.0
18752,11.0
18753,1.0
18754,0.0
18755,0.0
18756,10.0
18757,3.0
18758,0.0
18759,6.0
18760,0.0
18761,8.0
18762,1.0
18763,10.0
18764,3.0
18765,6.0
18766,1.0
18767,2.0
18768,7.0
18769,6.0
18770,0.0
18771,1.0
18772,14.0
18773,0.0
18774,2.0
18775,0.0
18776,2.0
18777,4.0
18778,0.0
18779,0.0
18780,1.0
18781,1.0
18782,1.0
18783,0.0
18784,0.0
18785,0.0
18786,5.0
18787,0.0
18788,1.0
18789,1.0
18790,2.0
18791,4.0
18792,0.0
18793,0.0
18794,0.0
18795,2.0
18796,1.0
18797,7.0
18798,0.0
18799,0.0
18800,0.0
18801,0.0
18802,3.0
18803,0.0
18804,1.0
18805,0.0
18806,0.0
18807,0.0
18808,1.0
18809,0.0
18810,0.0
18811,1.0
18812,0.0
18813,6.0
18814,6.0
18815,1.0
18816,5.0
18817,0.0
18818,1.0
18819,0.0
18820,0.0
18821,14.0
18822,7.0
18823,1.0
18824,17.0
18825,4.0
18826,9.0
18827,9.0
18828,26.0
18829,9.0
18830,12.0
18831,19.0
18832,1.0
18833,0.0
18834,17.0
18835,0.0
18836,3.0
18837,6.0
18838,23.0
18839,13.0
18840,1.0
18841,0.0
18842,1.0
18843,16.0
18844,1.0
18845,0.0
18846,3.0
18847,2.0
18848,5.0
18849,0.0
18850,14.0
18851,0.0
18852,4.0
18853,2.0
18854,2.0
18855,0.0
18856,11.0
18857,3.0
18858,13.0
18859,0.0
18860,0.0
18861,0.0
18862,4.0
18863,0.0
18864,2.0
18865,8.0
18866,8.0
18867,7.0
18868,16.0
18869,15.0
18870,12.0
18871,0.0
18872,0.0
18873,20.0
18874,3.0
18875,1.0
18876,6.0
18877,15.0
18878,5.0
18879,3.0
18880,4.0
18881,18.0
18882,0.0
18883,3.0
18884,21.0
18885,23.0
18886,11.0
18887,6.0
18888,9.0
18889,10.0
18890,10.0
18891,2.0
18892,8.0
18893,6.0
18894,4.0
18895,11.0
18896,0.0
18897,2.0
18898,3.0
18899,1.0
18900,0.0
18901,27.0
18902,3.0
18903,21.0
18904,11.0
18905,17.0
18906,7.0
18907,17.0
18908,4.0
18909,0.0
18910,4.0
18911,6.0
18912,18.0
18913,2.0
18914,4.0
18915,10.0
18916,13.0
18917,11.0
18918,10.0
18919,9.0
18920,0.0
18921,9.0
18922,0.0
18923,10.0
18924,8.0
18925,17.0
18926,13.0
18927,11.0
18928,14.0
18929,0.0
18930,8.0
18931,17.0
18932,1.0
18933,20.0
18934,17.0
18935,0.0
18936,8.0
18937,2.0
18938,1.0
18939,25.0
18940,7.0
18941,1.0
18942,1.0
18943,8.0
18944,4.0
18945,2.0
18946,3.0
18947,0.0
18948,1.0
18949,9.0
18950,8.0
18951,1.0
18952,12.0
18953,7.0
18954,18.0
18955,0.0
18956,0.0
18957,0.0
18958,10.0
18959,1.0
18960,0.0
18961,12.0
18962,2.0
18963,1.0
18964,3.0
18965,10.0
18966,4.0
18967,10.0
18968,4.0
18969,30.0
18970,10.0
18971,11.0
18972,11.0
18973,9.0
18974,6.0
18975,15.0
18976,0.0
18977,9.0
18978,0.0
18979,1.0
18980,13.0
18981,5.0
18982,1.0
18983,8.0
18984,11.0
18985,4.0
18986,9.0
18987,2.0
18988,0.0
18989,14.0
18990,17.0
18991,20.0
18992,3.0
18993,13.0
18994,1.0
18995,19.0
18996,7.0
18997,0.0
18998,7.0
18999,3.0
19000,3.0
19001,7.0
19002,14.0
19003,6.0
19004,15.0
19005,0.0
19006,14.0
19007,2.0
19008,7.0
19009,2.0
19010,16.0
19011,4.0
19012,20.0
19013,0.0
19014,14.0
19015,4.0
19016,0.0
19017,9.0
19018,4.0
19019,10.0
19020,4.0
19021,3.0
19022,7.0
19023,6.0
19024,2.0
19025,8.0
19026,9.0
19027,7.0
19028,14.0
19029,7.0
19030,3.0
19031,1.0
19032,10.0
19033,3.0
19034,3.0
19035,3.0
19036,0.0
19037,0.0
19038,14.0
19039,9.0
19040,10.0
19041,4.0
19042,0.0
19043,4.0
19044,17.0
19045,0.0
19046,5.0
19047,17.0
19048,11.0
19049,7.0
19050,0.0
19051,4.0
19052,1.0
19053,18.0
19054,4.0
19055,12.0
19056,1.0
19057,8.0
19058,0.0
19059,5.0
19060,0.0
19061,6.0
19062,11.0
19063,12.0
19064,1.0
19065,13.0
19066,2.0
19067,0.0
19068,6.0
19069,3.0
19070,6.0
19071,3.0
19072,21.0
19073,12.0
19074,5.0
19075,2.0
19076,1.0
19077,1.0
19078,13.0
19079,6.0
19080,3.0
19081,11.0
19082,10.0
19083,2.0
19084,11.0
19085,3.0
19086,5.0
19087,2.0
19088,2.0
19089,12.0
19090,6.0
19091,3.0
19092,1.0
19093,1.0
19094,16.0
19095,4.0
19096,6.0
19097,1.0
19098,4.0
19099,11.0
19100,3.0
19101,8.0
19102,5.0
19103,7.0
19104,3.0
19105,5.0
19106,2.0
19107,0.0
19108,16.0
19109,1.0
19110,7.0
19111,8.0
19112,7.0
19113,3.0
19114,1.0
19115,0.0
19116,1.0
19117,0.0
19118,8.0
19119,9.0
19120,5.0
19121,1.0
19122,4.0
19123,10.0
19124,2.0
19125,0.0
19126,9.0
19127,2.0
19128,1.0
19129,2.0
19130,1.0
19131,7.0
19132,9.0
19133,6.0
19134,9.0
19135,4.0
19136,2.0
19137,1.0
19138,7.0
19139,5.0
19140,4.0
19141,0.0
19142,4.0
19143,12.0
19144,2.0
19145,2.0
19146,0.0
19147,5.0
19148,3.0
19149,5.0
19150,2.0
19151,2.0
19152,0.0
19153,8.0
19154,7.0
19155,3.0
19156,5.0
19157,4.0
19158,3.0
19159,13.0
19160,1.0
19161,1.0
19162,4.0
19163,7.0
19164,1.0
19165,9.0
19166,6.0
19167,4.0
19168,6.0
19169,21.0
19170,4.0
19171,0.0
19172,1.0
19173,23.0
19174,6.0
19175,1.0
19176,9.0
19177,6.0
19178,2.0
19179,7.0
19180,7.0
19181,4.0
19182,0.0
19183,5.0
19184,0.0
19185,0.0
19186,0.0
19187,4.0
19188,9.0
19189,1.0
19190,1.0
19191,4.0
19192,6.0
19193,0.0
19194,1.0
19195,0.0
19196,1.0
19197,2.0
19198,16.0
19199,2.0
19200,7.0
19201,3.0
19202,6.0
19203,3.0
19204,3.0
19205,0.0
19206,2.0
19207,2.0
19208,0.0
19209,7.0
19210,9.0
19211,2.0
19212,0.0
19213,10.0
19214,7.0
19215,5.0
19216,0.0
19217,1.0
19218,1.0
19219,8.0
19220,0.0
19221,4.0
19222,6.0
19223,15.0
19224,1.0
19225,6.0
19226,8.0
19227,8.0
19228,3.0
19229,10.0
19230,3.0
19231,7.0
19232,5.0
19233,2.0
19234,8.0
19235,6.0
19236,3.0
19237,6.0
19238,1.0
19239,0.0
19240,0.0
19241,2.0
19242,3.0
19243,4.0
19244,1.0
19245,3.0
19246,0.0
19247,0.0
19248,0.0
19249,0.0
19250,5.0
19251,1.0
19252,4.0
19253,3.0
19254,8.0
19255,9.0
19256,5.0
19257,2.0
19258,0.0
19259,5.0
19260,2.0
19261,1.0
19262,2.0
19263,0.0
19264,1.0
19265,3.0
19266,0.0
19267,6.0
19268,2.0
19269,4.0
19270,6.0
19271,0.0
19272,1.0
19273,4.0
19274,3.0
19275,7.0
19276,5.0
19277,4.0
19278,8.0
19279,4.0
19280,9.0
19281,6.0
19282,6.0
19283,2.0
19284,2.0
19285,2.0
19286,3.0
19287,15.0
19288,2.0
19289,0.0
19290,4.0
19291,3.0
19292,4.0
19293,1.0
19294,4.0
19295,1.0
19296,2.0
19297,3.0
19298,1.0
19299,2.0
19300,4.0
19301,1.0
19302,4.0
19303,2.0
19304,7.0
19305,5.0
19306,0.0
19307,0.0
19308,0.0
19309,4.0
19310,1.0
19311,10.0
19312,4.0
19313,0.0
19314,5.0
19315,4.0
19316,1.0
19317,0.0
19318,11.0
19319,4.0
19320,7.0
19321,2.0
19322,2.0
19323,8.0
19324,1.0
19325,0.0
19326,1.0
19327,3.0
19328,1.0
19329,8.0
19330,2.0
19331,8.0
19332,6.0
19333,6.0
19334,4.0
19335,1.0
19336,4.0
19337,3.0
19338,6.0
19339,9.0
19340,2.0
19341,1.0
19342,2.0
19343,1.0
19344,0.0
19345,2.0
19346,0.0
19347,1.0
19348,0.0
19349,0.0
19350,4.0
19351,1.0
19352,0.0
19353,0.0
19354,1.0
19355,1.0
19356,3.0
19357,0.0
19358,1.0
19359,7.0
19360,1.0
19361,0.0
19362,6.0
19363,5.0
19364,2.0
19365,0.0
19366,0.0
19367,0.0
19368,0.0
19369,0.0
19370,0.0
19371,0.0
19372,1.0
19373,5.0
19374,0.0
19375,4.0
19376,0.0
19377,1.0
19378,0.0
19379,0.0
19380,8.0
19381,0.0
19382,5.0
19383,0.0
19384,0.0
19385,0.0
19386,1.0
19387,2.0
19388,1.0
19389,0.0
19390,0.0
19391,3.0
19392,5.0
19393,6.0
19394,2.0
19395,8.0
19396,0.0
19397,2.0
19398,0.0
19399,3.0
19400,2.0
19401,0.0
19402,3.0
19403,1.0
19404,8.0
19405,0.0
19406,2.0
19407,0.0
19408,0.0
19409,2.0
19410,0.0
19411,0.0
19412,5.0
19413,1.0
19414,0.0
19415,1.0
19416,1.0
19417,2.0
19418,2.0
19419,6.0
19420,0.0
19421,0.0
19422,1.0
19423,3.0
19424,0.0
19425,0.0
19426,9.0
19427,2.0
19428,0.0
19429,1.0
19430,5.0
19431,3.0
19432,0.0
19433,1.0
19434,0.0
19435,1.0
19436,0.0
19437,0.0
19438,0.0
19439,0.0
19440,4.0
19441,0.0
19442,0.0
19443,0.0
19444,2.0
19445,4.0
19446,0.0
19447,4.0
19448,0.0
19449,3.0
19450,7.0
19451,2.0
19452,0.0
19453,0.0
19454,0.0
19455,0.0
19456,2.0
19457,3.0
19458,5.0
19459,0.0
19460,1.0
19461,2.0
19462,2.0
19463,1.0
19464,1.0
19465,3.0
19466,0.0
19467,1.0
19468,8.0
19469,2.0
19470,1.0
19471,1.0
19472,4.0
19473,0.0
19474,0.0
19475,0.0
19476,0.0
19477,0.0
19478,0.0
19479,1.0
19480,2.0
19481,3.0
19482,1.0
19483,1.0
19484,0.0
19485,0.0
19486,0.0
19487,0.0
19488,7.0
19489,3.0
19490,0.0
19491,0.0
19492,2.0
19493,0.0
19494,3.0
19495,0.0
19496,7.0
19497,1.0
19498,2.0
19499,3.0
19500,1.0
19501,0.0
19502,0.0
19503,0.0
19504,3.0
19505,3.0
19506,2.0
19507,5.0
19508,0.0
19509,5.0
19510,0.0
19511,1.0
19512,0.0
19513,5.0
19514,2.0
19515,6.0
19516,1.0
19517,1.0
19518,2.0
19519,4.0
19520,1.0
19521,2.0
19522,0.0
19523,0.0
19524,0.0
19525,2.0
19526,1.0
19527,0.0
19528,3.0
19529,0.0
19530,1.0
19531,2.0
19532,1.0
19533,3.0
19534,0.0
19535,8.0
19536,1.0
19537,3.0
19538,2.0
19539,0.0
19540,0.0
19541,0.0
19542,1.0
19543,0.0
19544,5.0
19545,0.0
19546,0.0
19547,9.0
19548,1.0
19549,0.0
19550,4.0
19551,1.0
19552,1.0
19553,4.0
19554,2.0
19555,0.0
19556,0.0
19557,4.0
19558,4.0
19559,1.0
19560,0.0
19561,3.0
19562,1.0
19563,0.0
19564,2.0
19565,0.0
19566,0.0
19567,0.0
19568,2.0
19569,0.0
19570,3.0
19571,2.0
19572,1.0
19573,0.0
19574,2.0
19575,4.0
19576,4.0
19577,7.0
19578,6.0
19579,1.0
19580,3.0
19581,2.0
19582,0.0
19583,3.0
19584,1.0
19585,0.0
19586,3.0
19587,3.0
19588,2.0
19589,1.0
19590,1.0
19591,0.0
19592,1.0
19593,4.0
19594,2.0
19595,2.0
19596,4.0
19597,2.0
19598,0.0
19599,3.0
19600,1.0
19601,0.0
19602,1.0
19603,4.0
19604,0.0
19605,2.0
19606,1.0
19607,2.0
19608,1.0
19609,0.0
19610,0.0
19611,0.0
19612,2.0
19613,2.0
19614,1.0
19615,1.0
19616,1.0
19617,0.0
19618,3.0
19619,1.0
19620,1.0
19621,3.0
19622,4.0
19623,0.0
19624,1.0
19625,0.0
19626,0.0
19627,0.0
19628,0.0
19629,0.0
19630,0.0
19631,0.0
19632,1.0
19633,0.0
19634,0.0
19635,5.0
19636,3.0
19637,0.0
19638,1.0
19639,2.0
19640,1.0
19641,1.0
19642,1.0
19643,0.0
19644,2.0
19645,0.0
19646,1.0
19647,1.0
19648,0.0
19649,0.0
19650,2.0
19651,1.0
19652,2.0
19653,0.0
19654,0.0
19655,0.0
19656,2.0
19657,3.0
19658,0.0
19659,4.0
19660,0.0
19661,1.0
19662,0.0
19663,3.0
19664,1.0
19665,2.0
19666,1.0
19667,0.0
19668,3.0
19669,1.0
19670,1.0
19671,0.0
19672,0.0
19673,0.0
19674,0.0
19675,0.0
19676,0.0
19677,1.0
19678,0.0
19679,0.0
19680,0.0
19681,3.0
19682,0.0
19683,1.0
19684,0.0
19685,0.0
19686,7.0
19687,1.0
19688,2.0
19689,1.0
19690,3.0
19691,0.0
19692,1.0
19693,0.0
19694,2.0
19695,2.0
19696,2.0
19697,1.0
19698,0.0
19699,0.0
19700,0.0
19701,3.0
19702,2.0
19703,2.0
19704,0.0
19705,0.0
19706,1.0
19707,7.0
19708,1.0
19709,2.0
19710,0.0
19711,6.0
19712,1.0
19713,0.0
19714,1.0
19715,1.0
19716,1.0
19717,0.0
19718,1.0
19719,0.0
19720,0.0
19721,0.0
19722,0.0
19723,0.0
19724,5.0
19725,1.0
19726,1.0
19727,0.0
19728,2.0
19729,2.0
19730,0.0
19731,0.0
19732,5.0
19733,3.0
19734,1.0
19735,1.0
19736,1.0
19737,0.0
19738,3.0
19739,0.0
19740,0.0
19741,0.0
19742,0.0
19743,2.0
19744,0.0
19745,0.0
19746,0.0
19747,1.0
19748,0.0
19749,0.0
19750,6.0
19751,6.0
19752,0.0
19753,1.0
19754,1.0
19755,0.0
19756,0.0
19757,1.0
19758,0.0
19759,0.0
19760,0.0
19761,0.0
19762,5.0
19763,3.0
19764,3.0
19765,0.0
19766,1.0
19767,0.0
19768,6.0
19769,0.0
19770,0.0
19771,1.0
19772,4.0
19773,2.0
19774,3.0
19775,3.0
19776,0.0
19777,1.0
19778,2.0
19779,5.0
19780,0.0
19781,1.0
19782,3.0
19783,4.0
19784,1.0
19785,1.0
19786,0.0
19787,0.0
19788,2.0
19789,3.0
19790,1.0
19791,1.0
19792,3.0
19793,0.0
19794,1.0
19795,4.0
19796,0.0
19797,0.0
19798,7.0
19799,1.0
19800,1.0
19801,1.0
19802,3.0
19803,2.0
19804,2.0
19805,0.0
19806,0.0
19807,1.0
19808,2.0
19809,1.0
19810,0.0
19811,1.0
19812,0.0
19813,1.0
19814,0.0
19815,0.0
19816,1.0
19817,2.0
19818,1.0
19819,0.0
19820,1.0
19821,3.0
19822,1.0
19823,5.0
19824,0.0
19825,0.0
19826,0.0
19827,2.0
19828,2.0
19829,3.0
19830,1.0
19831,3.0
19832,2.0
19833,1.0
19834,1.0
19835,1.0
19836,1.0
19837,2.0
19838,2.0
19839,1.0
19840,1.0
19841,1.0
19842,0.0
19843,0.0
19844,6.0
19845,3.0
19846,1.0
19847,0.0
19848,5.0
19849,0.0
19850,3.0
19851,2.0
19852,0.0
19853,2.0
19854,1.0
19855,0.0
19856,9.0
19857,1.0
19858,1.0
19859,0.0
19860,1.0
19861,0.0
19862,1.0
19863,0.0
19864,2.0
19865,1.0
19866,5.0
19867,0.0
19868,0.0
19869,1.0
19870,5.0
19871,2.0
19872,2.0
19873,2.0
19874,5.0
19875,1.0
19876,2.0
19877,2.0
19878,1.0
19879,0.0
19880,5.0
19881,0.0
19882,2.0
19883,4.0
19884,7.0
19885,0.0
19886,1.0
19887,0.0
19888,5.0
19889,0.0
19890,1.0
19891,7.0
19892,2.0
19893,3.0
19894,2.0
19895,1.0
19896,1.0
19897,3.0
19898,1.0
19899,2.0
19900,0.0
19901,2.0
19902,3.0
19903,2.0
19904,4.0
19905,4.0
19906,0.0
19907,0.0
19908,1.0
19909,0.0
19910,0.0
19911,0.0
19912,0.0
19913,2.0
19914,0.0
19915,0.0
19916,0.0
19917,2.0
19918,2.0
19919,5.0
19920,1.0
19921,5.0
19922,2.0
19923,4.0
19924,2.0
19925,1.0
19926,5.0
19927,1.0
19928,0.0
19929,1.0
19930,1.0
19931,2.0
19932,2.0
19933,0.0
19934,4.0
19935,1.0
19936,0.0
19937,0.0
19938,0.0
19939,4.0
19940,0.0
19941,0.0
19942,2.0
19943,3.0
19944,2.0
19945,2.0
19946,0.0
19947,1.0
19948,0.0
19949,0.0
19950,3.0
19951,0.0
19952,0.0
19953,10.0
19954,0.0
19955,1.0
19956,0.0
19957,0.0
19958,0.0
19959,2.0
19960,1.0
19961,4.0
19962,1.0
19963,1.0
19964,4.0
19965,3.0
19966,6.0
19967,0.0
19968,2.0
19969,4.0
19970,1.0
19971,5.0
19972,1.0
19973,0.0
19974,0.0
19975,1.0
19976,7.0
19977,0.0
19978,2.0
19979,2.0
19980,1.0
19981,1.0
19982,0.0
19983,5.0
19984,8.0
19985,2.0
19986,0.0
19987,6.0
19988,1.0
19989,0.0
19990,4.0
19991,0.0
19992,8.0
19993,0.0
19994,7.0
19995,0.0
19996,1.0
19997,2.0
19998,3.0
19999,0.0
20000,5.0
20001,1.0
20002,0.0
20003,0.0
20004,1.0
20005,0.0
20006,0.0
20007,1.0
20008,0.0
20009,0.0
20010,2.0
20011,0.0
20012,0.0
20013,3.0
20014,0.0
20015,0.0
20016,1.0
20017,4.0
20018,10.0
20019,0.0
20020,1.0
20021,1.0
20022,1.0
20023,0.0
20024,0.0
20025,0.0
20026,0.0
20027,3.0
20028,4.0
20029,0.0
20030,2.0
20031,0.0
20032,2.0
20033,0.0
20034,1.0
20035,1.0
20036,1.0
20037,3.0
20038,0.0
20039,6.0
20040,0.0
20041,0.0
20042,0.0
20043,3.0
20044,5.0
20045,0.0
20046,0.0
20047,0.0
20048,0.0
20049,4.0
20050,1.0
20051,0.0
20052,0.0
20053,0.0
20054,1.0
20055,0.0
20056,2.0
20057,2.0
20058,1.0
20059,0.0
20060,5.0
20061,1.0
20062,0.0
20063,1.0
20064,0.0
20065,0.0
20066,0.0
20067,0.0
20068,3.0
20069,4.0
20070,0.0
20071,0.0
20072,1.0
20073,2.0
20074,3.0
20075,2.0
20076,0.0
20077,0.0
20078,1.0
20079,1.0
20080,1.0
20081,4.0
20082,2.0
20083,0.0
20084,5.0
20085,1.0
20086,3.0
20087,1.0
20088,0.0
20089,3.0
20090,1.0
20091,3.0
20092,2.0
20093,0.0
20094,2.0
20095,3.0
20096,3.0
20097,6.0
20098,5.0
20099,5.0
20100,0.0
20101,0.0
20102,5.0
20103,0.0
20104,0.0
20105,2.0
20106,0.0
20107,2.0
20108,1.0
20109,1.0
20110,0.0
20111,5.0
20112,2.0
20113,2.0
20114,1.0
20115,0.0
20116,0.0
20117,1.0
20118,1.0
20119,3.0
20120,2.0
20121,2.0
20122,3.0
20123,5.0
20124,0.0
20125,0.0
20126,0.0
20127,0.0
20128,7.0
20129,0.0
20130,2.0
20131,2.0
20132,3.0
20133,0.0
20134,1.0
20135,2.0
20136,0.0
20137,1.0
20138,1.0
20139,0.0
20140,0.0
20141,2.0
20142,2.0
20143,2.0
20144,1.0
20145,8.0
20146,1.0
20147,2.0
20148,3.0
20149,2.0
20150,0.0
20151,1.0
20152,2.0
20153,0.0
20154,0.0
20155,0.0
20156,0.0
20157,0.0
20158,5.0
20159,0.0
20160,2.0
20161,3.0
20162,3.0
20163,0.0
20164,2.0
20165,3.0
20166,7.0
20167,1.0
20168,0.0
20169,0.0
20170,4.0
20171,2.0
20172,2.0
20173,1.0
20174,0.0
20175,1.0
20176,0.0
20177,11.0
20178,2.0
20179,0.0
20180,0.0
20181,3.0
20182,0.0
20183,1.0
20184,1.0
20185,2.0
20186,3.0
20187,3.0
20188,0.0
20189,0.0
20190,0.0
20191,2.0
20192,5.0
20193,0.0
20194,0.0
20195,3.0
20196,0.0
20197,4.0
20198,0.0
20199,1.0
20200,0.0
20201,0.0
20202,1.0
20203,0.0
20204,1.0
20205,1.0
20206,2.0
20207,1.0
20208,0.0
20209,4.0
20210,1.0
20211,0.0
20212,0.0
20213,0.0
20214,1.0
20215,1.0
20216,0.0
20217,3.0
20218,0.0
20219,2.0
20220,1.0
20221,4.0
20222,0.0
20223,0.0
20224,4.0
20225,2.0
20226,0.0
20227,1.0
20228,0.0
20229,3.0
20230,1.0
20231,4.0
20232,0.0
20233,0.0
20234,1.0
20235,1.0
20236,0.0
20237,2.0
20238,3.0
20239,2.0
20240,2.0
20241,6.0
20242,1.0
20243,0.0
20244,4.0
20245,0.0
20246,5.0
20247,0.0
20248,1.0
20249,1.0
20250,0.0
20251,0.0
20252,0.0
20253,5.0
20254,1.0
20255,3.0
20256,2.0
20257,0.0
20258,1.0
20259,2.0
20260,3.0
20261,2.0
20262,1.0
20263,3.0
20264,1.0
20265,0.0
20266,0.0
20267,0.0
20268,2.0
20269,2.0
20270,2.0
20271,3.0
20272,0.0
20273,3.0
20274,0.0
20275,1.0
20276,0.0
20277,1.0
20278,3.0
20279,1.0
20280,0.0
20281,4.0
20282,3.0
20283,0.0
20284,0.0
20285,3.0
20286,3.0
20287,1.0
20288,2.0
20289,1.0
20290,0.0
20291,0.0
20292,1.0
20293,0.0
20294,1.0
20295,0.0
20296,2.0
20297,0.0
20298,0.0
20299,2.0
20300,3.0
20301,1.0
20302,2.0
20303,0.0
20304,0.0
20305,2.0
20306,3.0
20307,2.0
20308,2.0
20309,4.0
20310,1.0
20311,1.0
20312,0.0
20313,2.0
20314,0.0
20315,0.0
20316,1.0
20317,2.0
20318,7.0
20319,0.0
20320,0.0
20321,2.0
20322,0.0
20323,1.0
20324,0.0
20325,1.0
20326,6.0
20327,0.0
20328,0.0
20329,3.0
20330,1.0
20331,0.0
20332,4.0
20333,1.0
20334,0.0
20335,1.0
20336,1.0
20337,2.0
20338,4.0
20339,3.0
20340,1.0
20341,4.0
20342,3.0
20343,1.0
20344,0.0
20345,1.0
20346,1.0
20347,2.0
20348,2.0
20349,0.0
20350,5.0
20351,0.0
20352,2.0
20353,0.0
20354,2.0
20355,2.0
20356,0.0
20357,0.0
20358,2.0
20359,4.0
20360,1.0
20361,0.0
20362,6.0
20363,1.0
20364,4.0
20365,7.0
20366,3.0
20367,4.0
20368,0.0
20369,3.0
20370,4.0
20371,1.0
20372,1.0
20373,2.0
20374,0.0
20375,2.0
20376,5.0
20377,2.0
20378,0.0
20379,1.0
20380,0.0
20381,1.0
20382,1.0
20383,5.0
20384,0.0
20385,2.0
20386,6.0
20387,1.0
20388,0.0
20389,1.0
20390,0.0
20391,2.0
20392,0.0
20393,0.0
20394,0.0
20395,2.0
20396,0.0
20397,0.0
20398,2.0
20399,1.0
20400,1.0
20401,0.0
20402,0.0
20403,1.0
20404,4.0
20405,0.0
20406,4.0
20407,1.0
20408,2.0
20409,1.0
20410,2.0
20411,0.0
20412,2.0
20413,0.0
20414,1.0
20415,4.0
20416,0.0
20417,3.0
20418,0.0
20419,4.0
20420,0.0
20421,0.0
20422,2.0
20423,0.0
20424,1.0
20425,1.0
20426,2.0
20427,0.0
20428,3.0
20429,1.0
20430,0.0
20431,1.0
20432,0.0
20433,1.0
20434,0.0
20435,0.0
20436,0.0
20437,0.0
20438,3.0
20439,2.0
20440,2.0
20441,0.0
20442,1.0
20443,1.0
20444,2.0
20445,1.0
20446,1.0
20447,0.0
20448,3.0
20449,2.0
20450,2.0
20451,1.0
20452,0.0
20453,3.0
20454,2.0
20455,0.0
20456,3.0
20457,1.0
20458,6.0
20459,1.0
20460,1.0
20461,1.0
20462,5.0
20463,5.0
20464,3.0
20465,3.0
20466,6.0
20467,0.0
20468,0.0
20469,1.0
20470,0.0
20471,0.0
20472,0.0
20473,6.0
20474,4.0
20475,0.0
20476,7.0
20477,0.0
20478,0.0
20479,0.0
20480,1.0
20481,0.0
20482,1.0
20483,1.0
20484,0.0
20485,0.0
20486,4.0
20487,1.0
20488,4.0
20489,4.0
20490,2.0
20491,0.0
20492,3.0
20493,0.0
20494,1.0
20495,2.0
20496,1.0
20497,0.0
20498,0.0
20499,5.0
20500,1.0
20501,3.0
20502,4.0
20503,0.0
20504,0.0
20505,1.0
20506,0.0
20507,3.0
20508,2.0
20509,0.0
20510,3.0
20511,0.0
20512,5.0
20513,3.0
20514,0.0
20515,4.0
20516,6.0
20517,1.0
20518,0.0
20519,4.0
20520,0.0
20521,1.0
20522,0.0
20523,0.0
20524,0.0
20525,3.0
20526,0.0
20527,0.0
20528,0.0
20529,2.0
20530,5.0
20531,2.0
20532,0.0
20533,4.0
20534,1.0
20535,2.0
20536,4.0
20537,1.0
20538,0.0
20539,0.0
20540,0.0
20541,0.0
20542,2.0
20543,3.0
20544,4.0
20545,3.0
20546,1.0
20547,1.0
20548,0.0
20549,0.0
20550,0.0
20551,2.0
