,Fzd3
79575,1.0
79576,0.0
79577,1.0
79578,1.0
79579,3.0
79580,2.0
79581,1.0
79582,0.0
79583,3.0
79584,0.0
79585,1.0
79586,4.0
79587,3.0
79588,3.0
79589,1.0
79590,1.0
79591,1.0
79592,1.0
79593,4.0
79594,0.0
79595,4.0
79596,0.0
79597,0.0
79598,0.0
79599,1.0
79600,5.0
79601,2.0
79602,10.0
79603,1.0
79604,2.0
79605,2.0
79606,6.0
79607,2.0
79608,0.0
79609,2.0
79610,5.0
79611,0.0
79612,7.0
79613,2.0
79614,7.0
79615,0.0
79616,2.0
79617,2.0
79618,1.0
79619,2.0
79620,5.0
79621,0.0
79622,2.0
79623,1.0
79624,0.0
79625,3.0
79626,0.0
79627,5.0
79628,3.0
79629,0.0
79630,0.0
79631,0.0
79632,8.0
79633,0.0
79634,3.0
79635,0.0
79636,9.0
79637,1.0
79638,6.0
79639,1.0
79640,0.0
79641,5.0
79642,0.0
79643,1.0
79644,4.0
79645,3.0
79646,0.0
79647,4.0
79648,9.0
79649,1.0
79650,0.0
79651,5.0
79652,1.0
79653,1.0
79654,1.0
79655,0.0
79656,0.0
79657,13.0
79658,0.0
79659,0.0
79660,0.0
79661,2.0
79662,0.0
79663,1.0
79664,0.0
79665,0.0
79666,0.0
79667,0.0
79668,0.0
79669,1.0
79670,1.0
79671,1.0
79672,2.0
79673,0.0
79674,0.0
79675,1.0
79676,1.0
79677,2.0
79678,9.0
79679,3.0
79680,1.0
79681,0.0
79682,1.0
79683,1.0
79684,0.0
79685,0.0
79686,5.0
79687,0.0
79688,0.0
79689,2.0
79690,4.0
79691,0.0
79692,2.0
79693,1.0
79694,2.0
79695,3.0
79696,2.0
79697,0.0
79698,0.0
79699,0.0
79700,1.0
79701,6.0
79702,1.0
79703,0.0
79704,0.0
79705,0.0
79706,1.0
79707,3.0
79708,3.0
79709,0.0
79710,0.0
79711,0.0
79712,0.0
79713,0.0
79714,0.0
79715,0.0
79716,0.0
79717,0.0
79718,0.0
79719,1.0
79720,2.0
79721,1.0
79722,0.0
79723,1.0
79724,1.0
79725,0.0
79726,1.0
79727,1.0
79728,1.0
79729,0.0
79730,5.0
79731,0.0
79732,1.0
79733,1.0
79734,0.0
79735,3.0
79736,0.0
79737,0.0
79738,2.0
79739,3.0
79740,0.0
79741,2.0
79742,2.0
79743,3.0
79744,0.0
79745,0.0
79746,0.0
79747,2.0
79748,2.0
79749,0.0
79750,0.0
79751,0.0
79752,1.0
79753,0.0
79754,0.0
79755,3.0
79756,1.0
79757,0.0
79758,0.0
79759,0.0
79760,0.0
79761,0.0
79762,3.0
79763,0.0
79764,0.0
79765,0.0
79766,2.0
79767,0.0
79768,1.0
79769,2.0
79770,1.0
79771,0.0
79772,0.0
79773,2.0
79774,0.0
79775,0.0
79776,0.0
79777,2.0
79778,1.0
79779,0.0
79780,0.0
79781,1.0
79782,1.0
79783,0.0
79784,1.0
79785,0.0
79786,2.0
79787,0.0
79788,0.0
79789,1.0
79790,0.0
79791,5.0
79792,0.0
79793,3.0
79794,2.0
79795,2.0
79796,0.0
79797,0.0
79798,2.0
79799,0.0
79800,1.0
79801,3.0
79802,1.0
79803,1.0
79804,0.0
79805,1.0
79806,0.0
79807,1.0
79808,1.0
79809,0.0
79810,3.0
79811,0.0
79812,1.0
79813,1.0
79814,3.0
79815,1.0
79816,1.0
79817,1.0
79818,1.0
79819,0.0
79820,0.0
79821,2.0
79822,0.0
79823,2.0
79824,1.0
79825,0.0
79826,1.0
79827,1.0
79828,0.0
79829,0.0
79830,1.0
79831,0.0
79832,1.0
79833,1.0
79834,0.0
79835,1.0
79836,1.0
79837,0.0
79838,0.0
79839,2.0
79840,0.0
79841,2.0
79842,1.0
79843,0.0
79844,1.0
79845,1.0
79846,3.0
79847,0.0
79848,0.0
79849,0.0
79850,0.0
79851,1.0
79852,1.0
79853,0.0
79854,0.0
79855,1.0
79856,0.0
79857,0.0
79858,1.0
79859,0.0
79860,0.0
79861,0.0
79862,0.0
79863,2.0
79864,3.0
79865,0.0
79866,0.0
79867,1.0
79868,0.0
79869,3.0
79870,0.0
79871,1.0
79872,1.0
79873,0.0
79874,1.0
79875,1.0
79876,0.0
79877,0.0
79878,0.0
79879,0.0
79880,0.0
79881,1.0
79882,2.0
79883,3.0
79884,3.0
79885,1.0
79886,0.0
79887,0.0
79888,1.0
79889,0.0
79890,2.0
79891,1.0
79892,0.0
79893,0.0
79894,0.0
79895,0.0
79896,0.0
79897,1.0
79898,2.0
79899,0.0
79900,0.0
79901,0.0
79902,1.0
79903,1.0
79904,0.0
79905,0.0
79906,1.0
79907,2.0
79908,0.0
79909,1.0
79910,0.0
79911,1.0
79912,0.0
79913,1.0
79914,0.0
79915,0.0
79916,1.0
79917,0.0
79918,0.0
79919,0.0
79920,1.0
79921,1.0
79922,0.0
79923,1.0
79924,0.0
79925,2.0
79926,0.0
79927,0.0
79928,1.0
79929,0.0
79930,0.0
79931,3.0
79932,1.0
79933,1.0
79934,1.0
79935,1.0
79936,0.0
79937,1.0
79938,2.0
79939,0.0
79940,1.0
79941,1.0
79942,0.0
79943,0.0
79944,0.0
79945,0.0
79946,1.0
79947,0.0
79948,1.0
79949,0.0
79950,0.0
79951,0.0
79952,3.0
79953,1.0
79954,1.0
79955,0.0
79956,1.0
79957,0.0
79958,1.0
79959,0.0
79960,0.0
79961,0.0
79962,0.0
79963,0.0
79964,1.0
79965,1.0
79966,0.0
79967,0.0
79968,1.0
79969,0.0
79970,0.0
79971,0.0
79972,1.0
79973,0.0
79974,0.0
79975,0.0
79976,0.0
79977,0.0
79978,1.0
79979,0.0
79980,0.0
79981,2.0
79982,1.0
79983,1.0
79984,0.0
79985,0.0
79986,1.0
79987,2.0
79988,1.0
79989,0.0
79990,0.0
79991,0.0
79992,0.0
79993,0.0
79994,1.0
79995,0.0
79996,2.0
79997,0.0
79998,1.0
79999,2.0
80000,1.0
80001,0.0
80002,0.0
80003,0.0
80004,7.0
80005,0.0
80006,1.0
80007,4.0
80008,0.0
80009,2.0
80010,2.0
80011,3.0
80012,2.0
80013,0.0
80014,1.0
80015,0.0
80016,1.0
80017,0.0
80018,0.0
80019,1.0
80020,0.0
80021,0.0
80022,0.0
80023,0.0
80024,0.0
80025,1.0
80026,1.0
80027,5.0
80028,0.0
80029,1.0
80030,0.0
80031,0.0
80032,0.0
80033,3.0
80034,0.0
80035,2.0
80036,1.0
80037,3.0
80038,0.0
80039,2.0
80040,2.0
80041,0.0
80042,1.0
80043,0.0
80044,1.0
80045,2.0
80046,0.0
80047,0.0
80048,4.0
80049,0.0
80050,0.0
80051,0.0
80052,0.0
80053,1.0
80054,0.0
80055,2.0
80056,3.0
80057,1.0
80058,0.0
80059,0.0
80060,1.0
80061,0.0
80062,2.0
80063,1.0
80064,3.0
80065,2.0
80066,0.0
80067,1.0
80068,1.0
80069,2.0
80070,1.0
80071,2.0
80072,0.0
80073,2.0
80074,1.0
80075,4.0
80076,0.0
80077,1.0
80078,6.0
80079,0.0
80080,2.0
80081,1.0
80082,6.0
80083,0.0
80084,0.0
80085,1.0
80086,0.0
80087,0.0
80088,2.0
80089,2.0
80090,1.0
80091,0.0
80092,1.0
80093,1.0
80094,0.0
80095,1.0
80096,1.0
80097,0.0
80098,1.0
80099,3.0
80100,0.0
80101,1.0
80102,2.0
80103,2.0
80104,3.0
80105,1.0
80106,0.0
80107,1.0
80108,0.0
80109,8.0
80110,0.0
80111,0.0
80112,1.0
80113,2.0
80114,0.0
80115,3.0
80116,0.0
80117,2.0
80118,1.0
80119,0.0
80120,1.0
80121,2.0
80122,5.0
80123,0.0
80124,4.0
80125,1.0
80126,0.0
80127,0.0
80128,3.0
80129,2.0
80130,2.0
80131,1.0
80132,1.0
80133,2.0
80134,0.0
80135,2.0
80136,2.0
80137,0.0
80138,1.0
80139,4.0
80140,2.0
80141,1.0
80142,0.0
80143,0.0
80144,0.0
80145,0.0
80146,1.0
80147,0.0
80148,1.0
80149,0.0
80150,1.0
80151,2.0
80152,0.0
80153,0.0
80154,3.0
80155,0.0
80156,1.0
80157,2.0
80158,1.0
80159,0.0
80160,0.0
80161,1.0
80162,0.0
80163,1.0
80164,1.0
80165,0.0
80166,0.0
80167,0.0
80168,0.0
80169,3.0
80170,1.0
80171,2.0
80172,1.0
80173,0.0
80174,0.0
80175,1.0
80176,0.0
80177,0.0
80178,0.0
80179,0.0
80180,3.0
80181,0.0
80182,0.0
80183,2.0
80184,1.0
80185,0.0
80186,0.0
80187,1.0
80188,0.0
80189,0.0
80190,0.0
80191,1.0
80192,3.0
80193,2.0
80194,0.0
80195,0.0
80196,0.0
80197,1.0
80198,4.0
80199,0.0
80200,0.0
80201,0.0
80202,0.0
80203,0.0
80204,0.0
80205,0.0
80206,0.0
80207,1.0
80208,0.0
80209,2.0
80210,0.0
80211,0.0
80212,0.0
80213,0.0
80214,0.0
80215,0.0
80216,0.0
80217,0.0
80218,0.0
80219,0.0
80220,0.0
80221,0.0
80222,0.0
80223,0.0
80224,0.0
80225,1.0
80226,0.0
80227,0.0
80228,0.0
80229,3.0
80230,1.0
80231,0.0
80232,0.0
80233,3.0
80234,4.0
80235,0.0
80236,0.0
80237,1.0
80238,7.0
80239,5.0
80240,2.0
80241,0.0
80242,1.0
80243,0.0
80244,3.0
80245,2.0
80246,0.0
80247,1.0
80248,0.0
80249,4.0
80250,1.0
80251,0.0
80252,0.0
80253,0.0
80254,0.0
80255,1.0
80256,3.0
80257,0.0
80258,2.0
80259,4.0
80260,0.0
80261,0.0
80262,0.0
80263,2.0
80264,0.0
80265,0.0
80266,0.0
80267,1.0
80268,0.0
80269,1.0
80270,0.0
80271,2.0
80272,1.0
80273,0.0
80274,0.0
80275,4.0
80276,4.0
80277,0.0
80278,2.0
80279,1.0
80280,1.0
80281,0.0
80282,1.0
80283,2.0
80284,3.0
80285,3.0
80286,2.0
80287,0.0
80288,0.0
80289,1.0
80290,1.0
80291,2.0
80292,2.0
80293,0.0
80294,1.0
80295,0.0
80296,1.0
80297,5.0
80298,1.0
80299,1.0
80300,1.0
80301,1.0
80302,3.0
80303,5.0
80304,3.0
80305,1.0
80306,1.0
80307,4.0
80308,0.0
80309,1.0
80310,0.0
80311,1.0
80312,0.0
80313,1.0
80314,0.0
80315,1.0
80316,0.0
80317,0.0
80318,2.0
80319,0.0
80320,0.0
80321,0.0
80322,1.0
80323,0.0
80324,0.0
80325,0.0
80326,0.0
80327,1.0
80328,0.0
80329,0.0
80330,3.0
80331,0.0
80332,0.0
80333,1.0
80334,0.0
80335,0.0
80336,2.0
80337,2.0
80338,1.0
80339,0.0
80340,3.0
80341,0.0
80342,0.0
80343,1.0
80344,1.0
80345,0.0
80346,0.0
80347,1.0
80348,0.0
80349,0.0
80350,1.0
80351,1.0
80352,0.0
80353,0.0
80354,0.0
80355,0.0
80356,0.0
80357,0.0
80358,2.0
80359,0.0
80360,0.0
80361,1.0
80362,3.0
80363,0.0
80364,0.0
80365,4.0
80366,0.0
80367,2.0
80368,0.0
80369,1.0
80370,1.0
80371,1.0
80372,4.0
80373,3.0
80374,0.0
80375,0.0
80376,2.0
80377,0.0
80378,0.0
80379,0.0
80380,0.0
80381,0.0
80382,0.0
80383,0.0
80384,0.0
80385,1.0
80386,1.0
80387,0.0
80388,0.0
80389,0.0
80390,1.0
80391,0.0
80392,0.0
80393,0.0
80394,0.0
80395,0.0
80396,0.0
80397,0.0
80398,0.0
80399,0.0
80400,0.0
80401,0.0
80402,0.0
80403,0.0
80404,0.0
80405,0.0
80406,0.0
80407,0.0
80408,0.0
80409,0.0
80410,4.0
80411,3.0
80412,2.0
80413,0.0
80414,1.0
80415,1.0
80416,2.0
80417,1.0
80418,1.0
80419,2.0
80420,0.0
80421,1.0
80422,0.0
80423,1.0
80424,1.0
80425,0.0
80426,5.0
80427,1.0
80428,0.0
80429,1.0
80430,0.0
80431,2.0
80432,2.0
80433,3.0
80434,0.0
80435,0.0
80436,1.0
80437,1.0
80438,0.0
80439,1.0
80440,0.0
80441,0.0
80442,2.0
80443,0.0
80444,1.0
80445,0.0
80446,0.0
80447,0.0
80448,0.0
80449,0.0
80450,1.0
80451,0.0
80452,2.0
80453,0.0
80454,0.0
80455,0.0
80456,0.0
80457,1.0
80458,2.0
80459,0.0
80460,4.0
80461,1.0
80462,0.0
80463,0.0
80464,0.0
80465,4.0
80466,0.0
80467,2.0
80468,1.0
80469,1.0
80470,0.0
80471,6.0
80472,0.0
80473,0.0
80474,0.0
80475,6.0
80476,5.0
80477,2.0
80478,0.0
80479,0.0
80480,2.0
80481,1.0
80482,3.0
80483,1.0
80484,1.0
80485,3.0
80486,0.0
80487,0.0
80488,0.0
80489,0.0
80490,2.0
80491,3.0
80492,2.0
80493,3.0
80494,0.0
80495,4.0
80496,0.0
80497,1.0
80498,0.0
80499,5.0
80500,0.0
80501,0.0
80502,0.0
80503,2.0
80504,1.0
80505,1.0
80506,0.0
80507,2.0
80508,0.0
80509,1.0
80510,0.0
80511,0.0
80512,7.0
80513,0.0
80514,1.0
80515,2.0
80516,0.0
80517,4.0
80518,2.0
80519,3.0
80520,2.0
80521,2.0
80522,1.0
80523,0.0
80524,9.0
80525,1.0
80526,0.0
80527,3.0
80528,1.0
80529,2.0
80530,1.0
80531,1.0
80532,2.0
80533,0.0
80534,0.0
80535,0.0
80536,3.0
80537,5.0
80538,0.0
80539,4.0
80540,1.0
80541,1.0
80542,1.0
80543,0.0
80544,4.0
80545,1.0
80546,1.0
80547,2.0
80548,0.0
80549,0.0
80550,0.0
80551,1.0
80552,0.0
80553,2.0
80554,2.0
80555,6.0
80556,0.0
80557,0.0
80558,0.0
80559,0.0
80560,0.0
80561,1.0
80562,5.0
80563,1.0
80564,1.0
80565,4.0
80566,1.0
80567,0.0
80568,1.0
80569,0.0
80570,2.0
80571,0.0
80572,3.0
80573,0.0
80574,0.0
80575,0.0
80576,0.0
80577,3.0
80578,0.0
80579,0.0
80580,1.0
80581,0.0
80582,4.0
80583,1.0
80584,1.0
80585,0.0
80586,2.0
80587,2.0
80588,0.0
80589,0.0
80590,0.0
80591,2.0
80592,0.0
80593,0.0
80594,1.0
80595,4.0
80596,1.0
80597,2.0
80598,0.0
80599,1.0
80600,0.0
80601,1.0
80602,1.0
80603,0.0
80604,0.0
80605,1.0
80606,0.0
80607,1.0
80608,1.0
80609,3.0
80610,0.0
80611,1.0
80612,0.0
80613,0.0
80614,0.0
80615,3.0
80616,1.0
80617,0.0
80618,2.0
80619,1.0
80620,1.0
80621,0.0
80622,2.0
80623,0.0
80624,1.0
80625,1.0
80626,0.0
80627,1.0
80628,0.0
80629,1.0
80630,1.0
80631,0.0
80632,0.0
80633,4.0
80634,0.0
80635,5.0
80636,0.0
80637,0.0
80638,0.0
80639,0.0
80640,3.0
80641,3.0
80642,2.0
80643,1.0
80644,0.0
80645,0.0
80646,0.0
80647,0.0
80648,2.0
80649,1.0
80650,0.0
80651,0.0
80652,1.0
80653,0.0
80654,2.0
80655,0.0
80656,0.0
80657,0.0
80658,0.0
80659,1.0
80660,0.0
80661,0.0
80662,0.0
80663,0.0
80664,1.0
80665,1.0
80666,1.0
80667,0.0
80668,1.0
80669,2.0
80670,0.0
80671,1.0
80672,1.0
80673,1.0
80674,0.0
80675,0.0
80676,0.0
80677,1.0
80678,0.0
80679,0.0
80680,0.0
80681,1.0
80682,0.0
80683,0.0
80684,1.0
80685,1.0
80686,0.0
80687,0.0
80688,2.0
80689,1.0
80690,1.0
80691,0.0
80692,2.0
80693,2.0
80694,0.0
80695,0.0
80696,0.0
80697,0.0
80698,2.0
80699,0.0
80700,0.0
80701,0.0
80702,1.0
80703,0.0
80704,0.0
80705,1.0
80706,0.0
80707,0.0
80708,1.0
80709,1.0
80710,1.0
80711,1.0
80712,0.0
80713,0.0
80714,1.0
80715,1.0
80716,1.0
80717,0.0
80718,0.0
80719,2.0
80720,0.0
80721,0.0
80722,0.0
80723,1.0
80724,0.0
80725,0.0
80726,3.0
80727,2.0
80728,1.0
80729,1.0
80730,1.0
80731,0.0
80732,2.0
80733,0.0
80734,0.0
80735,0.0
80736,2.0
80737,1.0
80738,0.0
80739,5.0
80740,0.0
80741,0.0
80742,1.0
80743,1.0
80744,0.0
80745,0.0
80746,0.0
80747,0.0
80748,1.0
80749,0.0
80750,0.0
80751,1.0
80752,1.0
80753,1.0
80754,0.0
80755,1.0
80756,1.0
80757,3.0
80758,0.0
80759,0.0
80760,0.0
80761,0.0
80762,0.0
80763,0.0
80764,0.0
80765,0.0
80766,0.0
80767,5.0
80768,1.0
80769,0.0
80770,0.0
80771,0.0
80772,1.0
80773,0.0
80774,1.0
80775,0.0
80776,1.0
80777,0.0
80778,0.0
80779,0.0
80780,5.0
80781,0.0
80782,3.0
80783,0.0
80784,0.0
80785,1.0
80786,0.0
80787,1.0
80788,0.0
80789,0.0
80790,0.0
80791,1.0
80792,5.0
80793,0.0
80794,0.0
80795,0.0
80796,0.0
80797,0.0
80798,5.0
80799,1.0
80800,0.0
80801,2.0
80802,0.0
80803,2.0
80804,1.0
80805,0.0
80806,2.0
80807,0.0
80808,2.0
80809,0.0
80810,0.0
80811,1.0
80812,1.0
80813,0.0
80814,0.0
80815,0.0
80816,0.0
80817,0.0
80818,0.0
80819,1.0
80820,0.0
80821,0.0
80822,0.0
80823,1.0
80824,0.0
80825,0.0
80826,0.0
80827,0.0
80828,0.0
80829,0.0
80830,0.0
80831,0.0
80832,2.0
80833,0.0
80834,0.0
80835,0.0
80836,0.0
80837,0.0
80838,0.0
80839,0.0
80840,0.0
80841,0.0
80842,1.0
80843,0.0
80844,2.0
80845,0.0
80846,2.0
80847,1.0
80848,0.0
80849,0.0
80850,0.0
80851,0.0
80852,0.0
80853,0.0
80854,0.0
80855,0.0
80856,1.0
80857,0.0
80858,0.0
80859,0.0
80860,0.0
80861,1.0
80862,0.0
80863,2.0
80864,2.0
80865,0.0
80866,0.0
80867,1.0
80868,1.0
80869,0.0
80870,0.0
80871,1.0
80872,0.0
80873,2.0
80874,0.0
80875,0.0
80876,7.0
80877,1.0
80878,2.0
80879,5.0
80880,1.0
80881,4.0
80882,5.0
80883,2.0
80884,3.0
80885,4.0
80886,3.0
80887,1.0
80888,4.0
80889,0.0
80890,0.0
80891,3.0
80892,4.0
80893,1.0
80894,11.0
80895,1.0
80896,1.0
80897,0.0
80898,6.0
80899,4.0
80900,0.0
80901,1.0
80902,10.0
80903,6.0
80904,1.0
80905,3.0
80906,2.0
80907,0.0
80908,0.0
80909,4.0
80910,3.0
80911,10.0
80912,2.0
80913,0.0
80914,1.0
80915,1.0
80916,3.0
80917,2.0
80918,3.0
80919,7.0
80920,2.0
80921,0.0
80922,2.0
80923,6.0
80924,3.0
80925,1.0
80926,4.0
80927,2.0
80928,1.0
80929,3.0
80930,1.0
80931,5.0
80932,0.0
80933,2.0
80934,4.0
80935,1.0
80936,0.0
80937,3.0
80938,5.0
80939,1.0
80940,1.0
80941,0.0
80942,0.0
80943,0.0
80944,1.0
80945,1.0
80946,3.0
80947,0.0
80948,1.0
80949,2.0
80950,0.0
80951,1.0
80952,5.0
80953,2.0
80954,3.0
80955,6.0
80956,0.0
80957,3.0
80958,2.0
80959,2.0
80960,0.0
80961,1.0
80962,0.0
80963,0.0
80964,5.0
80965,1.0
80966,0.0
80967,2.0
80968,4.0
80969,1.0
80970,1.0
80971,0.0
80972,0.0
80973,4.0
80974,4.0
80975,1.0
80976,2.0
80977,6.0
80978,0.0
80979,1.0
80980,2.0
80981,5.0
80982,2.0
80983,0.0
80984,2.0
80985,5.0
80986,1.0
80987,5.0
80988,0.0
80989,1.0
80990,2.0
80991,2.0
80992,2.0
80993,3.0
80994,10.0
80995,6.0
80996,7.0
80997,0.0
80998,1.0
80999,2.0
81000,6.0
81001,0.0
81002,0.0
81003,0.0
81004,4.0
81005,2.0
81006,2.0
81007,1.0
81008,0.0
81009,6.0
81010,1.0
81011,7.0
81012,1.0
81013,2.0
81014,4.0
81015,3.0
81016,1.0
81017,0.0
81018,0.0
81019,5.0
81020,0.0
81021,4.0
81022,1.0
81023,5.0
81024,2.0
81025,0.0
81026,7.0
81027,0.0
81028,4.0
81029,1.0
81030,0.0
81031,0.0
81032,1.0
81033,2.0
81034,1.0
81035,4.0
81036,3.0
81037,0.0
81038,5.0
81039,5.0
81040,0.0
81041,2.0
81042,5.0
81043,2.0
81044,6.0
81045,0.0
81046,4.0
81047,1.0
81048,0.0
81049,1.0
81050,4.0
81051,6.0
81052,6.0
81053,1.0
81054,9.0
81055,0.0
81056,1.0
81057,0.0
81058,4.0
81059,4.0
81060,6.0
81061,0.0
81062,3.0
81063,1.0
81064,3.0
81065,2.0
81066,7.0
81067,2.0
81068,4.0
81069,2.0
81070,7.0
81071,2.0
81072,1.0
81073,0.0
81074,2.0
81075,0.0
81076,0.0
81077,1.0
81078,4.0
81079,0.0
81080,1.0
81081,0.0
81082,2.0
81083,0.0
81084,1.0
81085,3.0
81086,4.0
81087,2.0
81088,3.0
81089,4.0
81090,1.0
81091,0.0
81092,0.0
81093,11.0
81094,1.0
81095,0.0
81096,1.0
81097,1.0
81098,4.0
81099,5.0
81100,0.0
81101,5.0
81102,0.0
81103,7.0
81104,4.0
81105,3.0
81106,2.0
81107,0.0
81108,6.0
81109,2.0
81110,3.0
81111,2.0
81112,1.0
81113,0.0
81114,0.0
81115,0.0
81116,0.0
81117,0.0
81118,2.0
81119,2.0
81120,0.0
81121,0.0
81122,2.0
81123,0.0
81124,3.0
81125,0.0
81126,0.0
81127,2.0
81128,1.0
81129,7.0
81130,3.0
81131,3.0
81132,4.0
81133,0.0
81134,2.0
81135,0.0
81136,1.0
81137,2.0
81138,6.0
81139,2.0
81140,1.0
81141,7.0
81142,1.0
81143,0.0
81144,0.0
81145,5.0
81146,2.0
81147,2.0
81148,1.0
81149,1.0
81150,2.0
81151,4.0
81152,3.0
81153,7.0
81154,2.0
81155,1.0
81156,1.0
81157,2.0
81158,4.0
81159,0.0
81160,2.0
81161,3.0
81162,0.0
81163,0.0
81164,1.0
81165,7.0
81166,0.0
81167,2.0
81168,4.0
81169,3.0
81170,10.0
81171,3.0
81172,3.0
81173,1.0
81174,5.0
81175,1.0
81176,1.0
81177,10.0
81178,0.0
81179,11.0
81180,1.0
81181,2.0
81182,3.0
81183,2.0
81184,0.0
81185,0.0
81186,3.0
81187,0.0
81188,0.0
81189,0.0
81190,3.0
81191,4.0
81192,0.0
81193,1.0
81194,1.0
81195,0.0
81196,0.0
81197,6.0
81198,0.0
81199,2.0
81200,3.0
81201,0.0
81202,7.0
81203,2.0
81204,0.0
81205,0.0
81206,2.0
81207,2.0
81208,0.0
81209,0.0
81210,1.0
81211,0.0
81212,0.0
81213,0.0
81214,3.0
81215,1.0
81216,2.0
81217,1.0
81218,2.0
81219,0.0
81220,4.0
81221,0.0
81222,2.0
81223,2.0
81224,2.0
81225,1.0
81226,1.0
81227,2.0
81228,2.0
81229,2.0
81230,3.0
81231,4.0
81232,1.0
81233,0.0
81234,0.0
81235,2.0
81236,2.0
81237,0.0
81238,1.0
81239,5.0
81240,1.0
81241,0.0
81242,2.0
81243,0.0
81244,0.0
81245,0.0
81246,1.0
81247,0.0
81248,1.0
81249,1.0
81250,2.0
81251,0.0
81252,1.0
81253,1.0
81254,0.0
81255,0.0
81256,1.0
81257,0.0
81258,0.0
81259,2.0
81260,1.0
81261,1.0
81262,2.0
81263,0.0
81264,0.0
81265,0.0
81266,1.0
81267,0.0
81268,0.0
81269,0.0
81270,0.0
81271,0.0
81272,0.0
81273,0.0
81274,0.0
81275,4.0
81276,0.0
81277,5.0
81278,0.0
81279,0.0
81280,0.0
81281,0.0
81282,0.0
81283,4.0
81284,0.0
81285,0.0
81286,1.0
81287,0.0
81288,0.0
81289,0.0
81290,0.0
81291,0.0
81292,0.0
81293,0.0
81294,0.0
81295,1.0
81296,0.0
81297,0.0
81298,1.0
81299,1.0
81300,2.0
81301,0.0
81302,2.0
81303,1.0
81304,0.0
81305,2.0
81306,0.0
81307,2.0
81308,0.0
81309,1.0
81310,0.0
81311,0.0
81312,0.0
81313,1.0
81314,0.0
81315,0.0
81316,2.0
81317,1.0
81318,3.0
81319,0.0
81320,1.0
81321,4.0
81322,3.0
81323,0.0
81324,1.0
81325,0.0
81326,2.0
81327,2.0
81328,0.0
81329,1.0
81330,0.0
81331,2.0
81332,1.0
81333,1.0
81334,0.0
81335,5.0
81336,1.0
81337,0.0
81338,0.0
81339,1.0
81340,3.0
81341,1.0
81342,0.0
81343,1.0
81344,0.0
81345,1.0
81346,5.0
81347,1.0
81348,1.0
81349,0.0
81350,0.0
81351,1.0
81352,1.0
81353,0.0
81354,0.0
81355,0.0
81356,1.0
81357,0.0
81358,2.0
81359,0.0
81360,0.0
81361,1.0
81362,0.0
81363,0.0
81364,0.0
81365,5.0
81366,2.0
81367,0.0
81368,1.0
81369,0.0
81370,1.0
81371,0.0
81372,6.0
81373,3.0
81374,1.0
81375,1.0
81376,0.0
81377,0.0
81378,1.0
81379,0.0
81380,1.0
81381,0.0
81382,1.0
81383,0.0
81384,1.0
81385,1.0
81386,1.0
81387,0.0
81388,13.0
81389,1.0
81390,4.0
81391,1.0
81392,1.0
81393,0.0
81394,0.0
81395,0.0
81396,0.0
81397,14.0
81398,1.0
81399,2.0
81400,0.0
81401,15.0
81402,0.0
81403,1.0
81404,2.0
81405,1.0
81406,1.0
81407,9.0
81408,1.0
81409,0.0
81410,0.0
81411,0.0
81412,1.0
81413,0.0
81414,16.0
81415,8.0
81416,1.0
81417,0.0
81418,9.0
81419,0.0
81420,5.0
81421,2.0
81422,2.0
81423,7.0
81424,0.0
81425,0.0
81426,4.0
81427,1.0
81428,2.0
81429,4.0
81430,2.0
81431,0.0
81432,0.0
81433,7.0
81434,5.0
81435,5.0
81436,1.0
81437,4.0
81438,4.0
81439,14.0
81440,2.0
81441,0.0
81442,8.0
81443,4.0
81444,1.0
81445,4.0
81446,4.0
81447,7.0
81448,6.0
81449,3.0
81450,8.0
81451,2.0
81452,4.0
81453,1.0
81454,3.0
81455,0.0
81456,0.0
81457,0.0
81458,7.0
81459,3.0
81460,1.0
81461,17.0
81462,2.0
81463,5.0
81464,1.0
81465,0.0
81466,5.0
81467,0.0
81468,11.0
81469,1.0
81470,0.0
81471,6.0
81472,5.0
81473,7.0
81474,1.0
81475,5.0
81476,5.0
81477,4.0
81478,8.0
81479,19.0
81480,0.0
81481,3.0
81482,4.0
81483,0.0
81484,1.0
81485,8.0
81486,0.0
81487,5.0
81488,0.0
81489,8.0
81490,8.0
81491,3.0
81492,5.0
81493,5.0
81494,10.0
81495,6.0
81496,1.0
81497,14.0
81498,10.0
81499,18.0
81500,2.0
81501,0.0
81502,2.0
81503,0.0
81504,1.0
81505,1.0
81506,0.0
81507,0.0
81508,4.0
81509,5.0
81510,2.0
81511,14.0
81512,0.0
81513,0.0
81514,3.0
81515,0.0
81516,3.0
81517,3.0
81518,2.0
81519,1.0
81520,2.0
81521,8.0
81522,0.0
81523,0.0
81524,6.0
81525,5.0
81526,10.0
81527,0.0
81528,5.0
81529,1.0
81530,4.0
81531,5.0
81532,7.0
81533,1.0
81534,5.0
81535,7.0
81536,1.0
81537,5.0
81538,3.0
81539,5.0
81540,0.0
81541,1.0
81542,6.0
81543,7.0
81544,10.0
81545,5.0
81546,0.0
81547,3.0
81548,1.0
81549,3.0
81550,2.0
81551,0.0
81552,1.0
81553,0.0
81554,0.0
81555,0.0
81556,6.0
81557,1.0
81558,13.0
81559,0.0
81560,1.0
81561,5.0
81562,3.0
81563,2.0
81564,0.0
81565,7.0
81566,0.0
81567,4.0
81568,19.0
81569,1.0
81570,1.0
81571,3.0
81572,13.0
81573,0.0
