,Adgrl2
627,0.0
628,7.0
629,1.0
630,0.0
631,2.0
632,7.0
633,0.0
634,0.0
635,4.0
636,0.0
637,5.0
638,2.0
639,7.0
640,6.0
641,0.0
642,1.0
643,1.0
644,1.0
645,2.0
646,0.0
647,1.0
648,1.0
649,0.0
650,6.0
651,0.0
652,0.0
653,13.0
654,2.0
655,0.0
656,4.0
657,8.0
658,0.0
659,0.0
660,7.0
661,2.0
662,0.0
663,3.0
664,5.0
665,4.0
666,4.0
667,0.0
668,5.0
669,3.0
670,0.0
671,0.0
672,6.0
673,1.0
674,1.0
675,4.0
676,2.0
677,0.0
678,10.0
679,5.0
680,2.0
681,7.0
682,3.0
683,1.0
684,1.0
685,3.0
686,2.0
687,1.0
688,3.0
689,0.0
690,2.0
691,0.0
692,1.0
693,3.0
694,0.0
695,7.0
696,4.0
697,4.0
698,5.0
699,0.0
700,3.0
701,0.0
702,0.0
703,1.0
704,4.0
705,2.0
706,3.0
707,0.0
708,2.0
709,3.0
710,0.0
711,0.0
712,11.0
713,0.0
714,0.0
715,0.0
716,4.0
717,5.0
718,5.0
719,4.0
720,1.0
721,1.0
722,0.0
723,5.0
724,1.0
725,1.0
726,6.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,4.0
736,6.0
737,0.0
738,2.0
739,5.0
740,1.0
741,1.0
742,1.0
743,13.0
744,0.0
745,0.0
746,1.0
747,2.0
748,5.0
749,0.0
750,1.0
751,0.0
752,2.0
753,1.0
754,1.0
755,0.0
756,0.0
757,0.0
758,0.0
759,1.0
760,3.0
761,0.0
762,1.0
763,0.0
764,1.0
765,0.0
766,0.0
767,1.0
768,0.0
769,2.0
770,1.0
771,6.0
772,0.0
773,0.0
774,0.0
775,2.0
776,0.0
777,1.0
778,2.0
779,0.0
780,3.0
781,0.0
782,5.0
783,0.0
784,0.0
785,0.0
786,1.0
787,0.0
788,0.0
789,1.0
790,6.0
791,3.0
792,3.0
793,2.0
794,1.0
795,0.0
796,0.0
797,1.0
798,3.0
799,6.0
800,0.0
801,2.0
802,3.0
803,0.0
804,1.0
805,0.0
806,12.0
807,4.0
808,1.0
809,2.0
810,2.0
811,2.0
812,0.0
813,0.0
814,3.0
815,1.0
816,9.0
817,0.0
818,0.0
819,0.0
820,1.0
821,0.0
822,2.0
823,3.0
824,0.0
825,1.0
826,11.0
827,0.0
828,0.0
829,4.0
830,0.0
831,8.0
832,1.0
833,0.0
834,3.0
835,3.0
836,1.0
837,0.0
838,1.0
839,0.0
840,0.0
841,0.0
842,0.0
843,1.0
844,1.0
845,4.0
846,0.0
847,0.0
848,0.0
849,0.0
850,2.0
851,1.0
852,2.0
853,2.0
854,2.0
855,0.0
856,1.0
857,2.0
858,1.0
859,0.0
860,0.0
861,1.0
862,6.0
863,0.0
864,0.0
865,1.0
866,2.0
867,0.0
868,2.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,3.0
875,1.0
876,0.0
877,6.0
878,1.0
879,0.0
880,4.0
881,2.0
882,2.0
883,2.0
884,0.0
885,0.0
886,0.0
887,1.0
888,2.0
889,3.0
890,1.0
891,1.0
892,1.0
893,2.0
894,0.0
895,1.0
896,0.0
897,2.0
898,0.0
899,0.0
900,1.0
901,3.0
902,0.0
903,0.0
904,0.0
905,0.0
906,1.0
907,0.0
908,4.0
909,2.0
910,2.0
911,2.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,1.0
919,1.0
920,4.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,2.0
927,0.0
928,0.0
929,0.0
930,3.0
931,0.0
932,2.0
933,2.0
934,1.0
935,1.0
936,0.0
937,1.0
938,5.0
939,1.0
940,0.0
941,0.0
942,8.0
943,1.0
944,3.0
945,4.0
946,0.0
947,1.0
948,6.0
949,0.0
950,1.0
951,3.0
952,0.0
953,3.0
954,1.0
955,0.0
956,2.0
957,1.0
958,1.0
959,0.0
960,6.0
961,0.0
962,1.0
963,0.0
964,5.0
965,2.0
966,0.0
967,1.0
968,7.0
969,9.0
970,7.0
971,1.0
972,9.0
973,1.0
974,2.0
975,2.0
976,4.0
977,11.0
978,3.0
979,4.0
980,4.0
981,1.0
982,4.0
983,0.0
984,1.0
985,9.0
986,1.0
987,1.0
988,3.0
989,3.0
990,0.0
991,0.0
992,0.0
993,2.0
994,2.0
995,2.0
996,0.0
997,1.0
998,4.0
999,6.0
1000,0.0
1001,5.0
1002,6.0
1003,1.0
1004,2.0
1005,1.0
1006,7.0
1007,9.0
1008,9.0
1009,3.0
1010,5.0
1011,4.0
1012,6.0
1013,2.0
1014,3.0
1015,3.0
1016,2.0
1017,1.0
1018,0.0
1019,10.0
1020,1.0
1021,4.0
1022,0.0
1023,4.0
1024,0.0
1025,5.0
1026,2.0
1027,0.0
1028,0.0
1029,0.0
1030,3.0
1031,5.0
1032,1.0
1033,3.0
1034,4.0
1035,14.0
1036,3.0
1037,7.0
1038,10.0
1039,0.0
1040,2.0
1041,6.0
1042,2.0
1043,2.0
1044,3.0
1045,0.0
1046,0.0
1047,0.0
1048,1.0
1049,2.0
1050,4.0
1051,6.0
1052,8.0
1053,3.0
1054,5.0
1055,4.0
1056,0.0
1057,7.0
1058,3.0
1059,5.0
1060,8.0
1061,2.0
1062,3.0
1063,0.0
1064,0.0
1065,3.0
1066,1.0
1067,0.0
1068,2.0
1069,5.0
1070,1.0
1071,4.0
1072,0.0
1073,5.0
1074,6.0
1075,9.0
1076,4.0
1077,4.0
1078,0.0
1079,11.0
1080,1.0
1081,2.0
1082,7.0
1083,2.0
1084,3.0
1085,1.0
1086,6.0
1087,0.0
1088,3.0
1089,8.0
1090,5.0
1091,0.0
1092,3.0
1093,6.0
1094,2.0
1095,11.0
1096,6.0
1097,0.0
1098,1.0
1099,3.0
1100,0.0
1101,14.0
1102,9.0
1103,6.0
1104,5.0
1105,2.0
1106,0.0
1107,2.0
1108,0.0
1109,14.0
1110,2.0
1111,2.0
1112,1.0
1113,7.0
1114,1.0
1115,0.0
1116,5.0
1117,0.0
1118,1.0
1119,3.0
1120,9.0
1121,2.0
1122,0.0
1123,0.0
1124,7.0
1125,1.0
1126,1.0
1127,0.0
1128,0.0
1129,0.0
1130,1.0
1131,1.0
1132,7.0
1133,11.0
1134,4.0
1135,4.0
1136,0.0
1137,5.0
1138,6.0
1139,11.0
1140,6.0
1141,6.0
1142,2.0
1143,0.0
1144,6.0
1145,0.0
1146,0.0
1147,3.0
1148,1.0
1149,11.0
1150,4.0
1151,0.0
1152,1.0
1153,1.0
1154,1.0
1155,2.0
1156,2.0
1157,2.0
1158,0.0
1159,1.0
1160,0.0
1161,1.0
1162,4.0
1163,6.0
1164,3.0
1165,3.0
1166,0.0
1167,12.0
1168,1.0
1169,7.0
1170,5.0
1171,2.0
1172,4.0
1173,0.0
1174,0.0
1175,4.0
1176,7.0
1177,1.0
1178,3.0
1179,1.0
1180,2.0
1181,0.0
1182,0.0
1183,4.0
1184,0.0
1185,8.0
1186,5.0
1187,1.0
1188,2.0
1189,9.0
1190,6.0
1191,1.0
1192,0.0
1193,0.0
1194,3.0
1195,6.0
1196,5.0
1197,7.0
1198,0.0
1199,0.0
1200,8.0
1201,0.0
1202,0.0
1203,4.0
1204,7.0
1205,0.0
1206,0.0
1207,1.0
1208,2.0
1209,1.0
1210,0.0
1211,3.0
1212,2.0
1213,2.0
1214,1.0
1215,6.0
1216,1.0
1217,0.0
1218,6.0
1219,1.0
1220,1.0
1221,2.0
1222,4.0
1223,9.0
1224,3.0
1225,0.0
1226,3.0
1227,9.0
1228,1.0
1229,0.0
1230,6.0
1231,3.0
1232,2.0
1233,1.0
1234,6.0
1235,3.0
1236,1.0
1237,0.0
1238,1.0
1239,0.0
1240,2.0
1241,1.0
1242,12.0
1243,0.0
1244,1.0
1245,5.0
1246,6.0
1247,0.0
1248,5.0
1249,0.0
1250,5.0
1251,4.0
1252,8.0
1253,1.0
1254,0.0
1255,3.0
1256,1.0
1257,2.0
1258,1.0
1259,8.0
1260,7.0
1261,1.0
1262,5.0
1263,2.0
1264,1.0
1265,7.0
1266,0.0
1267,4.0
1268,0.0
1269,4.0
1270,5.0
1271,9.0
1272,11.0
1273,1.0
1274,1.0
1275,1.0
1276,2.0
1277,11.0
1278,6.0
1279,3.0
1280,4.0
1281,3.0
1282,0.0
1283,1.0
1284,2.0
1285,1.0
1286,2.0
1287,1.0
1288,10.0
1289,0.0
1290,2.0
1291,2.0
1292,0.0
1293,3.0
1294,0.0
1295,0.0
1296,0.0
1297,12.0
1298,0.0
1299,6.0
1300,3.0
1301,0.0
1302,2.0
1303,3.0
1304,3.0
1305,1.0
1306,0.0
1307,1.0
1308,0.0
1309,6.0
1310,4.0
1311,1.0
1312,0.0
1313,3.0
1314,4.0
1315,1.0
1316,0.0
1317,0.0
1318,0.0
1319,2.0
1320,15.0
1321,18.0
1322,1.0
1323,8.0
1324,1.0
1325,3.0
1326,0.0
1327,1.0
1328,7.0
1329,9.0
1330,2.0
1331,1.0
1332,15.0
1333,2.0
1334,3.0
1335,4.0
1336,0.0
1337,7.0
1338,2.0
1339,3.0
1340,2.0
1341,1.0
1342,5.0
1343,1.0
1344,0.0
1345,0.0
1346,7.0
1347,8.0
1348,0.0
1349,1.0
1350,4.0
1351,0.0
1352,11.0
1353,7.0
1354,7.0
1355,0.0
1356,2.0
1357,1.0
1358,2.0
1359,0.0
1360,8.0
1361,10.0
1362,7.0
1363,1.0
1364,0.0
1365,2.0
1366,5.0
1367,6.0
1368,8.0
1369,2.0
1370,1.0
1371,4.0
1372,3.0
1373,4.0
1374,6.0
1375,1.0
1376,5.0
1377,6.0
1378,0.0
1379,0.0
1380,4.0
1381,0.0
1382,2.0
1383,3.0
1384,3.0
1385,0.0
1386,3.0
1387,2.0
1388,1.0
1389,1.0
1390,1.0
1391,8.0
1392,4.0
1393,2.0
1394,3.0
1395,0.0
1396,1.0
1397,1.0
1398,4.0
1399,2.0
1400,2.0
1401,0.0
1402,6.0
1403,2.0
1404,0.0
1405,2.0
1406,1.0
1407,3.0
1408,1.0
1409,3.0
1410,5.0
1411,9.0
1412,1.0
1413,2.0
1414,2.0
1415,0.0
1416,7.0
1417,14.0
1418,0.0
1419,1.0
1420,8.0
1421,8.0
1422,2.0
1423,1.0
1424,10.0
1425,9.0
1426,1.0
1427,2.0
1428,0.0
1429,2.0
1430,1.0
1431,4.0
1432,0.0
1433,0.0
1434,0.0
1435,4.0
1436,0.0
1437,1.0
1438,2.0
1439,1.0
1440,1.0
1441,7.0
1442,2.0
1443,5.0
1444,6.0
1445,6.0
1446,2.0
1447,1.0
1448,0.0
1449,7.0
1450,3.0
1451,11.0
1452,8.0
1453,0.0
1454,5.0
1455,1.0
1456,0.0
1457,4.0
1458,2.0
1459,6.0
1460,4.0
1461,5.0
1462,0.0
1463,1.0
1464,2.0
1465,0.0
1466,0.0
1467,4.0
1468,2.0
1469,0.0
1470,3.0
1471,9.0
1472,2.0
1473,9.0
1474,0.0
1475,1.0
1476,7.0
1477,8.0
1478,2.0
1479,7.0
1480,3.0
1481,0.0
1482,2.0
1483,1.0
1484,0.0
1485,11.0
1486,7.0
1487,8.0
1488,3.0
1489,1.0
1490,8.0
1491,7.0
1492,0.0
1493,5.0
1494,6.0
1495,5.0
1496,3.0
1497,15.0
1498,1.0
1499,5.0
1500,0.0
1501,0.0
1502,4.0
1503,2.0
1504,3.0
1505,2.0
1506,6.0
1507,0.0
1508,7.0
1509,0.0
1510,4.0
1511,4.0
1512,1.0
1513,0.0
1514,0.0
1515,1.0
1516,16.0
1517,0.0
1518,0.0
1519,8.0
1520,0.0
1521,1.0
1522,0.0
1523,2.0
1524,2.0
1525,0.0
1526,7.0
1527,0.0
1528,9.0
1529,0.0
1530,2.0
1531,4.0
1532,14.0
1533,1.0
1534,1.0
1535,0.0
1536,1.0
1537,1.0
1538,0.0
1539,4.0
1540,3.0
1541,0.0
1542,0.0
1543,1.0
1544,1.0
1545,0.0
1546,4.0
1547,4.0
1548,9.0
1549,6.0
1550,10.0
1551,2.0
1552,13.0
1553,1.0
1554,12.0
1555,0.0
1556,2.0
1557,1.0
1558,0.0
1559,4.0
1560,5.0
1561,4.0
1562,0.0
1563,5.0
1564,4.0
1565,6.0
1566,14.0
1567,2.0
1568,2.0
1569,4.0
1570,5.0
1571,2.0
1572,2.0
1573,4.0
1574,4.0
1575,2.0
1576,7.0
1577,3.0
1578,10.0
1579,2.0
1580,2.0
1581,0.0
1582,3.0
1583,5.0
1584,8.0
1585,0.0
1586,2.0
1587,4.0
1588,1.0
1589,6.0
1590,0.0
1591,0.0
1592,0.0
1593,4.0
1594,4.0
1595,16.0
1596,2.0
1597,1.0
1598,3.0
1599,6.0
1600,7.0
1601,0.0
1602,3.0
1603,1.0
1604,2.0
1605,2.0
1606,9.0
1607,7.0
1608,1.0
1609,5.0
1610,6.0
1611,6.0
1612,9.0
1613,1.0
1614,4.0
1615,2.0
1616,0.0
1617,0.0
1618,6.0
1619,0.0
1620,0.0
1621,1.0
1622,7.0
1623,2.0
1624,2.0
1625,1.0
1626,2.0
1627,0.0
1628,0.0
1629,0.0
1630,5.0
1631,4.0
1632,4.0
1633,2.0
1634,5.0
1635,3.0
1636,0.0
1637,4.0
1638,2.0
1639,4.0
1640,3.0
1641,0.0
1642,7.0
1643,14.0
1644,3.0
1645,3.0
1646,2.0
1647,3.0
1648,1.0
1649,1.0
1650,8.0
1651,1.0
1652,7.0
1653,2.0
1654,9.0
1655,4.0
1656,0.0
1657,3.0
1658,5.0
1659,9.0
1660,5.0
1661,3.0
1662,2.0
1663,1.0
1664,2.0
1665,1.0
1666,2.0
1667,0.0
1668,2.0
1669,11.0
1670,16.0
1671,6.0
1672,2.0
1673,7.0
1674,0.0
1675,0.0
1676,4.0
1677,2.0
1678,1.0
1679,3.0
1680,9.0
1681,2.0
1682,0.0
1683,0.0
1684,0.0
1685,1.0
1686,7.0
1687,3.0
1688,0.0
1689,6.0
1690,7.0
1691,3.0
1692,1.0
1693,2.0
1694,1.0
1695,1.0
1696,9.0
1697,4.0
1698,0.0
1699,8.0
1700,3.0
1701,0.0
1702,16.0
1703,0.0
1704,2.0
1705,0.0
1706,1.0
1707,1.0
1708,2.0
1709,0.0
1710,1.0
1711,1.0
1712,1.0
1713,0.0
1714,0.0
1715,0.0
1716,4.0
1717,0.0
1718,4.0
1719,7.0
1720,2.0
1721,5.0
1722,3.0
1723,1.0
1724,4.0
1725,4.0
1726,4.0
1727,3.0
1728,9.0
1729,3.0
1730,6.0
1731,1.0
1732,4.0
1733,7.0
1734,4.0
1735,0.0
1736,5.0
1737,3.0
1738,4.0
1739,6.0
1740,1.0
1741,3.0
1742,0.0
1743,12.0
1744,10.0
1745,3.0
1746,0.0
1747,0.0
1748,0.0
1749,8.0
1750,5.0
1751,1.0
1752,4.0
1753,6.0
1754,0.0
1755,4.0
1756,1.0
1757,0.0
1758,9.0
1759,3.0
1760,1.0
1761,0.0
1762,7.0
1763,7.0
1764,0.0
1765,4.0
1766,3.0
1767,1.0
1768,4.0
1769,1.0
1770,1.0
1771,0.0
1772,8.0
1773,2.0
1774,1.0
1775,12.0
1776,3.0
1777,2.0
1778,4.0
1779,3.0
1780,2.0
1781,9.0
1782,0.0
1783,7.0
1784,1.0
1785,9.0
1786,6.0
1787,2.0
1788,0.0
1789,7.0
1790,9.0
1791,0.0
1792,6.0
1793,5.0
1794,2.0
1795,0.0
1796,3.0
1797,0.0
1798,0.0
1799,1.0
1800,8.0
1801,6.0
1802,0.0
1803,2.0
1804,1.0
1805,9.0
1806,12.0
1807,3.0
1808,9.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,2.0
1814,6.0
1815,1.0
1816,2.0
1817,1.0
1818,3.0
1819,0.0
1820,3.0
1821,0.0
1822,8.0
1823,0.0
1824,1.0
1825,6.0
1826,1.0
1827,1.0
1828,11.0
1829,5.0
1830,0.0
1831,0.0
1832,0.0
1833,5.0
1834,0.0
1835,7.0
1836,0.0
1837,1.0
1838,0.0
1839,10.0
1840,0.0
1841,0.0
1842,0.0
1843,1.0
1844,15.0
1845,0.0
1846,0.0
1847,2.0
1848,2.0
1849,3.0
1850,5.0
1851,2.0
1852,13.0
1853,0.0
1854,0.0
1855,3.0
1856,1.0
1857,3.0
1858,0.0
1859,6.0
1860,1.0
1861,0.0
1862,5.0
1863,3.0
1864,1.0
1865,5.0
1866,9.0
1867,10.0
1868,4.0
1869,0.0
1870,3.0
1871,7.0
1872,1.0
1873,2.0
1874,1.0
1875,3.0
1876,2.0
1877,2.0
1878,1.0
1879,13.0
1880,8.0
1881,4.0
1882,2.0
1883,9.0
1884,4.0
1885,1.0
1886,4.0
1887,3.0
1888,9.0
1889,3.0
1890,0.0
1891,6.0
1892,14.0
1893,2.0
1894,0.0
1895,9.0
1896,5.0
1897,2.0
1898,3.0
1899,0.0
1900,5.0
1901,4.0
1902,8.0
1903,0.0
1904,2.0
1905,5.0
1906,4.0
1907,2.0
1908,0.0
1909,4.0
1910,4.0
1911,8.0
1912,0.0
1913,10.0
1914,8.0
1915,12.0
1916,0.0
1917,1.0
1918,4.0
1919,4.0
1920,2.0
1921,6.0
1922,3.0
1923,5.0
1924,1.0
1925,5.0
1926,9.0
1927,1.0
1928,1.0
1929,0.0
1930,1.0
1931,1.0
1932,0.0
1933,2.0
1934,4.0
1935,0.0
1936,7.0
1937,10.0
1938,1.0
1939,2.0
1940,2.0
1941,5.0
1942,17.0
1943,2.0
1944,0.0
1945,5.0
1946,0.0
1947,7.0
1948,2.0
1949,2.0
1950,2.0
1951,7.0
1952,1.0
1953,6.0
1954,1.0
1955,0.0
1956,3.0
1957,2.0
1958,4.0
1959,0.0
1960,0.0
1961,2.0
1962,0.0
1963,7.0
1964,5.0
1965,8.0
1966,8.0
1967,0.0
1968,0.0
1969,0.0
1970,2.0
1971,0.0
1972,0.0
1973,0.0
1974,4.0
1975,6.0
1976,5.0
1977,2.0
1978,3.0
1979,2.0
1980,1.0
1981,0.0
1982,1.0
1983,0.0
1984,2.0
1985,1.0
1986,1.0
1987,0.0
1988,1.0
1989,4.0
1990,2.0
1991,7.0
1992,0.0
1993,2.0
1994,4.0
1995,5.0
1996,1.0
1997,0.0
1998,0.0
1999,3.0
2000,15.0
2001,12.0
2002,4.0
2003,2.0
2004,5.0
2005,2.0
2006,7.0
2007,6.0
2008,0.0
2009,1.0
2010,0.0
2011,6.0
2012,0.0
2013,4.0
2014,4.0
2015,2.0
2016,9.0
2017,3.0
2018,7.0
2019,0.0
2020,1.0
2021,8.0
2022,12.0
2023,1.0
2024,3.0
2025,0.0
2026,6.0
2027,1.0
2028,3.0
2029,4.0
2030,4.0
2031,9.0
2032,3.0
2033,0.0
2034,2.0
2035,3.0
2036,7.0
2037,2.0
2038,1.0
2039,0.0
2040,4.0
2041,12.0
2042,5.0
2043,17.0
2044,3.0
2045,4.0
2046,0.0
2047,4.0
2048,0.0
2049,3.0
2050,8.0
2051,1.0
2052,4.0
2053,19.0
2054,3.0
2055,4.0
2056,12.0
2057,1.0
2058,3.0
2059,6.0
2060,5.0
2061,5.0
2062,15.0
2063,8.0
2064,2.0
2065,11.0
2066,18.0
2067,3.0
2068,7.0
2069,4.0
2070,0.0
2071,15.0
2072,4.0
2073,8.0
2074,5.0
2075,8.0
2076,3.0
2077,3.0
2078,1.0
2079,4.0
2080,2.0
2081,9.0
2082,1.0
2083,11.0
2084,9.0
2085,14.0
2086,9.0
2087,3.0
2088,5.0
2089,0.0
2090,1.0
2091,1.0
2092,4.0
2093,4.0
2094,3.0
2095,8.0
2096,0.0
2097,18.0
2098,0.0
2099,10.0
2100,2.0
2101,10.0
2102,2.0
2103,0.0
2104,3.0
2105,8.0
2106,5.0
2107,2.0
2108,1.0
2109,1.0
2110,0.0
2111,1.0
2112,1.0
2113,2.0
2114,0.0
2115,0.0
2116,2.0
2117,14.0
2118,9.0
2119,2.0
2120,11.0
2121,10.0
2122,7.0
2123,0.0
2124,17.0
2125,1.0
2126,0.0
2127,0.0
2128,1.0
2129,2.0
2130,0.0
2131,6.0
2132,8.0
2133,0.0
2134,0.0
2135,8.0
2136,0.0
2137,1.0
2138,0.0
2139,7.0
