,Sema4d
36264,6.0
36265,3.0
36266,8.0
36267,0.0
36268,7.0
36269,4.0
36270,10.0
36271,0.0
36272,3.0
36273,2.0
36274,6.0
36275,2.0
36276,3.0
36277,4.0
36278,4.0
36279,3.0
36280,0.0
36281,2.0
36282,6.0
36283,4.0
36284,1.0
36285,3.0
36286,0.0
36287,3.0
36288,1.0
36289,3.0
36290,5.0
36291,1.0
36292,4.0
36293,10.0
36294,1.0
36295,4.0
36296,9.0
36297,0.0
36298,1.0
36299,5.0
36300,3.0
36301,0.0
36302,29.0
36303,0.0
36304,2.0
36305,1.0
36306,0.0
36307,0.0
36308,0.0
36309,0.0
36310,3.0
36311,2.0
36312,11.0
36313,4.0
36314,0.0
36315,0.0
36316,0.0
36317,2.0
36318,2.0
36319,3.0
36320,4.0
36321,1.0
36322,3.0
36323,0.0
36324,2.0
36325,3.0
36326,5.0
36327,3.0
36328,5.0
36329,0.0
36330,0.0
36331,0.0
36332,3.0
36333,3.0
36334,6.0
36335,1.0
36336,11.0
36337,1.0
36338,7.0
36339,0.0
36340,0.0
36341,4.0
36342,0.0
36343,3.0
36344,3.0
36345,0.0
36346,0.0
36347,6.0
36348,0.0
36349,8.0
36350,2.0
36351,0.0
36352,3.0
36353,1.0
36354,3.0
36355,7.0
36356,2.0
36357,0.0
36358,3.0
36359,5.0
36360,3.0
36361,0.0
36362,0.0
36363,0.0
36364,0.0
36365,0.0
36366,0.0
36367,6.0
36368,5.0
36369,12.0
36370,0.0
36371,2.0
36372,0.0
36373,5.0
36374,0.0
36375,0.0
36376,0.0
36377,1.0
36378,2.0
36379,5.0
36380,0.0
36381,2.0
36382,8.0
36383,1.0
36384,5.0
36385,0.0
36386,0.0
36387,0.0
36388,4.0
36389,4.0
36390,0.0
36391,1.0
36392,6.0
36393,5.0
36394,8.0
36395,0.0
36396,1.0
36397,2.0
36398,0.0
36399,4.0
36400,0.0
36401,0.0
36402,0.0
36403,3.0
36404,1.0
36405,5.0
36406,0.0
36407,3.0
36408,4.0
36409,3.0
36410,0.0
36411,18.0
36412,0.0
36413,5.0
36414,1.0
36415,4.0
36416,1.0
36417,0.0
36418,7.0
36419,0.0
36420,3.0
36421,0.0
36422,4.0
36423,3.0
36424,1.0
36425,2.0
36426,0.0
36427,6.0
36428,0.0
36429,5.0
36430,0.0
36431,0.0
36432,4.0
36433,6.0
36434,2.0
36435,4.0
36436,2.0
36437,1.0
36438,0.0
36439,0.0
36440,28.0
36441,0.0
36442,0.0
36443,21.0
36444,6.0
36445,2.0
36446,2.0
36447,0.0
36448,3.0
36449,0.0
36450,0.0
36451,7.0
36452,3.0
36453,3.0
36454,1.0
36455,2.0
36456,1.0
36457,5.0
36458,0.0
36459,0.0
36460,3.0
36461,0.0
36462,13.0
36463,1.0
36464,0.0
36465,0.0
36466,5.0
36467,0.0
36468,0.0
36469,1.0
36470,3.0
36471,4.0
36472,0.0
36473,3.0
36474,0.0
36475,1.0
36476,6.0
36477,1.0
36478,3.0
36479,0.0
36480,3.0
36481,0.0
36482,4.0
36483,0.0
36484,2.0
36485,3.0
36486,0.0
36487,10.0
36488,1.0
36489,3.0
36490,0.0
36491,1.0
36492,0.0
36493,0.0
36494,3.0
36495,0.0
36496,2.0
36497,1.0
36498,0.0
36499,0.0
36500,2.0
36501,2.0
36502,0.0
36503,3.0
36504,3.0
36505,0.0
36506,7.0
36507,0.0
36508,0.0
36509,0.0
36510,10.0
36511,1.0
36512,6.0
36513,4.0
36514,0.0
36515,0.0
36516,2.0
36517,2.0
36518,0.0
36519,2.0
36520,6.0
36521,7.0
36522,0.0
36523,1.0
36524,0.0
36525,0.0
36526,0.0
36527,1.0
36528,4.0
36529,3.0
36530,4.0
36531,7.0
36532,0.0
36533,5.0
36534,0.0
36535,0.0
36536,1.0
36537,1.0
36538,1.0
36539,2.0
36540,0.0
36541,0.0
36542,1.0
36543,0.0
36544,17.0
36545,6.0
36546,1.0
36547,0.0
36548,13.0
36549,1.0
36550,14.0
36551,3.0
36552,3.0
36553,0.0
36554,3.0
36555,5.0
36556,6.0
36557,4.0
36558,1.0
36559,4.0
36560,0.0
36561,2.0
36562,2.0
36563,1.0
36564,6.0
36565,0.0
36566,1.0
36567,14.0
36568,8.0
36569,1.0
36570,14.0
36571,2.0
36572,0.0
36573,3.0
36574,6.0
36575,0.0
36576,3.0
36577,2.0
36578,1.0
36579,9.0
36580,15.0
36581,0.0
36582,0.0
36583,10.0
36584,1.0
36585,0.0
36586,4.0
36587,0.0
36588,0.0
36589,3.0
36590,1.0
36591,0.0
36592,2.0
36593,0.0
36594,0.0
36595,3.0
36596,3.0
36597,3.0
36598,6.0
36599,4.0
36600,2.0
36601,0.0
36602,1.0
36603,4.0
36604,0.0
36605,0.0
36606,2.0
36607,0.0
36608,0.0
36609,1.0
36610,0.0
36611,0.0
36612,0.0
36613,3.0
36614,0.0
36615,0.0
36616,1.0
36617,1.0
36618,3.0
36619,0.0
36620,0.0
36621,0.0
36622,2.0
36623,2.0
36624,2.0
36625,4.0
36626,0.0
36627,0.0
36628,10.0
36629,0.0
36630,2.0
36631,5.0
36632,2.0
36633,0.0
36634,0.0
36635,21.0
36636,5.0
36637,1.0
36638,0.0
36639,1.0
36640,0.0
36641,3.0
36642,0.0
36643,2.0
36644,5.0
36645,0.0
36646,0.0
36647,0.0
36648,0.0
36649,1.0
36650,1.0
36651,0.0
36652,4.0
36653,5.0
36654,2.0
36655,0.0
36656,4.0
36657,3.0
36658,9.0
36659,2.0
36660,2.0
36661,0.0
36662,0.0
36663,0.0
36664,1.0
36665,1.0
36666,2.0
36667,1.0
36668,2.0
36669,2.0
36670,1.0
36671,2.0
36672,2.0
36673,0.0
36674,13.0
36675,4.0
36676,0.0
36677,0.0
36678,2.0
36679,0.0
36680,0.0
36681,3.0
36682,1.0
36683,2.0
36684,0.0
36685,3.0
36686,0.0
36687,1.0
36688,1.0
36689,0.0
36690,19.0
36691,0.0
36692,2.0
36693,6.0
36694,1.0
36695,2.0
36696,1.0
36697,2.0
36698,0.0
36699,0.0
36700,0.0
36701,1.0
36702,3.0
36703,3.0
36704,1.0
36705,6.0
36706,0.0
36707,1.0
36708,24.0
36709,1.0
36710,1.0
36711,0.0
36712,0.0
36713,0.0
36714,0.0
36715,0.0
36716,0.0
36717,0.0
36718,0.0
36719,2.0
36720,2.0
36721,3.0
36722,2.0
36723,2.0
36724,3.0
36725,4.0
36726,0.0
36727,0.0
36728,1.0
36729,0.0
36730,0.0
36731,6.0
36732,1.0
36733,1.0
36734,0.0
36735,0.0
36736,2.0
36737,0.0
36738,1.0
36739,5.0
36740,2.0
36741,0.0
36742,4.0
36743,0.0
36744,0.0
36745,0.0
36746,5.0
36747,4.0
36748,6.0
36749,1.0
36750,1.0
36751,9.0
36752,3.0
36753,3.0
36754,2.0
36755,0.0
36756,0.0
36757,2.0
36758,0.0
36759,1.0
36760,0.0
36761,1.0
36762,3.0
36763,1.0
36764,4.0
36765,0.0
36766,0.0
36767,5.0
36768,0.0
36769,0.0
36770,0.0
36771,1.0
36772,4.0
36773,0.0
36774,0.0
36775,6.0
36776,0.0
36777,3.0
36778,4.0
36779,1.0
36780,0.0
36781,5.0
36782,10.0
36783,0.0
36784,5.0
36785,4.0
36786,0.0
36787,0.0
36788,5.0
36789,0.0
36790,0.0
36791,1.0
36792,2.0
36793,7.0
36794,0.0
36795,0.0
36796,0.0
36797,2.0
36798,3.0
36799,0.0
36800,2.0
36801,0.0
36802,0.0
36803,0.0
36804,0.0
36805,0.0
36806,5.0
36807,1.0
36808,1.0
36809,0.0
36810,0.0
36811,1.0
36812,9.0
36813,0.0
36814,7.0
36815,0.0
36816,3.0
36817,0.0
36818,0.0
36819,0.0
36820,0.0
36821,1.0
36822,2.0
36823,0.0
36824,2.0
36825,3.0
36826,0.0
36827,0.0
36828,2.0
36829,3.0
36830,7.0
36831,3.0
36832,3.0
36833,1.0
36834,6.0
36835,0.0
36836,0.0
36837,0.0
36838,7.0
36839,4.0
36840,0.0
36841,3.0
36842,2.0
36843,2.0
36844,1.0
36845,3.0
36846,0.0
36847,3.0
36848,1.0
36849,2.0
36850,0.0
36851,1.0
36852,0.0
36853,0.0
36854,2.0
36855,0.0
36856,1.0
36857,2.0
36858,3.0
36859,2.0
36860,0.0
36861,5.0
36862,1.0
36863,0.0
36864,0.0
36865,1.0
36866,4.0
36867,2.0
36868,0.0
36869,6.0
36870,3.0
36871,1.0
36872,0.0
36873,2.0
36874,0.0
36875,2.0
36876,2.0
36877,0.0
36878,0.0
36879,5.0
36880,3.0
36881,2.0
36882,0.0
36883,1.0
36884,5.0
36885,0.0
36886,3.0
36887,0.0
36888,1.0
36889,2.0
36890,0.0
36891,3.0
36892,0.0
36893,0.0
36894,0.0
36895,0.0
36896,0.0
36897,0.0
36898,4.0
36899,0.0
36900,0.0
36901,0.0
36902,2.0
36903,2.0
36904,3.0
36905,6.0
36906,0.0
36907,3.0
36908,0.0
36909,1.0
36910,3.0
36911,1.0
36912,4.0
36913,0.0
36914,0.0
36915,1.0
36916,0.0
36917,1.0
36918,0.0
36919,4.0
36920,1.0
36921,0.0
36922,2.0
36923,2.0
36924,0.0
36925,0.0
36926,5.0
36927,1.0
36928,3.0
36929,1.0
36930,1.0
36931,0.0
36932,4.0
36933,0.0
36934,0.0
36935,1.0
36936,1.0
36937,0.0
36938,5.0
36939,0.0
36940,1.0
36941,1.0
36942,0.0
36943,0.0
36944,1.0
36945,4.0
36946,0.0
36947,16.0
36948,3.0
36949,0.0
36950,2.0
36951,1.0
36952,6.0
36953,1.0
36954,0.0
36955,0.0
36956,1.0
36957,1.0
36958,4.0
36959,1.0
36960,1.0
36961,0.0
36962,0.0
36963,2.0
36964,5.0
36965,0.0
36966,0.0
36967,1.0
36968,0.0
36969,3.0
36970,0.0
36971,5.0
36972,6.0
36973,2.0
36974,0.0
36975,8.0
36976,0.0
36977,1.0
36978,0.0
36979,1.0
36980,1.0
36981,1.0
36982,0.0
36983,0.0
36984,3.0
36985,0.0
36986,2.0
36987,0.0
36988,0.0
36989,0.0
36990,0.0
36991,2.0
36992,0.0
36993,7.0
36994,0.0
36995,0.0
36996,1.0
36997,2.0
36998,3.0
36999,0.0
37000,0.0
37001,2.0
37002,1.0
37003,7.0
37004,2.0
37005,0.0
37006,2.0
37007,1.0
37008,0.0
37009,1.0
37010,1.0
37011,0.0
37012,0.0
37013,5.0
37014,4.0
37015,0.0
37016,0.0
37017,3.0
37018,1.0
37019,2.0
37020,6.0
37021,1.0
37022,0.0
37023,0.0
37024,1.0
37025,1.0
37026,2.0
37027,3.0
37028,2.0
37029,0.0
37030,0.0
37031,6.0
37032,1.0
37033,0.0
37034,0.0
37035,1.0
37036,2.0
37037,1.0
37038,0.0
37039,1.0
37040,3.0
37041,2.0
37042,0.0
37043,5.0
37044,3.0
37045,2.0
37046,0.0
37047,0.0
37048,1.0
37049,2.0
37050,0.0
37051,0.0
37052,0.0
37053,0.0
37054,0.0
37055,2.0
37056,5.0
37057,0.0
37058,2.0
37059,1.0
37060,1.0
37061,1.0
37062,5.0
37063,0.0
37064,5.0
37065,2.0
37066,0.0
37067,0.0
37068,2.0
37069,9.0
37070,2.0
37071,1.0
37072,0.0
37073,0.0
37074,0.0
37075,3.0
37076,0.0
37077,3.0
37078,3.0
37079,0.0
37080,2.0
37081,0.0
37082,5.0
37083,2.0
37084,0.0
37085,0.0
37086,0.0
37087,0.0
37088,0.0
37089,1.0
37090,5.0
37091,0.0
37092,2.0
37093,0.0
37094,2.0
37095,9.0
37096,2.0
37097,0.0
37098,7.0
37099,1.0
37100,0.0
37101,2.0
37102,5.0
37103,3.0
37104,1.0
37105,1.0
37106,2.0
37107,1.0
37108,1.0
37109,2.0
37110,0.0
37111,4.0
37112,0.0
37113,2.0
37114,8.0
37115,4.0
37116,0.0
37117,0.0
37118,2.0
37119,0.0
37120,2.0
37121,0.0
37122,1.0
37123,5.0
37124,2.0
37125,2.0
37126,2.0
37127,8.0
37128,4.0
37129,0.0
37130,0.0
37131,0.0
37132,2.0
37133,1.0
37134,1.0
37135,0.0
37136,2.0
37137,4.0
37138,2.0
37139,1.0
37140,3.0
37141,3.0
37142,2.0
37143,4.0
37144,0.0
37145,2.0
37146,2.0
37147,0.0
37148,0.0
37149,0.0
37150,3.0
37151,4.0
37152,9.0
37153,0.0
37154,1.0
37155,9.0
37156,1.0
37157,1.0
37158,1.0
37159,0.0
37160,0.0
37161,4.0
37162,0.0
37163,2.0
37164,0.0
37165,0.0
37166,0.0
37167,0.0
37168,3.0
37169,0.0
37170,1.0
37171,0.0
37172,2.0
37173,1.0
37174,0.0
37175,1.0
37176,2.0
37177,1.0
37178,0.0
37179,0.0
37180,0.0
37181,1.0
37182,1.0
37183,2.0
37184,2.0
37185,2.0
37186,0.0
37187,0.0
37188,2.0
37189,0.0
37190,9.0
37191,1.0
37192,2.0
37193,1.0
37194,1.0
37195,0.0
37196,6.0
37197,8.0
37198,0.0
37199,0.0
37200,2.0
37201,0.0
37202,3.0
37203,0.0
37204,1.0
37205,0.0
37206,1.0
37207,0.0
37208,0.0
37209,3.0
37210,0.0
37211,0.0
37212,3.0
37213,0.0
37214,3.0
37215,0.0
37216,0.0
37217,5.0
37218,3.0
37219,0.0
37220,0.0
37221,2.0
37222,3.0
37223,3.0
37224,3.0
37225,0.0
37226,3.0
37227,0.0
37228,1.0
37229,2.0
37230,0.0
37231,0.0
37232,2.0
37233,5.0
37234,10.0
37235,5.0
37236,2.0
37237,4.0
37238,2.0
37239,0.0
37240,1.0
37241,1.0
37242,0.0
37243,2.0
37244,0.0
37245,0.0
37246,0.0
37247,0.0
37248,2.0
37249,0.0
37250,6.0
37251,0.0
37252,0.0
37253,0.0
37254,0.0
37255,0.0
37256,0.0
37257,2.0
37258,3.0
37259,1.0
37260,3.0
37261,5.0
37262,2.0
37263,1.0
37264,0.0
37265,0.0
37266,2.0
37267,1.0
37268,1.0
37269,0.0
37270,1.0
37271,0.0
37272,1.0
37273,0.0
37274,3.0
37275,0.0
37276,0.0
37277,5.0
37278,3.0
37279,3.0
37280,6.0
37281,3.0
37282,0.0
37283,0.0
37284,3.0
37285,0.0
37286,4.0
37287,0.0
37288,0.0
37289,5.0
37290,3.0
37291,1.0
37292,5.0
37293,0.0
37294,2.0
37295,0.0
37296,1.0
37297,2.0
37298,0.0
37299,1.0
37300,0.0
37301,2.0
37302,0.0
37303,4.0
37304,0.0
37305,0.0
37306,1.0
37307,4.0
37308,5.0
37309,1.0
37310,2.0
37311,1.0
37312,1.0
37313,0.0
37314,0.0
37315,0.0
37316,1.0
37317,0.0
37318,0.0
37319,0.0
37320,4.0
37321,3.0
37322,0.0
37323,1.0
37324,0.0
37325,5.0
37326,0.0
37327,5.0
37328,1.0
37329,1.0
37330,0.0
37331,1.0
37332,0.0
37333,1.0
37334,0.0
37335,0.0
37336,2.0
37337,8.0
37338,3.0
37339,0.0
37340,3.0
37341,1.0
37342,4.0
37343,1.0
37344,0.0
37345,0.0
37346,1.0
37347,1.0
37348,2.0
37349,3.0
37350,0.0
37351,3.0
37352,7.0
37353,2.0
37354,1.0
37355,2.0
37356,1.0
37357,0.0
37358,0.0
37359,2.0
37360,0.0
37361,2.0
37362,3.0
37363,4.0
37364,1.0
37365,1.0
37366,1.0
37367,0.0
37368,1.0
37369,1.0
37370,0.0
37371,1.0
37372,4.0
37373,0.0
37374,0.0
37375,4.0
37376,0.0
37377,3.0
37378,1.0
37379,0.0
37380,1.0
37381,9.0
37382,0.0
37383,1.0
37384,0.0
37385,3.0
37386,0.0
37387,0.0
37388,0.0
37389,7.0
37390,1.0
37391,0.0
37392,0.0
37393,0.0
37394,0.0
37395,1.0
37396,3.0
37397,0.0
37398,0.0
37399,0.0
37400,0.0
37401,4.0
37402,0.0
37403,2.0
37404,0.0
37405,2.0
37406,5.0
37407,1.0
37408,0.0
37409,0.0
37410,0.0
37411,1.0
37412,0.0
37413,2.0
37414,2.0
37415,1.0
37416,2.0
37417,0.0
37418,5.0
37419,0.0
37420,0.0
37421,0.0
37422,0.0
37423,0.0
37424,6.0
37425,3.0
37426,2.0
37427,0.0
37428,2.0
37429,0.0
37430,2.0
37431,0.0
37432,0.0
37433,0.0
37434,0.0
37435,9.0
37436,0.0
37437,6.0
37438,0.0
37439,3.0
37440,5.0
37441,0.0
37442,1.0
37443,0.0
37444,3.0
37445,0.0
37446,5.0
37447,6.0
37448,1.0
37449,4.0
37450,0.0
37451,0.0
37452,2.0
37453,0.0
37454,0.0
37455,0.0
37456,0.0
37457,1.0
37458,3.0
37459,7.0
37460,2.0
37461,0.0
37462,1.0
37463,0.0
37464,1.0
37465,1.0
37466,4.0
37467,0.0
37468,0.0
37469,0.0
37470,7.0
37471,0.0
37472,0.0
37473,1.0
37474,1.0
37475,0.0
37476,1.0
37477,0.0
37478,2.0
37479,1.0
37480,2.0
37481,6.0
37482,1.0
37483,1.0
37484,4.0
37485,0.0
37486,2.0
37487,2.0
37488,5.0
37489,0.0
37490,0.0
37491,0.0
37492,0.0
37493,6.0
37494,0.0
37495,3.0
37496,0.0
37497,1.0
37498,5.0
37499,1.0
37500,3.0
37501,3.0
37502,3.0
37503,3.0
37504,2.0
37505,2.0
37506,3.0
37507,2.0
37508,1.0
37509,2.0
37510,1.0
37511,3.0
37512,3.0
37513,0.0
37514,0.0
37515,1.0
37516,1.0
37517,6.0
37518,7.0
37519,1.0
37520,0.0
37521,1.0
37522,0.0
37523,1.0
37524,1.0
37525,1.0
37526,7.0
37527,0.0
37528,4.0
37529,0.0
37530,0.0
37531,1.0
37532,3.0
37533,0.0
37534,1.0
37535,3.0
37536,1.0
37537,0.0
37538,3.0
37539,3.0
37540,4.0
37541,0.0
37542,1.0
37543,0.0
37544,1.0
37545,1.0
37546,1.0
37547,0.0
37548,1.0
37549,1.0
37550,2.0
37551,0.0
37552,2.0
37553,0.0
37554,1.0
37555,1.0
37556,1.0
37557,1.0
37558,3.0
37559,2.0
37560,1.0
37561,3.0
37562,0.0
37563,3.0
37564,0.0
37565,1.0
37566,1.0
37567,3.0
37568,1.0
37569,0.0
37570,0.0
37571,2.0
37572,2.0
37573,0.0
37574,2.0
37575,2.0
37576,2.0
37577,1.0
37578,0.0
37579,5.0
37580,0.0
37581,0.0
37582,1.0
37583,2.0
37584,2.0
37585,0.0
37586,1.0
37587,2.0
37588,0.0
37589,2.0
37590,3.0
37591,1.0
37592,1.0
37593,1.0
37594,0.0
37595,1.0
37596,1.0
37597,1.0
37598,0.0
37599,2.0
37600,1.0
37601,2.0
37602,6.0
37603,3.0
37604,2.0
37605,1.0
37606,0.0
37607,1.0
37608,0.0
37609,2.0
37610,2.0
37611,2.0
37612,1.0
37613,7.0
37614,0.0
37615,0.0
37616,0.0
37617,0.0
37618,5.0
37619,2.0
37620,1.0
37621,3.0
37622,1.0
37623,1.0
37624,0.0
37625,3.0
37626,2.0
37627,0.0
37628,1.0
37629,0.0
37630,0.0
37631,0.0
37632,1.0
37633,2.0
37634,0.0
37635,0.0
37636,0.0
37637,2.0
37638,0.0
37639,3.0
37640,2.0
37641,0.0
37642,1.0
37643,0.0
37644,1.0
37645,0.0
37646,2.0
37647,0.0
37648,3.0
37649,2.0
37650,1.0
37651,0.0
37652,5.0
37653,2.0
37654,2.0
37655,2.0
37656,0.0
37657,4.0
37658,0.0
37659,2.0
37660,3.0
37661,0.0
37662,1.0
37663,0.0
37664,4.0
37665,0.0
37666,0.0
37667,0.0
37668,0.0
37669,3.0
37670,2.0
37671,0.0
37672,0.0
37673,1.0
37674,0.0
37675,3.0
37676,0.0
37677,2.0
37678,3.0
37679,3.0
37680,0.0
37681,0.0
37682,2.0
37683,2.0
37684,0.0
37685,2.0
37686,1.0
37687,0.0
37688,0.0
37689,0.0
37690,0.0
37691,2.0
37692,3.0
37693,1.0
37694,15.0
37695,0.0
37696,1.0
37697,2.0
37698,0.0
37699,2.0
37700,2.0
37701,1.0
37702,0.0
37703,1.0
37704,11.0
37705,0.0
37706,6.0
37707,1.0
37708,0.0
37709,0.0
37710,0.0
37711,5.0
37712,0.0
37713,0.0
37714,0.0
37715,0.0
37716,9.0
37717,4.0
37718,5.0
37719,1.0
37720,1.0
37721,0.0
37722,2.0
37723,4.0
37724,0.0
37725,0.0
37726,0.0
37727,0.0
37728,0.0
37729,1.0
37730,2.0
37731,0.0
37732,4.0
37733,1.0
37734,0.0
37735,0.0
37736,0.0
37737,4.0
37738,0.0
37739,0.0
37740,0.0
37741,0.0
37742,2.0
37743,0.0
37744,0.0
37745,0.0
37746,0.0
37747,3.0
37748,0.0
37749,3.0
37750,2.0
37751,0.0
37752,0.0
37753,0.0
37754,0.0
37755,2.0
37756,1.0
37757,0.0
37758,6.0
37759,0.0
37760,1.0
37761,2.0
37762,3.0
37763,0.0
37764,0.0
37765,2.0
37766,0.0
37767,0.0
37768,1.0
37769,0.0
37770,0.0
37771,0.0
37772,0.0
37773,0.0
37774,0.0
37775,3.0
37776,0.0
37777,0.0
37778,0.0
37779,0.0
37780,1.0
37781,0.0
37782,1.0
37783,1.0
37784,1.0
37785,1.0
37786,0.0
37787,1.0
37788,3.0
37789,4.0
37790,0.0
37791,2.0
37792,0.0
37793,2.0
37794,0.0
37795,0.0
37796,3.0
37797,1.0
37798,1.0
37799,0.0
37800,0.0
37801,4.0
37802,0.0
37803,0.0
37804,0.0
37805,0.0
37806,5.0
37807,1.0
37808,6.0
37809,0.0
37810,0.0
37811,0.0
37812,1.0
37813,1.0
37814,2.0
37815,0.0
37816,10.0
37817,1.0
37818,5.0
37819,0.0
37820,3.0
37821,0.0
37822,0.0
37823,0.0
37824,0.0
37825,2.0
37826,0.0
37827,3.0
37828,5.0
37829,0.0
37830,1.0
37831,0.0
37832,0.0
37833,6.0
37834,2.0
37835,1.0
37836,0.0
37837,0.0
37838,2.0
37839,0.0
37840,1.0
37841,1.0
37842,0.0
37843,0.0
37844,0.0
37845,2.0
37846,4.0
37847,0.0
37848,0.0
37849,1.0
37850,1.0
37851,1.0
37852,0.0
37853,0.0
37854,3.0
37855,2.0
37856,1.0
37857,2.0
37858,2.0
37859,0.0
37860,1.0
37861,0.0
37862,1.0
37863,0.0
37864,0.0
37865,0.0
37866,3.0
37867,0.0
37868,0.0
37869,1.0
37870,0.0
37871,1.0
37872,1.0
37873,0.0
37874,2.0
37875,0.0
37876,0.0
37877,0.0
37878,1.0
37879,1.0
37880,4.0
37881,3.0
37882,3.0
37883,1.0
37884,2.0
37885,1.0
37886,4.0
37887,0.0
37888,2.0
37889,2.0
37890,2.0
37891,2.0
37892,0.0
37893,0.0
37894,4.0
37895,0.0
37896,0.0
37897,1.0
37898,1.0
37899,0.0
37900,1.0
37901,0.0
37902,0.0
37903,1.0
37904,1.0
37905,1.0
37906,0.0
37907,0.0
37908,2.0
37909,0.0
37910,2.0
37911,0.0
37912,6.0
37913,1.0
37914,0.0
37915,3.0
37916,1.0
37917,0.0
37918,0.0
37919,19.0
37920,2.0
37921,6.0
37922,0.0
37923,0.0
37924,2.0
37925,2.0
37926,0.0
37927,1.0
37928,0.0
37929,1.0
37930,7.0
37931,2.0
37932,0.0
37933,1.0
37934,1.0
37935,0.0
37936,1.0
37937,3.0
37938,0.0
37939,2.0
37940,3.0
37941,3.0
37942,1.0
37943,0.0
37944,1.0
37945,0.0
37946,2.0
37947,0.0
37948,3.0
37949,0.0
37950,2.0
37951,0.0
37952,0.0
37953,0.0
37954,0.0
37955,1.0
37956,1.0
37957,1.0
37958,0.0
37959,9.0
37960,1.0
37961,0.0
37962,4.0
37963,1.0
37964,3.0
37965,1.0
37966,0.0
37967,2.0
37968,1.0
37969,5.0
37970,0.0
37971,0.0
37972,0.0
37973,0.0
37974,0.0
37975,3.0
37976,2.0
37977,3.0
37978,0.0
37979,4.0
37980,2.0
37981,0.0
37982,2.0
37983,0.0
37984,2.0
37985,1.0
37986,0.0
37987,2.0
37988,0.0
37989,3.0
37990,0.0
37991,3.0
37992,1.0
37993,3.0
37994,1.0
37995,8.0
37996,2.0
37997,1.0
37998,0.0
37999,0.0
38000,3.0
38001,3.0
38002,2.0
38003,3.0
38004,0.0
38005,1.0
38006,6.0
38007,0.0
38008,0.0
38009,4.0
38010,2.0
38011,3.0
38012,4.0
38013,0.0
38014,1.0
38015,0.0
38016,0.0
38017,1.0
38018,2.0
38019,1.0
38020,0.0
38021,0.0
38022,1.0
38023,0.0
38024,0.0
38025,1.0
38026,0.0
38027,0.0
38028,4.0
38029,0.0
38030,0.0
38031,0.0
38032,1.0
38033,0.0
38034,0.0
38035,1.0
38036,6.0
38037,1.0
38038,7.0
38039,2.0
38040,3.0
38041,4.0
38042,4.0
38043,0.0
38044,3.0
38045,0.0
38046,2.0
38047,1.0
38048,2.0
38049,5.0
38050,1.0
38051,1.0
38052,0.0
38053,0.0
38054,0.0
38055,4.0
38056,1.0
38057,1.0
38058,0.0
38059,0.0
38060,1.0
38061,0.0
38062,2.0
38063,0.0
38064,3.0
38065,5.0
38066,0.0
38067,0.0
38068,1.0
38069,1.0
38070,0.0
38071,6.0
38072,0.0
38073,9.0
38074,0.0
38075,0.0
38076,0.0
38077,0.0
38078,0.0
38079,0.0
38080,1.0
38081,0.0
38082,7.0
38083,1.0
38084,0.0
38085,0.0
38086,4.0
38087,1.0
38088,4.0
38089,8.0
38090,0.0
38091,1.0
38092,2.0
38093,0.0
38094,1.0
38095,0.0
38096,3.0
38097,1.0
38098,0.0
38099,4.0
38100,1.0
38101,0.0
38102,8.0
38103,3.0
38104,3.0
38105,0.0
38106,2.0
38107,3.0
38108,2.0
38109,5.0
38110,0.0
38111,0.0
38112,7.0
38113,0.0
38114,1.0
38115,1.0
38116,4.0
38117,5.0
38118,0.0
38119,0.0
38120,0.0
38121,2.0
38122,7.0
38123,1.0
38124,0.0
38125,2.0
38126,0.0
38127,0.0
38128,0.0
38129,26.0
38130,1.0
38131,0.0
38132,0.0
38133,2.0
38134,0.0
38135,5.0
38136,11.0
38137,9.0
38138,2.0
38139,2.0
38140,0.0
38141,4.0
38142,4.0
38143,0.0
38144,2.0
38145,2.0
38146,1.0
38147,0.0
38148,2.0
38149,1.0
38150,3.0
38151,6.0
38152,0.0
38153,0.0
38154,0.0
38155,1.0
38156,2.0
38157,1.0
38158,4.0
38159,0.0
38160,1.0
38161,5.0
38162,0.0
38163,0.0
38164,0.0
38165,2.0
38166,2.0
38167,1.0
38168,5.0
38169,0.0
38170,3.0
38171,0.0
38172,7.0
38173,0.0
38174,1.0
38175,0.0
38176,4.0
38177,0.0
38178,2.0
38179,0.0
38180,1.0
38181,0.0
38182,3.0
38183,2.0
38184,0.0
38185,0.0
38186,1.0
38187,4.0
38188,1.0
38189,1.0
38190,1.0
38191,7.0
38192,0.0
38193,0.0
38194,4.0
38195,0.0
38196,2.0
38197,0.0
38198,0.0
38199,0.0
38200,2.0
38201,8.0
38202,1.0
38203,2.0
38204,0.0
38205,1.0
38206,2.0
38207,1.0
38208,3.0
38209,1.0
38210,4.0
38211,1.0
38212,0.0
38213,0.0
38214,0.0
38215,5.0
38216,1.0
38217,2.0
38218,1.0
38219,1.0
38220,2.0
38221,0.0
38222,1.0
38223,0.0
38224,4.0
38225,2.0
38226,1.0
38227,0.0
38228,2.0
38229,5.0
38230,0.0
38231,0.0
38232,0.0
38233,0.0
38234,0.0
38235,1.0
38236,0.0
38237,2.0
38238,2.0
38239,4.0
38240,3.0
38241,3.0
38242,0.0
38243,0.0
38244,0.0
38245,1.0
38246,0.0
38247,3.0
38248,3.0
38249,3.0
38250,4.0
38251,3.0
38252,1.0
38253,2.0
38254,4.0
38255,0.0
38256,1.0
38257,0.0
38258,3.0
38259,2.0
38260,1.0
38261,10.0
38262,2.0
