,Sema4d
24833,0.0
24834,0.0
24835,1.0
24836,3.0
24837,2.0
24838,2.0
24839,1.0
24840,2.0
24841,1.0
24842,2.0
24843,5.0
24844,1.0
24845,0.0
24846,37.0
24847,2.0
24848,2.0
24849,4.0
24850,0.0
24851,0.0
24852,1.0
24853,0.0
24854,0.0
24855,0.0
24856,1.0
24857,0.0
24858,0.0
24859,0.0
24860,0.0
24861,1.0
24862,1.0
24863,0.0
24864,3.0
24865,5.0
24866,7.0
24867,2.0
24868,0.0
24869,0.0
24870,0.0
24871,1.0
24872,2.0
24873,0.0
24874,1.0
24875,0.0
24876,0.0
24877,3.0
24878,0.0
24879,0.0
24880,2.0
24881,0.0
24882,0.0
24883,4.0
24884,2.0
24885,2.0
24886,0.0
24887,1.0
24888,0.0
24889,0.0
24890,1.0
24891,1.0
24892,0.0
24893,0.0
24894,0.0
24895,0.0
24896,1.0
24897,3.0
24898,0.0
24899,2.0
24900,0.0
24901,0.0
24902,3.0
24903,1.0
24904,2.0
24905,4.0
24906,4.0
24907,1.0
24908,2.0
24909,3.0
24910,2.0
24911,1.0
24912,3.0
24913,0.0
24914,1.0
24915,0.0
24916,0.0
24917,0.0
24918,0.0
24919,1.0
24920,0.0
24921,0.0
24922,0.0
24923,0.0
24924,1.0
24925,0.0
24926,3.0
24927,1.0
24928,3.0
24929,1.0
24930,0.0
24931,0.0
24932,0.0
24933,0.0
24934,0.0
24935,1.0
24936,0.0
24937,0.0
24938,0.0
24939,1.0
24940,5.0
24941,0.0
24942,0.0
24943,0.0
24944,0.0
24945,0.0
24946,0.0
24947,0.0
24948,3.0
24949,0.0
24950,1.0
24951,1.0
24952,4.0
24953,0.0
24954,0.0
24955,0.0
24956,0.0
24957,1.0
24958,1.0
24959,0.0
24960,0.0
24961,0.0
24962,0.0
24963,1.0
24964,1.0
24965,0.0
24966,0.0
24967,0.0
24968,0.0
24969,0.0
24970,0.0
24971,1.0
24972,0.0
24973,5.0
24974,1.0
24975,3.0
24976,0.0
24977,0.0
24978,0.0
24979,0.0
24980,0.0
24981,1.0
24982,0.0
24983,0.0
24984,0.0
24985,0.0
24986,0.0
24987,0.0
24988,0.0
24989,0.0
24990,1.0
24991,5.0
24992,1.0
24993,1.0
24994,0.0
24995,0.0
24996,3.0
24997,0.0
24998,0.0
24999,0.0
25000,0.0
25001,0.0
25002,0.0
25003,0.0
25004,0.0
25005,0.0
25006,1.0
25007,0.0
25008,1.0
25009,0.0
25010,0.0
25011,0.0
25012,2.0
25013,3.0
25014,1.0
25015,0.0
25016,0.0
25017,6.0
25018,1.0
25019,1.0
25020,2.0
25021,0.0
25022,2.0
25023,0.0
25024,2.0
25025,5.0
25026,2.0
25027,0.0
25028,1.0
25029,2.0
25030,1.0
25031,0.0
25032,2.0
25033,0.0
25034,1.0
25035,12.0
25036,1.0
25037,3.0
25038,0.0
25039,0.0
25040,1.0
25041,0.0
25042,4.0
25043,2.0
25044,1.0
25045,4.0
25046,2.0
25047,0.0
25048,6.0
25049,0.0
25050,5.0
25051,1.0
25052,1.0
25053,4.0
25054,4.0
25055,3.0
25056,4.0
25057,0.0
25058,0.0
25059,0.0
25060,1.0
25061,2.0
25062,1.0
25063,0.0
25064,0.0
25065,1.0
25066,2.0
25067,0.0
25068,2.0
25069,2.0
25070,0.0
25071,2.0
25072,7.0
25073,0.0
25074,0.0
25075,0.0
25076,3.0
25077,0.0
25078,10.0
25079,2.0
25080,3.0
25081,3.0
25082,0.0
25083,0.0
25084,2.0
25085,0.0
25086,4.0
25087,0.0
25088,0.0
25089,1.0
25090,0.0
25091,5.0
25092,1.0
25093,5.0
25094,0.0
25095,1.0
25096,0.0
25097,1.0
25098,0.0
25099,1.0
25100,0.0
25101,1.0
25102,4.0
25103,1.0
25104,0.0
25105,4.0
25106,0.0
25107,0.0
25108,2.0
25109,0.0
25110,2.0
25111,2.0
25112,0.0
25113,3.0
25114,0.0
25115,3.0
25116,3.0
25117,0.0
25118,5.0
25119,0.0
25120,1.0
25121,1.0
25122,2.0
25123,2.0
25124,2.0
25125,2.0
25126,0.0
25127,0.0
25128,0.0
25129,3.0
25130,0.0
25131,3.0
25132,0.0
25133,2.0
25134,0.0
25135,0.0
25136,1.0
25137,7.0
25138,1.0
25139,3.0
25140,5.0
25141,2.0
25142,1.0
25143,5.0
25144,0.0
25145,0.0
25146,1.0
25147,1.0
25148,5.0
25149,0.0
25150,0.0
25151,0.0
25152,0.0
25153,1.0
25154,1.0
25155,2.0
25156,2.0
25157,3.0
25158,2.0
25159,1.0
25160,1.0
25161,0.0
25162,1.0
25163,0.0
25164,0.0
25165,4.0
25166,0.0
25167,3.0
25168,2.0
25169,0.0
25170,0.0
25171,1.0
25172,2.0
25173,0.0
25174,1.0
25175,2.0
25176,0.0
25177,0.0
25178,0.0
25179,0.0
25180,0.0
25181,0.0
25182,0.0
25183,2.0
25184,0.0
25185,2.0
25186,0.0
25187,0.0
25188,0.0
25189,3.0
25190,1.0
25191,1.0
25192,0.0
25193,1.0
25194,2.0
25195,0.0
25196,2.0
25197,1.0
25198,1.0
25199,5.0
25200,0.0
25201,0.0
25202,4.0
25203,1.0
25204,0.0
25205,2.0
25206,1.0
25207,2.0
25208,2.0
25209,0.0
25210,3.0
25211,2.0
25212,1.0
25213,2.0
25214,0.0
25215,0.0
25216,1.0
25217,1.0
25218,0.0
25219,2.0
25220,0.0
25221,3.0
25222,0.0
25223,2.0
25224,1.0
25225,0.0
25226,1.0
25227,0.0
25228,1.0
25229,1.0
25230,1.0
25231,1.0
25232,0.0
25233,2.0
25234,1.0
25235,2.0
25236,0.0
25237,0.0
25238,0.0
25239,3.0
25240,0.0
25241,0.0
25242,27.0
25243,3.0
25244,0.0
25245,3.0
25246,0.0
25247,4.0
25248,2.0
25249,0.0
25250,0.0
25251,0.0
25252,1.0
25253,1.0
25254,0.0
25255,3.0
25256,3.0
25257,0.0
25258,1.0
25259,3.0
25260,0.0
25261,0.0
25262,0.0
25263,3.0
25264,1.0
25265,6.0
25266,0.0
25267,0.0
25268,0.0
25269,1.0
25270,0.0
25271,2.0
25272,2.0
25273,1.0
25274,0.0
25275,1.0
25276,1.0
25277,6.0
25278,3.0
25279,0.0
25280,0.0
25281,3.0
25282,0.0
25283,0.0
25284,1.0
25285,0.0
25286,0.0
25287,0.0
25288,1.0
25289,1.0
25290,0.0
25291,0.0
25292,0.0
25293,1.0
25294,3.0
25295,0.0
25296,0.0
25297,5.0
25298,3.0
25299,0.0
25300,6.0
25301,0.0
25302,3.0
25303,0.0
25304,0.0
25305,1.0
25306,0.0
25307,4.0
25308,2.0
25309,1.0
25310,1.0
25311,0.0
25312,3.0
25313,0.0
25314,0.0
25315,1.0
25316,0.0
25317,0.0
25318,0.0
25319,0.0
25320,0.0
25321,1.0
25322,1.0
25323,0.0
25324,2.0
25325,0.0
25326,0.0
25327,0.0
25328,1.0
25329,3.0
25330,3.0
25331,1.0
25332,1.0
25333,3.0
25334,0.0
25335,0.0
25336,2.0
25337,1.0
25338,3.0
25339,0.0
25340,0.0
25341,0.0
25342,0.0
25343,2.0
25344,3.0
25345,0.0
25346,1.0
25347,0.0
25348,0.0
25349,3.0
25350,0.0
25351,1.0
25352,0.0
25353,0.0
25354,0.0
25355,0.0
25356,2.0
25357,1.0
25358,2.0
25359,0.0
25360,0.0
25361,3.0
25362,0.0
25363,1.0
25364,5.0
25365,0.0
25366,1.0
25367,7.0
25368,0.0
25369,2.0
25370,2.0
25371,1.0
25372,1.0
25373,3.0
25374,12.0
25375,3.0
25376,2.0
25377,3.0
25378,0.0
25379,1.0
25380,2.0
25381,0.0
25382,0.0
25383,5.0
25384,8.0
25385,3.0
25386,3.0
25387,5.0
25388,0.0
25389,3.0
25390,2.0
25391,4.0
25392,0.0
25393,1.0
25394,0.0
25395,2.0
25396,6.0
25397,2.0
25398,0.0
25399,2.0
25400,3.0
25401,0.0
25402,3.0
25403,7.0
25404,1.0
25405,4.0
25406,3.0
25407,0.0
25408,0.0
25409,1.0
25410,1.0
25411,1.0
25412,1.0
25413,0.0
25414,0.0
25415,1.0
25416,0.0
25417,0.0
25418,1.0
25419,2.0
25420,0.0
25421,3.0
25422,2.0
25423,1.0
25424,2.0
25425,2.0
25426,1.0
25427,2.0
25428,1.0
25429,0.0
25430,2.0
25431,3.0
25432,0.0
25433,0.0
25434,3.0
25435,4.0
25436,1.0
25437,2.0
25438,27.0
25439,3.0
25440,0.0
25441,5.0
25442,1.0
25443,2.0
25444,1.0
25445,2.0
25446,3.0
25447,0.0
25448,0.0
25449,1.0
25450,0.0
25451,0.0
25452,2.0
25453,3.0
25454,0.0
25455,0.0
25456,7.0
25457,2.0
25458,0.0
25459,0.0
25460,0.0
25461,3.0
25462,1.0
25463,1.0
25464,0.0
25465,2.0
25466,0.0
25467,1.0
25468,0.0
25469,2.0
25470,0.0
25471,3.0
25472,2.0
25473,0.0
25474,3.0
25475,0.0
25476,4.0
25477,1.0
25478,0.0
25479,0.0
25480,0.0
25481,0.0
25482,0.0
25483,2.0
25484,2.0
25485,1.0
25486,0.0
25487,3.0
25488,4.0
25489,0.0
25490,3.0
25491,1.0
25492,1.0
25493,2.0
25494,0.0
25495,3.0
25496,4.0
25497,1.0
25498,1.0
25499,1.0
25500,1.0
25501,2.0
25502,0.0
25503,2.0
25504,0.0
25505,1.0
25506,1.0
25507,1.0
25508,1.0
25509,9.0
25510,2.0
25511,4.0
25512,3.0
25513,3.0
25514,3.0
25515,1.0
25516,0.0
25517,1.0
25518,6.0
25519,5.0
25520,2.0
25521,3.0
25522,0.0
25523,2.0
25524,0.0
25525,7.0
25526,2.0
25527,3.0
25528,2.0
25529,1.0
25530,4.0
25531,0.0
25532,2.0
25533,3.0
25534,2.0
25535,0.0
25536,3.0
25537,1.0
25538,1.0
25539,0.0
25540,0.0
25541,0.0
25542,0.0
25543,0.0
25544,3.0
25545,2.0
25546,0.0
25547,0.0
25548,0.0
25549,0.0
25550,0.0
25551,0.0
25552,6.0
25553,1.0
25554,1.0
25555,1.0
25556,0.0
25557,6.0
25558,2.0
25559,1.0
25560,2.0
25561,2.0
25562,0.0
25563,0.0
25564,3.0
25565,0.0
25566,0.0
25567,1.0
25568,0.0
25569,3.0
25570,1.0
25571,1.0
25572,2.0
25573,2.0
25574,4.0
25575,0.0
25576,0.0
25577,0.0
25578,4.0
25579,0.0
25580,1.0
25581,5.0
25582,0.0
25583,3.0
25584,2.0
25585,4.0
25586,0.0
25587,0.0
25588,0.0
25589,0.0
25590,2.0
25591,1.0
25592,0.0
25593,2.0
25594,1.0
25595,0.0
25596,1.0
25597,2.0
25598,3.0
25599,0.0
25600,1.0
25601,1.0
25602,0.0
25603,4.0
25604,0.0
25605,1.0
25606,0.0
25607,0.0
25608,1.0
25609,0.0
25610,0.0
25611,0.0
25612,0.0
25613,0.0
25614,1.0
25615,2.0
25616,2.0
25617,2.0
25618,2.0
25619,1.0
25620,0.0
25621,1.0
25622,1.0
25623,0.0
25624,2.0
25625,1.0
25626,0.0
25627,0.0
25628,0.0
25629,2.0
25630,3.0
25631,0.0
25632,0.0
25633,2.0
25634,1.0
25635,0.0
25636,0.0
25637,7.0
25638,0.0
25639,2.0
25640,6.0
25641,1.0
25642,0.0
25643,2.0
25644,1.0
25645,1.0
25646,0.0
25647,1.0
25648,2.0
25649,1.0
25650,0.0
25651,1.0
25652,4.0
25653,4.0
25654,2.0
25655,0.0
25656,1.0
25657,3.0
25658,0.0
25659,3.0
25660,1.0
25661,2.0
25662,2.0
25663,0.0
25664,1.0
25665,4.0
25666,1.0
25667,0.0
25668,0.0
25669,1.0
25670,0.0
25671,1.0
25672,0.0
25673,0.0
25674,0.0
25675,2.0
25676,0.0
25677,2.0
25678,4.0
25679,2.0
25680,1.0
25681,3.0
25682,0.0
25683,1.0
25684,0.0
25685,0.0
25686,1.0
25687,1.0
25688,0.0
25689,1.0
25690,0.0
25691,3.0
25692,0.0
25693,2.0
25694,0.0
25695,0.0
25696,1.0
25697,1.0
25698,0.0
25699,1.0
25700,0.0
25701,3.0
25702,1.0
25703,0.0
25704,4.0
25705,7.0
25706,1.0
25707,0.0
25708,3.0
25709,2.0
25710,1.0
25711,0.0
25712,0.0
25713,2.0
25714,0.0
25715,0.0
25716,0.0
25717,0.0
25718,0.0
25719,0.0
25720,2.0
25721,2.0
25722,0.0
25723,0.0
25724,0.0
25725,1.0
25726,4.0
25727,4.0
25728,1.0
25729,1.0
25730,0.0
25731,1.0
25732,2.0
25733,0.0
25734,5.0
25735,2.0
25736,0.0
25737,0.0
25738,0.0
25739,1.0
25740,1.0
25741,2.0
25742,1.0
25743,0.0
25744,0.0
25745,0.0
25746,0.0
25747,3.0
25748,1.0
25749,0.0
25750,3.0
25751,2.0
25752,1.0
25753,0.0
25754,3.0
25755,2.0
25756,0.0
25757,0.0
25758,1.0
25759,0.0
25760,0.0
25761,0.0
25762,0.0
25763,0.0
25764,0.0
25765,0.0
25766,2.0
25767,0.0
25768,1.0
25769,0.0
25770,0.0
25771,0.0
25772,0.0
25773,0.0
25774,0.0
25775,4.0
25776,0.0
25777,1.0
25778,2.0
25779,5.0
25780,1.0
25781,7.0
25782,1.0
25783,2.0
25784,0.0
25785,0.0
25786,0.0
25787,0.0
25788,1.0
25789,2.0
25790,1.0
25791,0.0
25792,1.0
25793,0.0
25794,37.0
25795,0.0
25796,0.0
25797,0.0
25798,96.0
25799,0.0
25800,0.0
25801,0.0
25802,0.0
25803,0.0
25804,0.0
25805,2.0
25806,3.0
25807,1.0
25808,0.0
25809,0.0
25810,0.0
25811,1.0
25812,0.0
25813,0.0
25814,0.0
25815,0.0
25816,1.0
25817,0.0
25818,2.0
25819,1.0
25820,1.0
25821,2.0
25822,1.0
25823,0.0
25824,1.0
25825,4.0
25826,0.0
25827,1.0
25828,1.0
25829,2.0
25830,1.0
25831,2.0
25832,1.0
25833,1.0
25834,1.0
25835,6.0
25836,3.0
25837,1.0
25838,2.0
25839,1.0
25840,1.0
25841,0.0
25842,1.0
25843,2.0
25844,2.0
25845,0.0
25846,0.0
25847,0.0
25848,0.0
25849,0.0
25850,0.0
25851,1.0
25852,0.0
25853,0.0
25854,3.0
25855,2.0
25856,0.0
25857,1.0
25858,0.0
25859,1.0
25860,1.0
25861,1.0
25862,0.0
25863,0.0
25864,1.0
25865,0.0
25866,0.0
25867,3.0
25868,3.0
25869,2.0
25870,0.0
25871,0.0
25872,2.0
25873,0.0
25874,0.0
25875,0.0
25876,2.0
25877,2.0
25878,0.0
25879,0.0
25880,0.0
25881,1.0
25882,1.0
25883,0.0
25884,0.0
25885,2.0
25886,0.0
25887,3.0
25888,3.0
25889,0.0
25890,2.0
25891,0.0
25892,2.0
25893,2.0
25894,0.0
25895,1.0
25896,0.0
25897,0.0
25898,0.0
25899,12.0
25900,0.0
25901,0.0
25902,0.0
25903,1.0
25904,2.0
25905,2.0
25906,11.0
25907,6.0
25908,0.0
25909,1.0
25910,0.0
25911,0.0
25912,1.0
25913,3.0
25914,5.0
25915,0.0
25916,4.0
25917,2.0
25918,3.0
25919,0.0
25920,5.0
25921,2.0
25922,8.0
25923,0.0
25924,1.0
25925,1.0
25926,4.0
25927,5.0
25928,1.0
25929,6.0
25930,2.0
25931,5.0
25932,1.0
25933,1.0
25934,0.0
25935,3.0
25936,7.0
25937,1.0
25938,1.0
25939,7.0
25940,0.0
25941,2.0
25942,0.0
25943,1.0
25944,0.0
25945,2.0
25946,2.0
25947,0.0
25948,3.0
25949,3.0
25950,0.0
25951,1.0
25952,0.0
25953,0.0
25954,0.0
25955,0.0
25956,3.0
25957,1.0
25958,1.0
25959,0.0
25960,1.0
25961,0.0
25962,3.0
25963,1.0
25964,0.0
25965,7.0
25966,0.0
25967,0.0
25968,1.0
25969,1.0
25970,0.0
25971,0.0
25972,1.0
25973,1.0
25974,4.0
25975,4.0
25976,1.0
25977,1.0
25978,3.0
25979,1.0
25980,0.0
25981,3.0
25982,0.0
25983,0.0
25984,1.0
25985,2.0
25986,1.0
25987,4.0
25988,1.0
25989,5.0
25990,3.0
25991,0.0
25992,8.0
25993,1.0
25994,0.0
25995,3.0
25996,0.0
25997,1.0
25998,0.0
25999,0.0
26000,1.0
26001,3.0
26002,0.0
26003,1.0
26004,0.0
26005,0.0
26006,0.0
26007,3.0
26008,0.0
26009,0.0
26010,5.0
26011,0.0
26012,1.0
26013,0.0
26014,0.0
26015,6.0
26016,2.0
26017,2.0
26018,2.0
26019,0.0
26020,4.0
26021,3.0
26022,0.0
26023,2.0
26024,2.0
26025,0.0
26026,0.0
26027,0.0
26028,5.0
26029,2.0
26030,0.0
26031,0.0
26032,2.0
26033,1.0
26034,1.0
26035,1.0
26036,5.0
26037,0.0
26038,0.0
26039,3.0
26040,2.0
26041,4.0
26042,0.0
26043,14.0
26044,7.0
26045,1.0
26046,1.0
26047,1.0
26048,1.0
26049,2.0
26050,2.0
26051,5.0
26052,3.0
26053,1.0
26054,0.0
26055,3.0
26056,1.0
26057,0.0
26058,4.0
26059,6.0
26060,1.0
26061,7.0
26062,2.0
26063,1.0
26064,0.0
26065,0.0
26066,0.0
26067,0.0
26068,3.0
26069,0.0
26070,2.0
26071,2.0
26072,0.0
26073,4.0
26074,2.0
26075,1.0
26076,1.0
26077,2.0
26078,0.0
26079,9.0
26080,1.0
26081,5.0
26082,2.0
26083,0.0
26084,4.0
26085,1.0
26086,1.0
26087,4.0
26088,3.0
26089,2.0
26090,0.0
26091,2.0
26092,0.0
26093,2.0
26094,1.0
26095,0.0
26096,1.0
26097,0.0
26098,0.0
26099,3.0
26100,0.0
26101,2.0
26102,1.0
26103,2.0
26104,0.0
26105,1.0
26106,1.0
26107,6.0
26108,2.0
26109,0.0
26110,0.0
26111,10.0
26112,0.0
26113,3.0
26114,0.0
26115,0.0
26116,0.0
26117,10.0
26118,0.0
26119,0.0
26120,0.0
26121,0.0
26122,4.0
26123,3.0
26124,4.0
26125,0.0
26126,1.0
26127,0.0
26128,0.0
26129,2.0
26130,2.0
26131,0.0
26132,3.0
26133,0.0
26134,6.0
26135,5.0
26136,2.0
26137,2.0
26138,0.0
26139,0.0
26140,2.0
26141,0.0
26142,0.0
26143,1.0
26144,1.0
26145,1.0
26146,0.0
26147,8.0
26148,3.0
26149,3.0
26150,0.0
26151,0.0
26152,0.0
26153,2.0
26154,9.0
26155,2.0
26156,2.0
26157,2.0
26158,1.0
26159,2.0
26160,2.0
26161,5.0
26162,0.0
26163,0.0
26164,1.0
26165,16.0
26166,0.0
26167,8.0
26168,3.0
26169,0.0
26170,5.0
26171,2.0
26172,4.0
26173,5.0
26174,0.0
26175,0.0
26176,10.0
26177,1.0
26178,8.0
26179,2.0
26180,0.0
26181,3.0
26182,0.0
26183,10.0
26184,1.0
26185,0.0
26186,0.0
26187,2.0
26188,1.0
26189,5.0
26190,0.0
26191,0.0
26192,0.0
26193,0.0
26194,0.0
26195,10.0
26196,8.0
26197,0.0
26198,0.0
26199,0.0
26200,5.0
26201,1.0
26202,1.0
26203,0.0
26204,0.0
26205,0.0
26206,0.0
26207,0.0
26208,2.0
26209,1.0
26210,6.0
26211,0.0
26212,0.0
26213,5.0
26214,0.0
26215,0.0
26216,0.0
26217,0.0
26218,0.0
26219,8.0
26220,0.0
26221,0.0
26222,7.0
26223,1.0
26224,2.0
26225,1.0
26226,5.0
26227,1.0
26228,6.0
26229,1.0
26230,8.0
26231,0.0
26232,10.0
26233,1.0
26234,0.0
26235,5.0
26236,0.0
26237,1.0
26238,2.0
26239,0.0
26240,1.0
26241,0.0
26242,2.0
26243,0.0
26244,0.0
26245,1.0
26246,2.0
26247,1.0
26248,0.0
26249,0.0
26250,2.0
26251,0.0
26252,4.0
26253,3.0
26254,0.0
26255,2.0
26256,7.0
26257,56.0
26258,1.0
26259,2.0
26260,1.0
26261,7.0
26262,3.0
26263,8.0
26264,2.0
26265,1.0
26266,6.0
26267,5.0
26268,1.0
26269,0.0
26270,7.0
26271,0.0
26272,0.0
26273,8.0
26274,0.0
26275,0.0
26276,1.0
26277,0.0
26278,1.0
26279,4.0
26280,0.0
26281,0.0
26282,0.0
26283,7.0
26284,0.0
26285,0.0
26286,1.0
26287,3.0
26288,3.0
26289,0.0
26290,6.0
26291,0.0
26292,3.0
26293,2.0
26294,0.0
26295,0.0
26296,1.0
26297,0.0
26298,5.0
26299,9.0
26300,0.0
26301,4.0
26302,2.0
26303,0.0
26304,0.0
26305,0.0
26306,2.0
26307,1.0
26308,3.0
26309,1.0
26310,1.0
26311,3.0
26312,4.0
26313,2.0
26314,3.0
26315,2.0
26316,1.0
26317,3.0
26318,0.0
26319,0.0
26320,0.0
26321,6.0
26322,3.0
26323,2.0
26324,0.0
26325,2.0
26326,2.0
26327,0.0
26328,13.0
26329,2.0
26330,0.0
26331,1.0
26332,3.0
26333,0.0
26334,0.0
26335,1.0
26336,0.0
26337,1.0
26338,0.0
26339,2.0
26340,0.0
26341,0.0
26342,1.0
26343,0.0
26344,0.0
26345,3.0
26346,0.0
26347,2.0
26348,0.0
26349,3.0
26350,0.0
26351,0.0
26352,2.0
26353,0.0
26354,2.0
26355,0.0
26356,3.0
26357,0.0
26358,1.0
26359,4.0
26360,3.0
26361,5.0
26362,0.0
26363,36.0
26364,1.0
26365,5.0
26366,3.0
26367,1.0
26368,2.0
26369,3.0
26370,9.0
26371,2.0
26372,6.0
26373,1.0
26374,0.0
26375,0.0
26376,1.0
26377,1.0
26378,0.0
26379,2.0
26380,0.0
26381,4.0
26382,0.0
26383,0.0
26384,0.0
26385,6.0
26386,0.0
26387,2.0
26388,3.0
26389,0.0
26390,1.0
26391,0.0
26392,0.0
26393,36.0
26394,0.0
26395,2.0
26396,3.0
26397,1.0
26398,1.0
26399,0.0
26400,2.0
26401,0.0
26402,1.0
26403,3.0
26404,0.0
26405,0.0
26406,0.0
26407,0.0
26408,0.0
26409,0.0
26410,2.0
26411,0.0
26412,1.0
26413,1.0
26414,5.0
26415,0.0
26416,0.0
26417,2.0
26418,1.0
26419,1.0
26420,0.0
26421,0.0
26422,0.0
26423,0.0
26424,0.0
26425,4.0
26426,0.0
26427,0.0
26428,8.0
26429,0.0
26430,1.0
26431,1.0
26432,4.0
26433,0.0
26434,1.0
26435,1.0
26436,0.0
26437,4.0
26438,0.0
26439,0.0
26440,1.0
26441,1.0
26442,0.0
26443,0.0
26444,0.0
26445,1.0
26446,0.0
26447,4.0
26448,2.0
26449,0.0
26450,6.0
26451,4.0
26452,1.0
26453,1.0
26454,0.0
26455,3.0
26456,0.0
26457,6.0
26458,1.0
26459,1.0
26460,6.0
26461,0.0
26462,4.0
26463,0.0
26464,2.0
26465,0.0
26466,5.0
26467,2.0
26468,1.0
26469,3.0
26470,0.0
26471,0.0
26472,4.0
26473,3.0
26474,0.0
26475,0.0
26476,0.0
26477,1.0
26478,2.0
26479,0.0
26480,2.0
26481,0.0
26482,1.0
26483,0.0
26484,4.0
26485,0.0
26486,0.0
26487,0.0
26488,0.0
26489,0.0
26490,4.0
26491,0.0
26492,4.0
26493,0.0
26494,0.0
26495,0.0
26496,1.0
26497,3.0
26498,1.0
26499,5.0
26500,3.0
26501,0.0
26502,3.0
26503,26.0
26504,1.0
26505,1.0
26506,0.0
26507,2.0
26508,0.0
26509,1.0
26510,6.0
26511,1.0
26512,0.0
26513,2.0
26514,3.0
26515,1.0
26516,0.0
26517,0.0
26518,3.0
26519,0.0
26520,1.0
26521,10.0
26522,3.0
26523,1.0
26524,0.0
26525,1.0
26526,0.0
26527,0.0
26528,3.0
26529,4.0
26530,2.0
26531,0.0
26532,0.0
26533,10.0
26534,0.0
26535,0.0
26536,0.0
26537,2.0
26538,0.0
26539,1.0
26540,0.0
26541,2.0
26542,6.0
26543,1.0
26544,0.0
26545,0.0
26546,0.0
26547,0.0
26548,0.0
26549,4.0
26550,0.0
26551,0.0
26552,0.0
26553,0.0
26554,1.0
26555,2.0
26556,0.0
26557,1.0
26558,1.0
26559,0.0
26560,2.0
26561,0.0
26562,0.0
26563,2.0
26564,3.0
26565,0.0
26566,0.0
26567,0.0
26568,8.0
26569,1.0
26570,0.0
26571,8.0
26572,2.0
26573,1.0
26574,9.0
26575,1.0
26576,5.0
26577,1.0
26578,0.0
26579,2.0
26580,5.0
26581,8.0
26582,0.0
26583,2.0
26584,0.0
26585,0.0
26586,0.0
26587,0.0
26588,0.0
26589,2.0
26590,0.0
26591,0.0
26592,6.0
26593,1.0
26594,0.0
26595,16.0
26596,1.0
26597,0.0
26598,4.0
26599,6.0
26600,3.0
26601,3.0
26602,0.0
26603,0.0
26604,5.0
26605,3.0
26606,0.0
26607,2.0
26608,3.0
26609,6.0
26610,0.0
26611,0.0
26612,0.0
26613,0.0
26614,1.0
26615,0.0
26616,0.0
26617,0.0
26618,10.0
26619,0.0
26620,2.0
26621,0.0
26622,1.0
26623,2.0
26624,0.0
26625,0.0
26626,0.0
26627,0.0
26628,1.0
26629,2.0
26630,3.0
26631,0.0
26632,3.0
26633,3.0
26634,0.0
26635,1.0
26636,2.0
26637,0.0
26638,8.0
26639,5.0
26640,1.0
26641,2.0
26642,1.0
26643,0.0
26644,2.0
26645,0.0
26646,8.0
26647,0.0
26648,5.0
26649,1.0
26650,2.0
26651,1.0
26652,2.0
26653,3.0
26654,0.0
26655,1.0
26656,3.0
26657,4.0
26658,0.0
26659,0.0
26660,4.0
26661,1.0
26662,1.0
26663,0.0
26664,7.0
26665,1.0
26666,0.0
26667,0.0
26668,0.0
26669,0.0
26670,1.0
26671,1.0
26672,0.0
26673,0.0
26674,0.0
26675,6.0
26676,0.0
26677,0.0
26678,3.0
26679,1.0
26680,5.0
26681,3.0
26682,11.0
26683,5.0
26684,0.0
26685,8.0
26686,2.0
26687,5.0
26688,5.0
26689,0.0
26690,0.0
26691,0.0
26692,1.0
26693,0.0
26694,0.0
26695,0.0
26696,0.0
26697,0.0
26698,4.0
26699,0.0
26700,0.0
26701,2.0
26702,0.0
26703,0.0
26704,0.0
26705,3.0
26706,0.0
26707,3.0
26708,8.0
26709,8.0
26710,0.0
26711,4.0
26712,0.0
26713,0.0
26714,0.0
26715,6.0
26716,0.0
26717,3.0
26718,0.0
26719,3.0
26720,5.0
26721,1.0
26722,0.0
26723,0.0
26724,3.0
26725,3.0
26726,1.0
26727,2.0
26728,3.0
26729,0.0
26730,0.0
26731,0.0
26732,0.0
26733,0.0
26734,0.0
26735,3.0
26736,0.0
26737,3.0
26738,2.0
26739,0.0
26740,0.0
26741,0.0
26742,0.0
26743,3.0
26744,0.0
26745,1.0
26746,4.0
26747,3.0
26748,1.0
26749,1.0
26750,5.0
26751,0.0
26752,0.0
26753,3.0
26754,0.0
26755,0.0
26756,1.0
26757,2.0
26758,0.0
26759,0.0
26760,1.0
26761,2.0
26762,0.0
26763,3.0
26764,2.0
26765,7.0
26766,1.0
26767,0.0
26768,0.0
26769,0.0
26770,0.0
26771,0.0
26772,6.0
26773,38.0
26774,1.0
26775,7.0
26776,0.0
26777,2.0
26778,1.0
26779,1.0
26780,0.0
26781,1.0
26782,3.0
26783,0.0
26784,2.0
26785,0.0
26786,3.0
26787,4.0
26788,2.0
26789,2.0
26790,1.0
26791,1.0
26792,7.0
26793,0.0
26794,1.0
26795,6.0
26796,0.0
26797,0.0
26798,1.0
26799,1.0
26800,1.0
26801,3.0
26802,2.0
26803,0.0
26804,1.0
26805,1.0
26806,2.0
26807,0.0
26808,0.0
26809,2.0
26810,0.0
26811,1.0
26812,4.0
26813,0.0
26814,3.0
26815,4.0
26816,2.0
26817,4.0
26818,0.0
26819,2.0
26820,6.0
26821,8.0
26822,2.0
26823,1.0
26824,0.0
26825,2.0
26826,2.0
26827,5.0
26828,5.0
26829,0.0
26830,2.0
26831,1.0
