,Slc17a7
72251,0.0
72252,0.0
72253,0.0
72254,0.0
72255,0.0
72256,0.0
72257,0.0
72258,0.0
72259,0.0
72260,0.0
72261,0.0
72262,0.0
72263,0.0
72264,0.0
72265,0.0
72266,0.0
72267,0.0
72268,0.0
72269,0.0
72270,0.0
72271,0.0
72272,0.0
72273,0.0
72274,0.0
72275,0.0
72276,0.0
72277,0.0
72278,0.0
72279,0.0
72280,0.0
72281,0.0
72282,0.0
72283,0.0
72284,0.0
72285,0.0
72286,0.0
72287,0.0
72288,0.0
72289,0.0
72290,0.0
72291,0.0
72292,0.0
72293,0.0
72294,0.0
72295,0.0
72296,0.0
72297,0.0
72298,0.0
72299,0.0
72300,0.0
72301,0.0
72302,0.0
72303,0.0
72304,0.0
72305,0.0
72306,0.0
72307,0.0
72308,0.0
72309,0.0
72310,0.0
72311,0.0
72312,0.0
72313,0.0
72314,0.0
72315,0.0
72316,0.0
72317,0.0
72318,0.0
72319,0.0
72320,0.0
72321,0.0
72322,0.0
72323,0.0
72324,0.0
72325,0.0
72326,0.0
72327,0.0
72328,0.0
72329,0.0
72330,0.0
72331,0.0
72332,0.0
72333,0.0
72334,0.0
72335,0.0
72336,0.0
72337,0.0
72338,0.0
72339,0.0
72340,0.0
72341,0.0
72342,0.0
72343,0.0
72344,0.0
72345,0.0
72346,0.0
72347,0.0
72348,0.0
72349,0.0
72350,0.0
72351,0.0
72352,0.0
72353,0.0
72354,0.0
72355,0.0
72356,0.0
72357,0.0
72358,0.0
72359,0.0
72360,0.0
72361,0.0
72362,0.0
72363,0.0
72364,0.0
72365,0.0
72366,0.0
72367,0.0
72368,0.0
72369,0.0
72370,0.0
72371,0.0
72372,0.0
72373,0.0
72374,0.0
72375,0.0
72376,0.0
72377,0.0
72378,0.0
72379,0.0
72380,0.0
72381,0.0
72382,0.0
72383,0.0
72384,0.0
72385,0.0
72386,0.0
72387,0.0
72388,0.0
72389,0.0
72390,0.0
72391,0.0
72392,0.0
72393,0.0
72394,0.0
72395,0.0
72396,0.0
72397,0.0
72398,0.0
72399,0.0
72400,0.0
72401,0.0
72402,0.0
72403,0.0
72404,0.0
72405,0.0
72406,0.0
72407,0.0
72408,0.0
72409,0.0
72410,0.0
72411,0.0
72412,0.0
72413,0.0
72414,0.0
72415,0.0
72416,0.0
72417,0.0
72418,0.0
72419,0.0
72420,0.0
72421,0.0
72422,0.0
72423,0.0
72424,1.0
72425,0.0
72426,0.0
72427,0.0
72428,0.0
72429,0.0
72430,0.0
72431,0.0
72432,0.0
72433,0.0
72434,0.0
72435,0.0
72436,0.0
72437,0.0
72438,0.0
72439,0.0
72440,0.0
72441,0.0
72442,0.0
72443,0.0
72444,0.0
72445,0.0
72446,0.0
72447,0.0
72448,0.0
72449,0.0
72450,0.0
72451,0.0
72452,0.0
72453,0.0
72454,0.0
72455,0.0
72456,0.0
72457,0.0
72458,0.0
72459,0.0
72460,0.0
72461,0.0
72462,0.0
72463,0.0
72464,0.0
72465,0.0
72466,0.0
72467,0.0
72468,0.0
72469,0.0
72470,0.0
72471,0.0
72472,0.0
72473,0.0
72474,0.0
72475,0.0
72476,0.0
72477,0.0
72478,0.0
72479,0.0
72480,0.0
72481,0.0
72482,0.0
72483,0.0
72484,0.0
72485,0.0
72486,0.0
72487,0.0
72488,0.0
72489,0.0
72490,0.0
72491,0.0
72492,0.0
72493,0.0
72494,0.0
72495,0.0
72496,0.0
72497,0.0
72498,0.0
72499,0.0
72500,0.0
72501,0.0
72502,0.0
72503,0.0
72504,0.0
72505,0.0
72506,0.0
72507,0.0
72508,0.0
72509,0.0
72510,0.0
72511,0.0
72512,0.0
72513,0.0
72514,0.0
72515,0.0
72516,0.0
72517,0.0
72518,0.0
72519,0.0
72520,0.0
72521,0.0
72522,0.0
72523,0.0
72524,0.0
72525,0.0
72526,0.0
72527,0.0
72528,0.0
72529,0.0
72530,0.0
72531,0.0
72532,0.0
72533,0.0
72534,0.0
72535,0.0
72536,0.0
72537,0.0
72538,0.0
72539,0.0
72540,0.0
72541,0.0
72542,0.0
72543,0.0
72544,0.0
72545,0.0
72546,0.0
72547,0.0
72548,0.0
72549,0.0
72550,0.0
72551,0.0
72552,0.0
72553,0.0
72554,0.0
72555,0.0
72556,0.0
72557,0.0
72558,0.0
72559,0.0
72560,0.0
72561,0.0
72562,0.0
72563,0.0
72564,0.0
72565,0.0
72566,0.0
72567,0.0
72568,0.0
72569,0.0
72570,0.0
72571,0.0
72572,0.0
72573,0.0
72574,0.0
72575,0.0
72576,0.0
72577,0.0
72578,0.0
72579,0.0
72580,0.0
72581,0.0
72582,0.0
72583,0.0
72584,0.0
72585,0.0
72586,0.0
72587,0.0
72588,0.0
72589,0.0
72590,0.0
72591,0.0
72592,0.0
72593,0.0
72594,0.0
72595,0.0
72596,0.0
72597,0.0
72598,0.0
72599,0.0
72600,0.0
72601,0.0
72602,0.0
72603,0.0
72604,0.0
72605,0.0
72606,0.0
72607,0.0
72608,0.0
72609,0.0
72610,0.0
72611,0.0
72612,0.0
72613,0.0
72614,0.0
72615,0.0
72616,0.0
72617,0.0
72618,0.0
72619,0.0
72620,0.0
72621,0.0
72622,0.0
72623,0.0
72624,0.0
72625,0.0
72626,0.0
72627,0.0
72628,0.0
72629,0.0
72630,0.0
72631,0.0
72632,0.0
72633,0.0
72634,0.0
72635,0.0
72636,0.0
72637,0.0
72638,0.0
72639,0.0
72640,0.0
72641,0.0
72642,0.0
72643,0.0
72644,0.0
72645,0.0
72646,0.0
72647,0.0
72648,0.0
72649,0.0
72650,0.0
72651,0.0
72652,0.0
72653,0.0
72654,0.0
72655,0.0
72656,0.0
72657,0.0
72658,0.0
72659,0.0
72660,0.0
72661,0.0
72662,0.0
72663,0.0
72664,0.0
72665,0.0
72666,0.0
72667,0.0
72668,0.0
72669,0.0
72670,0.0
72671,0.0
72672,0.0
72673,0.0
72674,0.0
72675,0.0
72676,0.0
72677,0.0
72678,0.0
72679,0.0
72680,0.0
72681,0.0
72682,0.0
72683,0.0
72684,0.0
72685,0.0
72686,0.0
72687,0.0
72688,0.0
72689,0.0
72690,0.0
72691,0.0
72692,0.0
72693,0.0
72694,0.0
72695,0.0
72696,0.0
72697,0.0
72698,0.0
72699,0.0
72700,0.0
72701,0.0
72702,0.0
72703,0.0
72704,0.0
72705,0.0
72706,0.0
72707,0.0
72708,0.0
72709,0.0
72710,0.0
72711,0.0
72712,0.0
72713,0.0
72714,0.0
72715,0.0
72716,0.0
72717,0.0
72718,0.0
72719,0.0
72720,0.0
72721,0.0
72722,0.0
72723,0.0
72724,0.0
72725,0.0
72726,0.0
72727,0.0
72728,0.0
72729,0.0
72730,0.0
72731,0.0
72732,0.0
72733,0.0
72734,0.0
72735,0.0
72736,0.0
72737,0.0
72738,0.0
72739,0.0
72740,0.0
72741,0.0
72742,0.0
72743,0.0
72744,0.0
72745,0.0
72746,0.0
72747,0.0
72748,0.0
72749,0.0
72750,0.0
72751,0.0
72752,0.0
72753,0.0
72754,0.0
72755,0.0
72756,0.0
72757,0.0
72758,0.0
72759,0.0
72760,0.0
72761,0.0
72762,0.0
72763,0.0
72764,0.0
72765,0.0
72766,0.0
72767,0.0
72768,0.0
72769,0.0
72770,0.0
72771,0.0
72772,0.0
72773,0.0
72774,0.0
72775,0.0
72776,0.0
72777,0.0
72778,0.0
72779,0.0
72780,0.0
72781,0.0
72782,0.0
72783,0.0
72784,0.0
72785,0.0
72786,0.0
72787,0.0
72788,0.0
72789,0.0
72790,0.0
72791,0.0
72792,0.0
72793,0.0
72794,0.0
72795,0.0
72796,0.0
72797,0.0
72798,0.0
72799,0.0
72800,0.0
72801,0.0
72802,0.0
72803,0.0
72804,0.0
72805,0.0
72806,0.0
72807,0.0
72808,0.0
72809,0.0
72810,0.0
72811,0.0
72812,0.0
72813,0.0
72814,0.0
72815,0.0
72816,0.0
72817,0.0
72818,0.0
72819,0.0
72820,0.0
72821,0.0
72822,0.0
72823,0.0
72824,0.0
72825,0.0
72826,0.0
72827,0.0
72828,0.0
72829,0.0
72830,0.0
72831,0.0
72832,0.0
72833,0.0
72834,0.0
72835,0.0
72836,0.0
72837,1.0
72838,0.0
72839,0.0
72840,0.0
72841,0.0
72842,0.0
72843,0.0
72844,0.0
72845,1.0
72846,0.0
72847,0.0
72848,0.0
72849,0.0
72850,0.0
72851,0.0
72852,0.0
72853,0.0
72854,0.0
72855,0.0
72856,0.0
72857,0.0
72858,0.0
72859,0.0
72860,0.0
72861,0.0
72862,1.0
72863,0.0
72864,0.0
72865,0.0
72866,0.0
72867,0.0
72868,0.0
72869,0.0
72870,0.0
72871,0.0
72872,0.0
72873,0.0
72874,0.0
72875,0.0
72876,0.0
72877,0.0
72878,0.0
72879,1.0
72880,0.0
72881,0.0
72882,0.0
72883,0.0
72884,0.0
72885,0.0
72886,0.0
72887,0.0
72888,0.0
72889,0.0
72890,0.0
72891,0.0
72892,1.0
72893,0.0
72894,0.0
72895,1.0
72896,0.0
72897,0.0
72898,0.0
72899,0.0
72900,0.0
72901,0.0
72902,0.0
72903,0.0
72904,0.0
72905,0.0
72906,0.0
72907,0.0
72908,0.0
72909,0.0
72910,0.0
72911,0.0
72912,0.0
72913,0.0
72914,0.0
72915,0.0
72916,0.0
72917,0.0
72918,0.0
72919,0.0
72920,0.0
72921,0.0
72922,0.0
72923,0.0
72924,6.0
72925,36.0
72926,4.0
72927,4.0
72928,0.0
72929,7.0
72930,0.0
72931,40.0
72932,3.0
72933,0.0
72934,0.0
72935,2.0
72936,3.0
72937,1.0
72938,0.0
72939,0.0
72940,1.0
72941,0.0
72942,5.0
72943,1.0
72944,21.0
72945,0.0
72946,4.0
72947,43.0
72948,2.0
72949,0.0
72950,39.0
72951,1.0
72952,3.0
72953,0.0
72954,5.0
72955,0.0
72956,4.0
72957,0.0
72958,0.0
72959,0.0
72960,0.0
72961,11.0
72962,0.0
72963,0.0
72964,14.0
72965,0.0
72966,0.0
72967,1.0
72968,55.0
72969,10.0
72970,2.0
72971,2.0
72972,3.0
72973,3.0
72974,0.0
72975,24.0
72976,0.0
72977,0.0
72978,20.0
72979,34.0
72980,3.0
72981,10.0
72982,4.0
72983,3.0
72984,19.0
72985,1.0
72986,5.0
72987,1.0
72988,1.0
72989,7.0
72990,34.0
72991,3.0
72992,10.0
72993,0.0
72994,23.0
72995,1.0
72996,0.0
72997,7.0
72998,0.0
72999,58.0
73000,9.0
73001,10.0
73002,0.0
73003,7.0
73004,13.0
73005,13.0
73006,2.0
73007,2.0
73008,6.0
73009,27.0
73010,13.0
73011,10.0
73012,15.0
73013,1.0
73014,10.0
73015,1.0
73016,26.0
73017,0.0
73018,10.0
73019,18.0
73020,9.0
73021,17.0
73022,5.0
73023,1.0
73024,30.0
73025,0.0
73026,28.0
73027,8.0
73028,6.0
73029,0.0
73030,0.0
73031,0.0
73032,1.0
73033,2.0
73034,11.0
73035,4.0
73036,11.0
73037,0.0
73038,2.0
73039,33.0
73040,5.0
73041,13.0
73042,0.0
73043,1.0
73044,32.0
73045,2.0
73046,7.0
73047,27.0
73048,6.0
73049,13.0
73050,4.0
73051,7.0
73052,9.0
73053,3.0
73054,7.0
73055,32.0
73056,16.0
73057,10.0
73058,15.0
73059,20.0
73060,9.0
73061,2.0
73062,4.0
73063,19.0
73064,0.0
73065,4.0
73066,1.0
73067,4.0
73068,1.0
73069,19.0
73070,7.0
73071,105.0
73072,2.0
73073,9.0
73074,10.0
73075,22.0
73076,8.0
73077,18.0
73078,0.0
73079,0.0
73080,9.0
73081,0.0
73082,0.0
73083,7.0
73084,10.0
73085,8.0
73086,3.0
73087,1.0
73088,24.0
73089,17.0
73090,1.0
73091,12.0
73092,0.0
73093,355.0
73094,40.0
73095,10.0
73096,3.0
73097,7.0
73098,14.0
73099,21.0
73100,12.0
73101,5.0
73102,20.0
73103,5.0
73104,1.0
73105,9.0
73106,0.0
73107,0.0
73108,5.0
73109,41.0
73110,7.0
73111,29.0
73112,7.0
73113,15.0
73114,0.0
73115,0.0
73116,11.0
73117,0.0
73118,10.0
73119,6.0
73120,19.0
73121,4.0
73122,207.0
73123,30.0
73124,4.0
73125,0.0
73126,47.0
73127,13.0
73128,6.0
73129,6.0
73130,18.0
73131,15.0
73132,1.0
73133,25.0
73134,86.0
73135,6.0
73136,1.0
73137,2.0
73138,16.0
73139,5.0
73140,14.0
73141,5.0
73142,9.0
73143,1.0
73144,225.0
73145,18.0
73146,6.0
73147,9.0
73148,0.0
73149,31.0
73150,26.0
73151,36.0
73152,7.0
73153,8.0
73154,53.0
73155,2.0
73156,9.0
73157,255.0
73158,36.0
73159,3.0
73160,2.0
73161,7.0
73162,1.0
73163,18.0
73164,21.0
73165,0.0
73166,2.0
73167,11.0
73168,8.0
73169,54.0
73170,8.0
73171,2.0
73172,10.0
73173,0.0
73174,0.0
73175,28.0
73176,10.0
73177,0.0
73178,269.0
73179,0.0
73180,8.0
73181,5.0
73182,80.0
73183,5.0
73184,4.0
73185,29.0
73186,26.0
73187,5.0
73188,25.0
73189,4.0
73190,1.0
73191,10.0
73192,19.0
73193,145.0
73194,1.0
73195,0.0
73196,5.0
73197,1.0
73198,3.0
73199,1.0
73200,1.0
73201,177.0
73202,0.0
73203,5.0
73204,0.0
73205,4.0
73206,285.0
73207,96.0
73208,2.0
73209,10.0
73210,258.0
73211,3.0
73212,1.0
73213,2.0
73214,0.0
73215,259.0
73216,3.0
73217,0.0
73218,2.0
73219,2.0
73220,8.0
73221,123.0
73222,83.0
73223,2.0
73224,5.0
73225,1.0
73226,0.0
73227,136.0
73228,1.0
73229,3.0
73230,329.0
73231,4.0
73232,1.0
73233,3.0
73234,116.0
73235,0.0
73236,1.0
73237,56.0
73238,9.0
73239,1.0
73240,20.0
73241,63.0
73242,16.0
73243,0.0
73244,10.0
73245,3.0
73246,213.0
73247,11.0
73248,4.0
73249,0.0
73250,5.0
73251,17.0
73252,1.0
73253,45.0
73254,0.0
73255,138.0
73256,2.0
73257,6.0
73258,3.0
73259,4.0
73260,57.0
73261,27.0
73262,2.0
73263,1.0
73264,7.0
73265,3.0
73266,38.0
73267,36.0
73268,4.0
73269,25.0
73270,4.0
73271,0.0
73272,25.0
73273,164.0
73274,1.0
73275,2.0
73276,72.0
73277,0.0
73278,5.0
73279,0.0
73280,6.0
73281,0.0
73282,3.0
73283,5.0
73284,12.0
73285,6.0
73286,3.0
73287,0.0
73288,25.0
73289,13.0
73290,0.0
73291,0.0
73292,2.0
73293,7.0
73294,0.0
73295,16.0
73296,1.0
73297,50.0
73298,4.0
73299,0.0
73300,3.0
73301,163.0
73302,4.0
73303,3.0
73304,3.0
73305,7.0
73306,142.0
73307,15.0
73308,48.0
73309,27.0
73310,11.0
73311,6.0
73312,16.0
73313,0.0
73314,3.0
73315,17.0
73316,33.0
73317,27.0
73318,1.0
73319,170.0
73320,30.0
73321,0.0
73322,81.0
73323,3.0
73324,5.0
73325,4.0
73326,7.0
73327,0.0
73328,6.0
73329,171.0
73330,5.0
73331,0.0
73332,10.0
73333,1.0
73334,14.0
73335,10.0
73336,2.0
73337,3.0
73338,0.0
73339,2.0
73340,192.0
73341,0.0
73342,6.0
73343,319.0
73344,201.0
73345,2.0
73346,21.0
73347,0.0
73348,21.0
73349,10.0
73350,2.0
73351,89.0
73352,40.0
73353,203.0
73354,0.0
73355,6.0
73356,160.0
73357,171.0
73358,38.0
73359,219.0
73360,2.0
73361,3.0
73362,6.0
73363,43.0
73364,0.0
73365,3.0
73366,11.0
73367,20.0
73368,11.0
73369,2.0
73370,1.0
73371,35.0
73372,5.0
73373,5.0
73374,11.0
73375,14.0
73376,34.0
73377,91.0
73378,2.0
73379,57.0
73380,15.0
73381,74.0
73382,0.0
73383,24.0
73384,5.0
73385,21.0
73386,24.0
73387,210.0
73388,4.0
73389,28.0
73390,24.0
73391,3.0
73392,6.0
73393,8.0
73394,7.0
73395,9.0
73396,6.0
73397,5.0
73398,42.0
73399,47.0
73400,57.0
73401,5.0
73402,2.0
73403,4.0
73404,3.0
73405,17.0
73406,0.0
73407,3.0
73408,7.0
73409,31.0
73410,10.0
73411,2.0
73412,36.0
73413,5.0
73414,6.0
73415,4.0
73416,0.0
73417,1.0
73418,8.0
73419,0.0
73420,3.0
73421,4.0
73422,6.0
73423,0.0
73424,4.0
73425,14.0
73426,6.0
73427,14.0
73428,19.0
73429,8.0
73430,11.0
73431,7.0
73432,5.0
73433,8.0
73434,16.0
73435,3.0
73436,7.0
73437,7.0
73438,5.0
73439,1.0
73440,77.0
73441,4.0
73442,5.0
73443,13.0
73444,0.0
73445,0.0
73446,11.0
73447,108.0
73448,0.0
73449,6.0
73450,1.0
73451,73.0
73452,1.0
73453,8.0
73454,16.0
73455,46.0
73456,3.0
73457,6.0
73458,8.0
73459,0.0
73460,4.0
73461,10.0
73462,0.0
73463,4.0
73464,2.0
73465,0.0
73466,0.0
73467,17.0
73468,18.0
73469,0.0
73470,0.0
73471,1.0
73472,1.0
73473,0.0
73474,0.0
73475,0.0
73476,0.0
73477,0.0
73478,0.0
73479,0.0
73480,1.0
73481,0.0
73482,0.0
73483,1.0
73484,1.0
73485,1.0
73486,0.0
73487,0.0
73488,0.0
73489,1.0
73490,0.0
73491,0.0
73492,0.0
73493,0.0
73494,5.0
73495,0.0
73496,0.0
73497,0.0
73498,0.0
73499,0.0
73500,3.0
73501,0.0
73502,1.0
73503,1.0
73504,0.0
73505,0.0
73506,0.0
73507,3.0
73508,6.0
73509,1.0
73510,1.0
73511,0.0
73512,0.0
73513,1.0
73514,0.0
73515,0.0
73516,1.0
73517,0.0
73518,1.0
73519,1.0
73520,0.0
73521,0.0
73522,0.0
73523,2.0
73524,1.0
73525,0.0
73526,0.0
73527,0.0
73528,2.0
73529,1.0
73530,1.0
73531,10.0
73532,0.0
73533,0.0
73534,1.0
73535,2.0
73536,1.0
73537,2.0
73538,0.0
73539,109.0
73540,49.0
73541,3.0
73542,43.0
73543,103.0
73544,220.0
73545,11.0
73546,41.0
73547,151.0
73548,20.0
73549,0.0
73550,101.0
73551,3.0
73552,1.0
73553,136.0
73554,6.0
73555,7.0
73556,5.0
73557,11.0
73558,0.0
73559,3.0
73560,98.0
73561,10.0
73562,149.0
73563,81.0
73564,30.0
73565,1.0
73566,76.0
73567,0.0
73568,160.0
73569,13.0
73570,13.0
73571,8.0
73572,83.0
73573,90.0
73574,97.0
73575,154.0
73576,23.0
73577,20.0
73578,98.0
73579,2.0
73580,15.0
73581,2.0
73582,35.0
73583,15.0
73584,1.0
73585,43.0
73586,0.0
73587,10.0
73588,188.0
73589,53.0
73590,190.0
73591,45.0
73592,92.0
73593,4.0
73594,151.0
73595,16.0
73596,81.0
73597,180.0
73598,172.0
73599,15.0
73600,79.0
73601,9.0
73602,148.0
73603,21.0
73604,100.0
73605,25.0
73606,45.0
73607,100.0
73608,132.0
73609,0.0
73610,214.0
73611,0.0
73612,125.0
73613,77.0
73614,11.0
73615,42.0
73616,113.0
73617,91.0
73618,178.0
73619,183.0
73620,27.0
73621,2.0
73622,231.0
73623,74.0
73624,2.0
73625,132.0
73626,109.0
73627,194.0
73628,0.0
73629,212.0
73630,270.0
73631,6.0
73632,68.0
73633,3.0
73634,74.0
73635,129.0
73636,13.0
73637,2.0
73638,22.0
73639,82.0
73640,153.0
73641,1.0
73642,21.0
73643,104.0
73644,91.0
73645,30.0
73646,93.0
73647,8.0
73648,119.0
73649,158.0
73650,309.0
73651,258.0
73652,41.0
73653,21.0
73654,6.0
73655,158.0
73656,31.0
73657,1.0
73658,248.0
73659,4.0
73660,230.0
73661,247.0
73662,45.0
73663,103.0
73664,1.0
73665,6.0
73666,106.0
73667,94.0
73668,110.0
73669,2.0
73670,3.0
73671,0.0
73672,0.0
73673,163.0
73674,0.0
73675,1.0
73676,1.0
73677,0.0
73678,1.0
73679,0.0
73680,0.0
73681,0.0
73682,0.0
73683,0.0
73684,1.0
73685,0.0
73686,78.0
73687,15.0
73688,0.0
73689,0.0
73690,118.0
73691,1.0
73692,27.0
73693,0.0
73694,0.0
73695,0.0
73696,105.0
73697,0.0
73698,64.0
73699,0.0
73700,0.0
73701,0.0
73702,38.0
73703,0.0
73704,0.0
73705,0.0
73706,1.0
73707,134.0
73708,37.0
73709,0.0
73710,0.0
73711,1.0
73712,0.0
73713,2.0
73714,0.0
73715,8.0
73716,0.0
73717,0.0
73718,136.0
73719,39.0
73720,113.0
73721,0.0
73722,0.0
73723,11.0
73724,98.0
73725,102.0
73726,3.0
73727,0.0
73728,38.0
73729,55.0
73730,81.0
73731,8.0
73732,0.0
73733,0.0
73734,11.0
73735,0.0
73736,0.0
73737,1.0
73738,0.0
73739,0.0
73740,2.0
73741,0.0
73742,1.0
73743,134.0
73744,0.0
73745,0.0
73746,0.0
73747,0.0
73748,121.0
73749,0.0
73750,40.0
73751,72.0
73752,114.0
73753,39.0
73754,61.0
73755,137.0
73756,138.0
73757,61.0
73758,143.0
73759,160.0
73760,44.0
73761,171.0
73762,141.0
73763,87.0
73764,90.0
73765,111.0
73766,110.0
73767,0.0
73768,131.0
73769,64.0
73770,61.0
73771,53.0
73772,1.0
73773,184.0
73774,209.0
73775,68.0
73776,34.0
73777,175.0
73778,56.0
73779,2.0
73780,125.0
73781,61.0
73782,30.0
73783,8.0
73784,67.0
73785,3.0
73786,92.0
73787,98.0
73788,6.0
73789,57.0
73790,108.0
73791,96.0
73792,0.0
73793,70.0
73794,23.0
73795,93.0
73796,81.0
73797,0.0
73798,85.0
73799,4.0
73800,1.0
73801,53.0
73802,2.0
73803,106.0
73804,30.0
73805,104.0
73806,31.0
73807,9.0
73808,53.0
73809,76.0
73810,132.0
73811,46.0
73812,78.0
73813,86.0
73814,83.0
73815,62.0
73816,43.0
73817,0.0
73818,97.0
73819,152.0
73820,54.0
73821,1.0
73822,93.0
73823,75.0
73824,20.0
73825,33.0
73826,132.0
73827,58.0
73828,112.0
73829,0.0
73830,124.0
73831,63.0
73832,6.0
73833,66.0
73834,71.0
73835,100.0
73836,65.0
73837,157.0
73838,65.0
73839,0.0
73840,0.0
73841,70.0
73842,69.0
73843,29.0
73844,56.0
73845,133.0
73846,2.0
73847,0.0
73848,0.0
73849,174.0
73850,144.0
73851,43.0
73852,5.0
73853,98.0
73854,208.0
73855,70.0
73856,8.0
73857,55.0
73858,122.0
73859,2.0
73860,139.0
73861,65.0
73862,18.0
73863,66.0
73864,42.0
73865,8.0
73866,85.0
73867,77.0
73868,16.0
73869,159.0
73870,137.0
73871,68.0
73872,65.0
73873,71.0
73874,11.0
73875,129.0
73876,29.0
73877,29.0
73878,46.0
73879,2.0
73880,28.0
73881,15.0
73882,77.0
73883,34.0
73884,264.0
73885,89.0
73886,149.0
73887,81.0
73888,8.0
73889,87.0
73890,218.0
73891,100.0
73892,101.0
73893,31.0
73894,128.0
73895,62.0
73896,1.0
73897,86.0
73898,1.0
73899,0.0
73900,2.0
73901,32.0
73902,13.0
73903,2.0
73904,100.0
73905,181.0
73906,59.0
73907,70.0
73908,128.0
73909,97.0
73910,26.0
73911,123.0
73912,5.0
73913,4.0
73914,65.0
73915,2.0
73916,76.0
73917,12.0
73918,2.0
73919,1.0
73920,130.0
73921,16.0
73922,1.0
73923,44.0
73924,81.0
73925,2.0
73926,163.0
73927,77.0
73928,1.0
73929,56.0
73930,126.0
73931,41.0
73932,53.0
73933,0.0
73934,1.0
73935,20.0
73936,1.0
73937,185.0
73938,71.0
73939,0.0
73940,90.0
73941,14.0
73942,9.0
73943,4.0
73944,92.0
73945,21.0
73946,2.0
73947,102.0
73948,0.0
73949,26.0
73950,21.0
73951,124.0
73952,0.0
73953,42.0
73954,105.0
73955,1.0
73956,23.0
73957,6.0
73958,5.0
73959,35.0
73960,1.0
73961,0.0
73962,1.0
73963,78.0
73964,97.0
73965,228.0
73966,65.0
73967,88.0
73968,3.0
73969,43.0
73970,62.0
73971,98.0
73972,2.0
73973,33.0
73974,3.0
73975,33.0
73976,90.0
73977,2.0
73978,6.0
73979,78.0
73980,13.0
73981,35.0
73982,99.0
73983,50.0
73984,46.0
73985,35.0
73986,0.0
73987,110.0
73988,29.0
73989,0.0
73990,69.0
73991,16.0
73992,97.0
73993,2.0
73994,115.0
73995,71.0
73996,106.0
73997,0.0
73998,99.0
73999,35.0
74000,77.0
74001,25.0
74002,27.0
74003,39.0
74004,42.0
74005,56.0
74006,0.0
74007,77.0
74008,51.0
74009,210.0
74010,14.0
74011,72.0
74012,47.0
74013,19.0
74014,159.0
74015,106.0
74016,41.0
74017,0.0
74018,20.0
74019,85.0
74020,38.0
74021,89.0
74022,90.0
74023,90.0
74024,22.0
74025,0.0
74026,95.0
74027,73.0
74028,27.0
74029,58.0
74030,25.0
74031,127.0
74032,41.0
74033,50.0
74034,0.0
74035,60.0
74036,72.0
74037,15.0
74038,71.0
74039,60.0
74040,32.0
74041,81.0
74042,1.0
74043,90.0
74044,88.0
74045,69.0
74046,1.0
74047,3.0
74048,43.0
74049,3.0
74050,3.0
74051,1.0
74052,0.0
74053,28.0
74054,52.0
74055,7.0
74056,53.0
74057,98.0
74058,16.0
74059,68.0
74060,55.0
74061,15.0
74062,45.0
74063,49.0
74064,59.0
74065,0.0
74066,77.0
74067,0.0
74068,12.0
74069,125.0
74070,140.0
74071,58.0
74072,102.0
74073,36.0
74074,10.0
74075,61.0
74076,69.0
74077,15.0
74078,0.0
74079,1.0
74080,77.0
74081,1.0
74082,107.0
74083,7.0
74084,61.0
74085,0.0
74086,30.0
74087,3.0
74088,80.0
74089,12.0
74090,0.0
74091,2.0
74092,75.0
74093,29.0
74094,61.0
74095,60.0
74096,139.0
74097,1.0
74098,54.0
74099,84.0
74100,1.0
74101,2.0
74102,1.0
74103,0.0
74104,0.0
74105,0.0
74106,0.0
74107,1.0
74108,2.0
74109,0.0
74110,0.0
74111,0.0
74112,0.0
74113,0.0
74114,1.0
74115,0.0
74116,0.0
74117,0.0
74118,1.0
74119,0.0
74120,0.0
74121,0.0
74122,0.0
74123,0.0
74124,0.0
74125,49.0
74126,17.0
74127,2.0
74128,35.0
74129,1.0
74130,29.0
74131,70.0
74132,23.0
74133,49.0
74134,24.0
74135,1.0
74136,1.0
74137,34.0
74138,0.0
74139,0.0
74140,21.0
74141,84.0
74142,83.0
74143,106.0
74144,1.0
74145,19.0
74146,0.0
74147,2.0
74148,3.0
74149,1.0
74150,81.0
74151,1.0
74152,43.0
74153,86.0
74154,26.0
74155,3.0
74156,0.0
74157,53.0
74158,2.0
74159,4.0
74160,7.0
74161,3.0
74162,92.0
74163,15.0
74164,4.0
74165,19.0
74166,0.0
74167,66.0
74168,9.0
74169,1.0
74170,28.0
74171,129.0
74172,6.0
74173,31.0
74174,67.0
74175,2.0
74176,35.0
74177,40.0
74178,20.0
74179,108.0
74180,0.0
74181,2.0
74182,19.0
74183,45.0
74184,0.0
74185,2.0
74186,60.0
74187,3.0
74188,72.0
74189,89.0
74190,72.0
74191,80.0
74192,89.0
74193,0.0
74194,5.0
74195,115.0
74196,60.0
74197,16.0
74198,89.0
74199,28.0
74200,65.0
74201,99.0
74202,1.0
74203,20.0
74204,17.0
74205,90.0
74206,1.0
74207,100.0
74208,80.0
74209,119.0
74210,119.0
74211,32.0
74212,1.0
74213,0.0
74214,0.0
74215,65.0
74216,11.0
74217,76.0
74218,0.0
74219,98.0
74220,37.0
74221,40.0
74222,102.0
74223,85.0
74224,73.0
74225,57.0
74226,73.0
74227,1.0
74228,57.0
74229,1.0
74230,50.0
74231,63.0
74232,1.0
74233,56.0
74234,78.0
74235,0.0
74236,25.0
74237,2.0
74238,53.0
74239,2.0
74240,17.0
74241,1.0
74242,2.0
74243,54.0
74244,68.0
74245,10.0
74246,2.0
74247,77.0
74248,0.0
