,Slc17a7
13936,0.0
13937,0.0
13938,0.0
13939,0.0
13940,0.0
13941,0.0
13942,0.0
13943,0.0
13944,0.0
13945,0.0
13946,0.0
13947,0.0
13948,0.0
13949,0.0
13950,0.0
13951,0.0
13952,0.0
13953,0.0
13954,0.0
13955,0.0
13956,10.0
13957,0.0
13958,0.0
13959,0.0
13960,0.0
13961,0.0
13962,0.0
13963,0.0
13964,0.0
13965,1.0
13966,0.0
13967,0.0
13968,0.0
13969,0.0
13970,0.0
13971,0.0
13972,9.0
13973,0.0
13974,0.0
13975,0.0
13976,0.0
13977,0.0
13978,0.0
13979,0.0
13980,9.0
13981,0.0
13982,0.0
13983,0.0
13984,0.0
13985,0.0
13986,0.0
13987,0.0
13988,0.0
13989,0.0
13990,0.0
13991,0.0
13992,4.0
13993,0.0
13994,0.0
13995,0.0
13996,0.0
13997,0.0
13998,0.0
13999,0.0
14000,0.0
14001,0.0
14002,0.0
14003,0.0
14004,0.0
14005,0.0
14006,0.0
14007,0.0
14008,0.0
14009,0.0
14010,0.0
14011,0.0
14012,0.0
14013,9.0
14014,0.0
14015,0.0
14016,0.0
14017,0.0
14018,0.0
14019,0.0
14020,0.0
14021,0.0
14022,0.0
14023,0.0
14024,0.0
14025,0.0
14026,0.0
14027,0.0
14028,1.0
14029,0.0
14030,0.0
14031,0.0
14032,0.0
14033,0.0
14034,3.0
14035,0.0
14036,0.0
14037,0.0
14038,0.0
14039,0.0
14040,0.0
14041,0.0
14042,0.0
14043,0.0
14044,0.0
14045,0.0
14046,0.0
14047,0.0
14048,0.0
14049,0.0
14050,0.0
14051,0.0
14052,0.0
14053,0.0
14054,0.0
14055,0.0
14056,0.0
14057,0.0
14058,0.0
14059,0.0
14060,1.0
14061,0.0
14062,0.0
14063,0.0
14064,0.0
14065,0.0
14066,7.0
14067,0.0
14068,0.0
14069,0.0
14070,0.0
14071,0.0
14072,0.0
14073,0.0
14074,0.0
14075,0.0
14076,0.0
14077,0.0
14078,0.0
14079,0.0
14080,0.0
14081,0.0
14082,0.0
14083,0.0
14084,0.0
14085,0.0
14086,0.0
14087,0.0
14088,0.0
14089,0.0
14090,0.0
14091,0.0
14092,0.0
14093,0.0
14094,0.0
14095,0.0
14096,0.0
14097,0.0
14098,0.0
14099,0.0
14100,0.0
14101,0.0
14102,0.0
14103,0.0
14104,0.0
14105,0.0
14106,0.0
14107,0.0
14108,0.0
14109,1.0
14110,0.0
14111,0.0
14112,0.0
14113,0.0
14114,0.0
14115,0.0
14116,0.0
14117,0.0
14118,0.0
14119,4.0
14120,0.0
14121,0.0
14122,0.0
14123,0.0
14124,1.0
14125,0.0
14126,0.0
14127,0.0
14128,0.0
14129,0.0
14130,0.0
14131,0.0
14132,0.0
14133,0.0
14134,0.0
14135,0.0
14136,0.0
14137,0.0
14138,0.0
14139,0.0
14140,0.0
14141,0.0
14142,0.0
14143,0.0
14144,0.0
14145,0.0
14146,0.0
14147,0.0
14148,0.0
14149,0.0
14150,0.0
14151,0.0
14152,0.0
14153,0.0
14154,0.0
14155,0.0
14156,0.0
14157,0.0
14158,0.0
14159,0.0
14160,0.0
14161,0.0
14162,0.0
14163,0.0
14164,0.0
14165,2.0
14166,0.0
14167,0.0
14168,0.0
14169,0.0
14170,0.0
14171,0.0
14172,0.0
14173,0.0
14174,0.0
14175,1.0
14176,0.0
14177,0.0
14178,0.0
14179,0.0
14180,0.0
14181,0.0
14182,0.0
14183,0.0
14184,0.0
14185,0.0
14186,0.0
14187,1.0
14188,0.0
14189,0.0
14190,0.0
14191,0.0
14192,0.0
14193,0.0
14194,0.0
14195,0.0
14196,0.0
14197,0.0
14198,0.0
14199,0.0
14200,0.0
14201,0.0
14202,0.0
14203,0.0
14204,0.0
14205,0.0
14206,0.0
14207,0.0
14208,0.0
14209,0.0
14210,0.0
14211,0.0
14212,0.0
14213,0.0
14214,0.0
14215,0.0
14216,0.0
14217,0.0
14218,0.0
14219,0.0
14220,0.0
14221,0.0
14222,0.0
14223,0.0
14224,0.0
14225,0.0
14226,0.0
14227,0.0
14228,0.0
14229,0.0
14230,0.0
14231,0.0
14232,0.0
14233,0.0
14234,0.0
14235,0.0
14236,0.0
14237,0.0
14238,5.0
14239,0.0
14240,0.0
14241,3.0
14242,0.0
14243,0.0
14244,0.0
14245,0.0
14246,0.0
14247,0.0
14248,0.0
14249,0.0
14250,0.0
14251,0.0
14252,0.0
14253,0.0
14254,0.0
14255,0.0
14256,0.0
14257,0.0
14258,0.0
14259,0.0
14260,0.0
14261,0.0
14262,0.0
14263,0.0
14264,0.0
14265,0.0
14266,0.0
14267,0.0
14268,0.0
14269,0.0
14270,0.0
14271,0.0
14272,0.0
14273,1.0
14274,0.0
14275,0.0
14276,0.0
14277,0.0
14278,0.0
14279,0.0
14280,0.0
14281,0.0
14282,0.0
14283,0.0
14284,0.0
14285,0.0
14286,0.0
14287,0.0
14288,0.0
14289,0.0
14290,0.0
14291,0.0
14292,0.0
14293,0.0
14294,0.0
14295,6.0
14296,0.0
14297,0.0
14298,0.0
14299,0.0
14300,0.0
14301,0.0
14302,0.0
14303,0.0
14304,0.0
14305,2.0
14306,0.0
14307,0.0
14308,0.0
14309,0.0
14310,6.0
14311,0.0
14312,0.0
14313,0.0
14314,0.0
14315,0.0
14316,0.0
14317,0.0
14318,0.0
14319,0.0
14320,0.0
14321,0.0
14322,0.0
14323,0.0
14324,0.0
14325,0.0
14326,0.0
14327,0.0
14328,0.0
14329,0.0
14330,0.0
14331,0.0
14332,0.0
14333,0.0
14334,0.0
14335,0.0
14336,0.0
14337,0.0
14338,0.0
14339,0.0
14340,0.0
14341,0.0
14342,0.0
14343,0.0
14344,0.0
14345,0.0
14346,0.0
14347,0.0
14348,0.0
14349,0.0
14350,0.0
14351,0.0
14352,0.0
14353,0.0
14354,0.0
14355,0.0
14356,0.0
14357,0.0
14358,1.0
14359,5.0
14360,0.0
14361,0.0
14362,5.0
14363,0.0
14364,0.0
14365,0.0
14366,0.0
14367,0.0
14368,0.0
14369,0.0
14370,0.0
14371,0.0
14372,0.0
14373,0.0
14374,1.0
14375,0.0
14376,0.0
14377,0.0
14378,0.0
14379,0.0
14380,0.0
14381,0.0
14382,0.0
14383,0.0
14384,0.0
14385,0.0
14386,0.0
14387,1.0
14388,0.0
14389,0.0
14390,0.0
14391,1.0
14392,0.0
14393,0.0
14394,0.0
14395,0.0
14396,0.0
14397,0.0
14398,0.0
14399,0.0
14400,0.0
14401,0.0
14402,0.0
14403,0.0
14404,0.0
14405,0.0
14406,1.0
14407,0.0
14408,0.0
14409,0.0
14410,0.0
14411,0.0
14412,0.0
14413,0.0
14414,0.0
14415,0.0
14416,0.0
14417,0.0
14418,0.0
14419,2.0
14420,0.0
14421,0.0
14422,0.0
14423,0.0
14424,0.0
14425,0.0
14426,0.0
14427,0.0
14428,0.0
14429,0.0
14430,0.0
14431,0.0
14432,0.0
14433,0.0
14434,0.0
14435,0.0
14436,0.0
14437,0.0
14438,0.0
14439,0.0
14440,0.0
14441,0.0
14442,0.0
14443,0.0
14444,0.0
14445,1.0
14446,0.0
14447,0.0
14448,0.0
14449,0.0
14450,0.0
14451,0.0
14452,0.0
14453,0.0
14454,0.0
14455,0.0
14456,0.0
14457,0.0
14458,0.0
14459,0.0
14460,0.0
14461,0.0
14462,0.0
14463,0.0
14464,0.0
14465,0.0
14466,0.0
14467,0.0
14468,0.0
14469,0.0
14470,0.0
14471,0.0
14472,0.0
14473,0.0
14474,0.0
14475,0.0
14476,0.0
14477,0.0
14478,0.0
14479,0.0
14480,1.0
14481,0.0
14482,0.0
14483,0.0
14484,0.0
14485,0.0
14486,0.0
14487,0.0
14488,0.0
14489,0.0
14490,0.0
14491,0.0
14492,0.0
14493,0.0
14494,0.0
14495,0.0
14496,0.0
14497,0.0
14498,0.0
14499,0.0
14500,0.0
14501,0.0
14502,1.0
14503,0.0
14504,0.0
14505,0.0
14506,30.0
14507,2.0
14508,0.0
14509,18.0
14510,23.0
14511,0.0
14512,1.0
14513,1.0
14514,1.0
14515,0.0
14516,0.0
14517,31.0
14518,0.0
14519,0.0
14520,64.0
14521,40.0
14522,0.0
14523,0.0
14524,0.0
14525,16.0
14526,0.0
14527,0.0
14528,0.0
14529,0.0
14530,0.0
14531,1.0
14532,0.0
14533,1.0
14534,24.0
14535,0.0
14536,0.0
14537,216.0
14538,0.0
14539,0.0
14540,30.0
14541,20.0
14542,2.0
14543,14.0
14544,1.0
14545,0.0
14546,14.0
14547,0.0
14548,2.0
14549,0.0
14550,1.0
14551,0.0
14552,0.0
14553,8.0
14554,15.0
14555,10.0
14556,27.0
14557,0.0
14558,1.0
14559,0.0
14560,0.0
14561,0.0
14562,7.0
14563,0.0
14564,20.0
14565,22.0
14566,1.0
14567,1.0
14568,2.0
14569,21.0
14570,4.0
14571,1.0
14572,0.0
14573,37.0
14574,18.0
14575,1.0
14576,6.0
14577,0.0
14578,18.0
14579,8.0
14580,19.0
14581,75.0
14582,19.0
14583,41.0
14584,2.0
14585,22.0
14586,78.0
14587,2.0
14588,41.0
14589,8.0
14590,11.0
14591,1.0
14592,2.0
14593,7.0
14594,0.0
14595,8.0
14596,60.0
14597,27.0
14598,7.0
14599,0.0
14600,59.0
14601,18.0
14602,2.0
14603,21.0
14604,11.0
14605,45.0
14606,9.0
14607,30.0
14608,53.0
14609,27.0
14610,25.0
14611,7.0
14612,42.0
14613,52.0
14614,19.0
14615,3.0
14616,0.0
14617,33.0
14618,2.0
14619,0.0
14620,22.0
14621,9.0
14622,10.0
14623,24.0
14624,49.0
14625,40.0
14626,5.0
14627,45.0
14628,11.0
14629,0.0
14630,8.0
14631,63.0
14632,22.0
14633,13.0
14634,41.0
14635,0.0
14636,0.0
14637,11.0
14638,29.0
14639,1.0
14640,25.0
14641,0.0
14642,48.0
14643,2.0
14644,6.0
14645,1.0
14646,40.0
14647,16.0
14648,1.0
14649,25.0
14650,1.0
14651,3.0
14652,48.0
14653,49.0
14654,2.0
14655,2.0
14656,11.0
14657,3.0
14658,5.0
14659,24.0
14660,26.0
14661,38.0
14662,11.0
14663,0.0
14664,45.0
14665,17.0
14666,2.0
14667,39.0
14668,36.0
14669,40.0
14670,37.0
14671,1.0
14672,84.0
14673,40.0
14674,15.0
14675,34.0
14676,2.0
14677,16.0
14678,26.0
14679,4.0
14680,14.0
14681,35.0
14682,15.0
14683,52.0
14684,23.0
14685,15.0
14686,35.0
14687,51.0
14688,22.0
14689,0.0
14690,24.0
14691,33.0
14692,3.0
14693,14.0
14694,18.0
14695,0.0
14696,2.0
14697,7.0
14698,28.0
14699,5.0
14700,20.0
14701,67.0
14702,4.0
14703,0.0
14704,53.0
14705,33.0
14706,28.0
14707,47.0
14708,2.0
14709,17.0
14710,0.0
14711,49.0
14712,0.0
14713,0.0
14714,55.0
14715,2.0
14716,24.0
14717,0.0
14718,13.0
14719,0.0
14720,39.0
14721,44.0
14722,43.0
14723,0.0
14724,9.0
14725,5.0
14726,1.0
14727,45.0
14728,0.0
14729,0.0
14730,14.0
14731,2.0
14732,1.0
14733,0.0
14734,11.0
14735,7.0
14736,9.0
14737,1.0
14738,16.0
14739,4.0
14740,12.0
14741,56.0
14742,20.0
14743,1.0
14744,1.0
14745,17.0
14746,51.0
14747,0.0
14748,26.0
14749,7.0
14750,3.0
14751,0.0
14752,47.0
14753,57.0
14754,0.0
14755,35.0
14756,1.0
14757,34.0
14758,0.0
14759,10.0
14760,54.0
14761,30.0
14762,17.0
14763,0.0
14764,31.0
14765,25.0
14766,1.0
14767,0.0
14768,66.0
14769,0.0
14770,1.0
14771,32.0
14772,4.0
14773,0.0
14774,2.0
14775,45.0
14776,19.0
14777,15.0
14778,0.0
14779,11.0
14780,3.0
14781,78.0
14782,29.0
14783,0.0
14784,48.0
14785,45.0
14786,18.0
14787,28.0
14788,2.0
14789,0.0
14790,108.0
14791,3.0
14792,59.0
14793,69.0
14794,0.0
14795,36.0
14796,56.0
14797,61.0
14798,22.0
14799,0.0
14800,7.0
14801,0.0
14802,23.0
14803,0.0
14804,63.0
14805,56.0
14806,2.0
14807,45.0
14808,18.0
14809,56.0
14810,1.0
14811,2.0
14812,25.0
14813,3.0
14814,35.0
14815,68.0
14816,1.0
14817,8.0
14818,0.0
14819,109.0
14820,15.0
14821,32.0
14822,0.0
14823,42.0
14824,6.0
14825,45.0
14826,0.0
14827,10.0
14828,131.0
14829,14.0
14830,39.0
14831,132.0
14832,38.0
14833,40.0
14834,50.0
14835,43.0
14836,0.0
14837,37.0
14838,13.0
14839,0.0
14840,41.0
14841,80.0
14842,1.0
14843,8.0
14844,1.0
14845,0.0
14846,3.0
14847,0.0
14848,21.0
14849,36.0
14850,9.0
14851,53.0
14852,82.0
14853,0.0
14854,71.0
14855,3.0
14856,93.0
14857,60.0
14858,10.0
14859,12.0
14860,1.0
14861,10.0
14862,1.0
14863,8.0
14864,145.0
14865,49.0
14866,0.0
14867,75.0
14868,32.0
14869,20.0
14870,20.0
14871,25.0
14872,0.0
14873,16.0
14874,1.0
14875,164.0
14876,17.0
14877,53.0
14878,50.0
14879,55.0
14880,2.0
14881,37.0
14882,0.0
14883,0.0
14884,0.0
14885,23.0
14886,82.0
14887,9.0
14888,20.0
14889,1.0
14890,1.0
14891,40.0
14892,0.0
14893,31.0
14894,2.0
14895,11.0
14896,0.0
14897,0.0
14898,7.0
14899,60.0
14900,20.0
14901,111.0
14902,115.0
14903,79.0
14904,0.0
14905,0.0
14906,24.0
14907,11.0
14908,152.0
14909,71.0
14910,54.0
14911,0.0
14912,20.0
14913,36.0
14914,19.0
14915,1.0
14916,94.0
14917,86.0
14918,13.0
14919,8.0
14920,107.0
14921,30.0
14922,5.0
14923,118.0
14924,8.0
14925,142.0
14926,0.0
14927,3.0
14928,117.0
14929,11.0
14930,14.0
14931,4.0
14932,173.0
14933,19.0
14934,0.0
14935,2.0
14936,82.0
14937,0.0
14938,8.0
14939,86.0
14940,41.0
14941,77.0
14942,58.0
14943,118.0
14944,0.0
14945,35.0
14946,45.0
14947,23.0
14948,0.0
14949,141.0
14950,102.0
14951,82.0
14952,19.0
14953,2.0
14954,2.0
14955,40.0
14956,2.0
14957,1.0
14958,18.0
14959,33.0
14960,43.0
14961,83.0
14962,11.0
14963,0.0
14964,11.0
14965,47.0
14966,35.0
14967,43.0
14968,29.0
14969,0.0
14970,41.0
14971,0.0
14972,43.0
14973,62.0
14974,128.0
14975,0.0
14976,28.0
14977,14.0
14978,64.0
14979,64.0
14980,1.0
14981,125.0
14982,139.0
14983,109.0
14984,0.0
14985,1.0
14986,12.0
14987,17.0
14988,90.0
14989,15.0
14990,28.0
14991,1.0
14992,0.0
14993,1.0
14994,121.0
14995,21.0
14996,3.0
14997,1.0
14998,10.0
14999,0.0
15000,0.0
15001,70.0
15002,81.0
15003,61.0
15004,9.0
15005,168.0
15006,72.0
15007,16.0
15008,2.0
15009,3.0
15010,16.0
15011,3.0
15012,30.0
15013,33.0
15014,128.0
15015,2.0
15016,52.0
15017,74.0
15018,53.0
15019,1.0
15020,100.0
15021,3.0
15022,11.0
15023,95.0
15024,44.0
15025,193.0
15026,116.0
15027,1.0
15028,8.0
15029,9.0
15030,150.0
15031,45.0
15032,133.0
15033,4.0
15034,23.0
15035,38.0
15036,1.0
15037,1.0
15038,53.0
15039,49.0
15040,89.0
15041,63.0
15042,29.0
15043,1.0
15044,88.0
15045,17.0
15046,4.0
15047,77.0
15048,0.0
15049,28.0
15050,22.0
15051,53.0
15052,51.0
15053,13.0
15054,24.0
15055,70.0
15056,22.0
15057,9.0
15058,15.0
15059,161.0
15060,24.0
15061,144.0
15062,7.0
15063,67.0
15064,108.0
15065,38.0
15066,62.0
15067,18.0
15068,20.0
15069,3.0
15070,5.0
15071,109.0
15072,98.0
15073,60.0
15074,90.0
15075,29.0
15076,45.0
15077,27.0
15078,136.0
15079,52.0
15080,111.0
15081,95.0
15082,16.0
15083,83.0
15084,8.0
15085,5.0
15086,13.0
15087,1.0
15088,94.0
15089,0.0
15090,5.0
15091,110.0
15092,67.0
15093,84.0
15094,0.0
15095,19.0
15096,24.0
15097,3.0
15098,0.0
15099,41.0
15100,3.0
15101,1.0
15102,41.0
15103,154.0
15104,16.0
15105,4.0
15106,51.0
15107,73.0
15108,35.0
15109,7.0
15110,0.0
15111,36.0
15112,21.0
15113,82.0
15114,1.0
15115,17.0
15116,24.0
15117,74.0
15118,127.0
15119,2.0
15120,25.0
15121,80.0
15122,64.0
15123,66.0
15124,85.0
15125,15.0
15126,143.0
15127,0.0
15128,1.0
15129,72.0
15130,94.0
15131,76.0
15132,0.0
15133,24.0
15134,59.0
15135,101.0
15136,1.0
15137,0.0
15138,4.0
15139,10.0
15140,9.0
15141,3.0
15142,73.0
15143,1.0
15144,1.0
15145,56.0
15146,9.0
15147,3.0
15148,33.0
15149,133.0
15150,113.0
15151,18.0
15152,30.0
15153,67.0
15154,56.0
15155,17.0
15156,2.0
15157,1.0
15158,0.0
15159,53.0
15160,0.0
15161,135.0
15162,17.0
15163,17.0
15164,71.0
15165,124.0
15166,17.0
15167,150.0
15168,86.0
15169,183.0
15170,83.0
15171,1.0
15172,105.0
15173,98.0
15174,5.0
15175,0.0
15176,1.0
15177,1.0
15178,3.0
15179,102.0
15180,11.0
15181,9.0
15182,0.0
15183,93.0
15184,42.0
15185,1.0
15186,2.0
15187,7.0
15188,180.0
15189,18.0
15190,30.0
15191,50.0
15192,1.0
15193,97.0
15194,0.0
15195,95.0
15196,45.0
15197,3.0
15198,19.0
15199,126.0
15200,23.0
15201,96.0
15202,197.0
15203,11.0
15204,0.0
15205,79.0
15206,0.0
15207,251.0
15208,39.0
15209,20.0
15210,4.0
15211,5.0
15212,25.0
15213,0.0
15214,53.0
15215,0.0
15216,6.0
15217,143.0
15218,55.0
15219,88.0
15220,2.0
15221,1.0
15222,0.0
15223,17.0
15224,3.0
15225,14.0
15226,196.0
15227,0.0
15228,26.0
15229,1.0
15230,7.0
15231,49.0
15232,1.0
15233,72.0
15234,1.0
15235,48.0
15236,213.0
15237,202.0
15238,3.0
15239,0.0
15240,91.0
15241,1.0
15242,6.0
15243,3.0
15244,1.0
15245,13.0
15246,8.0
15247,171.0
15248,0.0
15249,118.0
15250,2.0
15251,18.0
15252,2.0
15253,1.0
15254,1.0
15255,23.0
15256,0.0
15257,181.0
15258,0.0
15259,15.0
15260,33.0
15261,2.0
15262,135.0
15263,0.0
15264,26.0
15265,5.0
15266,1.0
15267,43.0
15268,16.0
15269,4.0
15270,207.0
15271,9.0
15272,2.0
15273,6.0
15274,33.0
15275,110.0
15276,4.0
15277,146.0
15278,149.0
15279,1.0
15280,2.0
15281,104.0
15282,156.0
15283,26.0
15284,191.0
15285,21.0
15286,0.0
15287,61.0
15288,88.0
15289,136.0
15290,1.0
15291,2.0
15292,56.0
15293,1.0
15294,3.0
15295,1.0
15296,1.0
15297,0.0
15298,108.0
15299,4.0
15300,7.0
15301,3.0
15302,219.0
15303,17.0
15304,195.0
15305,29.0
15306,168.0
15307,0.0
15308,48.0
15309,0.0
15310,32.0
15311,105.0
15312,92.0
15313,35.0
15314,162.0
15315,7.0
15316,0.0
15317,37.0
15318,1.0
15319,198.0
15320,160.0
15321,1.0
15322,0.0
15323,158.0
15324,11.0
15325,104.0
15326,2.0
15327,97.0
15328,19.0
15329,3.0
15330,256.0
15331,16.0
15332,2.0
15333,102.0
15334,121.0
15335,248.0
15336,196.0
15337,1.0
15338,91.0
15339,22.0
15340,128.0
15341,137.0
15342,8.0
15343,13.0
15344,12.0
15345,115.0
15346,38.0
15347,39.0
15348,0.0
15349,25.0
15350,7.0
15351,24.0
15352,172.0
15353,21.0
15354,94.0
15355,143.0
15356,0.0
15357,59.0
15358,23.0
15359,211.0
15360,5.0
15361,122.0
15362,20.0
15363,3.0
15364,12.0
15365,133.0
15366,179.0
15367,12.0
15368,21.0
15369,173.0
15370,73.0
15371,33.0
15372,91.0
15373,58.0
15374,19.0
15375,59.0
15376,5.0
15377,127.0
15378,24.0
15379,55.0
15380,97.0
15381,77.0
15382,92.0
15383,4.0
15384,124.0
15385,46.0
15386,52.0
15387,98.0
15388,92.0
15389,106.0
15390,134.0
15391,29.0
15392,59.0
15393,12.0
15394,91.0
15395,16.0
15396,49.0
15397,20.0
15398,6.0
15399,14.0
15400,9.0
15401,9.0
15402,125.0
15403,68.0
15404,7.0
15405,20.0
15406,5.0
15407,43.0
15408,192.0
15409,65.0
15410,85.0
15411,59.0
15412,4.0
15413,157.0
15414,6.0
15415,64.0
15416,10.0
15417,16.0
15418,12.0
15419,43.0
15420,189.0
15421,191.0
15422,3.0
15423,33.0
15424,149.0
15425,20.0
15426,9.0
15427,37.0
15428,9.0
15429,11.0
15430,135.0
15431,2.0
15432,80.0
15433,199.0
15434,6.0
15435,19.0
15436,33.0
15437,137.0
15438,6.0
15439,132.0
15440,6.0
15441,9.0
15442,4.0
15443,2.0
15444,103.0
15445,51.0
15446,2.0
15447,32.0
15448,157.0
15449,16.0
15450,35.0
15451,91.0
15452,10.0
15453,49.0
15454,41.0
15455,19.0
15456,3.0
15457,3.0
15458,148.0
15459,22.0
15460,88.0
15461,0.0
15462,8.0
15463,24.0
15464,15.0
15465,3.0
15466,23.0
15467,6.0
15468,146.0
15469,2.0
15470,11.0
15471,10.0
15472,149.0
15473,5.0
15474,1.0
15475,1.0
15476,60.0
15477,16.0
15478,4.0
15479,5.0
15480,95.0
15481,56.0
15482,2.0
15483,72.0
15484,65.0
15485,10.0
15486,24.0
15487,94.0
15488,31.0
15489,120.0
15490,1.0
15491,1.0
15492,228.0
15493,22.0
15494,94.0
15495,2.0
15496,73.0
15497,1.0
15498,14.0
15499,16.0
15500,76.0
15501,88.0
15502,127.0
15503,2.0
15504,3.0
15505,8.0
15506,293.0
15507,124.0
15508,35.0
15509,34.0
15510,2.0
15511,28.0
15512,2.0
15513,5.0
15514,22.0
15515,37.0
15516,320.0
15517,160.0
15518,47.0
15519,4.0
15520,42.0
15521,47.0
15522,175.0
15523,13.0
15524,1.0
15525,7.0
15526,1.0
15527,193.0
15528,1.0
15529,123.0
15530,80.0
15531,10.0
15532,78.0
15533,3.0
15534,66.0
15535,49.0
15536,1.0
15537,7.0
15538,124.0
15539,169.0
15540,60.0
15541,81.0
15542,11.0
15543,0.0
15544,2.0
15545,77.0
15546,114.0
15547,118.0
15548,2.0
15549,41.0
15550,168.0
15551,1.0
15552,0.0
15553,0.0
15554,1.0
15555,71.0
15556,0.0
15557,13.0
15558,6.0
15559,0.0
15560,1.0
15561,0.0
15562,0.0
15563,30.0
15564,1.0
15565,22.0
15566,42.0
15567,2.0
15568,142.0
15569,15.0
15570,97.0
15571,42.0
15572,0.0
15573,35.0
15574,198.0
15575,0.0
15576,2.0
15577,36.0
15578,2.0
15579,0.0
15580,1.0
15581,63.0
15582,26.0
15583,0.0
15584,0.0
15585,10.0
15586,81.0
15587,26.0
15588,2.0
15589,0.0
15590,0.0
15591,0.0
15592,0.0
15593,0.0
15594,87.0
15595,0.0
15596,0.0
15597,5.0
15598,4.0
15599,179.0
15600,87.0
15601,0.0
15602,2.0
15603,0.0
15604,0.0
15605,1.0
15606,65.0
15607,68.0
15608,72.0
15609,3.0
15610,1.0
15611,2.0
15612,0.0
15613,141.0
15614,0.0
15615,59.0
15616,4.0
15617,1.0
15618,1.0
15619,2.0
15620,1.0
15621,10.0
15622,0.0
15623,1.0
15624,63.0
15625,0.0
15626,10.0
15627,9.0
15628,87.0
15629,1.0
15630,0.0
15631,82.0
15632,1.0
15633,5.0
15634,66.0
15635,52.0
15636,1.0
15637,0.0
15638,0.0
15639,1.0
15640,0.0
15641,0.0
15642,0.0
15643,121.0
15644,1.0
15645,2.0
15646,122.0
15647,1.0
15648,15.0
15649,0.0
15650,90.0
15651,0.0
15652,0.0
15653,0.0
15654,65.0
15655,0.0
15656,106.0
15657,0.0
15658,0.0
15659,38.0
15660,171.0
15661,54.0
15662,47.0
15663,0.0
15664,0.0
15665,94.0
15666,7.0
15667,0.0
15668,8.0
15669,1.0
15670,18.0
15671,24.0
15672,0.0
15673,0.0
15674,50.0
15675,13.0
15676,47.0
15677,102.0
15678,0.0
15679,0.0
15680,1.0
15681,22.0
15682,46.0
15683,1.0
15684,0.0
15685,101.0
15686,111.0
15687,31.0
15688,38.0
15689,1.0
15690,18.0
15691,69.0
15692,165.0
15693,0.0
15694,0.0
15695,46.0
15696,7.0
15697,0.0
15698,52.0
15699,1.0
15700,3.0
15701,64.0
15702,132.0
15703,83.0
15704,144.0
15705,0.0
15706,2.0
15707,78.0
15708,0.0
15709,110.0
15710,28.0
15711,8.0
15712,0.0
15713,0.0
15714,72.0
15715,0.0
15716,2.0
15717,12.0
15718,0.0
15719,0.0
15720,0.0
15721,33.0
15722,119.0
15723,2.0
15724,0.0
15725,0.0
15726,0.0
15727,0.0
15728,13.0
15729,0.0
15730,0.0
15731,125.0
15732,1.0
15733,3.0
15734,89.0
15735,35.0
15736,0.0
15737,2.0
15738,3.0
15739,83.0
15740,110.0
15741,0.0
15742,5.0
15743,0.0
15744,0.0
15745,38.0
15746,27.0
15747,0.0
15748,71.0
15749,71.0
15750,95.0
15751,0.0
15752,1.0
15753,41.0
15754,9.0
15755,0.0
15756,10.0
15757,0.0
15758,39.0
15759,1.0
15760,0.0
15761,0.0
15762,67.0
15763,4.0
15764,76.0
15765,1.0
15766,7.0
15767,96.0
15768,0.0
15769,3.0
15770,55.0
15771,131.0
15772,118.0
15773,195.0
15774,72.0
15775,27.0
15776,6.0
15777,81.0
15778,92.0
15779,60.0
15780,52.0
15781,3.0
15782,58.0
15783,0.0
15784,56.0
15785,133.0
15786,190.0
15787,64.0
15788,142.0
15789,51.0
15790,36.0
15791,13.0
15792,45.0
15793,7.0
15794,45.0
15795,0.0
15796,77.0
15797,106.0
15798,48.0
15799,0.0
15800,4.0
15801,45.0
15802,90.0
15803,87.0
15804,14.0
15805,4.0
15806,10.0
15807,35.0
15808,92.0
15809,59.0
15810,68.0
15811,102.0
15812,186.0
15813,24.0
15814,193.0
15815,106.0
15816,117.0
15817,2.0
15818,9.0
15819,127.0
15820,2.0
15821,55.0
15822,30.0
15823,115.0
15824,0.0
15825,0.0
15826,43.0
15827,1.0
15828,46.0
15829,22.0
15830,134.0
15831,88.0
15832,1.0
15833,13.0
15834,134.0
15835,0.0
15836,0.0
15837,82.0
15838,1.0
15839,6.0
15840,69.0
15841,61.0
15842,37.0
15843,35.0
15844,70.0
15845,25.0
15846,92.0
15847,53.0
15848,53.0
15849,101.0
15850,229.0
15851,2.0
15852,10.0
15853,32.0
15854,1.0
15855,6.0
15856,0.0
15857,20.0
15858,171.0
15859,39.0
15860,18.0
15861,53.0
15862,138.0
15863,3.0
15864,10.0
15865,184.0
15866,24.0
15867,53.0
15868,44.0
15869,16.0
15870,62.0
15871,66.0
15872,14.0
15873,142.0
15874,240.0
15875,41.0
15876,71.0
15877,83.0
15878,0.0
15879,24.0
15880,78.0
15881,1.0
15882,88.0
15883,58.0
15884,134.0
15885,111.0
15886,1.0
15887,86.0
15888,12.0
15889,162.0
15890,30.0
15891,93.0
15892,31.0
15893,69.0
15894,18.0
15895,25.0
15896,92.0
15897,1.0
15898,123.0
15899,12.0
15900,17.0
15901,0.0
15902,0.0
15903,39.0
15904,25.0
15905,22.0
15906,36.0
15907,25.0
15908,23.0
15909,210.0
15910,23.0
15911,50.0
15912,6.0
15913,89.0
15914,2.0
15915,6.0
15916,1.0
15917,14.0
15918,9.0
15919,41.0
15920,7.0
15921,4.0
15922,49.0
15923,114.0
15924,131.0
15925,25.0
15926,10.0
15927,16.0
15928,27.0
15929,48.0
15930,0.0
15931,51.0
15932,119.0
15933,1.0
