,Chrm3
24599,4.0
24600,0.0
24601,2.0
24602,0.0
24603,0.0
24604,1.0
24605,0.0
24606,0.0
24607,1.0
24608,1.0
24609,1.0
24610,2.0
24611,0.0
24612,2.0
24613,0.0
24614,1.0
24615,1.0
24616,4.0
24617,0.0
24618,1.0
24619,9.0
24620,0.0
24621,3.0
24622,0.0
24623,0.0
24624,2.0
24625,1.0
24626,3.0
24627,0.0
24628,0.0
24629,0.0
24630,1.0
24631,0.0
24632,1.0
24633,8.0
24634,1.0
24635,4.0
24636,0.0
24637,0.0
24638,2.0
24639,3.0
24640,0.0
24641,0.0
24642,3.0
24643,2.0
24644,1.0
24645,4.0
24646,18.0
24647,4.0
24648,3.0
24649,0.0
24650,3.0
24651,0.0
24652,19.0
24653,1.0
24654,1.0
24655,0.0
24656,0.0
24657,23.0
24658,2.0
24659,0.0
24660,0.0
24661,3.0
24662,1.0
24663,1.0
24664,1.0
24665,1.0
24666,0.0
24667,6.0
24668,0.0
24669,0.0
24670,4.0
24671,0.0
24672,1.0
24673,0.0
24674,0.0
24675,3.0
24676,5.0
24677,0.0
24678,1.0
24679,4.0
24680,6.0
24681,0.0
24682,0.0
24683,2.0
24684,0.0
24685,0.0
24686,3.0
24687,0.0
24688,0.0
24689,0.0
24690,3.0
24691,8.0
24692,5.0
24693,1.0
24694,3.0
24695,4.0
24696,3.0
24697,1.0
24698,1.0
24699,0.0
24700,0.0
24701,0.0
24702,1.0
24703,5.0
24704,5.0
24705,1.0
24706,0.0
24707,0.0
24708,0.0
24709,1.0
24710,3.0
24711,1.0
24712,6.0
24713,0.0
24714,0.0
24715,1.0
24716,0.0
24717,0.0
24718,9.0
24719,3.0
24720,1.0
24721,0.0
24722,2.0
24723,8.0
24724,3.0
24725,5.0
24726,7.0
24727,10.0
24728,6.0
24729,0.0
24730,2.0
24731,5.0
24732,7.0
24733,5.0
24734,0.0
24735,3.0
24736,2.0
24737,1.0
24738,6.0
24739,2.0
24740,3.0
24741,18.0
24742,0.0
24743,8.0
24744,11.0
24745,0.0
24746,3.0
24747,1.0
24748,1.0
24749,2.0
24750,2.0
24751,0.0
24752,12.0
24753,1.0
24754,1.0
24755,2.0
24756,0.0
24757,8.0
24758,0.0
24759,4.0
24760,2.0
24761,4.0
24762,16.0
24763,0.0
24764,11.0
24765,0.0
24766,17.0
24767,2.0
24768,0.0
24769,4.0
24770,0.0
24771,2.0
24772,6.0
24773,10.0
24774,2.0
24775,1.0
24776,1.0
24777,11.0
24778,14.0
24779,0.0
24780,18.0
24781,20.0
24782,5.0
24783,0.0
24784,1.0
24785,0.0
24786,6.0
24787,7.0
24788,1.0
24789,1.0
24790,0.0
24791,5.0
24792,0.0
24793,2.0
24794,1.0
24795,1.0
24796,1.0
24797,19.0
24798,5.0
24799,2.0
24800,0.0
24801,6.0
24802,3.0
24803,0.0
24804,0.0
24805,1.0
24806,0.0
24807,0.0
24808,2.0
24809,4.0
24810,0.0
24811,0.0
24812,0.0
24813,18.0
24814,14.0
24815,7.0
24816,0.0
24817,7.0
24818,18.0
24819,13.0
24820,5.0
24821,0.0
24822,1.0
24823,0.0
24824,0.0
24825,0.0
24826,1.0
24827,12.0
24828,7.0
24829,5.0
24830,5.0
24831,8.0
24832,0.0
24833,0.0
24834,1.0
24835,1.0
24836,10.0
24837,14.0
24838,4.0
24839,12.0
24840,3.0
24841,1.0
24842,0.0
24843,10.0
24844,10.0
24845,4.0
24846,10.0
24847,2.0
24848,9.0
24849,20.0
24850,2.0
24851,3.0
24852,3.0
24853,0.0
24854,0.0
24855,1.0
24856,5.0
24857,0.0
24858,13.0
24859,1.0
24860,7.0
24861,7.0
24862,1.0
24863,0.0
24864,20.0
24865,10.0
24866,15.0
24867,3.0
24868,0.0
24869,5.0
24870,0.0
24871,6.0
24872,20.0
24873,0.0
24874,7.0
24875,1.0
24876,1.0
24877,10.0
24878,7.0
24879,0.0
24880,6.0
24881,7.0
24882,0.0
24883,18.0
24884,4.0
24885,18.0
24886,2.0
24887,15.0
24888,0.0
24889,2.0
24890,11.0
24891,11.0
24892,0.0
24893,0.0
24894,2.0
24895,11.0
24896,1.0
24897,17.0
24898,2.0
24899,8.0
24900,0.0
24901,1.0
24902,14.0
24903,9.0
24904,6.0
24905,12.0
24906,12.0
24907,8.0
24908,8.0
24909,20.0
24910,0.0
24911,1.0
24912,7.0
24913,5.0
24914,8.0
24915,1.0
24916,0.0
24917,0.0
24918,0.0
24919,0.0
24920,0.0
24921,0.0
24922,0.0
24923,0.0
24924,0.0
24925,0.0
24926,16.0
24927,0.0
24928,0.0
24929,0.0
24930,0.0
24931,0.0
24932,0.0
24933,0.0
24934,0.0
24935,7.0
24936,0.0
24937,0.0
24938,0.0
24939,3.0
24940,12.0
24941,0.0
24942,0.0
24943,0.0
24944,9.0
24945,0.0
24946,0.0
24947,0.0
24948,2.0
24949,0.0
24950,0.0
24951,3.0
24952,9.0
24953,0.0
24954,0.0
24955,0.0
24956,0.0
24957,0.0
24958,0.0
24959,0.0
24960,0.0
24961,0.0
24962,0.0
24963,0.0
24964,0.0
24965,0.0
24966,0.0
24967,0.0
24968,0.0
24969,0.0
24970,0.0
24971,0.0
24972,0.0
24973,7.0
24974,0.0
24975,4.0
24976,1.0
24977,0.0
24978,0.0
24979,0.0
24980,0.0
24981,0.0
24982,0.0
24983,0.0
24984,0.0
24985,0.0
24986,0.0
24987,0.0
24988,0.0
24989,0.0
24990,3.0
24991,9.0
24992,9.0
24993,0.0
24994,1.0
24995,0.0
24996,2.0
24997,0.0
24998,7.0
24999,0.0
25000,0.0
25001,0.0
25002,2.0
25003,0.0
25004,0.0
25005,10.0
25006,9.0
25007,4.0
25008,0.0
25009,0.0
25010,3.0
25011,9.0
25012,6.0
25013,16.0
25014,9.0
25015,1.0
25016,23.0
25017,7.0
25018,9.0
25019,9.0
25020,3.0
25021,1.0
25022,11.0
25023,0.0
25024,9.0
25025,5.0
25026,7.0
25027,4.0
25028,0.0
25029,20.0
25030,7.0
25031,1.0
25032,13.0
25033,0.0
25034,4.0
25035,1.0
25036,7.0
25037,12.0
25038,1.0
25039,0.0
25040,9.0
25041,17.0
25042,3.0
25043,8.0
25044,3.0
25045,8.0
25046,8.0
25047,4.0
25048,2.0
25049,0.0
25050,10.0
25051,10.0
25052,5.0
25053,27.0
25054,23.0
25055,15.0
25056,8.0
25057,2.0
25058,4.0
25059,0.0
25060,8.0
25061,14.0
25062,7.0
25063,3.0
25064,1.0
25065,5.0
25066,19.0
25067,0.0
25068,8.0
25069,10.0
25070,1.0
25071,14.0
25072,14.0
25073,4.0
25074,5.0
25075,0.0
25076,6.0
25077,2.0
25078,0.0
25079,5.0
25080,5.0
25081,9.0
25082,5.0
25083,5.0
25084,6.0
25085,0.0
25086,20.0
25087,2.0
25088,7.0
25089,1.0
25090,0.0
25091,13.0
25092,2.0
25093,7.0
25094,2.0
25095,13.0
25096,1.0
25097,0.0
25098,20.0
25099,9.0
25100,0.0
25101,4.0
25102,3.0
25103,6.0
25104,0.0
25105,13.0
25106,0.0
25107,3.0
25108,17.0
25109,4.0
25110,6.0
25111,4.0
25112,0.0
25113,7.0
25114,0.0
25115,16.0
25116,17.0
25117,0.0
25118,13.0
25119,0.0
25120,10.0
25121,0.0
25122,1.0
25123,6.0
25124,11.0
25125,2.0
25126,13.0
25127,0.0
25128,0.0
25129,12.0
25130,0.0
25131,19.0
25132,2.0
25133,11.0
25134,20.0
25135,0.0
25136,2.0
25137,0.0
25138,2.0
25139,2.0
25140,11.0
25141,4.0
25142,3.0
25143,20.0
25144,12.0
25145,0.0
25146,1.0
25147,1.0
25148,11.0
25149,4.0
25150,2.0
25151,3.0
25152,0.0
25153,2.0
25154,2.0
25155,2.0
25156,5.0
25157,5.0
25158,6.0
25159,4.0
25160,7.0
25161,7.0
25162,6.0
25163,0.0
25164,8.0
25165,7.0
25166,1.0
25167,1.0
25168,26.0
25169,0.0
25170,0.0
25171,5.0
25172,7.0
25173,0.0
25174,1.0
25175,14.0
25176,1.0
25177,8.0
25178,0.0
25179,0.0
25180,3.0
25181,0.0
25182,11.0
25183,21.0
25184,3.0
25185,11.0
25186,3.0
25187,0.0
25188,1.0
25189,20.0
25190,3.0
25191,0.0
25192,1.0
25193,0.0
25194,13.0
25195,1.0
25196,2.0
25197,0.0
25198,2.0
25199,6.0
25200,0.0
25201,0.0
25202,1.0
25203,0.0
25204,0.0
25205,2.0
25206,1.0
25207,6.0
25208,4.0
25209,1.0
25210,1.0
25211,1.0
25212,0.0
25213,0.0
25214,0.0
25215,4.0
25216,2.0
25217,7.0
25218,0.0
25219,13.0
25220,0.0
25221,0.0
25222,1.0
25223,1.0
25224,0.0
25225,0.0
25226,0.0
25227,0.0
25228,0.0
25229,1.0
25230,4.0
25231,1.0
25232,0.0
25233,1.0
25234,2.0
25235,6.0
25236,2.0
25237,0.0
25238,1.0
25239,2.0
25240,0.0
25241,0.0
25242,1.0
25243,2.0
25244,1.0
25245,0.0
25246,0.0
25247,2.0
25248,0.0
25249,3.0
25250,0.0
25251,10.0
25252,13.0
25253,4.0
25254,0.0
25255,1.0
25256,0.0
25257,0.0
25258,1.0
25259,3.0
25260,2.0
25261,1.0
25262,1.0
25263,2.0
25264,1.0
25265,0.0
25266,0.0
25267,1.0
25268,1.0
25269,0.0
25270,1.0
25271,3.0
25272,13.0
25273,0.0
25274,0.0
25275,11.0
25276,1.0
25277,0.0
25278,1.0
25279,0.0
25280,0.0
25281,1.0
25282,0.0
25283,5.0
25284,1.0
25285,1.0
25286,0.0
25287,1.0
25288,1.0
25289,6.0
25290,0.0
25291,0.0
25292,2.0
25293,13.0
25294,7.0
25295,0.0
25296,0.0
25297,2.0
25298,23.0
25299,3.0
25300,16.0
25301,4.0
25302,3.0
25303,0.0
25304,0.0
25305,0.0
25306,1.0
25307,16.0
25308,6.0
25309,7.0
25310,5.0
25311,0.0
25312,6.0
25313,0.0
25314,0.0
25315,16.0
25316,0.0
25317,2.0
25318,0.0
25319,7.0
25320,0.0
25321,4.0
25322,1.0
25323,1.0
25324,6.0
25325,0.0
25326,1.0
25327,0.0
25328,0.0
25329,1.0
25330,0.0
25331,1.0
25332,4.0
25333,4.0
25334,1.0
25335,0.0
25336,28.0
25337,1.0
25338,3.0
25339,2.0
25340,0.0
25341,0.0
25342,0.0
25343,8.0
25344,17.0
25345,0.0
25346,0.0
25347,1.0
25348,0.0
25349,0.0
25350,5.0
25351,0.0
25352,0.0
25353,1.0
25354,1.0
25355,0.0
25356,13.0
25357,0.0
25358,3.0
25359,0.0
25360,1.0
25361,0.0
25362,0.0
25363,0.0
25364,12.0
25365,2.0
25366,4.0
25367,25.0
25368,0.0
25369,7.0
25370,2.0
25371,1.0
25372,1.0
25373,3.0
25374,0.0
25375,1.0
25376,5.0
25377,1.0
25378,2.0
25379,5.0
25380,4.0
25381,28.0
25382,0.0
25383,18.0
25384,15.0
25385,24.0
25386,7.0
25387,8.0
25388,0.0
25389,3.0
25390,10.0
25391,22.0
25392,8.0
25393,2.0
25394,0.0
25395,10.0
25396,3.0
25397,29.0
25398,0.0
25399,0.0
25400,10.0
25401,0.0
25402,6.0
25403,7.0
25404,0.0
25405,12.0
25406,12.0
25407,1.0
25408,15.0
25409,1.0
25410,11.0
25411,4.0
25412,0.0
25413,0.0
25414,0.0
25415,0.0
25416,0.0
25417,0.0
25418,1.0
25419,6.0
25420,1.0
25421,5.0
25422,10.0
25423,1.0
25424,6.0
25425,11.0
25426,7.0
25427,13.0
25428,4.0
25429,5.0
25430,11.0
25431,10.0
25432,2.0
25433,2.0
25434,9.0
25435,7.0
25436,5.0
25437,10.0
25438,0.0
25439,7.0
25440,0.0
25441,0.0
25442,18.0
25443,10.0
25444,2.0
25445,3.0
25446,9.0
25447,1.0
25448,0.0
25449,6.0
25450,22.0
25451,3.0
25452,13.0
25453,6.0
25454,1.0
25455,0.0
25456,2.0
25457,5.0
25458,0.0
25459,2.0
25460,0.0
25461,8.0
25462,0.0
25463,11.0
25464,4.0
25465,10.0
25466,0.0
25467,1.0
25468,2.0
25469,1.0
25470,0.0
25471,0.0
25472,0.0
25473,0.0
25474,0.0
25475,13.0
25476,3.0
25477,4.0
25478,0.0
25479,1.0
25480,5.0
25481,0.0
25482,0.0
25483,8.0
25484,3.0
25485,0.0
25486,0.0
25487,0.0
25488,7.0
25489,6.0
25490,0.0
25491,1.0
25492,0.0
25493,11.0
25494,4.0
25495,10.0
25496,2.0
25497,2.0
25498,11.0
25499,4.0
25500,7.0
25501,3.0
25502,0.0
25503,7.0
25504,0.0
25505,0.0
25506,1.0
25507,3.0
25508,0.0
25509,0.0
25510,8.0
25511,12.0
25512,8.0
25513,7.0
25514,0.0
25515,1.0
25516,9.0
25517,0.0
25518,5.0
25519,0.0
25520,18.0
25521,8.0
25522,0.0
25523,6.0
25524,2.0
25525,15.0
25526,4.0
25527,1.0
25528,0.0
25529,7.0
25530,6.0
25531,15.0
25532,3.0
25533,9.0
25534,6.0
25535,1.0
25536,9.0
25537,5.0
25538,2.0
25539,2.0
25540,1.0
25541,0.0
25542,0.0
25543,2.0
25544,1.0
25545,1.0
25546,0.0
25547,0.0
25548,0.0
25549,3.0
25550,5.0
25551,5.0
25552,12.0
25553,7.0
25554,0.0
25555,0.0
25556,0.0
25557,1.0
25558,8.0
25559,8.0
25560,0.0
25561,9.0
25562,0.0
25563,2.0
25564,2.0
25565,0.0
25566,8.0
25567,9.0
25568,7.0
25569,3.0
25570,1.0
25571,0.0
25572,8.0
25573,1.0
25574,4.0
25575,6.0
25576,2.0
25577,1.0
25578,3.0
25579,0.0
25580,0.0
25581,3.0
25582,1.0
25583,15.0
25584,6.0
25585,8.0
25586,1.0
25587,1.0
25588,1.0
25589,0.0
25590,5.0
25591,0.0
25592,0.0
25593,8.0
25594,2.0
25595,0.0
25596,0.0
25597,6.0
25598,1.0
25599,0.0
25600,2.0
25601,9.0
25602,8.0
25603,13.0
25604,0.0
25605,6.0
25606,16.0
25607,0.0
25608,2.0
25609,0.0
25610,3.0
25611,0.0
25612,0.0
25613,0.0
25614,0.0
25615,1.0
25616,9.0
25617,3.0
25618,10.0
25619,4.0
25620,1.0
25621,11.0
25622,0.0
25623,1.0
25624,14.0
25625,0.0
25626,0.0
25627,2.0
25628,0.0
25629,8.0
25630,9.0
25631,0.0
25632,0.0
25633,2.0
25634,12.0
25635,0.0
25636,0.0
25637,8.0
25638,2.0
25639,3.0
25640,8.0
25641,3.0
25642,10.0
25643,0.0
25644,8.0
25645,0.0
25646,2.0
25647,6.0
25648,3.0
25649,3.0
25650,0.0
25651,0.0
25652,19.0
25653,17.0
25654,4.0
25655,2.0
25656,7.0
25657,2.0
25658,0.0
25659,14.0
25660,0.0
25661,1.0
25662,0.0
25663,0.0
25664,12.0
25665,7.0
25666,2.0
25667,5.0
25668,0.0
25669,1.0
25670,4.0
25671,0.0
25672,0.0
25673,0.0
25674,0.0
25675,0.0
25676,0.0
25677,0.0
25678,13.0
25679,17.0
25680,8.0
25681,14.0
25682,0.0
25683,1.0
25684,0.0
25685,2.0
25686,2.0
25687,0.0
25688,0.0
25689,0.0
25690,2.0
25691,13.0
25692,1.0
25693,0.0
25694,0.0
25695,0.0
25696,1.0
25697,16.0
25698,0.0
25699,4.0
25700,4.0
25701,12.0
25702,1.0
25703,0.0
25704,1.0
25705,8.0
25706,3.0
25707,0.0
25708,11.0
25709,0.0
25710,0.0
25711,0.0
25712,0.0
25713,1.0
25714,0.0
25715,0.0
25716,0.0
25717,0.0
25718,0.0
25719,0.0
25720,0.0
25721,0.0
25722,0.0
25723,0.0
25724,0.0
25725,0.0
25726,0.0
25727,0.0
25728,0.0
25729,2.0
25730,0.0
25731,0.0
25732,0.0
25733,0.0
25734,4.0
25735,3.0
25736,0.0
25737,0.0
25738,0.0
25739,0.0
25740,3.0
25741,3.0
25742,1.0
25743,0.0
25744,4.0
25745,0.0
25746,0.0
25747,4.0
25748,5.0
25749,1.0
25750,0.0
25751,13.0
25752,0.0
25753,0.0
25754,2.0
25755,0.0
25756,0.0
25757,0.0
25758,3.0
25759,0.0
25760,0.0
25761,10.0
25762,0.0
25763,0.0
25764,4.0
25765,0.0
25766,0.0
25767,0.0
25768,0.0
25769,0.0
25770,0.0
25771,0.0
25772,0.0
25773,10.0
25774,0.0
25775,0.0
25776,0.0
25777,1.0
25778,2.0
25779,5.0
25780,10.0
25781,0.0
25782,0.0
25783,6.0
25784,0.0
25785,0.0
25786,0.0
25787,0.0
25788,7.0
25789,0.0
25790,0.0
25791,0.0
25792,0.0
25793,1.0
25794,0.0
25795,3.0
25796,0.0
25797,0.0
25798,0.0
25799,0.0
25800,0.0
25801,0.0
25802,0.0
25803,0.0
25804,0.0
25805,4.0
25806,0.0
25807,6.0
25808,0.0
25809,0.0
25810,8.0
25811,5.0
25812,2.0
25813,0.0
25814,0.0
25815,0.0
25816,0.0
25817,0.0
25818,1.0
25819,0.0
25820,7.0
25821,0.0
25822,0.0
25823,0.0
25824,0.0
25825,1.0
25826,0.0
25827,1.0
25828,0.0
25829,8.0
25830,6.0
25831,3.0
25832,0.0
25833,0.0
25834,0.0
25835,0.0
25836,1.0
25837,6.0
25838,0.0
25839,3.0
25840,0.0
25841,0.0
25842,1.0
25843,0.0
25844,4.0
25845,8.0
25846,0.0
25847,0.0
25848,0.0
25849,3.0
25850,0.0
25851,10.0
25852,0.0
25853,0.0
25854,4.0
25855,2.0
25856,0.0
25857,5.0
25858,0.0
25859,0.0
25860,0.0
25861,0.0
25862,0.0
25863,3.0
25864,0.0
25865,0.0
25866,0.0
25867,0.0
25868,0.0
25869,1.0
25870,0.0
25871,0.0
25872,5.0
25873,0.0
25874,0.0
25875,0.0
25876,0.0
25877,0.0
25878,1.0
25879,0.0
25880,0.0
25881,5.0
25882,6.0
25883,0.0
25884,0.0
25885,8.0
25886,0.0
25887,0.0
25888,7.0
25889,0.0
25890,0.0
25891,0.0
25892,0.0
25893,0.0
25894,2.0
25895,3.0
25896,0.0
25897,0.0
25898,2.0
25899,0.0
25900,0.0
25901,3.0
25902,9.0
25903,1.0
25904,0.0
25905,0.0
25906,0.0
25907,0.0
25908,0.0
25909,5.0
25910,11.0
25911,0.0
25912,5.0
25913,11.0
25914,0.0
25915,4.0
25916,13.0
25917,0.0
25918,5.0
25919,3.0
25920,9.0
25921,0.0
25922,5.0
25923,0.0
25924,0.0
25925,1.0
25926,4.0
25927,8.0
25928,6.0
25929,1.0
25930,13.0
25931,1.0
25932,0.0
25933,3.0
25934,0.0
25935,8.0
25936,0.0
25937,6.0
25938,0.0
25939,5.0
25940,0.0
25941,0.0
25942,5.0
25943,2.0
25944,0.0
25945,0.0
25946,0.0
25947,4.0
25948,3.0
25949,5.0
25950,1.0
25951,1.0
25952,0.0
25953,5.0
25954,1.0
25955,0.0
25956,0.0
25957,1.0
25958,0.0
25959,6.0
25960,0.0
25961,0.0
25962,2.0
25963,6.0
25964,0.0
25965,0.0
25966,0.0
25967,1.0
25968,3.0
25969,0.0
25970,0.0
25971,0.0
25972,0.0
25973,0.0
25974,3.0
25975,0.0
25976,1.0
25977,0.0
25978,6.0
25979,4.0
25980,0.0
25981,1.0
25982,0.0
25983,0.0
25984,0.0
25985,0.0
25986,0.0
25987,0.0
25988,2.0
25989,1.0
25990,4.0
25991,0.0
25992,4.0
25993,7.0
25994,1.0
25995,10.0
25996,4.0
25997,0.0
25998,0.0
25999,1.0
26000,1.0
26001,3.0
26002,0.0
26003,1.0
26004,2.0
26005,0.0
26006,0.0
26007,6.0
26008,1.0
26009,16.0
26010,1.0
26011,0.0
26012,4.0
26013,1.0
26014,3.0
26015,1.0
26016,0.0
26017,1.0
26018,0.0
26019,0.0
26020,5.0
26021,0.0
26022,1.0
26023,0.0
26024,0.0
26025,3.0
26026,0.0
26027,0.0
26028,0.0
26029,1.0
26030,0.0
26031,1.0
26032,0.0
26033,3.0
26034,9.0
26035,3.0
26036,3.0
26037,0.0
26038,1.0
26039,6.0
26040,10.0
26041,0.0
26042,0.0
26043,7.0
26044,3.0
26045,0.0
26046,0.0
26047,0.0
26048,0.0
26049,0.0
26050,0.0
26051,12.0
26052,9.0
26053,0.0
26054,0.0
26055,2.0
26056,11.0
26057,0.0
26058,0.0
26059,3.0
26060,6.0
26061,0.0
26062,0.0
26063,4.0
26064,0.0
26065,5.0
26066,0.0
26067,0.0
26068,6.0
26069,0.0
26070,8.0
26071,0.0
26072,0.0
26073,8.0
26074,17.0
26075,2.0
26076,6.0
26077,5.0
26078,1.0
26079,0.0
26080,4.0
26081,5.0
26082,1.0
26083,1.0
26084,0.0
26085,0.0
26086,9.0
26087,9.0
26088,0.0
26089,13.0
26090,0.0
26091,1.0
26092,1.0
26093,0.0
26094,2.0
26095,1.0
26096,1.0
26097,0.0
26098,0.0
26099,9.0
26100,0.0
26101,0.0
26102,0.0
26103,4.0
26104,1.0
26105,0.0
26106,7.0
26107,3.0
26108,7.0
26109,0.0
26110,0.0
26111,1.0
26112,9.0
26113,4.0
26114,1.0
26115,0.0
26116,0.0
26117,4.0
26118,4.0
26119,0.0
26120,0.0
26121,2.0
26122,10.0
26123,0.0
26124,6.0
26125,0.0
26126,4.0
26127,0.0
26128,1.0
26129,1.0
26130,2.0
26131,0.0
26132,0.0
26133,1.0
26134,4.0
26135,4.0
26136,2.0
26137,3.0
26138,0.0
26139,0.0
26140,0.0
26141,2.0
26142,1.0
26143,3.0
26144,6.0
26145,1.0
26146,4.0
26147,3.0
26148,3.0
26149,5.0
26150,0.0
26151,0.0
26152,0.0
26153,2.0
26154,0.0
26155,4.0
26156,18.0
26157,6.0
26158,2.0
26159,2.0
26160,0.0
26161,5.0
26162,0.0
26163,0.0
26164,0.0
26165,0.0
26166,5.0
26167,0.0
26168,8.0
26169,1.0
26170,4.0
26171,6.0
26172,6.0
26173,8.0
26174,1.0
26175,0.0
26176,13.0
26177,2.0
26178,0.0
26179,5.0
26180,0.0
26181,0.0
26182,1.0
26183,12.0
26184,4.0
26185,0.0
26186,0.0
26187,1.0
26188,1.0
26189,6.0
26190,1.0
26191,0.0
26192,0.0
26193,0.0
26194,10.0
26195,8.0
26196,1.0
26197,0.0
26198,0.0
26199,0.0
26200,4.0
26201,2.0
26202,6.0
26203,0.0
26204,0.0
26205,0.0
26206,0.0
26207,0.0
26208,0.0
26209,1.0
26210,0.0
26211,0.0
26212,1.0
26213,0.0
26214,1.0
26215,0.0
26216,2.0
26217,0.0
26218,0.0
26219,0.0
26220,3.0
26221,0.0
26222,3.0
26223,3.0
26224,3.0
26225,1.0
26226,0.0
26227,0.0
26228,2.0
26229,1.0
26230,0.0
26231,1.0
26232,0.0
26233,1.0
26234,0.0
26235,0.0
26236,0.0
26237,0.0
26238,13.0
26239,0.0
26240,1.0
26241,9.0
26242,7.0
26243,0.0
26244,2.0
26245,2.0
26246,1.0
26247,7.0
26248,0.0
26249,0.0
26250,4.0
26251,0.0
26252,0.0
26253,4.0
26254,0.0
26255,1.0
26256,0.0
26257,0.0
26258,1.0
26259,0.0
26260,4.0
26261,0.0
26262,7.0
26263,6.0
26264,4.0
26265,1.0
26266,2.0
26267,1.0
26268,0.0
26269,8.0
26270,5.0
26271,8.0
26272,0.0
26273,0.0
26274,0.0
26275,0.0
26276,0.0
26277,0.0
26278,4.0
26279,8.0
26280,0.0
26281,0.0
26282,0.0
26283,2.0
26284,0.0
26285,0.0
26286,4.0
26287,2.0
26288,4.0
26289,0.0
26290,0.0
26291,0.0
26292,3.0
26293,9.0
26294,1.0
26295,0.0
26296,0.0
26297,0.0
26298,4.0
26299,0.0
26300,0.0
26301,5.0
26302,8.0
26303,1.0
26304,0.0
26305,0.0
26306,0.0
26307,0.0
26308,3.0
26309,13.0
26310,0.0
26311,5.0
26312,4.0
26313,0.0
26314,2.0
26315,4.0
26316,2.0
26317,1.0
26318,2.0
26319,0.0
26320,0.0
26321,0.0
26322,2.0
26323,0.0
26324,0.0
26325,2.0
26326,3.0
26327,1.0
26328,5.0
26329,4.0
26330,7.0
26331,4.0
26332,0.0
26333,1.0
26334,0.0
26335,0.0
26336,0.0
26337,9.0
26338,0.0
26339,8.0
26340,0.0
26341,4.0
26342,0.0
26343,0.0
26344,0.0
26345,6.0
26346,0.0
26347,1.0
26348,3.0
26349,13.0
26350,0.0
26351,10.0
26352,4.0
26353,0.0
26354,0.0
26355,0.0
26356,1.0
26357,5.0
26358,0.0
26359,13.0
26360,10.0
26361,0.0
26362,0.0
26363,0.0
26364,4.0
26365,1.0
26366,0.0
26367,0.0
26368,5.0
26369,0.0
26370,0.0
26371,0.0
26372,2.0
26373,0.0
26374,0.0
26375,4.0
26376,1.0
26377,0.0
26378,2.0
26379,0.0
26380,0.0
26381,0.0
26382,0.0
26383,1.0
26384,2.0
26385,0.0
26386,1.0
26387,3.0
26388,0.0
26389,1.0
26390,11.0
26391,0.0
26392,0.0
26393,0.0
26394,0.0
26395,4.0
26396,2.0
26397,5.0
26398,0.0
26399,0.0
26400,5.0
26401,0.0
26402,5.0
26403,0.0
26404,1.0
26405,2.0
26406,0.0
26407,0.0
26408,1.0
26409,0.0
26410,7.0
26411,0.0
26412,0.0
26413,1.0
26414,0.0
26415,1.0
26416,0.0
26417,1.0
26418,4.0
26419,1.0
26420,0.0
26421,0.0
26422,0.0
26423,0.0
26424,0.0
26425,0.0
26426,0.0
26427,6.0
26428,16.0
26429,0.0
26430,0.0
26431,3.0
26432,19.0
26433,0.0
26434,2.0
26435,4.0
26436,0.0
26437,7.0
26438,1.0
26439,0.0
26440,2.0
26441,2.0
26442,0.0
26443,0.0
26444,1.0
26445,0.0
26446,0.0
26447,3.0
26448,4.0
26449,0.0
26450,0.0
26451,13.0
26452,7.0
26453,0.0
26454,0.0
26455,0.0
26456,1.0
26457,3.0
26458,3.0
26459,9.0
26460,0.0
26461,1.0
26462,0.0
26463,0.0
26464,8.0
26465,0.0
26466,0.0
26467,3.0
26468,2.0
26469,0.0
26470,1.0
26471,0.0
26472,0.0
26473,4.0
26474,0.0
26475,0.0
26476,0.0
26477,0.0
26478,6.0
26479,0.0
26480,2.0
26481,0.0
26482,1.0
26483,0.0
26484,0.0
26485,0.0
26486,0.0
26487,0.0
26488,3.0
26489,0.0
26490,0.0
26491,2.0
26492,0.0
26493,0.0
26494,7.0
26495,0.0
26496,0.0
26497,0.0
26498,0.0
26499,24.0
26500,17.0
26501,0.0
26502,0.0
26503,3.0
26504,0.0
26505,8.0
26506,0.0
26507,4.0
26508,5.0
26509,3.0
26510,0.0
26511,0.0
26512,0.0
26513,0.0
26514,3.0
26515,1.0
26516,0.0
26517,0.0
26518,6.0
26519,1.0
26520,0.0
26521,1.0
26522,5.0
26523,4.0
26524,0.0
26525,0.0
26526,0.0
26527,1.0
26528,10.0
26529,0.0
26530,3.0
26531,4.0
26532,0.0
26533,0.0
26534,0.0
26535,1.0
26536,0.0
26537,4.0
26538,0.0
26539,0.0
26540,0.0
26541,0.0
26542,11.0
26543,2.0
26544,6.0
26545,0.0
26546,0.0
26547,0.0
26548,1.0
26549,5.0
26550,0.0
26551,0.0
26552,1.0
26553,0.0
26554,3.0
26555,5.0
26556,0.0
26557,6.0
26558,2.0
26559,0.0
26560,0.0
26561,0.0
26562,0.0
26563,6.0
26564,5.0
26565,0.0
26566,0.0
26567,0.0
26568,0.0
26569,0.0
26570,0.0
26571,5.0
26572,1.0
26573,0.0
26574,4.0
26575,5.0
26576,0.0
26577,2.0
26578,0.0
26579,5.0
26580,0.0
26581,0.0
26582,0.0
26583,5.0
26584,0.0
26585,0.0
26586,0.0
26587,0.0
26588,8.0
26589,0.0
26590,0.0
26591,4.0
26592,0.0
26593,0.0
26594,1.0
26595,0.0
26596,1.0
26597,0.0
