,Chrm3
52173,0.0
52174,6.0
52175,0.0
52176,0.0
52177,0.0
52178,0.0
52179,3.0
52180,0.0
52181,0.0
52182,0.0
52183,0.0
52184,0.0
52185,0.0
52186,0.0
52187,0.0
52188,0.0
52189,0.0
52190,0.0
52191,0.0
52192,0.0
52193,0.0
52194,0.0
52195,0.0
52196,0.0
52197,0.0
52198,0.0
52199,1.0
52200,0.0
52201,0.0
52202,0.0
52203,0.0
52204,3.0
52205,0.0
52206,0.0
52207,0.0
52208,0.0
52209,0.0
52210,0.0
52211,0.0
52212,0.0
52213,0.0
52214,0.0
52215,4.0
52216,0.0
52217,0.0
52218,0.0
52219,0.0
52220,0.0
52221,3.0
52222,2.0
52223,11.0
52224,7.0
52225,0.0
52226,0.0
52227,0.0
52228,3.0
52229,8.0
52230,7.0
52231,1.0
52232,0.0
52233,13.0
52234,9.0
52235,1.0
52236,8.0
52237,4.0
52238,8.0
52239,1.0
52240,1.0
52241,9.0
52242,0.0
52243,0.0
52244,0.0
52245,4.0
52246,11.0
52247,10.0
52248,3.0
52249,0.0
52250,1.0
52251,29.0
52252,7.0
52253,2.0
52254,3.0
52255,2.0
52256,0.0
52257,0.0
52258,4.0
52259,7.0
52260,5.0
52261,10.0
52262,5.0
52263,0.0
52264,0.0
52265,0.0
52266,10.0
52267,9.0
52268,18.0
52269,2.0
52270,11.0
52271,0.0
52272,9.0
52273,3.0
52274,0.0
52275,0.0
52276,20.0
52277,3.0
52278,5.0
52279,1.0
52280,8.0
52281,11.0
52282,0.0
52283,13.0
52284,2.0
52285,3.0
52286,5.0
52287,2.0
52288,13.0
52289,4.0
52290,10.0
52291,4.0
52292,22.0
52293,0.0
52294,7.0
52295,0.0
52296,6.0
52297,12.0
52298,1.0
52299,11.0
52300,24.0
52301,7.0
52302,13.0
52303,0.0
52304,8.0
52305,0.0
52306,3.0
52307,2.0
52308,0.0
52309,5.0
52310,8.0
52311,1.0
52312,0.0
52313,0.0
52314,0.0
52315,0.0
52316,1.0
52317,1.0
52318,9.0
52319,7.0
52320,0.0
52321,8.0
52322,18.0
52323,8.0
52324,2.0
52325,9.0
52326,5.0
52327,0.0
52328,9.0
52329,0.0
52330,9.0
52331,22.0
52332,0.0
52333,6.0
52334,2.0
52335,11.0
52336,0.0
52337,0.0
52338,1.0
52339,0.0
52340,0.0
52341,7.0
52342,0.0
52343,13.0
52344,6.0
52345,11.0
52346,9.0
52347,4.0
52348,3.0
52349,0.0
52350,0.0
52351,6.0
52352,0.0
52353,0.0
52354,6.0
52355,1.0
52356,3.0
52357,6.0
52358,25.0
52359,0.0
52360,4.0
52361,4.0
52362,1.0
52363,4.0
52364,0.0
52365,0.0
52366,0.0
52367,4.0
52368,0.0
52369,0.0
52370,4.0
52371,2.0
52372,7.0
52373,13.0
52374,1.0
52375,0.0
52376,15.0
52377,6.0
52378,3.0
52379,0.0
52380,3.0
52381,14.0
52382,2.0
52383,11.0
52384,13.0
52385,6.0
52386,1.0
52387,0.0
52388,14.0
52389,0.0
52390,0.0
52391,0.0
52392,0.0
52393,12.0
52394,0.0
52395,6.0
52396,16.0
52397,2.0
52398,8.0
52399,0.0
52400,0.0
52401,5.0
52402,0.0
52403,0.0
52404,23.0
52405,13.0
52406,5.0
52407,14.0
52408,21.0
52409,1.0
52410,0.0
52411,0.0
52412,8.0
52413,8.0
52414,0.0
52415,0.0
52416,2.0
52417,1.0
52418,10.0
52419,2.0
52420,1.0
52421,0.0
52422,3.0
52423,0.0
52424,3.0
52425,0.0
52426,0.0
52427,2.0
52428,0.0
52429,0.0
52430,7.0
52431,0.0
52432,0.0
52433,0.0
52434,0.0
52435,11.0
52436,0.0
52437,0.0
52438,5.0
52439,0.0
52440,13.0
52441,0.0
52442,9.0
52443,3.0
52444,2.0
52445,6.0
52446,0.0
52447,18.0
52448,1.0
52449,17.0
52450,1.0
52451,0.0
52452,0.0
52453,0.0
52454,0.0
52455,1.0
52456,13.0
52457,1.0
52458,0.0
52459,2.0
52460,4.0
52461,22.0
52462,12.0
52463,8.0
52464,6.0
52465,10.0
52466,0.0
52467,26.0
52468,22.0
52469,0.0
52470,0.0
52471,0.0
52472,28.0
52473,0.0
52474,27.0
52475,9.0
52476,3.0
52477,11.0
52478,0.0
52479,3.0
52480,0.0
52481,0.0
52482,0.0
52483,0.0
52484,13.0
52485,7.0
52486,0.0
52487,0.0
52488,8.0
52489,4.0
52490,0.0
52491,1.0
52492,3.0
52493,0.0
52494,12.0
52495,3.0
52496,1.0
52497,3.0
52498,12.0
52499,0.0
52500,0.0
52501,0.0
52502,0.0
52503,3.0
52504,2.0
52505,17.0
52506,4.0
52507,2.0
52508,1.0
52509,5.0
52510,0.0
52511,0.0
52512,0.0
52513,0.0
52514,2.0
52515,6.0
52516,0.0
52517,4.0
52518,4.0
52519,0.0
52520,0.0
52521,9.0
52522,0.0
52523,1.0
52524,1.0
52525,0.0
52526,4.0
52527,4.0
52528,2.0
52529,13.0
52530,0.0
52531,1.0
52532,0.0
52533,7.0
52534,1.0
52535,15.0
52536,0.0
52537,1.0
52538,4.0
52539,0.0
52540,2.0
52541,1.0
52542,0.0
52543,1.0
52544,0.0
52545,4.0
52546,6.0
52547,4.0
52548,3.0
52549,3.0
52550,3.0
52551,0.0
52552,5.0
52553,0.0
52554,11.0
52555,0.0
52556,0.0
52557,5.0
52558,5.0
52559,4.0
52560,6.0
52561,0.0
52562,1.0
52563,2.0
52564,10.0
52565,3.0
52566,5.0
52567,7.0
52568,0.0
52569,1.0
52570,1.0
52571,8.0
52572,0.0
52573,0.0
52574,1.0
52575,9.0
52576,0.0
52577,5.0
52578,4.0
52579,4.0
52580,3.0
52581,5.0
52582,0.0
52583,1.0
52584,5.0
52585,0.0
52586,4.0
52587,1.0
52588,2.0
52589,1.0
52590,4.0
52591,2.0
52592,1.0
52593,1.0
52594,8.0
52595,0.0
52596,1.0
52597,0.0
52598,0.0
52599,0.0
52600,16.0
52601,1.0
52602,19.0
52603,4.0
52604,6.0
52605,18.0
52606,9.0
52607,1.0
52608,8.0
52609,2.0
52610,2.0
52611,6.0
52612,0.0
52613,3.0
52614,11.0
52615,22.0
52616,12.0
52617,9.0
52618,20.0
52619,0.0
52620,0.0
52621,2.0
52622,4.0
52623,10.0
52624,3.0
52625,1.0
52626,0.0
52627,3.0
52628,9.0
52629,7.0
52630,3.0
52631,7.0
52632,14.0
52633,29.0
52634,4.0
52635,15.0
52636,0.0
52637,5.0
52638,1.0
52639,0.0
52640,1.0
52641,12.0
52642,0.0
52643,4.0
52644,4.0
52645,16.0
52646,0.0
52647,10.0
52648,2.0
52649,4.0
52650,0.0
52651,15.0
52652,0.0
52653,21.0
52654,1.0
52655,4.0
52656,4.0
52657,2.0
52658,6.0
52659,1.0
52660,4.0
52661,0.0
52662,4.0
52663,14.0
52664,13.0
52665,24.0
52666,0.0
52667,30.0
52668,22.0
52669,13.0
52670,3.0
52671,4.0
52672,14.0
52673,3.0
52674,4.0
52675,5.0
52676,3.0
52677,4.0
52678,16.0
52679,8.0
52680,25.0
52681,8.0
52682,0.0
52683,0.0
52684,0.0
52685,7.0
52686,1.0
52687,0.0
52688,12.0
52689,4.0
52690,16.0
52691,4.0
52692,0.0
52693,0.0
52694,8.0
52695,5.0
52696,14.0
52697,0.0
52698,0.0
52699,13.0
52700,0.0
52701,0.0
52702,0.0
52703,6.0
52704,1.0
52705,0.0
52706,0.0
52707,0.0
52708,0.0
52709,0.0
52710,0.0
52711,12.0
52712,7.0
52713,1.0
52714,11.0
52715,6.0
52716,4.0
52717,14.0
52718,1.0
52719,5.0
52720,1.0
52721,17.0
52722,7.0
52723,0.0
52724,5.0
52725,10.0
52726,5.0
52727,0.0
52728,0.0
52729,0.0
52730,23.0
52731,10.0
52732,17.0
52733,0.0
52734,0.0
52735,0.0
52736,0.0
52737,0.0
52738,0.0
52739,0.0
52740,0.0
52741,0.0
52742,0.0
52743,1.0
52744,0.0
52745,0.0
52746,0.0
52747,0.0
52748,0.0
52749,0.0
52750,0.0
52751,0.0
52752,0.0
52753,0.0
52754,0.0
52755,0.0
52756,0.0
52757,0.0
52758,0.0
52759,0.0
52760,0.0
52761,0.0
52762,0.0
52763,0.0
52764,0.0
52765,0.0
52766,0.0
52767,0.0
52768,0.0
52769,0.0
52770,0.0
52771,2.0
52772,0.0
52773,0.0
52774,0.0
52775,0.0
52776,0.0
52777,0.0
52778,8.0
52779,9.0
52780,0.0
52781,7.0
52782,17.0
52783,3.0
52784,0.0
52785,3.0
52786,0.0
52787,0.0
52788,2.0
52789,13.0
52790,8.0
52791,5.0
52792,0.0
52793,6.0
52794,0.0
52795,14.0
52796,7.0
52797,0.0
52798,6.0
52799,0.0
52800,0.0
52801,1.0
52802,18.0
52803,0.0
52804,3.0
52805,9.0
52806,11.0
52807,3.0
52808,0.0
52809,11.0
52810,5.0
52811,0.0
52812,2.0
52813,0.0
52814,1.0
52815,10.0
52816,0.0
52817,1.0
52818,15.0
52819,11.0
52820,0.0
52821,15.0
52822,6.0
52823,12.0
52824,0.0
52825,5.0
52826,0.0
52827,8.0
52828,14.0
52829,0.0
52830,0.0
52831,12.0
52832,0.0
52833,17.0
52834,1.0
52835,0.0
52836,0.0
52837,9.0
52838,9.0
52839,0.0
52840,8.0
52841,5.0
52842,1.0
52843,0.0
52844,0.0
52845,7.0
52846,15.0
52847,6.0
52848,5.0
52849,4.0
52850,2.0
52851,0.0
52852,0.0
52853,3.0
52854,8.0
52855,0.0
52856,18.0
52857,9.0
52858,6.0
52859,5.0
52860,6.0
52861,2.0
52862,11.0
52863,6.0
52864,1.0
52865,0.0
52866,4.0
52867,1.0
52868,1.0
52869,4.0
52870,4.0
52871,0.0
52872,7.0
52873,5.0
52874,1.0
52875,0.0
52876,10.0
52877,1.0
52878,5.0
52879,2.0
52880,4.0
52881,3.0
52882,1.0
52883,2.0
52884,2.0
52885,4.0
52886,2.0
52887,11.0
52888,1.0
52889,7.0
52890,9.0
52891,0.0
52892,12.0
52893,0.0
52894,0.0
52895,3.0
52896,0.0
52897,6.0
52898,5.0
52899,5.0
52900,0.0
52901,2.0
52902,0.0
52903,13.0
52904,1.0
52905,1.0
52906,0.0
52907,1.0
52908,3.0
52909,16.0
52910,2.0
52911,0.0
52912,0.0
52913,1.0
52914,0.0
52915,0.0
52916,3.0
52917,3.0
52918,2.0
52919,6.0
52920,0.0
52921,0.0
52922,0.0
52923,0.0
52924,12.0
52925,2.0
52926,0.0
52927,0.0
52928,3.0
52929,4.0
52930,4.0
52931,2.0
52932,3.0
52933,0.0
52934,0.0
52935,0.0
52936,5.0
52937,0.0
52938,9.0
52939,1.0
52940,0.0
52941,2.0
52942,1.0
52943,0.0
52944,0.0
52945,1.0
52946,1.0
52947,2.0
52948,0.0
52949,0.0
52950,0.0
52951,0.0
52952,7.0
52953,3.0
52954,4.0
52955,0.0
52956,1.0
52957,1.0
52958,0.0
52959,4.0
52960,2.0
52961,0.0
52962,0.0
52963,4.0
52964,0.0
52965,1.0
52966,3.0
52967,3.0
52968,0.0
52969,0.0
52970,0.0
52971,1.0
52972,0.0
52973,4.0
52974,21.0
52975,4.0
52976,1.0
52977,2.0
52978,1.0
52979,0.0
52980,0.0
52981,0.0
52982,4.0
52983,0.0
52984,0.0
52985,0.0
52986,2.0
52987,0.0
52988,0.0
52989,9.0
52990,0.0
52991,6.0
52992,0.0
52993,2.0
52994,0.0
52995,0.0
52996,1.0
52997,1.0
52998,0.0
52999,4.0
53000,0.0
53001,5.0
53002,0.0
53003,2.0
53004,4.0
53005,3.0
53006,3.0
53007,0.0
53008,2.0
53009,0.0
53010,14.0
53011,0.0
53012,0.0
53013,1.0
53014,0.0
53015,3.0
53016,0.0
53017,2.0
53018,16.0
53019,1.0
53020,7.0
53021,0.0
53022,0.0
53023,0.0
53024,0.0
53025,19.0
53026,0.0
53027,1.0
53028,9.0
53029,11.0
53030,0.0
53031,0.0
53032,6.0
53033,2.0
53034,0.0
53035,16.0
53036,3.0
53037,3.0
53038,0.0
53039,18.0
53040,0.0
53041,2.0
53042,9.0
53043,0.0
53044,18.0
53045,3.0
53046,15.0
53047,0.0
53048,18.0
53049,4.0
53050,1.0
53051,7.0
53052,1.0
53053,0.0
53054,0.0
53055,10.0
53056,4.0
53057,5.0
53058,0.0
53059,11.0
53060,0.0
53061,13.0
53062,5.0
53063,8.0
53064,13.0
53065,2.0
53066,0.0
53067,7.0
53068,3.0
53069,3.0
53070,2.0
53071,3.0
53072,3.0
53073,17.0
53074,12.0
53075,1.0
53076,4.0
53077,0.0
53078,8.0
53079,0.0
53080,0.0
53081,1.0
53082,3.0
53083,1.0
53084,15.0
53085,2.0
53086,1.0
53087,2.0
53088,2.0
53089,5.0
53090,6.0
53091,8.0
53092,0.0
53093,7.0
53094,15.0
53095,2.0
53096,0.0
53097,0.0
53098,0.0
53099,0.0
53100,4.0
53101,15.0
53102,0.0
53103,4.0
53104,0.0
53105,8.0
53106,0.0
53107,5.0
53108,4.0
53109,5.0
53110,11.0
53111,1.0
53112,3.0
53113,3.0
53114,1.0
53115,0.0
53116,9.0
53117,1.0
53118,5.0
53119,1.0
53120,7.0
53121,14.0
53122,5.0
53123,0.0
53124,1.0
53125,0.0
53126,14.0
53127,0.0
53128,0.0
53129,4.0
53130,8.0
53131,0.0
53132,0.0
53133,4.0
53134,4.0
53135,1.0
53136,3.0
53137,17.0
53138,5.0
53139,3.0
53140,4.0
53141,2.0
53142,9.0
53143,1.0
53144,0.0
53145,0.0
53146,8.0
53147,10.0
53148,0.0
53149,7.0
53150,0.0
53151,7.0
53152,8.0
53153,2.0
53154,0.0
53155,5.0
53156,7.0
53157,10.0
53158,6.0
53159,2.0
53160,2.0
53161,5.0
53162,12.0
53163,7.0
53164,3.0
53165,3.0
53166,0.0
53167,2.0
53168,0.0
53169,5.0
53170,1.0
53171,6.0
53172,2.0
53173,5.0
53174,8.0
53175,2.0
53176,6.0
53177,4.0
53178,1.0
53179,1.0
53180,2.0
53181,5.0
53182,1.0
53183,12.0
53184,28.0
53185,0.0
53186,0.0
53187,0.0
53188,0.0
53189,0.0
53190,0.0
53191,19.0
53192,0.0
53193,0.0
53194,4.0
53195,0.0
53196,0.0
53197,0.0
53198,0.0
53199,0.0
53200,0.0
53201,0.0
53202,0.0
53203,13.0
53204,0.0
53205,2.0
53206,0.0
53207,0.0
53208,0.0
53209,0.0
53210,2.0
53211,19.0
53212,0.0
53213,0.0
53214,0.0
53215,1.0
53216,0.0
53217,0.0
53218,1.0
53219,0.0
53220,0.0
53221,0.0
53222,2.0
53223,0.0
53224,0.0
53225,0.0
53226,0.0
53227,0.0
53228,0.0
53229,0.0
53230,0.0
53231,0.0
53232,5.0
53233,0.0
53234,0.0
53235,0.0
53236,1.0
53237,4.0
53238,0.0
53239,6.0
53240,0.0
53241,0.0
53242,8.0
53243,0.0
53244,0.0
53245,0.0
53246,0.0
53247,9.0
53248,0.0
53249,0.0
53250,0.0
53251,0.0
53252,0.0
53253,0.0
53254,4.0
53255,0.0
53256,4.0
53257,0.0
53258,0.0
53259,2.0
53260,9.0
53261,2.0
53262,8.0
53263,0.0
53264,4.0
53265,0.0
53266,0.0
53267,10.0
53268,2.0
53269,14.0
53270,2.0
53271,0.0
53272,9.0
53273,1.0
53274,0.0
53275,0.0
53276,0.0
53277,9.0
53278,0.0
53279,0.0
53280,6.0
53281,1.0
53282,0.0
53283,0.0
53284,0.0
53285,0.0
53286,2.0
53287,6.0
53288,0.0
53289,0.0
53290,10.0
53291,11.0
53292,12.0
53293,0.0
53294,0.0
53295,6.0
53296,0.0
53297,0.0
53298,0.0
53299,2.0
53300,4.0
53301,9.0
53302,1.0
53303,5.0
53304,0.0
53305,1.0
53306,0.0
53307,0.0
53308,1.0
53309,0.0
53310,2.0
53311,10.0
53312,2.0
53313,0.0
53314,0.0
53315,6.0
53316,0.0
53317,9.0
53318,0.0
53319,1.0
53320,3.0
53321,4.0
53322,4.0
53323,3.0
53324,0.0
53325,3.0
53326,0.0
53327,0.0
53328,5.0
53329,0.0
53330,0.0
53331,0.0
53332,0.0
53333,0.0
53334,5.0
53335,2.0
53336,0.0
53337,0.0
53338,4.0
53339,0.0
53340,32.0
53341,4.0
53342,11.0
53343,8.0
53344,13.0
53345,4.0
53346,2.0
53347,1.0
53348,4.0
53349,6.0
53350,10.0
53351,1.0
53352,2.0
53353,17.0
53354,3.0
53355,0.0
53356,25.0
53357,5.0
53358,14.0
53359,0.0
53360,0.0
53361,21.0
53362,0.0
53363,28.0
53364,1.0
53365,13.0
53366,6.0
53367,0.0
53368,0.0
53369,11.0
53370,0.0
53371,0.0
53372,11.0
53373,9.0
53374,19.0
53375,26.0
53376,10.0
53377,1.0
53378,0.0
53379,9.0
53380,1.0
53381,0.0
53382,6.0
53383,29.0
53384,6.0
53385,7.0
53386,3.0
53387,7.0
53388,3.0
53389,16.0
53390,1.0
53391,0.0
53392,27.0
53393,2.0
53394,0.0
53395,13.0
53396,6.0
53397,6.0
53398,13.0
53399,13.0
53400,1.0
53401,4.0
53402,1.0
53403,20.0
53404,11.0
53405,8.0
53406,1.0
53407,0.0
53408,22.0
53409,3.0
53410,4.0
53411,24.0
53412,2.0
53413,0.0
53414,26.0
53415,1.0
53416,6.0
53417,41.0
53418,7.0
53419,1.0
53420,16.0
53421,3.0
53422,10.0
53423,40.0
53424,19.0
53425,0.0
53426,35.0
53427,1.0
53428,27.0
53429,0.0
53430,20.0
53431,11.0
53432,0.0
53433,0.0
53434,2.0
53435,21.0
53436,1.0
53437,3.0
53438,0.0
53439,16.0
53440,0.0
53441,0.0
53442,15.0
53443,0.0
53444,18.0
53445,15.0
53446,2.0
53447,0.0
53448,0.0
53449,23.0
53450,1.0
53451,0.0
53452,16.0
53453,0.0
53454,0.0
53455,17.0
53456,1.0
53457,7.0
53458,11.0
53459,3.0
53460,21.0
53461,19.0
53462,0.0
53463,26.0
53464,0.0
53465,0.0
53466,0.0
53467,30.0
53468,5.0
53469,10.0
53470,0.0
53471,29.0
53472,6.0
53473,1.0
53474,0.0
53475,0.0
53476,0.0
53477,0.0
53478,7.0
53479,5.0
53480,2.0
53481,0.0
53482,9.0
53483,1.0
53484,0.0
53485,0.0
53486,0.0
53487,28.0
53488,4.0
53489,0.0
53490,8.0
53491,39.0
53492,0.0
53493,1.0
53494,0.0
53495,31.0
53496,0.0
53497,0.0
53498,0.0
53499,0.0
53500,0.0
53501,1.0
53502,0.0
53503,2.0
53504,0.0
53505,0.0
53506,0.0
53507,0.0
53508,1.0
53509,2.0
53510,0.0
53511,30.0
53512,0.0
53513,18.0
53514,32.0
53515,0.0
53516,17.0
53517,0.0
53518,1.0
53519,0.0
53520,0.0
53521,0.0
53522,2.0
53523,27.0
53524,0.0
53525,0.0
53526,0.0
53527,0.0
53528,0.0
53529,0.0
53530,0.0
53531,1.0
53532,1.0
53533,0.0
53534,0.0
53535,0.0
53536,2.0
53537,0.0
53538,18.0
53539,3.0
53540,45.0
53541,0.0
53542,0.0
53543,0.0
53544,0.0
53545,0.0
53546,0.0
53547,0.0
53548,11.0
53549,0.0
53550,29.0
53551,7.0
53552,1.0
53553,0.0
53554,0.0
53555,0.0
53556,0.0
53557,0.0
53558,0.0
53559,1.0
53560,0.0
53561,0.0
53562,0.0
53563,0.0
53564,0.0
53565,0.0
53566,0.0
53567,0.0
53568,0.0
53569,0.0
53570,0.0
53571,1.0
53572,0.0
53573,0.0
53574,1.0
53575,0.0
53576,0.0
53577,0.0
53578,0.0
53579,0.0
53580,0.0
53581,1.0
53582,0.0
53583,0.0
53584,0.0
53585,0.0
53586,0.0
53587,0.0
53588,0.0
53589,0.0
53590,0.0
53591,0.0
53592,0.0
53593,0.0
53594,0.0
53595,0.0
53596,0.0
53597,1.0
53598,1.0
53599,0.0
53600,0.0
53601,0.0
53602,0.0
53603,0.0
53604,0.0
53605,0.0
53606,0.0
53607,0.0
53608,0.0
53609,0.0
53610,0.0
53611,0.0
53612,0.0
53613,0.0
53614,2.0
53615,0.0
53616,0.0
53617,0.0
53618,0.0
53619,0.0
53620,0.0
53621,0.0
53622,0.0
53623,0.0
53624,1.0
53625,0.0
53626,0.0
53627,0.0
53628,0.0
53629,4.0
53630,0.0
53631,0.0
53632,1.0
53633,0.0
53634,0.0
53635,0.0
53636,0.0
53637,1.0
53638,0.0
53639,0.0
53640,0.0
53641,2.0
53642,0.0
53643,0.0
53644,0.0
53645,0.0
53646,0.0
53647,0.0
53648,0.0
53649,0.0
53650,0.0
53651,0.0
53652,0.0
53653,0.0
53654,0.0
53655,0.0
53656,0.0
53657,0.0
53658,0.0
53659,0.0
53660,0.0
53661,0.0
53662,0.0
53663,0.0
53664,0.0
53665,1.0
53666,0.0
53667,0.0
53668,0.0
53669,0.0
53670,0.0
53671,0.0
53672,0.0
53673,0.0
53674,0.0
53675,0.0
53676,0.0
53677,0.0
53678,0.0
53679,0.0
53680,0.0
53681,0.0
53682,1.0
53683,0.0
53684,0.0
53685,0.0
53686,0.0
53687,0.0
53688,0.0
53689,0.0
53690,0.0
53691,0.0
53692,0.0
53693,0.0
53694,0.0
53695,0.0
53696,0.0
53697,0.0
53698,2.0
53699,0.0
53700,0.0
53701,0.0
53702,0.0
53703,0.0
53704,0.0
53705,0.0
53706,0.0
53707,0.0
53708,0.0
53709,0.0
53710,0.0
53711,4.0
53712,0.0
53713,0.0
53714,0.0
53715,0.0
53716,0.0
53717,0.0
53718,0.0
53719,0.0
53720,0.0
53721,0.0
53722,0.0
53723,0.0
53724,0.0
53725,0.0
53726,0.0
53727,0.0
53728,0.0
53729,0.0
53730,1.0
53731,0.0
53732,0.0
53733,0.0
53734,0.0
53735,0.0
53736,0.0
53737,0.0
53738,0.0
53739,0.0
53740,4.0
53741,28.0
53742,1.0
53743,0.0
53744,0.0
53745,5.0
53746,4.0
53747,0.0
53748,8.0
53749,26.0
53750,2.0
53751,0.0
53752,7.0
53753,8.0
53754,0.0
53755,0.0
53756,3.0
53757,0.0
53758,4.0
53759,0.0
53760,0.0
53761,0.0
53762,4.0
53763,0.0
53764,3.0
53765,0.0
53766,1.0
53767,0.0
53768,5.0
53769,0.0
53770,0.0
53771,0.0
53772,4.0
53773,5.0
53774,3.0
53775,0.0
53776,0.0
53777,4.0
53778,0.0
53779,0.0
53780,0.0
53781,3.0
53782,0.0
53783,1.0
53784,0.0
53785,4.0
53786,0.0
53787,0.0
53788,0.0
53789,0.0
53790,2.0
53791,0.0
53792,0.0
53793,4.0
53794,0.0
53795,4.0
53796,0.0
53797,0.0
53798,0.0
53799,4.0
53800,0.0
53801,2.0
53802,1.0
53803,11.0
53804,0.0
53805,0.0
53806,0.0
53807,0.0
53808,0.0
53809,0.0
53810,0.0
53811,3.0
53812,0.0
53813,5.0
53814,1.0
53815,7.0
53816,0.0
53817,0.0
53818,0.0
53819,1.0
53820,0.0
53821,0.0
53822,0.0
53823,4.0
53824,2.0
53825,1.0
53826,0.0
53827,0.0
53828,8.0
53829,0.0
53830,8.0
53831,0.0
53832,10.0
53833,0.0
53834,2.0
53835,0.0
53836,0.0
53837,1.0
53838,0.0
53839,3.0
53840,0.0
53841,3.0
53842,0.0
53843,12.0
53844,17.0
53845,0.0
53846,0.0
53847,0.0
53848,4.0
53849,21.0
53850,32.0
53851,0.0
53852,15.0
53853,0.0
53854,10.0
53855,5.0
53856,3.0
53857,0.0
53858,0.0
53859,4.0
53860,5.0
53861,0.0
53862,0.0
53863,16.0
53864,0.0
53865,0.0
53866,9.0
53867,0.0
53868,5.0
53869,2.0
53870,0.0
53871,0.0
53872,1.0
53873,0.0
53874,0.0
53875,8.0
53876,0.0
53877,19.0
53878,0.0
53879,1.0
53880,0.0
53881,0.0
53882,0.0
53883,0.0
53884,1.0
53885,9.0
53886,0.0
53887,3.0
53888,1.0
53889,7.0
53890,22.0
53891,2.0
53892,5.0
53893,0.0
53894,15.0
53895,0.0
53896,7.0
53897,2.0
53898,1.0
53899,0.0
53900,0.0
53901,0.0
53902,0.0
53903,0.0
53904,0.0
53905,0.0
53906,1.0
53907,5.0
53908,0.0
53909,0.0
53910,2.0
53911,12.0
53912,0.0
53913,7.0
53914,1.0
53915,0.0
53916,1.0
53917,0.0
53918,9.0
53919,0.0
53920,0.0
53921,1.0
53922,0.0
53923,1.0
53924,0.0
53925,3.0
53926,0.0
53927,0.0
53928,0.0
53929,8.0
53930,0.0
53931,6.0
53932,0.0
53933,0.0
53934,0.0
53935,1.0
53936,0.0
53937,0.0
53938,5.0
53939,0.0
53940,0.0
53941,8.0
53942,0.0
53943,0.0
53944,0.0
53945,0.0
53946,0.0
53947,0.0
53948,0.0
53949,0.0
53950,0.0
53951,3.0
53952,0.0
53953,0.0
53954,3.0
53955,0.0
53956,0.0
53957,0.0
53958,1.0
53959,1.0
53960,0.0
53961,1.0
53962,7.0
53963,0.0
53964,0.0
53965,10.0
53966,0.0
53967,0.0
53968,1.0
53969,0.0
53970,5.0
53971,1.0
53972,16.0
53973,1.0
53974,0.0
53975,18.0
53976,0.0
53977,1.0
53978,0.0
53979,16.0
53980,0.0
53981,0.0
53982,3.0
53983,1.0
53984,3.0
53985,11.0
53986,3.0
53987,0.0
53988,0.0
53989,0.0
53990,0.0
53991,0.0
53992,0.0
53993,0.0
53994,0.0
53995,0.0
53996,0.0
53997,0.0
53998,0.0
53999,0.0
54000,14.0
54001,6.0
54002,0.0
54003,0.0
54004,0.0
54005,0.0
54006,21.0
54007,0.0
54008,0.0
54009,2.0
54010,0.0
54011,0.0
54012,0.0
54013,0.0
54014,9.0
54015,0.0
54016,0.0
54017,0.0
54018,0.0
54019,3.0
54020,0.0
54021,0.0
54022,0.0
54023,0.0
54024,0.0
54025,0.0
54026,0.0
54027,0.0
54028,0.0
54029,0.0
54030,0.0
54031,0.0
54032,0.0
54033,1.0
54034,23.0
54035,0.0
54036,1.0
54037,1.0
54038,3.0
54039,6.0
54040,17.0
54041,0.0
54042,2.0
54043,0.0
54044,0.0
54045,2.0
54046,0.0
54047,0.0
54048,5.0
54049,0.0
54050,1.0
54051,0.0
54052,0.0
54053,0.0
54054,11.0
54055,16.0
54056,17.0
54057,1.0
54058,0.0
54059,0.0
54060,2.0
54061,0.0
54062,0.0
54063,1.0
54064,1.0
54065,0.0
54066,0.0
54067,0.0
54068,0.0
54069,0.0
54070,12.0
54071,0.0
54072,0.0
54073,0.0
54074,0.0
54075,0.0
54076,0.0
54077,0.0
54078,0.0
54079,2.0
54080,0.0
54081,0.0
54082,2.0
54083,0.0
54084,0.0
54085,0.0
54086,0.0
54087,0.0
54088,0.0
54089,0.0
54090,0.0
54091,0.0
54092,2.0
54093,1.0
54094,0.0
54095,4.0
54096,0.0
54097,26.0
54098,0.0
54099,0.0
54100,2.0
54101,1.0
54102,12.0
54103,13.0
54104,12.0
54105,0.0
54106,1.0
54107,2.0
54108,0.0
54109,1.0
54110,0.0
54111,1.0
54112,0.0
54113,0.0
54114,0.0
54115,0.0
54116,0.0
54117,5.0
54118,0.0
54119,0.0
54120,0.0
54121,0.0
54122,0.0
54123,0.0
54124,4.0
54125,0.0
54126,1.0
54127,0.0
54128,0.0
54129,8.0
54130,0.0
54131,17.0
54132,1.0
54133,5.0
54134,1.0
54135,0.0
54136,5.0
54137,0.0
54138,0.0
54139,15.0
54140,17.0
54141,20.0
54142,0.0
54143,0.0
54144,11.0
54145,12.0
54146,0.0
54147,0.0
54148,0.0
54149,8.0
54150,0.0
54151,2.0
54152,0.0
54153,1.0
54154,0.0
54155,18.0
54156,0.0
54157,1.0
54158,0.0
54159,0.0
54160,0.0
54161,0.0
54162,1.0
54163,0.0
54164,0.0
54165,17.0
54166,0.0
54167,0.0
54168,7.0
54169,0.0
54170,3.0
54171,1.0
