,Tyro3
48677,0.0
48678,9.0
48679,3.0
48680,2.0
48681,4.0
48682,2.0
48683,1.0
48684,0.0
48685,10.0
48686,1.0
48687,0.0
48688,0.0
48689,0.0
48690,5.0
48691,12.0
48692,0.0
48693,0.0
48694,0.0
48695,0.0
48696,1.0
48697,1.0
48698,5.0
48699,0.0
48700,1.0
48701,0.0
48702,0.0
48703,0.0
48704,0.0
48705,9.0
48706,1.0
48707,0.0
48708,0.0
48709,0.0
48710,0.0
48711,0.0
48712,0.0
48713,0.0
48714,1.0
48715,7.0
48716,0.0
48717,1.0
48718,0.0
48719,2.0
48720,4.0
48721,2.0
48722,0.0
48723,9.0
48724,0.0
48725,0.0
48726,0.0
48727,0.0
48728,0.0
48729,0.0
48730,0.0
48731,0.0
48732,3.0
48733,0.0
48734,2.0
48735,0.0
48736,1.0
48737,0.0
48738,0.0
48739,0.0
48740,0.0
48741,1.0
48742,1.0
48743,3.0
48744,7.0
48745,0.0
48746,0.0
48747,0.0
48748,0.0
48749,0.0
48750,0.0
48751,0.0
48752,0.0
48753,0.0
48754,0.0
48755,0.0
48756,0.0
48757,0.0
48758,1.0
48759,0.0
48760,0.0
48761,1.0
48762,1.0
48763,0.0
48764,0.0
48765,0.0
48766,0.0
48767,0.0
48768,0.0
48769,0.0
48770,0.0
48771,0.0
48772,0.0
48773,0.0
48774,0.0
48775,0.0
48776,0.0
48777,0.0
48778,0.0
48779,0.0
48780,0.0
48781,0.0
48782,0.0
48783,0.0
48784,0.0
48785,0.0
48786,0.0
48787,0.0
48788,0.0
48789,0.0
48790,0.0
48791,0.0
48792,0.0
48793,0.0
48794,0.0
48795,1.0
48796,2.0
48797,0.0
48798,0.0
48799,0.0
48800,0.0
48801,0.0
48802,0.0
48803,0.0
48804,0.0
48805,0.0
48806,1.0
48807,0.0
48808,0.0
48809,0.0
48810,0.0
48811,4.0
48812,1.0
48813,0.0
48814,0.0
48815,0.0
48816,0.0
48817,1.0
48818,1.0
48819,0.0
48820,0.0
48821,0.0
48822,1.0
48823,0.0
48824,0.0
48825,0.0
48826,1.0
48827,0.0
48828,0.0
48829,1.0
48830,0.0
48831,0.0
48832,0.0
48833,0.0
48834,0.0
48835,0.0
48836,2.0
48837,3.0
48838,0.0
48839,2.0
48840,0.0
48841,0.0
48842,1.0
48843,0.0
48844,0.0
48845,0.0
48846,1.0
48847,1.0
48848,2.0
48849,3.0
48850,0.0
48851,0.0
48852,0.0
48853,7.0
48854,0.0
48855,0.0
48856,3.0
48857,0.0
48858,0.0
48859,4.0
48860,2.0
48861,6.0
48862,6.0
48863,0.0
48864,2.0
48865,5.0
48866,1.0
48867,9.0
48868,22.0
48869,9.0
48870,0.0
48871,0.0
48872,1.0
48873,0.0
48874,5.0
48875,0.0
48876,5.0
48877,0.0
48878,5.0
48879,3.0
48880,3.0
48881,0.0
48882,0.0
48883,0.0
48884,5.0
48885,0.0
48886,4.0
48887,0.0
48888,6.0
48889,0.0
48890,6.0
48891,1.0
48892,1.0
48893,7.0
48894,0.0
48895,1.0
48896,0.0
48897,0.0
48898,0.0
48899,7.0
48900,0.0
48901,0.0
48902,1.0
48903,0.0
48904,0.0
48905,0.0
48906,1.0
48907,0.0
48908,1.0
48909,10.0
48910,17.0
48911,5.0
48912,2.0
48913,3.0
48914,6.0
48915,15.0
48916,1.0
48917,0.0
48918,0.0
48919,1.0
48920,4.0
48921,2.0
48922,10.0
48923,18.0
48924,6.0
48925,6.0
48926,0.0
48927,0.0
48928,12.0
48929,0.0
48930,1.0
48931,4.0
48932,3.0
48933,1.0
48934,0.0
48935,2.0
48936,7.0
48937,4.0
48938,4.0
48939,6.0
48940,0.0
48941,3.0
48942,3.0
48943,3.0
48944,0.0
48945,5.0
48946,3.0
48947,0.0
48948,2.0
48949,1.0
48950,24.0
48951,7.0
48952,0.0
48953,2.0
48954,1.0
48955,0.0
48956,0.0
48957,0.0
48958,1.0
48959,0.0
48960,0.0
48961,7.0
48962,2.0
48963,1.0
48964,0.0
48965,2.0
48966,3.0
48967,0.0
48968,3.0
48969,0.0
48970,3.0
48971,9.0
48972,8.0
48973,0.0
48974,0.0
48975,0.0
48976,6.0
48977,0.0
48978,3.0
48979,6.0
48980,7.0
48981,8.0
48982,1.0
48983,11.0
48984,1.0
48985,2.0
48986,4.0
48987,2.0
48988,1.0
48989,0.0
48990,0.0
48991,10.0
48992,3.0
48993,5.0
48994,2.0
48995,6.0
48996,1.0
48997,13.0
48998,0.0
48999,7.0
49000,11.0
49001,4.0
49002,0.0
49003,9.0
49004,5.0
49005,0.0
49006,0.0
49007,2.0
49008,20.0
49009,12.0
49010,0.0
49011,0.0
49012,0.0
49013,7.0
49014,0.0
49015,2.0
49016,6.0
49017,9.0
49018,1.0
49019,10.0
49020,0.0
49021,4.0
49022,0.0
49023,4.0
49024,0.0
49025,22.0
49026,0.0
49027,0.0
49028,3.0
49029,3.0
49030,6.0
49031,16.0
49032,0.0
49033,0.0
49034,1.0
49035,0.0
49036,6.0
49037,5.0
49038,0.0
49039,5.0
49040,8.0
49041,0.0
49042,12.0
49043,0.0
49044,0.0
49045,0.0
49046,0.0
49047,1.0
49048,3.0
49049,3.0
49050,4.0
49051,5.0
49052,0.0
49053,0.0
49054,0.0
49055,8.0
49056,0.0
49057,4.0
49058,3.0
49059,1.0
49060,8.0
49061,0.0
49062,0.0
49063,1.0
49064,1.0
49065,7.0
49066,9.0
49067,1.0
49068,0.0
49069,0.0
49070,2.0
49071,0.0
49072,0.0
49073,0.0
49074,11.0
49075,1.0
49076,0.0
49077,1.0
49078,0.0
49079,1.0
49080,0.0
49081,1.0
49082,0.0
49083,0.0
49084,3.0
49085,0.0
49086,18.0
49087,2.0
49088,3.0
49089,9.0
49090,9.0
49091,7.0
49092,1.0
49093,1.0
49094,17.0
49095,12.0
49096,3.0
49097,2.0
49098,27.0
49099,15.0
49100,7.0
49101,2.0
49102,2.0
49103,2.0
49104,2.0
49105,0.0
49106,0.0
49107,8.0
49108,6.0
49109,9.0
49110,1.0
49111,0.0
49112,0.0
49113,1.0
49114,16.0
49115,3.0
49116,0.0
49117,1.0
49118,1.0
49119,0.0
49120,1.0
49121,2.0
49122,1.0
49123,0.0
49124,5.0
49125,9.0
49126,0.0
49127,3.0
49128,11.0
49129,9.0
49130,2.0
49131,0.0
49132,1.0
49133,0.0
49134,0.0
49135,10.0
49136,2.0
49137,18.0
49138,0.0
49139,1.0
49140,2.0
49141,1.0
49142,5.0
49143,6.0
49144,2.0
49145,0.0
49146,0.0
49147,2.0
49148,1.0
49149,1.0
49150,0.0
49151,12.0
49152,12.0
49153,1.0
49154,1.0
49155,7.0
49156,2.0
49157,1.0
49158,4.0
49159,21.0
49160,1.0
49161,6.0
49162,0.0
49163,3.0
49164,0.0
49165,7.0
49166,6.0
49167,0.0
49168,2.0
49169,0.0
49170,4.0
49171,4.0
49172,2.0
49173,2.0
49174,0.0
49175,4.0
49176,12.0
49177,0.0
49178,3.0
49179,0.0
49180,2.0
49181,21.0
49182,0.0
49183,15.0
49184,30.0
49185,0.0
49186,0.0
49187,3.0
49188,1.0
49189,1.0
49190,0.0
49191,0.0
49192,1.0
49193,17.0
49194,8.0
49195,5.0
49196,6.0
49197,11.0
49198,0.0
49199,0.0
49200,6.0
49201,0.0
49202,2.0
49203,13.0
49204,8.0
49205,18.0
49206,3.0
49207,0.0
49208,11.0
49209,4.0
49210,1.0
49211,27.0
49212,0.0
49213,3.0
49214,11.0
49215,1.0
49216,1.0
49217,0.0
49218,1.0
49219,3.0
49220,0.0
49221,0.0
49222,7.0
49223,7.0
49224,1.0
49225,11.0
49226,4.0
49227,2.0
49228,26.0
49229,15.0
49230,11.0
49231,11.0
49232,2.0
49233,5.0
49234,12.0
49235,2.0
49236,6.0
49237,13.0
49238,8.0
49239,16.0
49240,2.0
49241,1.0
49242,2.0
49243,8.0
49244,5.0
49245,1.0
49246,9.0
49247,2.0
49248,0.0
49249,9.0
49250,9.0
49251,7.0
49252,43.0
49253,8.0
49254,1.0
49255,0.0
49256,1.0
49257,20.0
49258,10.0
49259,4.0
49260,16.0
49261,4.0
49262,14.0
49263,4.0
49264,7.0
49265,7.0
49266,16.0
49267,0.0
49268,2.0
49269,3.0
49270,4.0
49271,0.0
49272,0.0
49273,4.0
49274,10.0
49275,0.0
49276,0.0
49277,0.0
49278,3.0
49279,10.0
49280,2.0
49281,0.0
49282,5.0
49283,0.0
49284,19.0
49285,14.0
49286,13.0
49287,7.0
49288,6.0
49289,22.0
49290,2.0
49291,4.0
49292,4.0
49293,12.0
49294,25.0
49295,0.0
49296,0.0
49297,0.0
49298,1.0
49299,2.0
49300,0.0
49301,3.0
49302,4.0
49303,10.0
49304,3.0
49305,7.0
49306,18.0
49307,7.0
49308,0.0
49309,3.0
49310,0.0
49311,9.0
49312,1.0
49313,0.0
49314,4.0
49315,4.0
49316,0.0
49317,7.0
49318,18.0
49319,0.0
49320,1.0
49321,0.0
49322,0.0
49323,0.0
49324,0.0
49325,0.0
49326,0.0
49327,2.0
49328,0.0
49329,3.0
49330,0.0
49331,0.0
49332,2.0
49333,0.0
49334,0.0
49335,0.0
49336,0.0
49337,0.0
49338,0.0
49339,0.0
49340,0.0
49341,0.0
49342,0.0
49343,1.0
49344,4.0
49345,0.0
49346,0.0
49347,0.0
49348,0.0
49349,0.0
49350,2.0
49351,0.0
49352,0.0
49353,0.0
49354,1.0
49355,0.0
49356,1.0
49357,0.0
49358,0.0
49359,5.0
49360,4.0
49361,0.0
49362,1.0
49363,0.0
49364,0.0
49365,0.0
49366,1.0
49367,0.0
49368,0.0
49369,0.0
49370,5.0
49371,0.0
49372,6.0
49373,0.0
49374,0.0
49375,0.0
49376,1.0
49377,6.0
49378,5.0
49379,1.0
49380,19.0
49381,14.0
49382,0.0
49383,0.0
49384,18.0
49385,0.0
49386,1.0
49387,0.0
49388,0.0
49389,0.0
49390,0.0
49391,19.0
49392,0.0
49393,0.0
49394,1.0
49395,0.0
49396,0.0
49397,1.0
49398,5.0
49399,16.0
49400,0.0
49401,4.0
49402,7.0
49403,2.0
49404,3.0
49405,22.0
49406,22.0
49407,0.0
49408,10.0
49409,3.0
49410,3.0
49411,0.0
49412,8.0
49413,11.0
49414,2.0
49415,6.0
49416,3.0
49417,3.0
49418,13.0
49419,19.0
49420,4.0
49421,3.0
49422,7.0
49423,0.0
49424,0.0
49425,15.0
49426,25.0
49427,0.0
49428,16.0
49429,2.0
49430,0.0
49431,0.0
49432,3.0
49433,1.0
49434,0.0
49435,3.0
49436,11.0
49437,13.0
49438,0.0
49439,6.0
49440,7.0
49441,0.0
49442,21.0
49443,0.0
49444,5.0
49445,0.0
49446,3.0
49447,10.0
49448,2.0
49449,11.0
49450,8.0
49451,25.0
49452,0.0
49453,0.0
49454,0.0
49455,3.0
49456,4.0
49457,3.0
49458,4.0
49459,1.0
49460,0.0
49461,5.0
49462,6.0
49463,0.0
49464,3.0
49465,0.0
49466,0.0
49467,6.0
49468,0.0
49469,2.0
49470,12.0
49471,0.0
49472,17.0
49473,2.0
49474,7.0
49475,3.0
49476,9.0
49477,6.0
49478,4.0
49479,4.0
49480,1.0
49481,2.0
49482,1.0
49483,16.0
49484,18.0
49485,2.0
49486,2.0
49487,27.0
49488,21.0
49489,0.0
49490,2.0
49491,0.0
49492,1.0
49493,15.0
49494,1.0
49495,4.0
49496,0.0
49497,5.0
49498,4.0
49499,6.0
49500,5.0
49501,5.0
49502,13.0
49503,13.0
49504,1.0
49505,1.0
49506,1.0
49507,5.0
49508,2.0
49509,14.0
49510,17.0
49511,3.0
49512,2.0
49513,10.0
49514,5.0
49515,13.0
49516,3.0
49517,9.0
49518,1.0
49519,1.0
49520,4.0
49521,2.0
49522,2.0
49523,2.0
49524,1.0
49525,5.0
49526,20.0
49527,0.0
49528,0.0
49529,0.0
49530,1.0
49531,4.0
49532,5.0
49533,3.0
49534,5.0
49535,4.0
49536,0.0
49537,5.0
49538,1.0
49539,0.0
49540,11.0
49541,0.0
49542,13.0
49543,0.0
49544,3.0
49545,8.0
49546,9.0
49547,2.0
49548,14.0
49549,11.0
49550,0.0
49551,6.0
49552,2.0
49553,0.0
49554,8.0
49555,3.0
49556,14.0
49557,1.0
49558,1.0
49559,2.0
49560,7.0
49561,0.0
49562,0.0
49563,1.0
49564,5.0
49565,1.0
49566,8.0
49567,13.0
49568,4.0
49569,2.0
49570,10.0
49571,12.0
49572,4.0
49573,6.0
49574,0.0
49575,3.0
49576,10.0
49577,0.0
49578,2.0
49579,1.0
49580,11.0
49581,21.0
49582,10.0
49583,10.0
49584,2.0
49585,9.0
49586,1.0
49587,2.0
49588,8.0
49589,5.0
49590,0.0
49591,0.0
49592,8.0
49593,0.0
49594,5.0
49595,0.0
49596,2.0
49597,1.0
49598,27.0
49599,0.0
49600,2.0
49601,2.0
49602,5.0
49603,1.0
49604,0.0
49605,1.0
49606,0.0
49607,0.0
49608,0.0
49609,0.0
49610,1.0
49611,0.0
49612,3.0
49613,1.0
49614,2.0
49615,5.0
49616,0.0
49617,0.0
49618,7.0
49619,3.0
49620,0.0
49621,5.0
49622,0.0
49623,1.0
49624,1.0
49625,0.0
49626,0.0
49627,0.0
49628,26.0
49629,4.0
49630,0.0
49631,11.0
49632,38.0
49633,5.0
49634,28.0
49635,4.0
49636,1.0
49637,1.0
49638,16.0
49639,10.0
49640,4.0
49641,0.0
49642,0.0
49643,6.0
49644,1.0
49645,1.0
49646,2.0
49647,0.0
49648,1.0
49649,20.0
49650,8.0
49651,7.0
49652,19.0
49653,10.0
49654,0.0
49655,1.0
49656,3.0
49657,3.0
49658,1.0
49659,0.0
49660,2.0
49661,1.0
49662,6.0
49663,8.0
49664,5.0
49665,0.0
49666,0.0
49667,9.0
49668,1.0
49669,3.0
49670,3.0
49671,6.0
49672,1.0
49673,0.0
49674,8.0
49675,0.0
49676,4.0
49677,6.0
49678,7.0
49679,4.0
49680,1.0
49681,5.0
49682,13.0
49683,5.0
49684,14.0
49685,0.0
49686,0.0
49687,0.0
49688,0.0
49689,0.0
49690,0.0
49691,23.0
49692,0.0
49693,0.0
49694,0.0
49695,15.0
49696,0.0
49697,3.0
49698,22.0
49699,1.0
49700,8.0
49701,3.0
49702,3.0
49703,8.0
49704,9.0
49705,15.0
49706,2.0
49707,21.0
49708,3.0
49709,13.0
49710,1.0
49711,4.0
49712,1.0
49713,1.0
49714,10.0
49715,13.0
49716,9.0
49717,3.0
49718,3.0
49719,2.0
49720,0.0
49721,8.0
49722,13.0
49723,5.0
49724,0.0
49725,0.0
49726,7.0
49727,0.0
49728,5.0
49729,2.0
49730,1.0
49731,11.0
49732,2.0
49733,8.0
49734,3.0
49735,1.0
49736,4.0
49737,0.0
49738,1.0
49739,1.0
49740,0.0
49741,7.0
49742,5.0
49743,0.0
49744,18.0
49745,8.0
49746,0.0
49747,1.0
49748,2.0
49749,7.0
49750,3.0
49751,0.0
49752,0.0
49753,12.0
49754,3.0
49755,0.0
49756,2.0
49757,10.0
49758,0.0
49759,0.0
49760,2.0
49761,7.0
49762,0.0
49763,7.0
49764,3.0
49765,12.0
49766,0.0
49767,22.0
49768,9.0
49769,0.0
49770,0.0
49771,0.0
49772,2.0
49773,5.0
49774,4.0
49775,1.0
49776,2.0
49777,1.0
49778,4.0
49779,4.0
49780,8.0
49781,5.0
49782,20.0
49783,1.0
49784,21.0
49785,6.0
49786,4.0
49787,3.0
49788,0.0
49789,7.0
49790,3.0
49791,1.0
49792,3.0
49793,0.0
49794,1.0
49795,3.0
49796,0.0
49797,4.0
49798,12.0
49799,7.0
49800,17.0
49801,0.0
49802,7.0
49803,1.0
49804,4.0
49805,7.0
49806,0.0
49807,0.0
49808,6.0
49809,15.0
49810,19.0
49811,3.0
49812,9.0
49813,1.0
49814,4.0
49815,0.0
49816,0.0
49817,7.0
49818,8.0
49819,0.0
49820,18.0
49821,4.0
49822,12.0
49823,15.0
49824,11.0
49825,2.0
49826,9.0
49827,10.0
49828,5.0
49829,0.0
49830,5.0
49831,1.0
49832,2.0
49833,5.0
49834,2.0
49835,5.0
49836,4.0
49837,7.0
49838,7.0
49839,4.0
49840,0.0
49841,1.0
49842,3.0
49843,20.0
49844,2.0
49845,1.0
49846,2.0
49847,0.0
49848,9.0
49849,0.0
49850,10.0
49851,6.0
49852,4.0
49853,4.0
49854,1.0
49855,1.0
49856,0.0
49857,0.0
49858,2.0
49859,1.0
49860,0.0
49861,0.0
49862,4.0
49863,0.0
49864,0.0
49865,3.0
49866,0.0
49867,1.0
49868,1.0
49869,3.0
49870,1.0
49871,0.0
49872,0.0
49873,6.0
49874,2.0
49875,0.0
49876,0.0
49877,0.0
49878,1.0
49879,0.0
49880,16.0
49881,1.0
49882,1.0
49883,0.0
49884,3.0
49885,2.0
49886,6.0
49887,4.0
49888,1.0
49889,0.0
49890,1.0
49891,0.0
49892,1.0
49893,0.0
49894,3.0
49895,0.0
49896,15.0
49897,0.0
49898,0.0
49899,0.0
49900,1.0
49901,0.0
49902,1.0
49903,0.0
49904,0.0
49905,0.0
49906,0.0
49907,0.0
49908,0.0
49909,0.0
49910,0.0
49911,0.0
49912,0.0
49913,0.0
49914,0.0
49915,0.0
49916,0.0
49917,0.0
49918,1.0
49919,0.0
49920,0.0
49921,0.0
49922,0.0
49923,0.0
49924,1.0
49925,0.0
49926,0.0
49927,0.0
49928,9.0
49929,1.0
49930,0.0
49931,0.0
49932,0.0
49933,0.0
49934,0.0
49935,5.0
49936,0.0
49937,0.0
49938,0.0
49939,0.0
49940,0.0
49941,1.0
49942,0.0
49943,1.0
49944,1.0
49945,1.0
49946,1.0
49947,0.0
49948,0.0
49949,0.0
49950,1.0
49951,0.0
49952,0.0
49953,0.0
49954,0.0
49955,0.0
49956,0.0
49957,0.0
49958,0.0
49959,9.0
49960,1.0
49961,2.0
49962,0.0
49963,0.0
49964,0.0
49965,0.0
49966,0.0
49967,1.0
49968,0.0
49969,0.0
49970,2.0
49971,5.0
49972,1.0
49973,5.0
49974,0.0
49975,3.0
49976,0.0
49977,0.0
49978,0.0
49979,1.0
49980,2.0
49981,1.0
49982,0.0
49983,0.0
49984,0.0
49985,0.0
49986,1.0
49987,10.0
49988,1.0
49989,1.0
49990,0.0
49991,0.0
49992,0.0
49993,1.0
49994,4.0
49995,0.0
49996,5.0
49997,0.0
49998,0.0
49999,17.0
50000,0.0
50001,1.0
50002,0.0
50003,1.0
50004,0.0
50005,0.0
50006,0.0
50007,0.0
50008,0.0
50009,0.0
50010,0.0
50011,3.0
50012,0.0
50013,0.0
50014,1.0
50015,0.0
50016,1.0
50017,0.0
50018,1.0
50019,1.0
50020,0.0
50021,0.0
50022,2.0
50023,0.0
50024,0.0
50025,0.0
50026,0.0
50027,0.0
50028,1.0
50029,0.0
50030,1.0
50031,0.0
50032,0.0
50033,0.0
50034,0.0
50035,1.0
50036,1.0
50037,0.0
50038,2.0
50039,3.0
50040,0.0
50041,9.0
50042,1.0
50043,3.0
50044,0.0
50045,3.0
50046,0.0
50047,1.0
50048,0.0
50049,0.0
50050,0.0
50051,1.0
50052,0.0
50053,1.0
50054,0.0
50055,0.0
50056,1.0
50057,2.0
50058,0.0
50059,0.0
50060,1.0
50061,6.0
50062,0.0
50063,0.0
50064,5.0
50065,0.0
50066,0.0
50067,0.0
50068,3.0
50069,0.0
50070,1.0
50071,0.0
50072,11.0
50073,0.0
50074,1.0
50075,2.0
50076,3.0
50077,0.0
50078,6.0
50079,0.0
50080,2.0
50081,2.0
50082,11.0
50083,2.0
50084,3.0
50085,0.0
50086,1.0
50087,2.0
50088,5.0
50089,1.0
50090,2.0
50091,1.0
50092,0.0
50093,0.0
50094,1.0
50095,1.0
50096,3.0
50097,0.0
50098,1.0
50099,2.0
50100,0.0
50101,0.0
50102,0.0
50103,0.0
50104,0.0
50105,1.0
50106,0.0
50107,5.0
50108,1.0
50109,2.0
50110,0.0
50111,0.0
50112,10.0
50113,5.0
50114,0.0
50115,1.0
50116,0.0
50117,6.0
50118,2.0
50119,1.0
50120,3.0
50121,0.0
50122,0.0
50123,2.0
50124,1.0
50125,2.0
50126,0.0
50127,6.0
50128,0.0
50129,0.0
50130,0.0
50131,0.0
50132,0.0
50133,0.0
50134,0.0
50135,1.0
50136,7.0
50137,0.0
50138,0.0
50139,0.0
50140,0.0
50141,0.0
50142,0.0
50143,1.0
50144,0.0
50145,0.0
50146,2.0
50147,0.0
50148,0.0
50149,0.0
50150,1.0
50151,0.0
50152,1.0
50153,0.0
50154,0.0
50155,2.0
50156,1.0
50157,0.0
50158,0.0
50159,0.0
50160,0.0
50161,1.0
50162,0.0
50163,0.0
50164,0.0
50165,0.0
50166,0.0
50167,0.0
50168,0.0
50169,0.0
50170,0.0
50171,0.0
50172,1.0
50173,1.0
50174,0.0
50175,0.0
50176,2.0
50177,1.0
50178,1.0
50179,0.0
50180,0.0
50181,0.0
50182,0.0
50183,4.0
50184,1.0
50185,0.0
50186,1.0
50187,0.0
50188,0.0
50189,0.0
50190,0.0
50191,1.0
50192,7.0
50193,1.0
50194,5.0
50195,1.0
50196,0.0
50197,0.0
50198,0.0
50199,2.0
50200,1.0
50201,1.0
50202,0.0
50203,0.0
50204,0.0
50205,2.0
50206,0.0
50207,2.0
50208,0.0
50209,0.0
50210,0.0
50211,0.0
50212,1.0
50213,3.0
50214,0.0
50215,1.0
50216,0.0
50217,0.0
50218,0.0
50219,1.0
50220,4.0
50221,8.0
50222,1.0
50223,0.0
50224,0.0
50225,0.0
50226,1.0
50227,0.0
50228,0.0
50229,0.0
50230,0.0
50231,0.0
50232,0.0
50233,1.0
50234,5.0
50235,18.0
50236,0.0
50237,0.0
50238,1.0
50239,0.0
50240,0.0
50241,0.0
50242,2.0
50243,2.0
50244,2.0
50245,2.0
50246,1.0
50247,8.0
50248,0.0
50249,0.0
50250,5.0
50251,4.0
50252,2.0
50253,0.0
50254,0.0
50255,0.0
50256,0.0
50257,0.0
50258,0.0
50259,0.0
50260,0.0
50261,1.0
50262,0.0
50263,0.0
50264,0.0
50265,0.0
50266,0.0
50267,0.0
50268,1.0
50269,0.0
50270,5.0
50271,2.0
50272,0.0
50273,0.0
50274,0.0
50275,0.0
50276,0.0
50277,2.0
50278,0.0
50279,2.0
50280,0.0
50281,0.0
50282,0.0
50283,2.0
50284,5.0
50285,0.0
50286,0.0
50287,0.0
50288,1.0
50289,0.0
50290,0.0
50291,5.0
50292,0.0
50293,2.0
50294,0.0
50295,0.0
50296,0.0
50297,0.0
50298,0.0
50299,7.0
50300,0.0
50301,5.0
50302,5.0
50303,0.0
50304,0.0
50305,3.0
50306,1.0
50307,4.0
50308,7.0
50309,0.0
50310,0.0
50311,4.0
50312,2.0
50313,5.0
50314,0.0
50315,0.0
50316,0.0
50317,0.0
50318,3.0
50319,4.0
50320,0.0
50321,0.0
50322,4.0
50323,0.0
50324,0.0
50325,3.0
50326,1.0
50327,10.0
50328,12.0
50329,0.0
50330,0.0
50331,2.0
50332,0.0
50333,0.0
50334,1.0
50335,1.0
50336,2.0
50337,3.0
50338,9.0
50339,2.0
50340,1.0
50341,2.0
50342,1.0
50343,0.0
50344,2.0
50345,1.0
50346,2.0
50347,5.0
50348,2.0
50349,1.0
50350,3.0
50351,0.0
50352,0.0
50353,3.0
50354,1.0
50355,0.0
50356,0.0
50357,0.0
50358,0.0
50359,10.0
50360,1.0
50361,1.0
50362,27.0
50363,5.0
50364,2.0
50365,7.0
50366,0.0
50367,1.0
50368,0.0
50369,0.0
50370,0.0
50371,0.0
50372,0.0
50373,3.0
50374,1.0
50375,1.0
50376,17.0
50377,1.0
50378,8.0
50379,3.0
50380,6.0
50381,9.0
50382,13.0
50383,3.0
50384,4.0
50385,2.0
50386,0.0
50387,0.0
50388,3.0
50389,2.0
50390,0.0
50391,2.0
50392,0.0
50393,8.0
50394,6.0
50395,8.0
50396,3.0
50397,6.0
50398,1.0
50399,0.0
50400,0.0
50401,4.0
50402,4.0
50403,0.0
50404,0.0
50405,2.0
50406,12.0
50407,15.0
50408,1.0
50409,1.0
50410,2.0
50411,0.0
50412,0.0
50413,4.0
50414,3.0
50415,10.0
50416,3.0
50417,1.0
50418,9.0
50419,0.0
50420,4.0
50421,1.0
50422,11.0
50423,1.0
50424,0.0
50425,0.0
50426,2.0
50427,3.0
50428,1.0
50429,0.0
50430,1.0
50431,0.0
50432,7.0
50433,1.0
50434,1.0
50435,0.0
50436,6.0
50437,7.0
50438,3.0
50439,0.0
50440,3.0
50441,0.0
50442,1.0
50443,2.0
50444,0.0
50445,0.0
50446,0.0
50447,0.0
50448,3.0
50449,2.0
50450,3.0
50451,7.0
50452,2.0
50453,9.0
50454,0.0
50455,4.0
50456,7.0
50457,0.0
50458,9.0
50459,2.0
50460,0.0
50461,6.0
50462,4.0
50463,3.0
50464,3.0
50465,6.0
50466,1.0
50467,0.0
50468,4.0
50469,0.0
50470,1.0
50471,0.0
50472,1.0
50473,0.0
50474,2.0
50475,1.0
50476,1.0
50477,3.0
50478,0.0
50479,0.0
50480,2.0
50481,7.0
50482,7.0
50483,0.0
50484,3.0
50485,1.0
50486,5.0
50487,3.0
50488,1.0
50489,3.0
50490,2.0
50491,2.0
50492,21.0
50493,0.0
50494,1.0
50495,4.0
50496,3.0
50497,0.0
50498,5.0
50499,3.0
50500,0.0
50501,0.0
50502,17.0
50503,1.0
50504,2.0
50505,0.0
50506,0.0
50507,1.0
50508,3.0
50509,6.0
50510,4.0
50511,0.0
50512,5.0
50513,1.0
50514,1.0
50515,2.0
50516,2.0
50517,0.0
50518,1.0
50519,2.0
50520,0.0
50521,4.0
50522,4.0
50523,0.0
50524,2.0
50525,1.0
50526,5.0
50527,3.0
50528,6.0
50529,0.0
50530,4.0
50531,0.0
50532,5.0
50533,0.0
50534,0.0
50535,0.0
50536,36.0
50537,16.0
50538,2.0
50539,9.0
50540,3.0
50541,0.0
50542,0.0
50543,1.0
50544,2.0
50545,0.0
50546,1.0
50547,4.0
50548,2.0
50549,11.0
50550,2.0
50551,0.0
50552,0.0
50553,1.0
50554,0.0
50555,0.0
50556,0.0
50557,0.0
50558,4.0
50559,3.0
50560,1.0
50561,2.0
50562,4.0
50563,0.0
50564,3.0
50565,8.0
50566,0.0
50567,0.0
50568,8.0
50569,4.0
50570,1.0
50571,7.0
50572,1.0
50573,8.0
50574,0.0
50575,3.0
50576,4.0
50577,1.0
50578,0.0
50579,6.0
50580,6.0
50581,4.0
50582,0.0
50583,0.0
50584,5.0
50585,11.0
50586,0.0
50587,0.0
50588,4.0
50589,2.0
50590,1.0
50591,0.0
50592,3.0
50593,5.0
50594,0.0
50595,5.0
50596,0.0
50597,2.0
50598,2.0
50599,0.0
50600,0.0
50601,0.0
50602,1.0
50603,12.0
50604,0.0
50605,1.0
50606,0.0
50607,5.0
50608,2.0
50609,2.0
50610,4.0
50611,0.0
50612,8.0
50613,7.0
50614,8.0
50615,3.0
50616,0.0
50617,2.0
50618,1.0
50619,14.0
50620,0.0
50621,2.0
50622,4.0
50623,0.0
50624,0.0
50625,5.0
50626,0.0
50627,9.0
50628,2.0
50629,0.0
50630,1.0
50631,0.0
50632,2.0
50633,1.0
50634,7.0
50635,0.0
50636,0.0
50637,2.0
50638,2.0
50639,4.0
50640,3.0
50641,0.0
50642,2.0
50643,12.0
50644,4.0
50645,0.0
50646,0.0
50647,7.0
50648,2.0
50649,0.0
50650,3.0
50651,0.0
50652,5.0
50653,0.0
50654,3.0
50655,0.0
50656,0.0
50657,0.0
50658,2.0
50659,0.0
50660,0.0
50661,0.0
50662,1.0
50663,12.0
50664,5.0
50665,0.0
50666,0.0
50667,0.0
50668,7.0
50669,3.0
50670,12.0
50671,0.0
50672,0.0
50673,0.0
50674,6.0
50675,1.0
