,Grm5
14778,0.0
14779,4.0
14780,21.0
14781,18.0
14782,10.0
14783,0.0
14784,13.0
14785,2.0
14786,3.0
14787,3.0
14788,0.0
14789,0.0
14790,12.0
14791,3.0
14792,9.0
14793,6.0
14794,0.0
14795,10.0
14796,1.0
14797,2.0
14798,9.0
14799,0.0
14800,1.0
14801,0.0
14802,13.0
14803,0.0
14804,10.0
14805,7.0
14806,2.0
14807,7.0
14808,6.0
14809,6.0
14810,0.0
14811,1.0
14812,4.0
14813,1.0
14814,4.0
14815,6.0
14816,0.0
14817,1.0
14818,0.0
14819,21.0
14820,4.0
14821,3.0
14822,0.0
14823,9.0
14824,1.0
14825,3.0
14826,0.0
14827,4.0
14828,10.0
14829,6.0
14830,2.0
14831,4.0
14832,10.0
14833,2.0
14834,6.0
14835,5.0
14836,0.0
14837,2.0
14838,1.0
14839,0.0
14840,5.0
14841,2.0
14842,1.0
14843,0.0
14844,0.0
14845,0.0
14846,25.0
14847,0.0
14848,0.0
14849,4.0
14850,0.0
14851,9.0
14852,13.0
14853,1.0
14854,3.0
14855,4.0
14856,10.0
14857,7.0
14858,2.0
14859,18.0
14860,0.0
14861,2.0
14862,30.0
14863,1.0
14864,10.0
14865,21.0
14866,0.0
14867,9.0
14868,2.0
14869,3.0
14870,5.0
14871,2.0
14872,0.0
14873,3.0
14874,0.0
14875,13.0
14876,0.0
14877,2.0
14878,7.0
14879,36.0
14880,0.0
14881,4.0
14882,0.0
14883,2.0
14884,0.0
14885,1.0
14886,10.0
14887,0.0
14888,0.0
14889,0.0
14890,0.0
14891,1.0
14892,0.0
14893,4.0
14894,0.0
14895,1.0
14896,0.0
14897,0.0
14898,0.0
14899,6.0
14900,12.0
14901,45.0
14902,10.0
14903,6.0
14904,0.0
14905,0.0
14906,18.0
14907,7.0
14908,5.0
14909,12.0
14910,43.0
14911,0.0
14912,5.0
14913,9.0
14914,5.0
14915,4.0
14916,53.0
14917,12.0
14918,3.0
14919,0.0
14920,38.0
14921,3.0
14922,6.0
14923,47.0
14924,0.0
14925,18.0
14926,0.0
14927,1.0
14928,22.0
14929,5.0
14930,16.0
14931,0.0
14932,66.0
14933,2.0
14934,0.0
14935,23.0
14936,19.0
14937,0.0
14938,0.0
14939,29.0
14940,19.0
14941,41.0
14942,10.0
14943,16.0
14944,2.0
14945,5.0
14946,22.0
14947,1.0
14948,0.0
14949,59.0
14950,15.0
14951,16.0
14952,3.0
14953,0.0
14954,0.0
14955,7.0
14956,0.0
14957,1.0
14958,18.0
14959,5.0
14960,8.0
14961,26.0
14962,6.0
14963,0.0
14964,2.0
14965,3.0
14966,21.0
14967,14.0
14968,16.0
14969,0.0
14970,7.0
14971,0.0
14972,22.0
14973,18.0
14974,79.0
14975,0.0
14976,11.0
14977,0.0
14978,49.0
14979,15.0
14980,0.0
14981,21.0
14982,21.0
14983,15.0
14984,1.0
14985,0.0
14986,2.0
14987,1.0
14988,18.0
14989,4.0
14990,19.0
14991,19.0
14992,1.0
14993,0.0
14994,46.0
14995,3.0
14996,0.0
14997,1.0
14998,0.0
14999,0.0
15000,13.0
15001,38.0
15002,17.0
15003,1.0
15004,4.0
15005,68.0
15006,47.0
15007,16.0
15008,2.0
15009,11.0
15010,5.0
15011,0.0
15012,13.0
15013,9.0
15014,42.0
15015,0.0
15016,21.0
15017,28.0
15018,33.0
15019,1.0
15020,38.0
15021,1.0
15022,3.0
15023,33.0
15024,7.0
15025,77.0
15026,46.0
15027,0.0
15028,1.0
15029,1.0
15030,54.0
15031,18.0
15032,49.0
15033,0.0
15034,17.0
15035,1.0
15036,0.0
15037,3.0
15038,31.0
15039,36.0
15040,47.0
15041,37.0
15042,5.0
15043,1.0
15044,58.0
15045,9.0
15046,0.0
15047,39.0
15048,0.0
15049,13.0
15050,9.0
15051,24.0
15052,23.0
15053,5.0
15054,7.0
15055,36.0
15056,10.0
15057,3.0
15058,1.0
15059,50.0
15060,13.0
15061,63.0
15062,2.0
15063,34.0
15064,26.0
15065,26.0
15066,14.0
15067,10.0
15068,5.0
15069,0.0
15070,1.0
15071,68.0
15072,13.0
15073,21.0
15074,36.0
15075,6.0
15076,24.0
15077,19.0
15078,65.0
15079,18.0
15080,51.0
15081,51.0
15082,5.0
15083,39.0
15084,3.0
15085,1.0
15086,3.0
15087,27.0
15088,18.0
15089,1.0
15090,1.0
15091,48.0
15092,15.0
15093,19.0
15094,0.0
15095,4.0
15096,8.0
15097,2.0
15098,0.0
15099,12.0
15100,3.0
15101,0.0
15102,5.0
15103,18.0
15104,7.0
15105,0.0
15106,8.0
15107,13.0
15108,5.0
15109,3.0
15110,0.0
15111,18.0
15112,3.0
15113,31.0
15114,0.0
15115,2.0
15116,5.0
15117,14.0
15118,21.0
15119,0.0
15120,9.0
15121,28.0
15122,49.0
15123,8.0
15124,23.0
15125,3.0
15126,37.0
15127,0.0
15128,8.0
15129,24.0
15130,31.0
15131,11.0
15132,0.0
15133,2.0
15134,25.0
15135,28.0
15136,1.0
15137,0.0
15138,0.0
15139,2.0
15140,6.0
15141,0.0
15142,29.0
15143,6.0
15144,1.0
15145,6.0
15146,0.0
15147,0.0
15148,6.0
15149,48.0
15150,17.0
15151,4.0
15152,16.0
15153,15.0
15154,21.0
15155,6.0
15156,1.0
15157,2.0
15158,0.0
15159,30.0
15160,0.0
15161,41.0
15162,2.0
15163,1.0
15164,27.0
15165,14.0
15166,14.0
15167,24.0
15168,25.0
15169,37.0
15170,22.0
15171,1.0
15172,21.0
15173,19.0
15174,3.0
15175,0.0
15176,13.0
15177,0.0
15178,0.0
15179,17.0
15180,0.0
15181,0.0
15182,11.0
15183,24.0
15184,9.0
15185,3.0
15186,8.0
15187,0.0
15188,64.0
15189,3.0
15190,8.0
15191,62.0
15192,1.0
15193,16.0
15194,0.0
15195,16.0
15196,9.0
15197,1.0
15198,3.0
15199,30.0
15200,5.0
15201,17.0
15202,35.0
15203,0.0
15204,2.0
15205,19.0
15206,0.0
15207,40.0
15208,4.0
15209,6.0
15210,5.0
15211,1.0
15212,3.0
15213,0.0
15214,22.0
15215,1.0
15216,0.0
15217,26.0
15218,12.0
15219,18.0
15220,1.0
15221,0.0
15222,0.0
15223,3.0
15224,0.0
15225,3.0
15226,27.0
15227,0.0
15228,32.0
15229,0.0
15230,1.0
15231,4.0
15232,4.0
15233,25.0
15234,6.0
15235,5.0
15236,30.0
15237,28.0
15238,0.0
15239,0.0
15240,10.0
15241,0.0
15242,0.0
15243,0.0
15244,2.0
15245,0.0
15246,3.0
15247,28.0
15248,1.0
15249,20.0
15250,0.0
15251,2.0
15252,0.0
15253,0.0
15254,5.0
15255,2.0
15256,0.0
15257,28.0
15258,0.0
15259,3.0
15260,7.0
15261,0.0
15262,24.0
15263,0.0
15264,5.0
15265,5.0
15266,24.0
15267,4.0
15268,3.0
15269,0.0
15270,40.0
15271,3.0
15272,0.0
15273,1.0
15274,3.0
15275,19.0
15276,0.0
15277,32.0
15278,19.0
15279,0.0
15280,2.0
15281,16.0
15282,42.0
15283,1.0
15284,25.0
15285,26.0
15286,0.0
15287,11.0
15288,17.0
15289,32.0
15290,0.0
15291,0.0
15292,13.0
15293,1.0
15294,1.0
15295,3.0
15296,6.0
15297,0.0
15298,34.0
15299,0.0
15300,1.0
15301,2.0
15302,39.0
15303,14.0
15304,32.0
15305,4.0
15306,27.0
15307,0.0
15308,3.0
15309,0.0
15310,2.0
15311,26.0
15312,41.0
15313,9.0
15314,32.0
15315,2.0
15316,2.0
15317,3.0
15318,0.0
15319,38.0
15320,18.0
15321,0.0
15322,0.0
15323,37.0
15324,1.0
15325,18.0
15326,0.0
15327,16.0
15328,4.0
15329,0.0
15330,41.0
15331,1.0
15332,0.0
15333,22.0
15334,38.0
15335,27.0
15336,39.0
15337,2.0
15338,13.0
15339,2.0
15340,23.0
15341,27.0
15342,5.0
15343,2.0
15344,4.0
15345,36.0
15346,2.0
15347,12.0
15348,0.0
15349,4.0
15350,3.0
15351,2.0
15352,46.0
15353,6.0
15354,12.0
15355,35.0
15356,0.0
15357,10.0
15358,1.0
15359,28.0
15360,0.0
15361,20.0
15362,0.0
15363,0.0
15364,8.0
15365,26.0
15366,24.0
15367,5.0
15368,4.0
15369,31.0
15370,31.0
15371,0.0
15372,24.0
15373,10.0
15374,7.0
15375,15.0
15376,1.0
15377,32.0
15378,17.0
15379,26.0
15380,10.0
15381,32.0
15382,10.0
15383,33.0
15384,31.0
15385,4.0
15386,24.0
15387,21.0
15388,33.0
15389,32.0
15390,34.0
15391,10.0
15392,15.0
15393,0.0
15394,21.0
15395,7.0
15396,16.0
15397,3.0
15398,1.0
15399,9.0
15400,4.0
15401,6.0
15402,31.0
15403,11.0
15404,3.0
15405,4.0
15406,5.0
15407,18.0
15408,33.0
15409,23.0
15410,17.0
15411,11.0
15412,0.0
15413,32.0
15414,3.0
15415,26.0
15416,3.0
15417,3.0
15418,1.0
15419,0.0
15420,39.0
15421,37.0
15422,0.0
15423,6.0
15424,37.0
15425,5.0
15426,1.0
15427,18.0
15428,1.0
15429,4.0
15430,18.0
15431,14.0
15432,27.0
15433,42.0
15434,0.0
15435,2.0
15436,4.0
15437,40.0
15438,5.0
15439,63.0
15440,2.0
15441,9.0
15442,0.0
15443,0.0
15444,30.0
15445,28.0
15446,0.0
15447,5.0
15448,36.0
15449,1.0
15450,8.0
15451,5.0
15452,3.0
15453,13.0
15454,13.0
15455,6.0
15456,9.0
15457,2.0
15458,26.0
15459,7.0
15460,17.0
15461,0.0
15462,3.0
15463,3.0
15464,3.0
15465,1.0
15466,8.0
15467,2.0
15468,22.0
15469,0.0
15470,8.0
15471,5.0
15472,31.0
15473,6.0
15474,33.0
15475,69.0
15476,27.0
15477,3.0
15478,1.0
15479,18.0
15480,34.0
15481,11.0
15482,1.0
15483,16.0
15484,23.0
15485,1.0
15486,13.0
15487,40.0
15488,5.0
15489,33.0
15490,3.0
15491,0.0
15492,34.0
15493,8.0
15494,46.0
15495,1.0
15496,40.0
15497,14.0
15498,7.0
15499,30.0
15500,30.0
15501,22.0
15502,53.0
15503,0.0
15504,49.0
15505,0.0
15506,46.0
15507,38.0
15508,10.0
15509,21.0
15510,0.0
15511,9.0
15512,4.0
15513,37.0
15514,2.0
15515,8.0
15516,47.0
15517,44.0
15518,14.0
15519,0.0
15520,14.0
15521,10.0
15522,32.0
15523,8.0
15524,3.0
15525,5.0
15526,26.0
15527,29.0
15528,25.0
15529,38.0
15530,17.0
15531,2.0
15532,16.0
15533,0.0
15534,3.0
15535,9.0
15536,0.0
15537,10.0
15538,22.0
15539,27.0
15540,11.0
15541,22.0
15542,2.0
15543,2.0
15544,15.0
15545,12.0
15546,26.0
15547,37.0
15548,1.0
15549,5.0
15550,67.0
15551,1.0
15552,0.0
15553,0.0
15554,0.0
15555,15.0
15556,0.0
15557,3.0
15558,2.0
15559,0.0
15560,2.0
15561,0.0
15562,2.0
15563,11.0
15564,0.0
15565,12.0
15566,6.0
15567,8.0
15568,31.0
15569,4.0
15570,46.0
15571,5.0
15572,23.0
15573,6.0
15574,60.0
15575,0.0
15576,0.0
15577,14.0
15578,1.0
15579,0.0
15580,0.0
15581,12.0
15582,7.0
15583,2.0
15584,0.0
15585,6.0
15586,20.0
15587,12.0
15588,0.0
15589,1.0
15590,1.0
15591,0.0
15592,0.0
15593,0.0
15594,32.0
15595,0.0
15596,0.0
15597,1.0
15598,4.0
15599,52.0
15600,24.0
15601,0.0
15602,9.0
15603,1.0
15604,21.0
15605,0.0
15606,10.0
15607,37.0
15608,39.0
15609,22.0
15610,12.0
15611,13.0
15612,0.0
15613,26.0
15614,3.0
15615,18.0
15616,8.0
15617,0.0
15618,0.0
15619,0.0
15620,1.0
15621,3.0
15622,0.0
15623,0.0
15624,13.0
15625,1.0
15626,2.0
15627,5.0
15628,27.0
15629,0.0
15630,0.0
15631,9.0
15632,0.0
15633,1.0
15634,18.0
15635,15.0
15636,1.0
15637,0.0
15638,0.0
15639,2.0
15640,0.0
15641,1.0
15642,0.0
15643,43.0
15644,3.0
15645,0.0
15646,19.0
15647,1.0
15648,1.0
15649,0.0
15650,9.0
15651,1.0
15652,0.0
15653,0.0
15654,16.0
15655,0.0
15656,10.0
15657,0.0
15658,0.0
15659,3.0
15660,12.0
15661,7.0
15662,3.0
15663,0.0
15664,0.0
15665,13.0
15666,2.0
15667,0.0
15668,0.0
15669,1.0
15670,1.0
15671,3.0
15672,0.0
15673,0.0
15674,14.0
15675,2.0
15676,9.0
15677,10.0
15678,0.0
15679,1.0
15680,0.0
15681,5.0
15682,3.0
15683,1.0
15684,0.0
15685,17.0
15686,13.0
15687,8.0
15688,7.0
15689,0.0
15690,0.0
15691,3.0
15692,24.0
15693,0.0
15694,0.0
15695,12.0
15696,5.0
15697,0.0
15698,2.0
15699,1.0
15700,3.0
15701,3.0
15702,3.0
15703,12.0
15704,16.0
15705,0.0
15706,1.0
15707,16.0
15708,0.0
15709,10.0
15710,10.0
15711,6.0
15712,0.0
15713,0.0
15714,10.0
15715,0.0
15716,0.0
15717,1.0
15718,0.0
15719,0.0
15720,0.0
15721,3.0
15722,17.0
15723,0.0
15724,0.0
15725,0.0
15726,0.0
15727,0.0
15728,2.0
15729,1.0
15730,0.0
15731,16.0
15732,0.0
15733,0.0
15734,17.0
15735,7.0
15736,1.0
15737,4.0
15738,12.0
15739,12.0
15740,22.0
15741,0.0
15742,4.0
15743,0.0
15744,0.0
15745,11.0
15746,2.0
15747,0.0
15748,3.0
15749,5.0
15750,9.0
15751,0.0
15752,1.0
15753,5.0
15754,1.0
15755,0.0
15756,1.0
15757,0.0
15758,7.0
15759,0.0
15760,0.0
15761,0.0
15762,6.0
15763,4.0
15764,20.0
15765,11.0
15766,1.0
15767,14.0
15768,0.0
15769,0.0
15770,11.0
15771,17.0
15772,31.0
15773,14.0
15774,8.0
15775,2.0
15776,3.0
15777,21.0
15778,20.0
15779,8.0
15780,6.0
15781,0.0
15782,17.0
15783,0.0
15784,7.0
15785,14.0
15786,22.0
15787,6.0
15788,20.0
15789,4.0
15790,8.0
15791,1.0
15792,6.0
15793,1.0
15794,18.0
15795,0.0
15796,10.0
15797,17.0
15798,10.0
15799,0.0
15800,0.0
15801,7.0
15802,14.0
15803,18.0
15804,0.0
15805,8.0
15806,1.0
15807,10.0
15808,10.0
15809,6.0
15810,13.0
15811,14.0
15812,21.0
15813,11.0
15814,18.0
15815,18.0
15816,8.0
15817,0.0
15818,3.0
15819,21.0
15820,13.0
15821,11.0
15822,5.0
15823,21.0
15824,3.0
15825,21.0
15826,7.0
15827,0.0
15828,10.0
15829,1.0
15830,15.0
15831,7.0
15832,9.0
15833,1.0
15834,20.0
15835,0.0
15836,2.0
15837,13.0
15838,1.0
15839,2.0
15840,7.0
15841,14.0
15842,2.0
15843,8.0
15844,9.0
15845,0.0
15846,13.0
15847,5.0
15848,5.0
15849,9.0
15850,13.0
15851,0.0
15852,1.0
15853,1.0
15854,2.0
15855,4.0
15856,10.0
15857,3.0
15858,19.0
15859,6.0
15860,3.0
15861,9.0
15862,16.0
15863,4.0
15864,2.0
15865,23.0
15866,16.0
15867,13.0
15868,6.0
15869,1.0
15870,12.0
15871,5.0
15872,2.0
15873,21.0
15874,21.0
15875,1.0
15876,3.0
15877,8.0
15878,0.0
15879,0.0
15880,5.0
15881,17.0
15882,18.0
15883,8.0
15884,14.0
15885,26.0
15886,4.0
15887,34.0
15888,9.0
15889,35.0
15890,18.0
15891,13.0
15892,3.0
15893,36.0
15894,2.0
15895,2.0
15896,39.0
15897,0.0
15898,29.0
15899,0.0
15900,3.0
15901,11.0
15902,0.0
15903,4.0
15904,3.0
15905,1.0
15906,0.0
15907,4.0
15908,12.0
15909,28.0
15910,15.0
15911,4.0
15912,3.0
15913,30.0
15914,13.0
15915,3.0
15916,0.0
15917,2.0
15918,5.0
15919,10.0
15920,2.0
15921,18.0
15922,1.0
15923,4.0
15924,30.0
15925,4.0
15926,0.0
15927,2.0
15928,6.0
15929,17.0
15930,1.0
15931,9.0
15932,21.0
15933,11.0
15934,32.0
15935,12.0
15936,17.0
15937,0.0
15938,7.0
15939,17.0
15940,22.0
15941,12.0
15942,3.0
15943,18.0
15944,14.0
15945,23.0
15946,5.0
15947,3.0
15948,28.0
15949,12.0
15950,4.0
15951,28.0
15952,19.0
15953,10.0
15954,2.0
15955,2.0
15956,24.0
15957,31.0
15958,0.0
15959,4.0
15960,15.0
15961,16.0
15962,0.0
15963,0.0
15964,0.0
15965,3.0
15966,16.0
15967,14.0
15968,2.0
15969,29.0
15970,0.0
15971,7.0
15972,0.0
15973,28.0
15974,32.0
15975,17.0
15976,3.0
15977,2.0
15978,0.0
15979,28.0
15980,8.0
15981,6.0
15982,3.0
15983,3.0
15984,23.0
15985,1.0
15986,24.0
15987,2.0
15988,2.0
15989,6.0
15990,13.0
15991,6.0
15992,2.0
15993,4.0
15994,27.0
15995,1.0
15996,28.0
15997,14.0
15998,26.0
15999,3.0
16000,12.0
16001,10.0
16002,0.0
16003,11.0
16004,0.0
16005,6.0
16006,20.0
16007,15.0
16008,8.0
16009,29.0
16010,23.0
16011,24.0
16012,2.0
16013,35.0
16014,2.0
16015,16.0
16016,5.0
16017,9.0
16018,32.0
16019,10.0
16020,8.0
16021,20.0
16022,1.0
16023,22.0
16024,17.0
16025,0.0
16026,21.0
16027,0.0
16028,25.0
16029,22.0
16030,2.0
16031,0.0
16032,0.0
16033,11.0
16034,2.0
16035,10.0
16036,12.0
16037,6.0
16038,3.0
16039,0.0
16040,9.0
16041,26.0
16042,17.0
16043,16.0
16044,0.0
16045,0.0
16046,1.0
16047,13.0
16048,6.0
16049,9.0
16050,1.0
16051,1.0
16052,1.0
16053,34.0
16054,19.0
16055,0.0
16056,15.0
16057,8.0
16058,5.0
16059,12.0
16060,1.0
16061,7.0
16062,10.0
16063,0.0
16064,0.0
16065,2.0
16066,3.0
16067,0.0
16068,1.0
16069,10.0
16070,9.0
16071,0.0
16072,8.0
16073,2.0
16074,21.0
16075,5.0
16076,12.0
16077,21.0
16078,1.0
16079,0.0
16080,14.0
16081,36.0
16082,5.0
16083,1.0
16084,0.0
16085,6.0
16086,30.0
16087,5.0
16088,11.0
16089,22.0
16090,23.0
16091,0.0
16092,26.0
16093,0.0
16094,16.0
16095,0.0
16096,0.0
16097,2.0
16098,0.0
16099,8.0
16100,17.0
16101,0.0
16102,8.0
16103,10.0
16104,9.0
16105,18.0
16106,11.0
16107,2.0
16108,0.0
16109,26.0
16110,16.0
16111,0.0
16112,16.0
16113,1.0
16114,0.0
16115,25.0
16116,26.0
16117,2.0
16118,0.0
16119,18.0
16120,22.0
16121,10.0
16122,14.0
16123,18.0
16124,8.0
16125,23.0
16126,16.0
16127,6.0
16128,8.0
16129,4.0
16130,0.0
16131,0.0
16132,0.0
16133,0.0
16134,0.0
16135,0.0
16136,0.0
16137,0.0
16138,0.0
16139,0.0
16140,0.0
16141,0.0
16142,0.0
16143,0.0
16144,0.0
16145,0.0
16146,1.0
16147,0.0
16148,0.0
16149,0.0
16150,0.0
16151,0.0
16152,0.0
16153,0.0
16154,2.0
16155,4.0
16156,0.0
16157,0.0
16158,0.0
16159,0.0
16160,0.0
16161,0.0
16162,0.0
16163,0.0
16164,0.0
16165,0.0
16166,0.0
16167,0.0
16168,48.0
16169,0.0
16170,5.0
16171,24.0
16172,4.0
16173,3.0
16174,0.0
16175,27.0
16176,6.0
16177,0.0
16178,24.0
16179,0.0
16180,5.0
16181,20.0
16182,24.0
16183,1.0
16184,16.0
16185,0.0
16186,1.0
16187,7.0
16188,0.0
16189,10.0
16190,17.0
16191,6.0
16192,33.0
16193,2.0
16194,1.0
16195,4.0
16196,1.0
16197,1.0
16198,6.0
16199,0.0
16200,0.0
16201,0.0
16202,0.0
16203,16.0
16204,6.0
16205,1.0
16206,5.0
16207,20.0
16208,5.0
16209,23.0
16210,1.0
16211,0.0
16212,0.0
16213,0.0
16214,0.0
16215,0.0
16216,8.0
16217,2.0
16218,28.0
16219,16.0
16220,3.0
16221,0.0
16222,26.0
16223,3.0
16224,38.0
16225,29.0
16226,5.0
16227,23.0
16228,17.0
16229,16.0
16230,4.0
16231,12.0
16232,32.0
16233,3.0
16234,12.0
16235,4.0
16236,26.0
16237,0.0
16238,19.0
16239,4.0
16240,22.0
16241,4.0
16242,5.0
16243,14.0
16244,4.0
16245,32.0
16246,1.0
16247,18.0
16248,8.0
16249,26.0
16250,0.0
16251,1.0
16252,48.0
16253,1.0
16254,0.0
16255,19.0
16256,0.0
16257,7.0
16258,5.0
16259,9.0
16260,2.0
16261,25.0
16262,11.0
16263,2.0
16264,0.0
16265,0.0
16266,0.0
16267,0.0
16268,9.0
16269,12.0
16270,8.0
16271,0.0
16272,20.0
16273,7.0
16274,1.0
16275,0.0
16276,18.0
16277,12.0
16278,14.0
16279,5.0
16280,0.0
16281,2.0
16282,7.0
16283,24.0
16284,6.0
16285,0.0
16286,9.0
16287,7.0
16288,0.0
16289,24.0
16290,16.0
16291,9.0
16292,12.0
16293,1.0
16294,13.0
16295,18.0
16296,32.0
16297,32.0
16298,6.0
16299,8.0
16300,0.0
16301,1.0
16302,0.0
16303,6.0
16304,15.0
16305,0.0
16306,0.0
16307,0.0
16308,0.0
16309,0.0
16310,1.0
16311,27.0
16312,28.0
16313,17.0
16314,4.0
16315,48.0
16316,1.0
16317,3.0
16318,0.0
16319,5.0
16320,5.0
16321,0.0
16322,6.0
16323,24.0
16324,5.0
16325,10.0
16326,11.0
16327,24.0
16328,0.0
16329,9.0
16330,1.0
16331,0.0
16332,8.0
16333,9.0
16334,5.0
16335,13.0
16336,16.0
16337,10.0
16338,0.0
16339,13.0
16340,5.0
16341,1.0
16342,21.0
16343,0.0
16344,0.0
16345,25.0
16346,1.0
16347,23.0
16348,1.0
16349,16.0
16350,0.0
16351,13.0
16352,1.0
16353,1.0
16354,1.0
16355,33.0
16356,6.0
16357,4.0
16358,16.0
16359,1.0
16360,3.0
16361,2.0
16362,0.0
16363,1.0
16364,0.0
16365,23.0
16366,3.0
16367,10.0
16368,9.0
16369,26.0
16370,3.0
16371,18.0
16372,0.0
16373,4.0
16374,11.0
16375,8.0
16376,10.0
16377,1.0
16378,1.0
16379,16.0
16380,5.0
16381,11.0
16382,0.0
16383,3.0
16384,0.0
16385,18.0
16386,3.0
16387,6.0
16388,1.0
16389,0.0
16390,1.0
16391,4.0
16392,23.0
16393,12.0
16394,2.0
16395,0.0
16396,1.0
16397,1.0
16398,1.0
16399,27.0
16400,0.0
16401,1.0
16402,2.0
16403,17.0
16404,2.0
16405,0.0
16406,0.0
16407,8.0
16408,33.0
16409,22.0
16410,0.0
16411,6.0
16412,1.0
16413,11.0
16414,5.0
16415,10.0
16416,0.0
16417,18.0
16418,3.0
16419,17.0
16420,14.0
16421,4.0
16422,19.0
16423,17.0
16424,3.0
16425,0.0
16426,4.0
16427,12.0
16428,1.0
16429,0.0
16430,0.0
16431,6.0
16432,0.0
16433,0.0
16434,0.0
16435,25.0
16436,0.0
16437,3.0
16438,7.0
16439,1.0
16440,3.0
16441,26.0
16442,2.0
16443,4.0
16444,0.0
16445,19.0
16446,25.0
16447,2.0
16448,2.0
16449,0.0
16450,3.0
16451,8.0
16452,0.0
16453,12.0
16454,0.0
16455,0.0
16456,4.0
16457,0.0
16458,0.0
16459,0.0
16460,18.0
16461,21.0
16462,0.0
16463,1.0
16464,0.0
16465,1.0
16466,10.0
16467,3.0
16468,13.0
16469,0.0
16470,0.0
16471,0.0
16472,1.0
16473,0.0
16474,0.0
16475,0.0
16476,0.0
16477,0.0
16478,0.0
16479,23.0
16480,6.0
16481,3.0
16482,0.0
16483,1.0
16484,16.0
16485,1.0
16486,0.0
16487,2.0
16488,0.0
16489,0.0
16490,8.0
16491,0.0
16492,13.0
16493,2.0
16494,9.0
16495,0.0
16496,1.0
16497,0.0
16498,17.0
16499,0.0
16500,5.0
16501,0.0
16502,14.0
16503,0.0
16504,26.0
16505,0.0
16506,10.0
16507,0.0
16508,0.0
16509,1.0
16510,18.0
16511,0.0
16512,16.0
16513,5.0
16514,1.0
16515,30.0
16516,2.0
16517,1.0
16518,0.0
16519,0.0
16520,0.0
16521,3.0
16522,0.0
16523,4.0
16524,27.0
16525,63.0
16526,8.0
16527,14.0
16528,30.0
16529,0.0
16530,1.0
16531,4.0
16532,0.0
16533,5.0
16534,0.0
16535,3.0
16536,4.0
16537,4.0
16538,0.0
16539,13.0
16540,1.0
16541,15.0
16542,0.0
16543,0.0
16544,6.0
16545,20.0
16546,0.0
16547,45.0
16548,0.0
16549,5.0
16550,23.0
16551,2.0
16552,0.0
16553,15.0
16554,44.0
16555,6.0
16556,0.0
16557,33.0
16558,41.0
16559,17.0
16560,0.0
16561,20.0
16562,1.0
16563,0.0
16564,34.0
16565,47.0
16566,20.0
16567,29.0
16568,70.0
16569,12.0
16570,50.0
16571,63.0
16572,9.0
16573,0.0
16574,11.0
16575,33.0
16576,11.0
16577,3.0
16578,20.0
16579,25.0
16580,2.0
16581,0.0
16582,1.0
16583,0.0
16584,34.0
16585,0.0
16586,75.0
16587,6.0
16588,5.0
16589,0.0
16590,20.0
16591,6.0
16592,33.0
16593,10.0
16594,5.0
16595,0.0
16596,4.0
16597,5.0
16598,7.0
16599,2.0
16600,26.0
16601,20.0
16602,35.0
16603,0.0
16604,1.0
16605,11.0
16606,2.0
16607,41.0
16608,5.0
16609,25.0
16610,50.0
16611,50.0
16612,58.0
16613,19.0
16614,36.0
16615,2.0
16616,2.0
16617,19.0
16618,1.0
16619,0.0
16620,16.0
16621,10.0
16622,23.0
16623,1.0
16624,29.0
16625,0.0
16626,9.0
16627,11.0
16628,7.0
16629,0.0
16630,20.0
16631,29.0
16632,69.0
16633,7.0
16634,12.0
16635,40.0
16636,41.0
16637,32.0
16638,6.0
16639,2.0
16640,9.0
16641,47.0
16642,27.0
16643,0.0
16644,38.0
16645,5.0
16646,3.0
16647,12.0
16648,41.0
16649,13.0
16650,6.0
16651,58.0
16652,12.0
16653,27.0
16654,1.0
16655,25.0
16656,76.0
16657,5.0
16658,0.0
16659,6.0
16660,1.0
16661,2.0
16662,15.0
16663,1.0
16664,2.0
16665,13.0
16666,7.0
16667,1.0
16668,8.0
16669,1.0
16670,6.0
16671,2.0
16672,24.0
16673,0.0
16674,53.0
16675,27.0
16676,23.0
16677,20.0
16678,56.0
16679,17.0
16680,0.0
16681,26.0
16682,5.0
16683,7.0
16684,4.0
16685,8.0
16686,8.0
16687,49.0
16688,0.0
16689,28.0
16690,0.0
16691,14.0
16692,7.0
16693,10.0
16694,16.0
16695,13.0
16696,11.0
16697,42.0
16698,17.0
16699,9.0
16700,11.0
16701,14.0
16702,0.0
16703,19.0
16704,11.0
16705,23.0
16706,11.0
16707,0.0
16708,16.0
16709,5.0
16710,60.0
16711,16.0
16712,2.0
16713,4.0
16714,11.0
16715,26.0
16716,0.0
16717,0.0
16718,15.0
16719,3.0
16720,5.0
16721,14.0
16722,10.0
16723,3.0
16724,4.0
16725,8.0
16726,36.0
16727,5.0
16728,0.0
16729,32.0
16730,0.0
16731,1.0
16732,33.0
16733,11.0
16734,16.0
16735,3.0
16736,18.0
16737,14.0
16738,20.0
16739,54.0
16740,3.0
16741,13.0
16742,35.0
16743,2.0
16744,0.0
16745,0.0
16746,47.0
16747,42.0
16748,7.0
16749,15.0
16750,2.0
16751,0.0
16752,21.0
16753,50.0
16754,0.0
16755,5.0
16756,25.0
16757,10.0
16758,37.0
16759,13.0
16760,5.0
16761,29.0
16762,2.0
16763,17.0
16764,26.0
16765,0.0
16766,26.0
16767,0.0
16768,4.0
16769,17.0
16770,4.0
16771,1.0
16772,18.0
16773,26.0
16774,7.0
16775,2.0
16776,5.0
