,Lmtk2
52573,15.0
52574,6.0
52575,10.0
52576,4.0
52577,25.0
52578,19.0
52579,22.0
52580,23.0
52581,29.0
52582,12.0
52583,12.0
52584,21.0
52585,0.0
52586,29.0
52587,2.0
52588,28.0
52589,11.0
52590,6.0
52591,23.0
52592,19.0
52593,0.0
52594,3.0
52595,5.0
52596,17.0
52597,0.0
52598,14.0
52599,0.0
52600,32.0
52601,0.0
52602,22.0
52603,21.0
52604,20.0
52605,35.0
52606,20.0
52607,2.0
52608,28.0
52609,7.0
52610,1.0
52611,18.0
52612,0.0
52613,7.0
52614,23.0
52615,33.0
52616,30.0
52617,19.0
52618,19.0
52619,0.0
52620,10.0
52621,2.0
52622,16.0
52623,24.0
52624,13.0
52625,0.0
52626,4.0
52627,1.0
52628,18.0
52629,9.0
52630,2.0
52631,2.0
52632,9.0
52633,40.0
52634,36.0
52635,32.0
52636,7.0
52637,8.0
52638,5.0
52639,2.0
52640,18.0
52641,25.0
52642,3.0
52643,6.0
52644,10.0
52645,27.0
52646,4.0
52647,14.0
52648,14.0
52649,13.0
52650,1.0
52651,36.0
52652,0.0
52653,38.0
52654,5.0
52655,12.0
52656,6.0
52657,9.0
52658,15.0
52659,3.0
52660,16.0
52661,0.0
52662,9.0
52663,3.0
52664,21.0
52665,36.0
52666,1.0
52667,38.0
52668,46.0
52669,32.0
52670,26.0
52671,14.0
52672,29.0
52673,3.0
52674,15.0
52675,14.0
52676,13.0
52677,40.0
52678,12.0
52679,24.0
52680,32.0
52681,13.0
52682,1.0
52683,1.0
52684,1.0
52685,19.0
52686,8.0
52687,1.0
52688,32.0
52689,3.0
52690,28.0
52691,5.0
52692,0.0
52693,0.0
52694,9.0
52695,13.0
52696,20.0
52697,1.0
52698,1.0
52699,15.0
52700,1.0
52701,0.0
52702,1.0
52703,4.0
52704,8.0
52705,1.0
52706,2.0
52707,4.0
52708,3.0
52709,2.0
52710,0.0
52711,5.0
52712,7.0
52713,5.0
52714,15.0
52715,10.0
52716,5.0
52717,21.0
52718,4.0
52719,10.0
52720,0.0
52721,19.0
52722,12.0
52723,1.0
52724,11.0
52725,12.0
52726,7.0
52727,0.0
52728,1.0
52729,1.0
52730,25.0
52731,19.0
52732,16.0
52733,0.0
52734,2.0
52735,1.0
52736,0.0
52737,0.0
52738,1.0
52739,0.0
52740,2.0
52741,0.0
52742,0.0
52743,1.0
52744,0.0
52745,0.0
52746,0.0
52747,0.0
52748,1.0
52749,1.0
52750,0.0
52751,0.0
52752,0.0
52753,0.0
52754,1.0
52755,0.0
52756,0.0
52757,1.0
52758,1.0
52759,0.0
52760,0.0
52761,1.0
52762,1.0
52763,1.0
52764,1.0
52765,1.0
52766,1.0
52767,1.0
52768,0.0
52769,8.0
52770,3.0
52771,3.0
52772,2.0
52773,1.0
52774,0.0
52775,0.0
52776,1.0
52777,0.0
52778,12.0
52779,24.0
52780,1.0
52781,9.0
52782,19.0
52783,12.0
52784,3.0
52785,7.0
52786,2.0
52787,10.0
52788,2.0
52789,25.0
52790,15.0
52791,1.0
52792,0.0
52793,9.0
52794,2.0
52795,14.0
52796,11.0
52797,1.0
52798,15.0
52799,0.0
52800,0.0
52801,3.0
52802,26.0
52803,3.0
52804,2.0
52805,20.0
52806,14.0
52807,10.0
52808,1.0
52809,13.0
52810,7.0
52811,1.0
52812,12.0
52813,0.0
52814,1.0
52815,24.0
52816,1.0
52817,1.0
52818,9.0
52819,15.0
52820,2.0
52821,17.0
52822,4.0
52823,35.0
52824,0.0
52825,3.0
52826,1.0
52827,29.0
52828,14.0
52829,4.0
52830,4.0
52831,22.0
52832,12.0
52833,38.0
52834,9.0
52835,0.0
52836,0.0
52837,20.0
52838,21.0
52839,1.0
52840,4.0
52841,13.0
52842,0.0
52843,1.0
52844,7.0
52845,7.0
52846,21.0
52847,28.0
52848,9.0
52849,2.0
52850,5.0
52851,0.0
52852,2.0
52853,9.0
52854,14.0
52855,0.0
52856,22.0
52857,20.0
52858,9.0
52859,7.0
52860,20.0
52861,17.0
52862,34.0
52863,16.0
52864,27.0
52865,1.0
52866,42.0
52867,8.0
52868,1.0
52869,34.0
52870,27.0
52871,3.0
52872,16.0
52873,24.0
52874,11.0
52875,36.0
52876,44.0
52877,10.0
52878,18.0
52879,22.0
52880,27.0
52881,44.0
52882,0.0
52883,2.0
52884,12.0
52885,10.0
52886,11.0
52887,37.0
52888,1.0
52889,32.0
52890,25.0
52891,0.0
52892,32.0
52893,11.0
52894,0.0
52895,26.0
52896,1.0
52897,23.0
52898,31.0
52899,22.0
52900,1.0
52901,8.0
52902,1.0
52903,39.0
52904,11.0
52905,7.0
52906,1.0
52907,3.0
52908,24.0
52909,30.0
52910,9.0
52911,6.0
52912,10.0
52913,1.0
52914,4.0
52915,2.0
52916,13.0
52917,25.0
52918,8.0
52919,28.0
52920,1.0
52921,0.0
52922,0.0
52923,6.0
52924,11.0
52925,26.0
52926,1.0
52927,0.0
52928,25.0
52929,39.0
52930,20.0
52931,1.0
52932,14.0
52933,0.0
52934,0.0
52935,0.0
52936,22.0
52937,3.0
52938,16.0
52939,17.0
52940,0.0
52941,14.0
52942,2.0
52943,6.0
52944,0.0
52945,13.0
52946,7.0
52947,16.0
52948,1.0
52949,1.0
52950,0.0
52951,0.0
52952,1.0
52953,15.0
52954,12.0
52955,1.0
52956,11.0
52957,18.0
52958,0.0
52959,9.0
52960,17.0
52961,1.0
52962,0.0
52963,9.0
52964,5.0
52965,8.0
52966,1.0
52967,20.0
52968,1.0
52969,0.0
52970,5.0
52971,22.0
52972,21.0
52973,23.0
52974,32.0
52975,10.0
52976,5.0
52977,7.0
52978,10.0
52979,0.0
52980,0.0
52981,0.0
52982,25.0
52983,1.0
52984,1.0
52985,0.0
52986,11.0
52987,1.0
52988,1.0
52989,13.0
52990,0.0
52991,13.0
52992,19.0
52993,30.0
52994,10.0
52995,2.0
52996,24.0
52997,15.0
52998,5.0
52999,8.0
53000,9.0
53001,7.0
53002,1.0
53003,11.0
53004,1.0
53005,18.0
53006,18.0
53007,13.0
53008,3.0
53009,1.0
53010,11.0
53011,15.0
53012,2.0
53013,17.0
53014,21.0
53015,13.0
53016,2.0
53017,2.0
53018,20.0
53019,2.0
53020,22.0
53021,0.0
53022,8.0
53023,2.0
53024,9.0
53025,25.0
53026,0.0
53027,22.0
53028,15.0
53029,8.0
53030,10.0
53031,3.0
53032,17.0
53033,14.0
53034,1.0
53035,15.0
53036,11.0
53037,24.0
53038,0.0
53039,25.0
53040,1.0
53041,9.0
53042,14.0
53043,16.0
53044,24.0
53045,6.0
53046,21.0
53047,1.0
53048,42.0
53049,4.0
53050,8.0
53051,29.0
53052,0.0
53053,1.0
53054,4.0
53055,30.0
53056,7.0
53057,3.0
53058,1.0
53059,26.0
53060,0.0
53061,24.0
53062,2.0
53063,25.0
53064,12.0
53065,6.0
53066,1.0
53067,11.0
53068,8.0
53069,11.0
53070,2.0
53071,17.0
53072,10.0
53073,22.0
53074,14.0
53075,1.0
53076,3.0
53077,0.0
53078,8.0
53079,2.0
53080,0.0
53081,6.0
53082,4.0
53083,0.0
53084,20.0
53085,3.0
53086,7.0
53087,2.0
53088,9.0
53089,27.0
53090,21.0
53091,6.0
53092,7.0
53093,14.0
53094,21.0
53095,7.0
53096,2.0
53097,0.0
53098,1.0
53099,1.0
53100,8.0
53101,16.0
53102,2.0
53103,9.0
53104,0.0
53105,14.0
53106,0.0
53107,10.0
53108,14.0
53109,9.0
53110,12.0
53111,2.0
53112,10.0
53113,11.0
53114,1.0
53115,1.0
53116,17.0
53117,1.0
53118,11.0
53119,4.0
53120,12.0
53121,31.0
53122,5.0
53123,0.0
53124,5.0
53125,0.0
53126,16.0
53127,1.0
53128,0.0
53129,21.0
53130,10.0
53131,0.0
53132,0.0
53133,6.0
53134,13.0
53135,2.0
53136,3.0
53137,19.0
53138,6.0
53139,5.0
53140,9.0
53141,1.0
53142,9.0
53143,7.0
53144,3.0
53145,3.0
53146,9.0
53147,14.0
53148,0.0
53149,8.0
53150,1.0
53151,5.0
53152,10.0
53153,2.0
53154,0.0
53155,9.0
53156,17.0
53157,15.0
53158,14.0
53159,2.0
53160,10.0
53161,3.0
53162,15.0
53163,7.0
53164,7.0
53165,7.0
53166,1.0
53167,4.0
53168,8.0
53169,4.0
53170,4.0
53171,5.0
53172,0.0
53173,14.0
53174,3.0
53175,8.0
53176,6.0
53177,4.0
53178,1.0
53179,4.0
53180,7.0
53181,8.0
53182,6.0
53183,11.0
53184,27.0
53185,1.0
53186,1.0
53187,1.0
53188,0.0
53189,0.0
53190,0.0
53191,10.0
53192,1.0
53193,1.0
53194,3.0
53195,0.0
53196,2.0
53197,1.0
53198,0.0
53199,0.0
53200,1.0
53201,0.0
53202,0.0
53203,5.0
53204,0.0
53205,2.0
53206,0.0
53207,0.0
53208,0.0
53209,0.0
53210,2.0
53211,15.0
53212,0.0
53213,0.0
53214,0.0
53215,2.0
53216,1.0
53217,1.0
53218,4.0
53219,0.0
53220,1.0
53221,2.0
53222,3.0
53223,0.0
53224,1.0
53225,0.0
53226,0.0
53227,1.0
53228,0.0
53229,1.0
53230,0.0
53231,1.0
53232,3.0
53233,0.0
53234,1.0
53235,1.0
53236,3.0
53237,6.0
53238,0.0
53239,2.0
53240,1.0
53241,1.0
53242,12.0
53243,1.0
53244,0.0
53245,0.0
53246,0.0
53247,8.0
53248,0.0
53249,0.0
53250,0.0
53251,3.0
53252,2.0
53253,1.0
53254,7.0
53255,0.0
53256,9.0
53257,0.0
53258,1.0
53259,23.0
53260,18.0
53261,16.0
53262,12.0
53263,1.0
53264,13.0
53265,1.0
53266,0.0
53267,30.0
53268,3.0
53269,23.0
53270,3.0
53271,0.0
53272,14.0
53273,4.0
53274,1.0
53275,4.0
53276,16.0
53277,19.0
53278,2.0
53279,0.0
53280,3.0
53281,0.0
53282,1.0
53283,0.0
53284,0.0
53285,1.0
53286,3.0
53287,5.0
53288,0.0
53289,0.0
53290,10.0
53291,29.0
53292,22.0
53293,1.0
53294,0.0
53295,15.0
53296,0.0
53297,1.0
53298,1.0
53299,3.0
53300,1.0
53301,24.0
53302,4.0
53303,23.0
53304,0.0
53305,1.0
53306,1.0
53307,1.0
53308,4.0
53309,1.0
53310,10.0
53311,16.0
53312,6.0
53313,2.0
53314,2.0
53315,20.0
53316,0.0
53317,17.0
53318,2.0
53319,1.0
53320,6.0
53321,22.0
53322,16.0
53323,10.0
53324,0.0
53325,5.0
53326,2.0
53327,0.0
53328,23.0
53329,0.0
53330,2.0
53331,0.0
53332,0.0
53333,0.0
53334,7.0
53335,3.0
53336,0.0
53337,0.0
53338,16.0
53339,0.0
53340,24.0
53341,12.0
53342,6.0
53343,17.0
53344,20.0
53345,7.0
53346,8.0
53347,6.0
53348,14.0
53349,15.0
53350,12.0
53351,6.0
53352,5.0
53353,21.0
53354,11.0
53355,3.0
53356,23.0
53357,11.0
53358,26.0
53359,1.0
53360,0.0
53361,17.0
53362,7.0
53363,18.0
53364,1.0
53365,14.0
53366,21.0
53367,3.0
53368,1.0
53369,23.0
53370,0.0
53371,3.0
53372,19.0
53373,12.0
53374,15.0
53375,23.0
53376,12.0
53377,3.0
53378,1.0
53379,5.0
53380,3.0
53381,0.0
53382,6.0
53383,17.0
53384,9.0
53385,7.0
53386,8.0
53387,16.0
53388,4.0
53389,33.0
53390,1.0
53391,6.0
53392,25.0
53393,15.0
53394,0.0
53395,26.0
53396,5.0
53397,6.0
53398,15.0
53399,18.0
53400,10.0
53401,6.0
53402,7.0
53403,25.0
53404,1.0
53405,7.0
53406,2.0
53407,2.0
53408,33.0
53409,13.0
53410,13.0
53411,23.0
53412,6.0
53413,2.0
53414,25.0
53415,3.0
53416,9.0
53417,25.0
53418,15.0
53419,17.0
53420,15.0
53421,5.0
53422,5.0
53423,34.0
53424,15.0
53425,1.0
53426,40.0
53427,6.0
53428,28.0
53429,0.0
53430,17.0
53431,21.0
53432,2.0
53433,1.0
53434,5.0
53435,15.0
53436,1.0
53437,12.0
53438,0.0
53439,19.0
53440,0.0
53441,3.0
53442,26.0
53443,1.0
53444,21.0
53445,14.0
53446,18.0
53447,2.0
53448,1.0
53449,18.0
53450,2.0
53451,0.0
53452,19.0
53453,0.0
53454,1.0
53455,8.0
53456,1.0
53457,5.0
53458,38.0
53459,2.0
53460,16.0
53461,20.0
53462,1.0
53463,33.0
53464,0.0
53465,0.0
53466,8.0
53467,24.0
53468,9.0
53469,19.0
53470,2.0
53471,25.0
53472,8.0
53473,12.0
53474,2.0
53475,0.0
53476,1.0
53477,2.0
53478,11.0
53479,5.0
53480,2.0
53481,5.0
53482,7.0
53483,2.0
53484,2.0
53485,4.0
53486,1.0
53487,20.0
53488,9.0
53489,3.0
53490,6.0
53491,31.0
53492,3.0
53493,2.0
53494,6.0
53495,26.0
53496,0.0
53497,1.0
53498,0.0
53499,18.0
53500,0.0
53501,6.0
53502,0.0
53503,4.0
53504,3.0
53505,0.0
53506,0.0
53507,1.0
53508,15.0
53509,13.0
53510,27.0
53511,22.0
53512,6.0
53513,27.0
53514,26.0
53515,0.0
53516,22.0
53517,2.0
53518,19.0
53519,1.0
53520,13.0
53521,2.0
53522,2.0
53523,16.0
53524,0.0
53525,2.0
53526,6.0
53527,0.0
53528,8.0
53529,0.0
53530,6.0
53531,6.0
53532,3.0
53533,1.0
53534,0.0
53535,0.0
53536,5.0
53537,1.0
53538,17.0
53539,10.0
53540,28.0
53541,0.0
53542,5.0
53543,0.0
53544,11.0
53545,1.0
53546,1.0
53547,9.0
53548,17.0
53549,1.0
53550,28.0
53551,2.0
53552,16.0
53553,13.0
53554,1.0
53555,4.0
53556,1.0
53557,7.0
53558,28.0
53559,2.0
53560,0.0
53561,4.0
53562,6.0
53563,10.0
53564,6.0
53565,3.0
53566,1.0
53567,12.0
53568,7.0
53569,5.0
53570,6.0
53571,22.0
53572,1.0
53573,21.0
53574,5.0
53575,12.0
53576,12.0
53577,0.0
53578,1.0
53579,16.0
53580,0.0
53581,7.0
53582,1.0
53583,0.0
53584,1.0
53585,6.0
53586,15.0
53587,15.0
53588,0.0
53589,10.0
53590,0.0
53591,1.0
53592,0.0
53593,4.0
53594,0.0
53595,0.0
53596,15.0
53597,7.0
53598,14.0
53599,0.0
53600,7.0
53601,0.0
53602,33.0
53603,6.0
53604,8.0
53605,15.0
53606,11.0
53607,4.0
53608,2.0
53609,4.0
53610,1.0
53611,0.0
53612,10.0
53613,8.0
53614,3.0
53615,15.0
53616,0.0
53617,13.0
53618,4.0
53619,1.0
53620,1.0
53621,1.0
53622,1.0
53623,13.0
53624,16.0
53625,12.0
53626,1.0
53627,12.0
53628,1.0
53629,4.0
53630,0.0
53631,4.0
53632,6.0
53633,15.0
53634,8.0
53635,7.0
53636,1.0
53637,16.0
53638,18.0
53639,1.0
53640,2.0
53641,2.0
53642,0.0
53643,0.0
53644,9.0
53645,15.0
53646,0.0
53647,15.0
53648,6.0
53649,11.0
53650,10.0
53651,10.0
53652,18.0
53653,4.0
53654,6.0
53655,12.0
53656,17.0
53657,2.0
53658,4.0
53659,9.0
53660,3.0
53661,9.0
53662,2.0
53663,0.0
53664,15.0
53665,7.0
53666,2.0
53667,5.0
53668,4.0
53669,0.0
53670,0.0
53671,4.0
53672,0.0
53673,0.0
53674,0.0
53675,0.0
53676,1.0
53677,0.0
53678,0.0
53679,0.0
53680,0.0
53681,0.0
53682,7.0
53683,0.0
53684,1.0
53685,0.0
53686,1.0
53687,0.0
53688,0.0
53689,0.0
53690,1.0
53691,0.0
53692,0.0
53693,1.0
53694,0.0
53695,0.0
53696,0.0
53697,0.0
53698,1.0
53699,1.0
53700,1.0
53701,0.0
53702,0.0
53703,0.0
53704,2.0
53705,1.0
53706,0.0
53707,0.0
53708,0.0
53709,1.0
53710,0.0
53711,10.0
53712,0.0
53713,0.0
53714,1.0
53715,0.0
53716,0.0
53717,2.0
53718,1.0
53719,1.0
53720,1.0
53721,0.0
53722,0.0
53723,1.0
53724,0.0
53725,0.0
53726,0.0
53727,1.0
53728,0.0
53729,0.0
53730,0.0
53731,0.0
53732,0.0
53733,0.0
53734,0.0
53735,2.0
53736,0.0
53737,1.0
53738,1.0
53739,0.0
53740,6.0
53741,19.0
53742,11.0
53743,0.0
53744,0.0
53745,9.0
53746,16.0
53747,1.0
53748,1.0
53749,7.0
53750,6.0
53751,8.0
53752,9.0
53753,9.0
53754,1.0
53755,0.0
53756,4.0
53757,2.0
53758,5.0
53759,1.0
53760,9.0
53761,3.0
53762,16.0
53763,0.0
53764,9.0
53765,1.0
53766,7.0
53767,1.0
53768,5.0
53769,0.0
53770,0.0
53771,3.0
53772,4.0
53773,10.0
53774,4.0
53775,0.0
53776,1.0
53777,20.0
53778,1.0
53779,3.0
53780,1.0
53781,16.0
53782,0.0
53783,7.0
53784,0.0
53785,7.0
53786,1.0
53787,0.0
53788,0.0
53789,0.0
53790,17.0
53791,2.0
53792,0.0
53793,14.0
53794,3.0
53795,16.0
53796,0.0
53797,0.0
53798,0.0
53799,6.0
53800,2.0
53801,2.0
53802,8.0
53803,14.0
53804,1.0
53805,0.0
53806,6.0
53807,0.0
53808,0.0
53809,3.0
53810,1.0
53811,5.0
53812,0.0
53813,4.0
53814,1.0
53815,3.0
53816,0.0
53817,0.0
53818,1.0
53819,1.0
53820,20.0
53821,0.0
53822,1.0
53823,5.0
53824,42.0
53825,6.0
53826,1.0
53827,1.0
53828,8.0
53829,0.0
53830,15.0
53831,0.0
53832,12.0
53833,3.0
53834,16.0
53835,5.0
53836,2.0
53837,16.0
53838,0.0
53839,24.0
53840,1.0
53841,2.0
53842,0.0
53843,9.0
53844,16.0
53845,0.0
53846,11.0
53847,1.0
53848,35.0
53849,16.0
53850,23.0
53851,6.0
53852,15.0
53853,1.0
53854,7.0
53855,18.0
53856,8.0
53857,1.0
53858,14.0
53859,1.0
53860,4.0
53861,2.0
53862,0.0
53863,16.0
53864,12.0
53865,0.0
53866,21.0
53867,2.0
53868,7.0
53869,31.0
53870,0.0
53871,0.0
53872,1.0
53873,1.0
53874,1.0
53875,5.0
53876,2.0
53877,8.0
53878,0.0
53879,1.0
53880,5.0
53881,1.0
53882,0.0
53883,0.0
53884,1.0
53885,17.0
53886,3.0
53887,31.0
53888,4.0
53889,3.0
53890,19.0
53891,12.0
53892,8.0
53893,2.0
53894,11.0
53895,0.0
53896,6.0
53897,1.0
53898,3.0
53899,0.0
53900,3.0
53901,2.0
53902,1.0
53903,2.0
53904,1.0
53905,1.0
53906,4.0
53907,17.0
53908,0.0
53909,2.0
53910,9.0
53911,9.0
53912,1.0
53913,9.0
53914,4.0
53915,0.0
53916,6.0
53917,0.0
53918,13.0
53919,0.0
53920,2.0
53921,6.0
53922,1.0
53923,2.0
53924,2.0
53925,10.0
53926,1.0
53927,2.0
53928,1.0
53929,5.0
53930,2.0
53931,9.0
53932,3.0
53933,1.0
53934,0.0
53935,10.0
53936,0.0
53937,0.0
53938,6.0
53939,0.0
53940,1.0
53941,13.0
53942,0.0
53943,2.0
53944,0.0
53945,2.0
53946,1.0
53947,1.0
53948,1.0
53949,2.0
53950,6.0
53951,4.0
53952,7.0
53953,12.0
53954,10.0
53955,0.0
53956,3.0
53957,1.0
53958,5.0
53959,1.0
53960,1.0
53961,7.0
53962,18.0
53963,0.0
53964,1.0
53965,4.0
53966,0.0
53967,3.0
53968,1.0
53969,3.0
53970,7.0
53971,4.0
53972,23.0
53973,27.0
53974,1.0
53975,9.0
53976,40.0
53977,3.0
53978,0.0
53979,5.0
53980,2.0
53981,19.0
53982,6.0
53983,3.0
53984,12.0
53985,17.0
53986,5.0
53987,1.0
53988,3.0
53989,0.0
53990,0.0
53991,2.0
53992,1.0
53993,1.0
53994,0.0
53995,0.0
53996,3.0
53997,0.0
53998,0.0
53999,0.0
54000,15.0
54001,21.0
54002,3.0
54003,3.0
54004,2.0
54005,2.0
54006,14.0
54007,29.0
54008,1.0
54009,13.0
54010,0.0
54011,1.0
54012,25.0
54013,1.0
54014,56.0
54015,0.0
54016,0.0
54017,7.0
54018,6.0
54019,18.0
54020,4.0
54021,1.0
54022,0.0
54023,2.0
54024,1.0
54025,2.0
54026,13.0
54027,0.0
54028,0.0
54029,11.0
54030,1.0
54031,1.0
54032,0.0
54033,4.0
54034,21.0
54035,0.0
54036,10.0
54037,3.0
54038,13.0
54039,11.0
54040,12.0
54041,0.0
54042,1.0
54043,1.0
54044,0.0
54045,2.0
54046,0.0
54047,10.0
54048,25.0
54049,0.0
54050,3.0
54051,1.0
54052,2.0
54053,3.0
54054,13.0
54055,20.0
54056,10.0
54057,12.0
54058,0.0
54059,0.0
54060,8.0
54061,1.0
54062,0.0
54063,1.0
54064,1.0
54065,0.0
54066,1.0
54067,2.0
54068,3.0
54069,0.0
54070,24.0
54071,2.0
54072,0.0
54073,0.0
54074,0.0
54075,1.0
54076,2.0
54077,0.0
54078,3.0
54079,21.0
54080,3.0
54081,2.0
54082,9.0
54083,0.0
54084,4.0
54085,0.0
54086,11.0
54087,0.0
54088,0.0
54089,0.0
54090,0.0
54091,0.0
54092,4.0
54093,3.0
54094,0.0
54095,7.0
54096,1.0
54097,10.0
54098,6.0
54099,2.0
54100,2.0
54101,0.0
54102,4.0
54103,11.0
54104,9.0
54105,1.0
54106,8.0
54107,5.0
54108,1.0
54109,3.0
54110,6.0
54111,2.0
54112,0.0
54113,0.0
54114,1.0
54115,0.0
54116,0.0
54117,16.0
54118,0.0
54119,1.0
54120,0.0
54121,1.0
54122,0.0
54123,1.0
54124,8.0
54125,3.0
54126,1.0
54127,0.0
54128,1.0
54129,15.0
54130,1.0
54131,19.0
54132,17.0
54133,6.0
54134,0.0
54135,0.0
54136,0.0
54137,0.0
54138,0.0
54139,29.0
54140,19.0
54141,36.0
54142,0.0
54143,0.0
54144,34.0
54145,21.0
54146,1.0
54147,1.0
54148,1.0
54149,6.0
54150,0.0
54151,4.0
54152,1.0
54153,5.0
54154,0.0
54155,22.0
54156,1.0
54157,29.0
54158,2.0
54159,6.0
54160,0.0
54161,0.0
54162,1.0
54163,1.0
54164,8.0
54165,11.0
54166,1.0
54167,0.0
54168,9.0
54169,4.0
54170,5.0
54171,6.0
54172,5.0
54173,10.0
54174,33.0
54175,23.0
54176,0.0
54177,6.0
54178,26.0
54179,1.0
54180,5.0
54181,14.0
54182,11.0
54183,0.0
54184,14.0
54185,10.0
54186,12.0
54187,4.0
54188,2.0
54189,9.0
54190,1.0
54191,16.0
54192,1.0
54193,2.0
54194,3.0
54195,16.0
54196,1.0
54197,3.0
54198,10.0
54199,0.0
54200,0.0
54201,5.0
54202,3.0
54203,0.0
54204,2.0
54205,2.0
54206,0.0
54207,5.0
54208,0.0
54209,1.0
54210,1.0
54211,5.0
54212,0.0
54213,5.0
54214,1.0
54215,0.0
54216,0.0
54217,2.0
54218,7.0
54219,8.0
54220,17.0
54221,0.0
54222,13.0
54223,42.0
54224,1.0
54225,0.0
54226,2.0
54227,16.0
54228,2.0
54229,1.0
54230,0.0
54231,16.0
54232,0.0
54233,0.0
54234,0.0
54235,23.0
54236,1.0
54237,4.0
54238,1.0
54239,0.0
54240,1.0
54241,2.0
54242,19.0
54243,1.0
54244,0.0
54245,1.0
54246,4.0
54247,1.0
54248,0.0
54249,2.0
54250,1.0
54251,0.0
54252,6.0
54253,12.0
54254,0.0
54255,4.0
54256,0.0
54257,0.0
54258,1.0
54259,0.0
54260,0.0
54261,4.0
54262,0.0
54263,4.0
54264,15.0
54265,0.0
54266,4.0
54267,0.0
54268,24.0
54269,0.0
54270,5.0
54271,0.0
54272,3.0
54273,13.0
54274,6.0
54275,0.0
54276,0.0
54277,9.0
54278,32.0
54279,2.0
54280,1.0
54281,0.0
54282,14.0
54283,1.0
54284,11.0
54285,4.0
54286,2.0
54287,2.0
54288,2.0
54289,4.0
54290,18.0
54291,0.0
54292,5.0
54293,0.0
54294,0.0
54295,18.0
54296,0.0
54297,3.0
54298,33.0
54299,2.0
54300,1.0
54301,4.0
54302,0.0
54303,5.0
54304,3.0
54305,1.0
54306,3.0
54307,0.0
54308,13.0
54309,9.0
54310,2.0
54311,1.0
54312,4.0
54313,1.0
54314,12.0
54315,4.0
54316,1.0
54317,1.0
54318,7.0
54319,0.0
54320,0.0
54321,7.0
54322,0.0
54323,2.0
54324,1.0
54325,4.0
54326,16.0
54327,1.0
54328,1.0
54329,1.0
54330,0.0
54331,0.0
54332,18.0
54333,2.0
54334,0.0
54335,3.0
54336,1.0
54337,0.0
54338,14.0
54339,0.0
54340,2.0
54341,1.0
54342,0.0
54343,0.0
54344,6.0
54345,17.0
54346,30.0
54347,4.0
54348,11.0
54349,0.0
54350,1.0
54351,21.0
54352,15.0
54353,2.0
54354,2.0
54355,3.0
54356,23.0
54357,0.0
54358,2.0
54359,0.0
54360,0.0
54361,1.0
54362,1.0
54363,0.0
54364,1.0
54365,0.0
54366,2.0
54367,1.0
54368,7.0
54369,6.0
54370,8.0
54371,0.0
54372,1.0
54373,6.0
54374,1.0
54375,20.0
54376,4.0
54377,16.0
54378,1.0
54379,1.0
54380,27.0
54381,1.0
54382,11.0
54383,2.0
54384,0.0
54385,7.0
54386,2.0
54387,11.0
54388,4.0
54389,10.0
54390,10.0
54391,6.0
54392,1.0
54393,4.0
54394,1.0
54395,8.0
54396,5.0
54397,21.0
54398,0.0
54399,10.0
54400,1.0
54401,14.0
54402,1.0
54403,7.0
54404,0.0
54405,0.0
54406,3.0
54407,3.0
54408,0.0
54409,0.0
54410,4.0
54411,0.0
54412,0.0
54413,4.0
54414,0.0
54415,1.0
54416,3.0
54417,1.0
54418,3.0
54419,0.0
54420,0.0
54421,5.0
54422,11.0
54423,15.0
54424,3.0
54425,0.0
54426,17.0
54427,6.0
54428,2.0
54429,0.0
54430,9.0
54431,0.0
54432,0.0
54433,6.0
54434,0.0
54435,1.0
54436,6.0
54437,9.0
54438,15.0
54439,15.0
54440,2.0
54441,4.0
54442,1.0
54443,21.0
54444,3.0
54445,0.0
54446,0.0
54447,2.0
54448,1.0
54449,14.0
54450,31.0
54451,0.0
54452,0.0
54453,7.0
54454,1.0
54455,0.0
54456,0.0
54457,3.0
54458,4.0
54459,0.0
54460,9.0
54461,6.0
54462,1.0
54463,13.0
54464,15.0
54465,0.0
54466,13.0
54467,0.0
54468,0.0
54469,2.0
54470,5.0
54471,0.0
54472,0.0
54473,16.0
54474,2.0
54475,7.0
54476,0.0
54477,3.0
54478,1.0
54479,9.0
54480,1.0
54481,3.0
54482,4.0
54483,1.0
54484,17.0
54485,1.0
54486,2.0
54487,12.0
54488,3.0
54489,0.0
54490,0.0
54491,4.0
54492,2.0
54493,8.0
54494,11.0
54495,0.0
54496,18.0
54497,0.0
54498,1.0
54499,3.0
54500,2.0
54501,16.0
54502,5.0
54503,1.0
54504,1.0
54505,0.0
54506,16.0
54507,0.0
54508,3.0
54509,1.0
54510,2.0
54511,1.0
54512,0.0
54513,15.0
54514,3.0
54515,0.0
54516,2.0
54517,5.0
54518,14.0
54519,0.0
54520,1.0
54521,2.0
54522,0.0
54523,3.0
54524,1.0
54525,4.0
54526,0.0
54527,1.0
54528,0.0
54529,1.0
54530,1.0
54531,14.0
54532,0.0
54533,14.0
54534,8.0
54535,33.0
54536,1.0
54537,0.0
54538,0.0
54539,1.0
54540,1.0
54541,10.0
54542,26.0
54543,1.0
54544,33.0
54545,5.0
54546,2.0
54547,14.0
54548,11.0
54549,1.0
54550,0.0
54551,1.0
54552,1.0
54553,28.0
54554,0.0
54555,5.0
54556,1.0
54557,2.0
54558,2.0
54559,11.0
54560,1.0
54561,0.0
54562,12.0
54563,0.0
54564,0.0
54565,0.0
54566,9.0
54567,4.0
54568,2.0
54569,13.0
54570,19.0
