,Lmtk2
7777,2.0
7778,17.0
7779,0.0
7780,4.0
7781,6.0
7782,4.0
7783,7.0
7784,1.0
7785,0.0
7786,0.0
7787,12.0
7788,10.0
7789,2.0
7790,0.0
7791,0.0
7792,1.0
7793,0.0
7794,15.0
7795,3.0
7796,0.0
7797,3.0
7798,0.0
7799,9.0
7800,13.0
7801,7.0
7802,10.0
7803,18.0
7804,7.0
7805,7.0
7806,3.0
7807,1.0
7808,6.0
7809,5.0
7810,18.0
7811,0.0
7812,8.0
7813,9.0
7814,0.0
7815,0.0
7816,5.0
7817,4.0
7818,5.0
7819,2.0
7820,9.0
7821,9.0
7822,0.0
7823,0.0
7824,2.0
7825,0.0
7826,1.0
7827,5.0
7828,10.0
7829,3.0
7830,3.0
7831,0.0
7832,6.0
7833,13.0
7834,22.0
7835,2.0
7836,2.0
7837,0.0
7838,19.0
7839,4.0
7840,9.0
7841,5.0
7842,16.0
7843,2.0
7844,0.0
7845,0.0
7846,0.0
7847,3.0
7848,25.0
7849,4.0
7850,1.0
7851,9.0
7852,11.0
7853,1.0
7854,8.0
7855,4.0
7856,0.0
7857,0.0
7858,7.0
7859,2.0
7860,32.0
7861,4.0
7862,8.0
7863,9.0
7864,1.0
7865,2.0
7866,18.0
7867,1.0
7868,5.0
7869,4.0
7870,0.0
7871,0.0
7872,1.0
7873,0.0
7874,0.0
7875,0.0
7876,12.0
7877,3.0
7878,0.0
7879,0.0
7880,11.0
7881,1.0
7882,0.0
7883,0.0
7884,0.0
7885,13.0
7886,6.0
7887,15.0
7888,1.0
7889,16.0
7890,1.0
7891,14.0
7892,3.0
7893,6.0
7894,1.0
7895,9.0
7896,0.0
7897,9.0
7898,0.0
7899,5.0
7900,5.0
7901,0.0
7902,16.0
7903,0.0
7904,2.0
7905,0.0
7906,2.0
7907,0.0
7908,23.0
7909,0.0
7910,5.0
7911,0.0
7912,6.0
7913,0.0
7914,0.0
7915,3.0
7916,0.0
7917,10.0
7918,2.0
7919,2.0
7920,25.0
7921,5.0
7922,2.0
7923,17.0
7924,0.0
7925,0.0
7926,19.0
7927,3.0
7928,11.0
7929,0.0
7930,0.0
7931,22.0
7932,0.0
7933,8.0
7934,1.0
7935,0.0
7936,1.0
7937,0.0
7938,1.0
7939,0.0
7940,2.0
7941,18.0
7942,0.0
7943,3.0
7944,3.0
7945,7.0
7946,5.0
7947,8.0
7948,2.0
7949,1.0
7950,3.0
7951,1.0
7952,3.0
7953,2.0
7954,0.0
7955,19.0
7956,3.0
7957,6.0
7958,0.0
7959,0.0
7960,7.0
7961,8.0
7962,8.0
7963,8.0
7964,0.0
7965,0.0
7966,2.0
7967,0.0
7968,9.0
7969,0.0
7970,4.0
7971,10.0
7972,3.0
7973,6.0
7974,14.0
7975,0.0
7976,0.0
7977,1.0
7978,0.0
7979,9.0
7980,8.0
7981,4.0
7982,1.0
7983,1.0
7984,10.0
7985,11.0
7986,5.0
7987,12.0
7988,8.0
7989,3.0
7990,0.0
7991,7.0
7992,2.0
7993,2.0
7994,6.0
7995,5.0
7996,4.0
7997,9.0
7998,5.0
7999,1.0
8000,5.0
8001,11.0
8002,0.0
8003,0.0
8004,7.0
8005,7.0
8006,0.0
8007,3.0
8008,2.0
8009,2.0
8010,6.0
8011,1.0
8012,1.0
8013,1.0
8014,2.0
8015,1.0
8016,8.0
8017,1.0
8018,6.0
8019,10.0
8020,4.0
8021,11.0
8022,1.0
8023,1.0
8024,12.0
8025,0.0
8026,8.0
8027,13.0
8028,0.0
8029,5.0
8030,0.0
8031,9.0
8032,1.0
8033,0.0
8034,4.0
8035,10.0
8036,6.0
8037,4.0
8038,4.0
8039,0.0
8040,9.0
8041,4.0
8042,9.0
8043,1.0
8044,0.0
8045,7.0
8046,0.0
8047,1.0
8048,8.0
8049,2.0
8050,4.0
8051,9.0
8052,3.0
8053,6.0
8054,2.0
8055,0.0
8056,9.0
8057,0.0
8058,7.0
8059,7.0
8060,2.0
8061,3.0
8062,0.0
8063,2.0
8064,7.0
8065,0.0
8066,3.0
8067,19.0
8068,1.0
8069,1.0
8070,3.0
8071,1.0
8072,0.0
8073,3.0
8074,18.0
8075,0.0
8076,10.0
8077,1.0
8078,14.0
8079,4.0
8080,9.0
8081,13.0
8082,10.0
8083,8.0
8084,16.0
8085,0.0
8086,2.0
8087,4.0
8088,6.0
8089,1.0
8090,5.0
8091,11.0
8092,9.0
8093,0.0
8094,10.0
8095,0.0
8096,12.0
8097,0.0
8098,2.0
8099,5.0
8100,6.0
8101,1.0
8102,2.0
8103,0.0
8104,8.0
8105,0.0
8106,1.0
8107,10.0
8108,0.0
8109,0.0
8110,2.0
8111,7.0
8112,0.0
8113,6.0
8114,0.0
8115,13.0
8116,6.0
8117,1.0
8118,14.0
8119,1.0
8120,6.0
8121,13.0
8122,1.0
8123,4.0
8124,13.0
8125,1.0
8126,4.0
8127,11.0
8128,1.0
8129,3.0
8130,2.0
8131,0.0
8132,6.0
8133,2.0
8134,3.0
8135,3.0
8136,1.0
8137,8.0
8138,0.0
8139,3.0
8140,5.0
8141,9.0
8142,8.0
8143,9.0
8144,10.0
8145,2.0
8146,27.0
8147,3.0
8148,13.0
8149,6.0
8150,9.0
8151,0.0
8152,1.0
8153,1.0
8154,4.0
8155,0.0
8156,5.0
8157,9.0
8158,6.0
8159,2.0
8160,5.0
8161,3.0
8162,5.0
8163,0.0
8164,4.0
8165,8.0
8166,10.0
8167,4.0
8168,2.0
8169,3.0
8170,26.0
8171,5.0
8172,9.0
8173,0.0
8174,4.0
8175,0.0
8176,13.0
8177,17.0
8178,11.0
8179,2.0
8180,12.0
8181,10.0
8182,14.0
8183,10.0
8184,8.0
8185,6.0
8186,0.0
8187,0.0
8188,5.0
8189,10.0
8190,0.0
8191,5.0
8192,2.0
8193,9.0
8194,2.0
8195,8.0
8196,12.0
8197,5.0
8198,38.0
8199,2.0
8200,5.0
8201,1.0
8202,1.0
8203,2.0
8204,10.0
8205,16.0
8206,3.0
8207,4.0
8208,9.0
8209,4.0
8210,33.0
8211,23.0
8212,5.0
8213,0.0
8214,1.0
8215,14.0
8216,5.0
8217,2.0
8218,9.0
8219,16.0
8220,3.0
8221,9.0
8222,3.0
8223,4.0
8224,1.0
8225,6.0
8226,0.0
8227,8.0
8228,0.0
8229,6.0
8230,10.0
8231,2.0
8232,10.0
8233,3.0
8234,10.0
8235,1.0
8236,7.0
8237,8.0
8238,1.0
8239,4.0
8240,1.0
8241,6.0
8242,10.0
8243,0.0
8244,9.0
8245,7.0
8246,5.0
8247,2.0
8248,3.0
8249,8.0
8250,9.0
8251,7.0
8252,1.0
8253,2.0
8254,5.0
8255,14.0
8256,5.0
8257,4.0
8258,13.0
8259,3.0
8260,1.0
8261,1.0
8262,2.0
8263,0.0
8264,2.0
8265,0.0
8266,6.0
8267,13.0
8268,5.0
8269,5.0
8270,2.0
8271,0.0
8272,4.0
8273,1.0
8274,8.0
8275,9.0
8276,4.0
8277,0.0
8278,0.0
8279,13.0
8280,6.0
8281,6.0
8282,8.0
8283,3.0
8284,5.0
8285,0.0
8286,4.0
8287,10.0
8288,3.0
8289,11.0
8290,12.0
8291,12.0
8292,2.0
8293,2.0
8294,10.0
8295,1.0
8296,0.0
8297,3.0
8298,9.0
8299,7.0
8300,2.0
8301,1.0
8302,8.0
8303,7.0
8304,5.0
8305,5.0
8306,7.0
8307,2.0
8308,0.0
8309,1.0
8310,9.0
8311,7.0
8312,0.0
8313,7.0
8314,0.0
8315,0.0
8316,1.0
8317,7.0
8318,6.0
8319,0.0
8320,10.0
8321,1.0
8322,1.0
8323,2.0
8324,13.0
8325,10.0
8326,6.0
8327,10.0
8328,0.0
8329,11.0
8330,8.0
8331,8.0
8332,0.0
8333,0.0
8334,0.0
8335,2.0
8336,5.0
8337,7.0
8338,10.0
8339,2.0
8340,6.0
8341,2.0
8342,0.0
8343,4.0
8344,19.0
8345,10.0
8346,7.0
8347,5.0
8348,0.0
8349,3.0
8350,5.0
8351,10.0
8352,5.0
8353,6.0
8354,0.0
8355,4.0
8356,2.0
8357,9.0
8358,7.0
8359,23.0
8360,5.0
8361,6.0
8362,7.0
8363,1.0
8364,9.0
8365,0.0
8366,4.0
8367,3.0
8368,13.0
8369,3.0
8370,10.0
8371,22.0
8372,21.0
8373,2.0
8374,21.0
8375,11.0
8376,1.0
8377,2.0
8378,9.0
8379,1.0
8380,16.0
8381,14.0
8382,8.0
8383,1.0
8384,2.0
8385,5.0
8386,12.0
8387,1.0
8388,1.0
8389,0.0
8390,8.0
8391,17.0
8392,19.0
8393,9.0
8394,0.0
8395,5.0
8396,17.0
8397,0.0
8398,2.0
8399,10.0
8400,5.0
8401,0.0
8402,7.0
8403,15.0
8404,8.0
8405,19.0
8406,10.0
8407,4.0
8408,5.0
8409,2.0
8410,0.0
8411,0.0
8412,10.0
8413,9.0
8414,10.0
8415,3.0
8416,24.0
8417,0.0
8418,7.0
8419,9.0
8420,10.0
8421,10.0
8422,19.0
8423,19.0
8424,13.0
8425,1.0
8426,38.0
8427,7.0
8428,1.0
8429,15.0
8430,3.0
8431,3.0
8432,3.0
8433,23.0
8434,21.0
8435,7.0
8436,39.0
8437,8.0
8438,19.0
8439,16.0
8440,0.0
8441,21.0
8442,2.0
8443,2.0
8444,1.0
8445,2.0
8446,11.0
8447,32.0
8448,14.0
8449,2.0
8450,12.0
8451,5.0
8452,4.0
8453,9.0
8454,14.0
8455,0.0
8456,1.0
8457,9.0
8458,8.0
8459,8.0
8460,15.0
8461,10.0
8462,12.0
8463,9.0
8464,8.0
8465,9.0
8466,8.0
8467,3.0
8468,2.0
8469,15.0
8470,1.0
8471,36.0
8472,19.0
8473,1.0
8474,0.0
8475,1.0
8476,6.0
8477,9.0
8478,8.0
8479,3.0
8480,3.0
8481,14.0
8482,0.0
8483,3.0
8484,9.0
8485,6.0
8486,14.0
8487,9.0
8488,4.0
8489,0.0
8490,10.0
8491,6.0
8492,0.0
8493,0.0
8494,7.0
8495,7.0
8496,8.0
8497,0.0
8498,5.0
8499,11.0
8500,0.0
8501,1.0
8502,0.0
8503,4.0
8504,9.0
8505,3.0
8506,0.0
8507,2.0
8508,10.0
8509,10.0
8510,8.0
8511,1.0
8512,1.0
8513,6.0
8514,22.0
8515,18.0
8516,0.0
8517,4.0
8518,0.0
8519,3.0
8520,9.0
8521,15.0
8522,22.0
8523,2.0
8524,8.0
8525,20.0
8526,0.0
8527,4.0
8528,2.0
8529,13.0
8530,12.0
8531,0.0
8532,21.0
8533,1.0
8534,18.0
8535,20.0
8536,2.0
8537,8.0
8538,1.0
8539,5.0
8540,19.0
8541,2.0
8542,9.0
8543,1.0
8544,0.0
8545,7.0
8546,21.0
8547,13.0
8548,3.0
8549,20.0
8550,17.0
8551,4.0
8552,13.0
8553,7.0
8554,2.0
8555,4.0
8556,10.0
8557,9.0
8558,4.0
8559,1.0
8560,3.0
8561,3.0
8562,4.0
8563,1.0
8564,22.0
8565,2.0
8566,11.0
8567,3.0
8568,13.0
8569,4.0
8570,25.0
8571,0.0
8572,5.0
8573,1.0
8574,1.0
8575,0.0
8576,9.0
8577,0.0
8578,12.0
8579,0.0
8580,3.0
8581,4.0
8582,1.0
8583,6.0
8584,16.0
8585,18.0
8586,1.0
8587,2.0
8588,29.0
8589,6.0
8590,22.0
8591,8.0
8592,3.0
8593,0.0
8594,8.0
8595,1.0
8596,2.0
8597,16.0
8598,5.0
8599,10.0
8600,17.0
8601,16.0
8602,1.0
8603,13.0
8604,8.0
8605,11.0
8606,0.0
8607,0.0
8608,8.0
8609,2.0
8610,1.0
8611,13.0
8612,18.0
8613,11.0
8614,0.0
8615,0.0
8616,6.0
8617,9.0
8618,7.0
8619,14.0
8620,19.0
8621,5.0
8622,13.0
8623,16.0
8624,5.0
8625,1.0
8626,9.0
8627,11.0
8628,12.0
8629,0.0
8630,23.0
8631,1.0
8632,13.0
8633,13.0
8634,10.0
8635,11.0
8636,7.0
8637,20.0
8638,18.0
8639,18.0
8640,0.0
8641,13.0
8642,0.0
8643,8.0
8644,0.0
8645,13.0
8646,0.0
8647,23.0
8648,9.0
8649,4.0
8650,18.0
8651,9.0
8652,19.0
8653,15.0
8654,1.0
8655,4.0
8656,9.0
8657,1.0
8658,21.0
8659,0.0
8660,2.0
8661,4.0
8662,17.0
8663,6.0
8664,17.0
8665,0.0
8666,17.0
8667,0.0
8668,13.0
8669,2.0
8670,8.0
8671,17.0
8672,4.0
8673,1.0
8674,9.0
8675,24.0
8676,16.0
8677,3.0
8678,2.0
8679,11.0
8680,14.0
8681,7.0
8682,0.0
8683,17.0
8684,9.0
8685,8.0
8686,12.0
8687,2.0
8688,7.0
8689,1.0
8690,15.0
8691,11.0
8692,8.0
8693,9.0
8694,13.0
8695,1.0
8696,5.0
8697,3.0
8698,24.0
8699,11.0
8700,15.0
8701,0.0
8702,13.0
8703,16.0
8704,14.0
8705,1.0
8706,14.0
8707,2.0
8708,12.0
8709,0.0
8710,5.0
8711,5.0
8712,24.0
8713,20.0
8714,17.0
8715,19.0
8716,5.0
8717,4.0
8718,10.0
8719,6.0
8720,0.0
8721,18.0
8722,8.0
8723,12.0
8724,17.0
8725,7.0
8726,4.0
8727,12.0
8728,0.0
8729,8.0
8730,19.0
8731,1.0
8732,5.0
8733,3.0
8734,6.0
8735,7.0
8736,8.0
8737,12.0
8738,9.0
8739,9.0
8740,1.0
8741,18.0
8742,3.0
8743,2.0
8744,3.0
8745,4.0
8746,25.0
8747,5.0
8748,20.0
8749,2.0
8750,0.0
8751,17.0
8752,19.0
8753,12.0
8754,20.0
8755,6.0
8756,2.0
8757,0.0
8758,13.0
8759,3.0
8760,1.0
8761,15.0
8762,28.0
8763,13.0
8764,14.0
8765,0.0
8766,14.0
8767,3.0
8768,10.0
8769,12.0
8770,1.0
8771,9.0
8772,13.0
8773,3.0
8774,2.0
8775,1.0
8776,6.0
8777,9.0
8778,0.0
8779,11.0
8780,1.0
8781,2.0
8782,10.0
8783,10.0
8784,15.0
8785,2.0
8786,22.0
8787,1.0
8788,11.0
8789,2.0
8790,6.0
8791,10.0
8792,11.0
8793,14.0
8794,2.0
8795,18.0
8796,1.0
8797,3.0
8798,3.0
8799,4.0
8800,2.0
8801,10.0
8802,1.0
8803,17.0
8804,5.0
8805,11.0
8806,1.0
8807,5.0
8808,0.0
8809,4.0
8810,0.0
8811,6.0
8812,0.0
8813,9.0
8814,7.0
8815,7.0
8816,13.0
8817,5.0
8818,20.0
8819,0.0
8820,6.0
8821,8.0
8822,6.0
8823,12.0
8824,11.0
8825,2.0
8826,0.0
8827,18.0
8828,18.0
8829,6.0
8830,6.0
8831,21.0
8832,6.0
8833,21.0
8834,11.0
8835,8.0
8836,12.0
8837,21.0
8838,3.0
8839,1.0
8840,16.0
8841,9.0
8842,9.0
8843,17.0
8844,0.0
8845,17.0
8846,13.0
8847,1.0
8848,4.0
8849,0.0
8850,11.0
8851,20.0
8852,6.0
8853,28.0
8854,3.0
8855,9.0
8856,7.0
8857,22.0
8858,12.0
8859,1.0
8860,11.0
8861,18.0
8862,21.0
8863,3.0
8864,1.0
8865,2.0
8866,7.0
8867,1.0
8868,11.0
8869,11.0
8870,18.0
8871,0.0
8872,11.0
8873,7.0
8874,12.0
8875,6.0
8876,5.0
8877,9.0
8878,0.0
8879,7.0
8880,2.0
8881,8.0
8882,15.0
8883,1.0
8884,1.0
8885,1.0
8886,3.0
8887,5.0
8888,20.0
8889,2.0
8890,4.0
8891,0.0
8892,11.0
8893,20.0
8894,6.0
8895,0.0
8896,0.0
8897,0.0
8898,0.0
8899,1.0
8900,11.0
8901,1.0
8902,3.0
8903,6.0
8904,0.0
8905,1.0
8906,1.0
8907,6.0
8908,1.0
8909,1.0
8910,8.0
8911,4.0
8912,1.0
8913,3.0
8914,2.0
8915,12.0
8916,4.0
8917,0.0
8918,1.0
8919,0.0
8920,0.0
8921,0.0
8922,1.0
8923,1.0
8924,0.0
8925,0.0
8926,0.0
8927,0.0
8928,0.0
8929,0.0
8930,0.0
8931,0.0
8932,2.0
8933,0.0
8934,0.0
8935,2.0
8936,1.0
8937,0.0
8938,1.0
8939,0.0
8940,0.0
8941,0.0
8942,0.0
8943,2.0
8944,0.0
8945,0.0
8946,4.0
8947,0.0
8948,2.0
8949,1.0
8950,0.0
8951,0.0
8952,0.0
8953,3.0
8954,1.0
8955,0.0
8956,1.0
8957,2.0
8958,0.0
8959,0.0
8960,0.0
8961,0.0
8962,0.0
8963,1.0
8964,0.0
8965,0.0
8966,1.0
8967,26.0
8968,2.0
8969,1.0
8970,1.0
8971,6.0
8972,11.0
8973,6.0
8974,0.0
8975,10.0
8976,5.0
8977,0.0
8978,0.0
8979,0.0
8980,8.0
8981,0.0
8982,0.0
8983,0.0
8984,0.0
8985,0.0
8986,0.0
8987,0.0
8988,1.0
8989,15.0
8990,0.0
8991,0.0
8992,0.0
8993,0.0
8994,0.0
8995,0.0
8996,0.0
8997,1.0
8998,0.0
8999,1.0
9000,0.0
9001,1.0
9002,0.0
9003,31.0
9004,1.0
9005,1.0
9006,10.0
9007,2.0
9008,18.0
9009,14.0
9010,1.0
9011,0.0
9012,9.0
9013,5.0
9014,11.0
9015,0.0
9016,16.0
9017,0.0
9018,16.0
9019,18.0
9020,0.0
9021,17.0
9022,11.0
9023,8.0
9024,0.0
9025,18.0
9026,3.0
9027,1.0
9028,15.0
9029,20.0
9030,18.0
9031,2.0
9032,0.0
9033,6.0
9034,11.0
9035,0.0
9036,10.0
9037,20.0
9038,5.0
9039,8.0
9040,19.0
9041,0.0
9042,2.0
9043,0.0
9044,12.0
9045,9.0
9046,0.0
9047,8.0
9048,8.0
9049,15.0
9050,7.0
9051,4.0
9052,7.0
9053,21.0
9054,0.0
9055,9.0
9056,0.0
9057,0.0
9058,4.0
9059,6.0
9060,0.0
9061,8.0
9062,0.0
9063,16.0
9064,10.0
9065,1.0
9066,13.0
9067,0.0
9068,13.0
9069,18.0
9070,16.0
9071,0.0
9072,26.0
9073,12.0
9074,0.0
9075,10.0
9076,13.0
9077,17.0
9078,18.0
9079,5.0
9080,9.0
9081,0.0
9082,0.0
9083,7.0
9084,11.0
9085,7.0
9086,0.0
9087,7.0
9088,13.0
9089,2.0
9090,2.0
9091,5.0
9092,10.0
9093,7.0
9094,3.0
9095,11.0
9096,5.0
9097,9.0
9098,1.0
9099,12.0
9100,33.0
9101,1.0
9102,12.0
9103,0.0
9104,0.0
9105,5.0
9106,3.0
9107,13.0
9108,11.0
9109,14.0
9110,5.0
9111,7.0
9112,3.0
9113,18.0
9114,24.0
9115,0.0
9116,22.0
9117,25.0
9118,5.0
9119,14.0
9120,35.0
9121,14.0
9122,17.0
9123,5.0
9124,16.0
9125,1.0
9126,3.0
9127,5.0
9128,12.0
9129,13.0
9130,15.0
9131,5.0
9132,10.0
9133,19.0
9134,24.0
9135,7.0
9136,17.0
9137,1.0
9138,16.0
9139,25.0
9140,5.0
9141,16.0
9142,0.0
9143,11.0
9144,0.0
9145,14.0
9146,14.0
9147,1.0
9148,17.0
9149,18.0
9150,2.0
9151,4.0
9152,17.0
9153,12.0
9154,0.0
9155,13.0
9156,3.0
9157,10.0
9158,3.0
9159,10.0
9160,1.0
9161,0.0
9162,12.0
9163,5.0
9164,20.0
9165,15.0
9166,0.0
9167,2.0
9168,14.0
9169,13.0
9170,19.0
9171,6.0
9172,13.0
9173,21.0
9174,22.0
9175,22.0
9176,2.0
9177,14.0
9178,8.0
9179,16.0
9180,5.0
9181,8.0
9182,5.0
9183,5.0
9184,21.0
9185,18.0
9186,29.0
9187,2.0
9188,16.0
9189,3.0
9190,0.0
9191,9.0
9192,17.0
9193,12.0
9194,18.0
9195,2.0
9196,1.0
9197,11.0
9198,7.0
9199,6.0
9200,0.0
9201,2.0
9202,0.0
9203,17.0
9204,12.0
9205,17.0
9206,18.0
9207,7.0
9208,9.0
9209,10.0
9210,3.0
9211,22.0
9212,6.0
9213,0.0
9214,2.0
9215,0.0
9216,0.0
9217,7.0
9218,11.0
9219,4.0
9220,6.0
9221,2.0
9222,11.0
9223,13.0
9224,13.0
9225,6.0
9226,13.0
9227,20.0
9228,0.0
9229,4.0
9230,22.0
9231,8.0
9232,13.0
9233,9.0
9234,0.0
9235,10.0
9236,7.0
9237,12.0
9238,5.0
9239,2.0
9240,12.0
9241,21.0
9242,2.0
9243,10.0
9244,2.0
9245,12.0
9246,7.0
9247,8.0
9248,3.0
9249,16.0
9250,15.0
9251,7.0
9252,12.0
9253,7.0
9254,6.0
9255,6.0
9256,0.0
9257,11.0
9258,0.0
9259,10.0
9260,2.0
9261,6.0
9262,9.0
9263,12.0
9264,12.0
9265,27.0
9266,5.0
9267,11.0
9268,7.0
9269,12.0
9270,9.0
9271,4.0
9272,18.0
9273,6.0
9274,8.0
9275,9.0
9276,14.0
9277,12.0
9278,18.0
9279,2.0
9280,6.0
9281,8.0
9282,0.0
9283,21.0
9284,12.0
9285,5.0
9286,17.0
9287,15.0
9288,2.0
9289,9.0
9290,18.0
9291,2.0
9292,4.0
9293,19.0
9294,4.0
9295,2.0
9296,10.0
9297,3.0
9298,0.0
9299,3.0
9300,8.0
9301,13.0
9302,8.0
9303,9.0
9304,7.0
9305,4.0
9306,12.0
9307,10.0
9308,5.0
9309,0.0
9310,6.0
9311,13.0
9312,9.0
9313,1.0
9314,8.0
9315,11.0
9316,13.0
9317,9.0
9318,23.0
9319,13.0
9320,11.0
9321,5.0
9322,13.0
9323,4.0
9324,10.0
9325,27.0
9326,0.0
9327,3.0
9328,11.0
9329,10.0
9330,0.0
9331,12.0
9332,17.0
9333,21.0
9334,11.0
9335,0.0
9336,2.0
9337,6.0
9338,1.0
9339,0.0
9340,26.0
9341,2.0
9342,1.0
9343,16.0
9344,3.0
9345,13.0
9346,25.0
9347,12.0
9348,1.0
9349,23.0
9350,13.0
9351,1.0
9352,2.0
9353,3.0
9354,1.0
9355,2.0
9356,9.0
9357,8.0
9358,14.0
9359,5.0
9360,19.0
9361,7.0
9362,7.0
9363,6.0
9364,2.0
9365,2.0
9366,1.0
9367,9.0
9368,0.0
9369,0.0
9370,4.0
9371,4.0
9372,12.0
9373,16.0
9374,4.0
9375,6.0
9376,0.0
9377,10.0
9378,3.0
9379,7.0
9380,23.0
9381,9.0
9382,9.0
9383,2.0
9384,4.0
9385,12.0
9386,4.0
9387,19.0
9388,13.0
9389,2.0
9390,3.0
9391,17.0
9392,1.0
9393,1.0
9394,4.0
9395,5.0
9396,1.0
9397,5.0
9398,7.0
9399,1.0
9400,9.0
9401,0.0
9402,5.0
9403,3.0
9404,0.0
9405,7.0
9406,0.0
9407,2.0
9408,3.0
9409,1.0
9410,7.0
9411,1.0
9412,19.0
9413,10.0
9414,1.0
9415,5.0
9416,8.0
9417,11.0
9418,17.0
9419,13.0
9420,0.0
9421,6.0
9422,2.0
9423,21.0
9424,8.0
9425,12.0
9426,21.0
9427,7.0
9428,8.0
9429,7.0
9430,13.0
9431,6.0
9432,10.0
9433,1.0
9434,0.0
9435,11.0
9436,0.0
9437,2.0
9438,3.0
9439,0.0
9440,2.0
9441,2.0
9442,16.0
9443,2.0
9444,14.0
9445,4.0
9446,4.0
9447,16.0
9448,13.0
9449,2.0
9450,4.0
9451,4.0
9452,10.0
9453,1.0
9454,0.0
9455,14.0
9456,2.0
9457,13.0
9458,0.0
9459,2.0
9460,0.0
9461,12.0
9462,13.0
9463,0.0
9464,0.0
9465,1.0
9466,12.0
9467,1.0
9468,13.0
9469,3.0
9470,7.0
9471,6.0
9472,8.0
9473,4.0
9474,4.0
9475,1.0
9476,3.0
9477,1.0
9478,23.0
9479,0.0
9480,4.0
9481,3.0
9482,5.0
9483,3.0
9484,6.0
9485,11.0
9486,31.0
9487,5.0
9488,12.0
9489,1.0
9490,2.0
9491,4.0
9492,0.0
9493,0.0
9494,8.0
9495,8.0
9496,12.0
9497,6.0
9498,0.0
9499,8.0
9500,12.0
9501,23.0
9502,0.0
9503,1.0
9504,0.0
9505,19.0
9506,6.0
9507,3.0
9508,2.0
9509,15.0
9510,18.0
9511,21.0
9512,1.0
9513,0.0
9514,13.0
9515,7.0
9516,0.0
9517,6.0
9518,21.0
9519,20.0
9520,5.0
9521,23.0
9522,4.0
9523,13.0
9524,3.0
9525,7.0
9526,12.0
9527,13.0
9528,3.0
9529,15.0
9530,12.0
9531,1.0
9532,0.0
9533,0.0
9534,24.0
9535,0.0
9536,9.0
9537,0.0
9538,6.0
9539,4.0
9540,0.0
9541,0.0
9542,0.0
9543,3.0
9544,16.0
9545,8.0
9546,1.0
9547,6.0
9548,15.0
9549,0.0
9550,4.0
9551,4.0
9552,3.0
9553,17.0
9554,9.0
9555,11.0
9556,9.0
9557,4.0
9558,1.0
9559,12.0
9560,9.0
9561,4.0
9562,0.0
9563,1.0
9564,0.0
9565,0.0
9566,15.0
9567,11.0
9568,6.0
9569,1.0
9570,2.0
9571,3.0
9572,7.0
9573,13.0
9574,2.0
9575,15.0
9576,3.0
9577,1.0
9578,3.0
9579,0.0
9580,15.0
9581,0.0
9582,0.0
9583,9.0
9584,1.0
9585,6.0
9586,1.0
9587,1.0
9588,2.0
9589,14.0
9590,0.0
9591,2.0
9592,14.0
9593,2.0
9594,6.0
9595,6.0
9596,8.0
9597,2.0
9598,8.0
9599,10.0
9600,12.0
9601,5.0
9602,0.0
9603,16.0
9604,9.0
9605,10.0
9606,1.0
9607,0.0
9608,1.0
9609,1.0
9610,6.0
9611,9.0
9612,15.0
9613,0.0
9614,3.0
9615,0.0
9616,7.0
9617,0.0
9618,2.0
9619,11.0
9620,0.0
9621,7.0
9622,4.0
9623,6.0
9624,6.0
9625,11.0
9626,1.0
9627,11.0
9628,4.0
9629,1.0
9630,10.0
9631,15.0
9632,14.0
9633,0.0
9634,4.0
9635,3.0
9636,13.0
9637,30.0
9638,0.0
9639,3.0
9640,0.0
9641,0.0
9642,9.0
9643,3.0
9644,0.0
9645,21.0
9646,9.0
9647,0.0
9648,3.0
9649,1.0
9650,0.0
9651,10.0
9652,7.0
9653,1.0
9654,11.0
9655,7.0
9656,0.0
9657,5.0
9658,6.0
9659,2.0
9660,0.0
9661,6.0
9662,1.0
9663,15.0
9664,0.0
9665,1.0
9666,6.0
9667,6.0
9668,3.0
9669,0.0
9670,0.0
9671,2.0
9672,4.0
9673,5.0
9674,2.0
9675,1.0
9676,4.0
9677,6.0
9678,2.0
9679,6.0
9680,2.0
9681,11.0
9682,14.0
9683,6.0
9684,2.0
9685,19.0
9686,0.0
9687,17.0
9688,9.0
9689,2.0
9690,7.0
9691,20.0
9692,2.0
9693,11.0
9694,7.0
9695,2.0
9696,9.0
9697,15.0
9698,6.0
9699,0.0
9700,10.0
9701,0.0
9702,1.0
9703,15.0
9704,1.0
9705,2.0
9706,5.0
9707,0.0
9708,12.0
9709,2.0
9710,0.0
9711,0.0
9712,0.0
9713,5.0
9714,4.0
9715,3.0
9716,0.0
9717,6.0
9718,12.0
9719,7.0
9720,5.0
9721,0.0
9722,4.0
9723,0.0
9724,0.0
9725,12.0
9726,1.0
9727,1.0
9728,0.0
9729,0.0
9730,8.0
9731,1.0
9732,0.0
9733,1.0
9734,4.0
9735,11.0
9736,0.0
9737,1.0
9738,0.0
9739,1.0
9740,2.0
9741,5.0
9742,20.0
9743,2.0
9744,11.0
9745,0.0
9746,0.0
9747,2.0
9748,0.0
9749,19.0
9750,2.0
9751,3.0
9752,0.0
9753,3.0
9754,2.0
9755,6.0
9756,2.0
9757,7.0
9758,0.0
9759,7.0
9760,8.0
9761,4.0
9762,2.0
9763,7.0
9764,1.0
9765,2.0
9766,7.0
9767,4.0
9768,0.0
9769,3.0
9770,5.0
9771,6.0
9772,7.0
9773,0.0
9774,6.0
