,Gabbr1
14267,26.0
14268,21.0
14269,10.0
14270,11.0
14271,0.0
14272,13.0
14273,37.0
14274,10.0
14275,37.0
14276,22.0
14277,38.0
14278,10.0
14279,7.0
14280,29.0
14281,5.0
14282,26.0
14283,21.0
14284,2.0
14285,28.0
14286,35.0
14287,10.0
14288,39.0
14289,3.0
14290,11.0
14291,20.0
14292,2.0
14293,8.0
14294,1.0
14295,22.0
14296,6.0
14297,17.0
14298,24.0
14299,2.0
14300,15.0
14301,21.0
14302,2.0
14303,20.0
14304,18.0
14305,33.0
14306,6.0
14307,3.0
14308,6.0
14309,21.0
14310,28.0
14311,12.0
14312,5.0
14313,28.0
14314,15.0
14315,0.0
14316,20.0
14317,13.0
14318,24.0
14319,29.0
14320,0.0
14321,3.0
14322,21.0
14323,11.0
14324,9.0
14325,10.0
14326,26.0
14327,16.0
14328,2.0
14329,38.0
14330,18.0
14331,22.0
14332,52.0
14333,24.0
14334,5.0
14335,0.0
14336,8.0
14337,7.0
14338,2.0
14339,13.0
14340,2.0
14341,3.0
14342,9.0
14343,3.0
14344,21.0
14345,4.0
14346,37.0
14347,6.0
14348,22.0
14349,4.0
14350,12.0
14351,23.0
14352,3.0
14353,26.0
14354,24.0
14355,1.0
14356,18.0
14357,2.0
14358,24.0
14359,8.0
14360,10.0
14361,6.0
14362,16.0
14363,0.0
14364,21.0
14365,2.0
14366,1.0
14367,10.0
14368,2.0
14369,17.0
14370,3.0
14371,10.0
14372,18.0
14373,1.0
14374,60.0
14375,8.0
14376,1.0
14377,16.0
14378,0.0
14379,2.0
14380,41.0
14381,8.0
14382,20.0
14383,11.0
14384,38.0
14385,30.0
14386,8.0
14387,4.0
14388,11.0
14389,10.0
14390,2.0
14391,19.0
14392,31.0
14393,4.0
14394,6.0
14395,4.0
14396,3.0
14397,3.0
14398,11.0
14399,6.0
14400,3.0
14401,6.0
14402,0.0
14403,12.0
14404,42.0
14405,1.0
14406,60.0
14407,8.0
14408,12.0
14409,4.0
14410,10.0
14411,22.0
14412,12.0
14413,4.0
14414,14.0
14415,13.0
14416,0.0
14417,8.0
14418,1.0
14419,50.0
14420,30.0
14421,5.0
14422,8.0
14423,38.0
14424,14.0
14425,7.0
14426,16.0
14427,4.0
14428,2.0
14429,25.0
14430,8.0
14431,7.0
14432,2.0
14433,3.0
14434,19.0
14435,10.0
14436,0.0
14437,14.0
14438,1.0
14439,19.0
14440,4.0
14441,14.0
14442,4.0
14443,52.0
14444,1.0
14445,10.0
14446,1.0
14447,28.0
14448,4.0
14449,5.0
14450,1.0
14451,2.0
14452,3.0
14453,1.0
14454,4.0
14455,1.0
14456,1.0
14457,2.0
14458,1.0
14459,2.0
14460,5.0
14461,10.0
14462,7.0
14463,3.0
14464,0.0
14465,10.0
14466,1.0
14467,3.0
14468,22.0
14469,20.0
14470,1.0
14471,7.0
14472,19.0
14473,1.0
14474,4.0
14475,4.0
14476,3.0
14477,10.0
14478,9.0
14479,1.0
14480,36.0
14481,5.0
14482,2.0
14483,13.0
14484,62.0
14485,0.0
14486,0.0
14487,47.0
14488,0.0
14489,2.0
14490,2.0
14491,4.0
14492,59.0
14493,27.0
14494,20.0
14495,10.0
14496,42.0
14497,10.0
14498,1.0
14499,1.0
14500,1.0
14501,5.0
14502,3.0
14503,1.0
14504,6.0
14505,0.0
14506,11.0
14507,2.0
14508,7.0
14509,12.0
14510,16.0
14511,2.0
14512,1.0
14513,1.0
14514,5.0
14515,0.0
14516,1.0
14517,12.0
14518,16.0
14519,1.0
14520,34.0
14521,27.0
14522,3.0
14523,1.0
14524,1.0
14525,11.0
14526,9.0
14527,3.0
14528,1.0
14529,6.0
14530,0.0
14531,7.0
14532,2.0
14533,2.0
14534,8.0
14535,1.0
14536,31.0
14537,32.0
14538,0.0
14539,3.0
14540,7.0
14541,9.0
14542,5.0
14543,7.0
14544,7.0
14545,9.0
14546,7.0
14547,0.0
14548,5.0
14549,5.0
14550,4.0
14551,1.0
14552,3.0
14553,7.0
14554,5.0
14555,5.0
14556,19.0
14557,2.0
14558,11.0
14559,2.0
14560,6.0
14561,2.0
14562,7.0
14563,4.0
14564,9.0
14565,21.0
14566,2.0
14567,1.0
14568,1.0
14569,17.0
14570,8.0
14571,10.0
14572,0.0
14573,17.0
14574,9.0
14575,2.0
14576,1.0
14577,4.0
14578,16.0
14579,5.0
14580,11.0
14581,25.0
14582,6.0
14583,11.0
14584,7.0
14585,10.0
14586,29.0
14587,2.0
14588,11.0
14589,4.0
14590,8.0
14591,6.0
14592,10.0
14593,4.0
14594,7.0
14595,5.0
14596,19.0
14597,12.0
14598,5.0
14599,0.0
14600,25.0
14601,15.0
14602,2.0
14603,12.0
14604,7.0
14605,20.0
14606,2.0
14607,10.0
14608,22.0
14609,6.0
14610,13.0
14611,3.0
14612,25.0
14613,21.0
14614,8.0
14615,5.0
14616,6.0
14617,7.0
14618,3.0
14619,2.0
14620,15.0
14621,3.0
14622,2.0
14623,16.0
14624,25.0
14625,16.0
14626,5.0
14627,10.0
14628,9.0
14629,1.0
14630,2.0
14631,20.0
14632,10.0
14633,3.0
14634,20.0
14635,1.0
14636,5.0
14637,8.0
14638,24.0
14639,2.0
14640,15.0
14641,18.0
14642,17.0
14643,7.0
14644,3.0
14645,0.0
14646,13.0
14647,5.0
14648,0.0
14649,9.0
14650,4.0
14651,33.0
14652,15.0
14653,15.0
14654,10.0
14655,2.0
14656,4.0
14657,4.0
14658,3.0
14659,12.0
14660,9.0
14661,22.0
14662,12.0
14663,6.0
14664,11.0
14665,12.0
14666,24.0
14667,28.0
14668,30.0
14669,15.0
14670,27.0
14671,3.0
14672,21.0
14673,25.0
14674,5.0
14675,13.0
14676,6.0
14677,11.0
14678,21.0
14679,3.0
14680,17.0
14681,9.0
14682,6.0
14683,27.0
14684,16.0
14685,8.0
14686,13.0
14687,27.0
14688,10.0
14689,4.0
14690,12.0
14691,12.0
14692,6.0
14693,6.0
14694,11.0
14695,2.0
14696,16.0
14697,9.0
14698,15.0
14699,3.0
14700,12.0
14701,20.0
14702,1.0
14703,2.0
14704,30.0
14705,16.0
14706,19.0
14707,23.0
14708,4.0
14709,9.0
14710,12.0
14711,15.0
14712,0.0
14713,4.0
14714,25.0
14715,3.0
14716,11.0
14717,1.0
14718,1.0
14719,5.0
14720,6.0
14721,13.0
14722,10.0
14723,3.0
14724,12.0
14725,3.0
14726,35.0
14727,16.0
14728,0.0
14729,0.0
14730,5.0
14731,2.0
14732,4.0
14733,33.0
14734,30.0
14735,1.0
14736,7.0
14737,4.0
14738,11.0
14739,2.0
14740,0.0
14741,7.0
14742,7.0
14743,3.0
14744,26.0
14745,9.0
14746,23.0
14747,2.0
14748,8.0
14749,6.0
14750,21.0
14751,3.0
14752,21.0
14753,21.0
14754,5.0
14755,18.0
14756,2.0
14757,14.0
14758,2.0
14759,8.0
14760,19.0
14761,18.0
14762,6.0
14763,15.0
14764,13.0
14765,7.0
14766,14.0
14767,2.0
14768,12.0
14769,16.0
14770,3.0
14771,11.0
14772,2.0
14773,6.0
14774,25.0
14775,14.0
14776,2.0
14777,13.0
14778,3.0
14779,4.0
14780,10.0
14781,24.0
14782,17.0
14783,5.0
14784,19.0
14785,14.0
14786,11.0
14787,10.0
14788,2.0
14789,1.0
14790,42.0
14791,1.0
14792,27.0
14793,27.0
14794,1.0
14795,10.0
14796,20.0
14797,28.0
14798,10.0
14799,0.0
14800,7.0
14801,1.0
14802,11.0
14803,3.0
14804,30.0
14805,38.0
14806,4.0
14807,16.0
14808,11.0
14809,11.0
14810,0.0
14811,12.0
14812,5.0
14813,2.0
14814,20.0
14815,24.0
14816,2.0
14817,4.0
14818,2.0
14819,30.0
14820,6.0
14821,20.0
14822,4.0
14823,9.0
14824,2.0
14825,18.0
14826,3.0
14827,9.0
14828,37.0
14829,8.0
14830,14.0
14831,35.0
14832,9.0
14833,9.0
14834,13.0
14835,17.0
14836,6.0
14837,10.0
14838,10.0
14839,0.0
14840,22.0
14841,24.0
14842,6.0
14843,6.0
14844,1.0
14845,8.0
14846,31.0
14847,3.0
14848,6.0
14849,16.0
14850,7.0
14851,17.0
14852,19.0
14853,1.0
14854,12.0
14855,4.0
14856,21.0
14857,19.0
14858,1.0
14859,7.0
14860,8.0
14861,23.0
14862,50.0
14863,9.0
14864,45.0
14865,16.0
14866,0.0
14867,21.0
14868,6.0
14869,8.0
14870,4.0
14871,7.0
14872,2.0
14873,9.0
14874,5.0
14875,28.0
14876,5.0
14877,17.0
14878,22.0
14879,17.0
14880,2.0
14881,23.0
14882,6.0
14883,10.0
14884,3.0
14885,8.0
14886,14.0
14887,3.0
14888,2.0
14889,2.0
14890,0.0
14891,18.0
14892,1.0
14893,18.0
14894,6.0
14895,4.0
14896,3.0
14897,5.0
14898,4.0
14899,18.0
14900,13.0
14901,23.0
14902,24.0
14903,18.0
14904,2.0
14905,4.0
14906,8.0
14907,8.0
14908,50.0
14909,21.0
14910,21.0
14911,1.0
14912,8.0
14913,12.0
14914,4.0
14915,3.0
14916,51.0
14917,21.0
14918,2.0
14919,5.0
14920,41.0
14921,8.0
14922,4.0
14923,47.0
14924,4.0
14925,44.0
14926,0.0
14927,7.0
14928,47.0
14929,5.0
14930,5.0
14931,5.0
14932,52.0
14933,6.0
14934,3.0
14935,30.0
14936,27.0
14937,0.0
14938,3.0
14939,28.0
14940,14.0
14941,30.0
14942,19.0
14943,32.0
14944,5.0
14945,12.0
14946,17.0
14947,6.0
14948,5.0
14949,61.0
14950,39.0
14951,27.0
14952,4.0
14953,2.0
14954,9.0
14955,11.0
14956,2.0
14957,1.0
14958,32.0
14959,16.0
14960,21.0
14961,27.0
14962,5.0
14963,5.0
14964,9.0
14965,23.0
14966,25.0
14967,22.0
14968,6.0
14969,1.0
14970,9.0
14971,5.0
14972,26.0
14973,14.0
14974,54.0
14975,3.0
14976,12.0
14977,3.0
14978,27.0
14979,10.0
14980,4.0
14981,23.0
14982,45.0
14983,33.0
14984,6.0
14985,7.0
14986,2.0
14987,4.0
14988,33.0
14989,0.0
14990,22.0
14991,29.0
14992,2.0
14993,0.0
14994,44.0
14995,3.0
14996,1.0
14997,0.0
14998,7.0
14999,1.0
15000,34.0
15001,29.0
15002,32.0
15003,5.0
15004,4.0
15005,71.0
15006,25.0
15007,9.0
15008,6.0
15009,3.0
15010,6.0
15011,0.0
15012,27.0
15013,15.0
15014,53.0
15015,4.0
15016,29.0
15017,39.0
15018,25.0
15019,1.0
15020,36.0
15021,11.0
15022,4.0
15023,53.0
15024,13.0
15025,65.0
15026,41.0
15027,2.0
15028,5.0
15029,5.0
15030,46.0
15031,29.0
15032,48.0
15033,3.0
15034,15.0
15035,19.0
15036,1.0
15037,3.0
15038,33.0
15039,18.0
15040,37.0
15041,21.0
15042,11.0
15043,11.0
15044,49.0
15045,12.0
15046,3.0
15047,39.0
15048,3.0
15049,11.0
15050,7.0
15051,20.0
15052,25.0
15053,2.0
15054,5.0
15055,24.0
15056,7.0
15057,9.0
15058,3.0
15059,82.0
15060,4.0
15061,57.0
15062,1.0
15063,25.0
15064,55.0
15065,17.0
15066,37.0
15067,8.0
15068,7.0
15069,2.0
15070,1.0
15071,52.0
15072,40.0
15073,19.0
15074,48.0
15075,15.0
15076,16.0
15077,14.0
15078,50.0
15079,19.0
15080,32.0
15081,43.0
15082,4.0
15083,33.0
15084,4.0
15085,6.0
15086,8.0
15087,24.0
15088,26.0
15089,1.0
15090,3.0
15091,57.0
15092,21.0
15093,40.0
15094,3.0
15095,10.0
15096,19.0
15097,7.0
15098,0.0
15099,7.0
15100,1.0
15101,2.0
15102,9.0
15103,37.0
15104,31.0
15105,1.0
15106,13.0
15107,20.0
15108,9.0
15109,6.0
15110,3.0
15111,19.0
15112,6.0
15113,27.0
15114,2.0
15115,2.0
15116,11.0
15117,22.0
15118,32.0
15119,5.0
15120,13.0
15121,34.0
15122,42.0
15123,29.0
15124,26.0
15125,6.0
15126,61.0
15127,5.0
15128,27.0
15129,26.0
15130,29.0
15131,16.0
15132,3.0
15133,9.0
15134,16.0
15135,29.0
15136,3.0
15137,0.0
15138,0.0
15139,9.0
15140,3.0
15141,2.0
15142,27.0
15143,27.0
15144,3.0
15145,21.0
15146,1.0
15147,2.0
15148,27.0
15149,56.0
15150,27.0
15151,4.0
15152,10.0
15153,22.0
15154,35.0
15155,7.0
15156,1.0
15157,1.0
15158,1.0
15159,29.0
15160,1.0
15161,54.0
15162,5.0
15163,2.0
15164,29.0
15165,34.0
15166,13.0
15167,54.0
15168,22.0
15169,53.0
15170,26.0
15171,4.0
15172,34.0
15173,25.0
15174,7.0
15175,2.0
15176,69.0
15177,14.0
15178,4.0
15179,36.0
15180,5.0
15181,1.0
15182,23.0
15183,29.0
15184,25.0
15185,0.0
15186,35.0
15187,3.0
15188,49.0
15189,4.0
15190,11.0
15191,27.0
15192,0.0
15193,33.0
15194,4.0
15195,21.0
15196,16.0
15197,3.0
15198,12.0
15199,49.0
15200,6.0
15201,23.0
15202,60.0
15203,5.0
15204,3.0
15205,27.0
15206,9.0
15207,70.0
15208,14.0
15209,12.0
15210,28.0
15211,9.0
15212,7.0
15213,1.0
15214,28.0
15215,2.0
15216,2.0
15217,33.0
15218,17.0
15219,28.0
15220,1.0
15221,2.0
15222,1.0
15223,4.0
15224,5.0
15225,8.0
15226,51.0
15227,6.0
15228,91.0
15229,5.0
15230,1.0
15231,7.0
15232,1.0
15233,20.0
15234,63.0
15235,27.0
15236,43.0
15237,51.0
15238,2.0
15239,2.0
15240,20.0
15241,5.0
15242,3.0
15243,6.0
15244,6.0
15245,3.0
15246,4.0
15247,55.0
15248,1.0
15249,27.0
15250,5.0
15251,4.0
15252,3.0
15253,0.0
15254,4.0
15255,7.0
15256,2.0
15257,38.0
15258,0.0
15259,3.0
15260,3.0
15261,5.0
15262,30.0
15263,1.0
15264,14.0
15265,11.0
15266,127.0
15267,5.0
15268,8.0
15269,8.0
15270,66.0
15271,12.0
15272,0.0
15273,1.0
15274,5.0
15275,32.0
15276,12.0
15277,40.0
15278,37.0
15279,8.0
15280,1.0
15281,27.0
15282,54.0
15283,4.0
15284,49.0
15285,59.0
15286,1.0
15287,10.0
15288,23.0
15289,35.0
15290,0.0
15291,1.0
15292,19.0
15293,2.0
15294,3.0
15295,4.0
15296,12.0
15297,1.0
15298,27.0
15299,3.0
15300,3.0
15301,4.0
15302,53.0
15303,5.0
15304,45.0
15305,9.0
15306,51.0
15307,4.0
15308,11.0
15309,2.0
15310,7.0
15311,37.0
15312,48.0
15313,9.0
15314,41.0
15315,14.0
15316,3.0
15317,12.0
15318,1.0
15319,43.0
15320,37.0
15321,7.0
15322,1.0
15323,52.0
15324,4.0
15325,31.0
15326,3.0
15327,25.0
15328,9.0
15329,6.0
15330,48.0
15331,5.0
15332,5.0
15333,49.0
15334,43.0
15335,56.0
15336,44.0
15337,5.0
15338,22.0
15339,1.0
15340,42.0
15341,41.0
15342,5.0
15343,4.0
15344,1.0
15345,38.0
15346,11.0
15347,17.0
15348,2.0
15349,9.0
15350,2.0
15351,5.0
15352,49.0
15353,16.0
15354,26.0
15355,46.0
15356,1.0
15357,13.0
15358,4.0
15359,60.0
15360,10.0
15361,34.0
15362,4.0
15363,4.0
15364,7.0
15365,36.0
15366,49.0
15367,5.0
15368,9.0
15369,67.0
15370,39.0
15371,13.0
15372,23.0
15373,24.0
15374,7.0
15375,22.0
15376,4.0
15377,32.0
15378,7.0
15379,26.0
15380,28.0
15381,29.0
15382,23.0
15383,50.0
15384,42.0
15385,16.0
15386,13.0
15387,31.0
15388,43.0
15389,40.0
15390,59.0
15391,17.0
15392,16.0
15393,11.0
15394,33.0
15395,2.0
15396,17.0
15397,5.0
15398,3.0
15399,5.0
15400,4.0
15401,1.0
15402,28.0
15403,22.0
15404,5.0
15405,8.0
15406,1.0
15407,25.0
15408,60.0
15409,29.0
15410,35.0
15411,24.0
15412,1.0
15413,44.0
15414,5.0
15415,24.0
15416,1.0
15417,6.0
15418,2.0
15419,9.0
15420,56.0
15421,45.0
15422,2.0
15423,9.0
15424,35.0
15425,8.0
15426,1.0
15427,51.0
15428,1.0
15429,3.0
15430,45.0
15431,13.0
15432,27.0
15433,59.0
15434,3.0
15435,4.0
15436,11.0
15437,57.0
15438,3.0
15439,56.0
15440,3.0
15441,20.0
15442,13.0
15443,1.0
15444,19.0
15445,24.0
15446,2.0
15447,19.0
15448,37.0
15449,7.0
15450,8.0
15451,27.0
15452,3.0
15453,11.0
15454,7.0
15455,3.0
15456,27.0
15457,8.0
15458,45.0
15459,3.0
15460,21.0
15461,4.0
15462,2.0
15463,8.0
15464,7.0
15465,0.0
15466,4.0
15467,3.0
15468,43.0
15469,1.0
15470,11.0
15471,7.0
15472,52.0
15473,9.0
15474,50.0
15475,72.0
15476,28.0
15477,3.0
15478,11.0
15479,83.0
15480,42.0
15481,26.0
15482,4.0
15483,24.0
15484,22.0
15485,9.0
15486,5.0
15487,34.0
15488,13.0
15489,28.0
15490,11.0
15491,0.0
15492,50.0
15493,7.0
15494,40.0
15495,2.0
15496,36.0
15497,14.0
15498,11.0
15499,32.0
15500,40.0
15501,25.0
15502,36.0
15503,2.0
15504,48.0
15505,3.0
15506,71.0
15507,40.0
15508,14.0
15509,13.0
15510,9.0
15511,19.0
15512,4.0
15513,47.0
15514,5.0
15515,17.0
15516,102.0
15517,39.0
15518,22.0
15519,3.0
15520,14.0
15521,14.0
15522,46.0
15523,5.0
15524,2.0
15525,8.0
15526,37.0
15527,44.0
15528,51.0
15529,25.0
15530,19.0
15531,0.0
15532,26.0
15533,2.0
15534,25.0
15535,12.0
15536,9.0
15537,9.0
15538,43.0
15539,45.0
15540,26.0
15541,24.0
15542,4.0
15543,6.0
15544,47.0
15545,33.0
15546,28.0
15547,43.0
15548,2.0
15549,12.0
15550,84.0
15551,3.0
15552,0.0
15553,1.0
15554,2.0
15555,26.0
15556,1.0
15557,6.0
15558,3.0
15559,1.0
15560,7.0
15561,5.0
15562,1.0
15563,12.0
15564,10.0
15565,12.0
15566,18.0
15567,16.0
15568,46.0
15569,2.0
15570,28.0
15571,11.0
15572,50.0
15573,20.0
15574,66.0
15575,2.0
15576,3.0
15577,11.0
15578,7.0
15579,3.0
15580,0.0
15581,29.0
15582,9.0
15583,1.0
15584,4.0
15585,6.0
15586,18.0
15587,10.0
15588,2.0
15589,0.0
15590,6.0
15591,2.0
15592,2.0
15593,4.0
15594,32.0
15595,1.0
15596,10.0
15597,1.0
15598,6.0
15599,60.0
15600,23.0
15601,2.0
15602,23.0
15603,4.0
15604,32.0
15605,5.0
15606,16.0
15607,23.0
15608,43.0
15609,39.0
15610,29.0
15611,28.0
15612,5.0
15613,50.0
15614,7.0
15615,12.0
15616,13.0
15617,1.0
15618,0.0
15619,2.0
15620,2.0
15621,5.0
15622,7.0
15623,4.0
15624,28.0
15625,2.0
15626,8.0
15627,2.0
15628,33.0
15629,1.0
15630,7.0
15631,24.0
15632,6.0
15633,4.0
15634,17.0
15635,31.0
15636,4.0
15637,7.0
15638,5.0
15639,2.0
15640,5.0
15641,13.0
15642,9.0
15643,46.0
15644,5.0
15645,4.0
15646,43.0
15647,9.0
15648,3.0
15649,2.0
15650,23.0
15651,1.0
15652,11.0
15653,10.0
15654,12.0
15655,1.0
15656,21.0
15657,5.0
15658,5.0
15659,8.0
15660,28.0
15661,16.0
15662,10.0
15663,2.0
15664,9.0
15665,36.0
15666,1.0
15667,4.0
15668,5.0
15669,4.0
15670,7.0
15671,6.0
15672,5.0
15673,3.0
15674,15.0
15675,1.0
15676,11.0
15677,18.0
15678,1.0
15679,1.0
15680,12.0
15681,4.0
15682,13.0
15683,3.0
15684,4.0
15685,34.0
15686,41.0
15687,14.0
15688,7.0
15689,3.0
15690,5.0
15691,14.0
15692,50.0
15693,1.0
15694,9.0
15695,14.0
15696,3.0
15697,2.0
15698,35.0
15699,5.0
15700,9.0
15701,14.0
15702,37.0
15703,24.0
15704,27.0
15705,0.0
15706,5.0
15707,27.0
15708,3.0
15709,60.0
15710,9.0
15711,7.0
15712,0.0
15713,3.0
15714,25.0
15715,5.0
15716,1.0
15717,3.0
15718,0.0
15719,12.0
15720,1.0
15721,57.0
15722,31.0
15723,1.0
15724,6.0
15725,7.0
15726,0.0
15727,0.0
15728,9.0
15729,8.0
15730,3.0
15731,45.0
15732,1.0
15733,4.0
15734,36.0
15735,8.0
15736,3.0
15737,10.0
15738,16.0
15739,39.0
15740,32.0
15741,1.0
15742,5.0
15743,1.0
15744,0.0
15745,30.0
15746,5.0
15747,2.0
15748,16.0
15749,19.0
15750,12.0
15751,3.0
15752,7.0
15753,8.0
15754,4.0
15755,5.0
15756,0.0
15757,5.0
15758,12.0
15759,0.0
15760,2.0
15761,5.0
15762,15.0
15763,6.0
15764,8.0
15765,18.0
15766,4.0
15767,43.0
15768,1.0
15769,0.0
15770,9.0
15771,35.0
15772,42.0
15773,49.0
15774,23.0
15775,7.0
15776,8.0
15777,23.0
15778,27.0
15779,15.0
15780,17.0
15781,6.0
15782,18.0
15783,0.0
15784,11.0
15785,29.0
15786,45.0
15787,18.0
15788,16.0
15789,15.0
15790,21.0
15791,3.0
15792,7.0
15793,8.0
15794,22.0
15795,0.0
15796,31.0
15797,39.0
15798,15.0
15799,0.0
15800,8.0
15801,10.0
15802,16.0
15803,18.0
15804,6.0
15805,24.0
15806,1.0
15807,10.0
15808,24.0
15809,20.0
15810,22.0
15811,19.0
15812,32.0
15813,16.0
15814,44.0
15815,16.0
15816,32.0
15817,0.0
15818,9.0
15819,29.0
15820,41.0
15821,10.0
15822,11.0
15823,19.0
15824,1.0
15825,19.0
15826,3.0
15827,6.0
15828,12.0
15829,5.0
15830,25.0
15831,27.0
15832,21.0
15833,4.0
15834,45.0
15835,0.0
15836,2.0
15837,22.0
15838,6.0
15839,5.0
15840,19.0
15841,15.0
15842,13.0
15843,14.0
15844,25.0
15845,6.0
15846,23.0
15847,11.0
15848,11.0
15849,42.0
15850,42.0
15851,0.0
15852,0.0
15853,5.0
15854,3.0
15855,2.0
15856,8.0
15857,6.0
15858,27.0
15859,14.0
15860,4.0
15861,18.0
15862,17.0
15863,8.0
15864,4.0
15865,48.0
15866,13.0
15867,22.0
15868,12.0
15869,3.0
15870,23.0
15871,22.0
15872,5.0
15873,19.0
15874,33.0
15875,8.0
15876,13.0
15877,33.0
15878,3.0
15879,3.0
15880,25.0
15881,26.0
15882,15.0
15883,12.0
15884,32.0
15885,64.0
15886,21.0
15887,55.0
15888,8.0
15889,65.0
15890,22.0
15891,45.0
15892,7.0
15893,31.0
15894,9.0
15895,7.0
15896,49.0
15897,3.0
15898,58.0
15899,5.0
15900,13.0
15901,11.0
15902,2.0
15903,7.0
15904,9.0
15905,13.0
15906,6.0
15907,5.0
15908,13.0
15909,40.0
15910,9.0
15911,8.0
15912,5.0
15913,44.0
15914,20.0
15915,4.0
15916,1.0
15917,17.0
15918,8.0
15919,17.0
15920,2.0
15921,19.0
15922,5.0
15923,33.0
15924,22.0
15925,19.0
15926,1.0
15927,3.0
15928,13.0
15929,13.0
15930,3.0
15931,13.0
15932,22.0
15933,6.0
15934,26.0
15935,44.0
15936,38.0
15937,8.0
15938,8.0
15939,28.0
15940,14.0
15941,22.0
15942,13.0
15943,36.0
15944,49.0
15945,30.0
15946,23.0
15947,10.0
15948,26.0
15949,23.0
15950,8.0
15951,49.0
15952,27.0
15953,29.0
15954,8.0
15955,17.0
15956,14.0
15957,37.0
15958,3.0
15959,3.0
15960,53.0
15961,22.0
15962,8.0
15963,4.0
15964,0.0
15965,4.0
15966,22.0
15967,26.0
15968,0.0
15969,27.0
15970,8.0
15971,8.0
15972,9.0
15973,16.0
15974,20.0
15975,21.0
15976,5.0
15977,4.0
15978,0.0
15979,27.0
15980,23.0
15981,3.0
15982,3.0
15983,2.0
15984,26.0
15985,1.0
15986,24.0
15987,2.0
15988,3.0
15989,17.0
15990,23.0
15991,10.0
15992,7.0
15993,6.0
15994,38.0
15995,9.0
15996,32.0
15997,21.0
15998,21.0
15999,14.0
16000,23.0
16001,5.0
16002,8.0
16003,10.0
16004,0.0
16005,4.0
16006,19.0
16007,13.0
16008,5.0
16009,27.0
16010,19.0
16011,31.0
16012,3.0
16013,57.0
16014,2.0
16015,27.0
16016,16.0
16017,13.0
16018,49.0
16019,13.0
16020,14.0
16021,17.0
16022,1.0
16023,21.0
16024,18.0
16025,2.0
16026,27.0
16027,3.0
16028,39.0
16029,20.0
16030,3.0
16031,0.0
16032,6.0
16033,37.0
16034,4.0
16035,15.0
16036,21.0
16037,20.0
16038,6.0
16039,3.0
16040,12.0
16041,27.0
16042,24.0
16043,17.0
16044,7.0
16045,2.0
16046,6.0
16047,16.0
16048,9.0
16049,13.0
16050,4.0
16051,4.0
16052,12.0
16053,42.0
16054,17.0
16055,2.0
16056,13.0
16057,6.0
16058,9.0
16059,23.0
16060,3.0
16061,2.0
16062,19.0
16063,0.0
16064,14.0
16065,4.0
16066,4.0
16067,0.0
16068,6.0
16069,16.0
16070,16.0
16071,1.0
16072,6.0
16073,1.0
16074,35.0
16075,6.0
16076,9.0
16077,25.0
16078,8.0
16079,8.0
16080,21.0
16081,33.0
16082,13.0
16083,6.0
16084,0.0
16085,3.0
16086,24.0
16087,13.0
16088,2.0
16089,29.0
16090,14.0
16091,5.0
16092,28.0
16093,5.0
16094,17.0
16095,7.0
16096,12.0
16097,5.0
16098,2.0
16099,23.0
16100,22.0
16101,0.0
16102,5.0
16103,9.0
16104,14.0
16105,20.0
16106,28.0
16107,6.0
16108,2.0
16109,32.0
16110,20.0
16111,3.0
16112,30.0
16113,3.0
16114,5.0
16115,37.0
16116,27.0
16117,6.0
16118,4.0
16119,26.0
16120,28.0
16121,5.0
16122,27.0
16123,33.0
16124,5.0
16125,33.0
16126,18.0
16127,9.0
16128,3.0
16129,6.0
16130,7.0
16131,0.0
16132,3.0
16133,2.0
16134,3.0
16135,1.0
16136,4.0
16137,1.0
16138,4.0
16139,2.0
16140,2.0
16141,6.0
16142,1.0
16143,2.0
16144,12.0
16145,3.0
16146,3.0
16147,2.0
16148,1.0
16149,4.0
16150,2.0
16151,4.0
16152,7.0
16153,5.0
16154,5.0
16155,9.0
16156,2.0
16157,1.0
16158,5.0
16159,2.0
16160,3.0
16161,1.0
16162,1.0
16163,9.0
16164,7.0
16165,1.0
16166,0.0
16167,4.0
16168,48.0
16169,1.0
16170,9.0
16171,28.0
16172,5.0
16173,2.0
16174,1.0
16175,30.0
16176,7.0
16177,6.0
16178,19.0
16179,4.0
16180,7.0
16181,18.0
16182,46.0
16183,3.0
16184,19.0
16185,0.0
16186,9.0
16187,9.0
16188,0.0
16189,12.0
16190,27.0
16191,3.0
16192,26.0
16193,1.0
16194,1.0
16195,7.0
16196,1.0
16197,2.0
16198,18.0
16199,1.0
16200,2.0
16201,3.0
16202,1.0
16203,15.0
16204,9.0
16205,10.0
16206,10.0
16207,17.0
16208,5.0
16209,26.0
16210,7.0
16211,3.0
16212,6.0
16213,9.0
16214,0.0
16215,3.0
16216,14.0
16217,2.0
16218,24.0
16219,35.0
16220,4.0
16221,11.0
16222,30.0
16223,6.0
16224,39.0
16225,47.0
16226,8.0
16227,27.0
16228,29.0
16229,27.0
16230,4.0
16231,11.0
16232,34.0
16233,23.0
16234,15.0
16235,9.0
16236,17.0
16237,9.0
16238,37.0
16239,4.0
16240,24.0
16241,9.0
16242,6.0
16243,29.0
16244,7.0
16245,25.0
16246,10.0
16247,61.0
16248,10.0
16249,40.0
16250,1.0
16251,9.0
16252,41.0
16253,1.0
16254,2.0
16255,31.0
16256,4.0
16257,27.0
16258,8.0
16259,6.0
16260,2.0
16261,32.0
16262,17.0
16263,3.0
16264,7.0
