,Gabbr1
665,11.0
666,27.0
667,1.0
668,10.0
669,13.0
670,7.0
671,4.0
672,31.0
673,10.0
674,5.0
675,1.0
676,39.0
677,6.0
678,29.0
679,15.0
680,16.0
681,24.0
682,44.0
683,11.0
684,11.0
685,19.0
686,6.0
687,2.0
688,21.0
689,6.0
690,17.0
691,4.0
692,16.0
693,22.0
694,8.0
695,17.0
696,15.0
697,21.0
698,10.0
699,8.0
700,9.0
701,5.0
702,2.0
703,7.0
704,13.0
705,24.0
706,38.0
707,2.0
708,40.0
709,12.0
710,3.0
711,16.0
712,31.0
713,4.0
714,5.0
715,3.0
716,29.0
717,27.0
718,30.0
719,14.0
720,23.0
721,3.0
722,0.0
723,24.0
724,0.0
725,24.0
726,28.0
727,25.0
728,12.0
729,2.0
730,2.0
731,3.0
732,3.0
733,6.0
734,42.0
735,13.0
736,26.0
737,14.0
738,1.0
739,13.0
740,3.0
741,28.0
742,14.0
743,24.0
744,3.0
745,1.0
746,7.0
747,0.0
748,12.0
749,15.0
750,2.0
751,20.0
752,8.0
753,12.0
754,2.0
755,7.0
756,4.0
757,10.0
758,4.0
759,22.0
760,11.0
761,2.0
762,24.0
763,7.0
764,15.0
765,4.0
766,6.0
767,1.0
768,11.0
769,2.0
770,0.0
771,41.0
772,13.0
773,1.0
774,8.0
775,11.0
776,1.0
777,4.0
778,7.0
779,6.0
780,28.0
781,5.0
782,17.0
783,23.0
784,11.0
785,5.0
786,7.0
787,6.0
788,6.0
789,3.0
790,30.0
791,25.0
792,39.0
793,14.0
794,4.0
795,1.0
796,0.0
797,3.0
798,9.0
799,18.0
800,8.0
801,24.0
802,20.0
803,32.0
804,17.0
805,9.0
806,27.0
807,27.0
808,1.0
809,45.0
810,23.0
811,15.0
812,6.0
813,1.0
814,13.0
815,23.0
816,19.0
817,1.0
818,2.0
819,0.0
820,0.0
821,4.0
822,19.0
823,4.0
824,5.0
825,8.0
826,44.0
827,2.0
828,1.0
829,29.0
830,32.0
831,5.0
832,2.0
833,0.0
834,16.0
835,5.0
836,5.0
837,3.0
838,13.0
839,17.0
840,3.0
841,4.0
842,3.0
843,7.0
844,3.0
845,0.0
846,2.0
847,3.0
848,20.0
849,1.0
850,14.0
851,2.0
852,5.0
853,17.0
854,28.0
855,13.0
856,12.0
857,3.0
858,0.0
859,2.0
860,0.0
861,5.0
862,37.0
863,3.0
864,0.0
865,6.0
866,12.0
867,2.0
868,2.0
869,3.0
870,1.0
871,6.0
872,12.0
873,0.0
874,1.0
875,2.0
876,0.0
877,5.0
878,1.0
879,0.0
880,26.0
881,6.0
882,21.0
883,6.0
884,8.0
885,13.0
886,1.0
887,0.0
888,2.0
889,2.0
890,27.0
891,2.0
892,2.0
893,11.0
894,3.0
895,3.0
896,5.0
897,1.0
898,0.0
899,1.0
900,8.0
901,5.0
902,1.0
903,2.0
904,6.0
905,2.0
906,0.0
907,1.0
908,7.0
909,8.0
910,1.0
911,2.0
912,0.0
913,4.0
914,4.0
915,6.0
916,2.0
917,1.0
918,6.0
919,1.0
920,3.0
921,0.0
922,6.0
923,0.0
924,3.0
925,2.0
926,2.0
927,8.0
928,12.0
929,6.0
930,20.0
931,3.0
932,17.0
933,1.0
934,2.0
935,7.0
936,6.0
937,13.0
938,17.0
939,36.0
940,12.0
941,8.0
942,52.0
943,10.0
944,30.0
945,28.0
946,9.0
947,27.0
948,8.0
949,3.0
950,4.0
951,29.0
952,7.0
953,7.0
954,8.0
955,1.0
956,29.0
957,3.0
958,16.0
959,15.0
960,23.0
961,1.0
962,1.0
963,2.0
964,24.0
965,19.0
966,2.0
967,4.0
968,27.0
969,44.0
970,39.0
971,0.0
972,44.0
973,4.0
974,25.0
975,5.0
976,42.0
977,29.0
978,8.0
979,27.0
980,17.0
981,3.0
982,19.0
983,20.0
984,12.0
985,16.0
986,4.0
987,8.0
988,23.0
989,7.0
990,4.0
991,3.0
992,22.0
993,11.0
994,4.0
995,3.0
996,2.0
997,1.0
998,0.0
999,13.0
1000,3.0
1001,26.0
1002,15.0
1003,9.0
1004,22.0
1005,3.0
1006,28.0
1007,41.0
1008,35.0
1009,34.0
1010,41.0
1011,33.0
1012,47.0
1013,3.0
1014,17.0
1015,19.0
1016,6.0
1017,8.0
1018,1.0
1019,32.0
1020,24.0
1021,18.0
1022,2.0
1023,13.0
1024,7.0
1025,19.0
1026,12.0
1027,2.0
1028,4.0
1029,1.0
1030,31.0
1031,31.0
1032,4.0
1033,25.0
1034,23.0
1035,52.0
1036,14.0
1037,35.0
1038,40.0
1039,4.0
1040,34.0
1041,35.0
1042,11.0
1043,9.0
1044,34.0
1045,13.0
1046,11.0
1047,3.0
1048,6.0
1049,25.0
1050,23.0
1051,33.0
1052,31.0
1053,36.0
1054,65.0
1055,18.0
1056,21.0
1057,23.0
1058,46.0
1059,17.0
1060,31.0
1061,4.0
1062,12.0
1063,4.0
1064,1.0
1065,30.0
1066,4.0
1067,1.0
1068,9.0
1069,24.0
1070,8.0
1071,11.0
1072,0.0
1073,32.0
1074,10.0
1075,21.0
1076,30.0
1077,21.0
1078,4.0
1079,44.0
1080,1.0
1081,26.0
1082,13.0
1083,6.0
1084,22.0
1085,17.0
1086,16.0
1087,5.0
1088,9.0
1089,18.0
1090,22.0
1091,3.0
1092,18.0
1093,20.0
1094,4.0
1095,52.0
1096,32.0
1097,2.0
1098,3.0
1099,37.0
1100,1.0
1101,30.0
1102,39.0
1103,13.0
1104,35.0
1105,10.0
1106,11.0
1107,7.0
1108,7.0
1109,34.0
1110,25.0
1111,39.0
1112,13.0
1113,21.0
1114,4.0
1115,14.0
1116,19.0
1117,5.0
1118,11.0
1119,17.0
1120,47.0
1121,21.0
1122,19.0
1123,9.0
1124,38.0
1125,7.0
1126,8.0
1127,7.0
1128,21.0
1129,1.0
1130,2.0
1131,35.0
1132,13.0
1133,38.0
1134,26.0
1135,41.0
1136,2.0
1137,19.0
1138,63.0
1139,33.0
1140,11.0
1141,23.0
1142,14.0
1143,3.0
1144,37.0
1145,0.0
1146,1.0
1147,9.0
1148,3.0
1149,51.0
1150,7.0
1151,1.0
1152,2.0
1153,0.0
1154,1.0
1155,6.0
1156,4.0
1157,7.0
1158,3.0
1159,8.0
1160,5.0
1161,7.0
1162,33.0
1163,25.0
1164,5.0
1165,22.0
1166,5.0
1167,44.0
1168,20.0
1169,17.0
1170,15.0
1171,8.0
1172,7.0
1173,3.0
1174,2.0
1175,19.0
1176,22.0
1177,2.0
1178,6.0
1179,5.0
1180,23.0
1181,21.0
1182,2.0
1183,16.0
1184,7.0
1185,26.0
1186,24.0
1187,3.0
1188,15.0
1189,20.0
1190,24.0
1191,3.0
1192,4.0
1193,3.0
1194,17.0
1195,38.0
1196,18.0
1197,33.0
1198,33.0
1199,2.0
1200,31.0
1201,2.0
1202,5.0
1203,59.0
1204,19.0
1205,25.0
1206,0.0
1207,7.0
1208,19.0
1209,6.0
1210,1.0
1211,14.0
1212,7.0
1213,32.0
1214,4.0
1215,25.0
1216,12.0
1217,6.0
1218,3.0
1219,23.0
1220,16.0
1221,9.0
1222,18.0
1223,29.0
1224,14.0
1225,12.0
1226,10.0
1227,27.0
1228,18.0
1229,0.0
1230,21.0
1231,35.0
1232,4.0
1233,4.0
1234,49.0
1235,41.0
1236,1.0
1237,19.0
1238,28.0
1239,8.0
1240,11.0
1241,0.0
1242,45.0
1243,2.0
1244,15.0
1245,12.0
1246,35.0
1247,4.0
1248,19.0
1249,6.0
1250,24.0
1251,10.0
1252,7.0
1253,2.0
1254,2.0
1255,16.0
1256,8.0
1257,2.0
1258,2.0
1259,38.0
1260,17.0
1261,3.0
1262,22.0
1263,6.0
1264,6.0
1265,37.0
1266,1.0
1267,42.0
1268,4.0
1269,17.0
1270,14.0
1271,36.0
1272,22.0
1273,13.0
1274,26.0
1275,6.0
1276,21.0
1277,24.0
1278,30.0
1279,21.0
1280,18.0
1281,17.0
1282,1.0
1283,6.0
1284,27.0
1285,6.0
1286,14.0
1287,7.0
1288,22.0
1289,4.0
1290,3.0
1291,13.0
1292,7.0
1293,10.0
1294,12.0
1295,4.0
1296,2.0
1297,37.0
1298,13.0
1299,18.0
1300,27.0
1301,22.0
1302,7.0
1303,11.0
1304,12.0
1305,4.0
1306,11.0
1307,1.0
1308,47.0
1309,29.0
1310,18.0
1311,27.0
1312,9.0
1313,21.0
1314,22.0
1315,2.0
1316,10.0
1317,5.0
1318,8.0
1319,5.0
1320,49.0
1321,42.0
1322,4.0
1323,31.0
1324,0.0
1325,16.0
1326,12.0
1327,10.0
1328,44.0
1329,30.0
1330,36.0
1331,9.0
1332,54.0
1333,15.0
1334,6.0
1335,34.0
1336,10.0
1337,35.0
1338,3.0
1339,12.0
1340,15.0
1341,10.0
1342,13.0
1343,6.0
1344,10.0
1345,45.0
1346,28.0
1347,15.0
1348,3.0
1349,12.0
1350,23.0
1351,10.0
1352,34.0
1353,20.0
1354,36.0
1355,3.0
1356,6.0
1357,12.0
1358,13.0
1359,5.0
1360,34.0
1361,36.0
1362,28.0
1363,5.0
1364,4.0
1365,13.0
1366,5.0
1367,33.0
1368,20.0
1369,23.0
1370,12.0
1371,35.0
1372,10.0
1373,34.0
1374,35.0
1375,14.0
1376,9.0
1377,24.0
1378,8.0
1379,6.0
1380,16.0
1381,8.0
1382,5.0
1383,4.0
1384,13.0
1385,9.0
1386,7.0
1387,8.0
1388,6.0
1389,6.0
1390,2.0
1391,23.0
1392,32.0
1393,5.0
1394,13.0
1395,21.0
1396,9.0
1397,9.0
1398,18.0
1399,4.0
1400,1.0
1401,3.0
1402,21.0
1403,5.0
1404,2.0
1405,19.0
1406,1.0
1407,9.0
1408,13.0
1409,7.0
1410,17.0
1411,34.0
1412,0.0
1413,12.0
1414,13.0
1415,7.0
1416,23.0
1417,28.0
1418,3.0
1419,1.0
1420,35.0
1421,31.0
1422,9.0
1423,24.0
1424,32.0
1425,40.0
1426,8.0
1427,29.0
1428,0.0
1429,27.0
1430,5.0
1431,20.0
1432,1.0
1433,31.0
1434,1.0
1435,32.0
1436,9.0
1437,1.0
1438,17.0
1439,4.0
1440,11.0
1441,20.0
1442,12.0
1443,9.0
1444,13.0
1445,13.0
1446,11.0
1447,6.0
1448,2.0
1449,19.0
1450,8.0
1451,9.0
1452,34.0
1453,0.0
1454,28.0
1455,14.0
1456,1.0
1457,12.0
1458,4.0
1459,30.0
1460,32.0
1461,30.0
1462,7.0
1463,7.0
1464,7.0
1465,9.0
1466,33.0
1467,10.0
1468,2.0
1469,29.0
1470,14.0
1471,32.0
1472,10.0
1473,23.0
1474,5.0
1475,22.0
1476,29.0
1477,23.0
1478,11.0
1479,6.0
1480,16.0
1481,5.0
1482,39.0
1483,32.0
1484,0.0
1485,34.0
1486,23.0
1487,50.0
1488,21.0
1489,0.0
1490,13.0
1491,29.0
1492,4.0
1493,23.0
1494,16.0
1495,18.0
1496,10.0
1497,51.0
1498,1.0
1499,21.0
1500,13.0
1501,2.0
1502,9.0
1503,3.0
1504,14.0
1505,2.0
1506,30.0
1507,3.0
1508,23.0
1509,0.0
1510,14.0
1511,18.0
1512,3.0
1513,21.0
1514,6.0
1515,8.0
1516,27.0
1517,1.0
1518,6.0
1519,23.0
1520,2.0
1521,2.0
1522,9.0
1523,4.0
1524,37.0
1525,7.0
1526,41.0
1527,2.0
1528,13.0
1529,17.0
1530,2.0
1531,19.0
1532,15.0
1533,10.0
1534,5.0
1535,14.0
1536,1.0
1537,3.0
1538,6.0
1539,36.0
1540,14.0
1541,1.0
1542,4.0
1543,9.0
1544,26.0
1545,30.0
1546,12.0
1547,25.0
1548,23.0
1549,11.0
1550,26.0
1551,0.0
1552,22.0
1553,4.0
1554,27.0
1555,4.0
1556,22.0
1557,2.0
1558,2.0
1559,5.0
1560,10.0
1561,18.0
1562,18.0
1563,19.0
1564,18.0
1565,34.0
1566,29.0
1567,15.0
1568,12.0
1569,11.0
1570,22.0
1571,4.0
1572,9.0
1573,36.0
1574,17.0
1575,11.0
1576,33.0
1577,48.0
1578,35.0
1579,3.0
1580,7.0
1581,7.0
1582,11.0
1583,31.0
1584,32.0
1585,5.0
1586,0.0
1587,3.0
1588,20.0
1589,22.0
1590,19.0
1591,3.0
1592,2.0
1593,12.0
1594,29.0
1595,46.0
1596,10.0
1597,8.0
1598,25.0
1599,9.0
1600,42.0
1601,10.0
1602,10.0
1603,15.0
1604,4.0
1605,1.0
1606,10.0
1607,4.0
1608,44.0
1609,13.0
1610,35.0
1611,10.0
1612,19.0
1613,2.0
1614,13.0
1615,32.0
1616,3.0
1617,4.0
1618,30.0
1619,2.0
1620,5.0
1621,7.0
1622,14.0
1623,4.0
1624,6.0
1625,10.0
1626,6.0
1627,19.0
1628,2.0
1629,3.0
1630,14.0
1631,2.0
1632,36.0
1633,1.0
1634,24.0
1635,23.0
1636,5.0
1637,23.0
1638,11.0
1639,31.0
1640,19.0
1641,44.0
1642,41.0
1643,40.0
1644,22.0
1645,22.0
1646,2.0
1647,31.0
1648,2.0
1649,16.0
1650,32.0
1651,29.0
1652,36.0
1653,12.0
1654,19.0
1655,9.0
1656,3.0
1657,12.0
1658,14.0
1659,32.0
1660,20.0
1661,12.0
1662,48.0
1663,1.0
1664,9.0
1665,10.0
1666,27.0
1667,5.0
1668,7.0
1669,38.0
1670,62.0
1671,32.0
1672,5.0
1673,20.0
1674,0.0
1675,1.0
1676,19.0
1677,21.0
1678,9.0
1679,13.0
1680,36.0
1681,41.0
1682,2.0
1683,0.0
1684,9.0
1685,14.0
1686,13.0
1687,25.0
1688,5.0
1689,35.0
1690,7.0
1691,8.0
1692,1.0
1693,10.0
1694,11.0
1695,9.0
1696,25.0
1697,30.0
1698,27.0
1699,24.0
1700,12.0
1701,7.0
1702,42.0
1703,6.0
1704,23.0
1705,2.0
1706,19.0
1707,10.0
1708,19.0
1709,1.0
1710,10.0
1711,6.0
1712,5.0
1713,8.0
1714,0.0
1715,4.0
1716,32.0
1717,6.0
1718,7.0
1719,15.0
1720,7.0
1721,11.0
1722,24.0
1723,4.0
1724,23.0
1725,13.0
1726,19.0
1727,37.0
1728,18.0
1729,13.0
1730,21.0
1731,1.0
1732,16.0
1733,10.0
1734,28.0
1735,3.0
1736,44.0
1737,5.0
1738,22.0
1739,21.0
1740,9.0
1741,10.0
1742,10.0
1743,30.0
1744,35.0
1745,27.0
1746,2.0
1747,2.0
1748,2.0
1749,29.0
1750,11.0
1751,2.0
1752,19.0
1753,41.0
1754,37.0
1755,10.0
1756,9.0
1757,16.0
1758,25.0
1759,11.0
1760,3.0
1761,5.0
1762,21.0
1763,34.0
1764,2.0
1765,19.0
1766,8.0
1767,3.0
1768,26.0
1769,15.0
1770,8.0
1771,8.0
1772,30.0
1773,3.0
1774,5.0
1775,13.0
1776,18.0
1777,20.0
1778,16.0
1779,16.0
1780,2.0
1781,16.0
1782,2.0
1783,34.0
1784,12.0
1785,37.0
1786,22.0
1787,34.0
1788,3.0
1789,25.0
1790,45.0
1791,9.0
1792,18.0
1793,21.0
1794,14.0
1795,1.0
1796,19.0
1797,3.0
1798,2.0
1799,21.0
1800,43.0
1801,19.0
1802,2.0
1803,14.0
1804,12.0
1805,27.0
1806,23.0
1807,29.0
1808,36.0
1809,6.0
1810,7.0
1811,6.0
1812,5.0
1813,6.0
1814,22.0
1815,1.0
1816,1.0
1817,4.0
1818,25.0
1819,1.0
1820,12.0
1821,0.0
1822,51.0
1823,8.0
1824,26.0
1825,22.0
1826,17.0
1827,2.0
1828,36.0
1829,33.0
1830,17.0
1831,5.0
1832,12.0
1833,29.0
1834,2.0
1835,31.0
1836,2.0
1837,2.0
1838,2.0
1839,35.0
1840,2.0
1841,17.0
1842,5.0
1843,3.0
1844,37.0
1845,0.0
1846,15.0
1847,9.0
1848,12.0
1849,4.0
1850,20.0
1851,30.0
1852,36.0
1853,16.0
1854,2.0
1855,14.0
1856,10.0
1857,4.0
1858,3.0
1859,19.0
1860,24.0
1861,10.0
1862,13.0
1863,14.0
1864,13.0
1865,47.0
1866,50.0
1867,30.0
1868,34.0
1869,16.0
1870,8.0
1871,27.0
1872,4.0
1873,25.0
1874,6.0
1875,25.0
1876,9.0
1877,11.0
1878,3.0
1879,48.0
1880,28.0
1881,15.0
1882,19.0
1883,29.0
1884,22.0
1885,26.0
1886,21.0
1887,17.0
1888,39.0
1889,2.0
1890,1.0
1891,29.0
1892,48.0
1893,27.0
1894,37.0
1895,31.0
1896,15.0
1897,7.0
1898,9.0
1899,11.0
1900,16.0
1901,6.0
1902,30.0
1903,12.0
1904,10.0
1905,6.0
1906,20.0
1907,25.0
1908,6.0
1909,13.0
1910,14.0
1911,28.0
1912,2.0
1913,26.0
1914,19.0
1915,32.0
1916,43.0
1917,14.0
1918,3.0
1919,13.0
1920,3.0
1921,18.0
1922,26.0
1923,19.0
1924,4.0
1925,20.0
1926,21.0
1927,17.0
1928,5.0
1929,7.0
1930,5.0
1931,4.0
1932,4.0
1933,13.0
1934,7.0
1935,1.0
1936,16.0
1937,19.0
1938,11.0
1939,18.0
1940,11.0
1941,23.0
1942,35.0
1943,3.0
1944,4.0
1945,5.0
1946,11.0
1947,25.0
1948,17.0
1949,0.0
1950,6.0
1951,25.0
1952,3.0
1953,32.0
1954,3.0
1955,4.0
1956,14.0
1957,25.0
1958,38.0
1959,6.0
1960,8.0
1961,15.0
1962,1.0
1963,15.0
1964,15.0
1965,20.0
1966,23.0
1967,4.0
1968,3.0
1969,5.0
1970,5.0
1971,0.0
1972,1.0
1973,5.0
1974,18.0
1975,23.0
1976,14.0
1977,8.0
1978,21.0
1979,21.0
1980,9.0
1981,9.0
1982,3.0
1983,1.0
1984,10.0
1985,12.0
1986,5.0
1987,3.0
1988,12.0
1989,37.0
1990,2.0
1991,8.0
1992,1.0
1993,3.0
1994,7.0
1995,34.0
1996,5.0
1997,4.0
1998,13.0
1999,0.0
2000,47.0
2001,39.0
2002,12.0
2003,31.0
2004,19.0
2005,7.0
2006,30.0
2007,21.0
2008,5.0
2009,0.0
2010,23.0
2011,30.0
2012,6.0
2013,11.0
2014,10.0
2015,6.0
2016,25.0
2017,21.0
2018,41.0
2019,1.0
2020,16.0
2021,39.0
2022,36.0
2023,25.0
2024,5.0
2025,21.0
2026,32.0
2027,8.0
2028,10.0
2029,34.0
2030,21.0
2031,35.0
2032,1.0
2033,2.0
2034,35.0
2035,37.0
2036,22.0
2037,9.0
2038,1.0
2039,2.0
2040,5.0
2041,66.0
2042,22.0
2043,27.0
2044,18.0
2045,24.0
2046,4.0
2047,26.0
2048,3.0
2049,13.0
2050,14.0
2051,1.0
2052,1.0
2053,37.0
2054,19.0
2055,5.0
2056,45.0
2057,0.0
2058,18.0
2059,11.0
2060,21.0
2061,12.0
2062,29.0
2063,38.0
2064,23.0
2065,25.0
2066,30.0
2067,17.0
2068,20.0
2069,14.0
2070,6.0
2071,36.0
2072,15.0
2073,29.0
2074,28.0
2075,24.0
2076,0.0
2077,13.0
2078,4.0
2079,9.0
2080,17.0
2081,35.0
2082,2.0
2083,28.0
2084,32.0
2085,55.0
2086,23.0
2087,22.0
2088,32.0
2089,22.0
2090,13.0
2091,1.0
2092,38.0
2093,10.0
2094,22.0
2095,22.0
2096,23.0
2097,37.0
2098,7.0
2099,26.0
2100,8.0
2101,29.0
2102,12.0
2103,4.0
2104,12.0
2105,48.0
2106,18.0
2107,0.0
2108,11.0
2109,6.0
2110,6.0
2111,9.0
2112,6.0
2113,6.0
2114,1.0
2115,6.0
2116,16.0
2117,43.0
2118,38.0
2119,12.0
2120,47.0
2121,32.0
2122,14.0
2123,6.0
2124,54.0
2125,15.0
2126,2.0
2127,2.0
2128,16.0
2129,7.0
2130,1.0
2131,49.0
2132,32.0
2133,5.0
2134,47.0
2135,22.0
2136,20.0
2137,13.0
2138,3.0
2139,43.0
