,Adgrl3
572,1.0
573,5.0
574,4.0
575,3.0
576,6.0
577,9.0
578,11.0
579,0.0
580,0.0
581,1.0
582,4.0
583,1.0
584,1.0
585,3.0
586,5.0
587,2.0
588,0.0
589,0.0
590,0.0
591,5.0
592,3.0
593,11.0
594,9.0
595,4.0
596,2.0
597,1.0
598,0.0
599,7.0
600,3.0
601,6.0
602,7.0
603,4.0
604,4.0
605,15.0
606,1.0
607,0.0
608,0.0
609,0.0
610,4.0
611,2.0
612,4.0
613,3.0
614,5.0
615,2.0
616,0.0
617,2.0
618,0.0
619,6.0
620,1.0
621,2.0
622,8.0
623,1.0
624,6.0
625,2.0
626,1.0
627,4.0
628,4.0
629,1.0
630,0.0
631,3.0
632,12.0
633,0.0
634,1.0
635,5.0
636,1.0
637,4.0
638,1.0
639,6.0
640,6.0
641,6.0
642,0.0
643,1.0
644,4.0
645,3.0
646,0.0
647,2.0
648,2.0
649,0.0
650,4.0
651,1.0
652,2.0
653,6.0
654,1.0
655,2.0
656,5.0
657,12.0
658,5.0
659,5.0
660,5.0
661,0.0
662,4.0
663,2.0
664,6.0
665,2.0
666,7.0
667,0.0
668,4.0
669,4.0
670,1.0
671,0.0
672,7.0
673,5.0
674,0.0
675,0.0
676,9.0
677,1.0
678,7.0
679,0.0
680,4.0
681,9.0
682,11.0
683,3.0
684,0.0
685,6.0
686,0.0
687,0.0
688,6.0
689,1.0
690,3.0
691,1.0
692,0.0
693,2.0
694,1.0
695,8.0
696,1.0
697,6.0
698,2.0
699,2.0
700,4.0
701,0.0
702,0.0
703,0.0
704,4.0
705,4.0
706,6.0
707,0.0
708,3.0
709,6.0
710,0.0
711,2.0
712,2.0
713,0.0
714,0.0
715,3.0
716,3.0
717,6.0
718,8.0
719,5.0
720,7.0
721,0.0
722,0.0
723,7.0
724,0.0
725,6.0
726,6.0
727,6.0
728,4.0
729,0.0
730,0.0
731,1.0
732,1.0
733,0.0
734,10.0
735,4.0
736,9.0
737,3.0
738,0.0
739,4.0
740,0.0
741,6.0
742,4.0
743,9.0
744,4.0
745,3.0
746,0.0
747,0.0
748,3.0
749,5.0
750,1.0
751,3.0
752,1.0
753,0.0
754,0.0
755,3.0
756,2.0
757,1.0
758,0.0
759,3.0
760,0.0
761,2.0
762,6.0
763,1.0
764,1.0
765,0.0
766,0.0
767,1.0
768,6.0
769,3.0
770,0.0
771,8.0
772,0.0
773,0.0
774,4.0
775,1.0
776,0.0
777,1.0
778,0.0
779,1.0
780,7.0
781,4.0
782,10.0
783,8.0
784,0.0
785,0.0
786,0.0
787,0.0
788,1.0
789,1.0
790,9.0
791,3.0
792,10.0
793,4.0
794,0.0
795,0.0
796,0.0
797,1.0
798,3.0
799,9.0
800,1.0
801,5.0
802,5.0
803,3.0
804,5.0
805,1.0
806,5.0
807,6.0
808,0.0
809,5.0
810,3.0
811,2.0
812,0.0
813,3.0
814,2.0
815,7.0
816,5.0
817,0.0
818,0.0
819,0.0
820,0.0
821,2.0
822,6.0
823,0.0
824,2.0
825,1.0
826,13.0
827,0.0
828,0.0
829,11.0
830,6.0
831,0.0
832,0.0
833,1.0
834,6.0
835,0.0
836,1.0
837,0.0
838,1.0
839,3.0
840,0.0
841,0.0
842,0.0
843,1.0
844,0.0
845,0.0
846,1.0
847,1.0
848,3.0
849,1.0
850,8.0
851,0.0
852,4.0
853,5.0
854,12.0
855,3.0
856,2.0
857,0.0
858,0.0
859,0.0
860,0.0
861,1.0
862,6.0
863,3.0
864,0.0
865,1.0
866,0.0
867,1.0
868,0.0
869,0.0
870,0.0
871,2.0
872,0.0
873,0.0
874,0.0
875,0.0
876,1.0
877,0.0
878,2.0
879,0.0
880,5.0
881,0.0
882,6.0
883,0.0
884,1.0
885,0.0
886,0.0
887,0.0
888,1.0
889,0.0
890,3.0
891,0.0
892,0.0
893,4.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,2.0
902,1.0
903,0.0
904,1.0
905,0.0
906,0.0
907,1.0
908,0.0
909,1.0
910,0.0
911,0.0
912,0.0
913,0.0
914,1.0
915,0.0
916,0.0
917,0.0
918,1.0
919,0.0
920,0.0
921,0.0
922,1.0
923,0.0
924,0.0
925,1.0
926,1.0
927,1.0
928,1.0
929,0.0
930,5.0
931,0.0
932,2.0
933,0.0
934,0.0
935,0.0
936,0.0
937,2.0
938,7.0
939,8.0
940,3.0
941,1.0
942,10.0
943,2.0
944,7.0
945,5.0
946,3.0
947,2.0
948,1.0
949,0.0
950,1.0
951,7.0
952,0.0
953,0.0
954,0.0
955,0.0
956,6.0
957,3.0
958,4.0
959,3.0
960,7.0
961,0.0
962,1.0
963,0.0
964,3.0
965,5.0
966,0.0
967,2.0
968,5.0
969,13.0
970,6.0
971,1.0
972,8.0
973,2.0
974,3.0
975,5.0
976,8.0
977,10.0
978,3.0
979,10.0
980,6.0
981,2.0
982,4.0
983,3.0
984,2.0
985,1.0
986,0.0
987,0.0
988,4.0
989,1.0
990,0.0
991,2.0
992,3.0
993,1.0
994,0.0
995,1.0
996,0.0
997,1.0
998,1.0
999,5.0
1000,0.0
1001,8.0
1002,4.0
1003,1.0
1004,2.0
1005,1.0
1006,13.0
1007,10.0
1008,4.0
1009,14.0
1010,8.0
1011,11.0
1012,7.0
1013,4.0
1014,5.0
1015,4.0
1016,1.0
1017,1.0
1018,1.0
1019,10.0
1020,3.0
1021,5.0
1022,1.0
1023,6.0
1024,2.0
1025,5.0
1026,3.0
1027,0.0
1028,1.0
1029,1.0
1030,8.0
1031,10.0
1032,2.0
1033,7.0
1034,6.0
1035,10.0
1036,1.0
1037,5.0
1038,7.0
1039,2.0
1040,11.0
1041,5.0
1042,1.0
1043,1.0
1044,5.0
1045,0.0
1046,1.0
1047,0.0
1048,2.0
1049,7.0
1050,2.0
1051,5.0
1052,10.0
1053,13.0
1054,12.0
1055,3.0
1056,5.0
1057,18.0
1058,10.0
1059,3.0
1060,4.0
1061,0.0
1062,5.0
1063,0.0
1064,0.0
1065,7.0
1066,0.0
1067,0.0
1068,2.0
1069,6.0
1070,0.0
1071,4.0
1072,0.0
1073,10.0
1074,1.0
1075,2.0
1076,7.0
1077,4.0
1078,0.0
1079,9.0
1080,0.0
1081,1.0
1082,3.0
1083,0.0
1084,6.0
1085,1.0
1086,5.0
1087,4.0
1088,3.0
1089,1.0
1090,3.0
1091,0.0
1092,9.0
1093,3.0
1094,0.0
1095,1.0
1096,3.0
1097,0.0
1098,1.0
1099,7.0
1100,0.0
1101,4.0
1102,5.0
1103,3.0
1104,2.0
1105,0.0
1106,1.0
1107,3.0
1108,3.0
1109,4.0
1110,16.0
1111,11.0
1112,2.0
1113,5.0
1114,1.0
1115,1.0
1116,1.0
1117,0.0
1118,1.0
1119,2.0
1120,7.0
1121,2.0
1122,3.0
1123,1.0
1124,4.0
1125,3.0
1126,0.0
1127,3.0
1128,4.0
1129,1.0
1130,0.0
1131,11.0
1132,2.0
1133,3.0
1134,5.0
1135,9.0
1136,1.0
1137,2.0
1138,7.0
1139,6.0
1140,3.0
1141,1.0
1142,1.0
1143,0.0
1144,7.0
1145,0.0
1146,1.0
1147,1.0
1148,0.0
1149,4.0
1150,4.0
1151,0.0
1152,1.0
1153,0.0
1154,1.0
1155,0.0
1156,0.0
1157,2.0
1158,0.0
1159,5.0
1160,0.0
1161,1.0
1162,3.0
1163,3.0
1164,1.0
1165,5.0
1166,1.0
1167,9.0
1168,3.0
1169,1.0
1170,3.0
1171,1.0
1172,3.0
1173,1.0
1174,0.0
1175,3.0
1176,1.0
1177,0.0
1178,2.0
1179,1.0
1180,3.0
1181,4.0
1182,1.0
1183,1.0
1184,1.0
1185,5.0
1186,4.0
1187,1.0
1188,1.0
1189,1.0
1190,3.0
1191,0.0
1192,3.0
1193,2.0
1194,3.0
1195,3.0
1196,5.0
1197,7.0
1198,7.0
1199,0.0
1200,8.0
1201,0.0
1202,1.0
1203,7.0
1204,2.0
1205,13.0
1206,0.0
1207,0.0
1208,1.0
1209,2.0
1210,0.0
1211,3.0
1212,2.0
1213,11.0
1214,0.0
1215,5.0
1216,2.0
1217,0.0
1218,0.0
1219,1.0
1220,4.0
1221,1.0
1222,2.0
1223,3.0
1224,2.0
1225,4.0
1226,3.0
1227,6.0
1228,1.0
1229,0.0
1230,3.0
1231,8.0
1232,0.0
1233,0.0
1234,7.0
1235,3.0
1236,0.0
1237,1.0
1238,6.0
1239,3.0
1240,4.0
1241,0.0
1242,8.0
1243,2.0
1244,3.0
1245,5.0
1246,5.0
1247,1.0
1248,3.0
1249,0.0
1250,5.0
1251,1.0
1252,2.0
1253,2.0
1254,0.0
1255,3.0
1256,3.0
1257,2.0
1258,1.0
1259,6.0
1260,4.0
1261,4.0
1262,4.0
1263,4.0
1264,3.0
1265,10.0
1266,2.0
1267,11.0
1268,0.0
1269,2.0
1270,3.0
1271,6.0
1272,2.0
1273,3.0
1274,6.0
1275,1.0
1276,2.0
1277,2.0
1278,10.0
1279,2.0
1280,2.0
1281,6.0
1282,0.0
1283,1.0
1284,9.0
1285,0.0
1286,4.0
1287,2.0
1288,3.0
1289,1.0
1290,0.0
1291,1.0
1292,1.0
1293,2.0
1294,0.0
1295,0.0
1296,0.0
1297,10.0
1298,1.0
1299,1.0
1300,4.0
1301,5.0
1302,3.0
1303,3.0
1304,2.0
1305,0.0
1306,2.0
1307,1.0
1308,6.0
1309,9.0
1310,0.0
1311,4.0
1312,1.0
1313,1.0
1314,2.0
1315,1.0
1316,2.0
1317,1.0
1318,0.0
1319,0.0
1320,15.0
1321,5.0
1322,0.0
1323,12.0
1324,0.0
1325,1.0
1326,3.0
1327,0.0
1328,3.0
1329,4.0
1330,2.0
1331,1.0
1332,8.0
1333,3.0
1334,1.0
1335,6.0
1336,4.0
1337,8.0
1338,0.0
1339,1.0
1340,4.0
1341,2.0
1342,1.0
1343,0.0
1344,3.0
1345,7.0
1346,2.0
1347,1.0
1348,1.0
1349,3.0
1350,4.0
1351,1.0
1352,5.0
1353,6.0
1354,6.0
1355,0.0
1356,0.0
1357,2.0
1358,3.0
1359,1.0
1360,2.0
1361,8.0
1362,11.0
1363,1.0
1364,0.0
1365,4.0
1366,1.0
1367,2.0
1368,2.0
1369,6.0
1370,2.0
1371,2.0
1372,2.0
1373,2.0
1374,4.0
1375,2.0
1376,2.0
1377,3.0
1378,0.0
1379,0.0
1380,4.0
1381,2.0
1382,0.0
1383,0.0
1384,3.0
1385,0.0
1386,4.0
1387,2.0
1388,0.0
1389,0.0
1390,0.0
1391,4.0
1392,1.0
1393,0.0
1394,2.0
1395,4.0
1396,2.0
1397,5.0
1398,2.0
1399,1.0
1400,0.0
1401,1.0
1402,4.0
1403,2.0
1404,0.0
1405,5.0
1406,0.0
1407,4.0
1408,0.0
1409,8.0
1410,3.0
1411,0.0
1412,0.0
1413,0.0
1414,4.0
1415,1.0
1416,6.0
1417,0.0
1418,1.0
1419,0.0
1420,2.0
1421,5.0
1422,2.0
1423,5.0
1424,3.0
1425,7.0
1426,3.0
1427,1.0
1428,0.0
1429,3.0
1430,0.0
1431,2.0
1432,0.0
1433,7.0
1434,1.0
1435,6.0
1436,3.0
1437,0.0
1438,2.0
1439,1.0
1440,3.0
1441,2.0
1442,2.0
1443,3.0
1444,2.0
1445,2.0
1446,5.0
1447,0.0
1448,1.0
1449,1.0
1450,3.0
1451,4.0
1452,7.0
1453,0.0
1454,4.0
1455,2.0
1456,0.0
1457,0.0
1458,3.0
1459,5.0
1460,1.0
1461,1.0
1462,2.0
1463,1.0
1464,0.0
1465,2.0
1466,8.0
1467,3.0
1468,1.0
1469,4.0
1470,1.0
1471,4.0
1472,0.0
1473,8.0
1474,2.0
1475,4.0
1476,6.0
1477,4.0
1478,2.0
1479,2.0
1480,3.0
1481,0.0
1482,6.0
1483,4.0
1484,0.0
1485,12.0
1486,2.0
1487,10.0
1488,4.0
1489,0.0
1490,2.0
1491,7.0
1492,1.0
1493,8.0
1494,3.0
1495,1.0
1496,2.0
1497,9.0
1498,1.0
1499,1.0
1500,6.0
1501,0.0
1502,1.0
1503,2.0
1504,3.0
1505,1.0
1506,3.0
1507,0.0
1508,3.0
1509,0.0
1510,0.0
1511,3.0
1512,2.0
1513,3.0
1514,0.0
1515,1.0
1516,9.0
1517,0.0
1518,1.0
1519,5.0
1520,0.0
1521,0.0
1522,1.0
1523,0.0
1524,3.0
1525,3.0
1526,9.0
1527,0.0
1528,7.0
1529,2.0
1530,0.0
1531,1.0
1532,2.0
1533,0.0
1534,0.0
1535,5.0
1536,1.0
1537,1.0
1538,0.0
1539,4.0
1540,2.0
1541,1.0
1542,1.0
1543,1.0
1544,5.0
1545,4.0
1546,0.0
1547,1.0
1548,1.0
1549,1.0
1550,3.0
1551,1.0
1552,8.0
1553,0.0
1554,3.0
1555,0.0
1556,5.0
1557,1.0
1558,1.0
1559,1.0
1560,2.0
1561,2.0
1562,1.0
1563,1.0
1564,1.0
1565,7.0
1566,6.0
1567,4.0
1568,1.0
1569,3.0
1570,4.0
1571,1.0
1572,1.0
1573,3.0
1574,3.0
1575,0.0
1576,8.0
1577,5.0
1578,10.0
1579,1.0
1580,0.0
1581,1.0
1582,2.0
1583,3.0
1584,10.0
1585,4.0
1586,0.0
1587,0.0
1588,10.0
1589,4.0
1590,0.0
1591,1.0
1592,0.0
1593,0.0
1594,10.0
1595,8.0
1596,3.0
1597,2.0
1598,3.0
1599,3.0
1600,5.0
1601,0.0
1602,3.0
1603,3.0
1604,1.0
1605,0.0
1606,4.0
1607,6.0
1608,3.0
1609,4.0
1610,6.0
1611,2.0
1612,4.0
1613,0.0
1614,2.0
1615,6.0
1616,1.0
1617,1.0
1618,6.0
1619,0.0
1620,1.0
1621,2.0
1622,1.0
1623,0.0
1624,1.0
1625,1.0
1626,0.0
1627,3.0
1628,1.0
1629,0.0
1630,0.0
1631,1.0
1632,12.0
1633,0.0
1634,0.0
1635,2.0
1636,1.0
1637,3.0
1638,6.0
1639,7.0
1640,1.0
1641,16.0
1642,5.0
1643,8.0
1644,1.0
1645,0.0
1646,1.0
1647,1.0
1648,0.0
1649,1.0
1650,7.0
1651,6.0
1652,7.0
1653,1.0
1654,1.0
1655,0.0
1656,0.0
1657,2.0
1658,5.0
1659,4.0
1660,1.0
1661,2.0
1662,3.0
1663,0.0
1664,0.0
1665,3.0
1666,3.0
1667,1.0
1668,3.0
1669,5.0
1670,11.0
1671,5.0
1672,2.0
1673,4.0
1674,0.0
1675,0.0
1676,4.0
1677,2.0
1678,2.0
1679,4.0
1680,5.0
1681,1.0
1682,0.0
1683,0.0
1684,0.0
1685,1.0
1686,2.0
1687,4.0
1688,1.0
1689,5.0
1690,1.0
1691,2.0
1692,0.0
1693,0.0
1694,0.0
1695,4.0
1696,3.0
1697,1.0
1698,9.0
1699,3.0
1700,2.0
1701,4.0
1702,4.0
1703,0.0
1704,4.0
1705,0.0
1706,1.0
1707,0.0
1708,2.0
1709,0.0
1710,1.0
1711,1.0
1712,4.0
1713,2.0
1714,1.0
1715,1.0
1716,3.0
1717,1.0
1718,0.0
1719,3.0
1720,0.0
1721,1.0
1722,3.0
1723,1.0
1724,5.0
1725,2.0
1726,1.0
1727,9.0
1728,0.0
1729,3.0
1730,4.0
1731,0.0
1732,2.0
1733,1.0
1734,4.0
1735,0.0
1736,10.0
1737,1.0
1738,2.0
1739,7.0
1740,2.0
1741,0.0
1742,1.0
1743,3.0
1744,6.0
1745,3.0
1746,0.0
1747,0.0
1748,0.0
1749,6.0
1750,1.0
1751,2.0
1752,3.0
1753,3.0
1754,5.0
1755,4.0
1756,1.0
1757,2.0
1758,2.0
1759,2.0
1760,1.0
1761,1.0
1762,2.0
1763,7.0
1764,0.0
1765,4.0
1766,0.0
1767,1.0
1768,10.0
1769,3.0
1770,0.0
1771,0.0
1772,9.0
1773,0.0
1774,1.0
1775,2.0
1776,5.0
1777,1.0
1778,0.0
1779,3.0
1780,0.0
1781,1.0
1782,1.0
1783,3.0
1784,3.0
1785,2.0
1786,4.0
1787,5.0
1788,1.0
1789,3.0
1790,3.0
1791,2.0
1792,5.0
1793,2.0
1794,1.0
1795,1.0
1796,4.0
1797,0.0
1798,0.0
1799,6.0
1800,6.0
1801,5.0
1802,0.0
1803,1.0
1804,3.0
1805,8.0
1806,4.0
1807,6.0
1808,5.0
1809,3.0
1810,0.0
1811,2.0
1812,1.0
1813,1.0
1814,1.0
1815,1.0
1816,3.0
1817,0.0
1818,2.0
1819,2.0
1820,2.0
1821,0.0
1822,8.0
1823,1.0
1824,10.0
1825,2.0
1826,3.0
1827,2.0
1828,3.0
1829,4.0
1830,0.0
1831,0.0
1832,3.0
1833,3.0
1834,0.0
1835,6.0
1836,0.0
1837,1.0
1838,1.0
1839,5.0
1840,1.0
1841,10.0
1842,1.0
1843,0.0
1844,9.0
1845,0.0
1846,0.0
1847,2.0
1848,2.0
1849,2.0
1850,4.0
1851,4.0
1852,10.0
1853,4.0
1854,1.0
1855,5.0
1856,0.0
1857,2.0
1858,2.0
1859,7.0
1860,3.0
1861,1.0
1862,4.0
1863,0.0
1864,6.0
1865,6.0
1866,7.0
1867,2.0
1868,2.0
1869,1.0
1870,1.0
1871,2.0
1872,1.0
1873,4.0
1874,0.0
1875,6.0
1876,1.0
1877,4.0
1878,0.0
1879,7.0
1880,10.0
1881,4.0
1882,3.0
1883,6.0
1884,4.0
1885,7.0
1886,5.0
1887,2.0
1888,7.0
1889,0.0
1890,0.0
1891,6.0
1892,14.0
1893,6.0
1894,10.0
1895,5.0
1896,0.0
1897,1.0
1898,2.0
1899,0.0
1900,0.0
1901,0.0
1902,6.0
1903,0.0
1904,2.0
1905,2.0
1906,1.0
1907,6.0
1908,1.0
1909,1.0
1910,2.0
1911,3.0
1912,0.0
1913,4.0
1914,4.0
1915,7.0
1916,6.0
1917,2.0
1918,0.0
1919,2.0
1920,1.0
1921,4.0
1922,7.0
1923,5.0
1924,1.0
1925,4.0
1926,3.0
1927,0.0
1928,0.0
1929,1.0
1930,1.0
1931,1.0
1932,0.0
1933,3.0
1934,0.0
1935,0.0
1936,3.0
1937,3.0
1938,1.0
1939,1.0
1940,1.0
1941,5.0
1942,8.0
1943,0.0
1944,0.0
1945,0.0
1946,2.0
1947,3.0
1948,1.0
1949,0.0
1950,0.0
1951,4.0
1952,2.0
1953,2.0
1954,1.0
1955,1.0
1956,1.0
1957,5.0
1958,6.0
1959,1.0
1960,0.0
1961,0.0
1962,0.0
1963,2.0
1964,1.0
1965,4.0
1966,6.0
1967,0.0
1968,2.0
1969,1.0
1970,1.0
1971,0.0
1972,1.0
1973,1.0
1974,2.0
1975,1.0
1976,4.0
1977,0.0
1978,4.0
1979,2.0
1980,0.0
1981,1.0
1982,0.0
1983,0.0
1984,1.0
1985,0.0
1986,1.0
1987,1.0
1988,3.0
1989,3.0
1990,2.0
1991,0.0
1992,0.0
1993,0.0
1994,2.0
1995,3.0
1996,2.0
1997,1.0
1998,2.0
1999,0.0
2000,8.0
2001,7.0
2002,3.0
2003,3.0
2004,6.0
2005,1.0
2006,5.0
2007,5.0
2008,0.0
2009,0.0
2010,5.0
2011,7.0
2012,0.0
2013,1.0
2014,3.0
2015,0.0
2016,3.0
2017,2.0
2018,6.0
2019,0.0
2020,3.0
2021,4.0
2022,3.0
2023,0.0
2024,1.0
2025,3.0
2026,5.0
2027,2.0
2028,1.0
2029,7.0
2030,2.0
2031,6.0
2032,0.0
2033,0.0
2034,7.0
2035,9.0
2036,6.0
2037,1.0
2038,0.0
2039,0.0
2040,1.0
2041,12.0
2042,1.0
2043,4.0
2044,1.0
2045,9.0
2046,2.0
2047,2.0
2048,0.0
2049,1.0
2050,5.0
2051,0.0
2052,1.0
2053,3.0
2054,6.0
2055,2.0
2056,7.0
2057,0.0
2058,3.0
2059,3.0
2060,2.0
2061,0.0
2062,7.0
2063,3.0
2064,8.0
2065,1.0
2066,4.0
2067,3.0
2068,3.0
2069,4.0
2070,4.0
2071,8.0
2072,0.0
2073,3.0
2074,2.0
2075,3.0
2076,0.0
2077,3.0
2078,0.0
2079,5.0
2080,4.0
2081,13.0
2082,1.0
2083,3.0
2084,3.0
2085,9.0
2086,9.0
2087,7.0
2088,10.0
2089,4.0
2090,1.0
2091,0.0
2092,3.0
2093,3.0
2094,2.0
2095,6.0
2096,3.0
2097,5.0
2098,0.0
2099,4.0
2100,3.0
2101,2.0
2102,2.0
2103,0.0
2104,3.0
2105,9.0
2106,4.0
2107,0.0
2108,3.0
2109,0.0
2110,0.0
2111,6.0
2112,0.0
2113,1.0
2114,0.0
2115,0.0
2116,1.0
2117,7.0
2118,5.0
2119,3.0
2120,12.0
2121,4.0
2122,1.0
2123,1.0
2124,11.0
2125,3.0
2126,0.0
2127,0.0
2128,1.0
2129,3.0
2130,1.0
2131,16.0
2132,10.0
2133,1.0
2134,7.0
2135,2.0
2136,5.0
2137,5.0
2138,1.0
2139,5.0
