,Cspg5
77930,4.0
77931,3.0
77932,1.0
77933,11.0
77934,1.0
77935,4.0
77936,1.0
77937,6.0
77938,2.0
77939,0.0
77940,5.0
77941,1.0
77942,2.0
77943,0.0
77944,6.0
77945,2.0
77946,1.0
77947,4.0
77948,1.0
77949,4.0
77950,0.0
77951,2.0
77952,2.0
77953,0.0
77954,1.0
77955,0.0
77956,0.0
77957,0.0
77958,0.0
77959,0.0
77960,5.0
77961,0.0
77962,0.0
77963,19.0
77964,2.0
77965,4.0
77966,1.0
77967,4.0
77968,8.0
77969,0.0
77970,45.0
77971,8.0
77972,20.0
77973,0.0
77974,9.0
77975,0.0
77976,2.0
77977,4.0
77978,1.0
77979,6.0
77980,1.0
77981,19.0
77982,26.0
77983,7.0
77984,1.0
77985,6.0
77986,7.0
77987,10.0
77988,2.0
77989,4.0
77990,4.0
77991,31.0
77992,0.0
77993,1.0
77994,0.0
77995,1.0
77996,5.0
77997,1.0
77998,2.0
77999,3.0
78000,1.0
78001,2.0
78002,12.0
78003,3.0
78004,3.0
78005,3.0
78006,31.0
78007,9.0
78008,0.0
78009,2.0
78010,14.0
78011,0.0
78012,5.0
78013,38.0
78014,25.0
78015,13.0
78016,15.0
78017,0.0
78018,52.0
78019,4.0
78020,27.0
78021,10.0
78022,18.0
78023,4.0
78024,2.0
78025,3.0
78026,0.0
78027,20.0
78028,0.0
78029,0.0
78030,1.0
78031,38.0
78032,15.0
78033,0.0
78034,11.0
78035,1.0
78036,4.0
78037,0.0
78038,9.0
78039,9.0
78040,4.0
78041,7.0
78042,16.0
78043,3.0
78044,0.0
78045,0.0
78046,0.0
78047,12.0
78048,24.0
78049,0.0
78050,21.0
78051,2.0
78052,4.0
78053,22.0
78054,16.0
78055,0.0
78056,1.0
78057,0.0
78058,0.0
78059,4.0
78060,1.0
78061,1.0
78062,0.0
78063,5.0
78064,1.0
78065,6.0
78066,9.0
78067,18.0
78068,0.0
78069,21.0
78070,6.0
78071,0.0
78072,22.0
78073,33.0
78074,10.0
78075,2.0
78076,12.0
78077,2.0
78078,2.0
78079,1.0
78080,11.0
78081,2.0
78082,21.0
78083,12.0
78084,2.0
78085,1.0
78086,22.0
78087,16.0
78088,4.0
78089,26.0
78090,39.0
78091,5.0
78092,15.0
78093,8.0
78094,6.0
78095,22.0
78096,9.0
78097,3.0
78098,1.0
78099,0.0
78100,1.0
78101,4.0
78102,2.0
78103,13.0
78104,0.0
78105,13.0
78106,5.0
78107,1.0
78108,44.0
78109,0.0
78110,17.0
78111,8.0
78112,18.0
78113,2.0
78114,4.0
78115,1.0
78116,0.0
78117,16.0
78118,10.0
78119,16.0
78120,23.0
78121,5.0
78122,13.0
78123,18.0
78124,5.0
78125,19.0
78126,11.0
78127,0.0
78128,1.0
78129,7.0
78130,15.0
78131,11.0
78132,9.0
78133,15.0
78134,5.0
78135,16.0
78136,13.0
78137,7.0
78138,15.0
78139,29.0
78140,1.0
78141,5.0
78142,16.0
78143,7.0
78144,34.0
78145,17.0
78146,25.0
78147,13.0
78148,0.0
78149,1.0
78150,0.0
78151,3.0
78152,6.0
78153,1.0
78154,2.0
78155,6.0
78156,26.0
78157,19.0
78158,29.0
78159,39.0
78160,3.0
78161,5.0
78162,6.0
78163,16.0
78164,2.0
78165,14.0
78166,12.0
78167,8.0
78168,39.0
78169,15.0
78170,1.0
78171,2.0
78172,6.0
78173,7.0
78174,13.0
78175,18.0
78176,5.0
78177,2.0
78178,5.0
78179,12.0
78180,20.0
78181,12.0
78182,18.0
78183,22.0
78184,25.0
78185,23.0
78186,18.0
78187,2.0
78188,17.0
78189,22.0
78190,4.0
78191,16.0
78192,3.0
78193,18.0
78194,17.0
78195,20.0
78196,20.0
78197,10.0
78198,23.0
78199,4.0
78200,14.0
78201,15.0
78202,22.0
78203,19.0
78204,15.0
78205,22.0
78206,9.0
78207,48.0
78208,2.0
78209,19.0
78210,21.0
78211,0.0
78212,0.0
78213,14.0
78214,32.0
78215,12.0
78216,2.0
78217,4.0
78218,2.0
78219,14.0
78220,5.0
78221,2.0
78222,17.0
78223,70.0
78224,0.0
78225,20.0
78226,13.0
78227,25.0
78228,0.0
78229,0.0
78230,42.0
78231,2.0
78232,26.0
78233,19.0
78234,16.0
78235,16.0
78236,1.0
78237,14.0
78238,14.0
78239,3.0
78240,8.0
78241,15.0
78242,5.0
78243,6.0
78244,0.0
78245,0.0
78246,6.0
78247,21.0
78248,2.0
78249,24.0
78250,23.0
78251,23.0
78252,17.0
78253,7.0
78254,1.0
78255,27.0
78256,6.0
78257,7.0
78258,0.0
78259,14.0
78260,8.0
78261,18.0
78262,60.0
78263,43.0
78264,4.0
78265,5.0
78266,4.0
78267,16.0
78268,1.0
78269,25.0
78270,10.0
78271,12.0
78272,30.0
78273,5.0
78274,11.0
78275,0.0
78276,18.0
78277,3.0
78278,21.0
78279,18.0
78280,7.0
78281,8.0
78282,1.0
78283,5.0
78284,8.0
78285,10.0
78286,17.0
78287,26.0
78288,38.0
78289,30.0
78290,12.0
78291,4.0
78292,36.0
78293,20.0
78294,16.0
78295,4.0
78296,19.0
78297,6.0
78298,17.0
78299,31.0
78300,8.0
78301,47.0
78302,12.0
78303,5.0
78304,18.0
78305,18.0
78306,17.0
78307,3.0
78308,10.0
78309,10.0
78310,4.0
78311,30.0
78312,18.0
78313,4.0
78314,3.0
78315,8.0
78316,8.0
78317,15.0
78318,3.0
78319,12.0
78320,13.0
78321,10.0
78322,7.0
78323,27.0
78324,37.0
78325,23.0
78326,18.0
78327,16.0
78328,12.0
78329,3.0
78330,16.0
78331,28.0
78332,21.0
78333,16.0
78334,1.0
78335,14.0
78336,5.0
78337,16.0
78338,1.0
78339,4.0
78340,8.0
78341,0.0
78342,7.0
78343,4.0
78344,2.0
78345,0.0
78346,11.0
78347,32.0
78348,4.0
78349,15.0
78350,22.0
78351,2.0
78352,13.0
78353,5.0
78354,21.0
78355,3.0
78356,0.0
78357,32.0
78358,23.0
78359,9.0
78360,10.0
78361,4.0
78362,19.0
78363,1.0
78364,3.0
78365,3.0
78366,23.0
78367,7.0
78368,1.0
78369,5.0
78370,6.0
78371,4.0
78372,2.0
78373,6.0
78374,3.0
78375,24.0
78376,6.0
78377,8.0
78378,62.0
78379,7.0
78380,5.0
78381,1.0
78382,9.0
78383,26.0
78384,13.0
78385,5.0
78386,20.0
78387,24.0
78388,4.0
78389,7.0
78390,12.0
78391,3.0
78392,15.0
78393,8.0
78394,6.0
78395,5.0
78396,16.0
78397,6.0
78398,3.0
78399,4.0
78400,7.0
78401,2.0
78402,1.0
78403,0.0
78404,8.0
78405,11.0
78406,50.0
78407,2.0
78408,26.0
78409,38.0
78410,15.0
78411,8.0
78412,10.0
78413,21.0
78414,5.0
78415,15.0
78416,12.0
78417,8.0
78418,3.0
78419,1.0
78420,6.0
78421,4.0
78422,5.0
78423,2.0
78424,1.0
78425,19.0
78426,3.0
78427,7.0
78428,3.0
78429,3.0
78430,2.0
78431,0.0
78432,6.0
78433,1.0
78434,11.0
78435,0.0
78436,1.0
78437,2.0
78438,8.0
78439,7.0
78440,6.0
78441,17.0
78442,21.0
78443,4.0
78444,24.0
78445,4.0
78446,27.0
78447,9.0
78448,18.0
78449,1.0
78450,7.0
78451,15.0
78452,1.0
78453,2.0
78454,4.0
78455,4.0
78456,17.0
78457,14.0
78458,2.0
78459,3.0
78460,6.0
78461,17.0
78462,19.0
78463,7.0
78464,5.0
78465,8.0
78466,13.0
78467,20.0
78468,10.0
78469,12.0
78470,14.0
78471,29.0
78472,31.0
78473,12.0
78474,1.0
78475,30.0
78476,1.0
78477,6.0
78478,29.0
78479,2.0
78480,5.0
78481,2.0
78482,13.0
78483,0.0
78484,4.0
78485,33.0
78486,39.0
78487,0.0
78488,9.0
78489,4.0
78490,1.0
78491,7.0
78492,3.0
78493,45.0
78494,8.0
78495,25.0
78496,3.0
78497,39.0
78498,6.0
78499,43.0
78500,13.0
78501,17.0
78502,3.0
78503,2.0
78504,14.0
78505,6.0
78506,14.0
78507,1.0
78508,2.0
78509,27.0
78510,13.0
78511,19.0
78512,0.0
78513,2.0
78514,7.0
78515,22.0
78516,26.0
78517,0.0
78518,17.0
78519,0.0
78520,4.0
78521,5.0
78522,23.0
78523,0.0
78524,8.0
78525,11.0
78526,6.0
78527,1.0
78528,8.0
78529,10.0
78530,3.0
78531,8.0
78532,7.0
78533,0.0
78534,9.0
78535,3.0
78536,2.0
78537,4.0
78538,1.0
78539,13.0
78540,2.0
78541,23.0
78542,25.0
78543,12.0
78544,3.0
78545,22.0
78546,13.0
78547,18.0
78548,6.0
78549,10.0
78550,5.0
78551,4.0
78552,3.0
78553,4.0
78554,4.0
78555,0.0
78556,2.0
78557,6.0
78558,8.0
78559,38.0
78560,0.0
78561,7.0
78562,8.0
78563,31.0
78564,6.0
78565,29.0
78566,13.0
78567,29.0
78568,9.0
78569,10.0
78570,8.0
78571,5.0
78572,1.0
78573,7.0
78574,3.0
78575,2.0
78576,1.0
78577,20.0
78578,2.0
78579,8.0
78580,9.0
78581,60.0
78582,14.0
78583,1.0
78584,2.0
78585,11.0
78586,10.0
78587,42.0
78588,7.0
78589,5.0
78590,8.0
78591,6.0
78592,8.0
78593,7.0
78594,3.0
78595,26.0
78596,6.0
78597,3.0
78598,1.0
78599,2.0
78600,10.0
78601,14.0
78602,6.0
78603,23.0
78604,5.0
78605,13.0
78606,4.0
78607,3.0
78608,5.0
78609,4.0
78610,6.0
78611,6.0
78612,7.0
78613,7.0
78614,19.0
78615,6.0
78616,3.0
78617,1.0
78618,3.0
78619,5.0
78620,20.0
78621,24.0
78622,9.0
78623,7.0
78624,19.0
78625,6.0
78626,9.0
78627,13.0
78628,3.0
78629,12.0
78630,14.0
78631,9.0
78632,17.0
78633,7.0
78634,5.0
78635,11.0
78636,11.0
78637,1.0
78638,5.0
78639,13.0
78640,6.0
78641,16.0
78642,2.0
78643,0.0
78644,25.0
78645,10.0
78646,5.0
78647,4.0
78648,7.0
78649,4.0
78650,18.0
78651,11.0
78652,5.0
78653,5.0
78654,1.0
78655,12.0
78656,5.0
78657,14.0
78658,25.0
78659,7.0
78660,6.0
78661,1.0
78662,1.0
78663,0.0
78664,0.0
78665,18.0
78666,3.0
78667,0.0
78668,21.0
78669,18.0
78670,2.0
78671,16.0
78672,7.0
78673,21.0
78674,4.0
78675,16.0
78676,22.0
78677,18.0
78678,27.0
78679,17.0
78680,21.0
78681,17.0
78682,14.0
78683,20.0
78684,9.0
78685,25.0
78686,26.0
78687,1.0
78688,5.0
78689,5.0
78690,5.0
78691,13.0
78692,1.0
78693,72.0
78694,2.0
78695,19.0
78696,33.0
78697,26.0
78698,25.0
78699,3.0
78700,14.0
78701,1.0
78702,11.0
78703,47.0
78704,13.0
78705,12.0
78706,3.0
78707,19.0
78708,7.0
78709,25.0
78710,1.0
78711,1.0
78712,27.0
78713,8.0
78714,10.0
78715,10.0
78716,15.0
78717,1.0
78718,18.0
78719,5.0
78720,3.0
78721,1.0
78722,14.0
78723,5.0
78724,14.0
78725,2.0
78726,12.0
78727,20.0
78728,10.0
78729,27.0
78730,2.0
78731,21.0
78732,4.0
78733,2.0
78734,22.0
78735,17.0
78736,4.0
78737,14.0
78738,15.0
78739,44.0
78740,4.0
78741,3.0
78742,1.0
78743,5.0
78744,0.0
78745,5.0
78746,4.0
78747,8.0
78748,15.0
78749,1.0
78750,44.0
78751,11.0
78752,28.0
78753,14.0
78754,26.0
78755,8.0
78756,0.0
78757,10.0
78758,3.0
78759,9.0
78760,10.0
78761,26.0
78762,16.0
78763,18.0
78764,7.0
78765,2.0
78766,20.0
78767,3.0
78768,1.0
78769,10.0
78770,21.0
78771,12.0
78772,39.0
78773,10.0
78774,24.0
78775,0.0
78776,23.0
78777,0.0
78778,3.0
78779,9.0
78780,9.0
78781,6.0
78782,2.0
78783,4.0
78784,3.0
78785,25.0
78786,4.0
78787,16.0
78788,12.0
78789,24.0
78790,21.0
78791,11.0
78792,0.0
78793,9.0
78794,19.0
78795,4.0
78796,26.0
78797,13.0
78798,8.0
78799,4.0
78800,18.0
78801,1.0
78802,17.0
78803,27.0
78804,20.0
78805,35.0
78806,22.0
78807,3.0
78808,4.0
78809,25.0
78810,18.0
78811,0.0
78812,5.0
78813,11.0
78814,12.0
78815,4.0
78816,1.0
78817,21.0
78818,1.0
78819,5.0
78820,1.0
78821,6.0
78822,1.0
78823,1.0
78824,1.0
78825,30.0
78826,0.0
78827,2.0
78828,17.0
78829,0.0
78830,7.0
78831,17.0
78832,7.0
78833,0.0
78834,0.0
78835,1.0
78836,18.0
78837,13.0
78838,3.0
78839,32.0
78840,51.0
78841,4.0
78842,4.0
78843,26.0
78844,6.0
78845,2.0
78846,1.0
78847,1.0
78848,1.0
78849,3.0
78850,18.0
78851,2.0
78852,1.0
78853,21.0
78854,25.0
78855,0.0
78856,21.0
78857,9.0
78858,4.0
78859,10.0
78860,16.0
78861,21.0
78862,3.0
78863,3.0
78864,16.0
78865,1.0
78866,0.0
78867,8.0
78868,15.0
78869,10.0
78870,11.0
78871,6.0
78872,3.0
78873,10.0
78874,5.0
78875,8.0
78876,23.0
78877,7.0
78878,31.0
78879,14.0
78880,21.0
78881,20.0
78882,0.0
78883,9.0
78884,8.0
78885,0.0
78886,10.0
78887,8.0
78888,10.0
78889,1.0
78890,14.0
78891,19.0
78892,42.0
78893,2.0
78894,7.0
78895,12.0
78896,3.0
78897,7.0
78898,8.0
78899,1.0
78900,13.0
78901,13.0
78902,16.0
78903,15.0
78904,4.0
78905,13.0
78906,4.0
78907,1.0
78908,9.0
78909,18.0
78910,1.0
78911,1.0
78912,6.0
78913,2.0
78914,28.0
78915,6.0
78916,0.0
78917,12.0
78918,8.0
78919,17.0
78920,10.0
78921,2.0
78922,1.0
78923,30.0
78924,29.0
78925,0.0
78926,7.0
78927,1.0
78928,0.0
78929,3.0
78930,17.0
78931,8.0
78932,2.0
78933,0.0
78934,1.0
78935,4.0
78936,2.0
78937,13.0
78938,0.0
78939,17.0
78940,2.0
78941,9.0
78942,0.0
78943,2.0
78944,0.0
78945,1.0
78946,2.0
78947,0.0
78948,19.0
78949,0.0
78950,7.0
78951,8.0
78952,0.0
78953,19.0
78954,1.0
78955,3.0
78956,0.0
78957,25.0
78958,10.0
78959,2.0
78960,11.0
78961,3.0
78962,38.0
78963,10.0
78964,15.0
78965,6.0
78966,4.0
78967,1.0
78968,9.0
78969,1.0
78970,2.0
78971,20.0
78972,10.0
78973,0.0
78974,18.0
78975,1.0
78976,1.0
78977,0.0
78978,1.0
78979,10.0
78980,13.0
78981,1.0
78982,7.0
78983,0.0
78984,2.0
78985,3.0
78986,11.0
78987,9.0
78988,2.0
78989,46.0
78990,0.0
78991,1.0
78992,3.0
78993,13.0
78994,0.0
78995,4.0
78996,10.0
78997,6.0
78998,0.0
78999,12.0
79000,18.0
79001,0.0
79002,1.0
79003,1.0
79004,5.0
79005,0.0
79006,25.0
79007,6.0
79008,4.0
79009,1.0
79010,1.0
79011,3.0
79012,0.0
79013,0.0
79014,19.0
79015,0.0
79016,18.0
79017,1.0
79018,1.0
79019,3.0
79020,28.0
79021,1.0
79022,3.0
79023,14.0
79024,2.0
79025,2.0
79026,7.0
79027,0.0
79028,2.0
79029,1.0
79030,1.0
79031,1.0
79032,1.0
79033,1.0
79034,15.0
79035,1.0
79036,1.0
79037,33.0
79038,18.0
79039,2.0
79040,0.0
79041,1.0
79042,1.0
79043,0.0
79044,3.0
79045,0.0
79046,1.0
79047,4.0
79048,1.0
79049,4.0
79050,0.0
79051,2.0
79052,11.0
79053,0.0
79054,6.0
79055,2.0
79056,8.0
79057,1.0
79058,4.0
79059,1.0
79060,0.0
79061,3.0
79062,0.0
79063,1.0
79064,4.0
79065,3.0
79066,2.0
79067,1.0
79068,1.0
79069,0.0
79070,0.0
79071,1.0
79072,0.0
79073,3.0
79074,1.0
79075,5.0
79076,0.0
79077,4.0
79078,0.0
79079,3.0
79080,2.0
79081,1.0
79082,4.0
79083,5.0
79084,1.0
79085,2.0
79086,2.0
79087,23.0
79088,17.0
79089,1.0
79090,1.0
79091,1.0
79092,0.0
79093,0.0
79094,8.0
79095,23.0
79096,0.0
79097,2.0
79098,4.0
79099,15.0
79100,1.0
79101,1.0
79102,0.0
79103,9.0
79104,0.0
79105,5.0
79106,0.0
79107,1.0
79108,3.0
79109,5.0
79110,0.0
79111,4.0
79112,0.0
79113,3.0
79114,2.0
79115,1.0
79116,0.0
79117,3.0
79118,3.0
79119,14.0
79120,3.0
79121,0.0
79122,5.0
79123,1.0
79124,9.0
79125,1.0
79126,0.0
79127,4.0
79128,1.0
79129,1.0
79130,0.0
79131,4.0
79132,4.0
79133,1.0
79134,6.0
79135,1.0
79136,0.0
79137,1.0
79138,5.0
79139,4.0
79140,0.0
79141,0.0
79142,1.0
79143,2.0
79144,28.0
79145,0.0
79146,59.0
79147,19.0
79148,6.0
79149,37.0
79150,26.0
79151,1.0
79152,25.0
79153,29.0
79154,22.0
79155,0.0
79156,10.0
79157,13.0
79158,6.0
79159,38.0
79160,4.0
79161,29.0
79162,32.0
79163,2.0
79164,12.0
79165,6.0
79166,3.0
79167,3.0
79168,7.0
79169,1.0
79170,2.0
79171,28.0
79172,1.0
79173,14.0
79174,7.0
79175,5.0
79176,3.0
79177,5.0
79178,46.0
79179,3.0
79180,9.0
79181,69.0
79182,2.0
79183,1.0
79184,2.0
79185,41.0
79186,12.0
79187,8.0
79188,4.0
79189,14.0
79190,14.0
79191,39.0
79192,2.0
79193,38.0
79194,19.0
79195,79.0
79196,10.0
79197,59.0
79198,21.0
79199,1.0
79200,11.0
79201,17.0
79202,14.0
79203,2.0
79204,12.0
79205,1.0
79206,22.0
79207,3.0
79208,0.0
79209,13.0
79210,2.0
79211,13.0
79212,0.0
79213,33.0
79214,11.0
79215,1.0
79216,2.0
79217,0.0
79218,33.0
79219,21.0
79220,14.0
79221,19.0
79222,33.0
79223,12.0
79224,0.0
79225,18.0
79226,0.0
79227,1.0
79228,64.0
79229,0.0
79230,1.0
79231,8.0
79232,59.0
79233,22.0
79234,10.0
79235,28.0
79236,17.0
79237,26.0
79238,24.0
79239,8.0
79240,17.0
79241,1.0
79242,30.0
79243,6.0
79244,0.0
79245,1.0
79246,2.0
79247,26.0
79248,52.0
79249,0.0
79250,8.0
79251,0.0
79252,40.0
79253,0.0
79254,4.0
79255,9.0
79256,22.0
79257,1.0
79258,23.0
79259,0.0
79260,0.0
79261,6.0
79262,27.0
79263,20.0
79264,3.0
79265,17.0
79266,40.0
79267,8.0
79268,6.0
79269,1.0
79270,0.0
79271,40.0
79272,6.0
79273,28.0
79274,0.0
79275,23.0
79276,18.0
79277,83.0
79278,5.0
79279,5.0
79280,37.0
79281,0.0
79282,0.0
79283,20.0
79284,3.0
79285,0.0
79286,22.0
79287,9.0
79288,3.0
79289,5.0
79290,3.0
79291,2.0
79292,5.0
79293,50.0
79294,9.0
79295,21.0
79296,3.0
79297,22.0
79298,27.0
79299,18.0
79300,13.0
79301,2.0
79302,16.0
79303,0.0
79304,6.0
79305,21.0
79306,17.0
79307,3.0
79308,1.0
79309,1.0
79310,29.0
79311,37.0
79312,0.0
79313,6.0
79314,0.0
79315,2.0
79316,12.0
79317,22.0
79318,3.0
79319,3.0
79320,9.0
79321,14.0
79322,30.0
79323,1.0
79324,0.0
79325,16.0
79326,7.0
79327,9.0
79328,1.0
79329,1.0
79330,5.0
79331,19.0
79332,43.0
79333,5.0
79334,12.0
79335,2.0
79336,6.0
79337,1.0
79338,18.0
79339,1.0
79340,20.0
79341,15.0
79342,2.0
79343,12.0
79344,4.0
79345,7.0
79346,3.0
79347,0.0
79348,2.0
79349,30.0
79350,9.0
79351,14.0
79352,0.0
79353,0.0
79354,12.0
79355,1.0
79356,2.0
79357,0.0
79358,1.0
79359,3.0
79360,1.0
79361,10.0
79362,6.0
79363,3.0
79364,3.0
79365,1.0
79366,2.0
79367,0.0
79368,13.0
79369,2.0
79370,1.0
79371,13.0
79372,0.0
79373,3.0
79374,2.0
79375,0.0
79376,0.0
79377,2.0
79378,3.0
79379,41.0
79380,2.0
79381,7.0
79382,0.0
79383,3.0
79384,3.0
79385,11.0
79386,0.0
79387,1.0
79388,4.0
79389,13.0
79390,1.0
79391,7.0
79392,1.0
79393,0.0
79394,1.0
79395,7.0
79396,2.0
79397,4.0
79398,2.0
79399,10.0
79400,1.0
79401,20.0
79402,4.0
79403,4.0
79404,5.0
79405,6.0
79406,1.0
79407,3.0
79408,0.0
79409,0.0
79410,3.0
79411,0.0
79412,2.0
79413,1.0
79414,1.0
79415,2.0
79416,0.0
79417,18.0
79418,7.0
79419,0.0
79420,9.0
79421,5.0
79422,3.0
79423,5.0
79424,2.0
79425,0.0
79426,0.0
79427,0.0
79428,1.0
79429,2.0
79430,0.0
79431,4.0
79432,5.0
79433,6.0
79434,6.0
79435,2.0
79436,5.0
79437,23.0
79438,1.0
79439,9.0
79440,2.0
79441,6.0
79442,4.0
79443,15.0
79444,26.0
79445,7.0
79446,0.0
79447,3.0
79448,3.0
79449,3.0
79450,2.0
79451,1.0
79452,1.0
79453,0.0
79454,1.0
79455,1.0
79456,3.0
79457,5.0
79458,2.0
79459,21.0
79460,2.0
79461,16.0
79462,4.0
79463,4.0
79464,1.0
79465,7.0
79466,0.0
79467,4.0
79468,1.0
79469,1.0
79470,0.0
79471,30.0
79472,5.0
79473,5.0
79474,1.0
79475,0.0
79476,3.0
79477,6.0
79478,2.0
79479,10.0
79480,17.0
79481,10.0
79482,10.0
79483,1.0
79484,3.0
79485,1.0
79486,16.0
79487,2.0
79488,1.0
79489,1.0
79490,17.0
79491,4.0
79492,0.0
79493,2.0
79494,6.0
79495,0.0
79496,7.0
79497,5.0
79498,5.0
79499,0.0
79500,2.0
79501,6.0
79502,6.0
79503,13.0
79504,4.0
79505,12.0
79506,1.0
79507,41.0
79508,1.0
79509,17.0
79510,14.0
79511,3.0
79512,0.0
79513,3.0
79514,29.0
79515,1.0
79516,2.0
79517,1.0
79518,4.0
79519,3.0
79520,0.0
79521,1.0
79522,4.0
79523,17.0
79524,2.0
79525,6.0
79526,4.0
79527,13.0
79528,26.0
79529,35.0
79530,0.0
79531,3.0
79532,0.0
79533,1.0
79534,11.0
79535,2.0
79536,15.0
79537,9.0
79538,5.0
79539,0.0
79540,0.0
79541,2.0
79542,5.0
79543,23.0
79544,0.0
79545,0.0
79546,0.0
79547,5.0
79548,22.0
79549,5.0
79550,8.0
79551,1.0
79552,1.0
79553,25.0
79554,16.0
79555,15.0
79556,6.0
79557,2.0
79558,0.0
79559,2.0
79560,10.0
79561,1.0
79562,9.0
79563,7.0
79564,36.0
79565,5.0
79566,3.0
79567,6.0
79568,21.0
79569,0.0
79570,2.0
79571,0.0
79572,10.0
79573,1.0
79574,2.0
79575,0.0
79576,4.0
79577,3.0
79578,4.0
79579,0.0
79580,32.0
79581,0.0
79582,2.0
79583,21.0
79584,0.0
79585,24.0
79586,0.0
79587,11.0
79588,16.0
79589,35.0
79590,1.0
79591,1.0
79592,5.0
79593,8.0
79594,4.0
79595,7.0
79596,3.0
79597,4.0
79598,5.0
79599,18.0
79600,9.0
79601,8.0
79602,23.0
79603,3.0
79604,10.0
79605,26.0
79606,7.0
79607,3.0
79608,1.0
79609,1.0
79610,24.0
79611,6.0
79612,6.0
79613,4.0
79614,32.0
79615,21.0
79616,5.0
79617,0.0
79618,1.0
79619,3.0
79620,0.0
79621,2.0
79622,0.0
79623,25.0
79624,16.0
79625,2.0
79626,2.0
79627,5.0
79628,7.0
79629,0.0
79630,1.0
79631,8.0
79632,13.0
79633,12.0
79634,10.0
79635,0.0
79636,25.0
79637,15.0
79638,10.0
79639,15.0
79640,15.0
79641,3.0
79642,22.0
79643,13.0
79644,22.0
79645,9.0
79646,6.0
79647,19.0
79648,16.0
79649,12.0
79650,0.0
79651,18.0
79652,2.0
79653,8.0
79654,3.0
79655,16.0
79656,4.0
79657,14.0
79658,0.0
79659,1.0
79660,0.0
79661,1.0
79662,0.0
79663,0.0
79664,16.0
79665,0.0
79666,0.0
79667,0.0
79668,22.0
79669,0.0
79670,15.0
79671,11.0
79672,9.0
79673,0.0
79674,0.0
79675,5.0
79676,0.0
79677,0.0
79678,22.0
79679,0.0
79680,24.0
79681,13.0
79682,7.0
79683,0.0
79684,15.0
79685,1.0
79686,44.0
79687,0.0
79688,0.0
79689,5.0
79690,20.0
79691,10.0
79692,0.0
79693,1.0
79694,2.0
79695,21.0
79696,10.0
79697,0.0
79698,0.0
79699,0.0
79700,0.0
79701,12.0
79702,17.0
79703,0.0
79704,0.0
79705,4.0
79706,10.0
79707,7.0
79708,8.0
79709,0.0
79710,0.0
79711,0.0
79712,0.0
79713,0.0
79714,1.0
79715,0.0
79716,0.0
79717,0.0
79718,9.0
79719,18.0
79720,24.0
79721,2.0
79722,0.0
79723,1.0
79724,0.0
79725,6.0
79726,1.0
79727,0.0
79728,4.0
79729,0.0
79730,1.0
79731,0.0
79732,0.0
79733,0.0
79734,1.0
79735,4.0
79736,0.0
79737,0.0
79738,0.0
79739,0.0
79740,0.0
79741,1.0
79742,0.0
79743,0.0
79744,0.0
79745,0.0
79746,0.0
79747,1.0
79748,18.0
79749,1.0
79750,0.0
79751,0.0
79752,1.0
79753,0.0
79754,0.0
79755,0.0
79756,1.0
79757,0.0
79758,0.0
79759,0.0
79760,0.0
79761,0.0
79762,1.0
79763,0.0
79764,0.0
79765,0.0
79766,1.0
79767,0.0
79768,16.0
79769,0.0
79770,2.0
79771,1.0
79772,0.0
79773,2.0
79774,0.0
79775,0.0
79776,0.0
79777,1.0
79778,2.0
79779,0.0
79780,0.0
79781,1.0
79782,2.0
79783,0.0
79784,0.0
79785,0.0
79786,2.0
79787,0.0
79788,0.0
79789,1.0
79790,1.0
79791,0.0
79792,1.0
79793,1.0
79794,0.0
79795,13.0
79796,0.0
79797,0.0
79798,0.0
79799,0.0
79800,0.0
79801,0.0
79802,0.0
79803,0.0
79804,2.0
79805,0.0
79806,0.0
79807,0.0
79808,0.0
79809,0.0
79810,0.0
79811,0.0
79812,0.0
79813,0.0
79814,0.0
79815,1.0
79816,0.0
79817,1.0
79818,1.0
79819,1.0
79820,1.0
79821,0.0
79822,0.0
79823,2.0
79824,39.0
79825,1.0
79826,0.0
79827,20.0
79828,0.0
79829,0.0
79830,0.0
79831,0.0
79832,0.0
79833,1.0
79834,3.0
79835,0.0
79836,1.0
79837,0.0
79838,15.0
79839,0.0
79840,0.0
79841,0.0
79842,0.0
79843,1.0
79844,0.0
79845,20.0
79846,19.0
79847,2.0
79848,0.0
79849,0.0
79850,0.0
79851,35.0
79852,0.0
79853,0.0
79854,2.0
79855,0.0
79856,0.0
79857,0.0
79858,3.0
79859,0.0
79860,3.0
79861,0.0
79862,0.0
79863,24.0
79864,25.0
79865,0.0
79866,0.0
79867,0.0
79868,0.0
79869,17.0
79870,0.0
79871,2.0
79872,22.0
79873,1.0
79874,0.0
79875,4.0
79876,0.0
79877,0.0
79878,2.0
79879,0.0
79880,0.0
79881,2.0
79882,1.0
79883,1.0
79884,1.0
79885,1.0
79886,0.0
79887,0.0
79888,0.0
79889,0.0
79890,1.0
79891,0.0
79892,0.0
79893,0.0
79894,0.0
79895,1.0
79896,0.0
79897,0.0
79898,0.0
79899,0.0
79900,0.0
79901,0.0
79902,1.0
79903,0.0
79904,0.0
79905,0.0
79906,1.0
79907,0.0
79908,0.0
79909,0.0
79910,0.0
79911,0.0
79912,0.0
79913,11.0
79914,1.0
79915,1.0
79916,0.0
79917,0.0
79918,0.0
79919,0.0
79920,0.0
79921,0.0
79922,0.0
79923,0.0
79924,0.0
79925,0.0
79926,0.0
79927,0.0
79928,0.0
