,Cspg5
13809,0.0
13810,0.0
13811,0.0
13812,2.0
13813,1.0
13814,1.0
13815,4.0
13816,0.0
13817,1.0
13818,1.0
13819,2.0
13820,1.0
13821,0.0
13822,0.0
13823,0.0
13824,1.0
13825,0.0
13826,0.0
13827,0.0
13828,0.0
13829,0.0
13830,0.0
13831,2.0
13832,4.0
13833,5.0
13834,18.0
13835,5.0
13836,5.0
13837,4.0
13838,0.0
13839,13.0
13840,0.0
13841,30.0
13842,6.0
13843,3.0
13844,5.0
13845,4.0
13846,8.0
13847,5.0
13848,9.0
13849,2.0
13850,3.0
13851,2.0
13852,1.0
13853,15.0
13854,17.0
13855,5.0
13856,1.0
13857,3.0
13858,1.0
13859,3.0
13860,3.0
13861,13.0
13862,10.0
13863,9.0
13864,0.0
13865,10.0
13866,2.0
13867,3.0
13868,1.0
13869,0.0
13870,6.0
13871,6.0
13872,3.0
13873,16.0
13874,1.0
13875,1.0
13876,12.0
13877,10.0
13878,8.0
13879,7.0
13880,0.0
13881,1.0
13882,3.0
13883,3.0
13884,2.0
13885,0.0
13886,3.0
13887,13.0
13888,4.0
13889,5.0
13890,3.0
13891,10.0
13892,3.0
13893,17.0
13894,6.0
13895,4.0
13896,0.0
13897,9.0
13898,6.0
13899,1.0
13900,3.0
13901,13.0
13902,3.0
13903,1.0
13904,2.0
13905,4.0
13906,4.0
13907,5.0
13908,5.0
13909,4.0
13910,1.0
13911,6.0
13912,5.0
13913,20.0
13914,13.0
13915,3.0
13916,3.0
13917,5.0
13918,7.0
13919,1.0
13920,12.0
13921,9.0
13922,0.0
13923,0.0
13924,11.0
13925,9.0
13926,5.0
13927,10.0
13928,10.0
13929,7.0
13930,8.0
13931,5.0
13932,14.0
13933,6.0
13934,8.0
13935,11.0
13936,0.0
13937,25.0
13938,0.0
13939,5.0
13940,6.0
13941,0.0
13942,1.0
13943,11.0
13944,4.0
13945,11.0
13946,0.0
13947,1.0
13948,0.0
13949,3.0
13950,0.0
13951,2.0
13952,12.0
13953,10.0
13954,11.0
13955,8.0
13956,5.0
13957,0.0
13958,15.0
13959,2.0
13960,2.0
13961,3.0
13962,10.0
13963,5.0
13964,9.0
13965,3.0
13966,0.0
13967,1.0
13968,5.0
13969,23.0
13970,4.0
13971,4.0
13972,9.0
13973,9.0
13974,1.0
13975,8.0
13976,1.0
13977,0.0
13978,4.0
13979,4.0
13980,5.0
13981,9.0
13982,2.0
13983,1.0
13984,13.0
13985,12.0
13986,10.0
13987,3.0
13988,12.0
13989,1.0
13990,5.0
13991,12.0
13992,8.0
13993,2.0
13994,9.0
13995,0.0
13996,17.0
13997,16.0
13998,2.0
13999,23.0
14000,2.0
14001,15.0
14002,0.0
14003,5.0
14004,3.0
14005,7.0
14006,14.0
14007,4.0
14008,0.0
14009,1.0
14010,7.0
14011,3.0
14012,2.0
14013,10.0
14014,8.0
14015,1.0
14016,3.0
14017,30.0
14018,10.0
14019,5.0
14020,8.0
14021,3.0
14022,6.0
14023,8.0
14024,1.0
14025,9.0
14026,7.0
14027,1.0
14028,17.0
14029,2.0
14030,2.0
14031,5.0
14032,14.0
14033,35.0
14034,5.0
14035,18.0
14036,1.0
14037,4.0
14038,0.0
14039,0.0
14040,3.0
14041,51.0
14042,9.0
14043,2.0
14044,8.0
14045,13.0
14046,1.0
14047,14.0
14048,17.0
14049,7.0
14050,17.0
14051,3.0
14052,12.0
14053,1.0
14054,13.0
14055,12.0
14056,2.0
14057,2.0
14058,12.0
14059,0.0
14060,12.0
14061,30.0
14062,1.0
14063,14.0
14064,10.0
14065,7.0
14066,17.0
14067,6.0
14068,7.0
14069,4.0
14070,8.0
14071,2.0
14072,19.0
14073,0.0
14074,1.0
14075,0.0
14076,1.0
14077,5.0
14078,6.0
14079,14.0
14080,8.0
14081,12.0
14082,1.0
14083,11.0
14084,4.0
14085,0.0
14086,24.0
14087,7.0
14088,15.0
14089,15.0
14090,4.0
14091,0.0
14092,10.0
14093,1.0
14094,3.0
14095,1.0
14096,7.0
14097,8.0
14098,7.0
14099,9.0
14100,3.0
14101,0.0
14102,5.0
14103,9.0
14104,2.0
14105,9.0
14106,0.0
14107,1.0
14108,8.0
14109,6.0
14110,1.0
14111,0.0
14112,7.0
14113,6.0
14114,5.0
14115,4.0
14116,4.0
14117,11.0
14118,2.0
14119,25.0
14120,0.0
14121,2.0
14122,18.0
14123,7.0
14124,2.0
14125,2.0
14126,0.0
14127,2.0
14128,14.0
14129,0.0
14130,2.0
14131,1.0
14132,1.0
14133,2.0
14134,3.0
14135,1.0
14136,18.0
14137,1.0
14138,7.0
14139,5.0
14140,3.0
14141,7.0
14142,12.0
14143,1.0
14144,3.0
14145,7.0
14146,2.0
14147,1.0
14148,5.0
14149,0.0
14150,0.0
14151,9.0
14152,0.0
14153,2.0
14154,12.0
14155,14.0
14156,11.0
14157,6.0
14158,63.0
14159,5.0
14160,1.0
14161,6.0
14162,1.0
14163,4.0
14164,5.0
14165,8.0
14166,8.0
14167,21.0
14168,0.0
14169,12.0
14170,2.0
14171,0.0
14172,24.0
14173,0.0
14174,8.0
14175,5.0
14176,1.0
14177,2.0
14178,2.0
14179,6.0
14180,7.0
14181,9.0
14182,0.0
14183,17.0
14184,5.0
14185,14.0
14186,8.0
14187,6.0
14188,13.0
14189,19.0
14190,1.0
14191,1.0
14192,10.0
14193,3.0
14194,3.0
14195,4.0
14196,0.0
14197,0.0
14198,16.0
14199,14.0
14200,7.0
14201,0.0
14202,0.0
14203,6.0
14204,32.0
14205,10.0
14206,11.0
14207,8.0
14208,0.0
14209,2.0
14210,8.0
14211,7.0
14212,3.0
14213,24.0
14214,0.0
14215,4.0
14216,5.0
14217,3.0
14218,2.0
14219,0.0
14220,3.0
14221,6.0
14222,0.0
14223,3.0
14224,11.0
14225,12.0
14226,5.0
14227,13.0
14228,15.0
14229,1.0
14230,3.0
14231,11.0
14232,11.0
14233,19.0
14234,1.0
14235,3.0
14236,6.0
14237,1.0
14238,6.0
14239,2.0
14240,6.0
14241,15.0
14242,0.0
14243,2.0
14244,15.0
14245,9.0
14246,0.0
14247,2.0
14248,0.0
14249,1.0
14250,13.0
14251,7.0
14252,13.0
14253,17.0
14254,12.0
14255,5.0
14256,6.0
14257,4.0
14258,1.0
14259,0.0
14260,11.0
14261,4.0
14262,4.0
14263,6.0
14264,3.0
14265,13.0
14266,10.0
14267,13.0
14268,11.0
14269,1.0
14270,9.0
14271,0.0
14272,5.0
14273,14.0
14274,5.0
14275,5.0
14276,3.0
14277,13.0
14278,5.0
14279,0.0
14280,14.0
14281,0.0
14282,11.0
14283,4.0
14284,0.0
14285,10.0
14286,13.0
14287,5.0
14288,9.0
14289,1.0
14290,3.0
14291,7.0
14292,1.0
14293,1.0
14294,0.0
14295,8.0
14296,1.0
14297,7.0
14298,6.0
14299,2.0
14300,7.0
14301,7.0
14302,1.0
14303,15.0
14304,11.0
14305,13.0
14306,3.0
14307,2.0
14308,31.0
14309,6.0
14310,3.0
14311,2.0
14312,3.0
14313,9.0
14314,3.0
14315,1.0
14316,6.0
14317,5.0
14318,20.0
14319,10.0
14320,0.0
14321,2.0
14322,8.0
14323,4.0
14324,2.0
14325,2.0
14326,12.0
14327,7.0
14328,0.0
14329,5.0
14330,11.0
14331,30.0
14332,2.0
14333,19.0
14334,4.0
14335,0.0
14336,5.0
14337,5.0
14338,6.0
14339,5.0
14340,0.0
14341,2.0
14342,2.0
14343,1.0
14344,9.0
14345,0.0
14346,9.0
14347,4.0
14348,9.0
14349,1.0
14350,5.0
14351,8.0
14352,5.0
14353,5.0
14354,13.0
14355,0.0
14356,2.0
14357,3.0
14358,13.0
14359,5.0
14360,7.0
14361,5.0
14362,8.0
14363,0.0
14364,9.0
14365,2.0
14366,1.0
14367,2.0
14368,0.0
14369,11.0
14370,4.0
14371,7.0
14372,8.0
14373,0.0
14374,7.0
14375,3.0
14376,0.0
14377,3.0
14378,3.0
14379,0.0
14380,11.0
14381,5.0
14382,18.0
14383,9.0
14384,15.0
14385,16.0
14386,11.0
14387,0.0
14388,4.0
14389,4.0
14390,2.0
14391,3.0
14392,11.0
14393,4.0
14394,1.0
14395,0.0
14396,1.0
14397,3.0
14398,5.0
14399,2.0
14400,3.0
14401,2.0
14402,0.0
14403,7.0
14404,19.0
14405,1.0
14406,13.0
14407,2.0
14408,4.0
14409,1.0
14410,7.0
14411,5.0
14412,2.0
14413,3.0
14414,6.0
14415,6.0
14416,0.0
14417,63.0
14418,1.0
14419,8.0
14420,11.0
14421,8.0
14422,2.0
14423,26.0
14424,12.0
14425,4.0
14426,10.0
14427,2.0
14428,2.0
14429,8.0
14430,1.0
14431,8.0
14432,2.0
14433,2.0
14434,11.0
14435,6.0
14436,0.0
14437,10.0
14438,2.0
14439,14.0
14440,2.0
14441,18.0
14442,7.0
14443,17.0
14444,2.0
14445,6.0
14446,2.0
14447,14.0
14448,2.0
14449,1.0
14450,10.0
14451,3.0
14452,0.0
14453,0.0
14454,3.0
14455,0.0
14456,2.0
14457,2.0
14458,22.0
14459,0.0
14460,2.0
14461,3.0
14462,6.0
14463,0.0
14464,0.0
14465,3.0
14466,0.0
14467,45.0
14468,12.0
14469,6.0
14470,3.0
14471,0.0
14472,16.0
14473,0.0
14474,35.0
14475,0.0
14476,28.0
14477,4.0
14478,11.0
14479,0.0
14480,10.0
14481,3.0
14482,0.0
14483,5.0
14484,1.0
14485,5.0
14486,0.0
14487,36.0
14488,0.0
14489,1.0
14490,2.0
14491,22.0
14492,5.0
14493,11.0
14494,8.0
14495,7.0
14496,19.0
14497,2.0
14498,0.0
14499,3.0
14500,0.0
14501,21.0
14502,11.0
14503,8.0
14504,4.0
14505,0.0
14506,15.0
14507,11.0
14508,0.0
14509,13.0
14510,9.0
14511,6.0
14512,0.0
14513,1.0
14514,21.0
14515,7.0
14516,0.0
14517,12.0
14518,8.0
14519,0.0
14520,34.0
14521,12.0
14522,1.0
14523,0.0
14524,2.0
14525,12.0
14526,13.0
14527,0.0
14528,1.0
14529,8.0
14530,1.0
14531,10.0
14532,6.0
14533,6.0
14534,17.0
14535,1.0
14536,8.0
14537,16.0
14538,4.0
14539,12.0
14540,12.0
14541,4.0
14542,5.0
14543,10.0
14544,22.0
14545,26.0
14546,4.0
14547,1.0
14548,9.0
14549,22.0
14550,15.0
14551,1.0
14552,10.0
14553,2.0
14554,1.0
14555,4.0
14556,3.0
14557,14.0
14558,0.0
14559,1.0
14560,7.0
14561,0.0
14562,7.0
14563,8.0
14564,8.0
14565,12.0
14566,4.0
14567,0.0
14568,1.0
14569,12.0
14570,2.0
14571,2.0
14572,0.0
14573,13.0
14574,7.0
14575,0.0
14576,2.0
14577,1.0
14578,7.0
14579,5.0
14580,10.0
14581,12.0
14582,9.0
14583,15.0
14584,6.0
14585,7.0
14586,18.0
14587,2.0
14588,16.0
14589,3.0
14590,11.0
14591,11.0
14592,6.0
14593,2.0
14594,17.0
14595,3.0
14596,16.0
14597,11.0
14598,7.0
14599,0.0
14600,19.0
14601,15.0
14602,9.0
14603,2.0
14604,7.0
14605,14.0
14606,2.0
14607,16.0
14608,11.0
14609,6.0
14610,8.0
14611,1.0
14612,8.0
14613,17.0
14614,5.0
14615,1.0
14616,2.0
14617,5.0
14618,2.0
14619,0.0
14620,13.0
14621,2.0
14622,0.0
14623,16.0
14624,23.0
14625,16.0
14626,4.0
14627,11.0
14628,5.0
14629,12.0
14630,1.0
14631,7.0
14632,7.0
14633,3.0
14634,11.0
14635,0.0
14636,10.0
14637,4.0
14638,21.0
14639,15.0
14640,11.0
14641,14.0
14642,9.0
14643,12.0
14644,5.0
14645,0.0
14646,14.0
14647,5.0
14648,2.0
14649,7.0
14650,3.0
14651,17.0
14652,24.0
14653,15.0
14654,5.0
14655,0.0
14656,4.0
14657,2.0
14658,1.0
14659,12.0
14660,9.0
14661,10.0
14662,1.0
14663,0.0
14664,7.0
14665,6.0
14666,12.0
14667,21.0
14668,12.0
14669,13.0
14670,15.0
14671,17.0
14672,24.0
14673,3.0
14674,8.0
14675,12.0
14676,4.0
14677,7.0
14678,8.0
14679,4.0
14680,30.0
14681,18.0
14682,2.0
14683,16.0
14684,13.0
14685,10.0
14686,9.0
14687,8.0
14688,5.0
14689,1.0
14690,8.0
14691,23.0
14692,5.0
14693,5.0
14694,3.0
14695,6.0
14696,10.0
14697,5.0
14698,12.0
14699,3.0
14700,9.0
14701,16.0
14702,0.0
14703,3.0
14704,28.0
14705,12.0
14706,6.0
14707,18.0
14708,4.0
14709,3.0
14710,2.0
14711,8.0
14712,4.0
14713,5.0
14714,3.0
14715,1.0
14716,6.0
14717,0.0
14718,4.0
14719,17.0
14720,5.0
14721,8.0
14722,4.0
14723,12.0
14724,5.0
14725,0.0
14726,18.0
14727,20.0
14728,0.0
14729,0.0
14730,46.0
14731,1.0
14732,2.0
14733,17.0
14734,24.0
14735,1.0
14736,5.0
14737,0.0
14738,12.0
14739,0.0
14740,2.0
14741,10.0
14742,5.0
14743,47.0
14744,16.0
14745,3.0
14746,39.0
14747,3.0
14748,6.0
14749,15.0
14750,20.0
14751,0.0
14752,16.0
14753,30.0
14754,1.0
14755,10.0
14756,7.0
14757,16.0
14758,4.0
14759,7.0
14760,12.0
14761,14.0
14762,9.0
14763,5.0
14764,20.0
14765,7.0
14766,8.0
14767,9.0
14768,6.0
14769,10.0
14770,19.0
14771,12.0
14772,3.0
14773,1.0
14774,16.0
14775,5.0
14776,3.0
14777,10.0
14778,5.0
14779,1.0
14780,7.0
14781,13.0
14782,14.0
14783,3.0
14784,15.0
14785,15.0
14786,13.0
14787,17.0
14788,1.0
14789,0.0
14790,54.0
14791,1.0
14792,13.0
14793,12.0
14794,1.0
14795,8.0
14796,16.0
14797,34.0
14798,9.0
14799,0.0
14800,3.0
14801,6.0
14802,11.0
14803,7.0
14804,19.0
14805,41.0
14806,14.0
14807,18.0
14808,7.0
14809,2.0
14810,1.0
14811,13.0
14812,2.0
14813,1.0
14814,16.0
14815,4.0
14816,9.0
14817,7.0
14818,2.0
14819,28.0
14820,4.0
14821,5.0
14822,1.0
14823,10.0
14824,1.0
14825,6.0
14826,0.0
14827,27.0
14828,21.0
14829,0.0
14830,11.0
14831,27.0
14832,7.0
14833,1.0
14834,9.0
14835,8.0
14836,4.0
14837,9.0
14838,4.0
14839,1.0
14840,10.0
14841,15.0
14842,6.0
14843,0.0
14844,0.0
14845,3.0
14846,15.0
14847,6.0
14848,1.0
14849,1.0
14850,6.0
14851,10.0
14852,8.0
14853,0.0
14854,4.0
14855,42.0
14856,15.0
14857,14.0
14858,2.0
14859,3.0
14860,18.0
14861,3.0
14862,14.0
14863,27.0
14864,31.0
14865,5.0
14866,1.0
14867,7.0
14868,5.0
14869,5.0
14870,5.0
14871,1.0
14872,3.0
14873,0.0
14874,1.0
14875,9.0
14876,0.0
14877,4.0
14878,7.0
14879,12.0
14880,26.0
14881,8.0
14882,3.0
14883,10.0
14884,1.0
14885,3.0
14886,21.0
14887,1.0
14888,0.0
14889,0.0
14890,0.0
14891,13.0
14892,0.0
14893,3.0
14894,4.0
14895,2.0
14896,19.0
14897,0.0
14898,3.0
14899,9.0
14900,4.0
14901,8.0
14902,22.0
14903,13.0
14904,2.0
14905,4.0
14906,3.0
14907,0.0
14908,23.0
14909,20.0
14910,16.0
14911,2.0
14912,4.0
14913,5.0
14914,5.0
14915,9.0
14916,18.0
14917,17.0
14918,3.0
14919,1.0
14920,15.0
14921,5.0
14922,1.0
14923,16.0
14924,4.0
14925,40.0
14926,0.0
14927,5.0
14928,31.0
14929,20.0
14930,1.0
14931,1.0
14932,24.0
14933,2.0
14934,0.0
14935,19.0
14936,29.0
14937,5.0
14938,0.0
14939,8.0
14940,13.0
14941,9.0
14942,11.0
14943,30.0
14944,17.0
14945,1.0
14946,8.0
14947,5.0
14948,0.0
14949,30.0
14950,59.0
14951,27.0
14952,5.0
14953,1.0
14954,13.0
14955,17.0
14956,3.0
14957,0.0
14958,19.0
14959,11.0
14960,12.0
14961,8.0
14962,1.0
14963,0.0
14964,13.0
14965,3.0
14966,6.0
14967,19.0
14968,0.0
14969,0.0
14970,50.0
14971,1.0
14972,5.0
14973,13.0
14974,18.0
14975,9.0
14976,9.0
14977,0.0
14978,11.0
14979,18.0
14980,14.0
14981,24.0
14982,19.0
14983,40.0
14984,0.0
14985,16.0
14986,2.0
14987,23.0
14988,26.0
14989,1.0
14990,3.0
14991,13.0
14992,28.0
14993,1.0
14994,11.0
14995,2.0
14996,2.0
14997,0.0
14998,3.0
14999,2.0
15000,22.0
15001,10.0
15002,18.0
15003,3.0
15004,0.0
15005,26.0
15006,11.0
15007,2.0
15008,13.0
15009,1.0
15010,0.0
15011,0.0
15012,6.0
15013,4.0
15014,32.0
15015,2.0
15016,7.0
15017,9.0
15018,11.0
15019,24.0
15020,12.0
15021,27.0
15022,1.0
15023,28.0
15024,2.0
15025,23.0
15026,17.0
15027,2.0
15028,3.0
15029,3.0
15030,25.0
15031,11.0
15032,35.0
15033,2.0
15034,5.0
15035,6.0
15036,3.0
15037,1.0
15038,19.0
15039,11.0
15040,21.0
15041,12.0
15042,7.0
15043,13.0
15044,27.0
15045,39.0
15046,4.0
15047,17.0
15048,0.0
15049,8.0
15050,1.0
15051,12.0
15052,16.0
15053,6.0
15054,4.0
15055,17.0
15056,2.0
15057,22.0
15058,3.0
15059,19.0
15060,3.0
15061,28.0
15062,3.0
15063,13.0
15064,9.0
15065,5.0
15066,5.0
15067,13.0
15068,4.0
15069,1.0
15070,0.0
15071,34.0
15072,12.0
15073,18.0
15074,17.0
15075,28.0
15076,18.0
15077,6.0
15078,30.0
15079,14.0
15080,14.0
15081,24.0
15082,1.0
15083,9.0
15084,2.0
15085,0.0
15086,3.0
15087,14.0
15088,10.0
15089,8.0
15090,9.0
15091,23.0
15092,13.0
15093,3.0
15094,13.0
15095,6.0
15096,5.0
15097,16.0
15098,1.0
15099,9.0
15100,3.0
15101,0.0
15102,3.0
15103,11.0
15104,16.0
15105,4.0
15106,7.0
15107,6.0
15108,2.0
15109,0.0
15110,0.0
15111,8.0
15112,2.0
15113,16.0
15114,6.0
15115,0.0
15116,9.0
15117,4.0
15118,19.0
15119,2.0
15120,1.0
15121,2.0
15122,26.0
15123,21.0
15124,11.0
15125,4.0
15126,10.0
15127,1.0
15128,15.0
15129,12.0
15130,3.0
15131,9.0
15132,4.0
15133,17.0
15134,7.0
15135,2.0
15136,5.0
15137,0.0
15138,0.0
15139,30.0
15140,13.0
15141,0.0
15142,48.0
15143,32.0
15144,2.0
15145,8.0
15146,1.0
15147,2.0
15148,31.0
15149,29.0
15150,9.0
15151,7.0
15152,7.0
15153,2.0
15154,15.0
15155,2.0
15156,7.0
15157,1.0
15158,0.0
15159,22.0
15160,2.0
15161,30.0
15162,4.0
15163,1.0
15164,6.0
15165,10.0
15166,3.0
15167,8.0
15168,13.0
15169,15.0
15170,3.0
15171,23.0
15172,5.0
15173,0.0
15174,23.0
15175,0.0
15176,30.0
15177,31.0
15178,0.0
15179,9.0
15180,0.0
15181,4.0
15182,20.0
15183,8.0
15184,3.0
15185,19.0
15186,26.0
15187,2.0
15188,30.0
15189,2.0
15190,1.0
15191,15.0
15192,0.0
15193,7.0
15194,2.0
15195,8.0
15196,7.0
15197,18.0
15198,5.0
15199,12.0
15200,4.0
15201,7.0
15202,9.0
15203,3.0
15204,2.0
15205,8.0
15206,12.0
15207,22.0
15208,2.0
15209,2.0
15210,8.0
15211,26.0
15212,1.0
15213,0.0
15214,2.0
15215,3.0
15216,3.0
15217,13.0
15218,5.0
15219,3.0
15220,0.0
15221,16.0
15222,1.0
15223,1.0
15224,0.0
15225,0.0
15226,17.0
15227,2.0
15228,26.0
15229,0.0
15230,0.0
15231,4.0
15232,35.0
15233,3.0
15234,19.0
15235,16.0
15236,8.0
15237,21.0
15238,2.0
15239,7.0
15240,4.0
15241,8.0
15242,2.0
15243,48.0
15244,6.0
15245,1.0
15246,2.0
15247,15.0
15248,0.0
15249,7.0
15250,1.0
15251,0.0
15252,20.0
15253,0.0
15254,3.0
15255,4.0
15256,10.0
15257,14.0
15258,5.0
15259,1.0
15260,5.0
15261,1.0
15262,2.0
15263,0.0
15264,0.0
15265,3.0
15266,38.0
15267,2.0
15268,1.0
15269,13.0
15270,22.0
15271,42.0
15272,3.0
15273,0.0
15274,0.0
15275,7.0
15276,23.0
15277,10.0
15278,8.0
15279,19.0
15280,2.0
15281,2.0
15282,5.0
15283,0.0
15284,7.0
15285,17.0
15286,1.0
15287,2.0
15288,8.0
15289,1.0
15290,0.0
15291,5.0
15292,5.0
15293,3.0
15294,3.0
15295,2.0
15296,44.0
15297,3.0
15298,17.0
15299,2.0
15300,0.0
15301,16.0
15302,4.0
15303,1.0
15304,8.0
15305,1.0
15306,15.0
15307,4.0
15308,5.0
15309,1.0
15310,5.0
15311,9.0
15312,10.0
15313,0.0
15314,3.0
15315,16.0
15316,1.0
15317,2.0
15318,0.0
15319,5.0
15320,7.0
15321,26.0
15322,1.0
15323,18.0
15324,0.0
15325,2.0
15326,2.0
15327,4.0
15328,37.0
15329,19.0
15330,4.0
15331,0.0
15332,0.0
15333,1.0
15334,4.0
15335,3.0
15336,15.0
15337,8.0
15338,5.0
15339,1.0
15340,4.0
15341,7.0
15342,3.0
15343,0.0
15344,0.0
15345,3.0
15346,3.0
15347,25.0
15348,0.0
15349,1.0
15350,2.0
15351,2.0
15352,5.0
15353,3.0
15354,3.0
15355,4.0
15356,1.0
15357,2.0
15358,6.0
15359,7.0
15360,29.0
15361,1.0
15362,0.0
15363,1.0
15364,3.0
15365,2.0
15366,4.0
15367,0.0
15368,0.0
15369,4.0
15370,2.0
15371,12.0
15372,4.0
15373,3.0
15374,0.0
15375,2.0
15376,0.0
15377,6.0
15378,0.0
15379,1.0
15380,5.0
15381,0.0
15382,1.0
15383,47.0
15384,5.0
15385,1.0
15386,4.0
15387,2.0
15388,4.0
15389,1.0
15390,0.0
15391,7.0
15392,0.0
15393,11.0
15394,19.0
15395,0.0
15396,3.0
15397,0.0
15398,0.0
15399,2.0
15400,16.0
15401,0.0
15402,0.0
15403,1.0
15404,0.0
15405,0.0
15406,3.0
15407,0.0
15408,8.0
15409,2.0
15410,3.0
15411,43.0
15412,8.0
15413,3.0
15414,0.0
15415,1.0
15416,0.0
15417,2.0
15418,0.0
15419,0.0
15420,16.0
15421,2.0
15422,8.0
15423,1.0
15424,2.0
15425,1.0
15426,1.0
15427,18.0
15428,1.0
15429,1.0
15430,7.0
15431,13.0
15432,15.0
15433,1.0
15434,6.0
15435,0.0
15436,0.0
15437,1.0
15438,1.0
15439,10.0
15440,3.0
15441,12.0
15442,30.0
15443,0.0
15444,3.0
15445,0.0
15446,1.0
15447,10.0
15448,4.0
15449,1.0
15450,2.0
15451,5.0
15452,0.0
15453,1.0
15454,2.0
15455,1.0
15456,15.0
15457,17.0
15458,3.0
15459,2.0
15460,4.0
15461,5.0
15462,0.0
15463,0.0
15464,1.0
15465,1.0
15466,0.0
15467,0.0
15468,4.0
15469,0.0
15470,0.0
15471,55.0
15472,2.0
15473,15.0
15474,34.0
15475,39.0
15476,0.0
15477,0.0
15478,28.0
15479,17.0
15480,1.0
15481,2.0
15482,7.0
15483,2.0
15484,4.0
15485,0.0
15486,3.0
15487,20.0
15488,0.0
15489,6.0
15490,3.0
15491,2.0
15492,9.0
15493,5.0
15494,1.0
15495,7.0
15496,20.0
15497,2.0
15498,1.0
15499,20.0
15500,2.0
15501,1.0
15502,1.0
15503,0.0
15504,43.0
15505,27.0
15506,5.0
15507,2.0
15508,6.0
15509,3.0
15510,25.0
15511,1.0
15512,6.0
15513,24.0
15514,0.0
15515,5.0
15516,7.0
15517,3.0
15518,1.0
15519,3.0
15520,2.0
15521,0.0
15522,2.0
15523,0.0
15524,29.0
15525,0.0
15526,21.0
15527,13.0
15528,21.0
15529,1.0
15530,3.0
15531,8.0
15532,0.0
15533,0.0
15534,1.0
15535,5.0
15536,20.0
15537,1.0
15538,3.0
15539,5.0
15540,1.0
15541,0.0
15542,2.0
15543,1.0
15544,23.0
15545,14.0
15546,6.0
15547,4.0
15548,5.0
15549,2.0
15550,36.0
15551,0.0
15552,24.0
15553,0.0
15554,31.0
15555,25.0
15556,6.0
15557,1.0
15558,2.0
15559,0.0
15560,5.0
15561,5.0
15562,21.0
15563,2.0
15564,12.0
15565,7.0
15566,11.0
15567,10.0
15568,5.0
15569,4.0
15570,4.0
15571,18.0
15572,23.0
15573,15.0
15574,8.0
15575,10.0
15576,0.0
15577,0.0
15578,22.0
15579,4.0
15580,0.0
15581,26.0
15582,6.0
15583,4.0
15584,0.0
15585,1.0
15586,3.0
15587,3.0
15588,0.0
15589,0.0
15590,1.0
15591,11.0
15592,1.0
15593,13.0
15594,10.0
15595,10.0
15596,25.0
15597,1.0
15598,14.0
15599,10.0
15600,3.0
15601,0.0
15602,8.0
15603,21.0
15604,19.0
15605,11.0
15606,0.0
15607,15.0
15608,20.0
15609,31.0
15610,17.0
15611,15.0
15612,1.0
15613,57.0
15614,7.0
15615,2.0
15616,9.0
15617,0.0
15618,0.0
15619,2.0
15620,6.0
15621,30.0
15622,24.0
15623,10.0
15624,3.0
15625,0.0
15626,25.0
15627,0.0
15628,1.0
15629,5.0
15630,1.0
15631,3.0
15632,43.0
15633,22.0
15634,2.0
15635,16.0
15636,13.0
15637,3.0
15638,0.0
15639,9.0
15640,0.0
15641,7.0
15642,1.0
15643,16.0
15644,3.0
15645,0.0
15646,19.0
15647,16.0
15648,1.0
15649,6.0
15650,10.0
15651,0.0
15652,0.0
15653,0.0
15654,4.0
15655,13.0
15656,14.0
15657,0.0
15658,46.0
15659,3.0
15660,11.0
15661,3.0
15662,3.0
15663,0.0
15664,29.0
15665,6.0
15666,0.0
15667,11.0
15668,2.0
15669,4.0
15670,1.0
15671,2.0
15672,18.0
15673,9.0
15674,11.0
15675,1.0
15676,3.0
15677,1.0
15678,7.0
15679,34.0
15680,0.0
15681,5.0
15682,1.0
15683,0.0
15684,25.0
15685,21.0
15686,19.0
15687,33.0
15688,5.0
15689,0.0
15690,1.0
15691,3.0
15692,20.0
15693,10.0
15694,21.0
15695,7.0
15696,29.0
15697,0.0
15698,5.0
15699,1.0
15700,14.0
15701,6.0
15702,14.0
15703,5.0
15704,16.0
15705,1.0
15706,14.0
15707,11.0
15708,1.0
15709,15.0
15710,12.0
15711,2.0
15712,17.0
15713,5.0
15714,6.0
15715,28.0
15716,33.0
15717,1.0
15718,9.0
15719,44.0
15720,17.0
15721,27.0
15722,17.0
15723,9.0
15724,0.0
15725,16.0
15726,0.0
15727,0.0
15728,0.0
15729,20.0
15730,4.0
15731,15.0
15732,2.0
15733,6.0
15734,16.0
15735,10.0
15736,13.0
15737,4.0
15738,14.0
15739,13.0
15740,7.0
15741,7.0
15742,6.0
15743,1.0
15744,0.0
15745,12.0
15746,4.0
15747,4.0
15748,5.0
15749,9.0
15750,2.0
15751,15.0
15752,22.0
15753,3.0
15754,13.0
15755,0.0
15756,3.0
15757,0.0
15758,6.0
15759,1.0
15760,0.0
15761,10.0
15762,13.0
15763,0.0
15764,3.0
15765,13.0
15766,0.0
15767,13.0
15768,0.0
15769,1.0
15770,6.0
15771,15.0
15772,19.0
15773,16.0
15774,7.0
15775,3.0
15776,65.0
15777,15.0
15778,18.0
15779,10.0
15780,6.0
15781,17.0
15782,15.0
15783,0.0
15784,5.0
15785,17.0
15786,20.0
15787,10.0
15788,12.0
15789,18.0
15790,7.0
15791,20.0
15792,4.0
15793,0.0
15794,17.0
15795,0.0
15796,12.0
15797,33.0
15798,5.0
15799,1.0
15800,15.0
15801,7.0
15802,6.0
15803,7.0
15804,1.0
15805,24.0
15806,0.0
15807,1.0
