,Adora1
9849,1.0
9850,1.0
9851,1.0
9852,1.0
9853,7.0
9854,2.0
9855,0.0
9856,6.0
9857,2.0
9858,0.0
9859,0.0
9860,1.0
9861,1.0
9862,0.0
9863,8.0
9864,3.0
9865,0.0
9866,0.0
9867,1.0
9868,6.0
9869,1.0
9870,9.0
9871,0.0
9872,1.0
9873,4.0
9874,0.0
9875,1.0
9876,0.0
9877,0.0
9878,0.0
9879,1.0
9880,1.0
9881,0.0
9882,9.0
9883,11.0
9884,2.0
9885,0.0
9886,2.0
9887,0.0
9888,1.0
9889,0.0
9890,1.0
9891,7.0
9892,1.0
9893,2.0
9894,1.0
9895,0.0
9896,0.0
9897,1.0
9898,1.0
9899,0.0
9900,0.0
9901,2.0
9902,1.0
9903,0.0
9904,2.0
9905,1.0
9906,7.0
9907,1.0
9908,0.0
9909,2.0
9910,2.0
9911,0.0
9912,2.0
9913,3.0
9914,1.0
9915,2.0
9916,4.0
9917,5.0
9918,0.0
9919,0.0
9920,0.0
9921,2.0
9922,2.0
9923,3.0
9924,2.0
9925,5.0
9926,0.0
9927,0.0
9928,0.0
9929,1.0
9930,2.0
9931,2.0
9932,2.0
9933,0.0
9934,0.0
9935,2.0
9936,0.0
9937,0.0
9938,1.0
9939,1.0
9940,0.0
9941,1.0
9942,1.0
9943,2.0
9944,5.0
9945,2.0
9946,0.0
9947,3.0
9948,2.0
9949,2.0
9950,1.0
9951,3.0
9952,0.0
9953,2.0
9954,1.0
9955,0.0
9956,2.0
9957,2.0
9958,2.0
9959,2.0
9960,0.0
9961,1.0
9962,3.0
9963,1.0
9964,0.0
9965,0.0
9966,2.0
9967,1.0
9968,1.0
9969,2.0
9970,0.0
9971,0.0
9972,4.0
9973,0.0
9974,1.0
9975,1.0
9976,0.0
9977,0.0
9978,3.0
9979,2.0
9980,2.0
9981,0.0
9982,0.0
9983,0.0
9984,0.0
9985,0.0
9986,0.0
9987,0.0
9988,5.0
9989,0.0
9990,2.0
9991,0.0
9992,0.0
9993,1.0
9994,0.0
9995,1.0
9996,2.0
9997,0.0
9998,1.0
9999,0.0
10000,0.0
10001,4.0
10002,0.0
10003,2.0
10004,1.0
10005,1.0
10006,4.0
10007,1.0
10008,4.0
10009,0.0
10010,0.0
10011,2.0
10012,0.0
10013,1.0
10014,0.0
10015,4.0
10016,0.0
10017,0.0
10018,0.0
10019,1.0
10020,0.0
10021,2.0
10022,6.0
10023,1.0
10024,2.0
10025,3.0
10026,5.0
10027,1.0
10028,0.0
10029,8.0
10030,0.0
10031,1.0
10032,2.0
10033,2.0
10034,3.0
10035,1.0
10036,2.0
10037,3.0
10038,0.0
10039,1.0
10040,3.0
10041,1.0
10042,0.0
10043,1.0
10044,3.0
10045,0.0
10046,0.0
10047,3.0
10048,0.0
10049,5.0
10050,0.0
10051,4.0
10052,0.0
10053,4.0
10054,0.0
10055,0.0
10056,0.0
10057,0.0
10058,2.0
10059,0.0
10060,0.0
10061,3.0
10062,1.0
10063,5.0
10064,3.0
10065,0.0
10066,0.0
10067,2.0
10068,0.0
10069,1.0
10070,1.0
10071,0.0
10072,1.0
10073,2.0
10074,2.0
10075,0.0
10076,0.0
10077,2.0
10078,1.0
10079,0.0
10080,1.0
10081,0.0
10082,6.0
10083,0.0
10084,1.0
10085,1.0
10086,3.0
10087,1.0
10088,0.0
10089,3.0
10090,0.0
10091,2.0
10092,3.0
10093,0.0
10094,3.0
10095,1.0
10096,4.0
10097,0.0
10098,2.0
10099,0.0
10100,1.0
10101,1.0
10102,3.0
10103,1.0
10104,1.0
10105,1.0
10106,0.0
10107,0.0
10108,1.0
10109,2.0
10110,0.0
10111,0.0
10112,0.0
10113,2.0
10114,0.0
10115,1.0
10116,0.0
10117,3.0
10118,6.0
10119,0.0
10120,0.0
10121,4.0
10122,0.0
10123,0.0
10124,1.0
10125,1.0
10126,6.0
10127,1.0
10128,1.0
10129,3.0
10130,0.0
10131,1.0
10132,1.0
10133,0.0
10134,0.0
10135,2.0
10136,0.0
10137,3.0
10138,0.0
10139,0.0
10140,1.0
10141,1.0
10142,2.0
10143,0.0
10144,0.0
10145,0.0
10146,1.0
10147,2.0
10148,1.0
10149,0.0
10150,1.0
10151,1.0
10152,0.0
10153,1.0
10154,0.0
10155,4.0
10156,0.0
10157,3.0
10158,2.0
10159,2.0
10160,2.0
10161,1.0
10162,0.0
10163,0.0
10164,1.0
10165,6.0
10166,0.0
10167,1.0
10168,1.0
10169,3.0
10170,1.0
10171,2.0
10172,0.0
10173,1.0
10174,0.0
10175,3.0
10176,0.0
10177,1.0
10178,2.0
10179,0.0
10180,6.0
10181,0.0
10182,2.0
10183,1.0
10184,2.0
10185,2.0
10186,6.0
10187,1.0
10188,0.0
10189,0.0
10190,2.0
10191,0.0
10192,7.0
10193,1.0
10194,2.0
10195,1.0
10196,1.0
10197,0.0
10198,1.0
10199,0.0
10200,0.0
10201,0.0
10202,2.0
10203,0.0
10204,3.0
10205,0.0
10206,0.0
10207,2.0
10208,3.0
10209,5.0
10210,1.0
10211,3.0
10212,0.0
10213,7.0
10214,12.0
10215,4.0
10216,0.0
10217,0.0
10218,2.0
10219,0.0
10220,5.0
10221,0.0
10222,9.0
10223,1.0
10224,3.0
10225,0.0
10226,21.0
10227,2.0
10228,1.0
10229,0.0
10230,2.0
10231,2.0
10232,5.0
10233,1.0
10234,0.0
10235,20.0
10236,0.0
10237,0.0
10238,1.0
10239,0.0
10240,2.0
10241,0.0
10242,1.0
10243,3.0
10244,3.0
10245,1.0
10246,1.0
10247,0.0
10248,2.0
10249,0.0
10250,1.0
10251,3.0
10252,17.0
10253,2.0
10254,2.0
10255,7.0
10256,0.0
10257,1.0
10258,7.0
10259,0.0
10260,0.0
10261,38.0
10262,4.0
10263,4.0
10264,0.0
10265,4.0
10266,0.0
10267,7.0
10268,4.0
10269,13.0
10270,2.0
10271,1.0
10272,14.0
10273,0.0
10274,7.0
10275,8.0
10276,1.0
10277,2.0
10278,2.0
10279,17.0
10280,1.0
10281,2.0
10282,1.0
10283,2.0
10284,1.0
10285,6.0
10286,2.0
10287,0.0
10288,20.0
10289,2.0
10290,1.0
10291,0.0
10292,1.0
10293,6.0
10294,5.0
10295,5.0
10296,1.0
10297,1.0
10298,3.0
10299,1.0
10300,0.0
10301,1.0
10302,0.0
10303,0.0
10304,0.0
10305,1.0
10306,9.0
10307,1.0
10308,0.0
10309,6.0
10310,7.0
10311,17.0
10312,3.0
10313,9.0
10314,2.0
10315,10.0
10316,0.0
10317,0.0
10318,5.0
10319,1.0
10320,1.0
10321,1.0
10322,0.0
10323,1.0
10324,0.0
10325,0.0
10326,0.0
10327,2.0
10328,1.0
10329,1.0
10330,8.0
10331,1.0
10332,1.0
10333,4.0
10334,0.0
10335,0.0
10336,17.0
10337,10.0
10338,5.0
10339,14.0
10340,6.0
10341,1.0
10342,0.0
10343,9.0
10344,1.0
10345,9.0
10346,9.0
10347,4.0
10348,0.0
10349,0.0
10350,0.0
10351,1.0
10352,1.0
10353,0.0
10354,1.0
10355,0.0
10356,2.0
10357,19.0
10358,4.0
10359,7.0
10360,0.0
10361,1.0
10362,1.0
10363,0.0
10364,9.0
10365,2.0
10366,1.0
10367,0.0
10368,5.0
10369,2.0
10370,0.0
10371,1.0
10372,0.0
10373,3.0
10374,6.0
10375,0.0
10376,3.0
10377,0.0
10378,2.0
10379,0.0
10380,8.0
10381,22.0
10382,1.0
10383,25.0
10384,1.0
10385,0.0
10386,0.0
10387,4.0
10388,3.0
10389,1.0
10390,6.0
10391,0.0
10392,1.0
10393,7.0
10394,4.0
10395,1.0
10396,0.0
10397,2.0
10398,6.0
10399,1.0
10400,0.0
10401,8.0
10402,1.0
10403,0.0
10404,12.0
10405,14.0
10406,2.0
10407,7.0
10408,19.0
10409,3.0
10410,0.0
10411,0.0
10412,1.0
10413,0.0
10414,17.0
10415,0.0
10416,0.0
10417,2.0
10418,1.0
10419,0.0
10420,3.0
10421,0.0
10422,11.0
10423,6.0
10424,2.0
10425,7.0
10426,9.0
10427,1.0
10428,2.0
10429,2.0
10430,6.0
10431,19.0
10432,0.0
10433,1.0
10434,0.0
10435,1.0
10436,10.0
10437,1.0
10438,0.0
10439,0.0
10440,11.0
10441,18.0
10442,2.0
10443,0.0
10444,1.0
10445,4.0
10446,0.0
10447,1.0
10448,0.0
10449,0.0
10450,0.0
10451,1.0
10452,1.0
10453,1.0
10454,7.0
10455,1.0
10456,0.0
10457,6.0
10458,0.0
10459,0.0
10460,7.0
10461,1.0
10462,3.0
10463,7.0
10464,0.0
10465,1.0
10466,2.0
10467,1.0
10468,3.0
10469,12.0
10470,0.0
10471,0.0
10472,0.0
10473,8.0
10474,5.0
10475,11.0
10476,7.0
10477,0.0
10478,5.0
10479,8.0
10480,3.0
10481,3.0
10482,1.0
10483,3.0
10484,1.0
10485,14.0
10486,16.0
10487,0.0
10488,0.0
10489,6.0
10490,4.0
10491,9.0
10492,0.0
10493,2.0
10494,4.0
10495,10.0
10496,3.0
10497,1.0
10498,2.0
10499,5.0
10500,2.0
10501,0.0
10502,0.0
10503,1.0
10504,1.0
10505,0.0
10506,1.0
10507,0.0
10508,1.0
10509,0.0
10510,3.0
10511,0.0
10512,4.0
10513,3.0
10514,0.0
10515,1.0
10516,1.0
10517,1.0
10518,3.0
10519,0.0
10520,6.0
10521,0.0
10522,3.0
10523,2.0
10524,0.0
10525,4.0
10526,1.0
10527,2.0
10528,0.0
10529,9.0
10530,0.0
10531,0.0
10532,1.0
10533,0.0
10534,6.0
10535,9.0
10536,1.0
10537,2.0
10538,2.0
10539,0.0
10540,6.0
10541,0.0
10542,10.0
10543,11.0
10544,1.0
10545,4.0
10546,17.0
10547,8.0
10548,6.0
10549,0.0
10550,2.0
10551,4.0
10552,1.0
10553,3.0
10554,0.0
10555,0.0
10556,1.0
10557,0.0
10558,0.0
10559,1.0
10560,0.0
10561,3.0
10562,7.0
10563,3.0
10564,0.0
10565,1.0
10566,1.0
10567,16.0
10568,4.0
10569,0.0
10570,1.0
10571,3.0
10572,15.0
10573,6.0
10574,0.0
10575,0.0
10576,0.0
10577,5.0
10578,3.0
10579,0.0
10580,1.0
10581,1.0
10582,4.0
10583,1.0
10584,1.0
10585,0.0
10586,0.0
10587,0.0
10588,0.0
10589,1.0
10590,4.0
10591,0.0
10592,0.0
10593,8.0
10594,21.0
10595,3.0
10596,1.0
10597,0.0
10598,1.0
10599,3.0
10600,1.0
10601,0.0
10602,3.0
10603,8.0
10604,0.0
10605,9.0
10606,11.0
10607,1.0
10608,10.0
10609,2.0
10610,4.0
10611,8.0
10612,0.0
10613,2.0
10614,4.0
10615,1.0
10616,4.0
10617,12.0
10618,4.0
10619,3.0
10620,6.0
10621,1.0
10622,2.0
10623,0.0
10624,9.0
10625,3.0
10626,1.0
10627,11.0
10628,5.0
10629,0.0
10630,10.0
10631,1.0
10632,3.0
10633,1.0
10634,4.0
10635,7.0
10636,0.0
10637,1.0
10638,5.0
10639,2.0
10640,7.0
10641,2.0
10642,2.0
10643,3.0
10644,0.0
10645,1.0
10646,24.0
10647,3.0
10648,0.0
10649,0.0
10650,0.0
10651,11.0
10652,1.0
10653,17.0
10654,8.0
10655,5.0
10656,0.0
10657,15.0
10658,5.0
10659,0.0
10660,0.0
10661,2.0
10662,0.0
10663,4.0
10664,0.0
10665,5.0
10666,3.0
10667,16.0
10668,3.0
10669,7.0
10670,2.0
10671,0.0
10672,10.0
10673,0.0
10674,2.0
10675,7.0
10676,3.0
10677,14.0
10678,1.0
10679,0.0
10680,7.0
10681,0.0
10682,0.0
10683,0.0
10684,1.0
10685,1.0
10686,4.0
10687,0.0
10688,1.0
10689,0.0
10690,8.0
10691,15.0
10692,0.0
10693,1.0
10694,24.0
10695,2.0
10696,3.0
10697,1.0
10698,2.0
10699,2.0
10700,11.0
10701,2.0
10702,2.0
10703,0.0
10704,0.0
10705,0.0
10706,3.0
10707,0.0
10708,6.0
10709,13.0
10710,8.0
10711,9.0
10712,7.0
10713,3.0
10714,5.0
10715,1.0
10716,0.0
10717,0.0
10718,0.0
10719,0.0
10720,0.0
10721,5.0
10722,10.0
10723,6.0
10724,3.0
10725,2.0
10726,1.0
10727,11.0
10728,10.0
10729,8.0
10730,11.0
10731,2.0
10732,2.0
10733,3.0
10734,1.0
10735,0.0
10736,1.0
10737,0.0
10738,0.0
10739,3.0
10740,1.0
10741,0.0
10742,6.0
10743,7.0
10744,3.0
10745,2.0
10746,0.0
10747,1.0
10748,1.0
10749,4.0
10750,3.0
10751,1.0
10752,0.0
10753,0.0
10754,10.0
10755,1.0
10756,4.0
10757,3.0
10758,2.0
10759,0.0
10760,7.0
10761,5.0
10762,2.0
10763,0.0
10764,1.0
10765,0.0
10766,9.0
10767,0.0
10768,0.0
10769,2.0
10770,1.0
10771,0.0
10772,0.0
10773,3.0
10774,7.0
10775,1.0
10776,6.0
10777,6.0
10778,0.0
10779,4.0
10780,1.0
10781,2.0
10782,1.0
10783,0.0
10784,2.0
10785,0.0
10786,0.0
10787,2.0
10788,2.0
10789,0.0
10790,0.0
10791,9.0
10792,6.0
10793,0.0
10794,1.0
10795,1.0
10796,0.0
10797,3.0
10798,2.0
10799,4.0
10800,0.0
10801,0.0
10802,7.0
10803,1.0
10804,0.0
10805,0.0
10806,1.0
10807,0.0
10808,0.0
10809,0.0
10810,10.0
10811,0.0
10812,0.0
10813,11.0
10814,2.0
10815,5.0
10816,4.0
10817,2.0
10818,1.0
10819,1.0
10820,3.0
10821,1.0
10822,1.0
10823,1.0
10824,2.0
10825,5.0
10826,3.0
10827,1.0
10828,0.0
10829,5.0
10830,2.0
10831,0.0
10832,0.0
10833,2.0
10834,1.0
10835,1.0
10836,3.0
10837,0.0
10838,2.0
10839,1.0
10840,1.0
10841,2.0
10842,0.0
10843,0.0
10844,8.0
10845,1.0
10846,3.0
10847,4.0
10848,2.0
10849,2.0
10850,0.0
10851,2.0
10852,0.0
10853,0.0
10854,14.0
10855,0.0
10856,7.0
10857,0.0
10858,0.0
10859,1.0
10860,1.0
10861,5.0
10862,1.0
10863,0.0
10864,7.0
10865,0.0
10866,1.0
10867,7.0
10868,1.0
10869,1.0
10870,0.0
10871,0.0
10872,0.0
10873,1.0
10874,0.0
10875,2.0
10876,8.0
10877,0.0
10878,0.0
10879,6.0
10880,3.0
10881,2.0
10882,4.0
10883,5.0
10884,1.0
10885,1.0
10886,2.0
10887,7.0
10888,2.0
10889,0.0
10890,3.0
10891,0.0
10892,2.0
10893,0.0
10894,9.0
10895,1.0
10896,0.0
10897,2.0
10898,3.0
10899,5.0
10900,19.0
10901,3.0
10902,6.0
10903,0.0
10904,13.0
10905,6.0
10906,3.0
10907,1.0
10908,2.0
10909,0.0
10910,4.0
10911,1.0
10912,1.0
10913,0.0
10914,0.0
10915,1.0
10916,0.0
10917,3.0
10918,0.0
10919,0.0
10920,2.0
10921,1.0
10922,6.0
10923,0.0
10924,0.0
10925,0.0
10926,1.0
10927,2.0
10928,0.0
10929,0.0
10930,0.0
10931,1.0
10932,0.0
10933,0.0
10934,2.0
10935,1.0
10936,0.0
10937,5.0
10938,3.0
10939,3.0
10940,0.0
10941,0.0
10942,0.0
10943,0.0
10944,2.0
10945,4.0
10946,0.0
10947,9.0
10948,6.0
10949,0.0
10950,0.0
10951,2.0
10952,0.0
10953,3.0
10954,0.0
10955,10.0
10956,0.0
10957,0.0
10958,0.0
10959,2.0
10960,0.0
10961,1.0
10962,0.0
10963,0.0
10964,3.0
10965,2.0
10966,1.0
10967,0.0
10968,3.0
10969,0.0
10970,6.0
10971,4.0
10972,0.0
10973,5.0
10974,2.0
10975,0.0
10976,0.0
10977,0.0
10978,0.0
10979,0.0
10980,0.0
10981,1.0
10982,0.0
10983,4.0
10984,0.0
10985,0.0
10986,1.0
10987,4.0
10988,0.0
10989,0.0
10990,2.0
10991,0.0
10992,1.0
10993,0.0
10994,1.0
10995,1.0
10996,3.0
10997,0.0
10998,0.0
10999,0.0
11000,1.0
11001,3.0
11002,2.0
11003,0.0
11004,3.0
11005,0.0
11006,1.0
11007,0.0
11008,8.0
11009,1.0
11010,0.0
11011,0.0
11012,0.0
11013,0.0
11014,0.0
11015,1.0
11016,1.0
11017,0.0
11018,0.0
11019,1.0
11020,0.0
11021,2.0
11022,1.0
11023,3.0
11024,1.0
11025,4.0
11026,6.0
11027,0.0
11028,0.0
11029,0.0
11030,9.0
11031,2.0
11032,0.0
11033,2.0
11034,3.0
11035,0.0
11036,1.0
11037,0.0
11038,1.0
11039,9.0
11040,6.0
11041,4.0
11042,1.0
11043,3.0
11044,1.0
11045,4.0
11046,6.0
11047,2.0
11048,0.0
11049,2.0
11050,4.0
11051,4.0
11052,3.0
11053,1.0
11054,0.0
11055,0.0
11056,1.0
11057,5.0
11058,5.0
11059,5.0
11060,0.0
11061,0.0
11062,5.0
11063,2.0
11064,0.0
11065,11.0
11066,1.0
11067,1.0
11068,1.0
11069,0.0
11070,4.0
11071,1.0
11072,1.0
11073,1.0
11074,0.0
11075,1.0
11076,0.0
11077,0.0
11078,3.0
11079,2.0
11080,1.0
11081,0.0
11082,7.0
11083,0.0
11084,2.0
11085,5.0
11086,4.0
11087,7.0
11088,0.0
11089,0.0
11090,0.0
11091,0.0
11092,5.0
11093,1.0
11094,4.0
11095,5.0
11096,4.0
11097,1.0
11098,3.0
11099,1.0
11100,1.0
11101,2.0
11102,2.0
11103,1.0
11104,1.0
11105,0.0
11106,6.0
11107,1.0
11108,6.0
11109,4.0
11110,5.0
11111,5.0
11112,0.0
11113,0.0
11114,0.0
11115,2.0
11116,0.0
11117,0.0
11118,0.0
11119,0.0
11120,2.0
11121,2.0
11122,2.0
11123,13.0
11124,2.0
11125,0.0
11126,0.0
11127,1.0
11128,6.0
11129,6.0
11130,0.0
11131,9.0
11132,1.0
11133,2.0
11134,4.0
11135,5.0
11136,5.0
11137,2.0
11138,1.0
11139,0.0
11140,0.0
11141,0.0
11142,0.0
11143,5.0
11144,8.0
11145,1.0
11146,3.0
11147,7.0
11148,0.0
11149,2.0
11150,3.0
11151,2.0
11152,7.0
11153,2.0
11154,8.0
11155,2.0
11156,12.0
11157,0.0
11158,1.0
11159,4.0
11160,1.0
11161,4.0
11162,4.0
11163,2.0
11164,3.0
11165,0.0
11166,1.0
11167,0.0
11168,2.0
11169,1.0
11170,4.0
11171,0.0
11172,3.0
11173,3.0
11174,2.0
11175,1.0
11176,0.0
11177,7.0
11178,1.0
11179,5.0
11180,0.0
11181,0.0
11182,0.0
11183,0.0
11184,3.0
11185,6.0
11186,3.0
11187,0.0
11188,1.0
11189,7.0
11190,1.0
11191,0.0
11192,0.0
11193,1.0
11194,1.0
11195,7.0
11196,4.0
11197,1.0
11198,3.0
11199,5.0
11200,0.0
11201,1.0
11202,2.0
11203,0.0
11204,0.0
11205,0.0
11206,0.0
11207,1.0
11208,0.0
11209,0.0
11210,0.0
11211,0.0
11212,0.0
11213,0.0
11214,0.0
11215,0.0
11216,0.0
11217,0.0
11218,0.0
11219,0.0
11220,1.0
11221,0.0
11222,0.0
11223,0.0
11224,0.0
11225,1.0
11226,0.0
11227,0.0
11228,1.0
11229,0.0
11230,1.0
11231,0.0
11232,0.0
11233,2.0
11234,0.0
11235,0.0
11236,0.0
11237,0.0
11238,0.0
11239,0.0
11240,2.0
11241,1.0
11242,0.0
11243,0.0
11244,0.0
11245,0.0
11246,0.0
11247,0.0
11248,1.0
11249,1.0
11250,0.0
11251,0.0
11252,0.0
11253,0.0
11254,0.0
11255,0.0
11256,2.0
11257,0.0
11258,0.0
11259,0.0
11260,0.0
11261,0.0
11262,0.0
11263,1.0
11264,0.0
11265,0.0
11266,0.0
11267,0.0
11268,1.0
11269,1.0
11270,0.0
11271,1.0
11272,0.0
11273,0.0
11274,0.0
11275,1.0
11276,1.0
11277,0.0
11278,1.0
11279,5.0
11280,0.0
11281,0.0
11282,1.0
11283,1.0
11284,1.0
11285,0.0
11286,1.0
11287,10.0
11288,0.0
11289,0.0
11290,1.0
11291,0.0
11292,0.0
11293,1.0
11294,0.0
11295,0.0
11296,0.0
11297,1.0
11298,0.0
11299,0.0
11300,0.0
11301,0.0
11302,0.0
11303,1.0
11304,0.0
11305,0.0
11306,4.0
11307,0.0
11308,0.0
11309,0.0
11310,2.0
11311,0.0
11312,0.0
11313,0.0
11314,0.0
11315,0.0
11316,0.0
11317,0.0
11318,0.0
11319,0.0
11320,0.0
11321,0.0
11322,0.0
11323,0.0
11324,0.0
11325,0.0
11326,0.0
11327,0.0
11328,1.0
11329,0.0
11330,0.0
11331,0.0
11332,0.0
11333,0.0
11334,2.0
11335,0.0
11336,0.0
11337,0.0
11338,0.0
11339,0.0
11340,0.0
11341,0.0
11342,0.0
11343,0.0
11344,0.0
11345,0.0
11346,1.0
11347,0.0
11348,0.0
11349,0.0
11350,1.0
11351,0.0
11352,0.0
11353,1.0
11354,2.0
11355,0.0
11356,0.0
11357,0.0
11358,0.0
11359,0.0
11360,0.0
11361,0.0
11362,0.0
11363,0.0
11364,0.0
11365,0.0
11366,0.0
11367,0.0
11368,3.0
11369,0.0
11370,0.0
11371,0.0
11372,0.0
11373,0.0
11374,0.0
11375,0.0
11376,0.0
11377,0.0
11378,1.0
11379,2.0
11380,1.0
11381,1.0
11382,0.0
11383,0.0
11384,0.0
11385,4.0
11386,1.0
11387,0.0
11388,1.0
11389,3.0
11390,1.0
11391,0.0
11392,0.0
11393,0.0
11394,3.0
11395,0.0
11396,0.0
11397,1.0
11398,1.0
11399,0.0
11400,2.0
11401,0.0
11402,0.0
11403,3.0
11404,8.0
11405,0.0
11406,3.0
11407,1.0
11408,1.0
11409,0.0
11410,0.0
11411,0.0
11412,0.0
11413,0.0
11414,0.0
11415,0.0
11416,0.0
11417,0.0
11418,2.0
11419,0.0
11420,0.0
11421,3.0
11422,0.0
11423,0.0
11424,0.0
11425,0.0
11426,1.0
11427,2.0
11428,2.0
11429,1.0
11430,2.0
11431,0.0
11432,0.0
11433,0.0
11434,0.0
11435,1.0
11436,0.0
11437,14.0
11438,2.0
11439,0.0
11440,0.0
11441,0.0
11442,0.0
11443,1.0
11444,1.0
11445,0.0
11446,0.0
11447,0.0
11448,1.0
11449,0.0
11450,0.0
11451,0.0
11452,1.0
11453,0.0
11454,0.0
11455,0.0
11456,0.0
11457,0.0
11458,1.0
11459,0.0
11460,1.0
11461,1.0
11462,2.0
11463,6.0
11464,1.0
11465,1.0
11466,0.0
11467,4.0
11468,0.0
11469,0.0
11470,0.0
11471,2.0
11472,0.0
11473,4.0
11474,3.0
11475,2.0
11476,0.0
11477,0.0
11478,3.0
11479,0.0
11480,3.0
11481,0.0
11482,0.0
11483,2.0
11484,0.0
11485,3.0
11486,1.0
11487,0.0
11488,1.0
11489,2.0
11490,0.0
11491,0.0
11492,0.0
11493,1.0
11494,1.0
11495,3.0
11496,12.0
11497,0.0
11498,1.0
11499,0.0
11500,1.0
11501,0.0
11502,0.0
11503,5.0
11504,2.0
11505,0.0
11506,0.0
11507,2.0
11508,1.0
11509,0.0
11510,5.0
11511,0.0
11512,3.0
11513,0.0
11514,2.0
11515,6.0
11516,5.0
11517,8.0
11518,1.0
11519,1.0
11520,1.0
11521,5.0
11522,1.0
11523,4.0
11524,0.0
11525,0.0
11526,2.0
11527,6.0
11528,0.0
11529,1.0
11530,0.0
11531,5.0
11532,13.0
11533,0.0
11534,2.0
11535,0.0
11536,18.0
11537,1.0
11538,0.0
11539,1.0
11540,2.0
11541,0.0
11542,0.0
11543,0.0
11544,1.0
11545,0.0
11546,4.0
11547,0.0
11548,1.0
11549,4.0
11550,1.0
11551,0.0
11552,1.0
11553,0.0
11554,10.0
11555,2.0
11556,0.0
11557,0.0
11558,2.0
11559,0.0
11560,5.0
11561,0.0
11562,6.0
11563,1.0
11564,3.0
11565,7.0
11566,3.0
11567,0.0
11568,4.0
11569,1.0
11570,2.0
11571,12.0
11572,2.0
11573,0.0
11574,0.0
11575,1.0
11576,0.0
11577,2.0
11578,4.0
11579,2.0
11580,1.0
11581,5.0
11582,3.0
11583,2.0
11584,0.0
11585,1.0
11586,5.0
11587,5.0
11588,1.0
11589,3.0
11590,0.0
11591,0.0
11592,5.0
11593,0.0
11594,1.0
11595,2.0
11596,5.0
11597,1.0
11598,3.0
11599,5.0
11600,0.0
11601,0.0
11602,0.0
11603,0.0
11604,5.0
11605,3.0
11606,0.0
11607,0.0
11608,1.0
11609,11.0
11610,0.0
11611,0.0
11612,1.0
11613,5.0
11614,0.0
11615,2.0
11616,3.0
11617,14.0
11618,1.0
11619,0.0
11620,6.0
11621,1.0
11622,2.0
11623,1.0
11624,5.0
11625,2.0
11626,7.0
11627,3.0
11628,0.0
11629,1.0
11630,1.0
11631,0.0
11632,0.0
11633,10.0
11634,0.0
11635,4.0
11636,0.0
11637,1.0
11638,1.0
11639,1.0
11640,1.0
11641,1.0
11642,12.0
11643,0.0
11644,0.0
11645,0.0
11646,0.0
11647,3.0
11648,2.0
11649,1.0
11650,3.0
11651,1.0
11652,1.0
11653,7.0
11654,0.0
11655,4.0
11656,2.0
11657,0.0
11658,2.0
11659,0.0
11660,0.0
11661,4.0
11662,4.0
11663,2.0
11664,3.0
11665,3.0
11666,0.0
11667,4.0
11668,0.0
11669,0.0
11670,0.0
11671,0.0
11672,2.0
11673,2.0
11674,3.0
11675,1.0
11676,1.0
11677,7.0
11678,3.0
11679,4.0
11680,1.0
11681,6.0
11682,1.0
11683,0.0
11684,6.0
11685,0.0
11686,2.0
11687,0.0
11688,2.0
11689,0.0
11690,6.0
11691,1.0
11692,0.0
11693,13.0
11694,0.0
11695,0.0
11696,0.0
11697,0.0
11698,3.0
11699,1.0
11700,0.0
11701,7.0
11702,3.0
11703,0.0
11704,1.0
11705,4.0
11706,10.0
11707,3.0
11708,2.0
11709,1.0
11710,11.0
11711,2.0
11712,2.0
11713,1.0
11714,7.0
11715,0.0
11716,1.0
11717,3.0
11718,0.0
11719,20.0
11720,1.0
11721,5.0
11722,4.0
11723,0.0
11724,9.0
11725,7.0
11726,13.0
11727,1.0
11728,1.0
11729,0.0
11730,0.0
11731,0.0
11732,3.0
11733,0.0
11734,11.0
11735,9.0
11736,2.0
11737,2.0
11738,4.0
11739,0.0
11740,1.0
11741,2.0
11742,1.0
11743,7.0
11744,2.0
11745,0.0
11746,4.0
11747,3.0
11748,9.0
11749,1.0
11750,16.0
11751,0.0
11752,0.0
11753,1.0
11754,0.0
11755,8.0
11756,1.0
11757,3.0
11758,0.0
11759,0.0
11760,1.0
11761,1.0
11762,0.0
11763,0.0
11764,1.0
11765,5.0
11766,8.0
11767,12.0
11768,26.0
11769,7.0
11770,3.0
11771,2.0
11772,0.0
11773,1.0
11774,2.0
11775,1.0
11776,12.0
11777,0.0
11778,0.0
11779,15.0
11780,1.0
11781,5.0
11782,0.0
11783,7.0
11784,0.0
11785,5.0
11786,0.0
11787,7.0
11788,0.0
11789,11.0
11790,0.0
11791,5.0
11792,1.0
11793,1.0
11794,1.0
11795,2.0
11796,7.0
11797,5.0
11798,1.0
11799,0.0
11800,1.0
11801,1.0
11802,1.0
11803,0.0
11804,0.0
11805,7.0
11806,17.0
11807,18.0
11808,7.0
11809,0.0
11810,2.0
11811,6.0
11812,0.0
11813,0.0
11814,12.0
11815,8.0
11816,4.0
11817,4.0
11818,3.0
11819,8.0
11820,0.0
11821,9.0
11822,5.0
11823,2.0
11824,2.0
11825,2.0
11826,9.0
11827,1.0
11828,1.0
11829,0.0
11830,5.0
11831,1.0
11832,6.0
11833,4.0
11834,5.0
11835,0.0
11836,11.0
11837,10.0
11838,6.0
11839,13.0
11840,5.0
11841,3.0
11842,5.0
11843,13.0
11844,2.0
11845,4.0
11846,0.0
11847,2.0
