,Ntrk3
236,6.0
237,8.0
238,22.0
239,2.0
240,15.0
241,0.0
242,13.0
243,0.0
244,16.0
245,0.0
246,0.0
247,0.0
248,0.0
249,25.0
250,0.0
251,1.0
252,4.0
253,1.0
254,0.0
255,0.0
256,1.0
257,11.0
258,6.0
259,0.0
260,23.0
261,14.0
262,27.0
263,0.0
264,6.0
265,4.0
266,1.0
267,9.0
268,7.0
269,9.0
270,2.0
271,0.0
272,4.0
273,12.0
274,21.0
275,13.0
276,2.0
277,36.0
278,12.0
279,28.0
280,36.0
281,1.0
282,13.0
283,3.0
284,11.0
285,23.0
286,2.0
287,6.0
288,1.0
289,6.0
290,6.0
291,0.0
292,13.0
293,29.0
294,15.0
295,19.0
296,1.0
297,1.0
298,1.0
299,2.0
300,0.0
301,17.0
302,2.0
303,13.0
304,0.0
305,10.0
306,14.0
307,9.0
308,1.0
309,0.0
310,20.0
311,8.0
312,20.0
313,0.0
314,30.0
315,3.0
316,0.0
317,8.0
318,25.0
319,2.0
320,14.0
321,23.0
322,0.0
323,12.0
324,0.0
325,2.0
326,12.0
327,0.0
328,0.0
329,0.0
330,10.0
331,17.0
332,3.0
333,20.0
334,19.0
335,0.0
336,1.0
337,0.0
338,8.0
339,7.0
340,19.0
341,22.0
342,1.0
343,3.0
344,0.0
345,11.0
346,2.0
347,2.0
348,1.0
349,7.0
350,2.0
351,0.0
352,11.0
353,17.0
354,0.0
355,25.0
356,16.0
357,16.0
358,5.0
359,12.0
360,18.0
361,9.0
362,9.0
363,22.0
364,0.0
365,26.0
366,0.0
367,13.0
368,11.0
369,3.0
370,2.0
371,24.0
372,0.0
373,12.0
374,10.0
375,5.0
376,37.0
377,23.0
378,11.0
379,8.0
380,4.0
381,31.0
382,1.0
383,10.0
384,7.0
385,2.0
386,20.0
387,5.0
388,0.0
389,4.0
390,2.0
391,0.0
392,1.0
393,0.0
394,13.0
395,17.0
396,0.0
397,13.0
398,0.0
399,17.0
400,17.0
401,0.0
402,5.0
403,7.0
404,5.0
405,0.0
406,7.0
407,10.0
408,8.0
409,0.0
410,0.0
411,5.0
412,0.0
413,1.0
414,15.0
415,5.0
416,3.0
417,8.0
418,0.0
419,0.0
420,4.0
421,9.0
422,10.0
423,0.0
424,0.0
425,0.0
426,18.0
427,2.0
428,6.0
429,16.0
430,0.0
431,15.0
432,6.0
433,10.0
434,27.0
435,4.0
436,12.0
437,9.0
438,11.0
439,6.0
440,12.0
441,11.0
442,0.0
443,0.0
444,18.0
445,15.0
446,10.0
447,12.0
448,0.0
449,1.0
450,16.0
451,0.0
452,0.0
453,0.0
454,0.0
455,9.0
456,1.0
457,0.0
458,2.0
459,0.0
460,11.0
461,24.0
462,2.0
463,15.0
464,12.0
465,8.0
466,0.0
467,12.0
468,1.0
469,3.0
470,14.0
471,14.0
472,4.0
473,5.0
474,13.0
475,0.0
476,5.0
477,12.0
478,3.0
479,10.0
480,18.0
481,13.0
482,18.0
483,0.0
484,2.0
485,1.0
486,0.0
487,1.0
488,4.0
489,0.0
490,9.0
491,10.0
492,0.0
493,14.0
494,16.0
495,17.0
496,14.0
497,0.0
498,11.0
499,5.0
500,2.0
501,17.0
502,2.0
503,17.0
504,12.0
505,27.0
506,19.0
507,1.0
508,1.0
509,0.0
510,6.0
511,0.0
512,13.0
513,6.0
514,1.0
515,0.0
516,27.0
517,1.0
518,17.0
519,0.0
520,20.0
521,0.0
522,0.0
523,1.0
524,1.0
525,7.0
526,0.0
527,5.0
528,13.0
529,0.0
530,17.0
531,5.0
532,19.0
533,19.0
534,12.0
535,1.0
536,8.0
537,10.0
538,7.0
539,10.0
540,5.0
541,2.0
542,10.0
543,0.0
544,26.0
545,16.0
546,17.0
547,0.0
548,0.0
549,0.0
550,12.0
551,13.0
552,21.0
553,15.0
554,23.0
555,14.0
556,12.0
557,4.0
558,0.0
559,3.0
560,0.0
561,20.0
562,21.0
563,14.0
564,8.0
565,19.0
566,1.0
567,6.0
568,2.0
569,7.0
570,0.0
571,9.0
572,0.0
573,4.0
574,15.0
575,18.0
576,3.0
577,12.0
578,16.0
579,0.0
580,0.0
581,0.0
582,4.0
583,12.0
584,0.0
585,4.0
586,11.0
587,18.0
588,1.0
589,0.0
590,6.0
591,17.0
592,12.0
593,24.0
594,16.0
595,12.0
596,0.0
597,4.0
598,0.0
599,16.0
600,5.0
601,9.0
602,15.0
603,18.0
604,9.0
605,20.0
606,0.0
607,1.0
608,0.0
609,1.0
610,0.0
611,9.0
612,8.0
613,9.0
614,11.0
615,3.0
616,1.0
617,5.0
618,0.0
619,14.0
620,2.0
621,8.0
622,22.0
623,0.0
624,20.0
625,1.0
626,1.0
627,8.0
628,16.0
629,0.0
630,0.0
631,6.0
632,23.0
633,0.0
634,0.0
635,10.0
636,1.0
637,14.0
638,0.0
639,8.0
640,7.0
641,12.0
642,0.0
643,1.0
644,16.0
645,9.0
646,3.0
647,1.0
648,0.0
649,0.0
650,23.0
651,2.0
652,4.0
653,18.0
654,0.0
655,1.0
656,15.0
657,26.0
658,2.0
659,2.0
660,18.0
661,6.0
662,9.0
663,12.0
664,21.0
665,6.0
666,14.0
667,0.0
668,10.0
669,8.0
670,2.0
671,3.0
672,9.0
673,10.0
674,0.0
675,0.0
676,14.0
677,0.0
678,24.0
679,5.0
680,9.0
681,17.0
682,28.0
683,5.0
684,6.0
685,16.0
686,1.0
687,0.0
688,12.0
689,1.0
690,10.0
691,2.0
692,0.0
693,14.0
694,1.0
695,5.0
696,5.0
697,11.0
698,5.0
699,0.0
700,6.0
701,2.0
702,0.0
703,1.0
704,23.0
705,19.0
706,16.0
707,0.0
708,19.0
709,11.0
710,7.0
711,9.0
712,14.0
713,1.0
714,0.0
715,1.0
716,11.0
717,20.0
718,19.0
719,8.0
720,18.0
721,0.0
722,0.0
723,18.0
724,0.0
725,10.0
726,7.0
727,6.0
728,5.0
729,0.0
730,0.0
731,1.0
732,1.0
733,2.0
734,1.0
735,6.0
736,16.0
737,8.0
738,7.0
739,6.0
740,4.0
741,6.0
742,18.0
743,20.0
744,4.0
745,3.0
746,0.0
747,0.0
748,5.0
749,3.0
750,2.0
751,11.0
752,0.0
753,0.0
754,2.0
755,1.0
756,1.0
757,1.0
758,0.0
759,7.0
760,7.0
761,6.0
762,13.0
763,1.0
764,7.0
765,4.0
766,2.0
767,0.0
768,8.0
769,3.0
770,2.0
771,24.0
772,0.0
773,0.0
774,4.0
775,2.0
776,3.0
777,2.0
778,9.0
779,0.0
780,17.0
781,1.0
782,9.0
783,6.0
784,1.0
785,3.0
786,2.0
787,7.0
788,2.0
789,0.0
790,26.0
791,16.0
792,13.0
793,7.0
794,7.0
795,1.0
796,0.0
797,2.0
798,9.0
799,10.0
800,1.0
801,8.0
802,7.0
803,15.0
804,0.0
805,3.0
806,21.0
807,12.0
808,0.0
809,12.0
810,18.0
811,7.0
812,1.0
813,1.0
814,7.0
815,18.0
816,19.0
817,0.0
818,1.0
819,1.0
820,0.0
821,3.0
822,11.0
823,2.0
824,4.0
825,1.0
826,28.0
827,0.0
828,2.0
829,15.0
830,24.0
831,3.0
832,2.0
833,0.0
834,10.0
835,7.0
836,1.0
837,0.0
838,7.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,10.0
845,8.0
846,0.0
847,1.0
848,6.0
849,3.0
850,11.0
851,0.0
852,5.0
853,12.0
854,13.0
855,17.0
856,1.0
857,0.0
858,0.0
859,0.0
860,0.0
861,1.0
862,20.0
863,5.0
864,0.0
865,7.0
866,1.0
867,0.0
868,0.0
869,2.0
870,0.0
871,0.0
872,1.0
873,0.0
874,0.0
875,1.0
876,3.0
877,2.0
878,0.0
879,1.0
880,11.0
881,1.0
882,8.0
883,0.0
884,4.0
885,0.0
886,2.0
887,2.0
888,0.0
889,5.0
890,12.0
891,2.0
892,0.0
893,2.0
894,0.0
895,0.0
896,0.0
897,0.0
898,2.0
899,0.0
900,0.0
901,2.0
902,3.0
903,1.0
904,0.0
905,1.0
906,0.0
907,0.0
908,0.0
909,0.0
910,1.0
911,1.0
912,0.0
913,0.0
914,1.0
915,1.0
916,0.0
917,0.0
918,5.0
919,2.0
920,3.0
921,1.0
922,0.0
923,0.0
924,1.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,8.0
931,0.0
932,1.0
933,0.0
934,1.0
935,0.0
936,0.0
937,3.0
938,10.0
939,17.0
940,3.0
941,3.0
942,31.0
943,1.0
944,16.0
945,10.0
946,1.0
947,2.0
948,0.0
949,0.0
950,0.0
951,7.0
952,0.0
953,0.0
954,0.0
955,0.0
956,19.0
957,0.0
958,3.0
959,11.0
960,19.0
961,0.0
962,0.0
963,0.0
964,19.0
965,8.0
966,0.0
967,1.0
968,15.0
969,27.0
970,31.0
971,0.0
972,17.0
973,0.0
974,13.0
975,3.0
976,27.0
977,23.0
978,9.0
979,19.0
980,10.0
981,1.0
982,20.0
983,2.0
984,8.0
985,3.0
986,3.0
987,4.0
988,13.0
989,8.0
990,1.0
991,1.0
992,8.0
993,12.0
994,0.0
995,0.0
996,0.0
997,1.0
998,0.0
999,14.0
1000,0.0
1001,18.0
1002,10.0
1003,3.0
1004,14.0
1005,0.0
1006,15.0
1007,33.0
1008,17.0
1009,14.0
1010,13.0
1011,21.0
1012,25.0
1013,2.0
1014,4.0
1015,9.0
1016,0.0
1017,3.0
1018,0.0
1019,21.0
1020,16.0
1021,21.0
1022,1.0
1023,11.0
1024,4.0
1025,12.0
1026,3.0
1027,0.0
1028,5.0
1029,0.0
1030,32.0
1031,13.0
1032,0.0
1033,13.0
1034,11.0
1035,37.0
1036,7.0
1037,27.0
1038,14.0
1039,1.0
1040,16.0
1041,12.0
1042,3.0
1043,4.0
1044,21.0
1045,0.0
1046,0.0
1047,0.0
1048,3.0
1049,18.0
1050,15.0
1051,17.0
1052,21.0
1053,23.0
1054,26.0
1055,13.0
1056,0.0
1057,16.0
1058,27.0
1059,5.0
1060,10.0
1061,4.0
1062,11.0
1063,3.0
1064,0.0
1065,16.0
1066,0.0
1067,0.0
1068,4.0
1069,16.0
1070,0.0
1071,4.0
1072,0.0
1073,14.0
1074,0.0
1075,16.0
1076,8.0
1077,14.0
1078,0.0
1079,8.0
1080,0.0
1081,7.0
1082,19.0
1083,2.0
1084,7.0
1085,8.0
1086,8.0
1087,2.0
1088,3.0
1089,10.0
1090,10.0
1091,0.0
1092,17.0
1093,10.0
1094,0.0
1095,17.0
1096,9.0
1097,1.0
1098,3.0
1099,15.0
1100,0.0
1101,12.0
1102,18.0
1103,9.0
1104,18.0
1105,3.0
1106,3.0
1107,0.0
1108,1.0
1109,15.0
1110,12.0
1111,16.0
1112,8.0
1113,9.0
1114,0.0
1115,1.0
1116,13.0
1117,1.0
1118,2.0
1119,1.0
1120,27.0
1121,12.0
1122,10.0
1123,3.0
1124,17.0
1125,3.0
1126,3.0
1127,2.0
1128,8.0
1129,1.0
1130,0.0
1131,4.0
1132,4.0
1133,19.0
1134,12.0
1135,10.0
1136,1.0
1137,14.0
1138,32.0
1139,19.0
1140,4.0
1141,3.0
1142,6.0
1143,2.0
1144,15.0
1145,0.0
1146,0.0
1147,1.0
1148,0.0
1149,20.0
1150,7.0
1151,1.0
1152,0.0
1153,0.0
1154,0.0
1155,2.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,1.0
1162,14.0
1163,7.0
1164,0.0
1165,21.0
1166,0.0
1167,24.0
1168,5.0
1169,1.0
1170,3.0
1171,11.0
1172,3.0
1173,0.0
1174,0.0
1175,2.0
1176,4.0
1177,5.0
1178,2.0
1179,0.0
1180,6.0
1181,11.0
1182,0.0
1183,9.0
1184,1.0
1185,8.0
1186,13.0
1187,3.0
1188,4.0
1189,5.0
1190,5.0
1191,1.0
1192,2.0
1193,2.0
1194,2.0
1195,4.0
1196,3.0
1197,6.0
1198,3.0
1199,1.0
1200,14.0
1201,0.0
1202,1.0
1203,18.0
1204,6.0
1205,1.0
1206,0.0
1207,7.0
1208,8.0
1209,0.0
1210,1.0
1211,5.0
1212,1.0
1213,22.0
1214,0.0
1215,12.0
1216,7.0
1217,1.0
1218,0.0
1219,5.0
1220,6.0
1221,0.0
1222,13.0
1223,8.0
1224,0.0
1225,5.0
1226,11.0
1227,7.0
1228,8.0
1229,0.0
1230,6.0
1231,13.0
1232,3.0
1233,1.0
1234,17.0
1235,12.0
1236,0.0
1237,5.0
1238,22.0
1239,0.0
1240,10.0
1241,0.0
1242,31.0
1243,0.0
1244,1.0
1245,3.0
1246,7.0
1247,3.0
1248,10.0
1249,1.0
1250,19.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,9.0
1256,4.0
1257,0.0
1258,4.0
1259,13.0
1260,3.0
1261,2.0
1262,9.0
1263,4.0
1264,2.0
1265,9.0
1266,0.0
1267,25.0
1268,0.0
1269,2.0
1270,4.0
1271,12.0
1272,6.0
1273,3.0
1274,5.0
1275,8.0
1276,4.0
1277,15.0
1278,17.0
1279,9.0
1280,16.0
1281,3.0
1282,0.0
1283,1.0
1284,14.0
1285,1.0
1286,0.0
1287,6.0
1288,13.0
1289,0.0
1290,0.0
1291,16.0
1292,3.0
1293,5.0
1294,3.0
1295,2.0
1296,1.0
1297,12.0
1298,3.0
1299,10.0
1300,6.0
1301,3.0
1302,6.0
1303,6.0
1304,2.0
1305,0.0
1306,1.0
1307,0.0
1308,17.0
1309,21.0
1310,1.0
1311,10.0
1312,4.0
1313,11.0
1314,9.0
1315,1.0
1316,2.0
1317,1.0
1318,0.0
1319,1.0
1320,19.0
1321,15.0
1322,1.0
1323,24.0
1324,0.0
1325,13.0
1326,3.0
1327,2.0
1328,3.0
1329,14.0
1330,9.0
1331,1.0
1332,24.0
1333,1.0
1334,5.0
1335,13.0
1336,2.0
1337,11.0
1338,0.0
1339,1.0
1340,4.0
1341,0.0
1342,7.0
1343,5.0
1344,4.0
1345,3.0
1346,14.0
1347,0.0
1348,0.0
1349,0.0
1350,12.0
1351,2.0
1352,8.0
1353,11.0
1354,22.0
1355,3.0
1356,0.0
1357,6.0
1358,2.0
1359,1.0
1360,13.0
1361,8.0
1362,12.0
1363,2.0
1364,0.0
1365,16.0
1366,5.0
1367,13.0
1368,8.0
1369,11.0
1370,6.0
1371,20.0
1372,3.0
1373,3.0
1374,7.0
1375,7.0
1376,0.0
1377,9.0
1378,7.0
1379,0.0
1380,23.0
1381,1.0
1382,7.0
1383,3.0
1384,3.0
1385,0.0
1386,4.0
1387,0.0
1388,2.0
1389,2.0
1390,0.0
1391,17.0
1392,8.0
1393,1.0
1394,7.0
1395,8.0
1396,0.0
1397,1.0
1398,7.0
1399,1.0
1400,0.0
1401,0.0
1402,6.0
1403,0.0
1404,4.0
1405,7.0
1406,1.0
1407,2.0
1408,6.0
1409,6.0
1410,3.0
1411,10.0
1412,0.0
1413,8.0
1414,1.0
1415,0.0
1416,8.0
1417,2.0
1418,1.0
1419,0.0
1420,18.0
1421,7.0
1422,5.0
1423,10.0
1424,20.0
1425,22.0
1426,1.0
1427,15.0
1428,0.0
1429,9.0
1430,1.0
1431,7.0
1432,0.0
1433,0.0
1434,0.0
1435,16.0
1436,1.0
1437,0.0
1438,5.0
1439,2.0
1440,2.0
1441,9.0
1442,7.0
1443,2.0
1444,3.0
1445,3.0
1446,3.0
1447,0.0
1448,1.0
1449,29.0
1450,9.0
1451,1.0
1452,7.0
1453,0.0
1454,10.0
1455,3.0
1456,0.0
1457,3.0
1458,2.0
1459,14.0
1460,10.0
1461,11.0
1462,7.0
1463,1.0
1464,6.0
1465,0.0
1466,14.0
1467,2.0
1468,0.0
1469,4.0
1470,4.0
1471,12.0
1472,2.0
1473,10.0
1474,1.0
1475,5.0
1476,14.0
1477,10.0
1478,2.0
1479,8.0
1480,6.0
1481,1.0
1482,19.0
1483,4.0
1484,0.0
1485,8.0
1486,3.0
1487,15.0
1488,5.0
1489,0.0
1490,14.0
1491,12.0
1492,4.0
1493,7.0
1494,8.0
1495,3.0
1496,3.0
1497,18.0
1498,0.0
1499,3.0
1500,10.0
1501,0.0
1502,2.0
1503,0.0
1504,2.0
1505,4.0
1506,12.0
1507,0.0
1508,4.0
1509,0.0
1510,4.0
1511,6.0
1512,0.0
1513,3.0
1514,3.0
1515,1.0
1516,19.0
1517,0.0
1518,9.0
1519,6.0
1520,2.0
1521,0.0
1522,0.0
1523,1.0
1524,10.0
1525,1.0
1526,18.0
1527,2.0
1528,1.0
1529,2.0
1530,0.0
1531,14.0
1532,5.0
1533,2.0
1534,0.0
1535,1.0
1536,1.0
1537,0.0
1538,0.0
1539,3.0
1540,3.0
1541,0.0
1542,1.0
1543,2.0
1544,13.0
1545,8.0
1546,1.0
1547,1.0
1548,6.0
1549,5.0
1550,1.0
1551,1.0
1552,11.0
1553,1.0
1554,15.0
1555,1.0
1556,1.0
1557,1.0
1558,2.0
1559,6.0
1560,6.0
1561,12.0
1562,12.0
1563,9.0
1564,3.0
1565,18.0
1566,13.0
1567,0.0
1568,0.0
1569,0.0
1570,7.0
1571,0.0
1572,0.0
1573,7.0
1574,5.0
1575,4.0
1576,6.0
1577,22.0
1578,18.0
1579,2.0
1580,3.0
1581,0.0
1582,1.0
1583,11.0
1584,10.0
1585,0.0
1586,1.0
1587,0.0
1588,8.0
1589,2.0
1590,6.0
1591,0.0
1592,2.0
1593,7.0
1594,15.0
1595,12.0
1596,2.0
1597,3.0
1598,9.0
1599,7.0
1600,22.0
1601,0.0
1602,4.0
1603,1.0
1604,5.0
1605,0.0
1606,2.0
1607,3.0
1608,2.0
1609,4.0
1610,9.0
1611,9.0
1612,13.0
1613,0.0
1614,1.0
1615,8.0
1616,4.0
1617,5.0
1618,13.0
1619,0.0
1620,0.0
1621,1.0
1622,11.0
1623,0.0
1624,0.0
1625,3.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,2.0
1631,5.0
1632,21.0
1633,0.0
1634,2.0
1635,13.0
1636,0.0
1637,4.0
1638,4.0
1639,5.0
1640,15.0
1641,5.0
1642,6.0
1643,13.0
1644,0.0
1645,1.0
1646,0.0
1647,7.0
1648,0.0
1649,1.0
1650,15.0
1651,5.0
1652,18.0
1653,2.0
1654,0.0
1655,2.0
1656,0.0
1657,2.0
1658,4.0
1659,24.0
1660,7.0
1661,3.0
1662,13.0
1663,1.0
1664,5.0
1665,2.0
1666,9.0
1667,0.0
1668,0.0
1669,22.0
1670,22.0
1671,18.0
1672,7.0
1673,9.0
1674,0.0
1675,0.0
1676,4.0
1677,9.0
1678,5.0
1679,14.0
1680,23.0
1681,6.0
1682,0.0
1683,0.0
1684,0.0
1685,4.0
1686,1.0
1687,17.0
1688,0.0
1689,6.0
1690,1.0
1691,6.0
1692,4.0
1693,2.0
1694,0.0
1695,4.0
1696,9.0
1697,12.0
1698,7.0
1699,6.0
1700,3.0
1701,1.0
1702,27.0
1703,0.0
1704,2.0
1705,0.0
1706,3.0
1707,0.0
1708,1.0
1709,0.0
1710,0.0
1711,2.0
1712,1.0
1713,2.0
1714,0.0
1715,0.0
1716,5.0
1717,0.0
1718,1.0
1719,4.0
1720,10.0
1721,11.0
1722,8.0
1723,2.0
1724,10.0
1725,4.0
1726,4.0
1727,7.0
1728,5.0
1729,6.0
1730,22.0
1731,0.0
1732,5.0
1733,1.0
1734,5.0
1735,0.0
1736,12.0
1737,3.0
1738,7.0
1739,1.0
1740,0.0
1741,1.0
1742,6.0
1743,8.0
1744,15.0
1745,6.0
1746,0.0
1747,0.0
1748,0.0
1749,5.0
1750,3.0
1751,0.0
1752,10.0
1753,19.0
1754,2.0
1755,7.0
1756,0.0
1757,1.0
1758,5.0
1759,4.0
1760,0.0
1761,6.0
1762,4.0
1763,8.0
1764,0.0
1765,12.0
1766,4.0
1767,0.0
1768,5.0
1769,1.0
1770,2.0
1771,1.0
1772,6.0
1773,3.0
1774,2.0
1775,3.0
1776,7.0
1777,5.0
1778,5.0
1779,6.0
1780,0.0
1781,0.0
1782,0.0
1783,14.0
1784,4.0
1785,18.0
1786,3.0
1787,0.0
1788,0.0
1789,11.0
1790,32.0
1791,0.0
1792,4.0
1793,9.0
1794,2.0
1795,0.0
1796,8.0
1797,1.0
1798,0.0
1799,4.0
1800,19.0
1801,9.0
1802,2.0
1803,4.0
1804,3.0
1805,4.0
1806,5.0
1807,14.0
1808,23.0
1809,1.0
1810,1.0
1811,0.0
1812,0.0
1813,2.0
1814,3.0
1815,1.0
1816,1.0
1817,0.0
1818,2.0
1819,7.0
1820,5.0
1821,0.0
1822,15.0
1823,0.0
1824,1.0
1825,25.0
1826,1.0
1827,0.0
1828,4.0
1829,6.0
1830,3.0
1831,1.0
1832,2.0
1833,5.0
1834,3.0
1835,10.0
1836,0.0
1837,2.0
1838,0.0
1839,14.0
1840,4.0
1841,3.0
1842,0.0
1843,0.0
1844,18.0
1845,0.0
1846,0.0
1847,4.0
1848,1.0
1849,0.0
1850,2.0
1851,5.0
1852,18.0
1853,4.0
1854,0.0
1855,12.0
1856,3.0
1857,0.0
1858,0.0
1859,12.0
1860,1.0
1861,0.0
1862,5.0
1863,1.0
1864,9.0
1865,20.0
1866,16.0
1867,8.0
1868,12.0
1869,3.0
1870,2.0
1871,9.0
1872,0.0
1873,14.0
1874,0.0
1875,11.0
1876,3.0
1877,2.0
1878,0.0
1879,16.0
1880,21.0
1881,11.0
1882,1.0
1883,23.0
1884,4.0
1885,2.0
1886,6.0
1887,2.0
1888,15.0
1889,1.0
1890,1.0
1891,7.0
1892,27.0
1893,14.0
1894,1.0
1895,9.0
1896,6.0
1897,3.0
1898,0.0
1899,5.0
1900,11.0
1901,4.0
1902,15.0
1903,0.0
1904,2.0
1905,3.0
1906,2.0
1907,10.0
1908,0.0
1909,0.0
1910,3.0
1911,7.0
1912,0.0
1913,12.0
1914,7.0
1915,14.0
1916,2.0
1917,4.0
1918,0.0
1919,2.0
1920,2.0
1921,3.0
1922,3.0
1923,10.0
1924,0.0
1925,7.0
1926,4.0
1927,4.0
1928,3.0
1929,0.0
1930,1.0
1931,0.0
1932,2.0
1933,7.0
1934,0.0
1935,1.0
1936,2.0
1937,5.0
1938,2.0
1939,3.0
1940,7.0
1941,8.0
1942,22.0
1943,0.0
1944,0.0
1945,4.0
1946,8.0
1947,5.0
1948,5.0
1949,0.0
1950,2.0
1951,2.0
1952,4.0
1953,4.0
1954,4.0
1955,0.0
1956,7.0
1957,5.0
1958,33.0
1959,0.0
1960,2.0
1961,4.0
1962,0.0
1963,11.0
1964,4.0
1965,4.0
1966,18.0
1967,0.0
1968,3.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,6.0
1974,8.0
1975,8.0
1976,12.0
1977,3.0
1978,15.0
1979,11.0
1980,1.0
1981,0.0
1982,0.0
1983,0.0
1984,1.0
1985,4.0
1986,1.0
1987,1.0
1988,8.0
1989,18.0
1990,3.0
1991,3.0
1992,0.0
1993,0.0
1994,3.0
1995,6.0
1996,2.0
1997,2.0
1998,2.0
1999,0.0
2000,27.0
2001,32.0
2002,4.0
2003,6.0
2004,5.0
2005,3.0
2006,11.0
2007,10.0
2008,2.0
2009,0.0
2010,8.0
2011,11.0
2012,5.0
2013,3.0
2014,3.0
2015,2.0
2016,6.0
2017,11.0
2018,19.0
2019,0.0
2020,3.0
2021,16.0
2022,19.0
2023,5.0
2024,0.0
2025,2.0
2026,9.0
2027,0.0
2028,2.0
2029,12.0
2030,10.0
2031,28.0
2032,2.0
2033,1.0
2034,7.0
2035,27.0
2036,20.0
2037,2.0
2038,1.0
2039,0.0
2040,1.0
2041,35.0
2042,18.0
2043,29.0
2044,13.0
2045,11.0
2046,1.0
2047,17.0
2048,2.0
2049,0.0
2050,22.0
2051,0.0
2052,0.0
2053,8.0
2054,11.0
2055,0.0
2056,39.0
2057,0.0
2058,1.0
2059,5.0
2060,15.0
2061,3.0
2062,16.0
2063,30.0
2064,3.0
2065,4.0
2066,9.0
2067,5.0
2068,5.0
2069,14.0
2070,2.0
2071,33.0
2072,1.0
2073,11.0
2074,14.0
2075,6.0
2076,0.0
2077,4.0
2078,0.0
2079,7.0
2080,13.0
2081,19.0
2082,2.0
2083,25.0
2084,10.0
2085,25.0
2086,28.0
2087,15.0
2088,16.0
2089,11.0
2090,5.0
2091,0.0
2092,12.0
2093,2.0
2094,3.0
2095,11.0
2096,4.0
2097,6.0
2098,1.0
2099,22.0
2100,9.0
2101,11.0
2102,3.0
2103,1.0
2104,7.0
2105,18.0
2106,4.0
2107,0.0
2108,1.0
2109,3.0
2110,2.0
2111,8.0
2112,3.0
2113,2.0
2114,0.0
2115,0.0
2116,7.0
2117,33.0
2118,21.0
2119,7.0
2120,35.0
2121,20.0
2122,12.0
2123,2.0
2124,10.0
2125,13.0
2126,1.0
2127,0.0
2128,6.0
2129,8.0
2130,1.0
2131,33.0
2132,35.0
2133,6.0
2134,16.0
2135,6.0
2136,7.0
2137,5.0
2138,2.0
2139,27.0
