,Celsr2
35391,8.0
35392,13.0
35393,0.0
35394,1.0
35395,38.0
35396,23.0
35397,31.0
35398,2.0
35399,8.0
35400,1.0
35401,25.0
35402,0.0
35403,6.0
35404,35.0
35405,1.0
35406,29.0
35407,1.0
35408,1.0
35409,6.0
35410,0.0
35411,0.0
35412,30.0
35413,2.0
35414,0.0
35415,1.0
35416,11.0
35417,3.0
35418,39.0
35419,22.0
35420,16.0
35421,38.0
35422,18.0
35423,2.0
35424,0.0
35425,9.0
35426,15.0
35427,2.0
35428,21.0
35429,25.0
35430,1.0
35431,1.0
35432,8.0
35433,3.0
35434,8.0
35435,3.0
35436,1.0
35437,14.0
35438,6.0
35439,3.0
35440,0.0
35441,0.0
35442,1.0
35443,2.0
35444,20.0
35445,0.0
35446,2.0
35447,0.0
35448,23.0
35449,21.0
35450,0.0
35451,0.0
35452,3.0
35453,1.0
35454,2.0
35455,1.0
35456,6.0
35457,0.0
35458,42.0
35459,0.0
35460,19.0
35461,20.0
35462,4.0
35463,9.0
35464,8.0
35465,0.0
35466,3.0
35467,25.0
35468,21.0
35469,4.0
35470,16.0
35471,25.0
35472,9.0
35473,5.0
35474,1.0
35475,14.0
35476,2.0
35477,5.0
35478,25.0
35479,5.0
35480,17.0
35481,4.0
35482,5.0
35483,0.0
35484,9.0
35485,7.0
35486,3.0
35487,10.0
35488,18.0
35489,3.0
35490,0.0
35491,0.0
35492,5.0
35493,5.0
35494,20.0
35495,23.0
35496,27.0
35497,7.0
35498,7.0
35499,19.0
35500,39.0
35501,17.0
35502,6.0
35503,21.0
35504,14.0
35505,2.0
35506,3.0
35507,0.0
35508,5.0
35509,23.0
35510,27.0
35511,4.0
35512,17.0
35513,2.0
35514,0.0
35515,39.0
35516,1.0
35517,13.0
35518,14.0
35519,0.0
35520,17.0
35521,5.0
35522,1.0
35523,0.0
35524,24.0
35525,1.0
35526,1.0
35527,18.0
35528,15.0
35529,1.0
35530,14.0
35531,30.0
35532,20.0
35533,16.0
35534,21.0
35535,1.0
35536,11.0
35537,21.0
35538,30.0
35539,14.0
35540,15.0
35541,17.0
35542,7.0
35543,0.0
35544,15.0
35545,1.0
35546,1.0
35547,1.0
35548,13.0
35549,2.0
35550,4.0
35551,7.0
35552,15.0
35553,4.0
35554,4.0
35555,3.0
35556,9.0
35557,28.0
35558,8.0
35559,31.0
35560,12.0
35561,6.0
35562,0.0
35563,13.0
35564,9.0
35565,0.0
35566,1.0
35567,11.0
35568,9.0
35569,0.0
35570,0.0
35571,1.0
35572,1.0
35573,5.0
35574,0.0
35575,0.0
35576,0.0
35577,0.0
35578,2.0
35579,0.0
35580,1.0
35581,6.0
35582,1.0
35583,0.0
35584,1.0
35585,1.0
35586,3.0
35587,0.0
35588,0.0
35589,0.0
35590,1.0
35591,0.0
35592,3.0
35593,0.0
35594,4.0
35595,7.0
35596,1.0
35597,1.0
35598,4.0
35599,0.0
35600,1.0
35601,2.0
35602,21.0
35603,2.0
35604,17.0
35605,0.0
35606,0.0
35607,0.0
35608,0.0
35609,0.0
35610,2.0
35611,10.0
35612,0.0
35613,0.0
35614,0.0
35615,0.0
35616,0.0
35617,0.0
35618,0.0
35619,2.0
35620,0.0
35621,0.0
35622,0.0
35623,0.0
35624,0.0
35625,2.0
35626,19.0
35627,0.0
35628,0.0
35629,2.0
35630,1.0
35631,0.0
35632,0.0
35633,0.0
35634,3.0
35635,0.0
35636,0.0
35637,0.0
35638,0.0
35639,1.0
35640,6.0
35641,0.0
35642,0.0
35643,0.0
35644,0.0
35645,2.0
35646,1.0
35647,1.0
35648,8.0
35649,0.0
35650,7.0
35651,1.0
35652,1.0
35653,1.0
35654,2.0
35655,2.0
35656,0.0
35657,0.0
35658,2.0
35659,2.0
35660,1.0
35661,11.0
35662,1.0
35663,2.0
35664,1.0
35665,4.0
35666,5.0
35667,1.0
35668,1.0
35669,2.0
35670,3.0
35671,2.0
35672,4.0
35673,5.0
35674,1.0
35675,22.0
35676,0.0
35677,0.0
35678,3.0
35679,4.0
35680,3.0
35681,0.0
35682,2.0
35683,0.0
35684,3.0
35685,2.0
35686,0.0
35687,2.0
35688,4.0
35689,5.0
35690,0.0
35691,2.0
35692,1.0
35693,3.0
35694,2.0
35695,1.0
35696,5.0
35697,1.0
35698,0.0
35699,1.0
35700,2.0
35701,0.0
35702,0.0
35703,12.0
35704,0.0
35705,0.0
35706,2.0
35707,11.0
35708,2.0
35709,0.0
35710,0.0
35711,0.0
35712,1.0
35713,3.0
35714,3.0
35715,0.0
35716,1.0
35717,4.0
35718,10.0
35719,2.0
35720,1.0
35721,0.0
35722,0.0
35723,4.0
35724,1.0
35725,0.0
35726,2.0
35727,0.0
35728,2.0
35729,0.0
35730,2.0
35731,3.0
35732,1.0
35733,3.0
35734,12.0
35735,1.0
35736,4.0
35737,1.0
35738,7.0
35739,0.0
35740,0.0
35741,0.0
35742,0.0
35743,1.0
35744,1.0
35745,1.0
35746,1.0
35747,1.0
35748,7.0
35749,2.0
35750,2.0
35751,2.0
35752,2.0
35753,2.0
35754,6.0
35755,2.0
35756,0.0
35757,14.0
35758,4.0
35759,21.0
35760,6.0
35761,23.0
35762,2.0
35763,3.0
35764,9.0
35765,0.0
35766,2.0
35767,5.0
35768,0.0
35769,0.0
35770,27.0
35771,1.0
35772,0.0
35773,0.0
35774,4.0
35775,3.0
35776,23.0
35777,0.0
35778,0.0
35779,0.0
35780,1.0
35781,1.0
35782,0.0
35783,0.0
35784,32.0
35785,6.0
35786,3.0
35787,0.0
35788,27.0
35789,1.0
35790,1.0
35791,13.0
35792,0.0
35793,15.0
35794,1.0
35795,1.0
35796,13.0
35797,8.0
35798,0.0
35799,28.0
35800,1.0
35801,2.0
35802,27.0
35803,35.0
35804,13.0
35805,10.0
35806,7.0
35807,2.0
35808,0.0
35809,0.0
35810,0.0
35811,14.0
35812,0.0
35813,1.0
35814,34.0
35815,25.0
35816,1.0
35817,10.0
35818,19.0
35819,27.0
35820,2.0
35821,13.0
35822,0.0
35823,1.0
35824,1.0
35825,3.0
35826,1.0
35827,0.0
35828,8.0
35829,1.0
35830,0.0
35831,3.0
35832,4.0
35833,0.0
35834,2.0
35835,2.0
35836,1.0
35837,0.0
35838,0.0
35839,6.0
35840,4.0
35841,1.0
35842,3.0
35843,2.0
35844,0.0
35845,1.0
35846,0.0
35847,1.0
35848,0.0
35849,2.0
35850,3.0
35851,0.0
35852,0.0
35853,1.0
35854,0.0
35855,1.0
35856,2.0
35857,2.0
35858,1.0
35859,1.0
35860,1.0
35861,1.0
35862,3.0
35863,4.0
35864,1.0
35865,2.0
35866,4.0
35867,3.0
35868,2.0
35869,1.0
35870,1.0
35871,2.0
35872,0.0
35873,10.0
35874,12.0
35875,1.0
35876,1.0
35877,0.0
35878,0.0
35879,3.0
35880,1.0
35881,2.0
35882,3.0
35883,1.0
35884,2.0
35885,0.0
35886,2.0
35887,0.0
35888,0.0
35889,0.0
35890,0.0
35891,1.0
35892,1.0
35893,0.0
35894,5.0
35895,1.0
35896,1.0
35897,6.0
35898,1.0
35899,0.0
35900,2.0
35901,20.0
35902,0.0
35903,2.0
35904,0.0
35905,2.0
35906,1.0
35907,1.0
35908,4.0
35909,0.0
35910,2.0
35911,5.0
35912,1.0
35913,2.0
35914,1.0
35915,9.0
35916,5.0
35917,0.0
35918,3.0
35919,0.0
35920,2.0
35921,0.0
35922,1.0
35923,1.0
35924,2.0
35925,1.0
35926,0.0
35927,1.0
35928,3.0
35929,1.0
35930,0.0
35931,0.0
35932,0.0
35933,0.0
35934,4.0
35935,0.0
35936,0.0
35937,1.0
35938,1.0
35939,0.0
35940,1.0
35941,0.0
35942,1.0
35943,3.0
35944,1.0
35945,0.0
35946,2.0
35947,3.0
35948,2.0
35949,6.0
35950,1.0
35951,2.0
35952,2.0
35953,1.0
35954,4.0
35955,0.0
35956,10.0
35957,2.0
35958,1.0
35959,6.0
35960,3.0
35961,2.0
35962,0.0
35963,0.0
35964,0.0
35965,0.0
35966,0.0
35967,3.0
35968,0.0
35969,0.0
35970,0.0
35971,1.0
35972,0.0
35973,0.0
35974,2.0
35975,0.0
35976,0.0
35977,2.0
35978,2.0
35979,0.0
35980,0.0
35981,1.0
35982,0.0
35983,0.0
35984,0.0
35985,0.0
35986,8.0
35987,0.0
35988,0.0
35989,0.0
35990,0.0
35991,1.0
35992,0.0
35993,5.0
35994,0.0
35995,0.0
35996,0.0
35997,0.0
35998,2.0
35999,0.0
36000,1.0
36001,0.0
36002,0.0
36003,0.0
36004,0.0
36005,0.0
36006,2.0
36007,0.0
36008,2.0
36009,10.0
36010,0.0
36011,2.0
36012,5.0
36013,8.0
36014,1.0
36015,0.0
36016,2.0
36017,0.0
36018,11.0
36019,6.0
36020,4.0
36021,0.0
36022,0.0
36023,0.0
36024,0.0
36025,1.0
36026,5.0
36027,1.0
36028,0.0
36029,0.0
36030,7.0
36031,0.0
36032,1.0
36033,2.0
36034,0.0
36035,2.0
36036,12.0
36037,0.0
36038,8.0
36039,4.0
36040,2.0
36041,4.0
36042,0.0
36043,1.0
36044,0.0
36045,1.0
36046,0.0
36047,3.0
36048,0.0
36049,0.0
36050,0.0
36051,1.0
36052,0.0
36053,0.0
36054,3.0
36055,5.0
36056,1.0
36057,0.0
36058,0.0
36059,0.0
36060,5.0
36061,1.0
36062,0.0
36063,2.0
36064,5.0
36065,6.0
36066,2.0
36067,1.0
36068,5.0
36069,4.0
36070,2.0
36071,3.0
36072,0.0
36073,0.0
36074,0.0
36075,0.0
36076,2.0
36077,0.0
36078,3.0
36079,0.0
36080,1.0
36081,1.0
36082,0.0
36083,0.0
36084,19.0
36085,5.0
36086,0.0
36087,1.0
36088,3.0
36089,7.0
36090,8.0
36091,1.0
36092,1.0
36093,7.0
36094,2.0
36095,4.0
36096,1.0
36097,2.0
36098,0.0
36099,7.0
36100,1.0
36101,10.0
36102,2.0
36103,3.0
36104,2.0
36105,0.0
36106,13.0
36107,3.0
36108,4.0
36109,0.0
36110,4.0
36111,0.0
36112,7.0
36113,3.0
36114,1.0
36115,2.0
36116,2.0
36117,3.0
36118,0.0
36119,14.0
36120,0.0
36121,0.0
36122,2.0
36123,0.0
36124,1.0
36125,1.0
36126,2.0
36127,0.0
36128,5.0
36129,0.0
36130,14.0
36131,5.0
36132,3.0
36133,0.0
36134,3.0
36135,1.0
36136,2.0
36137,3.0
36138,0.0
36139,0.0
36140,7.0
36141,0.0
36142,1.0
36143,2.0
36144,0.0
36145,1.0
36146,0.0
36147,8.0
36148,1.0
36149,6.0
36150,1.0
36151,1.0
36152,0.0
36153,1.0
36154,6.0
36155,3.0
36156,8.0
36157,0.0
36158,0.0
36159,48.0
36160,8.0
36161,1.0
36162,3.0
36163,7.0
36164,2.0
36165,0.0
36166,4.0
36167,2.0
36168,5.0
36169,0.0
36170,1.0
36171,2.0
36172,0.0
36173,7.0
36174,0.0
36175,4.0
36176,1.0
36177,7.0
36178,9.0
36179,3.0
36180,10.0
36181,8.0
36182,1.0
36183,6.0
36184,1.0
36185,2.0
36186,0.0
36187,1.0
36188,0.0
36189,1.0
36190,0.0
36191,2.0
36192,7.0
36193,2.0
36194,0.0
36195,1.0
36196,4.0
36197,0.0
36198,4.0
36199,2.0
36200,2.0
36201,0.0
36202,0.0
36203,1.0
36204,13.0
36205,0.0
36206,5.0
36207,18.0
36208,0.0
36209,0.0
36210,0.0
36211,2.0
36212,0.0
36213,0.0
36214,6.0
36215,1.0
36216,8.0
36217,0.0
36218,0.0
36219,0.0
36220,10.0
36221,0.0
36222,0.0
36223,5.0
36224,5.0
36225,0.0
36226,2.0
36227,8.0
36228,0.0
36229,1.0
36230,3.0
36231,1.0
36232,1.0
36233,0.0
36234,2.0
36235,4.0
36236,4.0
36237,2.0
36238,0.0
36239,0.0
36240,2.0
36241,3.0
36242,3.0
36243,11.0
36244,1.0
36245,0.0
36246,0.0
36247,0.0
36248,9.0
36249,0.0
36250,3.0
36251,1.0
36252,3.0
36253,3.0
36254,7.0
36255,3.0
36256,3.0
36257,7.0
36258,2.0
36259,7.0
36260,7.0
36261,1.0
36262,6.0
36263,3.0
36264,18.0
36265,23.0
36266,12.0
36267,0.0
36268,0.0
36269,21.0
36270,2.0
36271,1.0
36272,8.0
36273,12.0
36274,7.0
36275,6.0
36276,0.0
36277,6.0
36278,6.0
36279,9.0
36280,0.0
36281,15.0
36282,0.0
36283,18.0
36284,0.0
36285,12.0
36286,0.0
36287,14.0
36288,6.0
36289,0.0
36290,18.0
36291,3.0
36292,6.0
36293,0.0
36294,1.0
36295,0.0
36296,2.0
36297,0.0
36298,2.0
36299,1.0
36300,11.0
36301,2.0
36302,0.0
36303,0.0
36304,26.0
36305,9.0
36306,5.0
36307,9.0
36308,0.0
36309,1.0
36310,13.0
36311,6.0
36312,1.0
36313,1.0
36314,5.0
36315,2.0
36316,6.0
36317,11.0
36318,14.0
36319,1.0
36320,4.0
36321,7.0
36322,14.0
36323,1.0
36324,2.0
36325,23.0
36326,26.0
36327,1.0
36328,16.0
36329,0.0
36330,0.0
36331,0.0
36332,8.0
36333,15.0
36334,1.0
36335,2.0
36336,12.0
36337,7.0
36338,1.0
36339,10.0
36340,1.0
36341,9.0
36342,1.0
36343,17.0
36344,9.0
36345,2.0
36346,1.0
36347,0.0
36348,2.0
36349,21.0
36350,21.0
36351,1.0
36352,4.0
36353,0.0
36354,15.0
36355,6.0
36356,6.0
36357,0.0
36358,0.0
36359,13.0
36360,1.0
36361,0.0
36362,9.0
36363,6.0
36364,4.0
36365,9.0
36366,0.0
36367,0.0
36368,5.0
36369,2.0
36370,10.0
36371,2.0
36372,2.0
36373,2.0
36374,2.0
36375,5.0
36376,2.0
36377,14.0
36378,3.0
36379,4.0
36380,0.0
36381,0.0
36382,1.0
36383,0.0
36384,4.0
36385,1.0
36386,0.0
36387,1.0
36388,14.0
36389,0.0
36390,11.0
36391,2.0
36392,21.0
36393,0.0
36394,10.0
36395,0.0
36396,0.0
36397,5.0
36398,0.0
36399,15.0
36400,10.0
36401,0.0
36402,0.0
36403,0.0
36404,0.0
36405,0.0
36406,1.0
36407,2.0
36408,1.0
36409,7.0
36410,2.0
36411,0.0
36412,8.0
36413,1.0
36414,2.0
36415,11.0
36416,0.0
36417,0.0
36418,7.0
36419,0.0
36420,0.0
36421,0.0
36422,0.0
36423,9.0
36424,0.0
36425,12.0
36426,0.0
36427,15.0
36428,2.0
36429,21.0
36430,0.0
36431,0.0
36432,9.0
36433,0.0
36434,2.0
36435,5.0
36436,15.0
36437,0.0
36438,3.0
36439,0.0
36440,2.0
36441,0.0
36442,2.0
36443,0.0
36444,0.0
36445,0.0
36446,0.0
36447,2.0
36448,0.0
36449,1.0
36450,0.0
36451,0.0
36452,13.0
36453,2.0
36454,3.0
36455,7.0
36456,5.0
36457,13.0
36458,1.0
36459,0.0
36460,16.0
36461,1.0
36462,0.0
36463,0.0
36464,0.0
36465,3.0
36466,18.0
36467,2.0
36468,1.0
36469,0.0
36470,2.0
36471,5.0
36472,0.0
36473,5.0
36474,1.0
36475,0.0
36476,1.0
36477,16.0
36478,4.0
36479,0.0
36480,7.0
36481,2.0
36482,1.0
36483,0.0
36484,16.0
36485,15.0
36486,1.0
36487,1.0
36488,3.0
36489,3.0
36490,0.0
36491,13.0
36492,1.0
36493,8.0
36494,1.0
36495,0.0
36496,0.0
36497,0.0
36498,0.0
36499,0.0
36500,5.0
36501,4.0
36502,2.0
36503,0.0
36504,13.0
36505,9.0
36506,1.0
36507,1.0
36508,14.0
36509,0.0
36510,0.0
36511,29.0
36512,9.0
36513,13.0
36514,1.0
36515,1.0
36516,10.0
36517,2.0
36518,2.0
36519,21.0
36520,2.0
36521,45.0
36522,9.0
36523,1.0
36524,0.0
36525,0.0
36526,0.0
36527,16.0
36528,7.0
36529,6.0
36530,3.0
36531,0.0
36532,0.0
36533,0.0
36534,0.0
36535,7.0
36536,0.0
36537,2.0
36538,6.0
36539,11.0
36540,3.0
36541,1.0
36542,15.0
36543,0.0
36544,6.0
36545,5.0
36546,8.0
36547,0.0
36548,7.0
36549,3.0
36550,1.0
36551,1.0
36552,0.0
36553,0.0
36554,7.0
36555,2.0
36556,11.0
36557,1.0
36558,13.0
36559,1.0
36560,3.0
36561,8.0
36562,17.0
36563,3.0
36564,1.0
36565,0.0
36566,3.0
36567,0.0
36568,1.0
36569,2.0
36570,1.0
36571,11.0
36572,0.0
36573,0.0
36574,1.0
36575,10.0
36576,2.0
36577,10.0
36578,0.0
36579,0.0
36580,7.0
36581,0.0
36582,0.0
36583,1.0
36584,10.0
36585,9.0
36586,13.0
36587,5.0
36588,0.0
36589,24.0
36590,2.0
36591,0.0
36592,6.0
36593,1.0
36594,0.0
36595,16.0
36596,1.0
36597,15.0
36598,0.0
36599,23.0
36600,0.0
36601,0.0
36602,2.0
36603,0.0
36604,6.0
36605,5.0
36606,18.0
36607,0.0
36608,8.0
36609,12.0
36610,0.0
36611,2.0
36612,2.0
36613,11.0
36614,0.0
36615,0.0
36616,0.0
36617,2.0
36618,4.0
36619,0.0
36620,8.0
36621,2.0
36622,0.0
36623,22.0
36624,1.0
36625,16.0
36626,8.0
36627,0.0
36628,12.0
36629,5.0
36630,7.0
36631,0.0
36632,10.0
36633,0.0
36634,4.0
36635,9.0
36636,12.0
36637,3.0
36638,0.0
36639,18.0
36640,12.0
36641,0.0
36642,1.0
36643,0.0
36644,3.0
36645,1.0
36646,0.0
36647,7.0
36648,0.0
36649,26.0
36650,13.0
36651,0.0
36652,5.0
36653,5.0
36654,16.0
36655,4.0
36656,14.0
36657,23.0
36658,11.0
36659,14.0
36660,23.0
36661,1.0
36662,1.0
36663,0.0
36664,1.0
36665,1.0
36666,1.0
36667,8.0
36668,1.0
36669,13.0
36670,1.0
36671,13.0
36672,7.0
36673,2.0
36674,0.0
36675,15.0
36676,2.0
36677,0.0
36678,10.0
36679,0.0
36680,17.0
36681,13.0
36682,4.0
36683,0.0
36684,9.0
36685,5.0
36686,7.0
36687,10.0
36688,3.0
36689,16.0
36690,1.0
36691,0.0
36692,17.0
36693,1.0
36694,4.0
36695,7.0
36696,0.0
36697,8.0
36698,0.0
36699,1.0
36700,0.0
36701,3.0
36702,19.0
36703,0.0
36704,8.0
36705,13.0
36706,0.0
36707,3.0
36708,6.0
36709,14.0
36710,5.0
36711,2.0
36712,9.0
36713,1.0
36714,2.0
36715,18.0
36716,4.0
36717,6.0
36718,0.0
36719,11.0
36720,1.0
36721,9.0
36722,7.0
36723,1.0
36724,7.0
36725,12.0
36726,3.0
36727,2.0
36728,12.0
36729,4.0
36730,1.0
36731,13.0
36732,0.0
36733,1.0
36734,5.0
36735,4.0
36736,13.0
36737,14.0
36738,9.0
36739,1.0
36740,8.0
36741,14.0
36742,2.0
36743,3.0
36744,12.0
36745,3.0
36746,18.0
36747,25.0
36748,12.0
36749,8.0
36750,4.0
36751,10.0
36752,4.0
36753,20.0
36754,4.0
36755,1.0
36756,0.0
36757,7.0
36758,0.0
36759,2.0
36760,1.0
36761,1.0
36762,19.0
36763,0.0
36764,4.0
36765,1.0
36766,0.0
36767,11.0
36768,3.0
36769,0.0
36770,6.0
36771,5.0
36772,11.0
36773,0.0
36774,0.0
36775,8.0
36776,0.0
36777,17.0
36778,1.0
36779,10.0
36780,0.0
36781,17.0
36782,5.0
36783,5.0
36784,14.0
36785,0.0
36786,2.0
36787,0.0
36788,0.0
36789,2.0
36790,0.0
36791,4.0
36792,6.0
36793,8.0
36794,0.0
36795,0.0
36796,11.0
36797,7.0
36798,5.0
36799,3.0
36800,16.0
36801,4.0
36802,0.0
36803,0.0
36804,0.0
36805,6.0
36806,4.0
36807,10.0
36808,12.0
36809,0.0
36810,0.0
36811,1.0
36812,16.0
36813,1.0
36814,1.0
36815,0.0
36816,22.0
36817,2.0
36818,0.0
36819,6.0
36820,2.0
36821,8.0
36822,2.0
36823,4.0
36824,7.0
36825,12.0
36826,24.0
36827,1.0
36828,11.0
36829,11.0
36830,1.0
36831,9.0
36832,11.0
36833,17.0
36834,3.0
36835,6.0
36836,0.0
36837,0.0
36838,12.0
36839,5.0
36840,0.0
36841,9.0
36842,1.0
36843,6.0
36844,11.0
36845,1.0
36846,0.0
36847,7.0
36848,17.0
36849,7.0
36850,3.0
36851,5.0
36852,3.0
36853,1.0
36854,16.0
36855,2.0
36856,4.0
36857,9.0
36858,13.0
36859,18.0
36860,0.0
36861,8.0
36862,5.0
36863,1.0
36864,0.0
36865,1.0
36866,6.0
36867,7.0
36868,3.0
36869,18.0
36870,4.0
36871,10.0
36872,0.0
36873,1.0
36874,3.0
36875,4.0
36876,5.0
36877,7.0
36878,0.0
36879,4.0
36880,28.0
36881,2.0
36882,1.0
36883,3.0
36884,15.0
36885,15.0
36886,14.0
36887,5.0
36888,10.0
36889,4.0
36890,4.0
36891,4.0
36892,1.0
36893,1.0
36894,0.0
36895,0.0
36896,1.0
36897,2.0
36898,1.0
36899,0.0
36900,1.0
36901,2.0
36902,4.0
36903,1.0
36904,4.0
36905,10.0
36906,0.0
36907,13.0
36908,0.0
36909,4.0
36910,0.0
36911,14.0
36912,15.0
36913,0.0
36914,0.0
36915,0.0
36916,0.0
36917,5.0
36918,2.0
36919,10.0
36920,8.0
36921,2.0
36922,3.0
36923,6.0
36924,0.0
36925,5.0
36926,17.0
36927,4.0
36928,9.0
36929,0.0
36930,6.0
36931,1.0
36932,6.0
36933,0.0
36934,3.0
36935,15.0
36936,7.0
36937,0.0
36938,9.0
36939,1.0
36940,14.0
36941,5.0
36942,0.0
36943,1.0
36944,9.0
36945,6.0
36946,1.0
36947,14.0
36948,2.0
36949,0.0
36950,6.0
36951,8.0
36952,5.0
36953,0.0
36954,0.0
36955,2.0
36956,1.0
36957,0.0
36958,9.0
36959,5.0
36960,5.0
36961,0.0
36962,1.0
36963,0.0
36964,15.0
36965,1.0
36966,0.0
36967,8.0
36968,1.0
36969,0.0
36970,0.0
36971,6.0
36972,11.0
36973,6.0
36974,5.0
36975,11.0
36976,0.0
36977,10.0
36978,19.0
36979,8.0
36980,7.0
36981,2.0
36982,4.0
36983,17.0
36984,0.0
36985,0.0
36986,3.0
36987,0.0
36988,1.0
36989,6.0
36990,1.0
36991,5.0
36992,0.0
36993,20.0
36994,0.0
36995,1.0
36996,8.0
36997,9.0
36998,10.0
36999,0.0
37000,8.0
37001,10.0
37002,13.0
37003,6.0
37004,12.0
37005,2.0
37006,3.0
37007,8.0
37008,1.0
37009,6.0
37010,1.0
37011,2.0
37012,4.0
37013,0.0
37014,3.0
37015,7.0
37016,2.0
37017,1.0
37018,2.0
37019,7.0
37020,18.0
37021,1.0
37022,0.0
37023,2.0
37024,19.0
37025,11.0
37026,6.0
37027,14.0
37028,17.0
37029,6.0
37030,2.0
37031,21.0
37032,3.0
37033,0.0
37034,1.0
37035,7.0
37036,8.0
37037,5.0
37038,0.0
37039,2.0
37040,1.0
37041,8.0
37042,0.0
37043,3.0
37044,8.0
37045,19.0
37046,0.0
37047,1.0
37048,4.0
37049,6.0
37050,4.0
37051,6.0
37052,9.0
37053,2.0
37054,5.0
37055,8.0
37056,0.0
37057,0.0
37058,7.0
37059,3.0
37060,4.0
37061,2.0
37062,14.0
37063,13.0
37064,0.0
37065,2.0
37066,2.0
37067,0.0
37068,12.0
37069,2.0
37070,7.0
37071,5.0
37072,3.0
37073,1.0
37074,4.0
37075,9.0
37076,8.0
37077,11.0
37078,13.0
37079,4.0
37080,4.0
37081,1.0
37082,14.0
37083,8.0
37084,6.0
37085,0.0
37086,1.0
37087,0.0
37088,3.0
37089,5.0
37090,3.0
37091,0.0
37092,18.0
37093,16.0
37094,3.0
37095,3.0
37096,7.0
37097,1.0
37098,5.0
37099,12.0
37100,4.0
37101,6.0
37102,9.0
37103,23.0
37104,5.0
37105,11.0
37106,21.0
37107,6.0
37108,3.0
37109,14.0
37110,30.0
37111,5.0
37112,4.0
37113,17.0
37114,12.0
37115,12.0
37116,0.0
37117,6.0
37118,11.0
37119,0.0
37120,10.0
37121,1.0
37122,2.0
37123,18.0
37124,4.0
37125,2.0
37126,3.0
37127,5.0
37128,9.0
37129,0.0
37130,1.0
37131,7.0
37132,3.0
37133,14.0
37134,0.0
37135,0.0
37136,4.0
37137,0.0
37138,5.0
37139,0.0
37140,2.0
37141,8.0
37142,1.0
37143,10.0
37144,4.0
37145,11.0
37146,5.0
37147,0.0
37148,0.0
37149,0.0
37150,4.0
37151,3.0
37152,9.0
37153,2.0
37154,16.0
37155,2.0
37156,5.0
37157,1.0
37158,13.0
37159,0.0
37160,3.0
37161,11.0
37162,0.0
37163,4.0
37164,0.0
37165,0.0
37166,0.0
37167,0.0
37168,8.0
37169,0.0
37170,1.0
37171,0.0
37172,3.0
37173,5.0
37174,6.0
37175,14.0
37176,5.0
37177,5.0
37178,1.0
37179,0.0
37180,1.0
37181,4.0
37182,1.0
37183,1.0
37184,6.0
37185,0.0
37186,10.0
37187,18.0
37188,16.0
37189,0.0
37190,10.0
37191,0.0
37192,14.0
37193,4.0
37194,5.0
37195,5.0
37196,11.0
37197,1.0
37198,1.0
37199,1.0
37200,1.0
37201,0.0
37202,11.0
37203,1.0
37204,1.0
37205,2.0
37206,1.0
37207,2.0
37208,13.0
37209,14.0
37210,0.0
37211,0.0
37212,6.0
37213,1.0
37214,9.0
37215,0.0
37216,8.0
37217,13.0
37218,6.0
37219,10.0
37220,1.0
37221,4.0
37222,8.0
37223,1.0
37224,10.0
37225,1.0
37226,8.0
37227,0.0
37228,0.0
37229,2.0
37230,2.0
37231,2.0
37232,12.0
37233,10.0
37234,13.0
37235,0.0
37236,0.0
37237,1.0
37238,5.0
37239,12.0
37240,11.0
37241,7.0
37242,0.0
37243,20.0
37244,0.0
37245,0.0
37246,3.0
37247,0.0
37248,8.0
37249,0.0
37250,4.0
37251,0.0
37252,14.0
37253,0.0
37254,0.0
37255,0.0
37256,5.0
37257,4.0
37258,7.0
37259,2.0
37260,9.0
37261,6.0
37262,6.0
37263,8.0
37264,0.0
37265,0.0
37266,3.0
37267,8.0
37268,8.0
37269,2.0
37270,27.0
37271,2.0
37272,0.0
37273,1.0
37274,11.0
37275,0.0
37276,6.0
37277,8.0
37278,14.0
37279,0.0
37280,0.0
37281,9.0
37282,2.0
37283,2.0
37284,8.0
37285,2.0
37286,2.0
37287,15.0
37288,8.0
37289,0.0
37290,7.0
37291,7.0
37292,0.0
37293,4.0
37294,3.0
37295,12.0
37296,4.0
37297,9.0
37298,4.0
37299,7.0
37300,9.0
37301,0.0
37302,7.0
37303,17.0
37304,2.0
37305,0.0
37306,0.0
37307,2.0
37308,0.0
37309,0.0
37310,1.0
37311,5.0
37312,13.0
37313,15.0
37314,0.0
37315,1.0
37316,2.0
37317,0.0
37318,0.0
37319,2.0
37320,10.0
37321,1.0
37322,0.0
37323,6.0
37324,2.0
37325,17.0
37326,2.0
37327,3.0
37328,1.0
37329,27.0
37330,14.0
37331,0.0
37332,16.0
37333,20.0
37334,3.0
37335,4.0
37336,3.0
37337,1.0
37338,0.0
37339,0.0
37340,12.0
37341,20.0
37342,0.0
37343,11.0
37344,11.0
37345,0.0
37346,7.0
37347,2.0
37348,15.0
37349,7.0
37350,0.0
37351,9.0
37352,0.0
37353,27.0
37354,6.0
37355,8.0
37356,0.0
37357,1.0
37358,2.0
37359,1.0
37360,2.0
37361,16.0
37362,3.0
37363,0.0
37364,15.0
37365,23.0
37366,0.0
37367,2.0
37368,5.0
37369,0.0
37370,3.0
37371,3.0
37372,9.0
37373,0.0
37374,0.0
37375,2.0
37376,2.0
37377,19.0
37378,2.0
37379,15.0
37380,2.0
37381,5.0
37382,4.0
37383,7.0
37384,1.0
37385,6.0
37386,0.0
37387,3.0
37388,0.0
37389,8.0
