,Celsr2
8969,2.0
8970,1.0
8971,4.0
8972,4.0
8973,6.0
8974,0.0
8975,13.0
8976,4.0
8977,1.0
8978,0.0
8979,0.0
8980,7.0
8981,0.0
8982,0.0
8983,0.0
8984,0.0
8985,0.0
8986,2.0
8987,0.0
8988,0.0
8989,13.0
8990,1.0
8991,0.0
8992,0.0
8993,0.0
8994,0.0
8995,0.0
8996,3.0
8997,0.0
8998,0.0
8999,0.0
9000,0.0
9001,0.0
9002,1.0
9003,12.0
9004,0.0
9005,2.0
9006,3.0
9007,0.0
9008,13.0
9009,4.0
9010,3.0
9011,1.0
9012,9.0
9013,1.0
9014,6.0
9015,0.0
9016,12.0
9017,0.0
9018,13.0
9019,7.0
9020,0.0
9021,7.0
9022,6.0
9023,4.0
9024,0.0
9025,7.0
9026,2.0
9027,1.0
9028,10.0
9029,16.0
9030,15.0
9031,1.0
9032,0.0
9033,1.0
9034,11.0
9035,0.0
9036,3.0
9037,3.0
9038,6.0
9039,6.0
9040,9.0
9041,0.0
9042,3.0
9043,0.0
9044,2.0
9045,4.0
9046,0.0
9047,8.0
9048,5.0
9049,2.0
9050,2.0
9051,4.0
9052,3.0
9053,8.0
9054,1.0
9055,8.0
9056,0.0
9057,2.0
9058,2.0
9059,3.0
9060,0.0
9061,2.0
9062,1.0
9063,14.0
9064,4.0
9065,1.0
9066,2.0
9067,0.0
9068,10.0
9069,8.0
9070,10.0
9071,0.0
9072,10.0
9073,16.0
9074,0.0
9075,15.0
9076,4.0
9077,11.0
9078,7.0
9079,1.0
9080,2.0
9081,1.0
9082,0.0
9083,2.0
9084,7.0
9085,2.0
9086,0.0
9087,6.0
9088,1.0
9089,1.0
9090,2.0
9091,10.0
9092,4.0
9093,6.0
9094,1.0
9095,8.0
9096,1.0
9097,8.0
9098,2.0
9099,6.0
9100,12.0
9101,4.0
9102,5.0
9103,0.0
9104,0.0
9105,4.0
9106,1.0
9107,9.0
9108,7.0
9109,3.0
9110,1.0
9111,3.0
9112,1.0
9113,9.0
9114,11.0
9115,0.0
9116,14.0
9117,12.0
9118,1.0
9119,10.0
9120,11.0
9121,10.0
9122,12.0
9123,2.0
9124,9.0
9125,1.0
9126,1.0
9127,0.0
9128,12.0
9129,11.0
9130,8.0
9131,0.0
9132,0.0
9133,6.0
9134,12.0
9135,18.0
9136,11.0
9137,0.0
9138,7.0
9139,11.0
9140,5.0
9141,12.0
9142,2.0
9143,5.0
9144,1.0
9145,12.0
9146,10.0
9147,0.0
9148,11.0
9149,7.0
9150,3.0
9151,1.0
9152,9.0
9153,9.0
9154,1.0
9155,9.0
9156,5.0
9157,10.0
9158,7.0
9159,9.0
9160,0.0
9161,0.0
9162,6.0
9163,3.0
9164,14.0
9165,11.0
9166,2.0
9167,3.0
9168,11.0
9169,7.0
9170,5.0
9171,3.0
9172,6.0
9173,5.0
9174,10.0
9175,14.0
9176,2.0
9177,14.0
9178,6.0
9179,12.0
9180,6.0
9181,2.0
9182,2.0
9183,4.0
9184,9.0
9185,10.0
9186,9.0
9187,1.0
9188,3.0
9189,2.0
9190,2.0
9191,13.0
9192,9.0
9193,9.0
9194,7.0
9195,3.0
9196,0.0
9197,6.0
9198,3.0
9199,6.0
9200,1.0
9201,3.0
9202,0.0
9203,4.0
9204,5.0
9205,10.0
9206,8.0
9207,4.0
9208,10.0
9209,3.0
9210,3.0
9211,9.0
9212,7.0
9213,1.0
9214,0.0
9215,0.0
9216,1.0
9217,6.0
9218,10.0
9219,1.0
9220,2.0
9221,0.0
9222,8.0
9223,4.0
9224,25.0
9225,2.0
9226,7.0
9227,5.0
9228,0.0
9229,2.0
9230,9.0
9231,8.0
9232,7.0
9233,1.0
9234,0.0
9235,3.0
9236,3.0
9237,8.0
9238,1.0
9239,0.0
9240,5.0
9241,8.0
9242,6.0
9243,15.0
9244,1.0
9245,8.0
9246,8.0
9247,1.0
9248,4.0
9249,6.0
9250,24.0
9251,5.0
9252,6.0
9253,3.0
9254,6.0
9255,2.0
9256,2.0
9257,10.0
9258,0.0
9259,14.0
9260,2.0
9261,2.0
9262,5.0
9263,4.0
9264,4.0
9265,21.0
9266,2.0
9267,8.0
9268,3.0
9269,15.0
9270,9.0
9271,2.0
9272,14.0
9273,10.0
9274,23.0
9275,1.0
9276,15.0
9277,6.0
9278,11.0
9279,1.0
9280,4.0
9281,4.0
9282,1.0
9283,7.0
9284,5.0
9285,0.0
9286,14.0
9287,5.0
9288,3.0
9289,16.0
9290,10.0
9291,0.0
9292,7.0
9293,13.0
9294,1.0
9295,0.0
9296,8.0
9297,4.0
9298,1.0
9299,3.0
9300,4.0
9301,7.0
9302,9.0
9303,3.0
9304,1.0
9305,0.0
9306,14.0
9307,1.0
9308,4.0
9309,0.0
9310,3.0
9311,3.0
9312,3.0
9313,1.0
9314,12.0
9315,6.0
9316,12.0
9317,0.0
9318,14.0
9319,4.0
9320,5.0
9321,5.0
9322,4.0
9323,0.0
9324,3.0
9325,8.0
9326,0.0
9327,0.0
9328,1.0
9329,7.0
9330,2.0
9331,16.0
9332,8.0
9333,18.0
9334,5.0
9335,1.0
9336,0.0
9337,9.0
9338,1.0
9339,1.0
9340,10.0
9341,1.0
9342,3.0
9343,11.0
9344,2.0
9345,22.0
9346,8.0
9347,12.0
9348,1.0
9349,27.0
9350,14.0
9351,0.0
9352,6.0
9353,4.0
9354,1.0
9355,1.0
9356,9.0
9357,3.0
9358,5.0
9359,2.0
9360,8.0
9361,1.0
9362,0.0
9363,5.0
9364,3.0
9365,1.0
9366,0.0
9367,7.0
9368,0.0
9369,3.0
9370,0.0
9371,9.0
9372,9.0
9373,14.0
9374,0.0
9375,3.0
9376,0.0
9377,13.0
9378,1.0
9379,3.0
9380,16.0
9381,2.0
9382,6.0
9383,1.0
9384,2.0
9385,3.0
9386,3.0
9387,13.0
9388,8.0
9389,1.0
9390,5.0
9391,12.0
9392,1.0
9393,0.0
9394,1.0
9395,1.0
9396,0.0
9397,2.0
9398,8.0
9399,0.0
9400,3.0
9401,1.0
9402,6.0
9403,10.0
9404,0.0
9405,3.0
9406,2.0
9407,0.0
9408,1.0
9409,0.0
9410,12.0
9411,0.0
9412,39.0
9413,6.0
9414,1.0
9415,1.0
9416,4.0
9417,9.0
9418,19.0
9419,13.0
9420,0.0
9421,9.0
9422,1.0
9423,8.0
9424,3.0
9425,12.0
9426,7.0
9427,2.0
9428,2.0
9429,7.0
9430,7.0
9431,1.0
9432,16.0
9433,0.0
9434,1.0
9435,4.0
9436,0.0
9437,2.0
9438,0.0
9439,0.0
9440,2.0
9441,4.0
9442,11.0
9443,2.0
9444,12.0
9445,9.0
9446,3.0
9447,19.0
9448,18.0
9449,0.0
9450,1.0
9451,0.0
9452,6.0
9453,3.0
9454,0.0
9455,6.0
9456,4.0
9457,9.0
9458,0.0
9459,2.0
9460,0.0
9461,10.0
9462,8.0
9463,1.0
9464,5.0
9465,1.0
9466,4.0
9467,3.0
9468,10.0
9469,4.0
9470,7.0
9471,3.0
9472,15.0
9473,2.0
9474,4.0
9475,1.0
9476,4.0
9477,2.0
9478,5.0
9479,1.0
9480,4.0
9481,10.0
9482,7.0
9483,4.0
9484,3.0
9485,10.0
9486,11.0
9487,5.0
9488,8.0
9489,2.0
9490,3.0
9491,7.0
9492,0.0
9493,2.0
9494,6.0
9495,5.0
9496,14.0
9497,3.0
9498,3.0
9499,5.0
9500,8.0
9501,17.0
9502,0.0
9503,0.0
9504,0.0
9505,17.0
9506,12.0
9507,4.0
9508,2.0
9509,14.0
9510,16.0
9511,7.0
9512,0.0
9513,0.0
9514,15.0
9515,10.0
9516,0.0
9517,6.0
9518,6.0
9519,12.0
9520,8.0
9521,28.0
9522,0.0
9523,15.0
9524,4.0
9525,7.0
9526,7.0
9527,16.0
9528,0.0
9529,8.0
9530,6.0
9531,0.0
9532,2.0
9533,3.0
9534,8.0
9535,0.0
9536,8.0
9537,0.0
9538,10.0
9539,1.0
9540,0.0
9541,0.0
9542,0.0
9543,0.0
9544,2.0
9545,2.0
9546,0.0
9547,2.0
9548,19.0
9549,1.0
9550,7.0
9551,2.0
9552,13.0
9553,7.0
9554,21.0
9555,26.0
9556,12.0
9557,3.0
9558,4.0
9559,19.0
9560,7.0
9561,2.0
9562,1.0
9563,0.0
9564,0.0
9565,0.0
9566,10.0
9567,11.0
9568,13.0
9569,0.0
9570,6.0
9571,6.0
9572,9.0
9573,10.0
9574,0.0
9575,16.0
9576,0.0
9577,0.0
9578,6.0
9579,1.0
9580,22.0
9581,0.0
9582,0.0
9583,5.0
9584,0.0
9585,8.0
9586,4.0
9587,0.0
9588,1.0
9589,6.0
9590,0.0
9591,2.0
9592,8.0
9593,1.0
9594,10.0
9595,8.0
9596,16.0
9597,0.0
9598,3.0
9599,14.0
9600,12.0
9601,0.0
9602,2.0
9603,11.0
9604,12.0
9605,10.0
9606,0.0
9607,1.0
9608,0.0
9609,1.0
9610,7.0
9611,2.0
9612,6.0
9613,3.0
9614,7.0
9615,1.0
9616,14.0
9617,0.0
9618,7.0
9619,6.0
9620,8.0
9621,10.0
9622,5.0
9623,9.0
9624,4.0
9625,3.0
9626,1.0
9627,17.0
9628,12.0
9629,3.0
9630,7.0
9631,16.0
9632,18.0
9633,0.0
9634,3.0
9635,2.0
9636,15.0
9637,12.0
9638,1.0
9639,4.0
9640,0.0
9641,0.0
9642,15.0
9643,4.0
9644,1.0
9645,9.0
9646,14.0
9647,1.0
9648,17.0
9649,1.0
9650,0.0
9651,8.0
9652,13.0
9653,0.0
9654,10.0
9655,18.0
9656,0.0
9657,0.0
9658,11.0
9659,2.0
9660,1.0
9661,6.0
9662,2.0
9663,22.0
9664,0.0
9665,1.0
9666,16.0
9667,9.0
9668,1.0
9669,1.0
9670,0.0
9671,1.0
9672,6.0
9673,21.0
9674,0.0
9675,0.0
9676,6.0
9677,3.0
9678,5.0
9679,3.0
9680,2.0
9681,5.0
9682,3.0
9683,3.0
9684,4.0
9685,8.0
9686,0.0
9687,10.0
9688,9.0
9689,4.0
9690,9.0
9691,24.0
9692,2.0
9693,10.0
9694,14.0
9695,1.0
9696,11.0
9697,14.0
9698,14.0
9699,0.0
9700,9.0
9701,0.0
9702,1.0
9703,9.0
9704,2.0
9705,2.0
9706,5.0
9707,1.0
9708,9.0
9709,1.0
9710,1.0
9711,0.0
9712,0.0
9713,7.0
9714,4.0
9715,4.0
9716,0.0
9717,12.0
9718,11.0
9719,4.0
9720,3.0
9721,0.0
9722,1.0
9723,2.0
9724,1.0
9725,7.0
9726,1.0
9727,0.0
9728,0.0
9729,0.0
9730,5.0
9731,0.0
9732,1.0
9733,0.0
9734,4.0
9735,9.0
9736,0.0
9737,0.0
9738,0.0
9739,0.0
9740,9.0
9741,3.0
9742,11.0
9743,0.0
9744,8.0
9745,2.0
9746,3.0
9747,4.0
9748,0.0
9749,8.0
9750,0.0
9751,0.0
9752,0.0
9753,5.0
9754,6.0
9755,2.0
9756,1.0
9757,8.0
9758,0.0
9759,9.0
9760,10.0
9761,3.0
9762,1.0
9763,12.0
9764,1.0
9765,3.0
9766,4.0
9767,1.0
9768,0.0
9769,1.0
9770,15.0
9771,4.0
9772,2.0
9773,0.0
9774,2.0
9775,1.0
9776,15.0
9777,7.0
9778,0.0
9779,9.0
9780,24.0
9781,6.0
9782,3.0
9783,0.0
9784,11.0
9785,8.0
9786,1.0
9787,0.0
9788,2.0
9789,16.0
9790,11.0
9791,1.0
9792,1.0
9793,0.0
9794,7.0
9795,0.0
9796,2.0
9797,11.0
9798,7.0
9799,8.0
9800,1.0
9801,10.0
9802,0.0
9803,11.0
9804,2.0
9805,3.0
9806,1.0
9807,10.0
9808,0.0
9809,9.0
9810,0.0
9811,1.0
9812,0.0
9813,6.0
9814,8.0
9815,1.0
9816,1.0
9817,0.0
9818,0.0
9819,0.0
9820,4.0
9821,3.0
9822,0.0
9823,6.0
9824,6.0
9825,4.0
9826,3.0
9827,1.0
9828,0.0
9829,1.0
9830,4.0
9831,0.0
9832,0.0
9833,14.0
9834,0.0
9835,0.0
9836,0.0
9837,0.0
9838,0.0
9839,12.0
9840,0.0
9841,0.0
9842,0.0
9843,0.0
9844,2.0
9845,0.0
9846,5.0
9847,7.0
9848,1.0
9849,4.0
9850,2.0
9851,1.0
9852,0.0
9853,8.0
9854,0.0
9855,1.0
9856,3.0
9857,0.0
9858,0.0
9859,4.0
9860,8.0
9861,1.0
9862,0.0
9863,11.0
9864,1.0
9865,0.0
9866,0.0
9867,1.0
9868,6.0
9869,0.0
9870,8.0
9871,0.0
9872,0.0
9873,0.0
9874,1.0
9875,0.0
9876,1.0
9877,0.0
9878,0.0
9879,0.0
9880,0.0
9881,1.0
9882,5.0
9883,17.0
9884,5.0
9885,1.0
9886,0.0
9887,0.0
9888,0.0
9889,0.0
9890,0.0
9891,7.0
9892,1.0
9893,0.0
9894,0.0
9895,0.0
9896,0.0
9897,0.0
9898,0.0
9899,0.0
9900,2.0
9901,1.0
9902,1.0
9903,1.0
9904,2.0
9905,1.0
9906,6.0
9907,0.0
9908,1.0
9909,1.0
9910,0.0
9911,1.0
9912,0.0
9913,0.0
9914,0.0
9915,2.0
9916,1.0
9917,7.0
9918,0.0
9919,1.0
9920,3.0
9921,1.0
9922,0.0
9923,0.0
9924,0.0
9925,2.0
9926,0.0
9927,1.0
9928,1.0
9929,3.0
9930,0.0
9931,0.0
9932,1.0
9933,0.0
9934,0.0
9935,3.0
9936,0.0
9937,0.0
9938,0.0
9939,0.0
9940,0.0
9941,0.0
9942,0.0
9943,0.0
9944,2.0
9945,1.0
9946,1.0
9947,1.0
9948,1.0
9949,1.0
9950,0.0
9951,1.0
9952,1.0
9953,1.0
9954,1.0
9955,0.0
9956,0.0
9957,0.0
9958,0.0
9959,0.0
9960,1.0
9961,1.0
9962,0.0
9963,0.0
9964,0.0
9965,2.0
9966,1.0
9967,0.0
9968,2.0
9969,1.0
9970,0.0
9971,1.0
9972,3.0
9973,1.0
9974,0.0
9975,0.0
9976,0.0
9977,3.0
9978,0.0
9979,1.0
9980,2.0
9981,4.0
9982,1.0
9983,0.0
9984,0.0
9985,0.0
9986,8.0
9987,0.0
9988,0.0
9989,4.0
9990,0.0
9991,0.0
9992,0.0
9993,2.0
9994,2.0
9995,1.0
9996,0.0
9997,0.0
9998,0.0
9999,1.0
10000,0.0
10001,0.0
10002,0.0
10003,2.0
10004,0.0
10005,0.0
10006,5.0
10007,1.0
10008,2.0
10009,1.0
10010,0.0
10011,0.0
10012,3.0
10013,1.0
10014,0.0
10015,0.0
10016,1.0
10017,2.0
10018,1.0
10019,0.0
10020,2.0
10021,1.0
10022,2.0
10023,0.0
10024,0.0
10025,0.0
10026,0.0
10027,0.0
10028,0.0
10029,2.0
10030,1.0
10031,2.0
10032,1.0
10033,0.0
10034,0.0
10035,0.0
10036,0.0
10037,4.0
10038,1.0
10039,1.0
10040,0.0
10041,1.0
10042,0.0
10043,1.0
10044,0.0
10045,1.0
10046,0.0
10047,0.0
10048,0.0
10049,0.0
10050,0.0
10051,4.0
10052,0.0
10053,1.0
10054,1.0
10055,2.0
10056,0.0
10057,1.0
10058,3.0
10059,0.0
10060,1.0
10061,1.0
10062,0.0
10063,0.0
10064,3.0
10065,0.0
10066,0.0
10067,0.0
10068,3.0
10069,0.0
10070,0.0
10071,0.0
10072,0.0
10073,2.0
10074,1.0
10075,1.0
10076,0.0
10077,0.0
10078,0.0
10079,0.0
10080,0.0
10081,0.0
10082,1.0
10083,4.0
10084,2.0
10085,0.0
10086,0.0
10087,0.0
10088,0.0
10089,1.0
10090,0.0
10091,0.0
10092,0.0
10093,0.0
10094,2.0
10095,4.0
10096,0.0
10097,0.0
10098,0.0
10099,0.0
10100,0.0
10101,1.0
10102,1.0
10103,0.0
10104,3.0
10105,0.0
10106,0.0
10107,0.0
10108,0.0
10109,0.0
10110,7.0
10111,0.0
10112,0.0
10113,0.0
10114,0.0
10115,0.0
10116,1.0
10117,0.0
10118,3.0
10119,0.0
10120,1.0
10121,0.0
10122,2.0
10123,0.0
10124,1.0
10125,0.0
10126,2.0
10127,0.0
10128,1.0
10129,1.0
10130,0.0
10131,0.0
10132,2.0
10133,0.0
10134,1.0
10135,0.0
10136,2.0
10137,1.0
10138,2.0
10139,0.0
10140,0.0
10141,1.0
10142,5.0
10143,1.0
10144,0.0
10145,2.0
10146,0.0
10147,0.0
10148,0.0
10149,0.0
10150,2.0
10151,0.0
10152,0.0
10153,0.0
10154,0.0
10155,0.0
10156,0.0
10157,0.0
10158,0.0
10159,0.0
10160,1.0
10161,0.0
10162,0.0
10163,0.0
10164,1.0
10165,0.0
10166,0.0
10167,1.0
10168,0.0
10169,5.0
10170,0.0
10171,0.0
10172,0.0
10173,0.0
10174,1.0
10175,8.0
10176,0.0
10177,3.0
10178,2.0
10179,0.0
10180,10.0
10181,0.0
10182,0.0
10183,0.0
10184,1.0
10185,1.0
10186,8.0
10187,0.0
10188,0.0
10189,1.0
10190,5.0
10191,4.0
10192,10.0
10193,0.0
10194,0.0
10195,1.0
10196,0.0
10197,0.0
10198,0.0
10199,0.0
10200,2.0
10201,0.0
10202,0.0
10203,1.0
10204,1.0
10205,0.0
10206,1.0
10207,3.0
10208,0.0
10209,2.0
10210,1.0
10211,0.0
10212,0.0
10213,10.0
10214,8.0
10215,16.0
10216,0.0
10217,0.0
10218,0.0
10219,0.0
10220,7.0
10221,0.0
10222,8.0
10223,1.0
10224,0.0
10225,0.0
10226,20.0
10227,0.0
10228,0.0
10229,1.0
10230,0.0
10231,1.0
10232,1.0
10233,0.0
10234,5.0
10235,22.0
10236,0.0
10237,0.0
10238,2.0
10239,0.0
10240,0.0
10241,0.0
10242,1.0
10243,2.0
10244,0.0
10245,0.0
10246,0.0
10247,0.0
10248,0.0
10249,2.0
10250,0.0
10251,3.0
10252,17.0
10253,0.0
10254,0.0
10255,0.0
10256,1.0
10257,2.0
10258,10.0
10259,0.0
10260,0.0
10261,16.0
10262,10.0
10263,2.0
10264,0.0
10265,4.0
10266,0.0
10267,16.0
10268,9.0
10269,13.0
10270,2.0
10271,9.0
10272,28.0
10273,0.0
10274,9.0
10275,5.0
10276,0.0
10277,0.0
10278,9.0
10279,28.0
10280,0.0
10281,3.0
10282,1.0
10283,0.0
10284,1.0
10285,23.0
10286,0.0
10287,0.0
10288,29.0
10289,0.0
10290,0.0
10291,1.0
10292,1.0
10293,0.0
10294,0.0
10295,2.0
10296,0.0
10297,6.0
10298,5.0
10299,2.0
10300,0.0
10301,0.0
10302,1.0
10303,0.0
10304,0.0
10305,0.0
10306,4.0
10307,0.0
10308,0.0
10309,4.0
10310,10.0
10311,17.0
10312,3.0
10313,22.0
10314,0.0
10315,11.0
10316,2.0
10317,7.0
10318,5.0
10319,1.0
10320,0.0
10321,1.0
10322,0.0
10323,0.0
10324,8.0
10325,1.0
10326,0.0
10327,0.0
10328,2.0
10329,0.0
10330,9.0
10331,5.0
10332,1.0
10333,1.0
10334,0.0
10335,0.0
10336,19.0
10337,6.0
10338,4.0
10339,25.0
10340,24.0
10341,1.0
10342,0.0
10343,12.0
10344,1.0
10345,23.0
10346,14.0
10347,14.0
10348,2.0
10349,0.0
10350,0.0
10351,0.0
10352,0.0
10353,0.0
10354,0.0
10355,0.0
10356,1.0
10357,21.0
10358,5.0
10359,10.0
10360,0.0
10361,9.0
10362,0.0
10363,3.0
10364,16.0
10365,1.0
10366,1.0
10367,2.0
10368,13.0
10369,2.0
10370,1.0
10371,3.0
10372,6.0
10373,5.0
10374,14.0
10375,1.0
10376,4.0
10377,0.0
10378,12.0
10379,0.0
10380,15.0
10381,22.0
10382,0.0
10383,42.0
10384,2.0
10385,5.0
10386,1.0
10387,5.0
10388,2.0
10389,0.0
10390,6.0
10391,5.0
10392,0.0
10393,6.0
10394,3.0
10395,1.0
10396,0.0
10397,3.0
10398,2.0
10399,2.0
10400,1.0
10401,13.0
10402,0.0
10403,0.0
10404,28.0
10405,9.0
10406,10.0
10407,6.0
10408,19.0
10409,0.0
10410,0.0
10411,0.0
10412,1.0
10413,0.0
10414,20.0
10415,0.0
10416,0.0
10417,2.0
10418,0.0
10419,2.0
10420,0.0
10421,0.0
10422,18.0
10423,11.0
10424,11.0
10425,3.0
10426,14.0
10427,1.0
10428,2.0
10429,2.0
10430,11.0
10431,23.0
10432,0.0
10433,2.0
10434,0.0
10435,6.0
10436,25.0
10437,2.0
10438,0.0
10439,0.0
10440,24.0
10441,17.0
10442,1.0
10443,0.0
10444,1.0
10445,1.0
10446,0.0
10447,4.0
10448,2.0
10449,4.0
10450,1.0
10451,3.0
10452,0.0
10453,0.0
10454,5.0
10455,0.0
10456,2.0
10457,5.0
10458,0.0
10459,0.0
10460,2.0
10461,1.0
10462,6.0
10463,5.0
10464,0.0
10465,2.0
10466,0.0
10467,3.0
10468,3.0
10469,13.0
10470,0.0
10471,0.0
10472,2.0
10473,20.0
10474,5.0
10475,13.0
10476,9.0
10477,0.0
10478,24.0
10479,14.0
10480,4.0
10481,6.0
10482,0.0
10483,0.0
10484,0.0
10485,20.0
10486,19.0
10487,0.0
10488,0.0
10489,11.0
10490,9.0
10491,15.0
10492,0.0
10493,0.0
10494,8.0
10495,9.0
10496,0.0
10497,0.0
10498,3.0
10499,6.0
10500,0.0
10501,1.0
10502,1.0
10503,0.0
10504,0.0
10505,0.0
10506,2.0
10507,3.0
10508,3.0
10509,1.0
10510,0.0
10511,0.0
10512,0.0
10513,0.0
10514,0.0
10515,0.0
10516,2.0
10517,0.0
10518,0.0
10519,0.0
10520,4.0
10521,0.0
10522,2.0
10523,1.0
10524,0.0
10525,5.0
10526,0.0
10527,2.0
10528,5.0
10529,26.0
10530,2.0
10531,1.0
10532,0.0
10533,0.0
10534,9.0
10535,5.0
10536,0.0
10537,9.0
10538,0.0
10539,0.0
10540,12.0
10541,1.0
10542,11.0
10543,11.0
10544,1.0
10545,9.0
10546,10.0
10547,15.0
10548,9.0
10549,1.0
10550,4.0
10551,8.0
10552,2.0
10553,0.0
10554,0.0
10555,1.0
10556,0.0
10557,0.0
10558,0.0
10559,0.0
10560,2.0
10561,8.0
10562,12.0
10563,9.0
10564,14.0
10565,3.0
10566,0.0
10567,17.0
10568,4.0
10569,0.0
10570,1.0
10571,2.0
10572,8.0
10573,13.0
10574,0.0
10575,0.0
10576,8.0
10577,2.0
10578,5.0
10579,3.0
10580,2.0
10581,1.0
10582,1.0
10583,4.0
10584,0.0
10585,0.0
10586,1.0
10587,0.0
10588,0.0
10589,0.0
10590,3.0
10591,6.0
10592,0.0
10593,19.0
10594,18.0
10595,3.0
10596,2.0
10597,1.0
10598,3.0
10599,15.0
10600,0.0
10601,0.0
10602,1.0
10603,13.0
10604,3.0
10605,10.0
10606,8.0
10607,13.0
10608,16.0
10609,2.0
10610,11.0
10611,8.0
10612,1.0
10613,0.0
10614,1.0
10615,0.0
10616,4.0
10617,7.0
10618,8.0
10619,12.0
10620,12.0
10621,0.0
10622,20.0
10623,0.0
10624,14.0
10625,17.0
10626,4.0
10627,13.0
10628,9.0
10629,0.0
10630,11.0
10631,0.0
10632,8.0
10633,2.0
10634,19.0
10635,6.0
10636,0.0
10637,0.0
10638,21.0
10639,11.0
10640,10.0
10641,14.0
10642,3.0
10643,14.0
10644,0.0
10645,13.0
10646,24.0
10647,8.0
10648,7.0
10649,0.0
10650,1.0
10651,26.0
10652,3.0
10653,26.0
10654,8.0
10655,7.0
10656,3.0
10657,9.0
10658,12.0
10659,0.0
10660,0.0
10661,8.0
10662,0.0
10663,8.0
10664,0.0
10665,14.0
10666,2.0
10667,12.0
10668,6.0
10669,13.0
10670,5.0
10671,0.0
10672,15.0
10673,0.0
10674,7.0
10675,9.0
10676,8.0
10677,14.0
10678,5.0
10679,3.0
10680,18.0
10681,1.0
10682,1.0
10683,0.0
10684,3.0
10685,3.0
10686,0.0
10687,1.0
10688,6.0
10689,0.0
10690,3.0
10691,15.0
10692,0.0
10693,2.0
10694,16.0
10695,7.0
10696,5.0
10697,1.0
10698,4.0
10699,0.0
10700,7.0
10701,1.0
10702,2.0
10703,0.0
10704,4.0
10705,0.0
10706,15.0
10707,1.0
10708,6.0
10709,10.0
10710,18.0
10711,7.0
10712,6.0
10713,4.0
10714,16.0
10715,0.0
10716,1.0
10717,4.0
10718,0.0
10719,5.0
10720,7.0
10721,13.0
10722,19.0
10723,8.0
10724,12.0
10725,4.0
10726,1.0
10727,9.0
10728,10.0
10729,11.0
10730,12.0
10731,7.0
10732,12.0
10733,4.0
10734,0.0
10735,0.0
10736,3.0
10737,14.0
10738,0.0
10739,27.0
10740,11.0
10741,10.0
10742,14.0
10743,7.0
10744,5.0
10745,3.0
10746,0.0
10747,24.0
10748,15.0
10749,7.0
10750,5.0
10751,0.0
10752,1.0
10753,6.0
10754,12.0
10755,4.0
10756,3.0
10757,21.0
10758,17.0
10759,0.0
10760,7.0
10761,12.0
10762,13.0
10763,0.0
10764,0.0
10765,0.0
10766,16.0
10767,7.0
10768,0.0
10769,1.0
10770,10.0
10771,0.0
10772,2.0
10773,19.0
10774,5.0
10775,0.0
10776,7.0
10777,3.0
10778,0.0
10779,7.0
10780,19.0
10781,8.0
10782,3.0
10783,7.0
10784,0.0
10785,3.0
10786,1.0
10787,0.0
10788,8.0
10789,11.0
10790,0.0
10791,8.0
10792,8.0
10793,5.0
10794,8.0
10795,2.0
10796,0.0
10797,5.0
10798,2.0
10799,8.0
10800,0.0
10801,0.0
10802,7.0
10803,13.0
10804,8.0
10805,0.0
10806,1.0
10807,15.0
10808,3.0
10809,14.0
10810,9.0
10811,0.0
10812,0.0
10813,12.0
10814,15.0
10815,18.0
10816,12.0
10817,20.0
10818,0.0
10819,3.0
10820,8.0
10821,3.0
10822,9.0
10823,0.0
10824,0.0
10825,4.0
10826,1.0
10827,3.0
10828,7.0
10829,9.0
10830,14.0
10831,0.0
10832,1.0
10833,12.0
10834,27.0
10835,8.0
10836,8.0
10837,1.0
10838,1.0
10839,0.0
10840,17.0
10841,4.0
10842,0.0
10843,6.0
10844,19.0
10845,1.0
10846,28.0
10847,25.0
10848,9.0
10849,1.0
10850,0.0
10851,22.0
10852,0.0
10853,5.0
10854,18.0
10855,2.0
10856,16.0
10857,0.0
10858,0.0
10859,3.0
10860,5.0
10861,27.0
10862,14.0
10863,0.0
10864,25.0
10865,4.0
10866,3.0
10867,13.0
10868,5.0
10869,14.0
10870,7.0
10871,3.0
10872,0.0
10873,1.0
10874,1.0
10875,18.0
10876,8.0
10877,5.0
10878,4.0
10879,14.0
10880,10.0
10881,15.0
10882,16.0
10883,26.0
10884,3.0
10885,6.0
10886,9.0
10887,12.0
10888,14.0
10889,3.0
10890,23.0
10891,0.0
10892,4.0
10893,3.0
10894,18.0
10895,18.0
10896,4.0
10897,0.0
10898,21.0
10899,15.0
10900,12.0
10901,3.0
10902,19.0
10903,3.0
10904,9.0
10905,12.0
10906,1.0
10907,3.0
10908,6.0
10909,2.0
10910,6.0
10911,7.0
10912,2.0
10913,13.0
10914,7.0
10915,6.0
10916,0.0
10917,22.0
10918,5.0
10919,1.0
10920,12.0
10921,7.0
10922,26.0
10923,2.0
10924,2.0
10925,8.0
10926,22.0
10927,21.0
10928,1.0
10929,11.0
10930,9.0
10931,1.0
10932,0.0
10933,7.0
10934,5.0
10935,4.0
10936,4.0
10937,6.0
10938,0.0
10939,9.0
10940,2.0
10941,0.0
10942,1.0
10943,5.0
10944,23.0
10945,7.0
10946,12.0
10947,24.0
10948,17.0
10949,6.0
10950,3.0
10951,31.0
10952,0.0
10953,48.0
10954,0.0
10955,12.0
10956,9.0
10957,9.0
10958,1.0
10959,5.0
10960,2.0
10961,24.0
10962,2.0
10963,1.0
10964,11.0
10965,21.0
10966,20.0
10967,3.0
