,Grm3
572,0.0
573,0.0
574,4.0
575,1.0
576,1.0
577,1.0
578,4.0
579,0.0
580,0.0
581,5.0
582,0.0
583,4.0
584,1.0
585,7.0
586,1.0
587,3.0
588,1.0
589,0.0
590,0.0
591,3.0
592,5.0
593,0.0
594,7.0
595,2.0
596,0.0
597,0.0
598,4.0
599,4.0
600,2.0
601,2.0
602,5.0
603,2.0
604,2.0
605,4.0
606,3.0
607,7.0
608,0.0
609,5.0
610,0.0
611,3.0
612,0.0
613,1.0
614,0.0
615,0.0
616,0.0
617,0.0
618,7.0
619,6.0
620,1.0
621,2.0
622,3.0
623,6.0
624,1.0
625,0.0
626,0.0
627,1.0
628,1.0
629,0.0
630,0.0
631,0.0
632,2.0
633,0.0
634,6.0
635,2.0
636,0.0
637,1.0
638,5.0
639,1.0
640,3.0
641,1.0
642,6.0
643,0.0
644,5.0
645,3.0
646,0.0
647,0.0
648,4.0
649,3.0
650,8.0
651,1.0
652,0.0
653,3.0
654,2.0
655,2.0
656,2.0
657,2.0
658,0.0
659,0.0
660,1.0
661,1.0
662,1.0
663,2.0
664,6.0
665,3.0
666,1.0
667,0.0
668,0.0
669,0.0
670,1.0
671,0.0
672,0.0
673,0.0
674,0.0
675,1.0
676,5.0
677,2.0
678,1.0
679,0.0
680,0.0
681,4.0
682,2.0
683,1.0
684,1.0
685,3.0
686,6.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,3.0
693,4.0
694,6.0
695,1.0
696,0.0
697,1.0
698,0.0
699,4.0
700,0.0
701,2.0
702,1.0
703,1.0
704,1.0
705,2.0
706,4.0
707,0.0
708,4.0
709,1.0
710,0.0
711,1.0
712,6.0
713,0.0
714,4.0
715,0.0
716,1.0
717,7.0
718,0.0
719,7.0
720,1.0
721,4.0
722,0.0
723,3.0
724,0.0
725,0.0
726,1.0
727,0.0
728,1.0
729,0.0
730,1.0
731,1.0
732,1.0
733,0.0
734,0.0
735,0.0
736,1.0
737,1.0
738,0.0
739,3.0
740,0.0
741,2.0
742,2.0
743,4.0
744,0.0
745,1.0
746,7.0
747,0.0
748,1.0
749,1.0
750,1.0
751,1.0
752,2.0
753,5.0
754,0.0
755,6.0
756,0.0
757,12.0
758,2.0
759,1.0
760,1.0
761,3.0
762,2.0
763,13.0
764,8.0
765,1.0
766,0.0
767,0.0
768,3.0
769,0.0
770,0.0
771,2.0
772,7.0
773,1.0
774,1.0
775,0.0
776,1.0
777,1.0
778,0.0
779,0.0
780,3.0
781,1.0
782,3.0
783,0.0
784,2.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,3.0
791,1.0
792,3.0
793,4.0
794,1.0
795,0.0
796,0.0
797,0.0
798,1.0
799,3.0
800,1.0
801,4.0
802,1.0
803,1.0
804,0.0
805,8.0
806,1.0
807,0.0
808,0.0
809,2.0
810,0.0
811,2.0
812,0.0
813,0.0
814,0.0
815,1.0
816,1.0
817,0.0
818,0.0
819,0.0
820,0.0
821,1.0
822,0.0
823,3.0
824,0.0
825,9.0
826,3.0
827,0.0
828,0.0
829,2.0
830,1.0
831,1.0
832,0.0
833,2.0
834,2.0
835,0.0
836,0.0
837,1.0
838,2.0
839,1.0
840,1.0
841,5.0
842,0.0
843,9.0
844,0.0
845,0.0
846,0.0
847,0.0
848,1.0
849,0.0
850,6.0
851,1.0
852,2.0
853,3.0
854,0.0
855,0.0
856,3.0
857,3.0
858,0.0
859,0.0
860,0.0
861,3.0
862,1.0
863,2.0
864,0.0
865,2.0
866,7.0
867,0.0
868,1.0
869,0.0
870,2.0
871,0.0
872,1.0
873,0.0
874,1.0
875,0.0
876,0.0
877,2.0
878,2.0
879,0.0
880,1.0
881,1.0
882,1.0
883,10.0
884,1.0
885,0.0
886,1.0
887,0.0
888,1.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,4.0
895,2.0
896,2.0
897,0.0
898,0.0
899,1.0
900,3.0
901,0.0
902,1.0
903,0.0
904,1.0
905,0.0
906,1.0
907,0.0
908,3.0
909,6.0
910,0.0
911,1.0
912,1.0
913,0.0
914,1.0
915,3.0
916,2.0
917,0.0
918,2.0
919,0.0
920,0.0
921,0.0
922,2.0
923,0.0
924,0.0
925,1.0
926,0.0
927,6.0
928,3.0
929,0.0
930,0.0
931,1.0
932,10.0
933,1.0
934,2.0
935,0.0
936,0.0
937,0.0
938,2.0
939,1.0
940,2.0
941,3.0
942,1.0
943,6.0
944,4.0
945,0.0
946,12.0
947,0.0
948,7.0
949,0.0
950,5.0
951,0.0
952,12.0
953,0.0
954,11.0
955,1.0
956,4.0
957,0.0
958,1.0
959,0.0
960,3.0
961,0.0
962,1.0
963,1.0
964,7.0
965,2.0
966,1.0
967,1.0
968,0.0
969,2.0
970,0.0
971,5.0
972,4.0
973,0.0
974,1.0
975,0.0
976,1.0
977,5.0
978,0.0
979,1.0
980,1.0
981,6.0
982,1.0
983,1.0
984,0.0
985,3.0
986,0.0
987,0.0
988,1.0
989,0.0
990,1.0
991,1.0
992,0.0
993,0.0
994,0.0
995,1.0
996,5.0
997,1.0
998,1.0
999,2.0
1000,0.0
1001,3.0
1002,0.0
1003,1.0
1004,3.0
1005,1.0
1006,6.0
1007,4.0
1008,6.0
1009,1.0
1010,1.0
1011,3.0
1012,3.0
1013,0.0
1014,1.0
1015,1.0
1016,2.0
1017,0.0
1018,0.0
1019,4.0
1020,2.0
1021,2.0
1022,0.0
1023,1.0
1024,2.0
1025,4.0
1026,1.0
1027,1.0
1028,1.0
1029,0.0
1030,2.0
1031,6.0
1032,3.0
1033,3.0
1034,1.0
1035,8.0
1036,0.0
1037,6.0
1038,3.0
1039,1.0
1040,5.0
1041,3.0
1042,1.0
1043,0.0
1044,3.0
1045,0.0
1046,0.0
1047,0.0
1048,2.0
1049,3.0
1050,3.0
1051,4.0
1052,2.0
1053,0.0
1054,3.0
1055,2.0
1056,1.0
1057,1.0
1058,6.0
1059,3.0
1060,6.0
1061,2.0
1062,3.0
1063,0.0
1064,0.0
1065,8.0
1066,0.0
1067,3.0
1068,1.0
1069,2.0
1070,10.0
1071,3.0
1072,1.0
1073,2.0
1074,2.0
1075,3.0
1076,1.0
1077,0.0
1078,0.0
1079,7.0
1080,2.0
1081,2.0
1082,5.0
1083,1.0
1084,4.0
1085,1.0
1086,6.0
1087,0.0
1088,1.0
1089,3.0
1090,0.0
1091,0.0
1092,2.0
1093,3.0
1094,0.0
1095,5.0
1096,4.0
1097,1.0
1098,0.0
1099,2.0
1100,1.0
1101,8.0
1102,8.0
1103,2.0
1104,3.0
1105,1.0
1106,4.0
1107,1.0
1108,1.0
1109,2.0
1110,1.0
1111,7.0
1112,3.0
1113,1.0
1114,4.0
1115,9.0
1116,0.0
1117,1.0
1118,17.0
1119,4.0
1120,9.0
1121,1.0
1122,2.0
1123,0.0
1124,7.0
1125,0.0
1126,3.0
1127,1.0
1128,1.0
1129,0.0
1130,0.0
1131,2.0
1132,2.0
1133,5.0
1134,6.0
1135,1.0
1136,0.0
1137,0.0
1138,8.0
1139,4.0
1140,0.0
1141,6.0
1142,0.0
1143,0.0
1144,4.0
1145,0.0
1146,2.0
1147,1.0
1148,0.0
1149,9.0
1150,3.0
1151,0.0
1152,0.0
1153,1.0
1154,0.0
1155,0.0
1156,3.0
1157,2.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,11.0
1163,6.0
1164,0.0
1165,3.0
1166,0.0
1167,4.0
1168,7.0
1169,6.0
1170,6.0
1171,0.0
1172,0.0
1173,0.0
1174,3.0
1175,3.0
1176,8.0
1177,0.0
1178,1.0
1179,1.0
1180,0.0
1181,2.0
1182,5.0
1183,4.0
1184,0.0
1185,4.0
1186,7.0
1187,2.0
1188,3.0
1189,7.0
1190,3.0
1191,1.0
1192,0.0
1193,0.0
1194,4.0
1195,7.0
1196,5.0
1197,4.0
1198,0.0
1199,0.0
1200,4.0
1201,2.0
1202,1.0
1203,5.0
1204,4.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,2.0
1212,1.0
1213,5.0
1214,1.0
1215,18.0
1216,1.0
1217,3.0
1218,4.0
1219,4.0
1220,2.0
1221,3.0
1222,1.0
1223,9.0
1224,5.0
1225,2.0
1226,3.0
1227,3.0
1228,2.0
1229,1.0
1230,5.0
1231,5.0
1232,2.0
1233,0.0
1234,4.0
1235,3.0
1236,3.0
1237,2.0
1238,4.0
1239,0.0
1240,0.0
1241,0.0
1242,5.0
1243,0.0
1244,7.0
1245,3.0
1246,7.0
1247,0.0
1248,1.0
1249,0.0
1250,3.0
1251,10.0
1252,5.0
1253,1.0
1254,0.0
1255,2.0
1256,0.0
1257,0.0
1258,1.0
1259,3.0
1260,7.0
1261,1.0
1262,3.0
1263,4.0
1264,0.0
1265,3.0
1266,0.0
1267,6.0
1268,3.0
1269,3.0
1270,6.0
1271,8.0
1272,10.0
1273,1.0
1274,1.0
1275,0.0
1276,0.0
1277,1.0
1278,4.0
1279,5.0
1280,0.0
1281,5.0
1282,2.0
1283,2.0
1284,3.0
1285,1.0
1286,1.0
1287,0.0
1288,6.0
1289,1.0
1290,2.0
1291,1.0
1292,0.0
1293,6.0
1294,1.0
1295,0.0
1296,0.0
1297,8.0
1298,10.0
1299,2.0
1300,2.0
1301,2.0
1302,1.0
1303,4.0
1304,2.0
1305,0.0
1306,2.0
1307,0.0
1308,1.0
1309,1.0
1310,6.0
1311,7.0
1312,0.0
1313,1.0
1314,3.0
1315,1.0
1316,4.0
1317,0.0
1318,0.0
1319,1.0
1320,4.0
1321,2.0
1322,2.0
1323,5.0
1324,2.0
1325,3.0
1326,5.0
1327,1.0
1328,6.0
1329,1.0
1330,9.0
1331,1.0
1332,5.0
1333,0.0
1334,0.0
1335,5.0
1336,0.0
1337,3.0
1338,0.0
1339,1.0
1340,4.0
1341,2.0
1342,11.0
1343,0.0
1344,1.0
1345,1.0
1346,6.0
1347,3.0
1348,0.0
1349,3.0
1350,2.0
1351,7.0
1352,5.0
1353,5.0
1354,4.0
1355,2.0
1356,2.0
1357,1.0
1358,3.0
1359,2.0
1360,4.0
1361,5.0
1362,4.0
1363,2.0
1364,1.0
1365,3.0
1366,0.0
1367,6.0
1368,4.0
1369,2.0
1370,4.0
1371,5.0
1372,3.0
1373,12.0
1374,5.0
1375,5.0
1376,8.0
1377,6.0
1378,0.0
1379,2.0
1380,2.0
1381,0.0
1382,0.0
1383,0.0
1384,1.0
1385,2.0
1386,5.0
1387,1.0
1388,0.0
1389,0.0
1390,1.0
1391,1.0
1392,8.0
1393,0.0
1394,1.0
1395,0.0
1396,14.0
1397,4.0
1398,4.0
1399,1.0
1400,0.0
1401,3.0
1402,6.0
1403,2.0
1404,0.0
1405,4.0
1406,1.0
1407,3.0
1408,1.0
1409,0.0
1410,3.0
1411,7.0
1412,0.0
1413,2.0
1414,5.0
1415,1.0
1416,11.0
1417,10.0
1418,0.0
1419,0.0
1420,8.0
1421,5.0
1422,2.0
1423,7.0
1424,1.0
1425,9.0
1426,4.0
1427,4.0
1428,0.0
1429,5.0
1430,0.0
1431,2.0
1432,0.0
1433,1.0
1434,2.0
1435,6.0
1436,0.0
1437,0.0
1438,4.0
1439,0.0
1440,3.0
1441,5.0
1442,3.0
1443,3.0
1444,7.0
1445,7.0
1446,5.0
1447,3.0
1448,0.0
1449,4.0
1450,0.0
1451,8.0
1452,7.0
1453,0.0
1454,1.0
1455,3.0
1456,3.0
1457,1.0
1458,2.0
1459,3.0
1460,8.0
1461,10.0
1462,0.0
1463,1.0
1464,0.0
1465,3.0
1466,12.0
1467,3.0
1468,4.0
1469,0.0
1470,6.0
1471,5.0
1472,2.0
1473,6.0
1474,1.0
1475,0.0
1476,4.0
1477,11.0
1478,4.0
1479,0.0
1480,4.0
1481,5.0
1482,2.0
1483,12.0
1484,0.0
1485,7.0
1486,9.0
1487,7.0
1488,3.0
1489,0.0
1490,0.0
1491,6.0
1492,1.0
1493,3.0
1494,1.0
1495,5.0
1496,2.0
1497,8.0
1498,1.0
1499,7.0
1500,0.0
1501,0.0
1502,2.0
1503,1.0
1504,10.0
1505,2.0
1506,6.0
1507,0.0
1508,3.0
1509,1.0
1510,4.0
1511,1.0
1512,0.0
1513,0.0
1514,1.0
1515,2.0
1516,6.0
1517,0.0
1518,0.0
1519,7.0
1520,0.0
1521,0.0
1522,0.0
1523,1.0
1524,4.0
1525,0.0
1526,6.0
1527,1.0
1528,0.0
1529,0.0
1530,0.0
1531,2.0
1532,3.0
1533,1.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,6.0
1539,4.0
1540,5.0
1541,0.0
1542,1.0
1543,5.0
1544,5.0
1545,0.0
1546,1.0
1547,11.0
1548,7.0
1549,6.0
1550,7.0
1551,3.0
1552,4.0
1553,0.0
1554,2.0
1555,0.0
1556,1.0
1557,0.0
1558,0.0
1559,1.0
1560,7.0
1561,3.0
1562,5.0
1563,3.0
1564,7.0
1565,11.0
1566,11.0
1567,4.0
1568,0.0
1569,2.0
1570,2.0
1571,2.0
1572,3.0
1573,10.0
1574,4.0
1575,3.0
1576,10.0
1577,6.0
1578,1.0
1579,0.0
1580,0.0
1581,0.0
1582,1.0
1583,7.0
1584,3.0
1585,0.0
1586,0.0
1587,0.0
1588,2.0
1589,6.0
1590,1.0
1591,3.0
1592,1.0
1593,9.0
1594,5.0
1595,7.0
1596,6.0
1597,1.0
1598,3.0
1599,1.0
1600,7.0
1601,9.0
1602,5.0
1603,6.0
1604,1.0
1605,0.0
1606,6.0
1607,6.0
1608,1.0
1609,7.0
1610,5.0
1611,3.0
1612,2.0
1613,0.0
1614,3.0
1615,1.0
1616,0.0
1617,0.0
1618,3.0
1619,0.0
1620,0.0
1621,0.0
1622,5.0
1623,0.0
1624,0.0
1625,0.0
1626,2.0
1627,0.0
1628,0.0
1629,0.0
1630,2.0
1631,0.0
1632,3.0
1633,0.0
1634,3.0
1635,4.0
1636,0.0
1637,7.0
1638,7.0
1639,10.0
1640,4.0
1641,2.0
1642,5.0
1643,6.0
1644,11.0
1645,3.0
1646,2.0
1647,11.0
1648,0.0
1649,11.0
1650,2.0
1651,2.0
1652,9.0
1653,2.0
1654,8.0
1655,3.0
1656,0.0
1657,1.0
1658,10.0
1659,6.0
1660,5.0
1661,4.0
1662,2.0
1663,0.0
1664,6.0
1665,10.0
1666,3.0
1667,0.0
1668,1.0
1669,6.0
1670,4.0
1671,2.0
1672,1.0
1673,2.0
1674,1.0
1675,0.0
1676,14.0
1677,3.0
1678,3.0
1679,3.0
1680,2.0
1681,4.0
1682,3.0
1683,1.0
1684,4.0
1685,7.0
1686,1.0
1687,8.0
1688,2.0
1689,6.0
1690,4.0
1691,2.0
1692,0.0
1693,12.0
1694,1.0
1695,9.0
1696,0.0
1697,2.0
1698,0.0
1699,5.0
1700,2.0
1701,0.0
1702,5.0
1703,3.0
1704,3.0
1705,0.0
1706,7.0
1707,2.0
1708,8.0
1709,0.0
1710,1.0
1711,3.0
1712,0.0
1713,0.0
1714,0.0
1715,2.0
1716,3.0
1717,0.0
1718,0.0
1719,6.0
1720,3.0
1721,3.0
1722,4.0
1723,2.0
1724,2.0
1725,2.0
1726,9.0
1727,2.0
1728,7.0
1729,0.0
1730,5.0
1731,1.0
1732,5.0
1733,2.0
1734,8.0
1735,0.0
1736,16.0
1737,10.0
1738,2.0
1739,4.0
1740,2.0
1741,6.0
1742,0.0
1743,5.0
1744,4.0
1745,8.0
1746,2.0
1747,0.0
1748,0.0
1749,9.0
1750,4.0
1751,0.0
1752,6.0
1753,9.0
1754,0.0
1755,3.0
1756,0.0
1757,1.0
1758,2.0
1759,3.0
1760,2.0
1761,5.0
1762,6.0
1763,10.0
1764,0.0
1765,2.0
1766,5.0
1767,1.0
1768,3.0
1769,9.0
1770,1.0
1771,1.0
1772,5.0
1773,0.0
1774,0.0
1775,6.0
1776,1.0
1777,6.0
1778,0.0
1779,5.0
1780,0.0
1781,8.0
1782,1.0
1783,12.0
1784,7.0
1785,4.0
1786,14.0
1787,10.0
1788,1.0
1789,2.0
1790,7.0
1791,2.0
1792,3.0
1793,3.0
1794,3.0
1795,3.0
1796,2.0
1797,0.0
1798,2.0
1799,3.0
1800,2.0
1801,5.0
1802,1.0
1803,2.0
1804,10.0
1805,7.0
1806,5.0
1807,7.0
1808,5.0
1809,3.0
1810,0.0
1811,1.0
1812,1.0
1813,1.0
1814,5.0
1815,2.0
1816,0.0
1817,1.0
1818,3.0
1819,0.0
1820,5.0
1821,0.0
1822,6.0
1823,0.0
1824,1.0
1825,5.0
1826,1.0
1827,1.0
1828,4.0
1829,8.0
1830,2.0
1831,1.0
1832,7.0
1833,8.0
1834,2.0
1835,4.0
1836,0.0
1837,3.0
1838,0.0
1839,3.0
1840,0.0
1841,0.0
1842,1.0
1843,3.0
1844,2.0
1845,0.0
1846,1.0
1847,0.0
1848,3.0
1849,2.0
1850,6.0
1851,5.0
1852,6.0
1853,0.0
1854,0.0
1855,4.0
1856,1.0
1857,1.0
1858,4.0
1859,4.0
1860,0.0
1861,3.0
1862,6.0
1863,4.0
1864,1.0
1865,5.0
1866,6.0
1867,4.0
1868,6.0
1869,1.0
1870,2.0
1871,10.0
1872,0.0
1873,2.0
1874,0.0
1875,3.0
1876,8.0
1877,4.0
1878,2.0
1879,8.0
1880,1.0
1881,2.0
1882,7.0
1883,4.0
1884,2.0
1885,4.0
1886,7.0
1887,4.0
1888,2.0
1889,4.0
1890,2.0
1891,16.0
1892,0.0
1893,3.0
1894,0.0
1895,5.0
1896,6.0
1897,1.0
1898,1.0
1899,2.0
1900,5.0
1901,0.0
1902,6.0
1903,4.0
1904,5.0
1905,3.0
1906,7.0
1907,5.0
1908,8.0
1909,4.0
1910,2.0
1911,15.0
1912,1.0
1913,4.0
1914,2.0
1915,3.0
1916,0.0
1917,5.0
1918,0.0
1919,4.0
1920,1.0
1921,5.0
1922,1.0
1923,8.0
1924,0.0
1925,8.0
1926,2.0
1927,0.0
1928,3.0
1929,1.0
1930,0.0
1931,0.0
1932,5.0
1933,0.0
1934,0.0
1935,2.0
1936,11.0
1937,10.0
1938,1.0
1939,2.0
1940,4.0
1941,9.0
1942,0.0
1943,0.0
1944,3.0
1945,1.0
1946,0.0
1947,1.0
1948,4.0
1949,0.0
1950,0.0
1951,7.0
1952,0.0
1953,10.0
1954,0.0
1955,0.0
1956,5.0
1957,2.0
1958,6.0
1959,0.0
1960,2.0
1961,3.0
1962,0.0
1963,4.0
1964,5.0
1965,6.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,1.0
1971,0.0
1972,0.0
1973,2.0
1974,4.0
1975,2.0
1976,1.0
1977,1.0
1978,5.0
1979,9.0
1980,1.0
1981,5.0
1982,0.0
1983,0.0
1984,1.0
1985,3.0
1986,6.0
1987,2.0
1988,6.0
1989,3.0
1990,1.0
1991,2.0
1992,2.0
1993,0.0
1994,2.0
1995,7.0
1996,0.0
1997,1.0
1998,3.0
1999,2.0
2000,5.0
2001,1.0
2002,3.0
2003,11.0
2004,2.0
2005,0.0
2006,8.0
2007,6.0
2008,0.0
2009,0.0
2010,2.0
2011,8.0
2012,1.0
2013,2.0
2014,3.0
2015,3.0
2016,3.0
2017,3.0
2018,11.0
2019,0.0
2020,1.0
2021,0.0
2022,11.0
2023,6.0
2024,0.0
2025,0.0
2026,6.0
2027,4.0
2028,2.0
2029,0.0
2030,2.0
2031,2.0
2032,0.0
2033,1.0
2034,0.0
2035,2.0
2036,3.0
2037,0.0
2038,0.0
2039,1.0
2040,3.0
2041,5.0
2042,0.0
2043,0.0
2044,4.0
2045,1.0
2046,1.0
2047,3.0
2048,3.0
2049,3.0
2050,3.0
2051,0.0
2052,0.0
2053,12.0
2054,3.0
2055,2.0
2056,8.0
2057,2.0
2058,2.0
2059,5.0
2060,3.0
2061,5.0
2062,3.0
2063,4.0
2064,1.0
2065,8.0
2066,7.0
2067,0.0
2068,5.0
2069,0.0
2070,0.0
2071,3.0
2072,0.0
2073,1.0
2074,5.0
2075,6.0
2076,0.0
2077,3.0
2078,0.0
2079,0.0
2080,3.0
2081,2.0
2082,0.0
2083,4.0
2084,4.0
2085,8.0
2086,2.0
2087,0.0
2088,4.0
2089,0.0
2090,0.0
2091,1.0
2092,3.0
2093,1.0
2094,9.0
2095,5.0
2096,1.0
2097,4.0
2098,1.0
2099,4.0
2100,1.0
2101,8.0
2102,0.0
2103,2.0
2104,0.0
2105,4.0
2106,6.0
2107,0.0
2108,7.0
2109,4.0
2110,2.0
2111,0.0
2112,1.0
2113,3.0
2114,0.0
2115,0.0
2116,1.0
2117,1.0
2118,4.0
2119,0.0
2120,2.0
2121,3.0
2122,0.0
2123,9.0
2124,9.0
2125,2.0
2126,0.0
2127,0.0
2128,1.0
2129,1.0
2130,0.0
2131,6.0
2132,1.0
2133,0.0
2134,0.0
2135,3.0
2136,0.0
2137,1.0
2138,0.0
2139,1.0
2140,0.0
