,Adgrb1
46063,8.0
46064,0.0
46065,1.0
46066,0.0
46067,19.0
46068,5.0
46069,3.0
46070,0.0
46071,0.0
46072,0.0
46073,4.0
46074,21.0
46075,3.0
46076,0.0
46077,11.0
46078,8.0
46079,11.0
46080,0.0
46081,0.0
46082,13.0
46083,6.0
46084,9.0
46085,10.0
46086,5.0
46087,13.0
46088,0.0
46089,11.0
46090,0.0
46091,8.0
46092,6.0
46093,14.0
46094,7.0
46095,2.0
46096,0.0
46097,0.0
46098,7.0
46099,4.0
46100,14.0
46101,9.0
46102,12.0
46103,2.0
46104,11.0
46105,2.0
46106,1.0
46107,2.0
46108,21.0
46109,0.0
46110,11.0
46111,15.0
46112,7.0
46113,3.0
46114,13.0
46115,1.0
46116,3.0
46117,7.0
46118,7.0
46119,8.0
46120,2.0
46121,1.0
46122,13.0
46123,2.0
46124,15.0
46125,3.0
46126,3.0
46127,2.0
46128,2.0
46129,4.0
46130,7.0
46131,1.0
46132,10.0
46133,9.0
46134,0.0
46135,2.0
46136,5.0
46137,0.0
46138,5.0
46139,2.0
46140,6.0
46141,12.0
46142,4.0
46143,15.0
46144,0.0
46145,0.0
46146,6.0
46147,4.0
46148,0.0
46149,29.0
46150,30.0
46151,1.0
46152,2.0
46153,0.0
46154,0.0
46155,3.0
46156,10.0
46157,1.0
46158,7.0
46159,0.0
46160,1.0
46161,11.0
46162,0.0
46163,43.0
46164,24.0
46165,0.0
46166,11.0
46167,19.0
46168,3.0
46169,15.0
46170,1.0
46171,0.0
46172,4.0
46173,1.0
46174,4.0
46175,24.0
46176,3.0
46177,0.0
46178,17.0
46179,7.0
46180,7.0
46181,25.0
46182,0.0
46183,0.0
46184,0.0
46185,3.0
46186,3.0
46187,1.0
46188,0.0
46189,5.0
46190,9.0
46191,7.0
46192,18.0
46193,0.0
46194,10.0
46195,1.0
46196,0.0
46197,12.0
46198,4.0
46199,0.0
46200,0.0
46201,2.0
46202,7.0
46203,22.0
46204,10.0
46205,6.0
46206,3.0
46207,3.0
46208,5.0
46209,3.0
46210,4.0
46211,10.0
46212,10.0
46213,9.0
46214,0.0
46215,3.0
46216,1.0
46217,15.0
46218,4.0
46219,0.0
46220,17.0
46221,1.0
46222,11.0
46223,18.0
46224,22.0
46225,9.0
46226,14.0
46227,16.0
46228,6.0
46229,1.0
46230,0.0
46231,0.0
46232,5.0
46233,12.0
46234,16.0
46235,0.0
46236,30.0
46237,1.0
46238,4.0
46239,18.0
46240,1.0
46241,13.0
46242,17.0
46243,0.0
46244,0.0
46245,1.0
46246,4.0
46247,4.0
46248,4.0
46249,3.0
46250,14.0
46251,6.0
46252,22.0
46253,7.0
46254,2.0
46255,9.0
46256,0.0
46257,1.0
46258,1.0
46259,1.0
46260,7.0
46261,3.0
46262,1.0
46263,6.0
46264,12.0
46265,2.0
46266,11.0
46267,23.0
46268,23.0
46269,7.0
46270,0.0
46271,9.0
46272,1.0
46273,12.0
46274,11.0
46275,10.0
46276,0.0
46277,4.0
46278,16.0
46279,4.0
46280,12.0
46281,9.0
46282,14.0
46283,25.0
46284,0.0
46285,5.0
46286,8.0
46287,10.0
46288,14.0
46289,15.0
46290,9.0
46291,21.0
46292,10.0
46293,12.0
46294,14.0
46295,8.0
46296,12.0
46297,4.0
46298,5.0
46299,13.0
46300,10.0
46301,3.0
46302,10.0
46303,0.0
46304,1.0
46305,1.0
46306,13.0
46307,8.0
46308,5.0
46309,5.0
46310,7.0
46311,4.0
46312,0.0
46313,12.0
46314,13.0
46315,0.0
46316,0.0
46317,9.0
46318,9.0
46319,9.0
46320,5.0
46321,10.0
46322,13.0
46323,14.0
46324,5.0
46325,9.0
46326,5.0
46327,14.0
46328,0.0
46329,2.0
46330,3.0
46331,12.0
46332,16.0
46333,15.0
46334,2.0
46335,9.0
46336,16.0
46337,3.0
46338,23.0
46339,2.0
46340,6.0
46341,7.0
46342,10.0
46343,0.0
46344,16.0
46345,1.0
46346,3.0
46347,16.0
46348,1.0
46349,4.0
46350,7.0
46351,1.0
46352,6.0
46353,5.0
46354,7.0
46355,18.0
46356,1.0
46357,1.0
46358,0.0
46359,11.0
46360,0.0
46361,0.0
46362,6.0
46363,2.0
46364,15.0
46365,1.0
46366,7.0
46367,6.0
46368,1.0
46369,6.0
46370,0.0
46371,9.0
46372,1.0
46373,19.0
46374,15.0
46375,3.0
46376,2.0
46377,10.0
46378,5.0
46379,10.0
46380,4.0
46381,5.0
46382,13.0
46383,3.0
46384,0.0
46385,1.0
46386,18.0
46387,7.0
46388,6.0
46389,7.0
46390,0.0
46391,4.0
46392,3.0
46393,2.0
46394,0.0
46395,10.0
46396,12.0
46397,3.0
46398,0.0
46399,10.0
46400,0.0
46401,7.0
46402,1.0
46403,9.0
46404,11.0
46405,9.0
46406,6.0
46407,22.0
46408,0.0
46409,3.0
46410,0.0
46411,4.0
46412,3.0
46413,4.0
46414,3.0
46415,4.0
46416,11.0
46417,0.0
46418,0.0
46419,0.0
46420,6.0
46421,0.0
46422,0.0
46423,1.0
46424,4.0
46425,3.0
46426,0.0
46427,10.0
46428,3.0
46429,1.0
46430,14.0
46431,13.0
46432,0.0
46433,0.0
46434,0.0
46435,1.0
46436,8.0
46437,0.0
46438,12.0
46439,4.0
46440,0.0
46441,5.0
46442,10.0
46443,0.0
46444,6.0
46445,0.0
46446,3.0
46447,1.0
46448,5.0
46449,2.0
46450,0.0
46451,4.0
46452,6.0
46453,0.0
46454,2.0
46455,2.0
46456,2.0
46457,0.0
46458,10.0
46459,1.0
46460,2.0
46461,0.0
46462,0.0
46463,2.0
46464,0.0
46465,2.0
46466,1.0
46467,0.0
46468,0.0
46469,0.0
46470,0.0
46471,1.0
46472,2.0
46473,0.0
46474,0.0
46475,0.0
46476,0.0
46477,1.0
46478,0.0
46479,0.0
46480,1.0
46481,2.0
46482,1.0
46483,1.0
46484,4.0
46485,0.0
46486,0.0
46487,0.0
46488,0.0
46489,0.0
46490,3.0
46491,0.0
46492,1.0
46493,0.0
46494,0.0
46495,1.0
46496,0.0
46497,2.0
46498,0.0
46499,0.0
46500,1.0
46501,0.0
46502,0.0
46503,1.0
46504,1.0
46505,0.0
46506,0.0
46507,0.0
46508,1.0
46509,1.0
46510,0.0
46511,1.0
46512,1.0
46513,0.0
46514,0.0
46515,0.0
46516,0.0
46517,0.0
46518,2.0
46519,0.0
46520,3.0
46521,1.0
46522,0.0
46523,0.0
46524,3.0
46525,1.0
46526,0.0
46527,3.0
46528,2.0
46529,0.0
46530,7.0
46531,0.0
46532,0.0
46533,1.0
46534,0.0
46535,2.0
46536,0.0
46537,1.0
46538,0.0
46539,0.0
46540,0.0
46541,1.0
46542,1.0
46543,1.0
46544,0.0
46545,0.0
46546,0.0
46547,0.0
46548,2.0
46549,1.0
46550,1.0
46551,0.0
46552,0.0
46553,0.0
46554,0.0
46555,0.0
46556,0.0
46557,0.0
46558,1.0
46559,0.0
46560,3.0
46561,0.0
46562,1.0
46563,0.0
46564,1.0
46565,1.0
46566,2.0
46567,0.0
46568,1.0
46569,5.0
46570,9.0
46571,1.0
46572,3.0
46573,1.0
46574,0.0
46575,2.0
46576,0.0
46577,0.0
46578,1.0
46579,1.0
46580,0.0
46581,1.0
46582,4.0
46583,3.0
46584,0.0
46585,0.0
46586,0.0
46587,0.0
46588,0.0
46589,0.0
46590,0.0
46591,2.0
46592,0.0
46593,0.0
46594,0.0
46595,0.0
46596,0.0
46597,1.0
46598,0.0
46599,2.0
46600,2.0
46601,5.0
46602,0.0
46603,0.0
46604,0.0
46605,1.0
46606,0.0
46607,4.0
46608,0.0
46609,0.0
46610,0.0
46611,3.0
46612,0.0
46613,1.0
46614,0.0
46615,1.0
46616,1.0
46617,1.0
46618,0.0
46619,4.0
46620,1.0
46621,0.0
46622,0.0
46623,0.0
46624,0.0
46625,1.0
46626,2.0
46627,0.0
46628,0.0
46629,0.0
46630,2.0
46631,9.0
46632,6.0
46633,1.0
46634,1.0
46635,2.0
46636,5.0
46637,0.0
46638,1.0
46639,0.0
46640,1.0
46641,2.0
46642,0.0
46643,0.0
46644,2.0
46645,0.0
46646,3.0
46647,5.0
46648,0.0
46649,6.0
46650,5.0
46651,2.0
46652,0.0
46653,3.0
46654,2.0
46655,3.0
46656,1.0
46657,5.0
46658,0.0
46659,6.0
46660,1.0
46661,2.0
46662,2.0
46663,1.0
46664,3.0
46665,1.0
46666,0.0
46667,0.0
46668,4.0
46669,0.0
46670,9.0
46671,2.0
46672,0.0
46673,7.0
46674,0.0
46675,0.0
46676,0.0
46677,4.0
46678,0.0
46679,1.0
46680,1.0
46681,3.0
46682,9.0
46683,0.0
46684,7.0
46685,1.0
46686,1.0
46687,0.0
46688,0.0
46689,3.0
46690,7.0
46691,3.0
46692,0.0
46693,5.0
46694,1.0
46695,0.0
46696,1.0
46697,3.0
46698,0.0
46699,2.0
46700,0.0
46701,8.0
46702,0.0
46703,0.0
46704,1.0
46705,0.0
46706,2.0
46707,0.0
46708,2.0
46709,13.0
46710,4.0
46711,10.0
46712,7.0
46713,13.0
46714,2.0
46715,8.0
46716,6.0
46717,6.0
46718,9.0
46719,7.0
46720,8.0
46721,0.0
46722,2.0
46723,6.0
46724,6.0
46725,0.0
46726,0.0
46727,2.0
46728,1.0
46729,1.0
46730,3.0
46731,5.0
46732,1.0
46733,0.0
46734,0.0
46735,0.0
46736,4.0
46737,1.0
46738,10.0
46739,0.0
46740,6.0
46741,3.0
46742,4.0
46743,11.0
46744,3.0
46745,0.0
46746,1.0
46747,11.0
46748,1.0
46749,0.0
46750,5.0
46751,0.0
46752,1.0
46753,5.0
46754,1.0
46755,11.0
46756,1.0
46757,0.0
46758,7.0
46759,0.0
46760,8.0
46761,0.0
46762,1.0
46763,2.0
46764,13.0
46765,0.0
46766,0.0
46767,1.0
46768,1.0
46769,25.0
46770,10.0
46771,6.0
46772,0.0
46773,1.0
46774,0.0
46775,1.0
46776,0.0
46777,1.0
46778,1.0
46779,1.0
46780,0.0
46781,4.0
46782,0.0
46783,17.0
46784,12.0
46785,4.0
46786,3.0
46787,2.0
46788,0.0
46789,1.0
46790,0.0
46791,2.0
46792,6.0
46793,10.0
46794,1.0
46795,5.0
46796,0.0
46797,1.0
46798,2.0
46799,1.0
46800,2.0
46801,2.0
46802,8.0
46803,12.0
46804,6.0
46805,5.0
46806,6.0
46807,9.0
46808,13.0
46809,0.0
46810,2.0
46811,7.0
46812,9.0
46813,1.0
46814,8.0
46815,0.0
46816,0.0
46817,0.0
46818,1.0
46819,9.0
46820,5.0
46821,4.0
46822,0.0
46823,5.0
46824,0.0
46825,1.0
46826,2.0
46827,0.0
46828,0.0
46829,0.0
46830,0.0
46831,5.0
46832,0.0
46833,0.0
46834,0.0
46835,3.0
46836,0.0
46837,1.0
46838,0.0
46839,3.0
46840,1.0
46841,11.0
46842,0.0
46843,0.0
46844,1.0
46845,3.0
46846,1.0
46847,0.0
46848,0.0
46849,0.0
46850,4.0
46851,1.0
46852,3.0
46853,0.0
46854,0.0
46855,1.0
46856,0.0
46857,0.0
46858,5.0
46859,0.0
46860,0.0
46861,10.0
46862,3.0
46863,2.0
46864,0.0
46865,0.0
46866,5.0
46867,0.0
46868,6.0
46869,0.0
46870,0.0
46871,0.0
46872,2.0
46873,4.0
46874,0.0
46875,4.0
46876,2.0
46877,1.0
46878,1.0
46879,4.0
46880,19.0
46881,7.0
46882,10.0
46883,1.0
46884,8.0
46885,3.0
46886,4.0
46887,0.0
46888,0.0
46889,0.0
46890,9.0
46891,0.0
46892,1.0
46893,21.0
46894,1.0
46895,0.0
46896,5.0
46897,14.0
46898,6.0
46899,8.0
46900,1.0
46901,6.0
46902,0.0
46903,2.0
46904,1.0
46905,1.0
46906,0.0
46907,1.0
46908,2.0
46909,0.0
46910,0.0
46911,1.0
46912,0.0
46913,6.0
46914,0.0
46915,0.0
46916,17.0
46917,0.0
46918,1.0
46919,0.0
46920,6.0
46921,0.0
46922,0.0
46923,0.0
46924,0.0
46925,7.0
46926,2.0
46927,6.0
46928,2.0
46929,0.0
46930,0.0
46931,0.0
46932,0.0
46933,0.0
46934,1.0
46935,1.0
46936,0.0
46937,8.0
46938,5.0
46939,2.0
46940,0.0
46941,3.0
46942,7.0
46943,1.0
46944,5.0
46945,0.0
46946,9.0
46947,5.0
46948,0.0
46949,2.0
46950,15.0
46951,7.0
46952,1.0
46953,0.0
46954,5.0
46955,5.0
46956,2.0
46957,5.0
46958,0.0
46959,2.0
46960,3.0
46961,5.0
46962,3.0
46963,7.0
46964,4.0
46965,2.0
46966,1.0
46967,3.0
46968,5.0
46969,5.0
46970,0.0
46971,0.0
46972,3.0
46973,5.0
46974,0.0
46975,1.0
46976,1.0
46977,10.0
46978,1.0
46979,2.0
46980,1.0
46981,2.0
46982,6.0
46983,7.0
46984,12.0
46985,4.0
46986,15.0
46987,7.0
46988,3.0
46989,1.0
46990,0.0
46991,1.0
46992,1.0
46993,9.0
46994,0.0
46995,10.0
46996,3.0
46997,1.0
46998,13.0
46999,5.0
47000,6.0
47001,10.0
47002,1.0
47003,2.0
47004,1.0
47005,2.0
47006,8.0
47007,1.0
47008,4.0
47009,2.0
47010,9.0
47011,7.0
47012,4.0
47013,8.0
47014,15.0
47015,0.0
47016,0.0
47017,3.0
47018,0.0
47019,3.0
47020,2.0
47021,8.0
47022,2.0
47023,0.0
47024,8.0
47025,4.0
47026,2.0
47027,3.0
47028,1.0
47029,1.0
47030,14.0
47031,13.0
47032,1.0
47033,2.0
47034,4.0
47035,1.0
47036,1.0
47037,4.0
47038,0.0
47039,0.0
47040,2.0
47041,10.0
47042,1.0
47043,0.0
47044,3.0
47045,3.0
47046,3.0
47047,1.0
47048,1.0
47049,0.0
47050,3.0
47051,9.0
47052,1.0
47053,7.0
47054,13.0
47055,1.0
47056,5.0
47057,6.0
47058,4.0
47059,2.0
47060,4.0
47061,0.0
47062,13.0
47063,0.0
47064,4.0
47065,1.0
47066,0.0
47067,2.0
47068,7.0
47069,14.0
47070,9.0
47071,7.0
47072,0.0
47073,0.0
47074,1.0
47075,1.0
47076,1.0
47077,6.0
47078,0.0
47079,0.0
47080,6.0
47081,1.0
47082,4.0
47083,1.0
47084,6.0
47085,11.0
47086,3.0
47087,12.0
47088,2.0
47089,3.0
47090,5.0
47091,2.0
47092,10.0
47093,1.0
47094,7.0
47095,1.0
47096,4.0
47097,2.0
47098,1.0
47099,1.0
47100,1.0
47101,0.0
47102,10.0
47103,4.0
47104,0.0
47105,7.0
47106,2.0
47107,1.0
47108,7.0
47109,1.0
47110,0.0
47111,7.0
47112,4.0
47113,2.0
47114,9.0
47115,0.0
47116,1.0
47117,1.0
47118,1.0
47119,1.0
47120,0.0
47121,2.0
47122,10.0
47123,1.0
47124,0.0
47125,2.0
47126,12.0
47127,1.0
47128,3.0
47129,4.0
47130,12.0
47131,2.0
47132,1.0
47133,5.0
47134,0.0
47135,1.0
47136,11.0
47137,10.0
47138,3.0
47139,0.0
47140,1.0
47141,16.0
47142,0.0
47143,0.0
47144,1.0
47145,5.0
47146,2.0
47147,3.0
47148,5.0
47149,1.0
47150,1.0
47151,8.0
47152,4.0
47153,8.0
47154,8.0
47155,2.0
47156,0.0
47157,9.0
47158,1.0
47159,1.0
47160,1.0
47161,3.0
47162,4.0
47163,14.0
47164,2.0
47165,11.0
47166,2.0
47167,13.0
47168,5.0
47169,11.0
47170,3.0
47171,0.0
47172,15.0
47173,3.0
47174,7.0
47175,5.0
47176,0.0
47177,9.0
47178,0.0
47179,19.0
47180,1.0
47181,0.0
47182,0.0
47183,13.0
47184,1.0
47185,3.0
47186,1.0
47187,1.0
47188,0.0
47189,1.0
47190,0.0
47191,4.0
47192,1.0
47193,0.0
47194,7.0
47195,3.0
47196,1.0
47197,1.0
47198,1.0
47199,0.0
47200,4.0
47201,4.0
47202,0.0
47203,2.0
47204,0.0
47205,0.0
47206,16.0
47207,0.0
47208,2.0
47209,6.0
47210,0.0
47211,2.0
47212,2.0
47213,3.0
47214,1.0
47215,7.0
47216,0.0
47217,5.0
47218,2.0
47219,0.0
47220,2.0
47221,7.0
47222,0.0
47223,0.0
47224,6.0
47225,9.0
47226,0.0
47227,3.0
47228,0.0
47229,4.0
47230,0.0
47231,0.0
47232,2.0
47233,5.0
47234,2.0
47235,3.0
47236,2.0
47237,0.0
47238,1.0
47239,0.0
47240,1.0
47241,12.0
47242,1.0
47243,0.0
47244,1.0
47245,1.0
47246,5.0
47247,13.0
47248,2.0
47249,9.0
47250,0.0
47251,0.0
47252,4.0
47253,8.0
47254,0.0
47255,2.0
47256,2.0
47257,2.0
47258,2.0
47259,0.0
47260,0.0
47261,2.0
47262,2.0
47263,2.0
47264,3.0
47265,5.0
47266,0.0
47267,2.0
47268,0.0
47269,3.0
47270,0.0
47271,2.0
47272,0.0
47273,2.0
47274,0.0
47275,2.0
47276,0.0
47277,0.0
47278,1.0
47279,3.0
47280,5.0
47281,5.0
47282,1.0
47283,6.0
47284,3.0
47285,0.0
47286,5.0
47287,15.0
47288,0.0
47289,2.0
47290,0.0
47291,3.0
47292,4.0
47293,3.0
47294,0.0
47295,0.0
47296,7.0
47297,9.0
47298,8.0
47299,0.0
47300,0.0
47301,11.0
47302,0.0
47303,1.0
47304,2.0
47305,4.0
47306,9.0
47307,2.0
47308,0.0
47309,2.0
47310,1.0
47311,11.0
47312,1.0
47313,1.0
47314,0.0
47315,1.0
47316,0.0
47317,0.0
47318,1.0
47319,8.0
47320,5.0
47321,6.0
47322,4.0
47323,1.0
47324,0.0
47325,4.0
47326,7.0
47327,2.0
47328,1.0
47329,6.0
47330,4.0
47331,4.0
47332,1.0
47333,3.0
47334,3.0
47335,1.0
47336,1.0
47337,14.0
47338,1.0
47339,0.0
47340,3.0
47341,6.0
47342,16.0
47343,2.0
47344,1.0
47345,2.0
47346,2.0
47347,0.0
47348,1.0
47349,3.0
47350,0.0
47351,2.0
47352,0.0
47353,4.0
47354,0.0
47355,11.0
47356,2.0
47357,4.0
47358,0.0
47359,18.0
47360,4.0
47361,0.0
47362,16.0
47363,1.0
47364,3.0
47365,2.0
47366,1.0
47367,10.0
47368,0.0
47369,5.0
47370,1.0
47371,3.0
47372,3.0
47373,1.0
47374,0.0
47375,1.0
47376,3.0
47377,3.0
47378,3.0
47379,0.0
47380,0.0
47381,12.0
47382,2.0
47383,2.0
47384,7.0
47385,1.0
47386,7.0
47387,0.0
47388,2.0
47389,3.0
47390,1.0
47391,2.0
47392,0.0
47393,0.0
47394,7.0
47395,4.0
47396,11.0
47397,3.0
47398,5.0
47399,8.0
47400,0.0
47401,2.0
47402,2.0
47403,1.0
47404,4.0
47405,2.0
47406,4.0
47407,1.0
47408,3.0
47409,0.0
47410,0.0
47411,8.0
47412,0.0
47413,1.0
47414,8.0
47415,0.0
47416,3.0
47417,7.0
47418,2.0
47419,4.0
47420,1.0
47421,1.0
47422,3.0
47423,4.0
47424,4.0
47425,1.0
47426,0.0
47427,3.0
47428,0.0
47429,6.0
47430,6.0
47431,2.0
47432,4.0
47433,3.0
47434,0.0
47435,0.0
47436,12.0
47437,5.0
47438,12.0
47439,6.0
47440,1.0
47441,3.0
47442,3.0
47443,3.0
47444,9.0
47445,6.0
47446,0.0
47447,4.0
47448,5.0
47449,3.0
47450,2.0
47451,2.0
47452,0.0
47453,2.0
47454,0.0
47455,0.0
47456,1.0
47457,9.0
47458,7.0
47459,5.0
47460,3.0
47461,0.0
47462,1.0
47463,5.0
47464,5.0
47465,5.0
47466,10.0
47467,13.0
47468,7.0
47469,13.0
47470,0.0
47471,4.0
47472,7.0
47473,1.0
47474,11.0
47475,3.0
47476,13.0
47477,3.0
47478,4.0
47479,12.0
47480,0.0
47481,4.0
47482,1.0
47483,0.0
47484,8.0
47485,9.0
47486,7.0
47487,1.0
47488,3.0
47489,0.0
47490,1.0
47491,0.0
47492,0.0
47493,3.0
47494,0.0
47495,0.0
47496,0.0
47497,7.0
47498,1.0
47499,3.0
47500,2.0
47501,18.0
47502,7.0
47503,13.0
47504,4.0
47505,1.0
47506,6.0
47507,4.0
47508,5.0
47509,0.0
47510,7.0
47511,1.0
47512,1.0
47513,7.0
47514,9.0
47515,9.0
47516,6.0
47517,4.0
47518,7.0
47519,3.0
47520,1.0
47521,3.0
47522,4.0
47523,6.0
47524,7.0
47525,3.0
47526,3.0
47527,2.0
47528,6.0
47529,3.0
47530,1.0
47531,6.0
47532,0.0
47533,4.0
47534,11.0
47535,10.0
47536,6.0
47537,6.0
47538,11.0
47539,2.0
47540,1.0
47541,5.0
47542,2.0
47543,4.0
47544,3.0
47545,11.0
47546,6.0
47547,14.0
47548,3.0
47549,3.0
47550,3.0
47551,1.0
47552,5.0
47553,4.0
47554,1.0
47555,6.0
47556,4.0
47557,2.0
47558,0.0
47559,0.0
47560,0.0
47561,1.0
47562,4.0
47563,6.0
47564,1.0
47565,8.0
47566,1.0
47567,7.0
47568,0.0
47569,5.0
47570,1.0
47571,5.0
47572,3.0
47573,11.0
47574,2.0
47575,0.0
47576,0.0
47577,3.0
47578,1.0
47579,1.0
47580,5.0
47581,7.0
47582,3.0
47583,1.0
47584,5.0
47585,16.0
47586,14.0
47587,2.0
47588,1.0
47589,6.0
47590,8.0
47591,1.0
47592,3.0
47593,1.0
47594,3.0
47595,7.0
47596,0.0
47597,5.0
47598,0.0
47599,2.0
47600,0.0
47601,0.0
47602,1.0
47603,3.0
47604,0.0
47605,4.0
47606,0.0
47607,3.0
47608,2.0
47609,0.0
47610,4.0
47611,7.0
47612,7.0
47613,5.0
47614,7.0
47615,1.0
47616,0.0
47617,0.0
47618,10.0
47619,2.0
47620,9.0
47621,5.0
47622,7.0
47623,3.0
47624,0.0
47625,12.0
47626,0.0
47627,6.0
47628,18.0
47629,1.0
47630,1.0
47631,11.0
47632,1.0
47633,8.0
47634,3.0
47635,3.0
47636,0.0
47637,2.0
47638,6.0
47639,2.0
47640,5.0
47641,4.0
47642,5.0
47643,1.0
47644,1.0
47645,3.0
47646,1.0
47647,6.0
47648,5.0
47649,3.0
47650,14.0
47651,1.0
47652,2.0
47653,4.0
47654,0.0
47655,0.0
47656,0.0
47657,5.0
47658,0.0
47659,0.0
47660,1.0
47661,0.0
47662,2.0
47663,5.0
47664,3.0
47665,2.0
47666,9.0
47667,0.0
47668,3.0
47669,4.0
47670,4.0
47671,14.0
47672,2.0
47673,0.0
47674,0.0
47675,8.0
47676,0.0
47677,2.0
47678,6.0
47679,1.0
47680,4.0
47681,3.0
47682,10.0
47683,1.0
47684,16.0
47685,2.0
47686,0.0
47687,3.0
47688,1.0
47689,3.0
47690,0.0
47691,0.0
47692,4.0
47693,2.0
47694,2.0
47695,1.0
47696,3.0
47697,8.0
47698,9.0
47699,2.0
47700,0.0
47701,0.0
47702,2.0
47703,6.0
47704,1.0
47705,3.0
47706,6.0
47707,1.0
47708,4.0
47709,0.0
47710,0.0
47711,2.0
47712,0.0
47713,8.0
47714,6.0
47715,0.0
47716,3.0
47717,0.0
47718,5.0
47719,8.0
47720,0.0
47721,0.0
47722,0.0
47723,0.0
47724,7.0
47725,4.0
47726,2.0
47727,1.0
47728,8.0
47729,0.0
47730,0.0
47731,0.0
47732,0.0
47733,0.0
47734,6.0
47735,0.0
47736,5.0
47737,3.0
47738,9.0
47739,20.0
47740,4.0
47741,0.0
47742,6.0
47743,0.0
47744,2.0
47745,0.0
47746,4.0
47747,8.0
47748,1.0
47749,7.0
47750,8.0
47751,6.0
47752,14.0
47753,0.0
47754,0.0
47755,7.0
47756,8.0
47757,6.0
47758,11.0
47759,4.0
47760,0.0
47761,1.0
47762,0.0
47763,4.0
47764,9.0
47765,9.0
47766,0.0
47767,6.0
47768,2.0
47769,11.0
47770,7.0
47771,2.0
47772,0.0
47773,0.0
47774,5.0
47775,9.0
47776,2.0
47777,1.0
47778,6.0
47779,0.0
47780,0.0
47781,1.0
47782,4.0
47783,2.0
47784,1.0
47785,3.0
47786,1.0
47787,6.0
47788,6.0
47789,0.0
47790,11.0
47791,2.0
47792,3.0
47793,0.0
47794,2.0
47795,7.0
47796,7.0
47797,3.0
47798,4.0
47799,1.0
47800,0.0
47801,2.0
47802,14.0
47803,4.0
47804,0.0
47805,6.0
47806,2.0
47807,9.0
47808,6.0
47809,1.0
47810,5.0
47811,1.0
47812,14.0
47813,4.0
47814,0.0
47815,8.0
47816,0.0
47817,0.0
47818,1.0
47819,0.0
47820,0.0
47821,0.0
47822,9.0
47823,0.0
47824,1.0
47825,19.0
47826,1.0
47827,0.0
47828,1.0
47829,0.0
47830,0.0
47831,1.0
47832,1.0
47833,5.0
47834,0.0
47835,1.0
47836,4.0
47837,0.0
47838,1.0
47839,2.0
47840,0.0
47841,0.0
47842,5.0
47843,4.0
47844,6.0
47845,3.0
47846,0.0
47847,2.0
47848,5.0
47849,0.0
47850,10.0
47851,3.0
47852,3.0
47853,2.0
47854,11.0
47855,6.0
47856,6.0
47857,9.0
47858,0.0
47859,4.0
47860,8.0
47861,7.0
47862,1.0
47863,0.0
47864,7.0
47865,17.0
47866,4.0
47867,3.0
47868,0.0
47869,0.0
47870,0.0
47871,2.0
47872,1.0
47873,2.0
47874,1.0
47875,1.0
47876,1.0
47877,2.0
47878,0.0
47879,1.0
47880,3.0
47881,0.0
47882,0.0
47883,0.0
47884,0.0
47885,0.0
47886,0.0
47887,0.0
47888,2.0
47889,0.0
47890,1.0
47891,1.0
47892,0.0
47893,0.0
47894,6.0
47895,5.0
47896,2.0
47897,8.0
47898,0.0
47899,0.0
47900,0.0
47901,0.0
47902,2.0
47903,4.0
47904,2.0
47905,0.0
47906,6.0
47907,0.0
47908,5.0
47909,5.0
47910,0.0
47911,3.0
47912,1.0
47913,0.0
47914,0.0
47915,5.0
47916,0.0
47917,1.0
47918,0.0
47919,9.0
47920,6.0
47921,12.0
47922,1.0
47923,2.0
47924,0.0
47925,4.0
47926,2.0
47927,11.0
47928,9.0
47929,8.0
47930,0.0
47931,2.0
47932,0.0
47933,4.0
47934,19.0
47935,0.0
47936,2.0
47937,0.0
47938,0.0
47939,3.0
47940,5.0
47941,3.0
47942,0.0
47943,0.0
47944,0.0
47945,0.0
47946,0.0
47947,2.0
47948,0.0
47949,5.0
47950,0.0
47951,1.0
47952,1.0
47953,0.0
47954,0.0
47955,1.0
47956,8.0
47957,11.0
47958,0.0
47959,1.0
47960,9.0
47961,3.0
47962,0.0
47963,0.0
47964,0.0
47965,0.0
47966,0.0
47967,4.0
47968,0.0
47969,5.0
47970,0.0
47971,0.0
47972,3.0
47973,12.0
47974,9.0
47975,3.0
47976,0.0
47977,0.0
47978,0.0
47979,5.0
47980,5.0
47981,1.0
47982,0.0
47983,2.0
47984,3.0
47985,6.0
47986,2.0
47987,3.0
47988,1.0
47989,1.0
47990,6.0
47991,0.0
47992,1.0
47993,4.0
47994,0.0
47995,1.0
47996,0.0
47997,0.0
47998,10.0
47999,0.0
48000,4.0
48001,8.0
48002,0.0
48003,8.0
48004,8.0
48005,1.0
48006,0.0
48007,16.0
48008,5.0
48009,4.0
48010,16.0
48011,4.0
48012,0.0
48013,4.0
48014,1.0
48015,0.0
48016,9.0
48017,5.0
48018,0.0
48019,0.0
48020,1.0
48021,0.0
48022,0.0
48023,0.0
48024,4.0
48025,2.0
48026,0.0
48027,0.0
48028,0.0
48029,13.0
48030,0.0
48031,1.0
48032,0.0
48033,0.0
48034,0.0
48035,1.0
48036,4.0
48037,2.0
48038,0.0
48039,1.0
48040,2.0
48041,5.0
48042,4.0
48043,8.0
48044,0.0
48045,1.0
48046,9.0
48047,4.0
48048,3.0
48049,1.0
48050,2.0
48051,0.0
48052,0.0
48053,10.0
48054,2.0
48055,12.0
48056,4.0
48057,2.0
48058,1.0
48059,1.0
48060,1.0
