,Syt4
54546,0.0
54547,6.0
54548,19.0
54549,0.0
54550,0.0
54551,0.0
54552,0.0
54553,22.0
54554,0.0
54555,6.0
54556,0.0
54557,1.0
54558,5.0
54559,8.0
54560,0.0
54561,0.0
54562,14.0
54563,0.0
54564,0.0
54565,0.0
54566,34.0
54567,2.0
54568,0.0
54569,44.0
54570,19.0
54571,0.0
54572,0.0
54573,0.0
54574,18.0
54575,34.0
54576,1.0
54577,0.0
54578,1.0
54579,7.0
54580,16.0
54581,2.0
54582,1.0
54583,1.0
54584,0.0
54585,0.0
54586,23.0
54587,0.0
54588,0.0
54589,0.0
54590,0.0
54591,0.0
54592,17.0
54593,0.0
54594,2.0
54595,0.0
54596,2.0
54597,1.0
54598,6.0
54599,18.0
54600,14.0
54601,0.0
54602,0.0
54603,0.0
54604,0.0
54605,0.0
54606,0.0
54607,0.0
54608,17.0
54609,2.0
54610,0.0
54611,0.0
54612,47.0
54613,0.0
54614,2.0
54615,11.0
54616,4.0
54617,0.0
54618,7.0
54619,6.0
54620,14.0
54621,0.0
54622,47.0
54623,0.0
54624,0.0
54625,1.0
54626,0.0
54627,0.0
54628,1.0
54629,0.0
54630,0.0
54631,16.0
54632,0.0
54633,0.0
54634,0.0
54635,0.0
54636,0.0
54637,0.0
54638,0.0
54639,3.0
54640,0.0
54641,0.0
54642,2.0
54643,0.0
54644,0.0
54645,5.0
54646,0.0
54647,12.0
54648,1.0
54649,0.0
54650,3.0
54651,0.0
54652,0.0
54653,0.0
54654,0.0
54655,0.0
54656,2.0
54657,21.0
54658,1.0
54659,0.0
54660,1.0
54661,0.0
54662,0.0
54663,0.0
54664,1.0
54665,10.0
54666,0.0
54667,0.0
54668,0.0
54669,0.0
54670,0.0
54671,5.0
54672,0.0
54673,3.0
54674,1.0
54675,0.0
54676,0.0
54677,0.0
54678,0.0
54679,0.0
54680,0.0
54681,0.0
54682,0.0
54683,0.0
54684,14.0
54685,0.0
54686,12.0
54687,5.0
54688,0.0
54689,0.0
54690,4.0
54691,0.0
54692,0.0
54693,12.0
54694,0.0
54695,0.0
54696,0.0
54697,0.0
54698,10.0
54699,0.0
54700,0.0
54701,0.0
54702,0.0
54703,0.0
54704,0.0
54705,0.0
54706,9.0
54707,1.0
54708,7.0
54709,8.0
54710,7.0
54711,1.0
54712,0.0
54713,0.0
54714,0.0
54715,0.0
54716,0.0
54717,0.0
54718,10.0
54719,0.0
54720,0.0
54721,29.0
54722,0.0
54723,27.0
54724,0.0
54725,39.0
54726,0.0
54727,0.0
54728,2.0
54729,2.0
54730,0.0
54731,2.0
54732,0.0
54733,13.0
54734,24.0
54735,0.0
54736,0.0
54737,1.0
54738,0.0
54739,4.0
54740,0.0
54741,11.0
54742,0.0
54743,1.0
54744,0.0
54745,7.0
54746,0.0
54747,2.0
54748,0.0
54749,0.0
54750,2.0
54751,0.0
54752,22.0
54753,0.0
54754,0.0
54755,0.0
54756,5.0
54757,0.0
54758,11.0
54759,3.0
54760,8.0
54761,20.0
54762,0.0
54763,0.0
54764,21.0
54765,34.0
54766,0.0
54767,8.0
54768,0.0
54769,0.0
54770,5.0
54771,9.0
54772,0.0
54773,27.0
54774,35.0
54775,0.0
54776,2.0
54777,2.0
54778,0.0
54779,4.0
54780,39.0
54781,0.0
54782,0.0
54783,0.0
54784,76.0
54785,39.0
54786,0.0
54787,0.0
54788,0.0
54789,0.0
54790,41.0
54791,0.0
54792,0.0
54793,1.0
54794,31.0
54795,54.0
54796,12.0
54797,13.0
54798,0.0
54799,0.0
54800,59.0
54801,0.0
54802,0.0
54803,15.0
54804,11.0
54805,0.0
54806,0.0
54807,10.0
54808,25.0
54809,1.0
54810,0.0
54811,6.0
54812,56.0
54813,0.0
54814,62.0
54815,0.0
54816,0.0
54817,29.0
54818,15.0
54819,1.0
54820,7.0
54821,0.0
54822,0.0
54823,91.0
54824,0.0
54825,15.0
54826,14.0
54827,11.0
54828,13.0
54829,7.0
54830,4.0
54831,9.0
54832,9.0
54833,0.0
54834,31.0
54835,0.0
54836,0.0
54837,0.0
54838,1.0
54839,5.0
54840,40.0
54841,19.0
54842,31.0
54843,0.0
54844,19.0
54845,0.0
54846,37.0
54847,50.0
54848,0.0
54849,0.0
54850,0.0
54851,1.0
54852,0.0
54853,23.0
54854,3.0
54855,1.0
54856,8.0
54857,11.0
54858,44.0
54859,26.0
54860,22.0
54861,28.0
54862,7.0
54863,0.0
54864,0.0
54865,1.0
54866,0.0
54867,35.0
54868,24.0
54869,0.0
54870,14.0
54871,22.0
54872,9.0
54873,10.0
54874,0.0
54875,0.0
54876,20.0
54877,36.0
54878,19.0
54879,0.0
54880,6.0
54881,0.0
54882,0.0
54883,4.0
54884,1.0
54885,26.0
54886,26.0
54887,11.0
54888,5.0
54889,44.0
54890,16.0
54891,23.0
54892,22.0
54893,34.0
54894,16.0
54895,0.0
54896,0.0
54897,28.0
54898,1.0
54899,35.0
54900,0.0
54901,0.0
54902,25.0
54903,17.0
54904,43.0
54905,0.0
54906,0.0
54907,0.0
54908,0.0
54909,11.0
54910,0.0
54911,0.0
54912,2.0
54913,1.0
54914,0.0
54915,11.0
54916,26.0
54917,0.0
54918,0.0
54919,0.0
54920,4.0
54921,16.0
54922,0.0
54923,0.0
54924,7.0
54925,30.0
54926,11.0
54927,0.0
54928,4.0
54929,0.0
54930,6.0
54931,0.0
54932,0.0
54933,0.0
54934,7.0
54935,0.0
54936,12.0
54937,2.0
54938,9.0
54939,7.0
54940,49.0
54941,0.0
54942,0.0
54943,10.0
54944,0.0
54945,0.0
54946,0.0
54947,0.0
54948,26.0
54949,0.0
54950,0.0
54951,0.0
54952,0.0
54953,0.0
54954,11.0
54955,0.0
54956,1.0
54957,35.0
54958,0.0
54959,0.0
54960,19.0
54961,7.0
54962,0.0
54963,23.0
54964,18.0
54965,7.0
54966,0.0
54967,0.0
54968,0.0
54969,6.0
54970,20.0
54971,0.0
54972,0.0
54973,0.0
54974,15.0
54975,0.0
54976,0.0
54977,0.0
54978,0.0
54979,0.0
54980,6.0
54981,0.0
54982,0.0
54983,0.0
54984,0.0
54985,1.0
54986,0.0
54987,0.0
54988,0.0
54989,13.0
54990,0.0
54991,1.0
54992,0.0
54993,0.0
54994,0.0
54995,0.0
54996,0.0
54997,0.0
54998,0.0
54999,0.0
55000,0.0
55001,0.0
55002,2.0
55003,0.0
55004,0.0
55005,0.0
55006,33.0
55007,0.0
55008,0.0
55009,2.0
55010,0.0
55011,3.0
55012,3.0
55013,0.0
55014,0.0
55015,4.0
55016,4.0
55017,0.0
55018,1.0
55019,0.0
55020,0.0
55021,2.0
55022,0.0
55023,0.0
55024,0.0
55025,0.0
55026,0.0
55027,0.0
55028,2.0
55029,0.0
55030,0.0
55031,0.0
55032,0.0
55033,0.0
55034,1.0
55035,0.0
55036,1.0
55037,0.0
55038,0.0
55039,30.0
55040,0.0
55041,26.0
55042,0.0
55043,1.0
55044,0.0
55045,1.0
55046,0.0
55047,0.0
55048,0.0
55049,0.0
55050,0.0
55051,7.0
55052,0.0
55053,0.0
55054,0.0
55055,0.0
55056,0.0
55057,0.0
55058,1.0
55059,0.0
55060,0.0
55061,0.0
55062,0.0
55063,0.0
55064,0.0
55065,3.0
55066,1.0
55067,0.0
55068,0.0
55069,0.0
55070,0.0
55071,0.0
55072,0.0
55073,1.0
55074,0.0
55075,0.0
55076,8.0
55077,0.0
55078,0.0
55079,19.0
55080,27.0
55081,0.0
55082,0.0
55083,0.0
55084,0.0
55085,1.0
55086,16.0
55087,0.0
55088,39.0
55089,0.0
55090,1.0
55091,0.0
55092,0.0
55093,0.0
55094,0.0
55095,2.0
55096,0.0
55097,0.0
55098,9.0
55099,0.0
55100,0.0
55101,1.0
55102,0.0
55103,0.0
55104,2.0
55105,0.0
55106,0.0
55107,0.0
55108,0.0
55109,0.0
55110,0.0
55111,0.0
55112,1.0
55113,0.0
55114,0.0
55115,0.0
55116,0.0
55117,0.0
55118,0.0
55119,0.0
55120,0.0
55121,0.0
55122,0.0
55123,0.0
55124,0.0
55125,3.0
55126,1.0
55127,0.0
55128,0.0
55129,0.0
55130,0.0
55131,0.0
55132,0.0
55133,0.0
55134,0.0
55135,0.0
55136,0.0
55137,0.0
55138,1.0
55139,0.0
55140,0.0
55141,0.0
55142,0.0
55143,0.0
55144,0.0
55145,0.0
55146,0.0
55147,0.0
55148,0.0
55149,0.0
55150,0.0
55151,0.0
55152,1.0
55153,0.0
55154,0.0
55155,0.0
55156,0.0
55157,0.0
55158,0.0
55159,0.0
55160,0.0
55161,0.0
55162,0.0
55163,0.0
55164,0.0
55165,0.0
55166,1.0
55167,0.0
55168,0.0
55169,0.0
55170,2.0
55171,0.0
55172,0.0
55173,0.0
55174,4.0
55175,2.0
55176,35.0
55177,21.0
55178,5.0
55179,16.0
55180,0.0
55181,0.0
55182,0.0
55183,51.0
55184,51.0
55185,17.0
55186,0.0
55187,32.0
55188,0.0
55189,3.0
55190,0.0
55191,23.0
55192,0.0
55193,3.0
55194,0.0
55195,3.0
55196,0.0
55197,0.0
55198,2.0
55199,0.0
55200,13.0
55201,3.0
55202,34.0
55203,1.0
55204,28.0
55205,1.0
55206,48.0
55207,0.0
55208,12.0
55209,24.0
55210,0.0
55211,13.0
55212,0.0
55213,19.0
55214,39.0
55215,40.0
55216,26.0
55217,59.0
55218,0.0
55219,7.0
55220,2.0
55221,11.0
55222,0.0
55223,23.0
55224,23.0
55225,12.0
55226,0.0
55227,10.0
55228,15.0
55229,0.0
55230,0.0
55231,15.0
55232,14.0
55233,0.0
55234,0.0
55235,3.0
55236,0.0
55237,14.0
55238,3.0
55239,18.0
55240,27.0
55241,0.0
55242,11.0
55243,0.0
55244,3.0
55245,3.0
55246,0.0
55247,1.0
55248,0.0
55249,3.0
55250,0.0
55251,1.0
55252,9.0
55253,16.0
55254,0.0
55255,4.0
55256,34.0
55257,1.0
55258,1.0
55259,28.0
55260,18.0
55261,43.0
55262,2.0
55263,0.0
55264,0.0
55265,5.0
55266,2.0
55267,3.0
55268,12.0
55269,0.0
55270,3.0
55271,37.0
55272,22.0
55273,2.0
55274,1.0
55275,4.0
55276,0.0
55277,29.0
55278,0.0
55279,34.0
55280,1.0
55281,0.0
55282,52.0
55283,10.0
55284,0.0
55285,0.0
55286,2.0
55287,0.0
55288,2.0
55289,3.0
55290,37.0
55291,42.0
55292,1.0
55293,0.0
55294,3.0
55295,4.0
55296,0.0
55297,1.0
55298,2.0
55299,0.0
55300,18.0
55301,0.0
55302,14.0
55303,3.0
55304,2.0
55305,11.0
55306,0.0
55307,0.0
55308,3.0
55309,5.0
55310,4.0
55311,4.0
55312,4.0
55313,1.0
55314,0.0
55315,1.0
55316,21.0
55317,1.0
55318,0.0
55319,0.0
55320,0.0
55321,0.0
55322,5.0
55323,3.0
55324,0.0
55325,0.0
55326,2.0
55327,2.0
55328,28.0
55329,0.0
55330,5.0
55331,0.0
55332,0.0
55333,3.0
55334,1.0
55335,10.0
55336,8.0
55337,3.0
55338,3.0
55339,12.0
55340,0.0
55341,0.0
55342,1.0
55343,2.0
55344,1.0
55345,0.0
55346,1.0
55347,0.0
55348,0.0
55349,0.0
55350,0.0
55351,9.0
55352,2.0
55353,5.0
55354,13.0
55355,3.0
55356,6.0
55357,0.0
55358,3.0
55359,0.0
55360,1.0
55361,0.0
55362,0.0
55363,0.0
55364,0.0
55365,19.0
55366,0.0
55367,2.0
55368,2.0
55369,2.0
55370,4.0
55371,1.0
55372,0.0
55373,11.0
55374,6.0
55375,19.0
55376,0.0
55377,37.0
55378,5.0
55379,1.0
55380,3.0
55381,1.0
55382,4.0
55383,7.0
55384,0.0
55385,0.0
55386,0.0
55387,0.0
55388,0.0
55389,6.0
55390,0.0
55391,0.0
55392,0.0
55393,0.0
55394,0.0
55395,0.0
55396,0.0
55397,5.0
55398,0.0
55399,0.0
55400,0.0
55401,0.0
55402,0.0
55403,0.0
55404,1.0
55405,1.0
55406,0.0
55407,0.0
55408,8.0
55409,0.0
55410,0.0
55411,8.0
55412,0.0
55413,0.0
55414,1.0
55415,0.0
55416,0.0
55417,0.0
55418,0.0
55419,0.0
55420,0.0
55421,15.0
55422,11.0
55423,16.0
55424,14.0
55425,0.0
55426,19.0
55427,0.0
55428,9.0
55429,14.0
55430,12.0
55431,0.0
55432,11.0
55433,15.0
55434,9.0
55435,2.0
55436,0.0
55437,4.0
55438,11.0
55439,19.0
55440,1.0
55441,56.0
55442,5.0
55443,41.0
55444,12.0
55445,26.0
55446,16.0
55447,10.0
55448,0.0
55449,0.0
55450,16.0
55451,1.0
55452,2.0
55453,17.0
55454,21.0
55455,13.0
55456,4.0
55457,10.0
55458,3.0
55459,0.0
55460,0.0
55461,25.0
55462,4.0
55463,9.0
55464,25.0
55465,0.0
55466,7.0
55467,15.0
55468,0.0
55469,18.0
55470,1.0
55471,18.0
55472,9.0
55473,0.0
55474,2.0
55475,0.0
55476,22.0
55477,13.0
55478,2.0
55479,0.0
55480,22.0
55481,0.0
55482,13.0
55483,1.0
55484,60.0
55485,7.0
55486,3.0
55487,0.0
55488,0.0
55489,1.0
55490,21.0
55491,4.0
55492,16.0
55493,0.0
55494,34.0
55495,3.0
55496,12.0
55497,0.0
55498,0.0
55499,11.0
55500,30.0
55501,4.0
55502,6.0
55503,10.0
55504,34.0
55505,2.0
55506,22.0
55507,3.0
55508,19.0
55509,21.0
55510,1.0
55511,4.0
55512,14.0
55513,1.0
55514,48.0
55515,36.0
55516,42.0
55517,29.0
55518,17.0
55519,3.0
55520,2.0
55521,0.0
55522,22.0
55523,9.0
55524,9.0
55525,0.0
55526,6.0
55527,26.0
55528,0.0
55529,31.0
55530,0.0
55531,19.0
55532,6.0
55533,38.0
55534,19.0
55535,5.0
55536,14.0
55537,19.0
55538,4.0
55539,39.0
55540,21.0
55541,11.0
55542,0.0
55543,2.0
55544,38.0
55545,22.0
55546,0.0
55547,11.0
55548,11.0
55549,11.0
55550,38.0
55551,6.0
55552,6.0
55553,43.0
55554,33.0
55555,0.0
55556,9.0
55557,1.0
55558,13.0
55559,2.0
55560,0.0
55561,0.0
55562,3.0
55563,32.0
55564,15.0
55565,19.0
55566,2.0
55567,47.0
55568,26.0
55569,10.0
55570,18.0
55571,1.0
55572,13.0
55573,7.0
55574,10.0
55575,5.0
55576,30.0
55577,32.0
55578,21.0
55579,33.0
55580,15.0
55581,0.0
55582,24.0
55583,13.0
55584,0.0
55585,0.0
55586,0.0
55587,0.0
55588,13.0
55589,1.0
55590,0.0
55591,29.0
55592,0.0
55593,7.0
55594,0.0
55595,0.0
55596,0.0
55597,0.0
55598,13.0
55599,0.0
55600,3.0
55601,2.0
55602,14.0
55603,0.0
55604,33.0
55605,28.0
55606,6.0
55607,1.0
55608,1.0
55609,15.0
55610,0.0
55611,11.0
55612,20.0
55613,13.0
55614,23.0
55615,35.0
55616,0.0
55617,0.0
55618,2.0
55619,16.0
55620,1.0
55621,5.0
55622,3.0
55623,8.0
55624,12.0
55625,0.0
55626,29.0
55627,0.0
55628,0.0
55629,0.0
55630,22.0
55631,2.0
55632,0.0
55633,28.0
55634,5.0
55635,0.0
55636,21.0
55637,5.0
55638,25.0
55639,0.0
55640,0.0
55641,1.0
55642,0.0
55643,4.0
55644,6.0
55645,8.0
55646,3.0
55647,38.0
55648,12.0
55649,0.0
55650,9.0
55651,0.0
55652,4.0
55653,37.0
55654,0.0
55655,30.0
55656,43.0
55657,0.0
55658,10.0
55659,2.0
55660,9.0
55661,34.0
55662,3.0
55663,0.0
55664,1.0
55665,0.0
55666,21.0
55667,11.0
55668,8.0
55669,2.0
55670,0.0
55671,1.0
55672,0.0
55673,1.0
55674,6.0
55675,15.0
55676,6.0
55677,0.0
55678,7.0
55679,14.0
55680,0.0
55681,19.0
55682,0.0
55683,18.0
55684,1.0
55685,0.0
55686,4.0
55687,3.0
55688,1.0
55689,13.0
55690,19.0
55691,2.0
55692,6.0
55693,9.0
55694,9.0
55695,8.0
55696,0.0
55697,0.0
55698,9.0
55699,7.0
55700,1.0
55701,3.0
55702,2.0
55703,27.0
55704,0.0
55705,9.0
55706,8.0
55707,3.0
55708,0.0
55709,6.0
55710,3.0
55711,4.0
55712,0.0
55713,0.0
55714,7.0
55715,6.0
55716,7.0
55717,12.0
55718,3.0
55719,5.0
55720,0.0
55721,12.0
55722,0.0
55723,11.0
55724,7.0
55725,1.0
55726,14.0
55727,8.0
55728,15.0
55729,4.0
55730,1.0
55731,16.0
55732,17.0
55733,1.0
55734,8.0
55735,2.0
55736,5.0
55737,0.0
55738,11.0
55739,49.0
55740,0.0
55741,19.0
55742,5.0
55743,1.0
55744,10.0
55745,0.0
55746,21.0
55747,13.0
55748,17.0
55749,0.0
55750,20.0
55751,3.0
55752,23.0
55753,28.0
55754,8.0
55755,26.0
55756,6.0
55757,2.0
55758,8.0
55759,12.0
55760,2.0
55761,14.0
55762,15.0
55763,11.0
55764,1.0
55765,2.0
55766,11.0
55767,3.0
55768,0.0
55769,17.0
55770,9.0
55771,2.0
55772,0.0
55773,15.0
55774,18.0
55775,5.0
55776,16.0
55777,18.0
55778,2.0
55779,5.0
55780,4.0
55781,0.0
55782,5.0
55783,1.0
55784,2.0
55785,17.0
55786,2.0
55787,10.0
55788,31.0
55789,13.0
55790,4.0
55791,16.0
55792,0.0
55793,9.0
55794,22.0
55795,0.0
55796,7.0
55797,1.0
55798,3.0
55799,1.0
55800,0.0
55801,3.0
55802,16.0
55803,6.0
55804,1.0
55805,2.0
55806,0.0
55807,5.0
55808,0.0
55809,0.0
55810,0.0
55811,1.0
55812,1.0
55813,4.0
55814,0.0
55815,2.0
55816,0.0
55817,17.0
55818,3.0
55819,0.0
55820,16.0
55821,0.0
55822,3.0
55823,12.0
55824,9.0
55825,1.0
55826,14.0
55827,1.0
55828,11.0
55829,3.0
55830,6.0
55831,12.0
55832,2.0
55833,0.0
55834,10.0
55835,14.0
55836,1.0
55837,1.0
55838,0.0
55839,0.0
55840,1.0
55841,12.0
55842,0.0
55843,14.0
55844,0.0
55845,16.0
55846,17.0
55847,1.0
55848,0.0
55849,4.0
55850,11.0
55851,0.0
55852,0.0
55853,0.0
55854,2.0
55855,0.0
55856,5.0
55857,0.0
55858,0.0
55859,0.0
55860,1.0
55861,0.0
55862,0.0
55863,0.0
55864,12.0
55865,6.0
55866,27.0
55867,8.0
55868,0.0
55869,18.0
55870,0.0
55871,6.0
55872,13.0
55873,0.0
55874,0.0
55875,0.0
55876,0.0
55877,0.0
55878,0.0
55879,25.0
55880,4.0
55881,0.0
55882,0.0
55883,16.0
55884,0.0
55885,0.0
55886,0.0
55887,0.0
55888,0.0
55889,0.0
55890,0.0
55891,0.0
55892,0.0
55893,0.0
55894,0.0
55895,4.0
55896,0.0
55897,0.0
55898,0.0
55899,0.0
55900,0.0
55901,0.0
55902,0.0
55903,0.0
55904,0.0
55905,0.0
55906,0.0
55907,0.0
55908,0.0
55909,3.0
55910,0.0
55911,0.0
55912,0.0
55913,0.0
55914,0.0
55915,0.0
55916,0.0
55917,0.0
55918,0.0
55919,0.0
55920,0.0
55921,0.0
55922,0.0
55923,0.0
55924,0.0
55925,7.0
55926,0.0
55927,0.0
55928,0.0
55929,0.0
55930,0.0
55931,0.0
55932,0.0
55933,0.0
55934,0.0
55935,0.0
55936,0.0
55937,0.0
55938,0.0
55939,0.0
55940,0.0
55941,0.0
55942,0.0
55943,0.0
55944,0.0
55945,0.0
55946,0.0
55947,0.0
55948,1.0
55949,0.0
55950,0.0
55951,0.0
55952,18.0
55953,0.0
55954,13.0
55955,6.0
55956,0.0
55957,0.0
55958,0.0
55959,0.0
55960,0.0
55961,0.0
55962,0.0
55963,0.0
55964,0.0
55965,0.0
55966,0.0
55967,0.0
55968,0.0
55969,0.0
55970,0.0
55971,0.0
55972,0.0
55973,0.0
55974,0.0
55975,8.0
55976,0.0
55977,8.0
55978,0.0
55979,0.0
55980,0.0
55981,11.0
55982,0.0
55983,0.0
55984,0.0
55985,5.0
55986,14.0
55987,0.0
55988,0.0
55989,0.0
55990,0.0
55991,4.0
55992,0.0
55993,0.0
55994,0.0
55995,1.0
55996,2.0
55997,3.0
55998,0.0
55999,0.0
56000,18.0
56001,0.0
56002,1.0
56003,0.0
56004,0.0
56005,18.0
56006,36.0
56007,11.0
56008,3.0
56009,4.0
56010,3.0
56011,8.0
56012,1.0
56013,7.0
56014,10.0
56015,21.0
56016,6.0
56017,0.0
56018,20.0
56019,2.0
56020,17.0
56021,10.0
56022,22.0
56023,24.0
56024,10.0
56025,1.0
56026,0.0
56027,21.0
56028,2.0
56029,11.0
56030,4.0
56031,5.0
56032,7.0
56033,0.0
56034,1.0
56035,3.0
56036,0.0
56037,0.0
56038,0.0
56039,4.0
56040,1.0
56041,12.0
56042,8.0
56043,2.0
56044,2.0
56045,7.0
56046,18.0
56047,21.0
56048,3.0
56049,0.0
56050,0.0
56051,0.0
56052,3.0
56053,0.0
56054,6.0
56055,6.0
56056,7.0
56057,6.0
56058,7.0
56059,10.0
56060,9.0
56061,17.0
56062,4.0
56063,0.0
56064,18.0
56065,25.0
56066,8.0
56067,0.0
56068,10.0
56069,7.0
56070,16.0
56071,0.0
56072,4.0
56073,7.0
56074,2.0
56075,7.0
56076,5.0
56077,6.0
56078,1.0
56079,12.0
56080,2.0
56081,11.0
56082,3.0
56083,13.0
56084,13.0
56085,6.0
56086,10.0
56087,6.0
56088,13.0
56089,0.0
56090,4.0
56091,4.0
56092,10.0
56093,1.0
56094,1.0
56095,2.0
56096,2.0
56097,5.0
56098,0.0
56099,6.0
56100,0.0
56101,1.0
56102,5.0
56103,9.0
56104,2.0
56105,0.0
56106,12.0
56107,2.0
56108,8.0
56109,7.0
56110,0.0
56111,8.0
56112,8.0
56113,3.0
56114,3.0
56115,0.0
56116,2.0
56117,2.0
56118,8.0
56119,33.0
56120,6.0
56121,0.0
56122,8.0
56123,4.0
56124,3.0
56125,2.0
56126,0.0
56127,0.0
56128,1.0
56129,0.0
56130,6.0
56131,14.0
56132,37.0
56133,17.0
56134,18.0
56135,7.0
56136,0.0
56137,0.0
56138,0.0
56139,10.0
56140,13.0
56141,0.0
56142,0.0
56143,12.0
56144,0.0
56145,12.0
56146,0.0
56147,0.0
56148,11.0
56149,0.0
56150,6.0
56151,6.0
56152,7.0
56153,0.0
56154,23.0
56155,4.0
56156,1.0
56157,4.0
56158,15.0
56159,2.0
56160,9.0
56161,13.0
56162,2.0
56163,0.0
56164,8.0
56165,1.0
56166,19.0
56167,9.0
56168,9.0
56169,38.0
56170,7.0
56171,1.0
56172,0.0
56173,0.0
56174,1.0
56175,4.0
56176,0.0
56177,15.0
56178,11.0
56179,22.0
56180,0.0
56181,0.0
56182,29.0
56183,15.0
56184,21.0
56185,0.0
56186,5.0
56187,0.0
56188,18.0
56189,0.0
56190,17.0
56191,0.0
56192,1.0
56193,0.0
56194,17.0
56195,1.0
56196,0.0
56197,0.0
56198,0.0
56199,13.0
56200,0.0
56201,1.0
56202,9.0
56203,3.0
56204,13.0
56205,5.0
56206,0.0
56207,0.0
56208,1.0
56209,0.0
56210,4.0
56211,26.0
56212,22.0
56213,5.0
56214,0.0
56215,2.0
56216,0.0
56217,0.0
56218,4.0
56219,14.0
56220,9.0
56221,0.0
56222,21.0
56223,14.0
56224,1.0
56225,0.0
56226,15.0
56227,8.0
56228,9.0
56229,0.0
56230,0.0
56231,9.0
56232,6.0
56233,26.0
56234,0.0
56235,12.0
56236,4.0
56237,2.0
56238,0.0
56239,5.0
56240,12.0
56241,4.0
56242,0.0
56243,6.0
56244,0.0
56245,2.0
56246,6.0
56247,0.0
56248,5.0
56249,23.0
56250,0.0
56251,24.0
56252,0.0
56253,0.0
56254,2.0
56255,2.0
56256,3.0
56257,21.0
56258,16.0
56259,0.0
56260,15.0
56261,35.0
56262,16.0
56263,16.0
56264,5.0
56265,10.0
56266,18.0
56267,6.0
56268,2.0
56269,10.0
56270,32.0
56271,3.0
56272,31.0
56273,19.0
56274,10.0
56275,3.0
56276,39.0
56277,0.0
56278,6.0
56279,14.0
56280,57.0
56281,18.0
56282,12.0
56283,1.0
56284,6.0
56285,14.0
56286,11.0
56287,0.0
56288,1.0
56289,37.0
56290,18.0
56291,0.0
56292,24.0
56293,12.0
56294,10.0
56295,10.0
56296,0.0
56297,4.0
56298,13.0
56299,10.0
56300,6.0
56301,14.0
56302,18.0
56303,17.0
56304,4.0
56305,13.0
56306,7.0
56307,11.0
56308,7.0
56309,13.0
56310,0.0
56311,34.0
56312,2.0
56313,1.0
56314,27.0
56315,1.0
56316,7.0
56317,2.0
56318,7.0
56319,2.0
56320,23.0
56321,9.0
56322,7.0
56323,4.0
56324,0.0
56325,0.0
56326,1.0
56327,25.0
56328,4.0
56329,29.0
56330,4.0
56331,35.0
56332,27.0
56333,36.0
56334,8.0
56335,3.0
56336,0.0
56337,11.0
56338,0.0
56339,8.0
56340,11.0
56341,0.0
56342,3.0
56343,16.0
56344,3.0
56345,6.0
56346,0.0
56347,0.0
56348,13.0
56349,23.0
56350,18.0
56351,2.0
56352,2.0
56353,29.0
56354,39.0
56355,2.0
56356,33.0
56357,4.0
56358,12.0
56359,33.0
56360,0.0
56361,14.0
56362,27.0
56363,25.0
56364,3.0
56365,32.0
56366,8.0
56367,8.0
56368,0.0
56369,3.0
56370,0.0
56371,16.0
56372,8.0
56373,0.0
56374,2.0
56375,1.0
56376,3.0
56377,22.0
56378,13.0
56379,17.0
56380,28.0
56381,13.0
56382,8.0
56383,11.0
56384,0.0
56385,32.0
56386,20.0
56387,13.0
56388,4.0
56389,1.0
56390,3.0
56391,15.0
56392,13.0
56393,12.0
56394,6.0
56395,7.0
56396,7.0
56397,6.0
56398,0.0
56399,16.0
56400,8.0
56401,0.0
56402,16.0
56403,17.0
56404,8.0
56405,11.0
56406,34.0
56407,0.0
56408,11.0
56409,13.0
56410,14.0
56411,20.0
56412,28.0
56413,31.0
56414,47.0
56415,8.0
56416,0.0
56417,19.0
56418,5.0
56419,15.0
56420,1.0
56421,1.0
56422,7.0
56423,0.0
56424,15.0
56425,5.0
56426,14.0
56427,1.0
56428,5.0
56429,17.0
56430,0.0
56431,0.0
56432,14.0
56433,2.0
56434,3.0
56435,28.0
56436,10.0
56437,33.0
56438,17.0
56439,5.0
56440,1.0
56441,2.0
56442,0.0
56443,11.0
56444,0.0
56445,0.0
56446,0.0
56447,18.0
56448,3.0
56449,0.0
56450,16.0
56451,0.0
56452,5.0
56453,0.0
56454,0.0
56455,0.0
56456,0.0
56457,0.0
56458,0.0
56459,0.0
56460,0.0
56461,0.0
56462,16.0
56463,0.0
56464,6.0
56465,0.0
56466,0.0
56467,0.0
56468,0.0
56469,3.0
56470,0.0
56471,0.0
56472,0.0
56473,0.0
56474,1.0
56475,0.0
56476,0.0
56477,0.0
56478,0.0
56479,17.0
56480,0.0
56481,0.0
56482,6.0
56483,0.0
56484,0.0
56485,0.0
56486,0.0
56487,0.0
56488,7.0
56489,1.0
56490,0.0
56491,0.0
56492,3.0
56493,2.0
56494,2.0
56495,7.0
56496,0.0
56497,1.0
56498,2.0
56499,2.0
56500,7.0
56501,1.0
56502,2.0
56503,47.0
56504,4.0
56505,1.0
56506,13.0
56507,2.0
56508,0.0
56509,0.0
56510,7.0
56511,3.0
56512,0.0
56513,2.0
56514,1.0
56515,2.0
56516,9.0
56517,3.0
56518,0.0
56519,8.0
56520,0.0
56521,4.0
56522,3.0
56523,1.0
56524,27.0
56525,3.0
56526,6.0
56527,4.0
56528,0.0
56529,0.0
56530,5.0
56531,1.0
56532,2.0
56533,7.0
56534,0.0
56535,1.0
56536,7.0
56537,0.0
56538,1.0
56539,2.0
56540,4.0
56541,0.0
56542,0.0
56543,9.0
56544,2.0
