,Syt4
24261,0.0
24262,0.0
24263,1.0
24264,0.0
24265,0.0
24266,0.0
24267,0.0
24268,0.0
24269,0.0
24270,1.0
24271,0.0
24272,0.0
24273,21.0
24274,10.0
24275,3.0
24276,40.0
24277,0.0
24278,2.0
24279,9.0
24280,0.0
24281,14.0
24282,13.0
24283,0.0
24284,9.0
24285,10.0
24286,26.0
24287,0.0
24288,30.0
24289,2.0
24290,4.0
24291,13.0
24292,4.0
24293,21.0
24294,6.0
24295,4.0
24296,15.0
24297,15.0
24298,9.0
24299,1.0
24300,8.0
24301,13.0
24302,16.0
24303,15.0
24304,2.0
24305,7.0
24306,31.0
24307,8.0
24308,4.0
24309,23.0
24310,11.0
24311,13.0
24312,2.0
24313,13.0
24314,9.0
24315,10.0
24316,0.0
24317,8.0
24318,11.0
24319,7.0
24320,0.0
24321,3.0
24322,7.0
24323,1.0
24324,19.0
24325,12.0
24326,13.0
24327,4.0
24328,10.0
24329,20.0
24330,7.0
24331,5.0
24332,17.0
24333,3.0
24334,13.0
24335,11.0
24336,31.0
24337,1.0
24338,16.0
24339,18.0
24340,6.0
24341,5.0
24342,3.0
24343,10.0
24344,7.0
24345,25.0
24346,19.0
24347,5.0
24348,9.0
24349,3.0
24350,33.0
24351,0.0
24352,1.0
24353,3.0
24354,8.0
24355,25.0
24356,12.0
24357,12.0
24358,13.0
24359,0.0
24360,6.0
24361,7.0
24362,7.0
24363,9.0
24364,2.0
24365,0.0
24366,0.0
24367,13.0
24368,38.0
24369,2.0
24370,0.0
24371,0.0
24372,0.0
24373,4.0
24374,11.0
24375,3.0
24376,14.0
24377,0.0
24378,9.0
24379,4.0
24380,6.0
24381,10.0
24382,1.0
24383,0.0
24384,0.0
24385,0.0
24386,10.0
24387,39.0
24388,23.0
24389,20.0
24390,6.0
24391,24.0
24392,33.0
24393,27.0
24394,16.0
24395,13.0
24396,0.0
24397,3.0
24398,1.0
24399,0.0
24400,16.0
24401,4.0
24402,4.0
24403,9.0
24404,0.0
24405,11.0
24406,1.0
24407,11.0
24408,0.0
24409,15.0
24410,9.0
24411,20.0
24412,34.0
24413,15.0
24414,8.0
24415,1.0
24416,14.0
24417,4.0
24418,0.0
24419,0.0
24420,27.0
24421,11.0
24422,12.0
24423,0.0
24424,3.0
24425,0.0
24426,0.0
24427,21.0
24428,18.0
24429,0.0
24430,1.0
24431,14.0
24432,61.0
24433,21.0
24434,0.0
24435,12.0
24436,42.0
24437,14.0
24438,1.0
24439,20.0
24440,25.0
24441,15.0
24442,28.0
24443,13.0
24444,36.0
24445,27.0
24446,37.0
24447,20.0
24448,14.0
24449,27.0
24450,40.0
24451,1.0
24452,17.0
24453,24.0
24454,12.0
24455,6.0
24456,40.0
24457,37.0
24458,20.0
24459,5.0
24460,31.0
24461,31.0
24462,4.0
24463,8.0
24464,40.0
24465,2.0
24466,9.0
24467,0.0
24468,6.0
24469,29.0
24470,16.0
24471,17.0
24472,18.0
24473,0.0
24474,2.0
24475,36.0
24476,7.0
24477,9.0
24478,1.0
24479,6.0
24480,23.0
24481,4.0
24482,16.0
24483,44.0
24484,21.0
24485,14.0
24486,2.0
24487,33.0
24488,2.0
24489,26.0
24490,10.0
24491,0.0
24492,40.0
24493,18.0
24494,2.0
24495,21.0
24496,31.0
24497,17.0
24498,24.0
24499,20.0
24500,33.0
24501,18.0
24502,0.0
24503,0.0
24504,10.0
24505,38.0
24506,16.0
24507,0.0
24508,6.0
24509,35.0
24510,7.0
24511,22.0
24512,17.0
24513,6.0
24514,8.0
24515,5.0
24516,13.0
24517,6.0
24518,8.0
24519,0.0
24520,6.0
24521,0.0
24522,4.0
24523,1.0
24524,1.0
24525,18.0
24526,9.0
24527,10.0
24528,3.0
24529,0.0
24530,49.0
24531,20.0
24532,0.0
24533,30.0
24534,5.0
24535,13.0
24536,4.0
24537,15.0
24538,22.0
24539,25.0
24540,2.0
24541,8.0
24542,1.0
24543,2.0
24544,16.0
24545,9.0
24546,26.0
24547,3.0
24548,1.0
24549,4.0
24550,66.0
24551,8.0
24552,0.0
24553,3.0
24554,2.0
24555,31.0
24556,14.0
24557,8.0
24558,7.0
24559,14.0
24560,19.0
24561,4.0
24562,9.0
24563,26.0
24564,20.0
24565,0.0
24566,21.0
24567,3.0
24568,37.0
24569,0.0
24570,17.0
24571,16.0
24572,28.0
24573,5.0
24574,6.0
24575,33.0
24576,1.0
24577,0.0
24578,15.0
24579,4.0
24580,1.0
24581,9.0
24582,17.0
24583,13.0
24584,22.0
24585,0.0
24586,0.0
24587,0.0
24588,5.0
24589,17.0
24590,23.0
24591,14.0
24592,15.0
24593,4.0
24594,0.0
24595,0.0
24596,6.0
24597,1.0
24598,47.0
24599,15.0
24600,3.0
24601,12.0
24602,16.0
24603,1.0
24604,11.0
24605,0.0
24606,7.0
24607,4.0
24608,15.0
24609,5.0
24610,12.0
24611,30.0
24612,29.0
24613,1.0
24614,22.0
24615,1.0
24616,5.0
24617,0.0
24618,21.0
24619,36.0
24620,2.0
24621,9.0
24622,0.0
24623,11.0
24624,17.0
24625,19.0
24626,18.0
24627,6.0
24628,9.0
24629,5.0
24630,12.0
24631,2.0
24632,13.0
24633,21.0
24634,3.0
24635,15.0
24636,14.0
24637,11.0
24638,20.0
24639,12.0
24640,0.0
24641,3.0
24642,6.0
24643,10.0
24644,16.0
24645,9.0
24646,15.0
24647,5.0
24648,9.0
24649,0.0
24650,4.0
24651,1.0
24652,21.0
24653,3.0
24654,11.0
24655,1.0
24656,9.0
24657,19.0
24658,3.0
24659,0.0
24660,3.0
24661,9.0
24662,10.0
24663,7.0
24664,10.0
24665,4.0
24666,2.0
24667,10.0
24668,2.0
24669,0.0
24670,10.0
24671,1.0
24672,4.0
24673,8.0
24674,0.0
24675,15.0
24676,11.0
24677,16.0
24678,0.0
24679,15.0
24680,22.0
24681,3.0
24682,9.0
24683,11.0
24684,8.0
24685,0.0
24686,20.0
24687,17.0
24688,0.0
24689,3.0
24690,17.0
24691,11.0
24692,20.0
24693,3.0
24694,17.0
24695,4.0
24696,3.0
24697,1.0
24698,6.0
24699,0.0
24700,0.0
24701,1.0
24702,9.0
24703,9.0
24704,15.0
24705,9.0
24706,0.0
24707,7.0
24708,0.0
24709,20.0
24710,4.0
24711,7.0
24712,2.0
24713,0.0
24714,7.0
24715,4.0
24716,11.0
24717,4.0
24718,22.0
24719,15.0
24720,2.0
24721,0.0
24722,11.0
24723,19.0
24724,8.0
24725,7.0
24726,15.0
24727,19.0
24728,14.0
24729,0.0
24730,12.0
24731,6.0
24732,18.0
24733,15.0
24734,2.0
24735,11.0
24736,7.0
24737,11.0
24738,4.0
24739,13.0
24740,7.0
24741,29.0
24742,4.0
24743,11.0
24744,31.0
24745,8.0
24746,8.0
24747,0.0
24748,1.0
24749,16.0
24750,10.0
24751,0.0
24752,14.0
24753,6.0
24754,5.0
24755,16.0
24756,0.0
24757,15.0
24758,2.0
24759,2.0
24760,2.0
24761,5.0
24762,11.0
24763,0.0
24764,17.0
24765,2.0
24766,32.0
24767,6.0
24768,0.0
24769,10.0
24770,0.0
24771,5.0
24772,30.0
24773,11.0
24774,2.0
24775,2.0
24776,5.0
24777,16.0
24778,21.0
24779,0.0
24780,29.0
24781,23.0
24782,10.0
24783,5.0
24784,4.0
24785,0.0
24786,13.0
24787,23.0
24788,5.0
24789,10.0
24790,6.0
24791,7.0
24792,0.0
24793,9.0
24794,4.0
24795,3.0
24796,8.0
24797,17.0
24798,25.0
24799,17.0
24800,0.0
24801,18.0
24802,2.0
24803,0.0
24804,7.0
24805,18.0
24806,5.0
24807,7.0
24808,0.0
24809,12.0
24810,0.0
24811,0.0
24812,8.0
24813,24.0
24814,23.0
24815,18.0
24816,0.0
24817,17.0
24818,21.0
24819,24.0
24820,9.0
24821,3.0
24822,4.0
24823,0.0
24824,0.0
24825,2.0
24826,0.0
24827,18.0
24828,15.0
24829,1.0
24830,15.0
24831,6.0
24832,0.0
24833,0.0
24834,0.0
24835,5.0
24836,25.0
24837,19.0
24838,18.0
24839,15.0
24840,11.0
24841,10.0
24842,3.0
24843,18.0
24844,25.0
24845,10.0
24846,19.0
24847,6.0
24848,16.0
24849,29.0
24850,12.0
24851,6.0
24852,7.0
24853,0.0
24854,0.0
24855,0.0
24856,10.0
24857,0.0
24858,25.0
24859,0.0
24860,11.0
24861,4.0
24862,0.0
24863,0.0
24864,27.0
24865,17.0
24866,15.0
24867,14.0
24868,0.0
24869,2.0
24870,0.0
24871,19.0
24872,39.0
24873,0.0
24874,4.0
24875,1.0
24876,5.0
24877,21.0
24878,26.0
24879,0.0
24880,24.0
24881,5.0
24882,0.0
24883,17.0
24884,8.0
24885,11.0
24886,5.0
24887,23.0
24888,0.0
24889,7.0
24890,21.0
24891,28.0
24892,0.0
24893,0.0
24894,5.0
24895,7.0
24896,3.0
24897,17.0
24898,6.0
24899,24.0
24900,0.0
24901,1.0
24902,23.0
24903,8.0
24904,11.0
24905,26.0
24906,17.0
24907,10.0
24908,9.0
24909,12.0
24910,0.0
24911,6.0
24912,24.0
24913,1.0
24914,20.0
24915,14.0
24916,0.0
24917,0.0
24918,0.0
24919,0.0
24920,0.0
24921,0.0
24922,0.0
24923,0.0
24924,0.0
24925,0.0
24926,16.0
24927,7.0
24928,0.0
24929,0.0
24930,0.0
24931,1.0
24932,0.0
24933,0.0
24934,0.0
24935,10.0
24936,0.0
24937,0.0
24938,0.0
24939,10.0
24940,35.0
24941,0.0
24942,0.0
24943,0.0
24944,5.0
24945,0.0
24946,0.0
24947,0.0
24948,18.0
24949,0.0
24950,0.0
24951,7.0
24952,46.0
24953,0.0
24954,0.0
24955,0.0
24956,0.0
24957,0.0
24958,0.0
24959,0.0
24960,0.0
24961,0.0
24962,0.0
24963,0.0
24964,0.0
24965,0.0
24966,0.0
24967,0.0
24968,0.0
24969,0.0
24970,0.0
24971,0.0
24972,0.0
24973,19.0
24974,0.0
24975,13.0
24976,3.0
24977,0.0
24978,1.0
24979,0.0
24980,0.0
24981,0.0
24982,0.0
24983,0.0
24984,0.0
24985,0.0
24986,0.0
24987,0.0
24988,0.0
24989,0.0
24990,2.0
24991,27.0
24992,14.0
24993,6.0
24994,0.0
24995,0.0
24996,16.0
24997,0.0
24998,9.0
24999,0.0
25000,0.0
25001,0.0
25002,5.0
25003,0.0
25004,4.0
25005,8.0
25006,21.0
25007,7.0
25008,0.0
25009,0.0
25010,5.0
25011,10.0
25012,15.0
25013,12.0
25014,6.0
25015,1.0
25016,35.0
25017,13.0
25018,15.0
25019,7.0
25020,3.0
25021,2.0
25022,28.0
25023,0.0
25024,5.0
25025,17.0
25026,15.0
25027,9.0
25028,0.0
25029,29.0
25030,11.0
25031,2.0
25032,24.0
25033,1.0
25034,8.0
25035,11.0
25036,4.0
25037,14.0
25038,1.0
25039,1.0
25040,14.0
25041,15.0
25042,6.0
25043,8.0
25044,19.0
25045,28.0
25046,18.0
25047,8.0
25048,8.0
25049,0.0
25050,11.0
25051,15.0
25052,3.0
25053,25.0
25054,35.0
25055,18.0
25056,16.0
25057,1.0
25058,4.0
25059,0.0
25060,16.0
25061,20.0
25062,14.0
25063,5.0
25064,1.0
25065,5.0
25066,17.0
25067,0.0
25068,14.0
25069,20.0
25070,3.0
25071,17.0
25072,20.0
25073,3.0
25074,3.0
25075,0.0
25076,19.0
25077,2.0
25078,1.0
25079,15.0
25080,14.0
25081,11.0
25082,5.0
25083,14.0
25084,20.0
25085,0.0
25086,29.0
25087,4.0
25088,9.0
25089,0.0
25090,0.0
25091,19.0
25092,9.0
25093,21.0
25094,4.0
25095,22.0
25096,3.0
25097,14.0
25098,20.0
25099,23.0
25100,3.0
25101,7.0
25102,8.0
25103,25.0
25104,0.0
25105,22.0
25106,0.0
25107,7.0
25108,23.0
25109,4.0
25110,19.0
25111,10.0
25112,5.0
25113,9.0
25114,0.0
25115,20.0
25116,19.0
25117,0.0
25118,21.0
25119,0.0
25120,12.0
25121,2.0
25122,4.0
25123,20.0
25124,27.0
25125,19.0
25126,13.0
25127,0.0
25128,1.0
25129,13.0
25130,0.0
25131,35.0
25132,12.0
25133,8.0
25134,22.0
25135,3.0
25136,6.0
25137,0.0
25138,4.0
25139,15.0
25140,15.0
25141,13.0
25142,12.0
25143,28.0
25144,6.0
25145,5.0
25146,5.0
25147,3.0
25148,17.0
25149,2.0
25150,1.0
25151,6.0
25152,1.0
25153,19.0
25154,19.0
25155,10.0
25156,12.0
25157,30.0
25158,16.0
25159,10.0
25160,11.0
25161,12.0
25162,19.0
25163,3.0
25164,11.0
25165,9.0
25166,2.0
25167,0.0
25168,18.0
25169,0.0
25170,0.0
25171,17.0
25172,14.0
25173,0.0
25174,1.0
25175,8.0
25176,12.0
25177,19.0
25178,2.0
25179,6.0
25180,4.0
25181,0.0
25182,21.0
25183,35.0
25184,5.0
25185,20.0
25186,2.0
25187,3.0
25188,3.0
25189,24.0
25190,23.0
25191,16.0
25192,11.0
25193,13.0
25194,32.0
25195,8.0
25196,7.0
25197,18.0
25198,4.0
25199,13.0
25200,4.0
25201,0.0
25202,9.0
25203,7.0
25204,16.0
25205,4.0
25206,13.0
25207,12.0
25208,7.0
25209,2.0
25210,11.0
25211,34.0
25212,3.0
25213,13.0
25214,17.0
25215,3.0
25216,15.0
25217,4.0
25218,13.0
25219,41.0
25220,0.0
25221,26.0
25222,3.0
25223,23.0
25224,10.0
25225,0.0
25226,4.0
25227,0.0
25228,4.0
25229,7.0
25230,5.0
25231,8.0
25232,0.0
25233,20.0
25234,11.0
25235,17.0
25236,20.0
25237,0.0
25238,2.0
25239,17.0
25240,1.0
25241,0.0
25242,2.0
25243,11.0
25244,10.0
25245,13.0
25246,2.0
25247,3.0
25248,22.0
25249,11.0
25250,0.0
25251,17.0
25252,30.0
25253,6.0
25254,0.0
25255,29.0
25256,20.0
25257,15.0
25258,11.0
25259,12.0
25260,5.0
25261,9.0
25262,8.0
25263,14.0
25264,20.0
25265,40.0
25266,0.0
25267,9.0
25268,1.0
25269,8.0
25270,4.0
25271,10.0
25272,8.0
25273,3.0
25274,4.0
25275,30.0
25276,9.0
25277,0.0
25278,10.0
25279,0.0
25280,0.0
25281,4.0
25282,3.0
25283,2.0
25284,8.0
25285,3.0
25286,7.0
25287,10.0
25288,5.0
25289,21.0
25290,2.0
25291,0.0
25292,6.0
25293,33.0
25294,30.0
25295,1.0
25296,2.0
25297,32.0
25298,28.0
25299,12.0
25300,38.0
25301,6.0
25302,17.0
25303,0.0
25304,1.0
25305,8.0
25306,5.0
25307,38.0
25308,16.0
25309,25.0
25310,14.0
25311,0.0
25312,15.0
25313,0.0
25314,0.0
25315,26.0
25316,0.0
25317,13.0
25318,4.0
25319,27.0
25320,0.0
25321,16.0
25322,5.0
25323,7.0
25324,3.0
25325,0.0
25326,3.0
25327,7.0
25328,0.0
25329,32.0
25330,7.0
25331,11.0
25332,2.0
25333,17.0
25334,3.0
25335,6.0
25336,53.0
25337,1.0
25338,13.0
25339,12.0
25340,2.0
25341,0.0
25342,2.0
25343,12.0
25344,21.0
25345,0.0
25346,0.0
25347,0.0
25348,6.0
25349,5.0
25350,12.0
25351,7.0
25352,0.0
25353,6.0
25354,3.0
25355,0.0
25356,12.0
25357,0.0
25358,4.0
25359,2.0
25360,1.0
25361,20.0
25362,5.0
25363,19.0
25364,15.0
25365,2.0
25366,32.0
25367,29.0
25368,0.0
25369,5.0
25370,15.0
25371,6.0
25372,18.0
25373,14.0
25374,8.0
25375,19.0
25376,31.0
25377,13.0
25378,6.0
25379,8.0
25380,12.0
25381,29.0
25382,0.0
25383,53.0
25384,24.0
25385,27.0
25386,23.0
25387,17.0
25388,0.0
25389,12.0
25390,42.0
25391,19.0
25392,12.0
25393,25.0
25394,0.0
25395,19.0
25396,11.0
25397,39.0
25398,3.0
25399,0.0
25400,40.0
25401,1.0
25402,19.0
25403,31.0
25404,0.0
25405,34.0
25406,23.0
25407,3.0
25408,11.0
25409,8.0
25410,25.0
25411,10.0
25412,10.0
25413,0.0
25414,0.0
25415,0.0
25416,2.0
25417,0.0
25418,8.0
25419,9.0
25420,0.0
25421,9.0
25422,15.0
25423,2.0
25424,25.0
25425,12.0
25426,42.0
25427,37.0
25428,19.0
25429,7.0
25430,46.0
25431,15.0
25432,11.0
25433,8.0
25434,18.0
25435,17.0
25436,13.0
25437,20.0
25438,0.0
25439,9.0
25440,0.0
25441,2.0
25442,17.0
25443,18.0
25444,13.0
25445,37.0
25446,9.0
25447,2.0
25448,0.0
25449,20.0
25450,47.0
25451,11.0
25452,28.0
25453,5.0
25454,0.0
25455,0.0
25456,7.0
25457,17.0
25458,0.0
25459,3.0
25460,16.0
25461,24.0
25462,0.0
25463,21.0
25464,16.0
25465,13.0
25466,0.0
25467,2.0
25468,5.0
25469,14.0
25470,0.0
25471,11.0
25472,17.0
25473,2.0
25474,12.0
25475,21.0
25476,16.0
25477,20.0
25478,0.0
25479,4.0
25480,6.0
25481,0.0
25482,1.0
25483,28.0
25484,29.0
25485,11.0
25486,8.0
25487,0.0
25488,15.0
25489,27.0
25490,7.0
25491,13.0
25492,8.0
25493,62.0
25494,14.0
25495,12.0
25496,16.0
25497,3.0
25498,53.0
25499,17.0
25500,28.0
25501,22.0
25502,3.0
25503,30.0
25504,2.0
25505,0.0
25506,6.0
25507,6.0
25508,11.0
25509,0.0
25510,26.0
25511,37.0
25512,27.0
25513,51.0
25514,14.0
25515,0.0
25516,9.0
25517,11.0
25518,20.0
25519,0.0
25520,20.0
25521,66.0
25522,0.0
25523,21.0
25524,3.0
25525,47.0
25526,11.0
25527,36.0
25528,12.0
25529,24.0
25530,14.0
25531,38.0
25532,24.0
25533,22.0
25534,45.0
25535,12.0
25536,26.0
25537,44.0
25538,14.0
25539,3.0
25540,1.0
25541,0.0
25542,0.0
25543,9.0
25544,8.0
25545,12.0
25546,1.0
25547,5.0
25548,5.0
25549,7.0
25550,8.0
25551,12.0
25552,34.0
25553,37.0
25554,15.0
25555,6.0
25556,0.0
25557,31.0
25558,63.0
25559,39.0
25560,11.0
25561,27.0
25562,0.0
25563,3.0
25564,33.0
25565,2.0
25566,29.0
25567,36.0
25568,16.0
25569,15.0
25570,21.0
25571,12.0
25572,45.0
25573,22.0
25574,27.0
25575,38.0
25576,5.0
25577,3.0
25578,43.0
25579,1.0
25580,5.0
25581,23.0
25582,6.0
25583,19.0
25584,26.0
25585,26.0
25586,7.0
25587,1.0
25588,10.0
25589,0.0
25590,6.0
25591,1.0
25592,0.0
25593,20.0
25594,6.0
25595,2.0
25596,4.0
25597,7.0
25598,3.0
25599,0.0
25600,8.0
25601,6.0
25602,15.0
25603,23.0
25604,0.0
25605,10.0
25606,28.0
25607,1.0
25608,6.0
25609,9.0
25610,7.0
25611,0.0
25612,6.0
25613,0.0
25614,4.0
25615,16.0
25616,18.0
25617,8.0
25618,15.0
25619,3.0
25620,1.0
25621,39.0
25622,1.0
25623,5.0
25624,35.0
25625,12.0
25626,0.0
25627,7.0
25628,0.0
25629,6.0
25630,25.0
25631,0.0
25632,3.0
25633,3.0
25634,14.0
25635,1.0
25636,1.0
25637,24.0
25638,6.0
25639,16.0
25640,11.0
25641,6.0
25642,21.0
25643,2.0
25644,11.0
25645,7.0
25646,4.0
25647,17.0
25648,9.0
25649,1.0
25650,10.0
25651,0.0
25652,37.0
25653,8.0
25654,16.0
25655,4.0
25656,12.0
25657,9.0
25658,0.0
25659,18.0
25660,5.0
25661,10.0
25662,11.0
25663,0.0
25664,34.0
25665,4.0
25666,6.0
25667,4.0
25668,0.0
25669,3.0
25670,4.0
25671,0.0
25672,1.0
25673,0.0
25674,0.0
25675,3.0
25676,0.0
25677,1.0
25678,17.0
25679,25.0
25680,9.0
25681,9.0
25682,1.0
25683,2.0
25684,0.0
25685,1.0
25686,1.0
25687,0.0
25688,0.0
25689,2.0
25690,7.0
25691,23.0
25692,9.0
25693,5.0
25694,0.0
25695,1.0
25696,5.0
25697,32.0
25698,0.0
25699,2.0
25700,12.0
25701,16.0
25702,10.0
25703,0.0
25704,10.0
25705,21.0
25706,6.0
25707,4.0
25708,19.0
25709,0.0
25710,12.0
25711,0.0
25712,0.0
25713,1.0
25714,1.0
25715,0.0
25716,0.0
25717,0.0
25718,0.0
25719,0.0
25720,18.0
25721,3.0
25722,0.0
25723,0.0
25724,1.0
25725,0.0
25726,24.0
25727,1.0
25728,1.0
25729,8.0
25730,0.0
25731,33.0
25732,65.0
25733,1.0
25734,0.0
25735,1.0
25736,1.0
25737,0.0
25738,0.0
25739,8.0
25740,12.0
25741,60.0
25742,17.0
25743,0.0
25744,3.0
25745,0.0
25746,0.0
25747,12.0
25748,16.0
25749,1.0
25750,1.0
25751,13.0
25752,4.0
25753,0.0
25754,14.0
25755,0.0
25756,0.0
25757,0.0
25758,0.0
25759,0.0
25760,0.0
25761,3.0
25762,0.0
25763,7.0
25764,4.0
25765,0.0
25766,0.0
25767,4.0
25768,1.0
25769,4.0
25770,2.0
25771,8.0
25772,0.0
25773,3.0
25774,0.0
25775,0.0
25776,0.0
25777,9.0
25778,68.0
25779,10.0
25780,10.0
25781,9.0
25782,24.0
25783,13.0
25784,0.0
25785,0.0
25786,0.0
25787,11.0
25788,13.0
25789,1.0
25790,6.0
25791,0.0
25792,0.0
25793,11.0
25794,1.0
25795,6.0
25796,38.0
25797,0.0
25798,0.0
25799,0.0
25800,1.0
25801,4.0
25802,0.0
25803,6.0
25804,0.0
25805,5.0
25806,21.0
25807,19.0
25808,0.0
25809,2.0
25810,11.0
25811,19.0
25812,12.0
25813,0.0
25814,6.0
25815,0.0
25816,2.0
25817,0.0
25818,4.0
25819,0.0
25820,24.0
25821,13.0
25822,18.0
25823,0.0
25824,18.0
25825,0.0
25826,0.0
25827,10.0
25828,0.0
25829,9.0
25830,35.0
25831,2.0
25832,0.0
25833,11.0
25834,12.0
25835,0.0
25836,1.0
25837,8.0
25838,6.0
25839,2.0
25840,0.0
25841,0.0
25842,8.0
25843,1.0
25844,7.0
25845,13.0
25846,0.0
25847,8.0
25848,0.0
25849,2.0
25850,0.0
25851,12.0
25852,0.0
25853,0.0
25854,10.0
25855,17.0
25856,2.0
25857,14.0
25858,0.0
25859,2.0
25860,7.0
25861,1.0
25862,0.0
25863,44.0
25864,15.0
25865,0.0
25866,21.0
25867,0.0
25868,1.0
25869,2.0
25870,6.0
25871,1.0
25872,8.0
25873,0.0
25874,11.0
25875,19.0
25876,0.0
25877,11.0
25878,9.0
25879,0.0
25880,5.0
25881,3.0
25882,0.0
25883,0.0
25884,0.0
25885,5.0
25886,2.0
25887,0.0
25888,43.0
25889,0.0
25890,5.0
25891,12.0
25892,1.0
25893,0.0
25894,3.0
25895,17.0
25896,12.0
25897,0.0
25898,3.0
25899,1.0
25900,0.0
25901,3.0
25902,14.0
25903,4.0
25904,4.0
25905,0.0
25906,0.0
25907,3.0
25908,0.0
25909,34.0
25910,8.0
25911,1.0
25912,15.0
25913,36.0
25914,3.0
25915,4.0
25916,13.0
25917,7.0
25918,10.0
25919,11.0
25920,17.0
25921,1.0
25922,25.0
25923,0.0
25924,0.0
25925,5.0
25926,31.0
25927,32.0
25928,29.0
25929,5.0
25930,24.0
25931,1.0
25932,4.0
25933,3.0
25934,3.0
25935,55.0
25936,0.0
25937,10.0
25938,13.0
25939,8.0
25940,0.0
25941,8.0
25942,7.0
25943,0.0
25944,0.0
25945,2.0
25946,19.0
25947,3.0
25948,20.0
25949,8.0
25950,4.0
25951,3.0
25952,4.0
25953,4.0
25954,3.0
25955,5.0
25956,1.0
25957,37.0
25958,4.0
25959,3.0
25960,0.0
25961,4.0
25962,4.0
25963,28.0
25964,1.0
25965,32.0
25966,0.0
25967,1.0
25968,9.0
25969,0.0
25970,0.0
25971,0.0
25972,4.0
25973,10.0
25974,24.0
25975,1.0
25976,35.0
25977,13.0
25978,11.0
25979,29.0
25980,0.0
25981,3.0
25982,0.0
25983,0.0
25984,8.0
25985,0.0
25986,12.0
25987,1.0
25988,0.0
25989,76.0
25990,8.0
25991,0.0
25992,29.0
25993,15.0
25994,3.0
25995,35.0
25996,8.0
25997,2.0
25998,1.0
25999,3.0
26000,16.0
26001,9.0
26002,0.0
26003,0.0
26004,1.0
26005,0.0
26006,0.0
26007,25.0
26008,4.0
26009,31.0
26010,6.0
26011,7.0
26012,24.0
26013,7.0
26014,17.0
26015,4.0
26016,10.0
26017,4.0
26018,0.0
26019,0.0
26020,6.0
26021,12.0
26022,9.0
26023,1.0
26024,4.0
26025,3.0
26026,0.0
26027,0.0
26028,0.0
26029,60.0
26030,0.0
26031,5.0
26032,1.0
26033,6.0
26034,15.0
26035,3.0
26036,5.0
26037,0.0
26038,0.0
26039,13.0
26040,12.0
26041,1.0
26042,5.0
26043,18.0
26044,9.0
26045,3.0
26046,2.0
26047,3.0
26048,0.0
26049,9.0
26050,7.0
26051,32.0
26052,6.0
26053,6.0
26054,0.0
26055,2.0
26056,22.0
26057,0.0
26058,0.0
26059,13.0
26060,8.0
26061,0.0
26062,5.0
26063,29.0
26064,0.0
26065,6.0
26066,0.0
26067,0.0
26068,25.0
26069,1.0
26070,31.0
26071,9.0
26072,0.0
26073,13.0
26074,15.0
26075,5.0
26076,9.0
26077,28.0
26078,0.0
26079,0.0
26080,6.0
26081,37.0
26082,3.0
26083,2.0
26084,2.0
26085,0.0
26086,7.0
26087,18.0
26088,4.0
26089,20.0
26090,0.0
26091,8.0
26092,3.0
26093,1.0
26094,2.0
26095,1.0
26096,4.0
26097,0.0
26098,2.0
26099,29.0
26100,0.0
26101,10.0
26102,0.0
26103,46.0
26104,4.0
26105,0.0
26106,9.0
26107,8.0
26108,16.0
26109,13.0
26110,0.0
26111,9.0
26112,14.0
26113,9.0
26114,5.0
26115,1.0
26116,0.0
26117,9.0
26118,3.0
26119,0.0
26120,0.0
26121,5.0
26122,17.0
26123,0.0
26124,11.0
26125,0.0
26126,7.0
26127,8.0
26128,1.0
26129,1.0
26130,0.0
26131,0.0
26132,19.0
26133,1.0
26134,14.0
26135,11.0
26136,20.0
26137,16.0
26138,0.0
26139,0.0
26140,8.0
26141,24.0
26142,2.0
26143,1.0
26144,9.0
26145,19.0
26146,15.0
26147,13.0
26148,6.0
26149,11.0
26150,0.0
26151,0.0
26152,0.0
26153,10.0
26154,0.0
26155,7.0
26156,22.0
26157,14.0
26158,10.0
26159,2.0
26160,9.0
26161,23.0
26162,0.0
26163,0.0
26164,6.0
26165,0.0
26166,10.0
26167,1.0
26168,18.0
26169,3.0
26170,8.0
26171,7.0
26172,23.0
26173,39.0
26174,6.0
26175,1.0
26176,79.0
26177,22.0
26178,0.0
26179,12.0
26180,0.0
26181,0.0
26182,12.0
26183,18.0
26184,8.0
26185,0.0
26186,0.0
26187,0.0
26188,9.0
26189,14.0
26190,0.0
26191,0.0
26192,1.0
26193,0.0
26194,9.0
26195,11.0
26196,1.0
26197,0.0
26198,0.0
26199,0.0
26200,22.0
26201,8.0
26202,19.0
26203,0.0
26204,1.0
26205,0.0
26206,0.0
26207,0.0
26208,0.0
26209,16.0
26210,0.0
26211,0.0
26212,11.0
26213,0.0
26214,4.0
26215,10.0
26216,0.0
26217,0.0
26218,1.0
26219,0.0
26220,3.0
26221,3.0
26222,18.0
26223,1.0
26224,32.0
26225,4.0
26226,0.0
26227,0.0
26228,12.0
26229,5.0
26230,0.0
26231,1.0
26232,0.0
26233,6.0
26234,0.0
26235,0.0
26236,1.0
26237,0.0
26238,19.0
26239,0.0
26240,28.0
26241,13.0
26242,18.0
26243,0.0
26244,2.0
26245,0.0
26246,26.0
26247,2.0
26248,0.0
26249,0.0
26250,13.0
26251,0.0
26252,0.0
26253,19.0
26254,0.0
26255,15.0
26256,0.0
26257,1.0
26258,7.0
26259,3.0
