,Gabbr2
26199,2.0
26200,10.0
26201,11.0
26202,13.0
26203,3.0
26204,1.0
26205,4.0
26206,4.0
26207,0.0
26208,1.0
26209,14.0
26210,2.0
26211,0.0
26212,6.0
26213,0.0
26214,1.0
26215,11.0
26216,0.0
26217,1.0
26218,0.0
26219,1.0
26220,0.0
26221,5.0
26222,13.0
26223,3.0
26224,21.0
26225,2.0
26226,2.0
26227,2.0
26228,12.0
26229,2.0
26230,0.0
26231,2.0
26232,1.0
26233,1.0
26234,5.0
26235,0.0
26236,1.0
26237,1.0
26238,10.0
26239,4.0
26240,9.0
26241,15.0
26242,10.0
26243,0.0
26244,0.0
26245,16.0
26246,8.0
26247,0.0
26248,3.0
26249,5.0
26250,10.0
26251,2.0
26252,0.0
26253,14.0
26254,2.0
26255,7.0
26256,0.0
26257,1.0
26258,8.0
26259,4.0
26260,7.0
26261,0.0
26262,0.0
26263,10.0
26264,8.0
26265,8.0
26266,5.0
26267,4.0
26268,0.0
26269,10.0
26270,15.0
26271,8.0
26272,0.0
26273,1.0
26274,0.0
26275,2.0
26276,1.0
26277,5.0
26278,9.0
26279,7.0
26280,2.0
26281,0.0
26282,1.0
26283,14.0
26284,0.0
26285,1.0
26286,4.0
26287,9.0
26288,6.0
26289,0.0
26290,0.0
26291,1.0
26292,8.0
26293,13.0
26294,7.0
26295,1.0
26296,3.0
26297,4.0
26298,12.0
26299,2.0
26300,0.0
26301,21.0
26302,15.0
26303,4.0
26304,4.0
26305,2.0
26306,14.0
26307,0.0
26308,14.0
26309,13.0
26310,5.0
26311,7.0
26312,10.0
26313,1.0
26314,12.0
26315,14.0
26316,3.0
26317,17.0
26318,23.0
26319,1.0
26320,0.0
26321,1.0
26322,6.0
26323,0.0
26324,1.0
26325,12.0
26326,5.0
26327,7.0
26328,13.0
26329,14.0
26330,12.0
26331,5.0
26332,6.0
26333,4.0
26334,0.0
26335,0.0
26336,1.0
26337,25.0
26338,6.0
26339,8.0
26340,1.0
26341,22.0
26342,3.0
26343,2.0
26344,1.0
26345,15.0
26346,0.0
26347,6.0
26348,10.0
26349,19.0
26350,1.0
26351,5.0
26352,14.0
26353,1.0
26354,8.0
26355,3.0
26356,5.0
26357,2.0
26358,2.0
26359,11.0
26360,22.0
26361,0.0
26362,1.0
26363,5.0
26364,13.0
26365,0.0
26366,0.0
26367,10.0
26368,18.0
26369,0.0
26370,1.0
26371,2.0
26372,11.0
26373,0.0
26374,0.0
26375,10.0
26376,5.0
26377,5.0
26378,14.0
26379,22.0
26380,22.0
26381,2.0
26382,1.0
26383,4.0
26384,8.0
26385,1.0
26386,2.0
26387,9.0
26388,2.0
26389,6.0
26390,12.0
26391,1.0
26392,8.0
26393,0.0
26394,72.0
26395,28.0
26396,8.0
26397,5.0
26398,2.0
26399,0.0
26400,11.0
26401,0.0
26402,11.0
26403,0.0
26404,4.0
26405,2.0
26406,0.0
26407,4.0
26408,13.0
26409,0.0
26410,13.0
26411,12.0
26412,2.0
26413,29.0
26414,9.0
26415,14.0
26416,2.0
26417,13.0
26418,4.0
26419,10.0
26420,0.0
26421,1.0
26422,5.0
26423,1.0
26424,0.0
26425,0.0
26426,1.0
26427,9.0
26428,9.0
26429,0.0
26430,2.0
26431,6.0
26432,23.0
26433,0.0
26434,6.0
26435,9.0
26436,0.0
26437,17.0
26438,2.0
26439,1.0
26440,4.0
26441,16.0
26442,2.0
26443,11.0
26444,5.0
26445,3.0
26446,0.0
26447,16.0
26448,16.0
26449,1.0
26450,0.0
26451,19.0
26452,12.0
26453,4.0
26454,0.0
26455,7.0
26456,14.0
26457,3.0
26458,12.0
26459,12.0
26460,3.0
26461,2.0
26462,14.0
26463,0.0
26464,6.0
26465,2.0
26466,0.0
26467,9.0
26468,6.0
26469,0.0
26470,4.0
26471,2.0
26472,0.0
26473,10.0
26474,4.0
26475,6.0
26476,0.0
26477,1.0
26478,13.0
26479,0.0
26480,24.0
26481,2.0
26482,11.0
26483,3.0
26484,0.0
26485,4.0
26486,0.0
26487,0.0
26488,4.0
26489,0.0
26490,0.0
26491,9.0
26492,0.0
26493,5.0
26494,6.0
26495,0.0
26496,5.0
26497,2.0
26498,1.0
26499,30.0
26500,8.0
26501,7.0
26502,3.0
26503,1.0
26504,3.0
26505,9.0
26506,0.0
26507,8.0
26508,14.0
26509,11.0
26510,0.0
26511,1.0
26512,0.0
26513,1.0
26514,17.0
26515,12.0
26516,2.0
26517,2.0
26518,20.0
26519,2.0
26520,1.0
26521,4.0
26522,6.0
26523,11.0
26524,6.0
26525,0.0
26526,5.0
26527,0.0
26528,9.0
26529,1.0
26530,4.0
26531,3.0
26532,0.0
26533,1.0
26534,1.0
26535,9.0
26536,2.0
26537,17.0
26538,1.0
26539,0.0
26540,3.0
26541,0.0
26542,27.0
26543,0.0
26544,3.0
26545,5.0
26546,14.0
26547,0.0
26548,2.0
26549,3.0
26550,6.0
26551,3.0
26552,4.0
26553,3.0
26554,20.0
26555,21.0
26556,1.0
26557,20.0
26558,8.0
26559,0.0
26560,0.0
26561,1.0
26562,2.0
26563,24.0
26564,20.0
26565,0.0
26566,11.0
26567,7.0
26568,3.0
26569,13.0
26570,1.0
26571,4.0
26572,9.0
26573,3.0
26574,10.0
26575,11.0
26576,0.0
26577,4.0
26578,7.0
26579,2.0
26580,9.0
26581,0.0
26582,2.0
26583,10.0
26584,4.0
26585,0.0
26586,3.0
26587,1.0
26588,26.0
26589,2.0
26590,0.0
26591,8.0
26592,0.0
26593,3.0
26594,9.0
26595,0.0
26596,20.0
26597,2.0
26598,3.0
26599,2.0
26600,7.0
26601,1.0
26602,0.0
26603,0.0
26604,8.0
26605,0.0
26606,2.0
26607,1.0
26608,30.0
26609,7.0
26610,2.0
26611,11.0
26612,5.0
26613,3.0
26614,0.0
26615,10.0
26616,0.0
26617,4.0
26618,11.0
26619,0.0
26620,27.0
26621,2.0
26622,15.0
26623,5.0
26624,1.0
26625,1.0
26626,8.0
26627,0.0
26628,26.0
26629,7.0
26630,29.0
26631,0.0
26632,13.0
26633,0.0
26634,0.0
26635,45.0
26636,5.0
26637,2.0
26638,2.0
26639,11.0
26640,2.0
26641,4.0
26642,9.0
26643,0.0
26644,0.0
26645,1.0
26646,2.0
26647,11.0
26648,0.0
26649,14.0
26650,1.0
26651,8.0
26652,13.0
26653,11.0
26654,3.0
26655,23.0
26656,1.0
26657,14.0
26658,1.0
26659,1.0
26660,13.0
26661,4.0
26662,31.0
26663,4.0
26664,0.0
26665,2.0
26666,1.0
26667,0.0
26668,0.0
26669,20.0
26670,0.0
26671,0.0
26672,2.0
26673,1.0
26674,1.0
26675,11.0
26676,1.0
26677,0.0
26678,2.0
26679,6.0
26680,0.0
26681,24.0
26682,13.0
26683,3.0
26684,0.0
26685,0.0
26686,7.0
26687,0.0
26688,2.0
26689,27.0
26690,0.0
26691,1.0
26692,1.0
26693,4.0
26694,1.0
26695,3.0
26696,4.0
26697,0.0
26698,12.0
26699,0.0
26700,1.0
26701,21.0
26702,1.0
26703,0.0
26704,4.0
26705,23.0
26706,1.0
26707,19.0
26708,0.0
26709,3.0
26710,2.0
26711,0.0
26712,6.0
26713,3.0
26714,0.0
26715,0.0
26716,3.0
26717,0.0
26718,3.0
26719,10.0
26720,13.0
26721,15.0
26722,2.0
26723,2.0
26724,3.0
26725,13.0
26726,7.0
26727,1.0
26728,0.0
26729,28.0
26730,0.0
26731,3.0
26732,1.0
26733,0.0
26734,3.0
26735,37.0
26736,1.0
26737,0.0
26738,0.0
26739,1.0
26740,3.0
26741,2.0
26742,0.0
26743,0.0
26744,0.0
26745,5.0
26746,0.0
26747,18.0
26748,0.0
26749,11.0
26750,4.0
26751,6.0
26752,1.0
26753,8.0
26754,0.0
26755,3.0
26756,0.0
26757,12.0
26758,0.0
26759,0.0
26760,9.0
26761,0.0
26762,0.0
26763,14.0
26764,16.0
26765,0.0
26766,0.0
26767,1.0
26768,5.0
26769,0.0
26770,0.0
26771,1.0
26772,7.0
26773,3.0
26774,0.0
26775,14.0
26776,0.0
26777,7.0
26778,24.0
26779,0.0
26780,26.0
26781,11.0
26782,1.0
26783,1.0
26784,17.0
26785,0.0
26786,0.0
26787,0.0
26788,3.0
26789,18.0
26790,2.0
26791,3.0
26792,0.0
26793,12.0
26794,6.0
26795,0.0
26796,11.0
26797,0.0
26798,0.0
26799,12.0
26800,1.0
26801,14.0
26802,0.0
26803,4.0
26804,7.0
26805,3.0
26806,4.0
26807,3.0
26808,0.0
26809,38.0
26810,2.0
26811,6.0
26812,12.0
26813,1.0
26814,17.0
26815,17.0
26816,12.0
26817,0.0
26818,4.0
26819,9.0
26820,0.0
26821,7.0
26822,0.0
26823,23.0
26824,2.0
26825,9.0
26826,6.0
26827,0.0
26828,19.0
26829,0.0
26830,4.0
26831,0.0
26832,1.0
26833,0.0
26834,14.0
26835,8.0
26836,4.0
26837,0.0
26838,0.0
26839,2.0
26840,1.0
26841,1.0
26842,8.0
26843,0.0
26844,6.0
26845,6.0
26846,8.0
26847,2.0
26848,0.0
26849,1.0
26850,12.0
26851,19.0
26852,18.0
26853,16.0
26854,42.0
26855,10.0
26856,0.0
26857,1.0
26858,0.0
26859,6.0
26860,5.0
26861,17.0
26862,1.0
26863,0.0
26864,0.0
26865,1.0
26866,63.0
26867,0.0
26868,10.0
26869,5.0
26870,0.0
26871,0.0
26872,1.0
26873,1.0
26874,0.0
26875,22.0
26876,5.0
26877,1.0
26878,3.0
26879,13.0
26880,1.0
26881,4.0
26882,8.0
26883,7.0
26884,3.0
26885,7.0
26886,1.0
26887,0.0
26888,18.0
26889,19.0
26890,0.0
26891,8.0
26892,3.0
26893,2.0
26894,0.0
26895,2.0
26896,1.0
26897,2.0
26898,1.0
26899,2.0
26900,1.0
26901,1.0
26902,1.0
26903,2.0
26904,19.0
26905,2.0
26906,23.0
26907,3.0
26908,0.0
26909,0.0
26910,7.0
26911,3.0
26912,2.0
26913,24.0
26914,0.0
26915,8.0
26916,0.0
26917,14.0
26918,2.0
26919,0.0
26920,0.0
26921,4.0
26922,3.0
26923,14.0
26924,0.0
26925,3.0
26926,15.0
26927,0.0
26928,1.0
26929,7.0
26930,33.0
26931,10.0
26932,17.0
26933,10.0
26934,38.0
26935,18.0
26936,2.0
26937,5.0
26938,6.0
26939,3.0
26940,2.0
26941,12.0
26942,0.0
26943,10.0
26944,8.0
26945,1.0
26946,14.0
26947,1.0
26948,2.0
26949,4.0
26950,0.0
26951,0.0
26952,3.0
26953,0.0
26954,12.0
26955,10.0
26956,2.0
26957,3.0
26958,0.0
26959,11.0
26960,6.0
26961,2.0
26962,3.0
26963,0.0
26964,2.0
26965,4.0
26966,12.0
26967,4.0
26968,2.0
26969,5.0
26970,3.0
26971,1.0
26972,14.0
26973,1.0
26974,4.0
26975,1.0
26976,3.0
26977,1.0
26978,8.0
26979,7.0
26980,2.0
26981,2.0
26982,14.0
26983,2.0
26984,8.0
26985,2.0
26986,1.0
26987,7.0
26988,3.0
26989,6.0
26990,2.0
26991,2.0
26992,21.0
26993,2.0
26994,2.0
26995,2.0
26996,6.0
26997,2.0
26998,0.0
26999,30.0
27000,0.0
27001,4.0
27002,6.0
27003,1.0
27004,5.0
27005,17.0
27006,0.0
27007,15.0
27008,27.0
27009,0.0
27010,0.0
27011,9.0
27012,2.0
27013,4.0
27014,21.0
27015,0.0
27016,3.0
27017,13.0
27018,3.0
27019,5.0
27020,8.0
27021,10.0
27022,24.0
27023,11.0
27024,0.0
27025,3.0
27026,25.0
27027,30.0
27028,4.0
27029,4.0
27030,9.0
27031,7.0
27032,44.0
27033,24.0
27034,0.0
27035,12.0
27036,0.0
27037,3.0
27038,0.0
27039,0.0
27040,5.0
27041,3.0
27042,0.0
27043,9.0
27044,10.0
27045,13.0
27046,0.0
27047,6.0
27048,1.0
27049,1.0
27050,1.0
27051,12.0
27052,4.0
27053,9.0
27054,0.0
27055,0.0
27056,2.0
27057,1.0
27058,6.0
27059,3.0
27060,10.0
27061,2.0
27062,17.0
27063,10.0
27064,0.0
27065,1.0
27066,3.0
27067,7.0
27068,0.0
27069,11.0
27070,1.0
27071,2.0
27072,5.0
27073,1.0
27074,1.0
27075,0.0
27076,0.0
27077,0.0
27078,13.0
27079,0.0
27080,1.0
27081,13.0
27082,5.0
27083,0.0
27084,0.0
27085,8.0
27086,1.0
27087,4.0
27088,1.0
27089,1.0
27090,6.0
27091,0.0
27092,0.0
27093,13.0
27094,0.0
27095,3.0
27096,0.0
27097,8.0
27098,0.0
27099,12.0
27100,0.0
27101,10.0
27102,5.0
27103,0.0
27104,4.0
27105,4.0
27106,1.0
27107,5.0
27108,7.0
27109,5.0
27110,0.0
27111,0.0
27112,0.0
27113,0.0
27114,0.0
27115,0.0
27116,0.0
27117,0.0
27118,1.0
27119,0.0
27120,0.0
27121,0.0
27122,0.0
27123,0.0
27124,6.0
27125,4.0
27126,0.0
27127,0.0
27128,0.0
27129,1.0
27130,3.0
27131,0.0
27132,0.0
27133,0.0
27134,2.0
27135,1.0
27136,1.0
27137,0.0
27138,2.0
27139,1.0
27140,0.0
27141,0.0
27142,0.0
27143,0.0
27144,9.0
27145,3.0
27146,1.0
27147,0.0
27148,0.0
27149,0.0
27150,0.0
27151,3.0
27152,0.0
27153,7.0
27154,1.0
27155,0.0
27156,0.0
27157,0.0
27158,0.0
27159,0.0
27160,1.0
27161,0.0
27162,0.0
27163,0.0
27164,0.0
27165,1.0
27166,2.0
27167,0.0
27168,0.0
27169,0.0
27170,0.0
27171,0.0
27172,0.0
27173,0.0
27174,0.0
27175,0.0
27176,0.0
27177,0.0
27178,0.0
27179,0.0
27180,0.0
27181,0.0
27182,0.0
27183,0.0
27184,0.0
27185,0.0
27186,0.0
27187,0.0
27188,0.0
27189,1.0
27190,0.0
27191,0.0
27192,2.0
27193,0.0
27194,0.0
27195,0.0
27196,0.0
27197,0.0
27198,0.0
27199,0.0
27200,0.0
27201,0.0
27202,0.0
27203,0.0
27204,0.0
27205,0.0
27206,0.0
27207,0.0
27208,0.0
27209,0.0
27210,0.0
27211,0.0
27212,0.0
27213,0.0
27214,0.0
27215,0.0
27216,0.0
27217,0.0
27218,0.0
27219,0.0
27220,0.0
27221,1.0
27222,0.0
27223,0.0
27224,0.0
27225,0.0
27226,1.0
27227,0.0
27228,15.0
27229,2.0
27230,0.0
27231,0.0
27232,0.0
27233,0.0
27234,0.0
27235,0.0
27236,0.0
27237,0.0
27238,0.0
27239,0.0
27240,0.0
27241,0.0
27242,0.0
27243,0.0
27244,0.0
27245,0.0
27246,0.0
27247,0.0
27248,0.0
27249,5.0
27250,7.0
27251,0.0
27252,0.0
27253,0.0
27254,1.0
27255,1.0
27256,1.0
27257,0.0
27258,1.0
27259,0.0
27260,3.0
27261,0.0
27262,0.0
27263,0.0
27264,1.0
27265,1.0
27266,0.0
27267,1.0
27268,0.0
27269,1.0
27270,1.0
27271,1.0
27272,0.0
27273,0.0
27274,11.0
27275,17.0
27276,0.0
27277,2.0
27278,5.0
27279,6.0
27280,0.0
27281,1.0
27282,0.0
27283,4.0
27284,4.0
27285,3.0
27286,3.0
27287,2.0
27288,6.0
27289,3.0
27290,0.0
27291,2.0
27292,6.0
27293,2.0
27294,3.0
27295,0.0
27296,0.0
27297,8.0
27298,0.0
27299,0.0
27300,1.0
27301,2.0
27302,0.0
27303,11.0
27304,2.0
27305,16.0
27306,2.0
27307,3.0
27308,1.0
27309,0.0
27310,6.0
27311,0.0
27312,3.0
27313,8.0
27314,2.0
27315,6.0
27316,13.0
27317,0.0
27318,11.0
27319,0.0
27320,1.0
27321,7.0
27322,1.0
27323,1.0
27324,3.0
27325,5.0
27326,7.0
27327,5.0
27328,3.0
27329,2.0
27330,1.0
27331,3.0
27332,0.0
27333,0.0
27334,1.0
27335,3.0
27336,0.0
27337,1.0
27338,0.0
27339,1.0
27340,1.0
27341,3.0
27342,0.0
27343,0.0
27344,4.0
27345,0.0
27346,1.0
27347,7.0
27348,2.0
27349,2.0
27350,0.0
27351,3.0
27352,1.0
27353,4.0
27354,2.0
27355,1.0
27356,3.0
27357,14.0
27358,0.0
27359,3.0
27360,0.0
27361,5.0
27362,1.0
27363,8.0
27364,1.0
27365,4.0
27366,1.0
27367,2.0
27368,2.0
27369,28.0
27370,0.0
27371,1.0
27372,12.0
27373,7.0
27374,0.0
27375,0.0
27376,4.0
27377,0.0
27378,5.0
27379,5.0
27380,0.0
27381,4.0
27382,2.0
27383,2.0
27384,0.0
27385,0.0
27386,0.0
27387,13.0
27388,5.0
27389,2.0
27390,0.0
27391,1.0
27392,0.0
27393,1.0
27394,1.0
27395,5.0
27396,4.0
27397,1.0
27398,0.0
27399,1.0
27400,2.0
27401,2.0
27402,0.0
27403,11.0
27404,2.0
27405,1.0
27406,2.0
27407,4.0
27408,0.0
27409,1.0
27410,1.0
27411,0.0
27412,5.0
27413,1.0
27414,1.0
27415,0.0
27416,1.0
27417,0.0
27418,7.0
27419,4.0
27420,4.0
27421,2.0
27422,0.0
27423,5.0
27424,0.0
27425,1.0
27426,3.0
27427,1.0
27428,2.0
27429,0.0
27430,0.0
27431,1.0
27432,0.0
27433,3.0
27434,1.0
27435,14.0
27436,2.0
27437,6.0
27438,0.0
27439,2.0
27440,6.0
27441,10.0
27442,1.0
27443,3.0
27444,2.0
27445,5.0
27446,1.0
27447,0.0
27448,3.0
27449,0.0
27450,5.0
27451,1.0
27452,2.0
27453,2.0
27454,7.0
27455,4.0
27456,0.0
27457,2.0
27458,0.0
27459,1.0
27460,1.0
27461,1.0
27462,0.0
27463,5.0
27464,0.0
27465,6.0
27466,1.0
27467,3.0
27468,1.0
27469,2.0
27470,8.0
27471,1.0
27472,0.0
27473,0.0
27474,2.0
27475,6.0
27476,0.0
27477,4.0
27478,4.0
27479,2.0
27480,2.0
27481,0.0
27482,4.0
27483,1.0
27484,0.0
27485,7.0
27486,2.0
27487,2.0
27488,2.0
27489,8.0
27490,0.0
27491,1.0
27492,0.0
27493,0.0
27494,0.0
27495,0.0
27496,0.0
27497,2.0
27498,2.0
27499,10.0
27500,0.0
27501,0.0
27502,0.0
27503,4.0
27504,1.0
27505,1.0
27506,3.0
27507,7.0
27508,1.0
27509,5.0
27510,23.0
27511,0.0
27512,1.0
27513,2.0
27514,1.0
27515,5.0
27516,3.0
27517,15.0
27518,3.0
27519,2.0
27520,1.0
27521,2.0
27522,4.0
27523,0.0
27524,1.0
27525,4.0
27526,0.0
27527,4.0
27528,2.0
27529,0.0
27530,0.0
27531,0.0
27532,0.0
27533,3.0
27534,8.0
27535,6.0
27536,5.0
27537,0.0
27538,14.0
27539,11.0
27540,1.0
27541,5.0
27542,2.0
27543,14.0
27544,23.0
27545,4.0
27546,23.0
27547,0.0
27548,0.0
27549,2.0
27550,3.0
27551,2.0
27552,0.0
27553,2.0
27554,5.0
27555,1.0
27556,3.0
27557,1.0
27558,2.0
27559,0.0
27560,1.0
27561,14.0
27562,4.0
27563,1.0
27564,15.0
27565,0.0
27566,22.0
27567,1.0
27568,7.0
27569,10.0
27570,2.0
27571,3.0
27572,4.0
27573,1.0
27574,1.0
27575,0.0
27576,2.0
27577,0.0
27578,2.0
27579,1.0
27580,4.0
27581,5.0
27582,3.0
27583,0.0
27584,3.0
27585,4.0
27586,0.0
27587,1.0
27588,20.0
27589,0.0
27590,2.0
27591,3.0
27592,1.0
27593,6.0
27594,1.0
27595,0.0
27596,0.0
27597,0.0
27598,0.0
27599,0.0
27600,0.0
27601,0.0
27602,0.0
27603,1.0
27604,1.0
27605,1.0
27606,0.0
27607,0.0
27608,0.0
27609,0.0
27610,1.0
27611,0.0
27612,0.0
27613,6.0
27614,0.0
27615,0.0
27616,1.0
27617,0.0
27618,0.0
27619,0.0
27620,0.0
27621,0.0
27622,0.0
27623,0.0
27624,0.0
27625,1.0
27626,0.0
27627,0.0
27628,0.0
27629,0.0
27630,0.0
27631,2.0
27632,0.0
27633,0.0
27634,0.0
27635,0.0
27636,1.0
27637,0.0
27638,28.0
27639,0.0
27640,0.0
27641,0.0
27642,0.0
27643,0.0
27644,0.0
27645,0.0
27646,0.0
27647,0.0
27648,3.0
27649,1.0
27650,0.0
27651,0.0
27652,0.0
27653,0.0
27654,0.0
27655,0.0
27656,1.0
27657,1.0
27658,0.0
27659,1.0
27660,0.0
27661,1.0
27662,1.0
27663,33.0
27664,26.0
27665,0.0
27666,24.0
27667,0.0
27668,9.0
27669,17.0
27670,7.0
27671,5.0
27672,15.0
27673,16.0
27674,21.0
27675,0.0
27676,17.0
27677,0.0
27678,3.0
27679,25.0
27680,19.0
27681,0.0
27682,1.0
27683,3.0
27684,1.0
27685,23.0
27686,11.0
27687,0.0
27688,0.0
27689,7.0
27690,1.0
27691,4.0
27692,0.0
27693,29.0
27694,0.0
27695,15.0
27696,12.0
27697,18.0
27698,0.0
27699,0.0
27700,6.0
27701,5.0
27702,1.0
27703,0.0
27704,0.0
27705,12.0
27706,3.0
27707,4.0
27708,10.0
27709,0.0
27710,5.0
27711,1.0
27712,0.0
27713,10.0
27714,1.0
27715,7.0
27716,0.0
27717,1.0
27718,8.0
27719,11.0
27720,1.0
27721,2.0
27722,1.0
27723,19.0
27724,16.0
27725,0.0
27726,1.0
27727,21.0
27728,1.0
27729,2.0
27730,15.0
27731,7.0
27732,17.0
27733,1.0
27734,6.0
27735,13.0
27736,21.0
27737,3.0
27738,11.0
27739,7.0
27740,2.0
27741,27.0
27742,0.0
27743,15.0
27744,7.0
27745,24.0
27746,1.0
27747,20.0
27748,9.0
27749,1.0
27750,7.0
27751,9.0
27752,2.0
27753,31.0
27754,2.0
27755,1.0
27756,6.0
27757,0.0
27758,3.0
27759,2.0
27760,0.0
27761,7.0
27762,4.0
27763,0.0
27764,26.0
27765,35.0
27766,13.0
27767,19.0
27768,18.0
27769,17.0
27770,0.0
27771,17.0
27772,0.0
27773,0.0
27774,0.0
27775,2.0
27776,1.0
27777,6.0
27778,4.0
27779,2.0
27780,24.0
27781,3.0
27782,4.0
27783,4.0
27784,13.0
27785,9.0
27786,1.0
27787,1.0
27788,5.0
27789,0.0
27790,19.0
27791,2.0
27792,10.0
27793,10.0
27794,11.0
27795,1.0
27796,0.0
27797,13.0
27798,31.0
27799,14.0
27800,11.0
27801,16.0
27802,0.0
27803,11.0
27804,18.0
27805,6.0
27806,0.0
27807,3.0
27808,15.0
27809,10.0
27810,23.0
27811,2.0
27812,0.0
27813,19.0
27814,8.0
27815,3.0
27816,0.0
27817,0.0
27818,0.0
27819,3.0
27820,5.0
27821,0.0
27822,0.0
27823,0.0
27824,0.0
27825,0.0
27826,5.0
27827,0.0
27828,0.0
27829,12.0
27830,6.0
27831,4.0
27832,7.0
27833,0.0
27834,0.0
27835,0.0
27836,0.0
27837,0.0
27838,0.0
27839,46.0
27840,19.0
27841,0.0
27842,19.0
27843,0.0
27844,0.0
27845,0.0
27846,0.0
27847,0.0
27848,2.0
27849,0.0
27850,0.0
27851,1.0
27852,9.0
27853,11.0
27854,0.0
27855,1.0
27856,15.0
27857,0.0
27858,0.0
27859,1.0
27860,0.0
27861,0.0
27862,8.0
27863,0.0
27864,17.0
27865,5.0
27866,0.0
27867,8.0
27868,4.0
27869,0.0
27870,16.0
27871,0.0
27872,5.0
27873,0.0
27874,2.0
27875,25.0
27876,0.0
27877,0.0
27878,1.0
27879,8.0
27880,20.0
27881,11.0
27882,0.0
27883,0.0
27884,7.0
27885,28.0
27886,0.0
27887,0.0
27888,18.0
27889,8.0
27890,4.0
27891,2.0
27892,0.0
27893,0.0
27894,0.0
27895,2.0
27896,1.0
27897,15.0
27898,0.0
27899,0.0
27900,0.0
27901,21.0
27902,21.0
27903,0.0
27904,1.0
27905,16.0
27906,40.0
27907,11.0
27908,1.0
27909,4.0
27910,3.0
27911,33.0
27912,7.0
27913,3.0
27914,6.0
27915,15.0
27916,27.0
27917,19.0
27918,0.0
27919,14.0
27920,19.0
27921,1.0
27922,1.0
27923,6.0
27924,21.0
27925,2.0
27926,9.0
27927,7.0
27928,6.0
27929,8.0
27930,18.0
27931,1.0
27932,0.0
27933,0.0
27934,15.0
27935,0.0
27936,3.0
27937,8.0
27938,30.0
27939,0.0
27940,17.0
27941,2.0
27942,0.0
27943,0.0
27944,12.0
27945,11.0
27946,17.0
27947,0.0
27948,15.0
27949,20.0
27950,33.0
27951,27.0
27952,19.0
27953,21.0
27954,3.0
27955,5.0
27956,4.0
27957,1.0
27958,16.0
27959,0.0
27960,13.0
27961,9.0
27962,0.0
27963,34.0
27964,37.0
27965,34.0
27966,0.0
27967,20.0
27968,0.0
27969,12.0
27970,51.0
27971,7.0
27972,3.0
27973,8.0
27974,4.0
27975,6.0
27976,5.0
27977,0.0
27978,0.0
27979,10.0
27980,0.0
27981,1.0
27982,22.0
27983,7.0
27984,2.0
27985,2.0
27986,4.0
27987,34.0
27988,57.0
27989,18.0
27990,12.0
27991,0.0
27992,2.0
27993,39.0
27994,1.0
27995,3.0
27996,1.0
27997,20.0
27998,3.0
27999,25.0
28000,35.0
28001,0.0
28002,13.0
28003,14.0
28004,0.0
28005,21.0
28006,0.0
28007,0.0
28008,44.0
28009,3.0
28010,18.0
28011,56.0
28012,33.0
28013,0.0
28014,9.0
28015,4.0
28016,24.0
28017,1.0
28018,3.0
28019,1.0
28020,0.0
28021,4.0
28022,0.0
28023,5.0
28024,0.0
28025,9.0
28026,22.0
28027,9.0
28028,9.0
28029,4.0
28030,27.0
28031,46.0
28032,0.0
28033,9.0
28034,24.0
28035,2.0
28036,2.0
28037,14.0
28038,16.0
28039,25.0
28040,32.0
28041,35.0
28042,42.0
28043,3.0
28044,6.0
28045,27.0
28046,25.0
28047,2.0
28048,18.0
28049,15.0
28050,6.0
28051,19.0
28052,0.0
28053,19.0
28054,3.0
28055,1.0
28056,15.0
28057,9.0
28058,7.0
28059,7.0
28060,9.0
28061,13.0
28062,19.0
28063,1.0
28064,56.0
28065,6.0
28066,1.0
28067,1.0
28068,16.0
28069,3.0
28070,14.0
28071,4.0
28072,7.0
28073,9.0
28074,1.0
28075,48.0
28076,12.0
28077,0.0
28078,11.0
28079,19.0
28080,0.0
28081,5.0
28082,10.0
28083,5.0
28084,14.0
28085,29.0
28086,8.0
28087,5.0
28088,0.0
28089,20.0
28090,3.0
28091,0.0
28092,20.0
28093,24.0
28094,4.0
28095,13.0
28096,3.0
28097,0.0
28098,19.0
28099,9.0
28100,0.0
28101,36.0
28102,0.0
28103,7.0
28104,0.0
28105,4.0
28106,16.0
28107,20.0
28108,0.0
28109,18.0
28110,3.0
28111,32.0
28112,0.0
28113,9.0
28114,12.0
28115,2.0
28116,1.0
28117,7.0
28118,0.0
28119,39.0
28120,22.0
28121,4.0
28122,11.0
28123,0.0
28124,0.0
28125,13.0
28126,1.0
28127,0.0
28128,45.0
28129,13.0
28130,16.0
28131,19.0
28132,0.0
28133,1.0
28134,0.0
28135,0.0
28136,0.0
28137,5.0
28138,1.0
28139,5.0
28140,22.0
28141,33.0
28142,16.0
28143,0.0
28144,0.0
28145,20.0
28146,5.0
28147,0.0
28148,26.0
28149,2.0
28150,0.0
28151,26.0
28152,0.0
28153,1.0
28154,1.0
28155,2.0
28156,31.0
28157,0.0
28158,1.0
28159,11.0
28160,18.0
28161,0.0
28162,3.0
28163,9.0
28164,0.0
28165,16.0
28166,19.0
28167,1.0
28168,6.0
28169,2.0
28170,0.0
28171,12.0
28172,2.0
28173,2.0
28174,2.0
28175,8.0
28176,0.0
28177,0.0
28178,8.0
28179,11.0
28180,21.0
28181,2.0
28182,1.0
28183,4.0
28184,4.0
28185,0.0
28186,0.0
28187,4.0
28188,0.0
28189,0.0
28190,0.0
28191,0.0
28192,0.0
28193,0.0
28194,0.0
28195,0.0
28196,2.0
